#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Valence  Total
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01870076E+01          1.01870076E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70431519E+00          9.70431519E+00
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.26480107E+00          9.26480107E+00
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.86321985E+00          8.86321985E+00
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.49557740E+00          8.49557740E+00
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.15880606E+00          8.15880606E+00
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.85051539E+00          7.85051539E+00
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.56879620E+00          7.56879620E+00
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.31205947E+00          7.31205947E+00
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.07891089E+00          7.07891089E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.86805731E+00          6.86805731E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67824048E+00          6.67824048E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50819849E+00          6.50819849E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35665039E+00          6.35665039E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.22229814E+00          6.22229814E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.10384071E+00          6.10384071E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99999311E+00          5.99999311E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.90950693E+00          5.90950693E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83118785E+00          5.83118785E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76390962E+00          5.76390962E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70662313E+00          5.70662313E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65836118E+00          5.65836118E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61823967E+00          5.61823967E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58545587E+00          5.58545587E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55928478E+00          5.55928478E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53907421E+00          5.53907421E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52423915E+00          5.52423915E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51425592E+00          5.51425592E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50865626E+00          5.50865626E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50702183E+00          5.50702183E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50897881E+00          5.50897881E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51419316E+00          5.51419316E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52236615E+00          5.52236615E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53323043E+00          5.53323043E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54654647E+00          5.54654647E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56209940E+00          5.56209940E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57969621E+00          5.57969621E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59916330E+00          5.59916330E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62034427E+00          5.62034427E+00
         53.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64307452E+00          5.64307452E+00
         54.0000          1.00000000E+30          1.00000000E+30          3.61704811E+09          1.80852406E+09          5.64309801E+00          5.64309799E+00
         54.0010          1.00000000E+30          1.00000000E+30          3.61728112E+09          1.80864056E+09          5.64312151E+00          5.64312148E+00
         55.0000          1.00000000E+30          1.00000000E+30          2.08672507E+05          1.04336254E+05          5.66729701E+00          5.66683530E+00
         56.0000          1.00000000E+30          1.00000000E+30          7.36759465E+04          3.68379732E+04          5.69282586E+00          5.69150654E+00
         57.0000          1.00000000E+30          1.00000000E+30          3.99802426E+04          1.99901213E+04          5.71957998E+00          5.71712630E+00
         58.0000          1.00000000E+30          1.00000000E+30          2.58867776E+04          1.29433888E+04          5.74746440E+00          5.74363873E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.84705474E+04          9.23527368E+03          5.77639272E+00          5.77097835E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.40194139E+04          7.00970697E+03          5.80628636E+00          5.79908111E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.11059150E+04          5.55295751E+03          5.83707356E+00          5.82788446E+00
         62.0000          1.00000000E+30          1.00000000E+30          9.07812061E+03          4.53906030E+03          5.86868883E+00          5.85732915E+00
         63.0000          1.00000000E+30          1.00000000E+30          7.60207332E+03          3.80103666E+03          5.90107223E+00          5.88736212E+00
         64.0000          1.00000000E+30          1.00000000E+30          6.48850538E+03          3.24425269E+03          5.93416887E+00          5.91793184E+00
         65.0000          1.00000000E+30          1.00000000E+30          5.62447423E+03          2.81223711E+03          5.96792840E+00          5.94899162E+00
         66.0000          1.00000000E+30          1.00000000E+30          4.93813488E+03          2.46906744E+03          6.00230459E+00          5.98049670E+00
         67.0000          1.00000000E+30          1.00000000E+30          4.38291872E+03          2.19145936E+03          6.03725489E+00          6.01240949E+00
         68.0000          1.00000000E+30          1.00000000E+30          3.92598563E+03          1.96299281E+03          6.07274013E+00          6.04469023E+00
         69.0000          1.00000000E+30          1.00000000E+30          3.54488703E+03          1.77244351E+03          6.10872421E+00          6.07730607E+00
         70.0000          1.00000000E+30          1.00000000E+30          3.22306882E+03          1.61153441E+03          6.14517377E+00          6.11022411E+00
         71.0000          1.00000000E+30          1.00000000E+30          2.94851827E+03          1.47425914E+03          6.18205801E+00          6.14341594E+00
         72.0000          1.00000000E+30          1.00000000E+30          2.71201576E+03          1.35600788E+03          6.21934841E+00          6.17685308E+00
         73.0000          1.00000000E+30          1.00000000E+30          2.50664609E+03          1.25332305E+03          6.25701856E+00          6.21051105E+00
         74.0000          1.00000000E+30          1.00000000E+30          2.32696930E+03          1.16348465E+03          6.29504395E+00          6.24436616E+00
         75.0000          1.00000000E+30          1.00000000E+30          2.16867159E+03          1.08433579E+03          6.33340185E+00          6.27839546E+00
         76.0000          1.00000000E+30          1.00000000E+30          2.02838537E+03          1.01419269E+03          6.37207114E+00          6.31257919E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.90338100E+03          9.51690499E+02          6.41103216E+00          6.34689864E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.79144051E+03          8.95720254E+02          6.45026660E+00          6.38133661E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.69072594E+03          8.45362970E+02          6.48975740E+00          6.41587644E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.59971002E+03          7.99855011E+02          6.52948866E+00          6.45050219E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.51715018E+03          7.58575090E+02          6.56944551E+00          6.48520039E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.44198841E+03          7.20994205E+02          6.60961409E+00          6.51995788E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.37332517E+03          6.86662583E+02          6.64998141E+00          6.55476205E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.31041742E+03          6.55208709E+02          6.69053531E+00          6.58960266E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.25257884E+03          6.26289422E+02          6.73126443E+00          6.62446628E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.19929682E+03          5.99648411E+02          6.77215808E+00          6.65934660E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.15004838E+03          5.75024189E+02          6.81320626E+00          6.69423081E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.10444919E+03          5.52224597E+02          6.85439958E+00          6.72911351E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.06211852E+03          5.31059262E+02          6.89572921E+00          6.76398513E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.02274288E+03          5.11371439E+02          6.93718685E+00          6.79883884E+00
         91.0000          1.00000000E+30          1.00000000E+30          9.86040231E+02          4.93020116E+02          6.97876470E+00          6.83366750E+00
         91.9990          1.00000000E+30          1.00000000E+30          9.51798133E+02          4.75899066E+02          7.02041367E+00          6.86843012E+00
         92.0000          1.00000000E+30          1.54137544E+10          9.51765123E+02          4.75882562E+02          7.02045541E+00          6.86846491E+00
         92.0010          1.00000000E+30          1.54143583E+10          9.51732116E+02          4.75866058E+02          7.02049716E+00          6.86849971E+00
         93.0000          1.00000000E+30          1.15307894E+06          9.19698383E+02          4.59849192E+02          7.06225207E+00          6.90318367E+00
         94.0000          1.00000000E+30          4.07278372E+05          8.89650922E+02          4.44825461E+02          7.10414815E+00          6.93782486E+00
         95.0000          1.00000000E+30          2.20931185E+05          8.61445916E+02          4.30722958E+02          7.14613751E+00          6.97239321E+00
         96.0000          1.00000000E+30          1.42910333E+05          8.34935520E+02          4.17467760E+02          7.18821434E+00          7.00688859E+00
         97.0000          1.00000000E+30          1.01842528E+05          8.09974717E+02          4.04987358E+02          7.23037317E+00          7.04130710E+00
         98.0000          1.00000000E+30          7.71662597E+04          7.86446974E+02          3.93223487E+02          7.27260884E+00          7.07564744E+00
         99.0000          1.00000000E+30          6.10056736E+04          7.64239184E+02          3.82119592E+02          7.31491644E+00          7.10990648E+00
        100.0000          1.00000000E+30          4.97533675E+04          7.43251179E+02          3.71625589E+02          7.35729136E+00          7.14408152E+00
        110.0000          1.00000000E+30          1.44120033E+04          5.84127628E+02          2.92063814E+02          7.78388736E+00          7.48078766E+00
        120.0000          1.00000000E+30          7.39623585E+03          4.84343889E+02          2.42171945E+02          8.21359832E+00          7.80771357E+00
        130.0000          1.00000000E+30          4.71350228E+03          4.17758111E+02          2.08879055E+02          8.64009681E+00          8.12131362E+00
        140.0000          1.00000000E+30          3.37217867E+03          3.71423748E+02          1.85711874E+02          9.07361118E+00          8.43289235E+00
        150.0000          1.00000000E+30          2.59352404E+03          3.38219088E+02          1.69109544E+02          9.50308590E+00          8.73480368E+00
        160.0000          1.00000000E+30          2.09633157E+03          3.13915095E+02          1.56957548E+02          9.92889078E+00          9.02935084E+00
        170.0000          1.00000000E+30          1.75737134E+03          2.95854895E+02          1.47927448E+02          1.03562441E+01          9.32233684E+00
        180.0000          1.00000000E+30          1.51509352E+03          2.82297390E+02          1.41148695E+02          1.07800309E+01          9.61065060E+00
        190.0000          1.00000000E+30          1.33570072E+03          2.72063623E+02          1.36031812E+02          1.12050512E+01          9.89893505E+00
        200.0000          1.00000000E+30          1.19923910E+03          2.64333898E+02          1.32166949E+02          1.16266767E+01          1.01841037E+01
        210.0000          1.00000000E+30          1.09322322E+03          2.58524908E+02          1.29262454E+02          1.20451453E+01          1.04668176E+01
        220.0000          1.00000000E+30          1.00946660E+03          2.54213345E+02          1.27106672E+02          1.24606708E+01          1.07475762E+01
        230.0000          1.00000000E+30          9.42392691E+02          2.51086249E+02          1.25543124E+02          1.28774182E+01          1.10296714E+01
        240.0000          1.00000000E+30          8.88080060E+02          2.48908442E+02          1.24454221E+02          1.32913510E+01          1.13102282E+01
        250.0000          1.00000000E+30          8.43698807E+02          2.47500613E+02          1.23750306E+02          1.36988471E+01          1.15867762E+01
        260.0000          1.00000000E+30          8.07161368E+02          2.46723997E+02          1.23361999E+02          1.41114064E+01          1.18676184E+01
        270.0000          1.00000000E+30          7.76899785E+02          2.46469937E+02          1.23234969E+02          1.45178122E+01          1.21447746E+01
        280.0000          1.00000000E+30          7.51716997E+02          2.46652314E+02          1.23326157E+02          1.49219726E+01          1.24210601E+01
        290.0000          1.00000000E+30          7.30687349E+02          2.47202159E+02          1.23601080E+02          1.53274564E+01          1.26989307E+01
        300.0000          1.00000000E+30          7.13086111E+02          2.48063659E+02          1.24031830E+02          1.57273675E+01          1.29736254E+01
        310.0000          1.00000000E+30          6.98339275E+02          2.49191265E+02          1.24595633E+02          1.61286626E+01          1.32498882E+01
        320.0000          1.00000000E+30          6.85988020E+02          2.50547463E+02          1.25273732E+02          1.65279773E+01          1.35253936E+01
        330.0000          1.00000000E+30          6.75662303E+02          2.52101133E+02          1.26050567E+02          1.69253959E+01          1.38001789E+01
        340.0000          1.00000000E+30          6.67060838E+02          2.53826268E+02          1.26913134E+02          1.73209967E+01          1.40742745E+01
        350.0000          1.00000000E+30          6.59936649E+02          2.55700976E+02          1.27850488E+02          1.77148531E+01          1.43477054E+01
        360.0000          1.00000000E+30          6.54085661E+02          2.57706728E+02          1.28853364E+02          1.81070338E+01          1.46204926E+01
        370.0000          1.00000000E+30          6.49337949E+02          2.59827746E+02          1.29913873E+02          1.84976031E+01          1.48926539E+01
        380.0000          1.00000000E+30          6.45551393E+02          2.62050510E+02          1.31025255E+02          1.88866214E+01          1.51642047E+01
        390.0000          1.00000000E+30          6.42606161E+02          2.64363404E+02          1.32181702E+02          1.92770731E+01          1.54370363E+01
        400.0000          1.00000000E+30          6.40400795E+02          2.66756365E+02          1.33378183E+02          1.96631028E+01          1.57073624E+01
        410.0000          1.00000000E+30          6.38848694E+02          2.69220662E+02          1.34610331E+02          2.00505972E+01          1.59789289E+01
        420.0000          1.00000000E+30          6.37875840E+02          2.71748682E+02          1.35874341E+02          2.04338400E+01          1.62480775E+01
        430.0000          1.00000000E+30          6.37418358E+02          2.74333754E+02          1.37166877E+02          2.08185661E+01          1.65184245E+01
        440.0000          1.00000000E+30          6.37421171E+02          2.76970026E+02          1.38485013E+02          2.12019616E+01          1.67881666E+01
        450.0000          1.00000000E+30          6.37836367E+02          2.79652322E+02          1.39826161E+02          2.15813295E+01          1.70556042E+01
        460.0000          1.00000000E+30          6.38622203E+02          2.82376081E+02          1.41188040E+02          2.19622048E+01          1.73241861E+01
        470.0000          1.00000000E+30          6.39742089E+02          2.85137240E+02          1.42568620E+02          2.23418637E+01          1.75921911E+01
        480.0000          1.00000000E+30          6.41163959E+02          2.87932197E+02          1.43966099E+02          2.27203404E+01          1.78596279E+01
        490.0000          1.00000000E+30          6.42859425E+02          2.90757728E+02          1.45378864E+02          2.30976678E+01          1.81265050E+01
        500.0000          1.00000000E+30          6.44803507E+02          2.93610948E+02          1.46805474E+02          2.34738770E+01          1.83928309E+01
        510.0000          1.00000000E+30          6.46973890E+02          2.96489278E+02          1.48244639E+02          2.38489980E+01          1.86586136E+01
        520.0000          1.00000000E+30          6.49350811E+02          2.99390392E+02          1.49695196E+02          2.42230590E+01          1.89238611E+01
        530.0000          1.00000000E+30          6.51916575E+02          3.02312197E+02          1.51156098E+02          2.45960874E+01          1.91885810E+01
        540.0000          1.00000000E+30          6.54655376E+02          3.05252801E+02          1.52626401E+02          2.49681091E+01          1.94527810E+01
        550.0000          1.00000000E+30          6.57552992E+02          3.08210498E+02          1.54105249E+02          2.53391494E+01          1.97164688E+01
        560.0000          1.00000000E+30          6.60596645E+02          3.11183734E+02          1.55591867E+02          2.57092321E+01          1.99796516E+01
        570.0000          1.00000000E+30          6.63774793E+02          3.14171104E+02          1.57085552E+02          2.60808240E+01          2.02438089E+01
        580.0000          1.00000000E+30          6.67077023E+02          3.17171329E+02          1.58585664E+02          2.64490322E+01          2.05059833E+01
        590.0000          1.00000000E+30          6.70493885E+02          3.20183239E+02          1.60091620E+02          2.68163489E+01          2.07676742E+01
        600.0000          1.00000000E+30          6.74016792E+02          3.23205774E+02          1.61602887E+02          2.71851908E+01          2.10303224E+01
        610.0000          1.00000000E+30          6.77637953E+02          3.26237960E+02          1.63118980E+02          2.75507579E+01          2.12910474E+01
        620.0000          1.00000000E+30          6.81350248E+02          3.29278907E+02          1.64639454E+02          2.79154912E+01          2.15513083E+01
        630.0000          1.00000000E+30          6.85147188E+02          3.32327801E+02          1.66163900E+02          2.82817552E+01          2.18125075E+01
        640.0000          1.00000000E+30          6.89022823E+02          3.35383892E+02          1.67691946E+02          2.86448499E+01          2.20718425E+01
        650.0000          1.00000000E+30          6.92971715E+02          3.38446495E+02          1.69223247E+02          2.90071637E+01          2.23307331E+01
        660.0000          1.00000000E+30          6.96988858E+02          3.41514978E+02          1.70757489E+02          2.93710050E+01          2.25905412E+01
        670.0000          1.00000000E+30          7.01069655E+02          3.44588756E+02          1.72294378E+02          2.97317778E+01          2.28485423E+01
        680.0000          1.00000000E+30          7.05209891E+02          3.47667299E+02          1.73833650E+02          3.00940826E+01          2.31074530E+01
        690.0000          1.00000000E+30          7.09405649E+02          3.50750106E+02          1.75375053E+02          3.04533755E+01          2.33645891E+01
        700.0000          1.00000000E+30          7.13653339E+02          3.53836724E+02          1.76918362E+02          3.08142011E+01          2.36226257E+01
        710.0000          1.00000000E+30          7.17949622E+02          3.56926731E+02          1.78463365E+02          3.11742997E+01          2.38802280E+01
        720.0000          1.00000000E+30          7.22291422E+02          3.59935839E+02          1.79967920E+02          3.15314707E+01          2.41349734E+01
        730.0000          1.00000000E+30          7.26675882E+02          3.62764226E+02          1.81382113E+02          3.18901722E+01          2.43881105E+01
        740.0000          1.00000000E+30          7.31100346E+02          3.65968077E+02          1.82984039E+02          3.22459942E+01          2.46445993E+01
        750.0000          1.00000000E+30          7.35562358E+02          3.69166051E+02          1.84583026E+02          3.26033488E+01          2.49018715E+01
        760.0000          1.00000000E+30          7.40059618E+02          3.72358223E+02          1.86179112E+02          3.29600359E+01          2.51586422E+01
        770.0000          1.00000000E+30          7.44589995E+02          3.75182330E+02          1.87591165E+02          3.33139198E+01          2.54086889E+01
        780.0000          1.00000000E+30          7.49151509E+02          3.78365764E+02          1.89182882E+02          3.36693317E+01          2.56645196E+01
        790.0000          1.00000000E+30          7.53742294E+02          3.81543624E+02          1.90771812E+02          3.40241089E+01          2.59198741E+01
        800.0000          1.00000000E+30          7.58360625E+02          3.84715988E+02          1.92357994E+02          3.43782653E+01          2.61747625E+01
        810.0000          1.00000000E+30          7.63004881E+02          3.87882934E+02          1.93941467E+02          3.47297135E+01          2.64279779E+01
        820.0000          1.00000000E+30          7.67673548E+02          3.91044541E+02          1.95522270E+02          3.50826770E+01          2.66819689E+01
        830.0000          1.00000000E+30          7.72365194E+02          3.93859267E+02          1.96929633E+02          3.54350457E+01          2.69307260E+01
        840.0000          1.00000000E+30          7.77078506E+02          3.97012946E+02          1.98506473E+02          3.57868337E+01          2.71838576E+01
        850.0000          1.00000000E+30          7.81812226E+02          4.00161507E+02          2.00080754E+02          3.61359940E+01          2.74353755E+01
        860.0000          1.00000000E+30          7.86565185E+02          4.03305025E+02          2.01652513E+02          3.64866641E+01          2.76876674E+01
        870.0000          1.00000000E+30          7.91336281E+02          4.06443574E+02          2.03221787E+02          3.68367764E+01          2.79395421E+01
        880.0000          1.00000000E+30          7.96124484E+02          4.09577230E+02          2.04788615E+02          3.71863391E+01          2.81910057E+01
        890.0000          1.00000000E+30          8.00928814E+02          4.12706063E+02          2.06353031E+02          3.75353632E+01          2.84420662E+01
        900.0000          1.00000000E+30          8.05748358E+02          4.15830147E+02          2.07915074E+02          3.78838597E+01          2.86927316E+01
        910.0000          1.00000000E+30          8.10582256E+02          4.18949552E+02          2.09474776E+02          3.82318368E+01          2.89430080E+01
        920.0000          1.00000000E+30          8.15429682E+02          4.22064350E+02          2.11032175E+02          3.85793009E+01          2.91929006E+01
        930.0000          1.00000000E+30          8.20289880E+02          4.25174608E+02          2.12587304E+02          3.89242697E+01          2.94412768E+01
        940.0000          1.00000000E+30          8.25162112E+02          4.28280393E+02          2.14140197E+02          3.92707306E+01          2.96904202E+01
        950.0000          1.00000000E+30          8.30045705E+02          4.31381775E+02          2.15690887E+02          3.96166962E+01          2.99391943E+01
        960.0000          1.00000000E+30          8.34940007E+02          4.34478817E+02          2.17239409E+02          3.99621734E+01          3.01876044E+01
        970.0000          1.00000000E+30          8.39844399E+02          4.37571586E+02          2.18785793E+02          4.03071692E+01          3.04356559E+01
        980.0000          1.00000000E+30          8.44758316E+02          4.40660144E+02          2.20330072E+02          4.06516906E+01          3.06833541E+01
        990.0000          1.00000000E+30          8.49681192E+02          4.43744552E+02          2.21872276E+02          4.09957439E+01          3.09307039E+01
       1000.0000          1.00000000E+30          8.54612521E+02          4.46824874E+02          2.23412437E+02          4.13393356E+01          3.11777102E+01
       1100.0000          1.00000000E+30          9.04293606E+02          4.77693878E+02          2.38846939E+02          4.47529701E+01          3.36350467E+01
       1200.0000          1.00000000E+30          9.53839918E+02          5.08175042E+02          2.54087521E+02          4.81260052E+01          3.60611705E+01
       1300.0000          1.00000000E+30          1.00465223E+03          5.38812806E+02          2.69406403E+02          5.14645252E+01          3.84703777E+01
       1307.9990          1.00000000E+30          1.00828387E+03          5.41137795E+02          2.70568897E+02          5.17294480E+01          3.86592846E+01
       1308.0010          3.56046108E+13          1.00828501E+03          5.41138438E+02          2.70569219E+02          5.17295147E+01          3.86593333E+01
       1400.0000          1.08097645E+07          1.05499916E+03          5.68858030E+02          2.84429015E+02          5.47701230E+01          4.08499841E+01
       1500.0000          3.44453477E+06          1.10492560E+03          5.99064798E+02          2.99532399E+02          5.80475056E+01          4.32144586E+01
       1600.0000          1.79285904E+06          1.15527240E+03          6.28746136E+02          3.14373068E+02          6.12990817E+01          4.55559828E+01
       1700.0000          1.13869088E+06          1.20519596E+03          6.58593189E+02          3.29296594E+02          6.45252007E+01          4.78844560E+01
       1800.0000          8.07165923E+05          1.25547481E+03          6.87965066E+02          3.43982533E+02          6.77277877E+01          5.01921727E+01
       1900.0000          6.13730520E+05          1.30534374E+03          7.17304991E+02          3.58652496E+02          7.09100786E+01          5.24868253E+01
       2000.0000          4.90029019E+05          1.35483403E+03          7.46417072E+02          3.73208536E+02          7.40716359E+01          5.47651618E+01
       2100.0000          4.05657262E+05          1.40397386E+03          7.75317340E+02          3.87658670E+02          7.72141223E+01          5.70284379E+01
       2200.0000          3.45306272E+05          1.45278857E+03          8.04020129E+02          4.02010065E+02          8.03385909E+01          5.92775417E+01
       2300.0000          3.00539722E+05          1.50193538E+03          8.32720663E+02          4.16360331E+02          8.34457878E+01          6.15172162E+01
       2400.0000          2.66373705E+05          1.55076393E+03          8.61239519E+02          4.30619760E+02          8.65382127E+01          6.37448659E+01
       2500.0000          2.39695434E+05          1.59929336E+03          8.89587084E+02          4.44793542E+02          8.96154950E+01          6.59605207E+01
       2600.0000          2.18473489E+05          1.64754117E+03          9.17772805E+02          4.58886402E+02          9.26779954E+01          6.81645929E+01
       2700.0000          2.01329935E+05          1.69610771E+03          9.45805312E+02          4.72902656E+02          9.57266526E+01          7.03587973E+01
       2800.0000          1.87302262E+05          1.74382458E+03          9.73859766E+02          4.86929883E+02          9.87632816E+01          7.25450540E+01
       2900.0000          1.75698381E+05          1.79186652E+03          1.00160539E+03          5.00802694E+02          1.01786176E+02          7.47189971E+01
       3000.0000          1.66009952E+05          1.83910687E+03          1.02938151E+03          5.14690753E+02          1.04797774E+02          7.68856709E+01
       3100.0000          1.57855938E+05          1.88667418E+03          1.05702696E+03          5.28513479E+02          1.07796881E+02          7.90437393E+01
       3200.0000          1.50946022E+05          1.93401672E+03          1.08438943E+03          5.42194716E+02          1.10785703E+02          8.11908902E+01
       3300.0000          1.45055489E+05          1.98114437E+03          1.11179209E+03          5.55896045E+02          1.13764350E+02          8.33326474E+01
       3400.0000          1.40008467E+05          2.02806636E+03          1.13907990E+03          5.69539948E+02          1.16732253E+02          8.54661388E+01
       3500.0000          1.35665248E+05          2.07479132E+03          1.16640949E+03          5.83204746E+02          1.19689768E+02          8.75942396E+01
       3600.0000          1.31914057E+05          2.12183313E+03          1.19347886E+03          5.96739431E+02          1.22637396E+02          8.97130458E+01
