#Energy      Mg-K-shell   Mg-L1-shell   Mg-L2-shell   Mg-L3-shell   Valence  Total
       3700.0000          1.70982916E+05          3.05291905E+06          3.74402671E+07          1.92039745E+07          6.14679892E+07          1.59460557E+05
       3800.0000          1.84553463E+05          3.28689597E+06          4.13947314E+07          2.11667666E+07          6.60707736E+07          1.72138985E+05
       3900.0000          1.97733867E+05          3.52008067E+06          4.53441135E+07          2.32128763E+07          7.08666454E+07          1.84480364E+05
       4000.0000          2.12653647E+05          3.76985671E+06          4.98720532E+07          2.55541513E+07          7.57655963E+07          1.98407706E+05
       4100.0000          2.28545419E+05          4.03277876E+06          5.44918901E+07          2.78816189E+07          8.11239237E+07          2.13219163E+05
       4200.0000          2.44672743E+05          4.31217266E+06          5.94223416E+07          3.05334641E+07          8.66029498E+07          2.28304236E+05
       4300.0000          2.60310608E+05          4.60027228E+06          6.48849463E+07          3.32131654E+07          9.23496978E+07          2.42996134E+05
       4400.0000          2.77811557E+05          4.89574343E+06          7.04887357E+07          3.62331960E+07          9.84523944E+07          2.59351959E+05
       4500.0000          2.95928753E+05          5.19195159E+06          7.66326051E+07          3.92832407E+07          1.04716394E+08          2.76254345E+05
       4600.0000          3.15234394E+05          5.52105847E+06          8.32437146E+07          4.26610036E+07          1.11122323E+08          2.94306350E+05
       4700.0000          3.35364320E+05          5.85389506E+06          9.02705850E+07          4.63265699E+07          1.17568082E+08          3.13103933E+05
       4800.0000          3.55548762E+05          6.20243330E+06          9.73253808E+07          4.98802461E+07          1.24686824E+08          3.31991677E+05
       4900.0000          3.78782167E+05          6.56949330E+06          1.05323545E+08          5.38986579E+07          1.31885145E+08          3.53620694E+05
       5000.0000          4.01083021E+05          6.94390678E+06          1.13634624E+08          5.81633112E+07          1.39438341E+08          3.74472189E+05
       5100.0000          4.22890474E+05          7.32804086E+06          1.21889451E+08          6.27103428E+07          1.47341403E+08          3.94932535E+05
       5200.0000          4.46946921E+05          7.73595802E+06          1.31116699E+08          6.73131141E+07          1.55398535E+08          4.17434324E+05
       5300.0000          4.74173898E+05          8.15882102E+06          1.40793880E+08          7.22815009E+07          1.64585697E+08          4.42769614E+05
       5400.0000          4.99721762E+05          8.59880313E+06          1.51066131E+08          7.75624619E+07          1.73047720E+08          4.66700884E+05
       5500.0000          5.26771775E+05          9.05676588E+06          1.61848628E+08          8.32159741E+07          1.82141472E+08          4.92015625E+05
       5600.0000          5.54604230E+05          9.51582348E+06          1.73302204E+08          8.91052138E+07          1.91493563E+08          5.18029830E+05
       5700.0000          5.83735467E+05          9.99598033E+06          1.84768471E+08          9.52161449E+07          2.01258678E+08          5.45247860E+05
       5800.0000          6.14126710E+05          1.04972882E+07          1.97152977E+08          1.01689884E+08          2.11441613E+08          5.73648881E+05
       5900.0000          6.45835685E+05          1.10064055E+07          2.10273970E+08          1.08442080E+08          2.21525228E+08          6.03234902E+05
       6000.0000          6.77405117E+05          1.15784686E+07          2.24188261E+08          1.15604232E+08          2.32040989E+08          6.32907774E+05
       6100.0000          7.10264727E+05          1.21090066E+07          2.38581494E+08          1.22751917E+08          2.43096486E+08          6.63587420E+05
       6200.0000          7.48287844E+05          1.26736698E+07          2.53520703E+08          1.31256675E+08          2.54279630E+08          6.98917680E+05
       6300.0000          7.81563260E+05          1.32551298E+07          2.69241094E+08          1.39344590E+08          2.67048871E+08          7.30159016E+05
       6400.0000          8.15797948E+05          1.38594694E+07          2.87578331E+08          1.47243029E+08          2.78597628E+08          7.62308559E+05
       6500.0000          8.57173269E+05          1.44849489E+07          3.04569244E+08          1.56116213E+08          2.90939913E+08          8.00776177E+05
       6600.0000          8.94665243E+05          1.51788932E+07          3.21283250E+08          1.66279361E+08          3.03635101E+08          8.36094270E+05
       6700.0000          9.33889600E+05          1.58094919E+07          3.40356877E+08          1.75824753E+08          3.16842227E+08          8.72733438E+05
       6800.0000          9.74977719E+05          1.64702078E+07          3.61964166E+08          1.85880009E+08          3.30503697E+08          9.11121587E+05
       6900.0000          1.01761755E+06          1.71661861E+07          3.82033901E+08          1.96349461E+08          3.45593305E+08          9.50981095E+05
       7000.0000          1.06168420E+06          1.79422533E+07          4.01752933E+08          2.07406445E+08          3.59306690E+08          9.92331544E+05
       7100.0000          1.11009049E+06          1.86531010E+07          4.25581724E+08          2.19013478E+08          3.73735224E+08          1.03731298E+06
       7200.0000          1.15464611E+06          1.93765203E+07          4.48533847E+08          2.31178424E+08          3.88893874E+08          1.07897954E+06
       7300.0000          1.20133122E+06          2.02262194E+07          4.72058854E+08          2.43424688E+08          4.05518839E+08          1.12291030E+06
       7400.0000          1.25031608E+06          2.10043204E+07          4.97685014E+08          2.57697398E+08          4.20961258E+08          1.16867162E+06
       7500.0000          1.30430131E+06          2.18046260E+07          5.24471893E+08          2.69987043E+08          4.36784957E+08          1.21883462E+06
       7600.0000          1.35440746E+06          2.26417854E+07          5.51071378E+08          2.85008767E+08          4.54798490E+08          1.26579320E+06
       7700.0000          1.40550820E+06          2.35082442E+07          5.78784256E+08          2.99367776E+08          4.71691042E+08          1.31369301E+06
       7800.0000          1.46451444E+06          2.44549555E+07          6.10755206E+08          3.14105293E+08          4.91330909E+08          1.36879811E+06
       7900.0000          1.51785674E+06          2.53170316E+07          6.40505835E+08          3.30081829E+08          5.08700119E+08          1.41868236E+06
       8000.0000          1.58172734E+06          2.63333938E+07          6.71884601E+08          3.46717888E+08          5.27020432E+08          1.47827349E+06
       8100.0000          1.63638054E+06          2.72364873E+07          7.03168672E+08          3.63307417E+08          5.46072602E+08          1.52945859E+06
       8200.0000          1.69513763E+06          2.82035660E+07          7.39181625E+08          3.82554032E+08          5.67395836E+08          1.58451383E+06
       8300.0000          1.76209544E+06          2.92866003E+07          7.73490470E+08          3.99993053E+08          5.86102875E+08          1.64703801E+06
       8400.0000          1.82370745E+06          3.02589855E+07          8.09398637E+08          4.18570924E+08          6.08834287E+08          1.70459782E+06
       8500.0000          1.88803386E+06          3.14224855E+07          8.50615066E+08          4.38065069E+08          6.28387789E+08          1.76514523E+06
       8600.0000          1.96082542E+06          3.24020679E+07          8.87249312E+08          4.58367869E+08          6.49536698E+08          1.83250929E+06
       8700.0000          2.02362804E+06          3.34693340E+07          9.32880506E+08          4.79451992E+08          6.73498153E+08          1.89149440E+06
       8800.0000          2.10092254E+06          3.46894664E+07          9.70238797E+08          5.02720672E+08          6.94668073E+08          1.96360283E+06
       8900.0000          2.16674541E+06          3.57918561E+07          1.01327737E+09          5.24385909E+08          7.20240692E+08          2.02534386E+06
       9000.0000          2.23830654E+06          3.70799325E+07          1.05831943E+09          5.47088477E+08          7.41533152E+08          2.09267886E+06
       9100.0000          2.31928954E+06          3.82366966E+07          1.10262980E+09          5.73221923E+08          7.68330697E+08          2.16791651E+06
       9200.0000          2.39088138E+06          3.94495171E+07          1.15483461E+09          5.96235940E+08          7.91401900E+08          2.23507967E+06
       9300.0000          2.47700815E+06          4.08212752E+07          1.20102279E+09          6.24809653E+08          8.15532081E+08          2.31551603E+06
       9400.0000          2.54932086E+06          4.19989075E+07          1.25060270E+09          6.48326759E+08          8.43396976E+08          2.38322664E+06
       9500.0000          2.63083744E+06          4.34362913E+07          1.30690936E+09          6.75412355E+08          8.68694137E+08          2.45986593E+06
       9600.0000          2.72135403E+06          4.46800305E+07          1.35951401E+09          7.03631671E+08          8.95214060E+08          2.54375706E+06
       9700.0000          2.80060957E+06          4.60300217E+07          1.41465247E+09          7.35423678E+08          9.24639199E+08          2.61822445E+06
       9800.0000          2.89570847E+06          4.75095602E+07          1.47202359E+09          7.63416945E+08          9.56064454E+08          2.70692977E+06
       9900.0000          2.97806789E+06          4.90873708E+07          1.53662017E+09          7.98104769E+08          9.81212057E+08          2.78487213E+06
      10000.0000          3.07602404E+06          5.04148552E+07          1.59422229E+09          8.26903198E+08          1.01392065E+09          2.87560193E+06
      11000.0000          4.10271317E+06          6.68240197E+07          2.30949449E+09          1.20144343E+09          1.34130795E+09          3.83558105E+06
      12000.0000          5.34721378E+06          8.65266070E+07          3.25037537E+09          1.69041592E+09          1.73604112E+09          4.99885848E+06
      13000.0000          6.81024233E+06          1.09952359E+08          4.46349544E+09          2.32707423E+09          2.20923541E+09          6.36784857E+06
      14000.0000          8.53798959E+06          1.37419970E+08          5.97869777E+09          3.12574785E+09          2.75744686E+09          7.98400695E+06
      15000.0000          1.05706376E+07          1.69214438E+08          7.85249410E+09          4.10933940E+09          3.39177887E+09          9.88368281E+06
      16000.0000          1.29133431E+07          2.06034372E+08          1.01574471E+10          5.31879669E+09          4.13651779E+09          1.20742249E+07
      17000.0000          1.56151231E+07          2.48159102E+08          1.29368449E+10          6.80089771E+09          4.97529489E+09          1.45995024E+07
      18000.0000          1.85506436E+07          2.95607151E+08          1.62426378E+10          8.51746749E+09          5.93262135E+09          1.73500007E+07
      19000.0000          2.20173169E+07          3.49577009E+08          2.01345526E+10          1.05938249E+10          6.99539812E+09          2.05903643E+07
      20000.0000          2.57897339E+07          4.08465470E+08          2.47184035E+10          1.30055413E+10          8.20017062E+09          2.41181203E+07
      21000.0000          3.01848594E+07          4.77304406E+08          3.01039162E+10          1.58184162E+10          9.49750940E+09          2.82278414E+07
      22000.0000          3.47940605E+07          5.48991597E+08          3.61841324E+10          1.90805650E+10          1.10196264E+10          3.25384707E+07
      23000.0000          3.99149101E+07          6.28728820E+08          4.31853984E+10          2.28130460E+10          1.25891205E+10          3.73270411E+07
      24000.0000          4.56626708E+07          7.20554961E+08          5.12457582E+10          2.70658473E+10          1.43709183E+10          4.27102355E+07
      25000.0000          5.19224407E+07          8.18193591E+08          6.05441834E+10          3.20465573E+10          1.63246613E+10          4.85656656E+07
      26000.0000          5.88094803E+07          9.22301236E+08          7.04631465E+10          3.74196431E+10          1.84401672E+10          5.49950618E+07
      27000.0000          6.62688963E+07          1.03695706E+09          8.24703563E+10          4.36163513E+10          2.07619782E+10          6.19670319E+07
      28000.0000          7.43690247E+07          1.16198544E+09          9.54297553E+10          5.05903732E+10          2.32634172E+10          6.95396467E+07
      29000.0000          8.30047674E+07          1.29698979E+09          1.09699653E+11          5.82933541E+10          2.59629276E+10          7.76198419E+07
      30000.0000          9.24761578E+07          1.44479822E+09          1.25589290E+11          6.68641605E+10          2.88291336E+10          8.64801925E+07
      31000.0000          1.02716697E+08          1.60190539E+09          1.43219690E+11          7.64254757E+10          3.19894153E+10          9.60513351E+07
      32000.0000          1.13807990E+08          1.77642818E+09          1.61889688E+11          8.67436507E+10          3.54005165E+10          1.06432684E+08
      33000.0000          1.25190116E+08          1.94901620E+09          1.83245011E+11          9.85153437E+10          3.91517278E+10          1.17067506E+08
      34000.0000          1.38063335E+08          2.14409142E+09          2.06737779E+11          1.10984883E+11          4.28520305E+10          1.29088324E+08
      35000.0000          1.51327112E+08          2.34734815E+09          2.31801139E+11          1.24807487E+11          4.69363383E+10          1.41485828E+08
      36000.0000          1.65974783E+08          2.57094381E+09          2.59818131E+11          1.40190395E+11          5.15340469E+10          1.55174435E+08
      37000.0000          1.80611002E+08          2.79853108E+09          2.90603245E+11          1.56503331E+11          5.60133360E+10          1.68868280E+08
      38000.0000          1.97242221E+08          3.04575166E+09          3.22357307E+11          1.75213869E+11          6.08849754E+10          1.84383850E+08
      39000.0000          2.13453609E+08          3.31687295E+09          3.58702093E+11          1.93712601E+11          6.62300678E+10          1.99624845E+08
      40000.0000          2.32047165E+08          3.60087130E+09          3.96068677E+11          2.14565288E+11          7.16492013E+10          2.16998746E+08
      41000.0000          2.50670793E+08          3.89935034E+09          4.36941653E+11          2.37155644E+11          7.76821349E+10          2.34459593E+08
      42000.0000          2.70650202E+08          4.19378073E+09          4.81193743E+11          2.60803387E+11          8.37736737E+10          2.53093835E+08
      43000.0000          2.92601381E+08          4.51689519E+09          5.28915037E+11          2.87035188E+11          9.05789331E+10          2.73566037E+08
      44000.0000          3.15318800E+08          4.86235039E+09          5.80728696E+11          3.16492112E+11          9.75672646E+10          2.94795127E+08
      45000.0000          3.39039490E+08          5.22929120E+09          6.36645384E+11          3.45086620E+11          1.04254791E+11          3.16977318E+08
      46000.0000          3.62569653E+08          5.59852622E+09          6.93506464E+11          3.77783963E+11          1.11922467E+11          3.39013748E+08
      47000.0000          3.89074535E+08          5.99863173E+09          7.55779087E+11          4.13097811E+11          1.19768167E+11          3.63768691E+08
      48000.0000          4.17394962E+08          6.41812508E+09          8.23704777E+11          4.48546748E+11          1.28755468E+11          3.90193472E+08
      49000.0000          4.44184258E+08          6.85679070E+09          8.97132843E+11          4.87176369E+11          1.36860178E+11          4.15345725E+08
      50000.0000          4.76900154E+08          7.31692862E+09          9.74295039E+11          5.29793275E+11          1.46177480E+11          4.45772001E+08
