#Energy      C  Total
          0.1000          1.04125804E+02          1.04125804E+02
          0.2000          5.75219766E+01          5.75219766E+01
          0.3000          4.12909576E+01          4.12909576E+01
          0.4000          3.29100736E+01          3.29100736E+01
          0.5000          2.77485904E+01          2.77485904E+01
          0.6000          2.42306085E+01          2.42306085E+01
          0.7000          2.16689258E+01          2.16689258E+01
          0.8000          1.97146795E+01          1.97146795E+01
          0.9000          1.81713910E+01          1.81713910E+01
          1.0000          1.69196923E+01          1.69196923E+01
          2.0000          1.10309621E+01          1.10309621E+01
          3.0000          8.94445104E+00          8.94445104E+00
          4.0000          7.88470242E+00          7.88470242E+00
          5.0000          7.25841915E+00          7.25841915E+00
          6.0000          6.85824649E+00          6.85824649E+00
          7.0000          6.59188003E+00          6.59188003E+00
          8.0000          6.41166614E+00          6.41166614E+00
          9.0000          6.29038470E+00          6.29038470E+00
         10.0000          6.21129753E+00          6.21129753E+00
         11.0000          6.16351607E+00          6.16351607E+00
         12.0000          6.13963535E+00          6.13963535E+00
         13.0000          6.13443501E+00          6.13443501E+00
         14.0000          6.14412371E+00          6.14412371E+00
         15.0000          6.16587815E+00          6.16587815E+00
         16.0000          6.19755068E+00          6.19755068E+00
         17.0000          6.23747719E+00          6.23747719E+00
         18.0000          6.28434744E+00          6.28434744E+00
         19.0000          6.33711517E+00          6.33711517E+00
         20.0000          6.39493436E+00          6.39493436E+00
         21.0000          6.45711328E+00          6.45711328E+00
         22.0000          6.52308064E+00          6.52308064E+00
         23.0000          6.59236035E+00          6.59236035E+00
         24.0000          6.66455235E+00          6.66455235E+00
         25.0000          6.73931801E+00          6.73931801E+00
         26.0000          6.81636869E+00          6.81636869E+00
         27.0000          6.89545681E+00          6.89545681E+00
         28.0000          6.97636879E+00          6.97636879E+00
         29.0000          7.05891942E+00          7.05891942E+00
         30.0000          7.14294722E+00          7.14294722E+00
         31.0000          7.22831082E+00          7.22831082E+00
         32.0000          7.31488591E+00          7.31488591E+00
         33.0000          7.40256270E+00          7.40256270E+00
         34.0000          7.49124390E+00          7.49124390E+00
         35.0000          7.58084300E+00          7.58084300E+00
         36.0000          7.67128278E+00          7.67128278E+00
         37.0000          7.76249413E+00          7.76249413E+00
         38.0000          7.85441502E+00          7.85441502E+00
         39.0000          7.94698958E+00          7.94698958E+00
         40.0000          8.04016740E+00          8.04016740E+00
         41.0000          8.13390286E+00          8.13390286E+00
         42.0000          8.22815460E+00          8.22815460E+00
         43.0000          8.32288501E+00          8.32288501E+00
         44.0000          8.41805981E+00          8.41805981E+00
         45.0000          8.51364775E+00          8.51364775E+00
         46.0000          8.60962022E+00          8.60962022E+00
         47.0000          8.70595102E+00          8.70595102E+00
         48.0000          8.80261610E+00          8.80261610E+00
         49.0000          8.89959334E+00          8.89959334E+00
         50.0000          8.99686238E+00          8.99686238E+00
         51.0000          9.09440444E+00          9.09440444E+00
         52.0000          9.19220217E+00          9.19220217E+00
         53.0000          9.29023953E+00          9.29023953E+00
         54.0000          9.38850166E+00          9.38850166E+00
         55.0000          9.48697477E+00          9.48697477E+00
         56.0000          9.58564607E+00          9.58564607E+00
         57.0000          9.68450366E+00          9.68450366E+00
         58.0000          9.78353646E+00          9.78353646E+00
         59.0000          9.88273415E+00          9.88273415E+00
         60.0000          9.98208711E+00          9.98208711E+00
         61.0000          1.00815864E+01          1.00815864E+01
         62.0000          1.01812235E+01          1.01812235E+01
         63.0000          1.02809906E+01          1.02809906E+01
         64.0000          1.03808804E+01          1.03808804E+01
         65.0000          1.04808860E+01          1.04808860E+01
         66.0000          1.05810008E+01          1.05810008E+01
         67.0000          1.06812188E+01          1.06812188E+01
         68.0000          1.07815344E+01          1.07815344E+01
         69.0000          1.08819420E+01          1.08819420E+01
         70.0000          1.09824368E+01          1.09824368E+01
         71.0000          1.10830138E+01          1.10830138E+01
         72.0000          1.11836687E+01          1.11836687E+01
         73.0000          1.12843972E+01          1.12843972E+01
         74.0000          1.13851952E+01          1.13851952E+01
         75.0000          1.14860592E+01          1.14860592E+01
         76.0000          1.15869853E+01          1.15869853E+01
         77.0000          1.16879704E+01          1.16879704E+01
         78.0000          1.17890112E+01          1.17890112E+01
         79.0000          1.18901047E+01          1.18901047E+01
         80.0000          1.19912481E+01          1.19912481E+01
         81.0000          1.20924385E+01          1.20924385E+01
         82.0000          1.21936736E+01          1.21936736E+01
         83.0000          1.22949508E+01          1.22949508E+01
         84.0000          1.23962678E+01          1.23962678E+01
         85.0000          1.24976224E+01          1.24976224E+01
         86.0000          1.25990126E+01          1.25990126E+01
         87.0000          1.27004363E+01          1.27004363E+01
         88.0000          1.28018917E+01          1.28018917E+01
         89.0000          1.29033770E+01          1.29033770E+01
         90.0000          1.30048905E+01          1.30048905E+01
         91.0000          1.31064306E+01          1.31064306E+01
         92.0000          1.32079957E+01          1.32079957E+01
         93.0000          1.33095843E+01          1.33095843E+01
         94.0000          1.34111950E+01          1.34111950E+01
         95.0000          1.35128266E+01          1.35128266E+01
         96.0000          1.36144777E+01          1.36144777E+01
         97.0000          1.37161472E+01          1.37161472E+01
         98.0000          1.38178337E+01          1.38178337E+01
         99.0000          1.39195364E+01          1.39195364E+01
        100.0000          1.40212540E+01          1.40212540E+01
