#Energy      C   H  Total
         30.0000          3.63975552E+00          1.09172928E+01          2.72969326E+00
         31.0000          3.68325334E+00          1.12271202E+01          2.77339316E+00
         32.0000          3.72736848E+00          1.15369448E+01          2.81718828E+00
         33.0000          3.77204501E+00          1.18467658E+01          2.86107146E+00
         34.0000          3.81723335E+00          1.21565826E+01          2.90503613E+00
         35.0000          3.86288940E+00          1.24663945E+01          2.94907624E+00
         36.0000          3.90897384E+00          1.27762012E+01          2.99318624E+00
         37.0000          3.95545144E+00          1.30860022E+01          3.03736098E+00
         38.0000          4.00229058E+00          1.33957972E+01          3.08159573E+00
         39.0000          4.04946282E+00          1.37055860E+01          3.12588613E+00
         40.0000          4.09694245E+00          1.40153682E+01          3.17022814E+00
         41.0000          4.14470623E+00          1.43251437E+01          3.21461802E+00
         42.0000          4.19273308E+00          1.46349123E+01          3.25905230E+00
         43.0000          4.24100385E+00          1.49446739E+01          3.30352778E+00
         44.0000          4.28950106E+00          1.52544284E+01          3.34804149E+00
         45.0000          4.33820879E+00          1.55641757E+01          3.39259066E+00
         46.0000          4.38711245E+00          1.58739157E+01          3.43717272E+00
         47.0000          4.43619871E+00          1.61836484E+01          3.48178528E+00
         48.0000          4.48545531E+00          1.64933737E+01          3.52642612E+00
         49.0000          4.53487097E+00          1.68030916E+01          3.57109317E+00
         50.0000          4.58443532E+00          1.71128022E+01          3.61578448E+00
         51.0000          4.63413878E+00          1.74225053E+01          3.66049827E+00
         52.0000          4.68397253E+00          1.77322011E+01          3.70523285E+00
         53.0000          4.73392839E+00          1.80418895E+01          3.74998664E+00
         54.0000          4.78399877E+00          1.83515705E+01          3.79475818E+00
         55.0000          4.83417667E+00          1.86612442E+01          3.83954609E+00
         56.0000          4.88445555E+00          1.89709105E+01          3.88434908E+00
         57.0000          4.93482936E+00          1.92805696E+01          3.92916594E+00
         58.0000          4.98529245E+00          1.95902215E+01          3.97399556E+00
         59.0000          5.03583956E+00          1.98998662E+01          4.01883686E+00
         60.0000          5.08646579E+00          2.02095037E+01          4.06368885E+00
         61.0000          5.13716656E+00          2.05191341E+01          4.10855060E+00
         62.0000          5.18793758E+00          2.08287574E+01          4.15342123E+00
         63.0000          5.23877486E+00          2.11383737E+01          4.19829992E+00
         64.0000          5.28967464E+00          2.14479831E+01          4.24318589E+00
         65.0000          5.34063340E+00          2.17575855E+01          4.28807842E+00
         66.0000          5.39164785E+00          2.20671810E+01          4.33297682E+00
         67.0000          5.44271489E+00          2.23767698E+01          4.37788045E+00
         68.0000          5.49383161E+00          2.26863518E+01          4.42278869E+00
         69.0000          5.54499527E+00          2.29959270E+01          4.46770098E+00
         70.0000          5.59620330E+00          2.33054956E+01          4.51261678E+00
         71.0000          5.64745328E+00          2.36150576E+01          4.55753558E+00
         72.0000          5.69874291E+00          2.39246130E+01          4.60245690E+00
         73.0000          5.75007005E+00          2.42341619E+01          4.64738029E+00
         74.0000          5.80143265E+00          2.45437044E+01          4.69230532E+00
         75.0000          5.85282880E+00          2.48532404E+01          4.73723160E+00
         76.0000          5.90425668E+00          2.51627701E+01          4.78215873E+00
         77.0000          5.95571457E+00          2.54722935E+01          4.82708638E+00
         78.0000          6.00720086E+00          2.57818106E+01          4.87201418E+00
         79.0000          6.05871399E+00          2.60913216E+01          4.91694184E+00
         80.0000          6.11025253E+00          2.64008264E+01          4.96186905E+00
         81.0000          6.16181508E+00          2.67103250E+01          5.00679551E+00
         82.0000          6.21340034E+00          2.70198176E+01          5.05172097E+00
         83.0000          6.26500707E+00          2.73293043E+01          5.09664517E+00
         84.0000          6.31663410E+00          2.76387849E+01          5.14156786E+00
         85.0000          6.36828030E+00          2.79482596E+01          5.18648883E+00
         86.0000          6.41994461E+00          2.82577285E+01          5.23140786E+00
         87.0000          6.47162602E+00          2.85671915E+01          5.27632474E+00
         88.0000          6.52332358E+00          2.88766488E+01          5.32123929E+00
         89.0000          6.57503636E+00          2.91861003E+01          5.36615132E+00
         90.0000          6.62676351E+00          2.94955462E+01          5.41106067E+00
         91.0000          6.67850420E+00          2.98049864E+01          5.45596717E+00
         92.0000          6.73025763E+00          3.01144210E+01          5.50087066E+00
         93.0000          6.78202307E+00          3.04238500E+01          5.54577102E+00
         94.0000          6.83379978E+00          3.07332735E+01          5.59066809E+00
         95.0000          6.88558710E+00          3.10426915E+01          5.63556175E+00
         96.0000          6.93738438E+00          3.13521041E+01          5.68045189E+00
         97.0000          6.98919098E+00          3.16615113E+01          5.72533838E+00
         98.0000          7.04100633E+00          3.19709131E+01          5.77022113E+00
         99.0000          7.09282986E+00          3.22803096E+01          5.81510002E+00
        100.0000          7.14466103E+00          3.25897008E+01          5.85997496E+00
        110.0000          7.66329016E+00          3.56833301E+01          6.30848982E+00
        120.0000          8.18223816E+00          3.87764686E+01          6.75653830E+00
        130.0000          8.70123854E+00          4.18691456E+01          7.20408653E+00
        140.0000          9.22011651E+00          4.49613867E+01          7.65112076E+00
        150.0000          9.73875654E+00          4.80532139E+01          8.09763964E+00
        160.0000          1.02570823E+01          5.11446463E+01          8.54364947E+00
        170.0000          1.07750440E+01          5.42357007E+01          8.98916114E+00
        180.0000          1.12926099E+01          5.73263917E+01          9.43418825E+00
        190.0000          1.18097611E+01          6.04167326E+01          9.87874587E+00
        200.0000          1.23264873E+01          6.35067347E+01          1.03228497E+01
        210.0000          1.28427845E+01          6.65964085E+01          1.07665157E+01
        220.0000          1.33586532E+01          6.96857632E+01          1.12097596E+01
        230.0000          1.38740968E+01          7.27748073E+01          1.16525966E+01
        240.0000          1.43891211E+01          7.58635482E+01          1.20950415E+01
        250.0000          1.49037330E+01          7.89519929E+01          1.25371085E+01
        260.0000          1.54179408E+01          8.20401476E+01          1.29788113E+01
        270.0000          1.59317531E+01          8.51280179E+01          1.34201626E+01
        280.0000          1.64451791E+01          8.82156092E+01          1.38611749E+01
        287.9990          1.68555966E+01          9.06851759E+01          1.42137043E+01
        288.0010          1.68556992E+01          9.06857933E+01          1.42137925E+01
        290.0000          1.69582280E+01          9.13029263E+01          1.43018597E+01
        300.0000          1.74709092E+01          9.43899736E+01          1.47422282E+01
        310.0000          1.79832320E+01          9.74767552E+01          1.51822908E+01
        320.0000          1.84952055E+01          1.00563275E+02          1.56220576E+01
        330.0000          1.90068387E+01          1.03649536E+02          1.60615379E+01
        340.0000          1.95181402E+01          1.06735543E+02          1.65007407E+01
        350.0000          2.00291186E+01          1.09821297E+02          1.69396746E+01
        360.0000          2.05397822E+01          1.12906802E+02          1.73783475E+01
        370.0000          2.10501387E+01          1.15992060E+02          1.78167672E+01
        380.0000          2.15601961E+01          1.19077075E+02          1.82549410E+01
        390.0000          2.20699616E+01          1.22161848E+02          1.86928757E+01
        400.0000          2.25794424E+01          1.25246382E+02          1.91305780E+01
        410.0000          2.30886454E+01          1.28330678E+02          1.95680542E+01
        420.0000          2.35975773E+01          1.31414739E+02          2.00053101E+01
        430.0000          2.41062444E+01          1.34498567E+02          2.04423517E+01
        440.0000          2.46146530E+01          1.37582162E+02          2.08791842E+01
        450.0000          2.51228088E+01          1.40665528E+02          2.13158129E+01
        460.0000          2.56307176E+01          1.43748665E+02          2.17522427E+01
        470.0000          2.61383850E+01          1.46831575E+02          2.21884785E+01
        480.0000          2.66458161E+01          1.49914260E+02          2.26245247E+01
        490.0000          2.71530161E+01          1.52996720E+02          2.30603857E+01
        500.0000          2.76599898E+01          1.56078957E+02          2.34960657E+01
        510.0000          2.81667420E+01          1.59160973E+02          2.39315686E+01
        520.0000          2.86732772E+01          1.62242768E+02          2.43668983E+01
        530.0000          2.91795998E+01          1.65324344E+02          2.48020585E+01
        540.0000          2.96857141E+01          1.68405701E+02          2.52370527E+01
        550.0000          3.01916240E+01          1.71486841E+02          2.56718843E+01
        560.0000          3.06973336E+01          1.74567765E+02          2.61065566E+01
        570.0000          3.12028466E+01          1.77648473E+02          2.65410727E+01
        580.0000          3.17081667E+01          1.80728967E+02          2.69754356E+01
        590.0000          3.22132975E+01          1.83809247E+02          2.74096482E+01
        600.0000          3.27182423E+01          1.86889314E+02          2.78437134E+01
        610.0000          3.32230045E+01          1.89969169E+02          2.82776338E+01
        620.0000          3.37275872E+01          1.93048813E+02          2.87114121E+01
        630.0000          3.42319936E+01          1.96128246E+02          2.91450507E+01
        640.0000          3.47362267E+01          1.99207469E+02          2.95785521E+01
        650.0000          3.52402892E+01          2.02286483E+02          3.00119187E+01
        660.0000          3.57441842E+01          2.05365289E+02          3.04451526E+01
        670.0000          3.62479141E+01          2.08443887E+02          3.08782562E+01
        680.0000          3.67514818E+01          2.11522277E+02          3.13112314E+01
        690.0000          3.72548897E+01          2.14600461E+02          3.17440804E+01
        700.0000          3.77581404E+01          2.17678439E+02          3.21768052E+01
        710.0000          3.82612361E+01          2.20756211E+02          3.26094076E+01
        720.0000          3.87641793E+01          2.23833778E+02          3.30418896E+01
        730.0000          3.92669722E+01          2.26911141E+02          3.34742529E+01
        740.0000          3.97696170E+01          2.29988299E+02          3.39064992E+01
        750.0000          4.02721158E+01          2.33065254E+02          3.43386303E+01
        760.0000          4.07744707E+01          2.36142006E+02          3.47706479E+01
        770.0000          4.12766837E+01          2.39218555E+02          3.52025534E+01
        780.0000          4.17787567E+01          2.42294902E+02          3.56343486E+01
        790.0000          4.22806917E+01          2.45371048E+02          3.60660347E+01
        800.0000          4.27824905E+01          2.48446992E+02          3.64976135E+01
        810.0000          4.32841549E+01          2.51522735E+02          3.69290861E+01
        820.0000          4.37856866E+01          2.54598277E+02          3.73604541E+01
        830.0000          4.42870874E+01          2.57673620E+02          3.77917188E+01
        840.0000          4.47883589E+01          2.60748762E+02          3.82228814E+01
        850.0000          4.52895027E+01          2.63823705E+02          3.86539433E+01
        860.0000          4.57905204E+01          2.66898449E+02          3.90849056E+01
        870.0000          4.62914135E+01          2.69972994E+02          3.95157697E+01
        880.0000          4.67921835E+01          2.73047341E+02          3.99465366E+01
        890.0000          4.72928318E+01          2.76121489E+02          4.03772075E+01
        900.0000          4.77933600E+01          2.79195440E+02          4.08077835E+01
        910.0000          4.82937693E+01          2.82269193E+02          4.12382658E+01
        920.0000          4.87940612E+01          2.85342749E+02          4.16686552E+01
        930.0000          4.92942368E+01          2.88416109E+02          4.20989530E+01
        940.0000          4.97942976E+01          2.91489271E+02          4.25291601E+01
        950.0000          5.02942448E+01          2.94562237E+02          4.29592774E+01
        960.0000          5.07940796E+01          2.97635007E+02          4.33893059E+01
        970.0000          5.12938031E+01          3.00707581E+02          4.38192466E+01
        980.0000          5.17934167E+01          3.03779960E+02          4.42491004E+01
        990.0000          5.22929213E+01          3.06852143E+02          4.46788681E+01
       1000.0000          5.27923182E+01          3.09924131E+02          4.51085507E+01
       1100.0000          5.77805877E+01          3.40633331E+02          4.94008696E+01
       1200.0000          6.27591419E+01          3.71323253E+02          5.36854961E+01
       1300.0000          6.77287704E+01          4.01994068E+02          5.79630405E+01
       1400.0000          7.26901239E+01          4.32645918E+02          6.22340042E+01
       1500.0000          7.76437462E+01          4.63278925E+02          6.64988050E+01
       1600.0000          8.25900971E+01          4.93893191E+02          7.07577955E+01
       1700.0000          8.75295697E+01          5.24488805E+02          7.50112763E+01
       1800.0000          9.24625031E+01          5.55065846E+02          7.92595067E+01
       1900.0000          9.73891923E+01          5.85624384E+02          8.35027117E+01
       2000.0000          1.02309896E+02          6.16164482E+02          8.77410885E+01
       2100.0000          1.07224842E+02          6.46686197E+02          9.19748107E+01
       2200.0000          1.12134233E+02          6.77189579E+02          9.62040327E+01
       2300.0000          1.17038250E+02          7.07674677E+02          1.00428892E+02
       2400.0000          1.21937055E+02          7.38141534E+02          1.04649512E+02
       2500.0000          1.26830794E+02          7.68590191E+02          1.08866004E+02
       2600.0000          1.31719600E+02          7.99020687E+02          1.13078468E+02
       2700.0000          1.36603594E+02          8.29433056E+02          1.17286996E+02
       2800.0000          1.41482885E+02          8.59827334E+02          1.21491671E+02
       2900.0000          1.46357574E+02          8.90203551E+02          1.25692571E+02
       3000.0000          1.51227754E+02          9.20561739E+02          1.29889764E+02
       3100.0000          1.56093509E+02          9.50901927E+02          1.34083316E+02
       3200.0000          1.60954918E+02          9.81224142E+02          1.38273286E+02
       3300.0000          1.65812055E+02          1.01152841E+03          1.42459729E+02
       3400.0000          1.70664986E+02          1.04181476E+03          1.46642698E+02
       3500.0000          1.75513775E+02          1.07208321E+03          1.50822240E+02
       3600.0000          1.80358481E+02          1.10233380E+03          1.54998399E+02
       3700.0000          1.85199158E+02          1.13256653E+03          1.59171217E+02
       3800.0000          1.90035859E+02          1.16278144E+03          1.63340733E+02
       3900.0000          1.94868631E+02          1.19297855E+03          1.67506985E+02
       4000.0000          1.99697520E+02          1.22315788E+03          1.71670006E+02
       4100.0000          2.04522569E+02          1.25331944E+03          1.75829829E+02
       4200.0000          2.09343818E+02          1.28346327E+03          1.79986485E+02
       4300.0000          2.14161305E+02          1.31358938E+03          1.84140003E+02
       4400.0000          2.18975067E+02          1.34369778E+03          1.88290410E+02
       4500.0000          2.23785138E+02          1.37378851E+03          1.92437733E+02
       4600.0000          2.28591550E+02          1.40386158E+03          1.96581996E+02
       4700.0000          2.33394334E+02          1.43391700E+03          2.00723222E+02
       4800.0000          2.38193519E+02          1.46395480E+03          2.04861434E+02
       4900.0000          2.42989135E+02          1.49397499E+03          2.08996654E+02
       5000.0000          2.47781206E+02          1.52397760E+03          2.13128901E+02
       5100.0000          2.52569759E+02          1.55396264E+03          2.17258196E+02
       5200.0000          2.57354818E+02          1.58393012E+03          2.21384556E+02
       5300.0000          2.62136407E+02          1.61388007E+03          2.25507999E+02
       5400.0000          2.66914547E+02          1.64381251E+03          2.29628543E+02
       5500.0000          2.71689260E+02          1.67372744E+03          2.33746205E+02
       5600.0000          2.76460567E+02          1.70362489E+03          2.37860998E+02
       5700.0000          2.81228488E+02          1.73350487E+03          2.41972940E+02
       5800.0000          2.85993041E+02          1.76336739E+03          2.46082044E+02
       5900.0000          2.90754245E+02          1.79321249E+03          2.50188324E+02
       6000.0000          2.95512118E+02          1.82304016E+03          2.54291793E+02
       6100.0000          3.00266675E+02          1.85285044E+03          2.58392466E+02
       6200.0000          3.05017934E+02          1.88264333E+03          2.62490354E+02
       6300.0000          3.09765911E+02          1.91241884E+03          2.66585469E+02
       6400.0000          3.14510620E+02          1.94217700E+03          2.70677824E+02
       6500.0000          3.19252077E+02          1.97191783E+03          2.74767428E+02
       6600.0000          3.23990296E+02          2.00164133E+03          2.78854295E+02
       6700.0000          3.28725290E+02          2.03134752E+03          2.82938433E+02
       6800.0000          3.33457074E+02          2.06103641E+03          2.87019854E+02
       6900.0000          3.38185659E+02          2.09070803E+03          2.91098567E+02
       7000.0000          3.42911059E+02          2.12036239E+03          2.95174582E+02
       7100.0000          3.47633285E+02          2.14999950E+03          2.99247909E+02
       7200.0000          3.52352350E+02          2.17961938E+03          3.03318557E+02
       7300.0000          3.57068265E+02          2.20922204E+03          3.07386534E+02
       7400.0000          3.61781042E+02          2.23880749E+03          3.11451849E+02
       7500.0000          3.66490690E+02          2.26837576E+03          3.15514511E+02
       7600.0000          3.71197222E+02          2.29792686E+03          3.19574527E+02
       7700.0000          3.75900647E+02          2.32746080E+03          3.23631907E+02
       7800.0000          3.80600975E+02          2.35697759E+03          3.27686657E+02
       7900.0000          3.85298216E+02          2.38647725E+03          3.31738785E+02
       8000.0000          3.89992379E+02          2.41595980E+03          3.35788300E+02
       8100.0000          3.94683475E+02          2.44542525E+03          3.39835207E+02
       8200.0000          3.99371511E+02          2.47487361E+03          3.43879514E+02
       8300.0000          4.04056498E+02          2.50430490E+03          3.47921228E+02
       8400.0000          4.08738443E+02          2.53371914E+03          3.51960355E+02
       8500.0000          4.13417356E+02          2.56311633E+03          3.55996903E+02
       8600.0000          4.18093243E+02          2.59249649E+03          3.60030878E+02
       8700.0000          4.22766115E+02          2.62185964E+03          3.64062286E+02
       8800.0000          4.27435978E+02          2.65120578E+03          3.68091134E+02
       8900.0000          4.32102840E+02          2.68053494E+03          3.72117426E+02
       9000.0000          4.36766709E+02          2.70984713E+03          3.76141170E+02
       9100.0000          4.41427592E+02          2.73914235E+03          3.80162372E+02
       9200.0000          4.46085498E+02          2.76842064E+03          3.84181036E+02
       9300.0000          4.50740432E+02          2.79768199E+03          3.88197169E+02
       9400.0000          4.55392402E+02          2.82692642E+03          3.92210776E+02
       9500.0000          4.60041415E+02          2.85615396E+03          3.96221863E+02
       9600.0000          4.64687477E+02          2.88536460E+03          4.00230434E+02
       9700.0000          4.69330596E+02          2.91455837E+03          4.04236495E+02
       9800.0000          4.73970778E+02          2.94373527E+03          4.08240052E+02
       9900.0000          4.78608028E+02          2.97289533E+03          4.12241109E+02
      10000.0000          4.83242355E+02          3.00203855E+03          4.16239671E+02
      11000.0000          5.29426088E+02          3.29254785E+03          4.56089120E+02
      12000.0000          5.75323614E+02          3.58138851E+03          4.95694029E+02
      13000.0000          6.20939872E+02          3.86857375E+03          5.35058336E+02
      14000.0000          6.66279228E+02          4.15411655E+03          5.74185543E+02
      15000.0000          7.11345616E+02          4.43802974E+03          6.13078826E+02
      16000.0000          7.56142629E+02          4.72032593E+03          6.51741103E+02
      17000.0000          8.00673590E+02          5.00101758E+03          6.90175085E+02
      18000.0000          8.44941601E+02          5.28011703E+03          7.28383320E+02
      19000.0000          8.88949586E+02          5.55763644E+03          7.66368213E+02
      20000.0000          9.32700316E+02          5.83358784E+03          8.04132058E+02
      21000.0000          9.76196433E+02          6.10798315E+03          8.41677049E+02
      22000.0000          1.01944047E+03          6.38083413E+03          8.79005294E+02
      23000.0000          1.06243487E+03          6.65215245E+03          9.16118832E+02
      24000.0000          1.10518198E+03          6.92194964E+03          9.53019633E+02
      25000.0000          1.14768409E+03          7.19023711E+03          9.89709612E+02
      26000.0000          1.18994342E+03          7.45702618E+03          1.02619063E+03
      27000.0000          1.23196211E+03          7.72232804E+03          1.06246452E+03
      28000.0000          1.27374228E+03          7.98615377E+03          1.09853304E+03
      29000.0000          1.31528598E+03          8.24851434E+03          1.13439793E+03
      30000.0000          1.35659523E+03          8.50942063E+03          1.17006090E+03
      31000.0000          1.39767198E+03          8.76888340E+03          1.20552362E+03
      32000.0000          1.43851818E+03          9.02691332E+03          1.24078772E+03
      33000.0000          1.47913572E+03          9.28352094E+03          1.27585483E+03
      34000.0000          1.51952647E+03          9.53871673E+03          1.31072651E+03
      35000.0000          1.55969226E+03          9.79251106E+03          1.34540435E+03
      36000.0000          1.59963489E+03          1.00449142E+04          1.37988986E+03
      37000.0000          1.63935613E+03          1.02959363E+04          1.41418456E+03
      38000.0000          1.67885774E+03          1.05455874E+04          1.44828995E+03
      39000.0000          1.71814144E+03          1.07938776E+04          1.48220750E+03
      40000.0000          1.75720893E+03          1.10408167E+04          1.51593865E+03
      41000.0000          1.79606189E+03          1.12864146E+04          1.54948485E+03
      42000.0000          1.83470197E+03          1.15306808E+04          1.58284750E+03
      43000.0000          1.87313080E+03          1.17736252E+04          1.61602801E+03
      44000.0000          1.91135000E+03          1.20152571E+04          1.64902775E+03
      45000.0000          1.94936115E+03          1.22555861E+04          1.68184809E+03
      46000.0000          1.98716584E+03          1.24946215E+04          1.71449038E+03
      47000.0000          2.02476562E+03          1.27323725E+04          1.74695594E+03
      48000.0000          2.06216201E+03          1.29688485E+04          1.77924609E+03
      49000.0000          2.09935656E+03          1.32040584E+04          1.81136215E+03
      50000.0000          2.13635074E+03          1.34380114E+04          1.84330539E+03
