#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   N-K-shell   Valence  Total
        900.0000          1.00000000E+30          8.88398301E+02          4.90900166E+02          2.45450083E+02          8.91291159E+03          1.87722076E+01          1.64964018E+01
        910.0000          1.00000000E+30          8.90998886E+02          4.93586963E+02          2.46793481E+02          8.74462535E+03          1.89368334E+01          1.66329054E+01
        920.0000          1.00000000E+30          8.93667413E+02          4.96286136E+02          2.48143068E+02          8.58560098E+03          1.91011900E+01          1.67692054E+01
        930.0000          1.00000000E+30          8.96400579E+02          4.98997045E+02          2.49498523E+02          8.43521004E+03          1.92652802E+01          1.69053041E+01
        940.0000          1.00000000E+30          8.99195283E+02          5.01719081E+02          2.50859541E+02          8.29287672E+03          1.94291070E+01          1.70412033E+01
        950.0000          1.00000000E+30          9.02048610E+02          5.04451669E+02          2.52225835E+02          8.15806284E+03          1.95926736E+01          1.71769056E+01
        960.0000          1.00000000E+30          9.04957786E+02          5.07194270E+02          2.53597135E+02          8.03028808E+03          1.97559838E+01          1.73124136E+01
        970.0000          1.00000000E+30          9.07920239E+02          5.09946369E+02          2.54973184E+02          7.90910177E+03          1.99190414E+01          1.74477301E+01
        980.0000          1.00000000E+30          9.10933496E+02          5.12707474E+02          2.56353737E+02          7.79409135E+03          2.00818501E+01          1.75828579E+01
        990.0000          1.00000000E+30          9.13995250E+02          5.15477142E+02          2.57738571E+02          7.68487447E+03          2.02444138E+01          1.77177997E+01
       1000.0000          1.00000000E+30          9.17103320E+02          5.18254923E+02          2.59127461E+02          7.58110003E+03          2.04067360E+01          1.78525583E+01
       1100.0000          1.00000000E+30          9.50326181E+02          5.46398067E+02          2.73199034E+02          6.78144782E+03          2.20173694E+01          1.91905722E+01
       1200.0000          1.00000000E+30          9.86464137E+02          5.75007392E+02          2.87503696E+02          6.27987961E+03          2.36109035E+01          2.05155146E+01
       1300.0000          1.00000000E+30          1.02454725E+03          6.03624089E+02          3.01812044E+02          5.95827310E+03          2.51834272E+01          2.18233356E+01
       1400.0000          1.00000000E+30          1.06395881E+03          6.32607005E+02          3.16303502E+02          5.75184651E+03          2.67426728E+01          2.31216845E+01
       1500.0000          1.00000000E+30          1.10429097E+03          6.61986121E+02          3.30993061E+02          5.62269508E+03          2.82862233E+01          2.44092204E+01
       1600.0000          1.00000000E+30          1.14526527E+03          6.90551307E+02          3.45275653E+02          5.54743398E+03          2.98171514E+01          2.56834871E+01
       1700.0000          1.00000000E+30          1.18668658E+03          7.20029343E+02          3.60014672E+02          5.51098593E+03          3.13348194E+01          2.69512611E+01
       1800.0000          1.00000000E+30          1.22841519E+03          7.48733933E+02          3.74366966E+02          5.50325880E+03          3.28402301E+01          2.82063674E+01
       1843.9990          1.00000000E+30          1.24615062E+03          7.61630668E+02          3.80815334E+02          5.50707831E+03          3.34984218E+01          2.87561868E+01
       1844.0010          5.11529159E+13          1.24615160E+03          7.61631300E+02          3.80815650E+02          5.50707858E+03          3.34984519E+01          2.87562122E+01
       1900.0000          3.99007440E+07          1.26935951E+03          7.77750092E+02          3.88875046E+02          5.51727721E+03          3.43343506E+01          2.94536031E+01
       2000.0000          8.26721416E+06          1.31116469E+03          8.06553291E+02          4.03276646E+02          5.54808421E+03          3.58194145E+01          3.06933040E+01
       2100.0000          3.82324059E+06          1.35407666E+03          8.35630509E+02          4.17815254E+02          5.59207263E+03          3.72944493E+01          3.19271123E+01
       2200.0000          2.28569168E+06          1.39671942E+03          8.64037076E+02          4.32018538E+02          5.64656145E+03          3.87614753E+01          3.31516790E+01
       2300.0000          1.55629352E+06          1.43789162E+03          8.92717900E+02          4.46358950E+02          5.70952069E+03          4.02181432E+01          3.43687782E+01
       2400.0000          1.14720420E+06          1.48007987E+03          9.21214173E+02          4.60607087E+02          5.77938838E+03          4.16680458E+01          3.55804563E+01
       2500.0000          8.92396085E+05          1.52204370E+03          9.49537136E+02          4.74768568E+02          5.85494525E+03          4.31099922E+01          3.67852080E+01
       2600.0000          7.21764797E+05          1.56490622E+03          9.77697088E+02          4.88848544E+02          5.93522659E+03          4.45443194E+01          3.79840011E+01
       2700.0000          6.01298163E+05          1.60642636E+03          1.00570347E+03          5.02851733E+02          6.01946049E+03          4.59713563E+01          3.91758147E+01
       2800.0000          5.12741161E+05          1.64881699E+03          1.03396069E+03          5.16980347E+02          6.10702298E+03          4.73916892E+01          4.03642437E+01
       2900.0000          4.45537483E+05          1.68994266E+03          1.06167475E+03          5.30837377E+02          6.19740446E+03          4.88070653E+01          4.15456659E+01
       3000.0000          3.93216354E+05          1.73190863E+03          1.08963903E+03          5.44819517E+02          6.29018552E+03          5.02143117E+01          4.27226912E+01
       3100.0000          3.51616003E+05          1.77366869E+03          1.11746456E+03          5.58732278E+02          6.38501802E+03          5.16169143E+01          4.38954449E+01
       3200.0000          3.17954723E+05          1.81523255E+03          1.14515766E+03          5.72578828E+02          6.48161092E+03          5.30144196E+01          4.50636378E+01
       3300.0000          2.90313154E+05          1.85660933E+03          1.17272424E+03          5.86362120E+02          6.57971939E+03          5.44055952E+01          4.62264182E+01
       3400.0000          2.67327895E+05          1.89780759E+03          1.20016982E+03          6.00084912E+02          6.67913635E+03          5.57915449E+01          4.73846210E+01
       3500.0000          2.48007629E+05          1.93883533E+03          1.22749956E+03          6.13749781E+02          6.77968534E+03          5.71727489E+01          4.85386273E+01
       3600.0000          2.31614971E+05          1.98060594E+03          1.25471828E+03          6.27359141E+02          6.88121560E+03          5.85489832E+01          4.96888792E+01
       3700.0000          2.17592682E+05          2.02129645E+03          1.28217338E+03          6.41086691E+02          6.98359735E+03          5.99194687E+01          5.08353155E+01
       3800.0000          2.05510922E+05          2.06183779E+03          1.30917734E+03          6.54588670E+02          7.08671861E+03          6.12882761E+01          5.19782160E+01
       3900.0000          1.95035702E+05          2.10309879E+03          1.33641788E+03          6.68208941E+02          7.19048251E+03          6.26499863E+01          5.31174891E+01
       4000.0000          1.85902004E+05          2.14334219E+03          1.36322302E+03          6.81611508E+02          7.29480453E+03          6.40085191E+01          5.42516721E+01
       4100.0000          1.77897749E+05          2.18429167E+03          1.39026379E+03          6.95131894E+02          7.39961094E+03          6.53619070E+01          5.53836421E+01
       4200.0000          1.70851734E+05          2.22508986E+03          1.41688428E+03          7.08442142E+02          7.50483723E+03          6.67132270E+01          5.65119464E+01
       4300.0000          1.64624098E+05          2.26491919E+03          1.44373853E+03          7.21869265E+02          7.61042669E+03          6.80590113E+01          5.76366882E+01
       4400.0000          1.59099702E+05          2.30543714E+03          1.47050282E+03          7.35251412E+02          7.71632929E+03          6.94011224E+01          5.87587385E+01
       4500.0000          1.54183073E+05          2.34581813E+03          1.49717997E+03          7.48589983E+02          7.82250097E+03          7.07408189E+01          5.98784832E+01
       4600.0000          1.49794452E+05          2.38606644E+03          1.52346179E+03          7.61730894E+02          7.92840381E+03          7.20745388E+01          6.09918659E+01
       4700.0000          1.45866797E+05          2.42618616E+03          1.54997491E+03          7.74987456E+02          8.03490441E+03          7.34073899E+01          6.21056139E+01
       4800.0000          1.42343266E+05          2.46618119E+03          1.57640844E+03          7.88204220E+02          8.14121146E+03          7.47348997E+01          6.32149937E+01
       4900.0000          1.39175699E+05          2.50605524E+03          1.60276465E+03          8.01382327E+02          8.24732941E+03          7.60593069E+01          6.43216257E+01
       5000.0000          1.36322785E+05          2.54581189E+03          1.62904572E+03          8.14522859E+02          8.35326292E+03          7.73813752E+01          6.54260728E+01
       5100.0000          1.33749108E+05          2.58545452E+03          1.65525370E+03          8.27626849E+02          8.45901664E+03          7.87000405E+01          6.65275899E+01
       5200.0000          1.31424108E+05          2.62498638E+03          1.68139057E+03          8.40695286E+02          8.56459517E+03          8.00152367E+01          6.76261454E+01
       5300.0000          1.29321296E+05          2.66441059E+03          1.70745824E+03          8.53729118E+02          8.67000322E+03          8.13278716E+01          6.87224027E+01
       5400.0000          1.27417636E+05          2.70373013E+03          1.73374760E+03          8.66873799E+02          8.78370709E+03          8.26391064E+01          6.98191458E+01
       5500.0000          1.25693045E+05          2.74294784E+03          1.75967941E+03          8.79839703E+02          8.88863695E+03          8.39462967E+01          7.09105991E+01
       5600.0000          1.24129852E+05          2.78278416E+03          1.78554723E+03          8.92773614E+02          8.99341250E+03          8.52487251E+01          7.19987045E+01
       5700.0000          1.22712623E+05          2.82179802E+03          1.81135264E+03          9.05676320E+02          9.10617405E+03          8.65524115E+01          7.30873267E+01
       5800.0000          1.21427670E+05          2.86071792E+03          1.83737768E+03          9.18688838E+02          9.21050835E+03          8.78486796E+01          7.41710914E+01
       5900.0000          1.20262895E+05          2.90024745E+03          1.86305986E+03          9.31529929E+02          9.31470340E+03          8.91459781E+01          7.52542806E+01
       6000.0000          1.19207613E+05          2.93897825E+03          1.88868417E+03          9.44342087E+02          9.42658327E+03          9.04374157E+01          7.63329422E+01
       6100.0000          1.18252267E+05          2.97762205E+03          1.91452660E+03          9.57263299E+02          9.53037139E+03          9.17298893E+01          7.74127918E+01
       6200.0000          1.17388344E+05          3.01686515E+03          1.94003578E+03          9.70017889E+02          9.64168557E+03          9.30187717E+01          7.84893230E+01
       6300.0000          1.16608227E+05          3.05533299E+03          1.96549118E+03          9.82745590E+02          9.74508898E+03          9.43031423E+01          7.95613014E+01
       6400.0000          1.15905097E+05          3.09439523E+03          1.99116238E+03          9.95581189E+02          9.85586120E+03          9.55857208E+01          8.06339347E+01
       6500.0000          1.15272806E+05          3.13269503E+03          2.01651004E+03          1.00825502E+03          9.95890087E+03          9.68688856E+01          8.17043342E+01
       6600.0000          1.14705889E+05          3.17158394E+03          2.04207318E+03          1.02103659E+03          1.00691538E+04          9.81475812E+01          8.27734785E+01
       6700.0000          1.14199261E+05          3.20972308E+03          2.06731764E+03          1.03365882E+03          1.01718494E+04          9.94251274E+01          8.38391912E+01
       6800.0000          1.13748473E+05          3.24844564E+03          2.09277682E+03          1.04638841E+03          1.02816045E+04          1.00699038E+02          8.49042352E+01
       6900.0000          1.13349400E+05          3.28643103E+03          2.11792236E+03          1.05896118E+03          1.03911030E+04          1.01971841E+02          8.59664034E+01
       7000.0000          1.12998339E+05          3.32499376E+03          2.14328145E+03          1.07164072E+03          1.04932523E+04          1.03240752E+02          8.70267343E+01
       7100.0000          1.12691886E+05          3.36283189E+03          2.16859141E+03          1.08429571E+03          1.06022830E+04          1.04508149E+02          8.80857060E+01
       7200.0000          1.12426993E+05          3.40124085E+03          2.19359467E+03          1.09679734E+03          1.07041336E+04          1.05774092E+02          8.91420043E+01
       7300.0000          1.12200787E+05          3.43957463E+03          2.21881023E+03          1.10940512E+03          1.08127156E+04          1.07042227E+02          9.02013103E+01
       7400.0000          1.12010736E+05          3.47719871E+03          2.24372363E+03          1.12186182E+03          1.09210641E+04          1.08302257E+02          9.12528433E+01
       7500.0000          1.11854431E+05          3.51538721E+03          2.26884815E+03          1.13442408E+03          1.10291833E+04          1.09560765E+02          9.23047019E+01
       7600.0000          1.11729738E+05          3.55350425E+03          2.29392748E+03          1.14696374E+03          1.11303602E+04          1.10820670E+02          9.33567781E+01
       7700.0000          1.11634632E+05          3.59092678E+03          2.31896238E+03          1.15948119E+03          1.12380653E+04          1.12077045E+02          9.44060949E+01
       7800.0000          1.11567301E+05          3.62890636E+03          2.34370476E+03          1.17185238E+03          1.13455534E+04          1.13328846E+02          9.54510685E+01
       7900.0000          1.11526033E+05          3.66681805E+03          2.36865509E+03          1.18432754E+03          1.14528281E+04          1.14585852E+02          9.65006956E+01
       8000.0000          1.11509266E+05          3.70466293E+03          2.39356311E+03          1.19678156E+03          1.15533948E+04          1.15834180E+02          9.75434218E+01
       8100.0000          1.11515551E+05          3.74183154E+03          2.41818469E+03          1.20909234E+03          1.16602868E+04          1.17086133E+02          9.85872600E+01
       8200.0000          1.11543539E+05          3.77954836E+03          2.44301271E+03          1.22150635E+03          1.17669766E+04          1.18329418E+02          9.96263375E+01
       8300.0000          1.11592003E+05          3.81720157E+03          2.46780036E+03          1.23390018E+03          1.18734677E+04          1.19578389E+02          1.00669176E+02
       8400.0000          1.11659778E+05          3.85479229E+03          2.49254851E+03          1.24627425E+03          1.19797634E+04          1.20817865E+02          1.01705021E+02
       8500.0000          1.11745792E+05          3.89232171E+03          2.51725840E+03          1.25862920E+03          1.20858669E+04          1.22063300E+02          1.02744832E+02
       8600.0000          1.11849051E+05          3.92979085E+03          2.54193082E+03          1.27096541E+03          1.21917816E+04          1.23304562E+02          1.03781435E+02
       8700.0000          1.11968623E+05          3.96660698E+03          2.56632654E+03          1.28316327E+03          1.22913267E+04          1.24539245E+02          1.04811065E+02
       8800.0000          1.12103638E+05          4.00395959E+03          2.59092491E+03          1.29546245E+03          1.23969063E+04          1.25779358E+02          1.05846358E+02
       8900.0000          1.12253291E+05          4.04125445E+03          2.61548673E+03          1.30774337E+03          1.25023063E+04          1.27017927E+02          1.06880312E+02
       9000.0000          1.12416821E+05          4.07849252E+03          2.64001286E+03          1.32000643E+03          1.26075297E+04          1.28246633E+02          1.07907045E+02
       9100.0000          1.12593523E+05          4.11567468E+03          2.66450401E+03          1.33225200E+03          1.27125793E+04          1.29482288E+02          1.08938462E+02
       9200.0000          1.12782737E+05          4.15280177E+03          2.68896066E+03          1.34448033E+03          1.28174580E+04          1.30713261E+02          1.09966332E+02
       9300.0000          1.12983837E+05          4.18987452E+03          2.71338322E+03          1.35669161E+03          1.29221683E+04          1.31943615E+02          1.10993537E+02
       9400.0000          1.13196242E+05          4.22689368E+03          2.73777208E+03          1.36888604E+03          1.30267131E+04          1.33172538E+02          1.12019501E+02
       9500.0000          1.13419406E+05          4.26385997E+03          2.76212764E+03          1.38106382E+03          1.31310949E+04          1.34396278E+02          1.13041576E+02
       9600.0000          1.13652812E+05          4.30077412E+03          2.78645032E+03          1.39322516E+03          1.32353163E+04          1.35619683E+02          1.14063193E+02
       9700.0000          1.13895976E+05          4.33763684E+03          2.81074055E+03          1.40537028E+03          1.33393798E+04          1.36844557E+02          1.15085632E+02
       9800.0000          1.14148447E+05          4.37444885E+03          2.83499875E+03          1.41749938E+03          1.34432877E+04          1.38067157E+02          1.16106248E+02
       9900.0000          1.14409792E+05          4.41121084E+03          2.85922536E+03          1.42961268E+03          1.35470425E+04          1.39289534E+02          1.17126493E+02
      10000.0000          1.14679607E+05          4.44792350E+03          2.88342078E+03          1.44171039E+03          1.36506466E+04          1.40509956E+02          1.18145147E+02
      11000.0000          1.17769149E+05          4.81247652E+03          3.12374514E+03          1.56187257E+03          1.46842775E+04          1.52634676E+02          1.28264963E+02
      12000.0000          1.21391655E+05          5.17378357E+03          3.36156352E+03          1.68078176E+03          1.57044465E+04          1.64633767E+02          1.38279573E+02
      13000.0000          1.25372078E+05          5.53120464E+03          3.59714917E+03          1.79857459E+03          1.67227172E+04          1.76532720E+02          1.48208889E+02
      14000.0000          1.29600329E+05          5.88512671E+03          3.83072593E+03          1.91536296E+03          1.77248646E+04          1.88326908E+02          1.58050020E+02
      15000.0000          1.34004119E+05          6.23635927E+03          4.06227684E+03          2.03113842E+03          1.87264888E+04          2.00029077E+02          1.67813729E+02
      16000.0000          1.38534283E+05          6.58514592E+03          4.29216245E+03          2.14608122E+03          1.97140921E+04          2.11649234E+02          1.77508046E+02
      17000.0000          1.43156413E+05          6.93122328E+03          4.52034163E+03          2.26017081E+03          2.06976902E+04          2.23204165E+02          1.87145205E+02
      18000.0000          1.47845834E+05          7.27479296E+03          4.74693128E+03          2.37346564E+03          2.16776261E+04          2.34683443E+02          1.96718672E+02
      19000.0000          1.52584496E+05          7.61648880E+03          4.97223789E+03          2.48611895E+03          2.26458148E+04          2.46080892E+02          2.06225513E+02
      20000.0000          1.57358964E+05          7.95598874E+03          5.19596433E+03          2.59798217E+03          2.36112950E+04          2.57417775E+02          2.15679662E+02
      21000.0000          1.62091574E+05          8.29345131E+03          5.41876345E+03          2.70938173E+03          2.45702537E+04          2.68719310E+02          2.25101872E+02
      22000.0000          1.66970037E+05          8.62900390E+03          5.64016314E+03          2.82008157E+03          2.55270521E+04          2.79932837E+02          2.34453593E+02
      23000.0000          1.71641608E+05          8.96313521E+03          5.86039651E+03          2.93019825E+03          2.64741133E+04          2.91127100E+02          2.43783309E+02
      24000.0000          1.76478173E+05          9.29556613E+03          6.07971337E+03          3.03985669E+03          2.74195861E+04          3.02250040E+02          2.53057044E+02
      25000.0000          1.81463228E+05          9.62596407E+03          6.29801227E+03          3.14900613E+03          2.83598499E+04          3.13329150E+02          2.62292996E+02
      26000.0000          1.86251355E+05          9.95560533E+03          6.51530756E+03          3.25765378E+03          2.92951822E+04          3.24370301E+02          2.71495618E+02
      27000.0000          1.91020106E+05          1.02833598E+04          6.73164986E+03          3.36582493E+03          3.02294929E+04          3.35357973E+02          2.80654168E+02
      28000.0000          1.95927098E+05          1.06097128E+04          6.94730067E+03          3.47365034E+03          3.11556421E+04          3.46321911E+02          2.89790944E+02
      29000.0000          2.00808692E+05          1.09351337E+04          7.16190862E+03          3.58095431E+03          3.20811031E+04          3.57242881E+02          2.98891292E+02
      30000.0000          2.05515737E+05          1.12588399E+04          7.37584103E+03          3.68792051E+03          3.29989326E+04          3.68099494E+02          3.07940649E+02
      31000.0000          2.10353218E+05          1.15817169E+04          7.58899461E+03          3.79449730E+03          3.39163465E+04          3.78948055E+02          3.16979857E+02
      32000.0000          2.15168813E+05          1.19034158E+04          7.80123746E+03          3.90061873E+03          3.48299760E+04          3.89765743E+02          3.25991364E+02
      33000.0000          2.19963562E+05          1.22239362E+04          8.01292975E+03          4.00646487E+03          3.57399844E+04          4.00537435E+02          3.34966494E+02
      34000.0000          2.24876952E+05          1.25433681E+04          8.22389826E+03          4.11194913E+03          3.66465085E+04          4.11273000E+02          3.43911658E+02
      35000.0000          2.29629992E+05          1.28617527E+04          8.43417940E+03          4.21708970E+03          3.75496789E+04          4.21991965E+02          3.52840095E+02
      36000.0000          2.34364984E+05          1.31791308E+04          8.64390382E+03          4.32195191E+03          3.84496234E+04          4.32674884E+02          3.61739267E+02
      37000.0000          2.39082741E+05          1.34954446E+04          8.85300831E+03          4.42650415E+03          3.93464703E+04          4.43312355E+02          3.70602248E+02
      38000.0000          2.43912857E+05          1.38112993E+04          9.06128201E+03          4.53064101E+03          4.02435589E+04          4.53887393E+02          3.79417133E+02
      39000.0000          2.48595596E+05          1.41257365E+04          9.26927476E+03          4.63463738E+03          4.11344423E+04          4.64519610E+02          3.88268475E+02
      40000.0000          2.53388210E+05          1.44392774E+04          9.47655619E+03          4.73827809E+03          4.20257715E+04          4.75078208E+02          3.97064224E+02
      41000.0000          2.58162516E+05          1.47523696E+04          9.68334646E+03          4.84167323E+03          4.29111040E+04          4.85595398E+02          4.05827508E+02
      42000.0000          2.62796544E+05          1.50646661E+04          9.88946118E+03          4.94473059E+03          4.37970128E+04          4.96154970E+02          4.14615895E+02
      43000.0000          2.67537261E+05          1.53757192E+04          1.00951673E+04          5.04758363E+03          4.46771368E+04          5.06633109E+02          4.23344027E+02
      44000.0000          2.72261464E+05          1.56862533E+04          1.03003962E+04          5.15019811E+03          4.55579494E+04          5.17081010E+02          4.32048126E+02
      45000.0000          2.76969691E+05          1.59962007E+04          1.05050432E+04          5.25252158E+03          4.64363136E+04          5.27553517E+02          4.40765594E+02
      46000.0000          2.81662453E+05          1.63048235E+04          1.07094695E+04          5.35473473E+03          4.73122768E+04          5.37999078E+02          4.49461792E+02
      47000.0000          2.86225191E+05          1.66132762E+04          1.09130936E+04          5.45654679E+03          4.81858976E+04          5.48347666E+02          4.58085370E+02
      48000.0000          2.90889694E+05          1.69208765E+04          1.11164774E+04          5.55823870E+03          4.90543200E+04          5.58715669E+02          4.66720344E+02
      49000.0000          2.95540139E+05          1.72277364E+04          1.13194267E+04          5.65971334E+03          4.99235818E+04          5.69078684E+02          4.75348991E+02
      50000.0000          3.00176952E+05          1.75339717E+04          1.15219094E+04          5.76095471E+03          5.07907091E+04          5.79417696E+02          4.83957693E+02
