#Energy      C-K-shell   F-K-shell   Valence  Total
        694.0010          4.24638712E+03          2.85229462E+12          1.39458993E+01          1.39002484E+01
        700.0000          4.19381785E+03          3.94399608E+07          1.40371739E+01          1.39903417E+01
        710.0000          4.11107086E+03          9.00505998E+06          1.41909000E+01          1.41420611E+01
        720.0000          4.03399016E+03          4.30582369E+06          1.43415518E+01          1.42906983E+01
        730.0000          3.96211107E+03          2.61610176E+06          1.44946120E+01          1.44416999E+01
        740.0000          3.89501426E+03          1.79421250E+06          1.46473410E+01          1.45923469E+01
        750.0000          3.83232774E+03          1.32392151E+06          1.47970770E+01          1.47399993E+01
        760.0000          3.77370807E+03          1.02639644E+06          1.49491768E+01          1.48899747E+01
        770.0000          3.71884910E+03          8.24311383E+05          1.51009615E+01          1.50396153E+01
        780.0000          3.66747156E+03          6.80101272E+05          1.52498328E+01          1.51863454E+01
        790.0000          3.61932123E+03          5.73020903E+05          1.54010214E+01          1.53353539E+01
        800.0000          3.57416728E+03          4.91049408E+05          1.55519113E+01          1.54840467E+01
        810.0000          3.53179845E+03          4.26729367E+05          1.56999628E+01          1.56299078E+01
        820.0000          3.49202284E+03          3.75199585E+05          1.58502871E+01          1.57780042E+01
        830.0000          3.45466503E+03          3.33188064E+05          1.60003264E+01          1.59258010E+01
        840.0000          3.41956140E+03          2.98427252E+05          1.61500884E+01          1.60733067E+01
        850.0000          3.38656535E+03          2.69303294E+05          1.62995799E+01          1.62205285E+01
        860.0000          3.35554045E+03          2.44631590E+05          1.64463326E+01          1.63650234E+01
        870.0000          3.32636190E+03          2.23518068E+05          1.65952967E+01          1.65116936E+01
        880.0000          3.29891306E+03          2.05293087E+05          1.67439997E+01          1.66580911E+01
        890.0000          3.27308825E+03          1.89442605E+05          1.68924474E+01          1.68042222E+01
        900.0000          3.24878897E+03          1.75555414E+05          1.70406438E+01          1.69500914E+01
        910.0000          3.22592392E+03          1.63313070E+05          1.71885917E+01          1.70957019E+01
        920.0000          3.20440838E+03          1.52458697E+05          1.73362937E+01          1.72410567E+01
        930.0000          3.18416603E+03          1.42785120E+05          1.74837526E+01          1.73861590E+01
        940.0000          3.16512221E+03          1.34121229E+05          1.76286034E+01          1.75286710E+01
        950.0000          3.14721013E+03          1.26328562E+05          1.77755949E+01          1.76732885E+01
        960.0000          3.13036807E+03          1.19289816E+05          1.79223551E+01          1.78176663E+01
        970.0000          3.11453622E+03          1.12908471E+05          1.80688869E+01          1.79618076E+01
        980.0000          3.09966074E+03          1.07103664E+05          1.82151934E+01          1.81057157E+01
        990.0000          3.08569153E+03          1.01803563E+05          1.83612772E+01          1.82493935E+01
       1000.0000          3.07258026E+03          9.69526226E+04          1.85071412E+01          1.83928442E+01
       1100.0000          2.98018776E+03          6.46954577E+04          1.99564741E+01          1.98176544E+01
       1200.0000          2.93867923E+03          4.80754872E+04          2.13864614E+01          2.12225716E+01
       1300.0000          2.92997060E+03          3.83218223E+04          2.28012392E+01          2.26118185E+01
       1400.0000          2.94342449E+03          3.21022182E+04          2.42003939E+01          2.39851106E+01
       1500.0000          2.97242991E+03          2.79052294E+04          2.55891766E+01          2.53477182E+01
       1600.0000          3.01268673E+03          2.49559265E+04          2.69628926E+01          2.66951349E+01
       1700.0000          3.06129007E+03          2.28202616E+04          2.83264287E+01          2.80322475E+01
       1800.0000          3.11621477E+03          2.12383543E+04          2.96787616E+01          2.93581300E+01
       1900.0000          3.17600992E+03          2.00465284E+04          3.10224045E+01          3.06753058E+01
       2000.0000          3.23961227E+03          1.91374681E+04          3.23562873E+01          3.19827786E+01
       2100.0000          3.30622637E+03          1.84384108E+04          3.36810732E+01          3.32812376E+01
       2200.0000          3.37524712E+03          1.78986695E+04          3.49973083E+01          3.45712483E+01
       2300.0000          3.44620678E+03          1.74820436E+04          3.63070387E+01          3.58548311E+01
       2400.0000          3.51873919E+03          1.71621327E+04          3.76076467E+01          3.71294516E+01
       2500.0000          3.59255405E+03          1.69193178E+04          3.89023005E+01          3.83982135E+01
       2600.0000          3.66741891E+03          1.67387685E+04          4.01902117E+01          3.96603594E+01
       2700.0000          3.74314573E+03          1.66090976E+04          4.14717598E+01          4.09162676E+01
       2800.0000          3.81958118E+03          1.65214401E+04          4.27482370E+01          4.21672023E+01
       2900.0000          3.89659923E+03          1.64688093E+04          4.40173511E+01          4.34109384E+01
       3000.0000          3.97409559E+03          1.64456356E+04          4.52822650E+01          4.46505575E+01
       3100.0000          4.05198345E+03          1.64474264E+04          4.65415439E+01          4.58846668E+01
       3200.0000          4.13019010E+03          1.64705277E+04          4.77943014E+01          4.71124084E+01
       3300.0000          4.20525639E+03          1.65119381E+04          4.90434131E+01          4.83361305E+01
       3400.0000          4.28283187E+03          1.65691752E+04          5.02875186E+01          4.95552576E+01
       3500.0000          4.36511848E+03          1.66401643E+04          5.15270673E+01          5.07705443E+01
       3600.0000          4.44228065E+03          1.67231665E+04          5.27635885E+01          5.19821559E+01
       3700.0000          4.52396912E+03          1.68167088E+04          5.39935740E+01          5.31880039E+01
       3800.0000          4.60074841E+03          1.69195399E+04          5.52203454E+01          5.43900179E+01
       3900.0000          4.68187624E+03          1.70305881E+04          5.64425780E+01          5.55882020E+01
       4000.0000          4.75830262E+03          1.71489318E+04          5.76620061E+01          5.67829708E+01
       4100.0000          4.83890621E+03          1.72737757E+04          5.88764291E+01          5.79734503E+01
       4200.0000          4.91923141E+03          1.74044276E+04          6.00888117E+01          5.91618879E+01
       4300.0000          4.99512185E+03          1.75402856E+04          6.12976764E+01          6.03462462E+01
       4400.0000          5.07497453E+03          1.76808214E+04          6.25004529E+01          6.15252560E+01
       4500.0000          5.15457441E+03          1.78255715E+04          6.37025005E+01          6.27035022E+01
       4600.0000          5.23392956E+03          1.79741265E+04          6.49002040E+01          6.38774835E+01
       4700.0000          5.31304777E+03          1.81261247E+04          6.60962251E+01          6.50497809E+01
       4800.0000          5.39193654E+03          1.82812441E+04          6.72872978E+01          6.62172326E+01
       4900.0000          5.47060309E+03          1.84391991E+04          6.84753916E+01          6.73817487E+01
       5000.0000          5.54905438E+03          1.85997337E+04          6.96611865E+01          6.85439892E+01
       5100.0000          5.62729710E+03          1.87626190E+04          7.08440706E+01          6.97033632E+01
       5200.0000          5.70533765E+03          1.89276496E+04          7.20239971E+01          7.08598272E+01
       5300.0000          5.78678875E+03          1.90946405E+04          7.32015385E+01          7.20144958E+01
       5400.0000          5.86439012E+03          1.92634248E+04          7.43774678E+01          7.31669952E+01
       5500.0000          5.94180765E+03          1.94338517E+04          7.55492637E+01          7.43154510E+01
       5600.0000          6.01904679E+03          1.96057845E+04          7.67170856E+01          7.54600196E+01
       5700.0000          6.09955604E+03          1.97790993E+04          7.78856937E+01          7.66058510E+01
       5800.0000          6.17640223E+03          1.99536834E+04          7.90498361E+01          7.77467727E+01
       5900.0000          6.25308570E+03          2.01294338E+04          8.02135378E+01          7.88872289E+01
       6000.0000          6.33294487E+03          2.03062568E+04          8.13707003E+01          8.00218546E+01
       6100.0000          6.40926593E+03          2.04840666E+04          8.25304361E+01          8.11583931E+01
       6200.0000          6.48871390E+03          2.06627847E+04          8.36866026E+01          8.22919702E+01
       6300.0000          6.56469129E+03          2.08423393E+04          8.48370107E+01          8.34194108E+01
       6400.0000          6.64374601E+03          2.10226641E+04          8.59887254E+01          8.45486011E+01
       6500.0000          6.71939719E+03          2.12036985E+04          8.71382051E+01          8.56750691E+01
       6600.0000          6.79807549E+03          2.13853863E+04          8.82856436E+01          8.68000457E+01
       6700.0000          6.87341674E+03          2.15676760E+04          8.94304911E+01          8.79219635E+01
       6800.0000          6.95173446E+03          2.17505200E+04          9.05734497E+01          8.90425328E+01
       6900.0000          7.02678095E+03          2.19338743E+04          9.17138764E+01          9.01601087E+01
       7000.0000          7.10475295E+03          2.21176983E+04          9.28527906E+01          9.12766948E+01
       7100.0000          7.18255253E+03          2.23019540E+04          9.39882370E+01          9.23898935E+01
       7200.0000          7.25715908E+03          2.24866067E+04          9.51236226E+01          9.35024959E+01
       7300.0000          7.33463343E+03          2.26716237E+04          9.62587789E+01          9.46153432E+01
       7400.0000          7.41194490E+03          2.28569753E+04          9.73904844E+01          9.57248216E+01
       7500.0000          7.48614112E+03          2.30426330E+04          9.85194431E+01          9.68311177E+01
       7600.0000          7.56314612E+03          2.32285710E+04          9.96461865E+01          9.79357349E+01
       7700.0000          7.63999698E+03          2.34147651E+04          1.00774946E+02          9.90422658E+01
       7800.0000          7.71380977E+03          2.35878871E+04          1.01897599E+02          1.00142140E+02
       7900.0000          7.79037137E+03          2.37797644E+04          1.03022994E+02          1.01245450E+02
       8000.0000          7.86678687E+03          2.39713478E+04          1.04142285E+02          1.02342825E+02
       8100.0000          7.94305877E+03          2.41343544E+04          1.05264150E+02          1.03442127E+02
       8200.0000          8.01918951E+03          2.43255823E+04          1.06380512E+02          1.04536598E+02
       8300.0000          8.09238607E+03          2.45165265E+04          1.07498821E+02          1.05632433E+02
       8400.0000          8.16825306E+03          2.47071911E+04          1.08610173E+02          1.06721992E+02
       8500.0000          8.24398592E+03          2.48975799E+04          1.09726589E+02          1.07816405E+02
       8600.0000          8.31958685E+03          2.50876969E+04          1.10836950E+02          1.08904934E+02
       8700.0000          8.39505796E+03          2.52775460E+04          1.11947598E+02          1.09993705E+02
       8800.0000          8.47040135E+03          2.54671311E+04          1.13057728E+02          1.11081942E+02
       8900.0000          8.54561903E+03          2.56564562E+04          1.14166260E+02          1.12168601E+02
       9000.0000          8.62071299E+03          2.58455250E+04          1.15268347E+02          1.13249006E+02
       9100.0000          8.69301839E+03          2.60343415E+04          1.16375538E+02          1.14333842E+02
       9200.0000          8.76788297E+03          2.62229096E+04          1.17479549E+02          1.15416039E+02
       9300.0000          8.84262957E+03          2.64112328E+04          1.18583365E+02          1.16498015E+02
       9400.0000          8.91726001E+03          2.65993152E+04          1.19682049E+02          1.17575007E+02
       9500.0000          8.99177603E+03          2.67871602E+04          1.20778530E+02          1.18649841E+02
       9600.0000          9.06617935E+03          2.69747716E+04          1.21877577E+02          1.19727121E+02
       9700.0000          9.14047164E+03          2.71621529E+04          1.22976133E+02          1.20803897E+02
       9800.0000          9.21465453E+03          2.73493078E+04          1.24072529E+02          1.21878558E+02
       9900.0000          9.28872964E+03          2.75362397E+04          1.25167006E+02          1.22951338E+02
      10000.0000          9.36269852E+03          2.77229520E+04          1.26259988E+02          1.24022648E+02
      11000.0000          1.00992884E+04          2.96011211E+04          1.37126013E+02          1.34673574E+02
      12000.0000          1.08265069E+04          3.14786844E+04          1.47877902E+02          1.45212299E+02
      13000.0000          1.15499496E+04          3.33347045E+04          1.58535301E+02          1.55658433E+02
      14000.0000          1.22634849E+04          3.51909361E+04          1.69104208E+02          1.66017188E+02
      15000.0000          1.29723221E+04          3.70284062E+04          1.79586089E+02          1.76290558E+02
      16000.0000          1.36768960E+04          3.88667604E+04          1.89997682E+02          1.86495243E+02
      17000.0000          1.43755695E+04          4.06884856E+04          2.00339691E+02          1.96631252E+02
      18000.0000          1.50688115E+04          4.25117408E+04          2.10613461E+02          2.06700411E+02
      19000.0000          1.57589587E+04          4.43038056E+04          2.20829497E+02          2.16712525E+02
      20000.0000          1.64443529E+04          4.60987827E+04          2.30986317E+02          2.26666679E+02
      21000.0000          1.71253043E+04          4.78963965E+04          2.41088455E+02          2.36567311E+02
      22000.0000          1.78039254E+04          4.96662862E+04          2.51148561E+02          2.46426274E+02
      23000.0000          1.84767766E+04          5.14398232E+04          2.61146080E+02          2.56223896E+02
      24000.0000          1.91477048E+04          5.32023091E+04          2.71117046E+02          2.65995252E+02
      25000.0000          1.98150990E+04          5.49543927E+04          2.81031933E+02          2.75711628E+02
      26000.0000          2.04791368E+04          5.66966655E+04          2.90909609E+02          2.85391240E+02
      27000.0000          2.11399858E+04          5.84296681E+04          3.00754796E+02          2.95038682E+02
      28000.0000          2.17995094E+04          6.01673811E+04          3.10548579E+02          3.04636475E+02
      29000.0000          2.24543893E+04          6.18829987E+04          3.20317784E+02          3.14209104E+02
      30000.0000          2.31081912E+04          6.36037649E+04          3.30056832E+02          3.23752599E+02
      31000.0000          2.37592870E+04          6.53165741E+04          3.39769347E+02          3.33269796E+02
      32000.0000          2.44061778E+04          6.70090185E+04          3.49424785E+02          3.42730687E+02
      33000.0000          2.50522571E+04          6.87070878E+04          3.59039135E+02          3.52152008E+02
      34000.0000          2.56959571E+04          7.04106089E+04          3.68645319E+02          3.61565121E+02
      35000.0000          2.63373676E+04          7.20948403E+04          3.78239986E+02          3.70966168E+02
      36000.0000          2.69781196E+04          7.37726408E+04          3.87790609E+02          3.80324524E+02
      37000.0000          2.76152211E+04          7.54442594E+04          3.97332061E+02          3.89673144E+02
      38000.0000          2.82502552E+04          7.71217938E+04          4.06857340E+02          3.99005934E+02
      39000.0000          2.88847700E+04          7.87815476E+04          4.16293561E+02          4.08252471E+02
      40000.0000          2.95159343E+04          8.04474369E+04          4.25789645E+02          4.17556056E+02
      41000.0000          3.01466321E+04          8.20961408E+04          4.35195722E+02          4.26772507E+02
      42000.0000          3.07741409E+04          8.37511340E+04          4.44605458E+02          4.35991991E+02
      43000.0000          3.14012452E+04          8.53895258E+04          4.53971002E+02          4.45168432E+02
      44000.0000          3.20267121E+04          8.70342929E+04          4.63382606E+02          4.54388990E+02
      45000.0000          3.26491214E+04          8.86741594E+04          4.72711921E+02          4.63529660E+02
      46000.0000          3.32712382E+04          9.03092451E+04          4.81993381E+02          4.72624113E+02
