#Energy      C-K-shell   F-K-shell   Valence  Total
         16.0000          1.00000000E+30          1.00000000E+30          4.31804847E+02          4.31804847E+02
         17.0000          1.00000000E+30          1.00000000E+30          4.20505476E+02          4.20505476E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.54450600E+02          1.54450600E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.49540734E+02          1.49540734E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.46425302E+02          1.46425302E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.44716705E+02          1.44716705E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.43647872E+02          1.43647872E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.43646523E+02          1.43646523E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.44082165E+02          1.44082165E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.44534234E+02          1.44534234E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.45838771E+02          1.45838771E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.47798510E+02          1.47798510E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.49054271E+02          1.49054271E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.51571785E+02          1.51571785E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.53814504E+02          1.53814504E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.56348204E+02          1.56348204E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.58952053E+02          1.58952053E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.61800012E+02          1.61800012E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.64328118E+02          1.64328118E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.67898398E+02          1.67898398E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.70930994E+02          1.70930994E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.74315317E+02          1.74315317E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.71053484E+02          1.71053484E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.73636250E+02          1.73636250E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.76854346E+02          1.76854346E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.79827869E+02          1.79827869E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.82897694E+02          1.82897694E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.86385905E+02          1.86385905E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.89761401E+02          1.89761401E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.93224811E+02          1.93224811E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.97022373E+02          1.97022373E+02
         47.0000          1.00000000E+30          1.00000000E+30          2.00731780E+02          2.00731780E+02
         48.0000          1.00000000E+30          1.00000000E+30          2.04796450E+02          2.04796450E+02
         49.0000          1.00000000E+30          1.00000000E+30          2.08773371E+02          2.08773371E+02
         50.0000          1.00000000E+30          1.00000000E+30          2.13003300E+02          2.13003300E+02
         51.0000          1.00000000E+30          1.00000000E+30          2.17395979E+02          2.17395979E+02
         52.0000          1.00000000E+30          1.00000000E+30          2.21559334E+02          2.21559334E+02
         53.0000          1.00000000E+30          1.00000000E+30          2.26266870E+02          2.26266870E+02
         54.0000          1.00000000E+30          1.00000000E+30          2.31237889E+02          2.31237889E+02
         55.0000          1.00000000E+30          1.00000000E+30          2.35658221E+02          2.35658221E+02
         56.0000          1.00000000E+30          1.00000000E+30          2.40865877E+02          2.40865877E+02
         57.0000          1.00000000E+30          1.00000000E+30          2.46165210E+02          2.46165210E+02
         58.0000          1.00000000E+30          1.00000000E+30          2.51220918E+02          2.51220918E+02
         59.0000          1.00000000E+30          1.00000000E+30          2.56548097E+02          2.56548097E+02
         60.0000          1.00000000E+30          1.00000000E+30          2.62341051E+02          2.62341051E+02
         61.0000          1.00000000E+30          1.00000000E+30          2.68036697E+02          2.68036697E+02
         62.0000          1.00000000E+30          1.00000000E+30          2.73733767E+02          2.73733767E+02
         63.0000          1.00000000E+30          1.00000000E+30          2.79910677E+02          2.79910677E+02
         64.0000          1.00000000E+30          1.00000000E+30          2.86436719E+02          2.86436719E+02
         65.0000          1.00000000E+30          1.00000000E+30          2.92468072E+02          2.92468072E+02
         66.0000          1.00000000E+30          1.00000000E+30          2.98794608E+02          2.98794608E+02
         67.0000          1.00000000E+30          1.00000000E+30          3.05566063E+02          3.05566063E+02
         68.0000          1.00000000E+30          1.00000000E+30          3.12902054E+02          3.12902054E+02
         69.0000          1.00000000E+30          1.00000000E+30          3.19528156E+02          3.19528156E+02
         70.0000          1.00000000E+30          1.00000000E+30          3.26368643E+02          3.26368643E+02
         71.0000          1.00000000E+30          1.00000000E+30          3.33781134E+02          3.33781134E+02
         72.0000          1.00000000E+30          1.00000000E+30          3.41816825E+02          3.41816825E+02
         73.0000          1.00000000E+30          1.00000000E+30          3.49048648E+02          3.49048648E+02
         74.0000          1.00000000E+30          1.00000000E+30          3.56641200E+02          3.56641200E+02
         75.0000          1.00000000E+30          1.00000000E+30          3.64579976E+02          3.64579976E+02
         76.0000          1.00000000E+30          1.00000000E+30          3.73241187E+02          3.73241187E+02
         77.0000          1.00000000E+30          1.00000000E+30          3.81147585E+02          3.81147585E+02
         78.0000          1.00000000E+30          1.00000000E+30          3.89477646E+02          3.89477646E+02
         79.0000          1.00000000E+30          1.00000000E+30          3.98028702E+02          3.98028702E+02
         80.0000          1.00000000E+30          1.00000000E+30          4.07232122E+02          4.07232122E+02
         81.0000          1.00000000E+30          1.00000000E+30          4.16894252E+02          4.16894252E+02
         82.0000          1.00000000E+30          1.00000000E+30          4.25241512E+02          4.25241512E+02
         83.0000          1.00000000E+30          1.00000000E+30          4.35127149E+02          4.35127149E+02
         84.0000          1.00000000E+30          1.00000000E+30          4.44454109E+02          4.44454109E+02
         85.0000          1.00000000E+30          1.00000000E+30          4.53851903E+02          4.53851903E+02
         86.0000          1.00000000E+30          1.00000000E+30          4.64698121E+02          4.64698121E+02
         87.0000          1.00000000E+30          1.00000000E+30          4.75261318E+02          4.75261318E+02
         88.0000          1.00000000E+30          1.00000000E+30          4.84187712E+02          4.84187712E+02
         89.0000          1.00000000E+30          1.00000000E+30          4.95063044E+02          4.95063044E+02
         90.0000          1.00000000E+30          1.00000000E+30          5.05316757E+02          5.05316757E+02
         91.0000          1.00000000E+30          1.00000000E+30          5.15630839E+02          5.15630839E+02
         92.0000          1.00000000E+30          1.00000000E+30          5.27312283E+02          5.27312283E+02
         93.0000          1.00000000E+30          1.00000000E+30          5.39588939E+02          5.39588939E+02
         94.0000          1.00000000E+30          1.00000000E+30          5.48452512E+02          5.48452512E+02
         95.0000          1.00000000E+30          1.00000000E+30          5.60576515E+02          5.60576515E+02
         96.0000          1.00000000E+30          1.00000000E+30          5.71591003E+02          5.71591003E+02
         97.0000          1.00000000E+30          1.00000000E+30          5.84060665E+02          5.84060665E+02
         98.0000          1.00000000E+30          1.00000000E+30          5.96833733E+02          5.96833733E+02
         99.0000          1.00000000E+30          1.00000000E+30          6.07928040E+02          6.07928040E+02
        100.0000          1.00000000E+30          1.00000000E+30          6.21393142E+02          6.21393142E+02
        110.0000          1.00000000E+30          1.00000000E+30          7.53050812E+02          7.53050812E+02
        120.0000          1.00000000E+30          1.00000000E+30          9.04897830E+02          9.04897830E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.07414916E+03          1.07414916E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.26623299E+03          1.26623299E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.47321177E+03          1.47321177E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.70550444E+03          1.70550444E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.95496299E+03          1.95496299E+03
        180.0000          1.00000000E+30          1.00000000E+30          2.23000235E+03          2.23000235E+03
        190.0000          1.00000000E+30          1.00000000E+30          2.52316224E+03          2.52316224E+03
        200.0000          1.00000000E+30          1.00000000E+30          2.84573687E+03          2.84573687E+03
        210.0000          1.00000000E+30          1.00000000E+30          3.18611359E+03          3.18611359E+03
        220.0000          1.00000000E+30          1.00000000E+30          3.55549741E+03          3.55549741E+03
        230.0000          1.00000000E+30          1.00000000E+30          3.95656306E+03          3.95656306E+03
        240.0000          1.00000000E+30          1.00000000E+30          4.37893831E+03          4.37893831E+03
        250.0000          1.00000000E+30          1.00000000E+30          4.83548654E+03          4.83548654E+03
        260.0000          1.00000000E+30          1.00000000E+30          5.32202712E+03          5.32202712E+03
        270.0000          1.00000000E+30          1.00000000E+30          5.82149511E+03          5.82149511E+03
        280.0000          1.00000000E+30          1.00000000E+30          6.36337257E+03          6.36337257E+03
        287.9990          1.00000000E+30          1.00000000E+30          6.81740270E+03          6.81740270E+03
        288.0010          3.73024158E+03          1.00000000E+30          6.81752812E+03          2.41103357E+03
        290.0000          3.84562328E+03          1.00000000E+30          6.92390320E+03          2.47241356E+03
        300.0000          4.37787921E+03          1.00000000E+30          7.52482996E+03          2.76767215E+03
        310.0000          4.69557762E+03          1.00000000E+30          8.16113515E+03          2.98064087E+03
        320.0000          4.94654320E+03          1.00000000E+30          8.82889636E+03          3.17031751E+03
        330.0000          5.20244987E+03          1.00000000E+30          9.51496647E+03          3.36343927E+03
        340.0000          5.50619930E+03          1.00000000E+30          1.02402314E+04          3.58079593E+03
        350.0000          5.87266081E+03          1.00000000E+30          1.10073869E+04          3.82953004E+03
        360.0000          6.26228269E+03          1.00000000E+30          1.18089606E+04          4.09219489E+03
        370.0000          6.72489015E+03          1.00000000E+30          1.26540656E+04          4.39121706E+03
        380.0000          7.17285802E+03          1.00000000E+30          1.35321841E+04          4.68796125E+03
        390.0000          7.63096339E+03          1.00000000E+30          1.44381414E+04          4.99236056E+03
        400.0000          8.07688720E+03          1.00000000E+30          1.53681327E+04          5.29437274E+03
        410.0000          8.57838011E+03          1.00000000E+30          1.63372786E+04          5.62487179E+03
        420.0000          9.08340336E+03          1.00000000E+30          1.73586201E+04          5.96305908E+03
        430.0000          9.61166879E+03          1.00000000E+30          1.84022286E+04          6.31387071E+03
        440.0000          1.01640783E+04          1.00000000E+30          1.95036838E+04          6.68189832E+03
        450.0000          1.07250904E+04          1.00000000E+30          2.06325800E+04          7.05684713E+03
        460.0000          1.13009744E+04          1.00000000E+30          2.18753822E+04          7.45148532E+03
        470.0000          1.19278502E+04          1.00000000E+30          2.30581164E+04          7.86125939E+03
        480.0000          1.26283572E+04          1.00000000E+30          2.43025230E+04          8.31014426E+03
        490.0000          1.32783791E+04          1.00000000E+30          2.56287190E+04          8.74667766E+03
        500.0000          1.39384315E+04          1.00000000E+30          2.69443185E+04          9.18630810E+03
        510.0000          1.46781815E+04          1.00000000E+30          2.83362725E+04          9.66942299E+03
        520.0000          1.54380412E+04          1.00000000E+30          2.98572115E+04          1.01762731E+04
        530.0000          1.62283143E+04          1.00000000E+30          3.12472254E+04          1.06810749E+04
        540.0000          1.70142321E+04          1.00000000E+30          3.28704061E+04          1.12111612E+04
        550.0000          1.78317033E+04          1.00000000E+30          3.43612224E+04          1.17395052E+04
        560.0000          1.86875718E+04          1.00000000E+30          3.59679524E+04          1.22980010E+04
        570.0000          1.95530458E+04          1.00000000E+30          3.77157888E+04          1.28771355E+04
        580.0000          2.04389216E+04          1.00000000E+30          3.93939498E+04          1.34569816E+04
        590.0000          2.13769437E+04          1.00000000E+30          4.13038097E+04          1.40864487E+04
        600.0000          2.24052063E+04          1.00000000E+30          4.30205273E+04          1.47324873E+04
        610.0000          2.33495287E+04          1.00000000E+30          4.48016036E+04          1.53496544E+04
        620.0000          2.43443114E+04          1.00000000E+30          4.67910550E+04          1.60130758E+04
        630.0000          2.53865313E+04          1.00000000E+30          4.87986192E+04          1.66991327E+04
        640.0000          2.65247858E+04          1.00000000E+30          5.08892273E+04          1.74364537E+04
        650.0000          2.75859205E+04          1.00000000E+30          5.29182523E+04          1.81332054E+04
        660.0000          2.88365890E+04          1.00000000E+30          5.52255257E+04          1.89445125E+04
        670.0000          2.99099491E+04          1.00000000E+30          5.72924472E+04          1.96509987E+04
        680.0000          3.11274719E+04          1.00000000E+30          5.96472464E+04          2.04535802E+04
        690.0000          3.23670486E+04          1.00000000E+30          6.17506374E+04          2.12360287E+04
        693.9990          3.29177148E+04          1.00000000E+30          6.27600796E+04          2.15924543E+04
        694.0010          3.29179949E+04          5.08878219E+03          6.27605933E+04          4.11823016E+03
        700.0000          3.37801349E+04          5.05161047E+03          6.42621715E+04          4.11317611E+03
        710.0000          3.49976524E+04          5.07894547E+03          6.66355040E+04          4.15849479E+03
        720.0000          3.62775557E+04          5.16046478E+03          6.92760339E+04          4.24121927E+03
        730.0000          3.76361915E+04          5.25284365E+03          7.16814393E+04          4.33099437E+03
        740.0000          3.91552954E+04          5.33895669E+03          7.42297146E+04          4.41864865E+03
        750.0000          4.05251652E+04          5.49432112E+03          7.70298341E+04          4.55240491E+03
        760.0000          4.19257851E+04          5.63459557E+03          7.96619175E+04          4.67552452E+03
        770.0000          4.35441023E+04          5.81735587E+03          8.26143032E+04          4.83163989E+03
        780.0000          4.50411131E+04          5.99354913E+03          8.52732199E+04          4.98069980E+03
        790.0000          4.65926055E+04          6.21095896E+03          8.83237446E+04          5.16021567E+03
        800.0000          4.83232537E+04          6.41819946E+03          9.12695012E+04          5.33454334E+03
        810.0000          4.99399802E+04          6.64215732E+03          9.43384086E+04          5.51944403E+03
        820.0000          5.16184297E+04          6.84332795E+03          9.75768113E+04          5.68993296E+03
        830.0000          5.34936013E+04          7.07880332E+03          1.00692486E+05          5.88609694E+03
        840.0000          5.51358934E+04          7.33106135E+03          1.04062406E+05          6.09189548E+03
        850.0000          5.71220446E+04          7.52733387E+03          1.07171283E+05          6.26227420E+03
        860.0000          5.88319674E+04          7.78687438E+03          1.10582360E+05          6.47409148E+03
        870.0000          6.06761362E+04          7.95389272E+03          1.14089123E+05          6.62380518E+03
        880.0000          6.27539563E+04          8.20331637E+03          1.17839757E+05          6.83418303E+03
        890.0000          6.45953040E+04          8.40861353E+03          1.21180264E+05          7.00973032E+03
        900.0000          6.67988579E+04          8.66590193E+03          1.25124361E+05          7.22767064E+03
        910.0000          6.86480671E+04          8.86031585E+03          1.28546263E+05          7.39594935E+03
        920.0000          7.06981167E+04          9.08555307E+03          1.32288931E+05          7.58905534E+03
        930.0000          7.29940423E+04          9.33798530E+03          1.36422240E+05          7.80521844E+03
        940.0000          7.50948199E+04          9.60484550E+03          1.40651895E+05          8.02952519E+03
        950.0000          7.75055645E+04          9.82074874E+03          1.44303885E+05          8.21980753E+03
        960.0000          7.96959908E+04          1.00949283E+04          1.48734441E+05          8.45089098E+03
        970.0000          8.22462829E+04          1.03134994E+04          1.52590972E+05          8.64510667E+03
        980.0000          8.43390839E+04          1.05901644E+04          1.56946244E+05          8.87659991E+03
        990.0000          8.69733146E+04          1.08602343E+04          1.61174400E+05          9.10902084E+03
       1000.0000          8.92076067E+04          1.11578283E+04          1.65770443E+05          9.35756394E+03
       1100.0000          1.16885182E+05          1.42029988E+04          2.14201558E+05          1.19572070E+04
       1200.0000          1.49039066E+05          1.76934040E+04          2.71698793E+05          1.49457990E+04
       1300.0000          1.87913866E+05          2.17725870E+04          3.37430428E+05          1.84452582E+04
       1400.0000          2.32438863E+05          2.65294035E+04          4.12334118E+05          2.25116473E+04
       1500.0000          2.82637352E+05          3.18232149E+04          4.99579009E+05          2.70537965E+04
       1600.0000          3.41036440E+05          3.78358131E+04          5.97040613E+05          3.22194514E+04
       1700.0000          4.06176523E+05          4.45452679E+04          7.05691883E+05          3.79822226E+04
       1800.0000          4.80382401E+05          5.21086259E+04          8.27412130E+05          4.44821195E+04
       1900.0000          5.62484482E+05          6.04061934E+04          9.65092167E+05          5.16299813E+04
       2000.0000          6.54881942E+05          6.95512203E+04          1.11252980E+06          5.95105682E+04
       2100.0000          7.57749625E+05          7.98031795E+04          1.28003747E+06          6.83445093E+04
       2200.0000          8.68215280E+05          9.06432534E+04          1.45599536E+06          7.76948611E+04
       2300.0000          9.91733120E+05          1.02689890E+05          1.65012868E+06          8.80870530E+04
       2400.0000          1.12797397E+06          1.15883551E+05          1.86368854E+06          9.94780579E+04
       2500.0000          1.27593599E+06          1.30052534E+05          2.09446453E+06          1.11727003E+05
       2600.0000          1.43618743E+06          1.45316227E+05          2.34233067E+06          1.24925715E+05
       2700.0000          1.60241982E+06          1.61470111E+05          2.60541523E+06          1.38870204E+05
       2800.0000          1.79483107E+06          1.79926553E+05          2.89562334E+06          1.54790911E+05
       2900.0000          1.99245686E+06          1.98212010E+05          3.20285058E+06          1.70671247E+05
       3000.0000          2.20906676E+06          2.18948791E+05          3.53129252E+06          1.88567517E+05
       3100.0000          2.43503930E+06          2.40334619E+05          3.88844621E+06          2.07094712E+05
       3200.0000          2.69153773E+06          2.62825466E+05          4.25694192E+06          2.26693033E+05
       3300.0000          2.94646418E+06          2.87942256E+05          4.65681051E+06          2.48320877E+05
       3400.0000          3.22505267E+06          3.13664649E+05          5.08129340E+06          2.70636653E+05
       3500.0000          3.52990330E+06          3.42362681E+05          5.53771328E+06          2.95442539E+05
       3600.0000          3.84254576E+06          3.70349699E+05          6.00268660E+06          3.19796669E+05
       3700.0000          4.19009689E+06          4.02076928E+05          6.50650841E+06          3.47290176E+05
       3800.0000          4.55488144E+06          4.35656756E+05          7.04696817E+06          3.76387734E+05
       3900.0000          4.91691611E+06          4.67971582E+05          7.59603402E+06          4.04545628E+05
       4000.0000          5.32289296E+06          5.04702428E+05          8.19562733E+06          4.36443067E+05
       4100.0000          5.72858268E+06          5.43709321E+05          8.82054486E+06          4.70111932E+05
       4200.0000          6.18791232E+06          5.82857365E+05          9.44852534E+06          5.04253979E+05
       4300.0000          6.66287170E+06          6.25111057E+05          1.01337700E+07          5.40984693E+05
       4400.0000          7.15775913E+06          6.67724381E+05          1.08455487E+07          5.78189701E+05
       4500.0000          7.64558387E+06          7.13804931E+05          1.16007258E+07          6.18070300E+05
       4600.0000          8.19777099E+06          7.61887847E+05          1.23939024E+07          6.59979597E+05
       4700.0000          8.76207828E+06          8.12471311E+05          1.31953727E+07          7.03865980E+05
       4800.0000          9.35551198E+06          8.65259893E+05          1.41096197E+07          7.49914914E+05
       4900.0000          9.98988176E+06          9.20671842E+05          1.49983331E+07          7.98123645E+05
       5000.0000          1.06426712E+07          9.78903047E+05          1.58673259E+07          8.48510649E+05
       5100.0000          1.12723340E+07          1.04031023E+06          1.68320912E+07          9.01408594E+05
       5200.0000          1.19938535E+07          1.10206160E+06          1.78293111E+07          9.55243269E+05
       5300.0000          1.27246316E+07          1.16259109E+06          1.89542977E+07          1.00857910E+06
       5400.0000          1.34845194E+07          1.22924891E+06          2.00463729E+07          1.06661167E+06
       5500.0000          1.42817992E+07          1.29820948E+06          2.11724191E+07          1.12670704E+06
       5600.0000          1.51154803E+07          1.37598444E+06          2.22883200E+07          1.19363606E+06
       5700.0000          1.59873504E+07          1.44996947E+06          2.35163469E+07          1.25826878E+06
       5800.0000          1.68647539E+07          1.52630537E+06          2.48760509E+07          1.32507994E+06
       5900.0000          1.78876083E+07          1.60651064E+06          2.61640316E+07          1.39549399E+06
       6000.0000          1.87569831E+07          1.69021984E+06          2.74361257E+07          1.46756508E+06
       6100.0000          1.98360773E+07          1.77739605E+06          2.89183381E+07          1.54412936E+06
       6200.0000          2.08562654E+07          1.87658148E+06          3.03589683E+07          1.62927405E+06
       6300.0000          2.18951137E+07          1.96527474E+06          3.18391079E+07          1.70673245E+06
       6400.0000          2.30210241E+07          2.05774966E+06          3.33779119E+07          1.78773746E+06
       6500.0000          2.41325864E+07          2.15644220E+06          3.51207852E+07          1.87393059E+06
       6600.0000          2.54078117E+07          2.25601525E+06          3.67236896E+07          1.96136977E+06
       6700.0000          2.66040840E+07          2.35798499E+06          3.84097406E+07          2.05038120E+06
       6800.0000          2.78443524E+07          2.46757154E+06          4.01710028E+07          2.14562694E+06
       6900.0000          2.92771120E+07          2.58082388E+06          4.20154550E+07          2.24502012E+06
       7000.0000          3.05946632E+07          2.70676237E+06          4.38326584E+07          2.35324824E+06
       7100.0000          3.19794324E+07          2.82094265E+06          4.59227319E+07          2.45376350E+06
       7200.0000          3.34238132E+07          2.93901895E+06          4.78418907E+07          2.55708327E+06
       7300.0000          3.48544890E+07          3.07710773E+06          4.98775197E+07          2.67579778E+06
       7400.0000          3.65223964E+07          3.20199666E+06          5.19507875E+07          2.78602300E+06
       7500.0000          3.80325294E+07          3.33335421E+06          5.40523372E+07          2.90029939E+06
       7600.0000          3.96470861E+07          3.47010799E+06          5.64198771E+07          3.02003259E+06
       7700.0000          4.12764281E+07          3.62561730E+06          5.86371544E+07          3.15361873E+06
       7800.0000          4.31363013E+07          3.76064527E+06          6.11941046E+07          3.27401273E+06
       7900.0000          4.48124936E+07          3.90373245E+06          6.35077160E+07          3.39874305E+06
       8000.0000          4.66328363E+07          4.05565219E+06          6.59374910E+07          3.53132953E+06
       8100.0000          4.85121038E+07          4.22357296E+06          6.86474351E+07          3.67718764E+06
       8200.0000          5.04494280E+07          4.37761169E+06          7.12283164E+07          3.81248298E+06
       8300.0000          5.24436436E+07          4.56002448E+06          7.38887673E+07          3.96984486E+06
       8400.0000          5.46098378E+07          4.71620657E+06          7.68627017E+07          4.10919363E+06
       8500.0000          5.66037265E+07          4.88967365E+06          7.95094154E+07          4.25973415E+06
       8600.0000          5.89449024E+07          5.06852176E+06          8.26970478E+07          4.41786833E+06
       8700.0000          6.10077373E+07          5.26881052E+06          8.54639724E+07          4.58950631E+06
       8800.0000          6.34866187E+07          5.44350975E+06          8.84798535E+07          4.74477013E+06
       8900.0000          6.56755888E+07          5.65774862E+06          9.18191091E+07          4.92936011E+06
       9000.0000          6.79969449E+07          5.83656927E+06          9.48275015E+07          5.08684427E+06
       9100.0000          7.04164132E+07          6.06095991E+06          9.84390117E+07          5.28122035E+06
       9200.0000          7.30792948E+07          6.25183706E+06          1.01484055E+08          5.44987295E+06
       9300.0000          7.59514921E+07          6.45586529E+06          1.04925821E+08          5.63079725E+06
       9400.0000          7.82968846E+07          6.66925564E+06          1.08701562E+08          5.81688997E+06
       9500.0000          8.08299747E+07          6.90529963E+06          1.12049255E+08          6.02001282E+06
       9600.0000          8.37957367E+07          7.15866522E+06          1.16077384E+08          6.24065579E+06
       9700.0000          8.65142261E+07          7.36291830E+06          1.19543470E+08          6.42097187E+06
       9800.0000          8.92558741E+07          7.58567649E+06          1.23695789E+08          6.61745518E+06
       9900.0000          9.24057590E+07          7.84359917E+06          1.27400432E+08          6.84164892E+06
      10000.0000          9.52190198E+07          8.08189792E+06          1.31763645E+08          7.05095486E+06
      11000.0000          1.29624233E+08          1.09142538E+07          1.76678867E+08          9.52400016E+06
      12000.0000          1.72710571E+08          1.43021449E+07          2.32893654E+08          1.24994654E+07
      13000.0000          2.22721528E+08          1.84043389E+07          2.98318800E+08          1.60831062E+07
      14000.0000          2.83413687E+08          2.32246503E+07          3.76243260E+08          2.03070569E+07
      15000.0000          3.54610454E+08          2.88243135E+07          4.68750061E+08          2.52230584E+07
      16000.0000          4.37829750E+08          3.53121082E+07          5.74334773E+08          3.09176012E+07
      17000.0000          5.33266328E+08          4.28400405E+07          6.96390882E+08          3.75180193E+07
      18000.0000          6.43703883E+08          5.14374943E+07          8.35243414E+08          4.50616153E+07
      19000.0000          7.70364686E+08          6.10557935E+07          9.96583896E+08          5.35332581E+07
      20000.0000          9.13536717E+08          7.19123137E+07          1.17102128E+09          6.30738677E+07
      21000.0000          1.06986762E+09          8.39900916E+07          1.36708714E+09          7.36792424E+07
      22000.0000          1.24445397E+09          9.77406429E+07          1.58425134E+09          8.57196494E+07
      23000.0000          1.44430622E+09          1.12527476E+08          1.83052893E+09          9.87617002E+07
      24000.0000          1.66372353E+09          1.29070475E+08          2.10071721E+09          1.13317085E+08
      25000.0000          1.90606935E+09          1.47430853E+08          2.39609959E+09          1.29452761E+08
      26000.0000          2.16321535E+09          1.67519981E+08          2.71355095E+09          1.47053789E+08
      27000.0000          2.44965840E+09          1.89424290E+08          3.07722967E+09          1.66324542E+08
      28000.0000          2.77783316E+09          2.12874916E+08          3.44530428E+09          1.86991479E+08
      29000.0000          3.11329609E+09          2.38424192E+08          3.87233176E+09          2.09483284E+08
      30000.0000          3.47353033E+09          2.66187033E+08          4.30674207E+09          2.33817348E+08
      31000.0000          3.86952425E+09          2.95322785E+08          4.79308312E+09          2.59525283E+08
      32000.0000          4.31028042E+09          3.27258536E+08          5.31975425E+09          2.87714300E+08
      33000.0000          4.76062864E+09          3.62581121E+08          5.90102509E+09          3.18722877E+08
      34000.0000          5.25741667E+09          3.98962121E+08          6.48230831E+09          3.50756934E+08
      35000.0000          5.79032152E+09          4.37712647E+08          7.11849028E+09          3.84943318E+08
      36000.0000          6.36079994E+09          4.80670693E+08          7.81911499E+09          4.22738058E+08
      37000.0000          6.97060758E+09          5.24684436E+08          8.52793502E+09          4.61546550E+08
      38000.0000          7.62187093E+09          5.73140792E+08          9.32934247E+09          5.04245225E+08
      39000.0000          8.32497950E+09          6.25235573E+08          1.01138520E+10          5.49936466E+08
      40000.0000          9.06969003E+09          6.76483557E+08          1.10043666E+10          5.95463911E+08
      41000.0000          9.80693572E+09          7.34412693E+08          1.19049442E+10          6.46161964E+08
      42000.0000          1.06398807E+10          7.93387157E+08          1.28973496E+10          6.98353276E+08
      43000.0000          1.15305115E+10          8.58195223E+08          1.39141255E+10          7.55382934E+08
      44000.0000          1.24210182E+10          9.24435652E+08          1.49963033E+10          8.13714106E+08
      45000.0000          1.33760536E+10          9.97496964E+08          1.61458894E+10          8.77805096E+08
      46000.0000          1.44232547E+10          1.07295711E+09          1.73516609E+10          9.44315993E+08
