#Energy      C  Total
         45.0000          1.94108098E+00          1.94108098E+00
         46.0000          1.96296236E+00          1.96296236E+00
         47.0000          1.98492544E+00          1.98492544E+00
         48.0000          2.00696473E+00          2.00696473E+00
         49.0000          2.02907519E+00          2.02907519E+00
         50.0000          2.05125218E+00          2.05125218E+00
         51.0000          2.07349142E+00          2.07349142E+00
         52.0000          2.09578895E+00          2.09578895E+00
         53.0000          2.11814111E+00          2.11814111E+00
         54.0000          2.14054452E+00          2.14054452E+00
         55.0000          2.16299604E+00          2.16299604E+00
         56.0000          2.18549274E+00          2.18549274E+00
         57.0000          2.20803191E+00          2.20803191E+00
         58.0000          2.23061103E+00          2.23061103E+00
         59.0000          2.25322775E+00          2.25322775E+00
         60.0000          2.27587986E+00          2.27587986E+00
         61.0000          2.29856533E+00          2.29856533E+00
         62.0000          2.32128224E+00          2.32128224E+00
         63.0000          2.34402878E+00          2.34402878E+00
         64.0000          2.36680330E+00          2.36680330E+00
         65.0000          2.38960420E+00          2.38960420E+00
         66.0000          2.41243002E+00          2.41243002E+00
         67.0000          2.43527937E+00          2.43527937E+00
         68.0000          2.45815096E+00          2.45815096E+00
         69.0000          2.48104354E+00          2.48104354E+00
         70.0000          2.50395598E+00          2.50395598E+00
         71.0000          2.52688718E+00          2.52688718E+00
         72.0000          2.54983613E+00          2.54983613E+00
         73.0000          2.57280186E+00          2.57280186E+00
         74.0000          2.59578346E+00          2.59578346E+00
         75.0000          2.61878007E+00          2.61878007E+00
         76.0000          2.64179087E+00          2.64179087E+00
         77.0000          2.66481511E+00          2.66481511E+00
         78.0000          2.68785204E+00          2.68785204E+00
         79.0000          2.71090100E+00          2.71090100E+00
         80.0000          2.73396131E+00          2.73396131E+00
         81.0000          2.75703238E+00          2.75703238E+00
         82.0000          2.78011360E+00          2.78011360E+00
         83.0000          2.80320443E+00          2.80320443E+00
         84.0000          2.82630434E+00          2.82630434E+00
         85.0000          2.84941283E+00          2.84941283E+00
         86.0000          2.87252943E+00          2.87252943E+00
         87.0000          2.89565367E+00          2.89565367E+00
         88.0000          2.91878514E+00          2.91878514E+00
         89.0000          2.94192343E+00          2.94192343E+00
         90.0000          2.96506814E+00          2.96506814E+00
         91.0000          2.98821891E+00          2.98821891E+00
         92.0000          3.01137538E+00          3.01137538E+00
         93.0000          3.03453722E+00          3.03453722E+00
         94.0000          3.05770411E+00          3.05770411E+00
         95.0000          3.08087574E+00          3.08087574E+00
         96.0000          3.10405183E+00          3.10405183E+00
         97.0000          3.12723209E+00          3.12723209E+00
         98.0000          3.15041626E+00          3.15041626E+00
         99.0000          3.17360410E+00          3.17360410E+00
        100.0000          3.19679535E+00          3.19679535E+00
        110.0000          3.42884991E+00          3.42884991E+00
        120.0000          3.66104715E+00          3.66104715E+00
        130.0000          3.89326782E+00          3.89326782E+00
        140.0000          4.12543373E+00          4.12543373E+00
        150.0000          4.35749316E+00          4.35749316E+00
        160.0000          4.58941199E+00          4.58941199E+00
        170.0000          4.82116790E+00          4.82116790E+00
        180.0000          5.05274675E+00          5.05274675E+00
        190.0000          5.28414001E+00          5.28414001E+00
        200.0000          5.51534313E+00          5.51534313E+00
        210.0000          5.74635432E+00          5.74635432E+00
        220.0000          5.97717376E+00          5.97717376E+00
        230.0000          6.20780301E+00          6.20780301E+00
        240.0000          6.43824460E+00          6.43824460E+00
        250.0000          6.66850172E+00          6.66850172E+00
        260.0000          6.89857799E+00          6.89857799E+00
        270.0000          7.12847732E+00          7.12847732E+00
        280.0000          7.35820380E+00          7.35820380E+00
        287.9990          7.54184036E+00          7.54184036E+00
        288.0010          7.54188626E+00          7.54188626E+00
        290.0000          7.58776157E+00          7.58776157E+00
        300.0000          7.81715482E+00          7.81715482E+00
        310.0000          8.04638769E+00          8.04638769E+00
        320.0000          8.27546426E+00          8.27546426E+00
        330.0000          8.50438856E+00          8.50438856E+00
        340.0000          8.73316448E+00          8.73316448E+00
        350.0000          8.96179582E+00          8.96179582E+00
        360.0000          9.19028626E+00          9.19028626E+00
        370.0000          9.41863936E+00          9.41863936E+00
        380.0000          9.64685857E+00          9.64685857E+00
        390.0000          9.87494720E+00          9.87494720E+00
        400.0000          1.01029085E+01          1.01029085E+01
        410.0000          1.03307454E+01          1.03307454E+01
        420.0000          1.05584611E+01          1.05584611E+01
        430.0000          1.07860583E+01          1.07860583E+01
        440.0000          1.10135397E+01          1.10135397E+01
        450.0000          1.12409081E+01          1.12409081E+01
        460.0000          1.14681660E+01          1.14681660E+01
        470.0000          1.16953159E+01          1.16953159E+01
        480.0000          1.19223600E+01          1.19223600E+01
        490.0000          1.21493007E+01          1.21493007E+01
        500.0000          1.23761402E+01          1.23761402E+01
        510.0000          1.26028806E+01          1.26028806E+01
        520.0000          1.28295239E+01          1.28295239E+01
        530.0000          1.30560720E+01          1.30560720E+01
        540.0000          1.32825269E+01          1.32825269E+01
        550.0000          1.35088905E+01          1.35088905E+01
        560.0000          1.37351643E+01          1.37351643E+01
        570.0000          1.39613502E+01          1.39613502E+01
        580.0000          1.41874498E+01          1.41874498E+01
        590.0000          1.44134647E+01          1.44134647E+01
        600.0000          1.46393964E+01          1.46393964E+01
        610.0000          1.48652463E+01          1.48652463E+01
        620.0000          1.50910160E+01          1.50910160E+01
        630.0000          1.53167068E+01          1.53167068E+01
        640.0000          1.55423200E+01          1.55423200E+01
        650.0000          1.57678569E+01          1.57678569E+01
        660.0000          1.59933188E+01          1.59933188E+01
        670.0000          1.62187069E+01          1.62187069E+01
        680.0000          1.64440224E+01          1.64440224E+01
        690.0000          1.66692664E+01          1.66692664E+01
        700.0000          1.68944401E+01          1.68944401E+01
        710.0000          1.71195444E+01          1.71195444E+01
        720.0000          1.73445805E+01          1.73445805E+01
        730.0000          1.75695493E+01          1.75695493E+01
        740.0000          1.77944518E+01          1.77944518E+01
        750.0000          1.80192891E+01          1.80192891E+01
        760.0000          1.82440619E+01          1.82440619E+01
        770.0000          1.84687713E+01          1.84687713E+01
        780.0000          1.86934180E+01          1.86934180E+01
        790.0000          1.89180030E+01          1.89180030E+01
        800.0000          1.91425270E+01          1.91425270E+01
        810.0000          1.93669909E+01          1.93669909E+01
        820.0000          1.95913954E+01          1.95913954E+01
        830.0000          1.98157414E+01          1.98157414E+01
        840.0000          2.00400294E+01          2.00400294E+01
        850.0000          2.02642604E+01          2.02642604E+01
        860.0000          2.04884349E+01          2.04884349E+01
        870.0000          2.07125537E+01          2.07125537E+01
        880.0000          2.09366174E+01          2.09366174E+01
        890.0000          2.11606267E+01          2.11606267E+01
        900.0000          2.13845822E+01          2.13845822E+01
        910.0000          2.16084845E+01          2.16084845E+01
        920.0000          2.18323343E+01          2.18323343E+01
        930.0000          2.20561320E+01          2.20561320E+01
        940.0000          2.22798784E+01          2.22798784E+01
        950.0000          2.25035740E+01          2.25035740E+01
        960.0000          2.27272192E+01          2.27272192E+01
        970.0000          2.29508147E+01          2.29508147E+01
        980.0000          2.31743609E+01          2.31743609E+01
        990.0000          2.33978585E+01          2.33978585E+01
       1000.0000          2.36213078E+01          2.36213078E+01
       1100.0000          2.58532509E+01          2.58532509E+01
       1200.0000          2.80808469E+01          2.80808469E+01
       1300.0000          3.03044493E+01          3.03044493E+01
       1400.0000          3.25243491E+01          3.25243491E+01
       1500.0000          3.47407897E+01          3.47407897E+01
       1600.0000          3.69539768E+01          3.69539768E+01
       1700.0000          3.91640863E+01          3.91640863E+01
       1800.0000          4.13712699E+01          4.13712699E+01
       1900.0000          4.35756596E+01          4.35756596E+01
       2000.0000          4.57773710E+01          4.57773710E+01
       2100.0000          4.79765063E+01          4.79765063E+01
       2200.0000          5.01731561E+01          5.01731561E+01
       2300.0000          5.23674014E+01          5.23674014E+01
       2400.0000          5.45593146E+01          5.45593146E+01
       2500.0000          5.67489613E+01          5.67489613E+01
       2600.0000          5.89364008E+01          5.89364008E+01
       2700.0000          6.11216869E+01          6.11216869E+01
       2800.0000          6.33048689E+01          6.33048689E+01
       2900.0000          6.54859918E+01          6.54859918E+01
       3000.0000          6.76650968E+01          6.76650968E+01
       3100.0000          6.98422222E+01          6.98422222E+01
       3200.0000          7.20174032E+01          7.20174032E+01
       3300.0000          7.41906723E+01          7.41906723E+01
       3400.0000          7.63620598E+01          7.63620598E+01
       3500.0000          7.85315940E+01          7.85315940E+01
       3600.0000          8.06993012E+01          8.06993012E+01
       3700.0000          8.28652059E+01          8.28652059E+01
       3800.0000          8.50293312E+01          8.50293312E+01
       3900.0000          8.71916988E+01          8.71916988E+01
       4000.0000          8.93523290E+01          8.93523290E+01
       4100.0000          9.15112409E+01          9.15112409E+01
       4200.0000          9.36684526E+01          9.36684526E+01
       4300.0000          9.58239813E+01          9.58239813E+01
       4400.0000          9.79778430E+01          9.79778430E+01
       4500.0000          1.00130053E+02          1.00130053E+02
       4600.0000          1.02280626E+02          1.02280626E+02
       4700.0000          1.04429576E+02          1.04429576E+02
       4800.0000          1.06576916E+02          1.06576916E+02
       4900.0000          1.08722658E+02          1.08722658E+02
       5000.0000          1.10866814E+02          1.10866814E+02
       5100.0000          1.13009396E+02          1.13009396E+02
       5200.0000          1.15150415E+02          1.15150415E+02
       5300.0000          1.17289881E+02          1.17289881E+02
       5400.0000          1.19427805E+02          1.19427805E+02
       5500.0000          1.21564195E+02          1.21564195E+02
       5600.0000          1.23699060E+02          1.23699060E+02
       5700.0000          1.25832411E+02          1.25832411E+02
       5800.0000          1.27964255E+02          1.27964255E+02
       5900.0000          1.30094600E+02          1.30094600E+02
       6000.0000          1.32223455E+02          1.32223455E+02
       6100.0000          1.34350826E+02          1.34350826E+02
       6200.0000          1.36476722E+02          1.36476722E+02
       6300.0000          1.38601148E+02          1.38601148E+02
       6400.0000          1.40724113E+02          1.40724113E+02
       6500.0000          1.42845623E+02          1.42845623E+02
       6600.0000          1.44965684E+02          1.44965684E+02
       6700.0000          1.47084302E+02          1.47084302E+02
       6800.0000          1.49201483E+02          1.49201483E+02
       6900.0000          1.51317234E+02          1.51317234E+02
       7000.0000          1.53431559E+02          1.53431559E+02
       7100.0000          1.55544464E+02          1.55544464E+02
       7200.0000          1.57655954E+02          1.57655954E+02
       7300.0000          1.59766036E+02          1.59766036E+02
       7400.0000          1.61874713E+02          1.61874713E+02
       7500.0000          1.63981990E+02          1.63981990E+02
       7600.0000          1.66087873E+02          1.66087873E+02
       7700.0000          1.68192365E+02          1.68192365E+02
       7800.0000          1.70295472E+02          1.70295472E+02
       7900.0000          1.72397198E+02          1.72397198E+02
       8000.0000          1.74497547E+02          1.74497547E+02
       8100.0000          1.76596523E+02          1.76596523E+02
       8200.0000          1.78694130E+02          1.78694130E+02
       8300.0000          1.80790373E+02          1.80790373E+02
       8400.0000          1.82885255E+02          1.82885255E+02
       8500.0000          1.84978780E+02          1.84978780E+02
       8600.0000          1.87070951E+02          1.87070951E+02
       8700.0000          1.89161773E+02          1.89161773E+02
       8800.0000          1.91251249E+02          1.91251249E+02
       8900.0000          1.93339382E+02          1.93339382E+02
       9000.0000          1.95426176E+02          1.95426176E+02
       9100.0000          1.97511634E+02          1.97511634E+02
       9200.0000          1.99595759E+02          1.99595759E+02
       9300.0000          2.01678555E+02          2.01678555E+02
       9400.0000          2.03760025E+02          2.03760025E+02
       9500.0000          2.05840172E+02          2.05840172E+02
       9600.0000          2.07918998E+02          2.07918998E+02
       9700.0000          2.09996508E+02          2.09996508E+02
       9800.0000          2.12072703E+02          2.12072703E+02
       9900.0000          2.14147587E+02          2.14147587E+02
      10000.0000          2.16221162E+02          2.16221162E+02
      11000.0000          2.36885536E+02          2.36885536E+02
      12000.0000          2.57421849E+02          2.57421849E+02
      13000.0000          2.77832312E+02          2.77832312E+02
      14000.0000          2.98118879E+02          2.98118879E+02
      15000.0000          3.18283309E+02          3.18283309E+02
      16000.0000          3.38327211E+02          3.38327211E+02
      17000.0000          3.58252071E+02          3.58252071E+02
      18000.0000          3.78059277E+02          3.78059277E+02
      19000.0000          3.97750137E+02          3.97750137E+02
      20000.0000          4.17325891E+02          4.17325891E+02
      21000.0000          4.36787722E+02          4.36787722E+02
      22000.0000          4.56136763E+02          4.56136763E+02
      23000.0000          4.75374106E+02          4.75374106E+02
      24000.0000          4.94500804E+02          4.94500804E+02
      25000.0000          5.13517878E+02          5.13517878E+02
      26000.0000          5.32426320E+02          5.32426320E+02
      27000.0000          5.51227096E+02          5.51227096E+02
      28000.0000          5.69921146E+02          5.69921146E+02
      29000.0000          5.88509391E+02          5.88509391E+02
      30000.0000          6.06992730E+02          6.06992730E+02
      31000.0000          6.25372046E+02          6.25372046E+02
      32000.0000          6.43648203E+02          6.43648203E+02
      33000.0000          6.61822049E+02          6.61822049E+02
      34000.0000          6.79894418E+02          6.79894418E+02
      35000.0000          6.97866132E+02          6.97866132E+02
      36000.0000          7.15737995E+02          7.15737995E+02
      37000.0000          7.33510804E+02          7.33510804E+02
      38000.0000          7.51185339E+02          7.51185339E+02
      39000.0000          7.68762374E+02          7.68762374E+02
      40000.0000          7.86242667E+02          7.86242667E+02
      41000.0000          8.03626970E+02          8.03626970E+02
      42000.0000          8.20916023E+02          8.20916023E+02
      43000.0000          8.38110556E+02          8.38110556E+02
      44000.0000          8.55211290E+02          8.55211290E+02
      45000.0000          8.72218939E+02          8.72218939E+02
      46000.0000          8.89134207E+02          8.89134207E+02
      47000.0000          9.05957788E+02          9.05957788E+02
      48000.0000          9.22690371E+02          9.22690371E+02
      49000.0000          9.39332635E+02          9.39332635E+02
      50000.0000          9.55885253E+02          9.55885253E+02
