#Energy      C-K-shell   N-K-shell   Valence  Total
         16.0000          1.00000000E+30          1.00000000E+30          6.70424013E+01          6.70424013E+01
         17.0000          1.00000000E+30          1.00000000E+30          6.53089927E+01          6.53089927E+01
         18.0000          1.00000000E+30          1.00000000E+30          6.85642020E+01          6.85642020E+01
         19.0000          1.00000000E+30          1.00000000E+30          7.16430441E+01          7.16430441E+01
         20.0000          1.00000000E+30          1.00000000E+30          7.52153927E+01          7.52153927E+01
         21.0000          1.00000000E+30          1.00000000E+30          7.85967341E+01          7.85967341E+01
         22.0000          1.00000000E+30          1.00000000E+30          8.21037813E+01          8.21037813E+01
         23.0000          1.00000000E+30          1.00000000E+30          8.61937941E+01          8.61937941E+01
         24.0000          1.00000000E+30          1.00000000E+30          9.02080003E+01          9.02080003E+01
         25.0000          1.00000000E+30          1.00000000E+30          9.44940829E+01          9.44940829E+01
         26.0000          1.00000000E+30          1.00000000E+30          9.89148695E+01          9.89148695E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.03808947E+02          1.03808947E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.08649775E+02          1.08649775E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.13762388E+02          1.13762388E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.19011977E+02          1.19011977E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.24753134E+02          1.24753134E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.30230481E+02          1.30230481E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.36367846E+02          1.36367846E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.42283317E+02          1.42283317E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.48879404E+02          1.48879404E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.55790766E+02          1.55790766E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.62158546E+02          1.62158546E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.69470058E+02          1.69470058E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.76532845E+02          1.76532845E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.83951334E+02          1.83951334E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.91869222E+02          1.91869222E+02
         42.0000          1.00000000E+30          1.00000000E+30          2.00100184E+02          2.00100184E+02
         43.0000          1.00000000E+30          1.00000000E+30          2.07724794E+02          2.07724794E+02
         44.0000          1.00000000E+30          1.00000000E+30          2.16627212E+02          2.16627212E+02
         45.0000          1.00000000E+30          1.00000000E+30          2.25146143E+02          2.25146143E+02
         46.0000          1.00000000E+30          1.00000000E+30          2.33684281E+02          2.33684281E+02
         47.0000          1.00000000E+30          1.00000000E+30          2.42712538E+02          2.42712538E+02
         48.0000          1.00000000E+30          1.00000000E+30          2.51979549E+02          2.51979549E+02
         49.0000          1.00000000E+30          1.00000000E+30          2.61265239E+02          2.61265239E+02
         50.0000          1.00000000E+30          1.00000000E+30          2.70926490E+02          2.70926490E+02
         51.0000          1.00000000E+30          1.00000000E+30          2.80542829E+02          2.80542829E+02
         52.0000          1.00000000E+30          1.00000000E+30          2.90611361E+02          2.90611361E+02
         53.0000          1.00000000E+30          1.00000000E+30          3.01479770E+02          3.01479770E+02
         54.0000          1.00000000E+30          1.00000000E+30          3.11916897E+02          3.11916897E+02
         55.0000          1.00000000E+30          1.00000000E+30          3.22256396E+02          3.22256396E+02
         56.0000          1.00000000E+30          1.00000000E+30          3.33244438E+02          3.33244438E+02
         57.0000          1.00000000E+30          1.00000000E+30          3.44639554E+02          3.44639554E+02
         58.0000          1.00000000E+30          1.00000000E+30          3.56648301E+02          3.56648301E+02
         59.0000          1.00000000E+30          1.00000000E+30          3.67236268E+02          3.67236268E+02
         60.0000          1.00000000E+30          1.00000000E+30          3.79094209E+02          3.79094209E+02
         61.0000          1.00000000E+30          1.00000000E+30          3.91480394E+02          3.91480394E+02
         62.0000          1.00000000E+30          1.00000000E+30          4.03870126E+02          4.03870126E+02
         63.0000          1.00000000E+30          1.00000000E+30          4.17033312E+02          4.17033312E+02
         64.0000          1.00000000E+30          1.00000000E+30          4.29151154E+02          4.29151154E+02
         65.0000          1.00000000E+30          1.00000000E+30          4.41756354E+02          4.41756354E+02
         66.0000          1.00000000E+30          1.00000000E+30          4.55615805E+02          4.55615805E+02
         67.0000          1.00000000E+30          1.00000000E+30          4.69314787E+02          4.69314787E+02
         68.0000          1.00000000E+30          1.00000000E+30          4.83107157E+02          4.83107157E+02
         69.0000          1.00000000E+30          1.00000000E+30          4.97335277E+02          4.97335277E+02
         70.0000          1.00000000E+30          1.00000000E+30          5.10405518E+02          5.10405518E+02
         71.0000          1.00000000E+30          1.00000000E+30          5.25258741E+02          5.25258741E+02
         72.0000          1.00000000E+30          1.00000000E+30          5.40035111E+02          5.40035111E+02
         73.0000          1.00000000E+30          1.00000000E+30          5.55280305E+02          5.55280305E+02
         74.0000          1.00000000E+30          1.00000000E+30          5.70783516E+02          5.70783516E+02
         75.0000          1.00000000E+30          1.00000000E+30          5.84636458E+02          5.84636458E+02
         76.0000          1.00000000E+30          1.00000000E+30          6.00471308E+02          6.00471308E+02
         77.0000          1.00000000E+30          1.00000000E+30          6.16781094E+02          6.16781094E+02
         78.0000          1.00000000E+30          1.00000000E+30          6.34168466E+02          6.34168466E+02
         79.0000          1.00000000E+30          1.00000000E+30          6.49706607E+02          6.49706607E+02
         80.0000          1.00000000E+30          1.00000000E+30          6.67475424E+02          6.67475424E+02
         81.0000          1.00000000E+30          1.00000000E+30          6.85319681E+02          6.85319681E+02
         82.0000          1.00000000E+30          1.00000000E+30          6.99799849E+02          6.99799849E+02
         83.0000          1.00000000E+30          1.00000000E+30          7.18382828E+02          7.18382828E+02
         84.0000          1.00000000E+30          1.00000000E+30          7.36889534E+02          7.36889534E+02
         85.0000          1.00000000E+30          1.00000000E+30          7.54175972E+02          7.54175972E+02
         86.0000          1.00000000E+30          1.00000000E+30          7.72583835E+02          7.72583835E+02
         87.0000          1.00000000E+30          1.00000000E+30          7.92059475E+02          7.92059475E+02
         88.0000          1.00000000E+30          1.00000000E+30          8.12987791E+02          8.12987791E+02
         89.0000          1.00000000E+30          1.00000000E+30          8.28281704E+02          8.28281704E+02
         90.0000          1.00000000E+30          1.00000000E+30          8.48489818E+02          8.48489818E+02
         91.0000          1.00000000E+30          1.00000000E+30          8.68354371E+02          8.68354371E+02
         92.0000          1.00000000E+30          1.00000000E+30          8.88597095E+02          8.88597095E+02
         93.0000          1.00000000E+30          1.00000000E+30          9.10773506E+02          9.10773506E+02
         94.0000          1.00000000E+30          1.00000000E+30          9.28548330E+02          9.28548330E+02
         95.0000          1.00000000E+30          1.00000000E+30          9.50266459E+02          9.50266459E+02
         96.0000          1.00000000E+30          1.00000000E+30          9.72622933E+02          9.72622933E+02
         97.0000          1.00000000E+30          1.00000000E+30          9.90995769E+02          9.90995769E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.01354186E+03          1.01354186E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.03474250E+03          1.03474250E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.05840738E+03          1.05840738E+03
        110.0000          1.00000000E+30          1.00000000E+30          1.29874437E+03          1.29874437E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.56804403E+03          1.56804403E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.87083569E+03          1.87083569E+03
        140.0000          1.00000000E+30          1.00000000E+30          2.20371901E+03          2.20371901E+03
        150.0000          1.00000000E+30          1.00000000E+30          2.57129794E+03          2.57129794E+03
        160.0000          1.00000000E+30          1.00000000E+30          2.98310876E+03          2.98310876E+03
        170.0000          1.00000000E+30          1.00000000E+30          3.42083321E+03          3.42083321E+03
        180.0000          1.00000000E+30          1.00000000E+30          3.90892353E+03          3.90892353E+03
        190.0000          1.00000000E+30          1.00000000E+30          4.41607427E+03          4.41607427E+03
        200.0000          1.00000000E+30          1.00000000E+30          4.98332607E+03          4.98332607E+03
        210.0000          1.00000000E+30          1.00000000E+30          5.56648519E+03          5.56648519E+03
        220.0000          1.00000000E+30          1.00000000E+30          6.21446240E+03          6.21446240E+03
        230.0000          1.00000000E+30          1.00000000E+30          6.90493829E+03          6.90493829E+03
        240.0000          1.00000000E+30          1.00000000E+30          7.63069735E+03          7.63069735E+03
        250.0000          1.00000000E+30          1.00000000E+30          8.43379171E+03          8.43379171E+03
        260.0000          1.00000000E+30          1.00000000E+30          9.26277967E+03          9.26277967E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.01550339E+04          1.01550339E+04
        280.0000          1.00000000E+30          1.00000000E+30          1.10523571E+04          1.10523571E+04
        287.9990          1.00000000E+30          1.00000000E+30          1.18241030E+04          1.18241030E+04
        288.0010          5.82736577E+02          1.00000000E+30          1.18243174E+04          5.55366509E+02
        290.0000          6.00761453E+02          1.00000000E+30          1.20410434E+04          5.72212181E+02
        300.0000          6.83910223E+02          1.00000000E+30          1.30271653E+04          6.49796692E+02
        310.0000          7.33540918E+02          1.00000000E+30          1.41265720E+04          6.97331080E+02
        320.0000          7.72746642E+02          1.00000000E+30          1.52153825E+04          7.35397846E+02
        330.0000          8.12724260E+02          1.00000000E+30          1.64031839E+04          7.74357378E+02
        340.0000          8.60175854E+02          1.00000000E+30          1.76696535E+04          8.20245507E+02
        350.0000          9.17424298E+02          1.00000000E+30          1.89766554E+04          8.75116870E+02
        360.0000          9.78290843E+02          1.00000000E+30          2.02647261E+04          9.33238251E+02
        370.0000          1.05055916E+03          1.00000000E+30          2.16762361E+04          1.00199646E+03
        380.0000          1.12054049E+03          1.00000000E+30          2.31664436E+04          1.06884156E+03
        390.0000          1.19210550E+03          1.00000000E+30          2.47269117E+04          1.13727643E+03
        400.0000          1.26176750E+03          1.00000000E+30          2.62238270E+04          1.20384417E+03
        402.9990          1.28599780E+03          1.00000000E+30          2.67313700E+04          1.22697047E+03
        403.0010          1.28601427E+03          1.88436803E+05          2.67317178E+04          1.21904849E+03
        410.0000          1.34011049E+03          1.95129250E+05          2.79894398E+04          1.27055165E+03
        420.0000          1.41900498E+03          2.06926263E+05          2.97410399E+04          1.34557742E+03
        430.0000          1.50153036E+03          2.15547113E+05          3.14476822E+04          1.42363872E+03
        440.0000          1.58782752E+03          2.21803297E+05          3.34513624E+04          1.50558427E+03
        450.0000          1.67546856E+03          2.29589403E+05          3.53790515E+04          1.58864089E+03
        460.0000          1.76543288E+03          2.39734985E+05          3.72679593E+04          1.67381584E+03
        470.0000          1.86336313E+03          2.51557623E+05          3.95081516E+04          1.76693894E+03
        480.0000          1.97279600E+03          2.64845816E+05          4.16397967E+04          1.87025638E+03
        490.0000          2.07434210E+03          2.78223942E+05          4.38621174E+04          1.96667082E+03
        500.0000          2.17745518E+03          2.92754564E+05          4.61988319E+04          2.06477999E+03
        510.0000          2.29301858E+03          3.07535506E+05          4.85505239E+04          2.17412515E+03
        520.0000          2.41172350E+03          3.22449756E+05          5.09710642E+04          2.28643830E+03
        530.0000          2.53517959E+03          3.39633248E+05          5.35591670E+04          2.40347254E+03
        540.0000          2.65795530E+03          3.54960103E+05          5.62333143E+04          2.51997508E+03
        550.0000          2.78566027E+03          3.70060207E+05          5.89893707E+04          2.64106043E+03
        560.0000          2.91936364E+03          3.85595189E+05          6.20173206E+04          2.76810230E+03
        570.0000          3.05456758E+03          4.01900856E+05          6.48317998E+04          2.89610552E+03
        580.0000          3.19295867E+03          4.18928267E+05          6.77525100E+04          3.02722269E+03
        590.0000          3.33949604E+03          4.37504766E+05          7.08244583E+04          3.16604495E+03
        600.0000          3.50013075E+03          4.54790689E+05          7.39208303E+04          3.31751528E+03
        610.0000          3.64765234E+03          4.72449264E+05          7.70899969E+04          3.45736737E+03
        620.0000          3.80305683E+03          4.92567237E+05          8.06357843E+04          3.60518865E+03
        630.0000          3.96587192E+03          5.13194381E+05          8.40388213E+04          3.75940977E+03
        640.0000          4.14368951E+03          5.32958841E+05          8.75242337E+04          3.92722772E+03
        650.0000          4.30945948E+03          5.56072290E+05          9.11554501E+04          4.08469598E+03
        660.0000          4.50483830E+03          5.76050258E+05          9.48772424E+04          4.26877132E+03
        670.0000          4.67251811E+03          6.00727345E+05          9.89423285E+04          4.42891552E+03
        680.0000          4.86271895E+03          6.23231031E+05          1.02677071E+05          4.60850558E+03
        690.0000          5.05636504E+03          6.45822326E+05          1.06607941E+05          4.79158730E+03
        700.0000          5.27711672E+03          6.69648377E+05          1.10964396E+05          4.99993400E+03
        710.0000          5.46731672E+03          6.96250845E+05          1.15103946E+05          5.18056488E+03
        720.0000          5.66726261E+03          7.21097812E+05          1.19291305E+05          5.36994501E+03
        730.0000          5.87950805E+03          7.46864779E+05          1.24043150E+05          5.57156146E+03
        740.0000          6.11682174E+03          7.76061775E+05          1.28286806E+05          5.79484449E+03
        750.0000          6.33082216E+03          8.01200754E+05          1.33332822E+05          5.99860151E+03
        760.0000          6.54962634E+03          8.27746267E+05          1.37774255E+05          6.20552132E+03
        770.0000          6.80243909E+03          8.55811845E+05          1.42404950E+05          6.44343171E+03
        780.0000          7.03630140E+03          8.86482086E+05          1.47696202E+05          6.66582992E+03
        790.0000          7.27867482E+03          9.14670799E+05          1.52582773E+05          6.89489907E+03
        800.0000          7.54903586E+03          9.47444499E+05          1.57646445E+05          7.14969908E+03
        810.0000          7.80160011E+03          9.75873233E+05          1.63244903E+05          7.38938158E+03
        820.0000          8.06380670E+03          1.01028900E+06          1.68549531E+05          7.63745321E+03
        830.0000          8.35674512E+03          1.04110087E+06          1.74562127E+05          7.91433799E+03
        840.0000          8.61330322E+03          1.07789446E+06          1.79715385E+05          8.15716803E+03
        850.0000          8.92357882E+03          1.10921486E+06          1.85164849E+05          8.44845808E+03
        860.0000          9.19070215E+03          1.14308375E+06          1.91343184E+05          8.70271625E+03
        870.0000          9.47879733E+03          1.18140945E+06          1.97140897E+05          8.97524456E+03
        880.0000          9.80339341E+03          1.21514243E+06          2.03722646E+05          9.28185555E+03
        890.0000          1.00910479E+04          1.25567273E+06          2.09482935E+05          9.55403845E+03
        900.0000          1.04352860E+04          1.28947575E+06          2.16392982E+05          9.87893941E+03
        910.0000          1.07241686E+04          1.33160139E+06          2.22201496E+05          1.01524165E+04
        920.0000          1.10444264E+04          1.36851105E+06          2.28803812E+05          1.04553640E+04
        930.0000          1.14030948E+04          1.41307574E+06          2.36022193E+05          1.07944666E+04
        940.0000          1.17312773E+04          1.45005395E+06          2.43712885E+05          1.11067883E+04
        950.0000          1.21078827E+04          1.49597975E+06          2.49875537E+05          1.14598373E+04
        960.0000          1.24500700E+04          1.53524502E+06          2.57825934E+05          1.17853954E+04
        970.0000          1.28484755E+04          1.57707353E+06          2.64303069E+05          1.21583701E+04
        980.0000          1.31754118E+04          1.62426187E+06          2.71528822E+05          1.24692212E+04
        990.0000          1.35869301E+04          1.66766880E+06          2.79529325E+05          1.28572343E+04
       1000.0000          1.39359702E+04          1.71751914E+06          2.86710333E+05          1.31879440E+04
       1100.0000          1.82597480E+04          2.22022514E+06          3.73594107E+05          1.72734319E+04
       1200.0000          2.32828125E+04          2.82508789E+06          4.75265175E+05          2.20224554E+04
       1300.0000          2.93558153E+04          3.51979409E+06          5.91971630E+05          2.77483503E+04
       1400.0000          3.63114894E+04          4.32243501E+06          7.27937234E+05          3.43116869E+04
       1500.0000          4.41534737E+04          5.25061077E+06          8.88301371E+05          4.17284373E+04
       1600.0000          5.32765515E+04          6.29828822E+06          1.06758113E+06          5.03386434E+04
       1700.0000          6.34527045E+04          7.48410784E+06          1.26865373E+06          5.99462049E+04
       1800.0000          7.50451117E+04          8.80464511E+06          1.49162329E+06          7.08752118E+04
       1900.0000          8.78710600E+04          1.02989320E+07          1.74699508E+06          8.29887915E+04
       2000.0000          1.02305348E+05          1.19772586E+07          2.02988817E+06          9.66109866E+04
       2100.0000          1.18375288E+05          1.37759117E+07          2.34084161E+06          1.11763108E+05
       2200.0000          1.35632181E+05          1.57273923E+07          2.68761551E+06          1.28064883E+05
       2300.0000          1.54928079E+05          1.79631299E+07          3.05316400E+06          1.46245729E+05
       2400.0000          1.76211560E+05          2.02842082E+07          3.45275385E+06          1.66280898E+05
       2500.0000          1.99326117E+05          2.28616094E+07          3.89728178E+06          1.88067685E+05
       2600.0000          2.24360522E+05          2.56569638E+07          4.37992669E+06          2.11666991E+05
       2700.0000          2.50329267E+05          2.86991610E+07          4.89446198E+06          2.36189112E+05
       2800.0000          2.80387662E+05          3.21488419E+07          5.47901412E+06          2.64542521E+05
       2900.0000          3.11260670E+05          3.54571185E+07          6.07869093E+06          2.93646650E+05
       3000.0000          3.45099366E+05          3.93215262E+07          6.73648550E+06          3.25563982E+05
       3100.0000          3.80400689E+05          4.33296087E+07          7.41779169E+06          3.58847777E+05
       3200.0000          4.20470753E+05          4.78450787E+07          8.15709495E+06          3.96545273E+05
       3300.0000          4.60295242E+05          5.22723005E+07          8.97487240E+06          4.34202770E+05
       3400.0000          5.03816205E+05          5.71431192E+07          9.79200122E+06          4.75177918E+05
       3500.0000          5.51439826E+05          6.24682135E+07          1.07174953E+07          5.20088952E+05
       3600.0000          6.00280683E+05          6.78260808E+07          1.16629489E+07          5.66131985E+05
       3700.0000          6.54574956E+05          7.38215122E+07          1.26938482E+07          6.17271215E+05
       3800.0000          7.11561426E+05          7.98204680E+07          1.37324813E+07          6.70822090E+05
       3900.0000          7.68118312E+05          8.64798822E+07          1.48819430E+07          7.24300889E+05
       4000.0000          8.31539824E+05          9.34930019E+07          1.60437347E+07          7.83936306E+05
       4100.0000          8.94916480E+05          1.00477286E+08          1.73120639E+07          8.43783310E+05
       4200.0000          9.66672739E+05          1.08340503E+08          1.86500344E+07          9.11306525E+05
       4300.0000          1.04087067E+06          1.16437139E+08          2.00682747E+07          9.81207549E+05
       4400.0000          1.11818175E+06          1.24486108E+08          2.14960514E+07          1.05389382E+06
       4500.0000          1.19438950E+06          1.33342786E+08          2.30254435E+07          1.12590107E+06
       4600.0000          1.28065191E+06          1.42578454E+08          2.46430650E+07          1.20708021E+06
       4700.0000          1.36880773E+06          1.52598359E+08          2.63575674E+07          1.29022983E+06
       4800.0000          1.46151366E+06          1.62802202E+08          2.81326851E+07          1.37758048E+06
       4900.0000          1.56061461E+06          1.73373968E+08          2.99663959E+07          1.47077905E+06
       5000.0000          1.66259307E+06          1.84523165E+08          3.18611936E+07          1.56672133E+06
       5100.0000          1.76095869E+06          1.95626002E+08          3.38697127E+07          1.65972572E+06
       5200.0000          1.87367413E+06          2.08672644E+08          3.59647469E+07          1.76582374E+06
       5300.0000          1.98783594E+06          2.21047797E+08          3.81601771E+07          1.87339990E+06
       5400.0000          2.10654525E+06          2.33166549E+08          4.04539936E+07          1.98523335E+06
       5500.0000          2.23109592E+06          2.47762320E+08          4.28556407E+07          2.10269344E+06
       5600.0000          2.36133320E+06          2.61805772E+08          4.52816765E+07          2.22522285E+06
       5700.0000          2.49753632E+06          2.76113137E+08          4.78297635E+07          2.35336331E+06
       5800.0000          2.63460389E+06          2.90814442E+08          5.05051178E+07          2.48260752E+06
       5900.0000          2.79439372E+06          3.08071735E+08          5.32368324E+07          2.63234535E+06
       6000.0000          2.93020704E+06          3.24149833E+08          5.60531215E+07          2.76092062E+06
       6100.0000          3.09878262E+06          3.40644307E+08          5.90580180E+07          2.91906466E+06
       6200.0000          3.25815593E+06          3.58040420E+08          6.21811100E+07          3.06939487E+06
       6300.0000          3.42044432E+06          3.76230165E+08          6.56860838E+07          3.22329488E+06
       6400.0000          3.59633351E+06          3.95185117E+08          6.89003870E+07          3.38862277E+06
       6500.0000          3.76998125E+06          4.16834195E+08          7.21950265E+07          3.55235101E+06
       6600.0000          3.96919634E+06          4.36012595E+08          7.56774251E+07          3.73904933E+06
       6700.0000          4.15607743E+06          4.56059283E+08          7.93094074E+07          3.91522694E+06
       6800.0000          4.34983158E+06          4.77473098E+08          8.30927642E+07          4.09797338E+06
       6900.0000          4.57365660E+06          4.99081936E+08          8.73520086E+07          4.30857961E+06
       7000.0000          4.77948382E+06          5.21285488E+08          9.11725932E+07          4.50218937E+06
       7100.0000          4.99581182E+06          5.45054620E+08          9.51763838E+07          4.70567964E+06
       7200.0000          5.22145231E+06          5.69589973E+08          9.94272297E+07          4.91809278E+06
       7300.0000          5.44495180E+06          5.96497704E+08          1.03725084E+08          5.12889748E+06
       7400.0000          5.70551151E+06          6.21284889E+08          1.08606743E+08          5.37385298E+06
       7500.0000          5.94142378E+06          6.50969492E+08          1.13048257E+08          5.59622845E+06
       7600.0000          6.19364906E+06          6.76452866E+08          1.17877173E+08          5.83371298E+06
       7700.0000          6.44818409E+06          7.03762316E+08          1.22859349E+08          6.07375688E+06
       7800.0000          6.73873261E+06          7.32423342E+08          1.28001423E+08          6.34624072E+06
       7900.0000          7.00058658E+06          7.62172976E+08          1.33750006E+08          6.59483371E+06
       8000.0000          7.28495965E+06          7.94830422E+08          1.38861100E+08          6.86206672E+06
       8100.0000          7.57853793E+06          8.24528250E+08          1.44186351E+08          7.13776604E+06
       8200.0000          7.88118580E+06          8.59808944E+08          1.50346038E+08          7.42396940E+06
       8300.0000          8.19272122E+06          8.91075199E+08          1.55967239E+08          7.71644181E+06
       8400.0000          8.53112306E+06          9.24694676E+08          1.61882396E+08          8.03363695E+06
       8500.0000          8.84260741E+06          9.62582388E+08          1.68036559E+08          8.32786652E+06
       8600.0000          9.20834480E+06          9.96503233E+08          1.74798097E+08          8.67140655E+06
       8700.0000          9.53059990E+06          1.03746901E+09          1.80912281E+08          8.97532209E+06
       8800.0000          9.91784958E+06          1.07174135E+09          1.88157310E+08          9.33915473E+06
       8900.0000          1.02598095E+07          1.10998279E+09          1.94585812E+08          9.66111395E+06
       9000.0000          1.06224506E+07          1.14950927E+09          2.01503548E+08          1.00027144E+07
       9100.0000          1.10004188E+07          1.19021433E+09          2.09207869E+08          1.03599299E+07
       9200.0000          1.14164129E+07          1.23505722E+09          2.16172765E+08          1.07493597E+07
       9300.0000          1.18651062E+07          1.27503578E+09          2.24447296E+08          1.11706349E+07
       9400.0000          1.22315023E+07          1.32273313E+09          2.31514334E+08          1.15165575E+07
       9500.0000          1.26272205E+07          1.36415509E+09          2.39323515E+08          1.18898301E+07
       9600.0000          1.30905304E+07          1.41386705E+09          2.48052097E+08          1.23259286E+07
       9700.0000          1.35152115E+07          1.45797651E+09          2.56163687E+08          1.27258296E+07
       9800.0000          1.39435105E+07          1.51030446E+09          2.64546407E+08          1.31302307E+07
       9900.0000          1.44355840E+07          1.55683137E+09          2.73198683E+08          1.35914010E+07
      10000.0000          1.48750703E+07          1.60585317E+09          2.82748385E+08          1.40083473E+07
      11000.0000          2.02498364E+07          2.17247899E+09          3.84438451E+08          1.90677345E+07
      12000.0000          2.69807638E+07          2.88364553E+09          5.07023763E+08          2.53919757E+07
      13000.0000          3.47934518E+07          3.71607725E+09          6.58860501E+08          3.27569065E+07
      14000.0000          4.42747523E+07          4.71439610E+09          8.34142274E+08          4.16715485E+07
      15000.0000          5.53970776E+07          5.89358094E+09          1.04696407E+09          5.21476692E+07
      16000.0000          6.83975567E+07          7.25158090E+09          1.28867764E+09          6.43736949E+07
      17000.0000          8.33066138E+07          8.81876402E+09          1.57268893E+09          7.84123256E+07
      18000.0000          1.00559117E+08          1.06283079E+10          1.89360757E+09          9.46379993E+07
      19000.0000          1.20346007E+08          1.26781038E+10          2.25497765E+09          1.13228309E+08
      20000.0000          1.42712274E+08          1.49463310E+10          2.67573618E+09          1.34268906E+08
      21000.0000          1.67134214E+08          1.75318705E+10          3.12926691E+09          1.57237203E+08
      22000.0000          1.94408011E+08          2.04489950E+10          3.64608214E+09          1.82916007E+08
      23000.0000          2.25628836E+08          2.35965323E+10          4.22300614E+09          2.12258575E+08
      24000.0000          2.59906104E+08          2.71846251E+10          4.85851651E+09          2.44489633E+08
      25000.0000          2.97765253E+08          3.10999992E+10          5.56616042E+09          2.80099365E+08
      26000.0000          3.37936480E+08          3.52256866E+10          6.34231817E+09          3.17945268E+08
      27000.0000          3.82684477E+08          3.99309303E+10          7.15383399E+09          3.59978041E+08
      28000.0000          4.33951783E+08          4.49624993E+10          8.09946834E+09          4.08145085E+08
      29000.0000          4.86357644E+08          5.07065801E+10          9.07772331E+09          4.57460479E+08
      30000.0000          5.42633268E+08          5.65489775E+10          1.01462248E+10          5.10436415E+08
      31000.0000          6.04495251E+08          6.30367452E+10          1.13089152E+10          5.68646335E+08
      32000.0000          6.73349970E+08          6.97836828E+10          1.25687368E+10          6.33310495E+08
      33000.0000          7.43703157E+08          7.71712575E+10          1.39332772E+10          6.99618062E+08
      34000.0000          8.21311148E+08          8.50869520E+10          1.54367759E+10          7.72738763E+08
      35000.0000          9.04561292E+08          9.36887674E+10          1.69271890E+10          8.50876655E+08
      36000.0000          9.93681161E+08          1.02908105E+11          1.85748002E+10          9.34655602E+08
      37000.0000          1.08894502E+09          1.12903807E+11          2.03234499E+10          1.02418999E+09
      38000.0000          1.19068508E+09          1.23537600E+11          2.22543052E+10          1.11996824E+09
      39000.0000          1.30052436E+09          1.34026121E+11          2.42950883E+10          1.22317810E+09
      40000.0000          1.41686269E+09          1.45985280E+11          2.64408677E+10          1.33252504E+09
      41000.0000          1.53203487E+09          1.58116479E+11          2.87504478E+10          1.44126864E+09
      42000.0000          1.66215714E+09          1.71578554E+11          3.09753282E+10          1.56313545E+09
      43000.0000          1.80129106E+09          1.85285333E+11          3.35283452E+10          1.69382444E+09
      44000.0000          1.94040559E+09          2.00568380E+11          3.62344339E+10          1.82501714E+09
      45000.0000          2.08960077E+09          2.16353648E+11          3.91012002E+10          1.96557477E+09
      46000.0000          2.25319403E+09          2.31413638E+11          4.19336470E+10          2.11872090E+09
