#Energy      C-K-shell   Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   Valence  Total
        970.0000          2.74737767E+04          1.00000000E+30          8.21217955E+03          4.61248793E+03          2.30624396E+03          5.74185884E+01          5.48710703E+01
        980.0000          2.73425579E+04          1.00000000E+30          8.23943460E+03          4.63746226E+03          2.31873113E+03          5.79173317E+01          5.53377863E+01
        990.0000          2.72193335E+04          1.00000000E+30          8.26712831E+03          4.66251403E+03          2.33125701E+03          5.84154324E+01          5.58039038E+01
       1000.0000          2.71036770E+04          1.00000000E+30          8.29524094E+03          4.68763918E+03          2.34381959E+03          5.89128976E+01          5.62694296E+01
       1100.0000          2.62886694E+04          1.00000000E+30          8.59574322E+03          4.94219519E+03          2.47109760E+03          6.38542617E+01          6.08937173E+01
       1200.0000          2.59225166E+04          1.00000000E+30          8.92261266E+03          5.20096783E+03          2.60048391E+03          6.87414757E+01          6.54676259E+01
       1300.0000          2.58456966E+04          1.00000000E+30          9.26707612E+03          5.45980714E+03          2.72990357E+03          7.35803065E+01          6.99953514E+01
       1400.0000          2.59643753E+04          1.00000000E+30          9.62355546E+03          5.72195892E+03          2.86097946E+03          7.83753910E+01          7.44832965E+01
       1500.0000          2.62202363E+04          1.00000000E+30          9.98836167E+03          5.98769436E+03          2.99384718E+03          8.31290406E+01          7.89342423E+01
       1600.0000          2.65753475E+04          1.00000000E+30          1.03589761E+04          6.24606775E+03          3.12303388E+03          8.78446702E+01          8.33458657E+01
       1700.0000          2.70040847E+04          1.00000000E+30          1.07336337E+04          6.51269792E+03          3.25634896E+03          9.25266502E+01          8.77305946E+01
       1800.0000          2.74885834E+04          1.00000000E+30          1.11110709E+04          6.77233223E+03          3.38616611E+03          9.71775836E+01          9.20827528E+01
       1843.9990          2.77159876E+04          1.00000000E+30          1.12714886E+04          6.88898378E+03          3.44449189E+03          9.92131811E+01          9.39886421E+01
       1844.0010          2.77159981E+04          4.62680434E+14          1.12714975E+04          6.88898950E+03          3.44449475E+03          9.92132740E+01          9.39887294E+01
       1900.0000          2.80160451E+04          3.60904031E+08          1.14814141E+04          7.03478470E+03          3.51739235E+03          1.01796975E+02          9.64067215E+01
       2000.0000          2.85770907E+04          7.47773254E+07          1.18595438E+04          7.29531094E+03          3.64765547E+03          1.06389496E+02          1.00705199E+02
       2100.0000          2.91647034E+04          3.45813838E+07          1.22476846E+04          7.55831568E+03          3.77915784E+03          1.10955266E+02          1.04981145E+02
       2200.0000          2.97735454E+04          2.06741844E+07          1.26333902E+04          7.81525436E+03          3.90762718E+03          1.15495092E+02          1.09229549E+02
       2300.0000          3.03994909E+04          1.40767452E+07          1.30057946E+04          8.07467372E+03          4.03733686E+03          1.20013383E+02          1.13458553E+02
       2400.0000          3.10393098E+04          1.03765138E+07          1.33873893E+04          8.33242380E+03          4.16621190E+03          1.24509600E+02          1.17667003E+02
       2500.0000          3.16904414E+04          8.07176288E+06          1.37669540E+04          8.58860627E+03          4.29430314E+03          1.28983858E+02          1.21854257E+02
       2600.0000          3.23508352E+04          6.52839518E+06          1.41546474E+04          8.84331431E+03          4.42165715E+03          1.33438308E+02          1.26023125E+02
       2700.0000          3.30188326E+04          5.43876904E+06          1.45301989E+04          9.09663326E+03          4.54831663E+03          1.37872998E+02          1.30172130E+02
       2800.0000          3.36930808E+04          4.63776696E+06          1.49136242E+04          9.35222116E+03          4.67611058E+03          1.42290318E+02          1.34307284E+02
       2900.0000          3.43724682E+04          4.02990665E+06          1.52856077E+04          9.60289609E+03          4.80144805E+03          1.46689773E+02          1.38422179E+02
       3000.0000          3.50560749E+04          3.55665968E+06          1.56651918E+04          9.85583426E+03          4.92791713E+03          1.51072542E+02          1.42523892E+02
       3100.0000          3.57431350E+04          3.18038262E+06          1.60429134E+04          1.01075174E+04          5.05375868E+03          1.55438256E+02          1.46609162E+02
       3200.0000          3.64330072E+04          2.87591482E+06          1.64188604E+04          1.03580027E+04          5.17900135E+03          1.59790491E+02          1.50681229E+02
       3300.0000          3.70951779E+04          2.62589558E+06          1.67931153E+04          1.06073437E+04          5.30367185E+03          1.64126156E+02          1.54736874E+02
       3400.0000          3.77794825E+04          2.41799288E+06          1.71657553E+04          1.08555902E+04          5.42779512E+03          1.68447936E+02          1.58779400E+02
       3500.0000          3.85053446E+04          2.24324020E+06          1.75368531E+04          1.11027890E+04          5.55139448E+03          1.72757020E+02          1.62810284E+02
       3600.0000          3.91860033E+04          2.09496788E+06          1.79146701E+04          1.13489835E+04          5.67449176E+03          1.77051178E+02          1.66826762E+02
       3700.0000          3.99065892E+04          1.96813564E+06          1.82827176E+04          1.15973161E+04          5.79865807E+03          1.81331865E+02          1.70832294E+02
       3800.0000          4.05838705E+04          1.85885557E+06          1.86494160E+04          1.18415682E+04          5.92078408E+03          1.85601774E+02          1.74824453E+02
       3900.0000          4.12995108E+04          1.76410673E+06          1.90226235E+04          1.20879601E+04          6.04398005E+03          1.89860270E+02          1.78808944E+02
       4000.0000          4.19736791E+04          1.68149202E+06          1.93866269E+04          1.23304137E+04          6.16520687E+03          1.94106412E+02          1.82778090E+02
       4100.0000          4.26846951E+04          1.60909317E+06          1.97570168E+04          1.25749987E+04          6.28749937E+03          1.98340549E+02          1.86739062E+02
       4200.0000          4.33932553E+04          1.54536165E+06          2.01260383E+04          1.28157823E+04          6.40789116E+03          2.02563029E+02          1.90686838E+02
       4300.0000          4.40626959E+04          1.48903240E+06          2.04862964E+04          1.30586802E+04          6.52934010E+03          2.06774912E+02          1.94624907E+02
       4400.0000          4.47670880E+04          1.43906399E+06          2.08527831E+04          1.33007644E+04          6.65038222E+03          2.10977331E+02          1.98555129E+02
       4500.0000          4.54692501E+04          1.39459286E+06          2.12180309E+04          1.35420604E+04          6.77103020E+03          2.15169472E+02          2.02475419E+02
       4600.0000          4.61692534E+04          1.35489758E+06          2.15820787E+04          1.37797807E+04          6.88989033E+03          2.19352147E+02          2.06384633E+02
       4700.0000          4.68671667E+04          1.31937177E+06          2.19449634E+04          1.40195931E+04          7.00979653E+03          2.23522937E+02          2.10284448E+02
       4800.0000          4.75630559E+04          1.28750127E+06          2.23067202E+04          1.42586855E+04          7.12934276E+03          2.27687657E+02          2.14178137E+02
       4900.0000          4.82569850E+04          1.25885048E+06          2.26673828E+04          1.44970787E+04          7.24853933E+03          2.31842333E+02          2.18062207E+02
       5000.0000          4.89490153E+04          1.23304575E+06          2.30269835E+04          1.47347921E+04          7.36739604E+03          2.35987983E+02          2.21937580E+02
       5100.0000          4.96392057E+04          1.20976673E+06          2.33855528E+04          1.49718444E+04          7.48592222E+03          2.40124461E+02          2.25804151E+02
       5200.0000          5.03276127E+04          1.18873699E+06          2.37431204E+04          1.52082537E+04          7.60412683E+03          2.44251990E+02          2.29662139E+02
       5300.0000          5.10461047E+04          1.16971696E+06          2.40997141E+04          1.54440368E+04          7.72201842E+03          2.48371312E+02          2.33512885E+02
       5400.0000          5.17306377E+04          1.15249827E+06          2.44553611E+04          1.56818253E+04          7.84091266E+03          2.52480802E+02          2.37355432E+02
       5500.0000          5.24135490E+04          1.13689926E+06          2.48100871E+04          1.59163797E+04          7.95818985E+03          2.56587114E+02          2.41192743E+02
       5600.0000          5.30948866E+04          1.12276012E+06          2.51704084E+04          1.61503553E+04          8.07517765E+03          2.60683047E+02          2.45020896E+02
       5700.0000          5.38050705E+04          1.10994122E+06          2.55232905E+04          1.63837664E+04          8.19188321E+03          2.64767375E+02          2.48838242E+02
       5800.0000          5.44829418E+04          1.09831876E+06          2.58753228E+04          1.66191640E+04          8.30958202E+03          2.68852500E+02          2.52656824E+02
       5900.0000          5.51593779E+04          1.08778331E+06          2.62328692E+04          1.68514605E+04          8.42573027E+03          2.72922676E+02          2.56460478E+02
       6000.0000          5.58638272E+04          1.07823824E+06          2.65831910E+04          1.70832336E+04          8.54161682E+03          2.76993474E+02          2.60264168E+02
       6100.0000          5.65370664E+04          1.06959710E+06          2.69327259E+04          1.73169795E+04          8.65848976E+03          2.81053585E+02          2.64058980E+02
       6200.0000          5.72378885E+04          1.06178287E+06          2.72876815E+04          1.75477112E+04          8.77385561E+03          2.85101743E+02          2.67842203E+02
       6300.0000          5.79080961E+04          1.05472668E+06          2.76356249E+04          1.77779565E+04          8.88897824E+03          2.89150462E+02          2.71624178E+02
       6400.0000          5.86054492E+04          1.04836684E+06          2.79889446E+04          1.80101536E+04          9.00507681E+03          2.93190643E+02          2.75401046E+02
       6500.0000          5.92727793E+04          1.04264774E+06          2.83353680E+04          1.82394244E+04          9.11971220E+03          2.97223781E+02          2.79168265E+02
       6600.0000          5.99668120E+04          1.03751994E+06          2.86871199E+04          1.84706441E+04          9.23532207E+03          3.01250597E+02          2.82932336E+02
       6700.0000          6.06314082E+04          1.03293747E+06          2.90320902E+04          1.86989814E+04          9.34949070E+03          3.05271338E+02          2.86687657E+02
       6800.0000          6.13222601E+04          1.02886007E+06          2.93823375E+04          1.89292608E+04          9.46463042E+03          3.09285586E+02          2.90439674E+02
       6900.0000          6.19842561E+04          1.02525044E+06          2.97259171E+04          1.91567034E+04          9.57835168E+03          3.13293565E+02          2.94182817E+02
       7000.0000          6.26720584E+04          1.02207508E+06          3.00747187E+04          1.93860775E+04          9.69303875E+03          3.17296214E+02          2.97923676E+02
       7100.0000          6.33583398E+04          1.01930320E+06          3.04169663E+04          1.96150072E+04          9.80750362E+03          3.21294120E+02          3.01659323E+02
       7200.0000          6.40164551E+04          1.01690723E+06          3.07643771E+04          1.98411629E+04          9.92058144E+03          3.25279076E+02          3.05381416E+02
       7300.0000          6.46998676E+04          1.01486119E+06          3.11111078E+04          2.00692388E+04          1.00346194E+04          3.29269702E+02          3.09110341E+02
       7400.0000          6.53818433E+04          1.01314216E+06          3.14514193E+04          2.02945816E+04          1.01472908E+04          3.33250175E+02          3.12827670E+02
       7500.0000          6.60363389E+04          1.01172838E+06          3.17968361E+04          2.05218340E+04          1.02609170E+04          3.37223834E+02          3.16540193E+02
       7600.0000          6.67156113E+04          1.01060053E+06          3.21416064E+04          2.07486776E+04          1.03743388E+04          3.41187773E+02          3.20244334E+02
       7700.0000          6.73935239E+04          1.00974029E+06          3.24800949E+04          2.09751195E+04          1.04875597E+04          3.45157347E+02          3.23952466E+02
       7800.0000          6.80446372E+04          1.00913128E+06          3.28236219E+04          2.11989153E+04          1.05994577E+04          3.49112574E+02          3.27645914E+02
       7900.0000          6.87199982E+04          1.00875801E+06          3.31665348E+04          2.14245922E+04          1.07122961E+04          3.53071816E+02          3.31344715E+02
       8000.0000          6.93940704E+04          1.00860635E+06          3.35088434E+04          2.16498864E+04          1.08249432E+04          3.57018942E+02          3.35032453E+02
       8100.0000          7.00668760E+04          1.00866319E+06          3.38450352E+04          2.18725897E+04          1.09362948E+04          3.60963303E+02          3.38715224E+02
       8200.0000          7.07384362E+04          1.00891635E+06          3.41861856E+04          2.20971602E+04          1.10485801E+04          3.64899911E+02          3.42392949E+02
       8300.0000          7.13841138E+04          1.00935471E+06          3.45267606E+04          2.23213657E+04          1.11606828E+04          3.68836145E+02          3.46069391E+02
       8400.0000          7.20533475E+04          1.00996774E+06          3.48667704E+04          2.25452138E+04          1.12726069E+04          3.72758667E+02          3.49733974E+02
       8500.0000          7.27213981E+04          1.01074573E+06          3.52062256E+04          2.27687159E+04          1.13843580E+04          3.76685175E+02          3.53401710E+02
       8600.0000          7.33882848E+04          1.01167972E+06          3.55451357E+04          2.29918790E+04          1.14959395E+04          3.80608733E+02          3.57066497E+02
       8700.0000          7.40540266E+04          1.01276125E+06          3.58781392E+04          2.32125394E+04          1.16062697E+04          3.84519678E+02          3.60717723E+02
       8800.0000          7.47186415E+04          1.01398247E+06          3.62159953E+04          2.34350328E+04          1.17175164E+04          3.88433552E+02          3.64373294E+02
       8900.0000          7.53821476E+04          1.01533609E+06          3.65533290E+04          2.36571956E+04          1.18285978E+04          3.92343128E+02          3.68024741E+02
       9000.0000          7.60445623E+04          1.01681523E+06          3.68901490E+04          2.38790356E+04          1.19395178E+04          3.96234286E+02          3.71659649E+02
       9100.0000          7.66823788E+04          1.01841350E+06          3.72264634E+04          2.41005591E+04          1.20502795E+04          4.00140800E+02          3.75307177E+02
       9200.0000          7.73427701E+04          1.02012495E+06          3.75622795E+04          2.43217706E+04          1.21608853E+04          4.04033424E+02          3.78942725E+02
       9300.0000          7.80021208E+04          1.02194390E+06          3.78976042E+04          2.45426737E+04          1.22713369E+04          4.07924731E+02          3.82576795E+02
       9400.0000          7.86604467E+04          1.02386512E+06          3.82324442E+04          2.47632721E+04          1.23816360E+04          4.11813183E+02          3.86208038E+02
       9500.0000          7.93177634E+04          1.02588365E+06          3.85668060E+04          2.49835692E+04          1.24917846E+04          4.15691237E+02          3.89829824E+02
       9600.0000          7.99740859E+04          1.02799482E+06          3.89006961E+04          2.52035690E+04          1.26017845E+04          4.19561855E+02          3.93444762E+02
       9700.0000          8.06294289E+04          1.03019425E+06          3.92341211E+04          2.54232752E+04          1.27116376E+04          4.23434303E+02          3.97061005E+02
       9800.0000          8.12838070E+04          1.03247785E+06          3.95670873E+04          2.56426917E+04          1.28213459E+04          4.27304588E+02          4.00675046E+02
       9900.0000          8.19372343E+04          1.03484173E+06          3.98996012E+04          2.58618225E+04          1.29309112E+04          4.31171836E+02          4.04286119E+02
      10000.0000          8.25897246E+04          1.03728222E+06          4.02316689E+04          2.60806712E+04          1.30403356E+04          4.35034745E+02          4.07893086E+02
      11000.0000          8.90872906E+04          1.06522727E+06          4.35290674E+04          2.82544158E+04          1.41272079E+04          4.73454234E+02          4.43763706E+02
      12000.0000          9.55021908E+04          1.09799300E+06          4.67971060E+04          3.04054939E+04          1.52027469E+04          5.11528511E+02          4.79307760E+02
      13000.0000          1.01883784E+05          1.13399610E+06          5.00299957E+04          3.25363767E+04          1.62681883E+04          5.49288090E+02          5.14554766E+02
      14000.0000          1.08177982E+05          1.17224083E+06          5.32312368E+04          3.46490890E+04          1.73245445E+04          5.86789863E+02          5.49555326E+02
      15000.0000          1.14430739E+05          1.21207330E+06          5.64081512E+04          3.67434775E+04          1.83717387E+04          6.24034096E+02          5.84311619E+02
      16000.0000          1.20645888E+05          1.25304885E+06          5.95629422E+04          3.88228031E+04          1.94114016E+04          6.61037659E+02          6.18841358E+02
      17000.0000          1.26808988E+05          1.29485622E+06          6.26932276E+04          4.08866941E+04          2.04433471E+04          6.97802118E+02          6.53145091E+02
      18000.0000          1.32924176E+05          1.33727224E+06          6.58008308E+04          4.29362078E+04          2.14681039E+04          7.34400070E+02          6.87287587E+02
      19000.0000          1.39012065E+05          1.38013365E+06          6.88914851E+04          4.49741163E+04          2.24870581E+04          7.70810109E+02          7.21253440E+02
      20000.0000          1.45058027E+05          1.42331893E+06          7.19622774E+04          4.69977320E+04          2.34988660E+04          8.07042331E+02          7.55048752E+02
      21000.0000          1.51064798E+05          1.46612561E+06          7.50146416E+04          4.90129601E+04          2.45064801E+04          8.43078188E+02          7.88661953E+02
      22000.0000          1.57051013E+05          1.51025152E+06          7.80497299E+04          5.10155302E+04          2.55077651E+04          8.78981238E+02          8.22146539E+02
      23000.0000          1.62986332E+05          1.55250609E+06          8.10719627E+04          5.30075510E+04          2.65037755E+04          9.14723719E+02          8.55478605E+02
      24000.0000          1.68904687E+05          1.59625305E+06          8.40788154E+04          5.49912820E+04          2.74956410E+04          9.50321907E+02          8.88675854E+02
      25000.0000          1.74791869E+05          1.64134309E+06          8.70672797E+04          5.69658054E+04          2.84829027E+04          9.85801040E+02          9.21758924E+02
      26000.0000          1.80649442E+05          1.68465192E+06          9.00488997E+04          5.89312511E+04          2.94656255E+04          1.02113879E+03          9.54708767E+02
      27000.0000          1.86478887E+05          1.72778549E+06          9.30134533E+04          6.08880770E+04          3.04440385E+04          1.05633201E+03          9.87522420E+02
      28000.0000          1.92296641E+05          1.77216944E+06          9.59653314E+04          6.28386483E+04          3.14193241E+04          1.09146066E+03          1.02027308E+03
      29000.0000          1.98073432E+05          1.81632368E+06          9.89087776E+04          6.47797869E+04          3.23898934E+04          1.12646865E+03          1.05290839E+03
      30000.0000          2.03840713E+05          1.85889912E+06          1.01836715E+05          6.67148151E+04          3.33574076E+04          1.16135582E+03          1.08543048E+03
      31000.0000          2.09584124E+05          1.90265435E+06          1.04757153E+05          6.86427989E+04          3.43213994E+04          1.19612238E+03          1.11784027E+03
      32000.0000          2.15290442E+05          1.94621163E+06          1.07666934E+05          7.05625451E+04          3.52812725E+04          1.23083409E+03          1.15019305E+03
      33000.0000          2.20989601E+05          1.98958035E+06          1.10566055E+05          7.24773114E+04          3.62386557E+04          1.26541347E+03          1.18242460E+03
      34000.0000          2.26667772E+05          2.03402218E+06          1.13455331E+05          7.43855311E+04          3.71927656E+04          1.29990987E+03          1.21457694E+03
      35000.0000          2.32325748E+05          2.07701364E+06          1.16335134E+05          7.62875336E+04          3.81437668E+04          1.33433650E+03          1.24666103E+03
      36000.0000          2.37977915E+05          2.11984186E+06          1.19205833E+05          7.81845003E+04          3.90922502E+04          1.36864208E+03          1.27863398E+03
      37000.0000          2.43597880E+05          2.16251418E+06          1.22066906E+05          8.00758599E+04          4.00379299E+04          1.40280445E+03          1.31047518E+03
      38000.0000          2.49199608E+05          2.20620281E+06          1.24923826E+05          8.19597050E+04          4.09798525E+04          1.43698508E+03          1.34232549E+03
      39000.0000          2.54796755E+05          2.24855839E+06          1.27767924E+05          8.38410087E+04          4.19205044E+04          1.47110535E+03          1.37411883E+03
      40000.0000          2.60364346E+05          2.29190780E+06          1.30603916E+05          8.57158786E+04          4.28579393E+04          1.50502097E+03          1.40572687E+03
      41000.0000          2.65927824E+05          2.33509161E+06          1.33435849E+05          8.75863059E+04          4.37931530E+04          1.53902793E+03          1.43741022E+03
      42000.0000          2.71463170E+05          2.37700661E+06          1.36260585E+05          8.94506229E+04          4.47253114E+04          1.57282241E+03          1.46890102E+03
      43000.0000          2.76994948E+05          2.41988661E+06          1.39074074E+05          9.13112437E+04          4.56556218E+04          1.60668249E+03          1.50044488E+03
      44000.0000          2.82512283E+05          2.46261724E+06          1.41882869E+05          9.31675489E+04          4.65837745E+04          1.64040401E+03          1.53186325E+03
      45000.0000          2.88002645E+05          2.50520336E+06          1.44686358E+05          9.50185898E+04          4.75092949E+04          1.67395220E+03          1.56312463E+03
      46000.0000          2.93490428E+05          2.54764961E+06          1.47477865E+05          9.68676348E+04          4.84338174E+04          1.70760192E+03          1.59447129E+03
      47000.0000          2.98964779E+05          2.58891978E+06          1.50267833E+05          9.87094243E+04          4.93547121E+04          1.74116251E+03          1.62573318E+03
      48000.0000          3.04425727E+05          2.63111042E+06          1.53050092E+05          1.00549040E+05          5.02745200E+04          1.77465202E+03          1.65693030E+03
      49000.0000          3.09873493E+05          2.67317391E+06          1.55825654E+05          1.02384725E+05          5.11923627E+04          1.80807010E+03          1.68806062E+03
      50000.0000          3.15308481E+05          2.71511408E+06          1.58595566E+05          1.04216191E+05          5.21080954E+04          1.84139645E+03          1.71910637E+03
