#Energy      O-K-shell   Valence  Total
        100.0000          1.00000000E+30          5.69931574E+00          5.69931574E+00
        110.0000          1.00000000E+30          5.86448573E+00          5.86448573E+00
        120.0000          1.00000000E+30          6.05462733E+00          6.05462733E+00
        130.0000          1.00000000E+30          6.26136461E+00          6.26136461E+00
        140.0000          1.00000000E+30          6.47940128E+00          6.47940128E+00
        150.0000          1.00000000E+30          6.70526388E+00          6.70526388E+00
        160.0000          1.00000000E+30          6.93660282E+00          6.93660282E+00
        170.0000          1.00000000E+30          7.17178667E+00          7.17178667E+00
        180.0000          1.00000000E+30          7.40965740E+00          7.40965740E+00
        190.0000          1.00000000E+30          7.64937763E+00          7.64937763E+00
        200.0000          1.00000000E+30          7.89033233E+00          7.89033233E+00
        210.0000          1.00000000E+30          8.13206388E+00          8.13206388E+00
        220.0000          1.00000000E+30          8.37422811E+00          8.37422811E+00
        230.0000          1.00000000E+30          8.61656395E+00          8.61656395E+00
        240.0000          1.00000000E+30          8.85332203E+00          8.85332203E+00
        250.0000          1.00000000E+30          9.09620624E+00          9.09620624E+00
        260.0000          1.00000000E+30          9.33784211E+00          9.33784211E+00
        270.0000          1.00000000E+30          9.58369327E+00          9.58369327E+00
        280.0000          1.00000000E+30          9.82284463E+00          9.82284463E+00
        290.0000          1.00000000E+30          1.00609378E+01          1.00609378E+01
        300.0000          1.00000000E+30          1.03029634E+01          1.03029634E+01
        310.0000          1.00000000E+30          1.05437626E+01          1.05437626E+01
        320.0000          1.00000000E+30          1.07833900E+01          1.07833900E+01
        330.0000          1.00000000E+30          1.10172628E+01          1.10172628E+01
        340.0000          1.00000000E+30          1.12547955E+01          1.12547955E+01
        350.0000          1.00000000E+30          1.14957354E+01          1.14957354E+01
        360.0000          1.00000000E+30          1.17311550E+01          1.17311550E+01
        370.0000          1.00000000E+30          1.19656284E+01          1.19656284E+01
        380.0000          1.00000000E+30          1.21991927E+01          1.21991927E+01
        390.0000          1.00000000E+30          1.24359945E+01          1.24359945E+01
        400.0000          1.00000000E+30          1.26677517E+01          1.26677517E+01
        410.0000          1.00000000E+30          1.29026792E+01          1.29026792E+01
        420.0000          1.00000000E+30          1.31327582E+01          1.31327582E+01
        430.0000          1.00000000E+30          1.33659352E+01          1.33659352E+01
        440.0000          1.00000000E+30          1.35982587E+01          1.35982587E+01
        450.0000          1.00000000E+30          1.38259889E+01          1.38259889E+01
        460.0000          1.00000000E+30          1.40567244E+01          1.40567244E+01
        470.0000          1.00000000E+30          1.42866819E+01          1.42866819E+01
        480.0000          1.00000000E+30          1.45158839E+01          1.45158839E+01
        490.0000          1.00000000E+30          1.47443522E+01          1.47443522E+01
        500.0000          1.00000000E+30          1.49721075E+01          1.49721075E+01
        510.0000          1.00000000E+30          1.51991697E+01          1.51991697E+01
        520.0000          1.00000000E+30          1.54255577E+01          1.54255577E+01
        530.0000          1.00000000E+30          1.56512896E+01          1.56512896E+01
        537.9990          1.00000000E+30          1.58300435E+01          1.58300435E+01
        538.0010          1.07067813E+12          1.58300899E+01          1.58300899E+01
        540.0000          6.74399041E+07          1.58763827E+01          1.58763790E+01
        550.0000          4.58901410E+06          1.61008538E+01          1.61007973E+01
        560.0000          1.82608178E+06          1.63247187E+01          1.63245728E+01
        570.0000          1.02804761E+06          1.65479928E+01          1.65477264E+01
        580.0000          6.75966729E+05          1.67739141E+01          1.67734979E+01
        590.0000          4.85616966E+05          1.69960088E+01          1.69954140E+01
        600.0000          3.69558257E+05          1.72175551E+01          1.72167530E+01
        610.0000          2.92875367E+05          1.74417039E+01          1.74406652E+01
        620.0000          2.39198200E+05          1.76621510E+01          1.76608469E+01
        630.0000          1.99990397E+05          1.78820875E+01          1.78804887E+01
        640.0000          1.70355079E+05          1.81045764E+01          1.81026526E+01
        650.0000          1.47336910E+05          1.83234854E+01          1.83212069E+01
        660.0000          1.29062341E+05          1.85449230E+01          1.85422586E+01
        670.0000          1.14280085E+05          1.87628481E+01          1.87597681E+01
        680.0000          1.02128883E+05          1.89832759E+01          1.89797480E+01
        690.0000          9.20062546E+04          1.92002578E+01          1.91962519E+01
        700.0000          8.34729652E+04          1.94197149E+01          1.94151980E+01
        710.0000          7.62031640E+04          1.96357917E+01          1.96307333E+01
        720.0000          6.99542661E+04          1.98543145E+01          1.98486811E+01
        730.0000          6.45364931E+04          2.00723795E+01          2.00661384E+01
        740.0000          5.98061612E+04          2.02871445E+01          2.02802651E+01
        750.0000          5.56488619E+04          2.05043257E+01          2.04967735E+01
        760.0000          5.19722572E+04          2.07210726E+01          2.07128145E+01
        770.0000          4.87035453E+04          2.09345991E+01          2.09256045E+01
        780.0000          4.57829672E+04          2.11505084E+01          2.11407419E+01
        790.0000          4.31610674E+04          2.13660051E+01          2.13554336E+01
        800.0000          4.07977022E+04          2.15783596E+01          2.15669526E+01
        810.0000          3.86587575E+04          2.17930609E+01          2.17807825E+01
        820.0000          3.67163636E+04          2.20073697E+01          2.19941866E+01
        830.0000          3.49460029E+04          2.22212921E+01          2.22071711E+01
        840.0000          3.33278958E+04          2.24348346E+01          2.24197426E+01
        850.0000          3.18443720E+04          2.26453428E+01          2.26292506E+01
        860.0000          3.04807837E+04          2.28581524E+01          2.28410235E+01
        870.0000          2.92239879E+04          2.30705991E+01          2.30524006E+01
        880.0000          2.80630582E+04          2.32826886E+01          2.32633880E+01
        890.0000          2.69882065E+04          2.34944263E+01          2.34739912E+01
        900.0000          2.59909744E+04          2.37058176E+01          2.36842157E+01
        910.0000          2.50639455E+04          2.39142956E+01          2.38914999E+01
        920.0000          2.42005181E+04          2.41250186E+01          2.41009928E+01
        930.0000          2.33949701E+04          2.43354097E+01          2.43101224E+01
        940.0000          2.26421622E+04          2.45454737E+01          2.45188938E+01
        950.0000          2.19374979E+04          2.47552152E+01          2.47273119E+01
        960.0000          2.12769670E+04          2.49646387E+01          2.49353816E+01
        970.0000          2.06568986E+04          2.51737487E+01          2.51431078E+01
        980.0000          2.00740168E+04          2.53825493E+01          2.53504949E+01
        990.0000          1.95254233E+04          2.55910448E+01          2.55575477E+01
       1000.0000          1.90084699E+04          2.57992392E+01          2.57642706E+01
       1100.0000          1.51478702E+04          2.78654558E+01          2.78142897E+01
       1200.0000          1.28005330E+04          2.99099623E+01          2.98402370E+01
       1300.0000          1.12822128E+04          3.19307322E+01          3.18406174E+01
       1400.0000          1.02576126E+04          3.39301410E+01          3.38182768E+01
       1500.0000          9.54559551E+03          3.59122258E+01          3.57776240E+01
       1600.0000          9.04113168E+03          3.78784718E+01          3.77204393E+01
       1700.0000          8.67993429E+03          3.98282181E+01          3.96462995E+01
       1800.0000          8.42088990E+03          4.17626925E+01          4.15565961E+01
       1900.0000          8.23673055E+03          4.36849009E+01          4.34544329E+01
       2000.0000          8.10878619E+03          4.55919129E+01          4.53370041E+01
       2100.0000          8.02392120E+03          4.74883702E+01          4.72089710E+01
       2200.0000          7.97266827E+03          4.93749120E+01          4.90710141E+01
       2300.0000          7.94805932E+03          5.12485655E+01          5.09202352E+01
       2400.0000          7.94486545E+03          5.31135697E+01          5.27608492E+01
       2500.0000          7.95909735E+03          5.49686492E+01          5.45916181E+01
       2600.0000          7.98766356E+03          5.68142825E+01          5.64130305E+01
       2700.0000          8.02813735E+03          5.86509200E+01          5.82255434E+01
       2800.0000          8.07858897E+03          6.04807542E+01          6.00313267E+01
       2900.0000          8.13746721E+03          6.23006325E+01          6.18272814E+01
       3000.0000          8.20351218E+03          6.41143981E+01          6.36171990E+01
       3100.0000          8.27569140E+03          6.59188980E+01          6.53979792E+01
       3200.0000          8.35315114E+03          6.77179280E+01          6.71733621E+01
       3300.0000          8.43518031E+03          6.95099502E+01          6.89418362E+01
       3400.0000          8.52118216E+03          7.12953083E+01          7.07037419E+01
       3500.0000          8.61065279E+03          7.30742557E+01          7.24593300E+01
       3600.0000          8.70316390E+03          7.48470239E+01          7.42088295E+01
       3700.0000          8.79834972E+03          7.66151654E+01          7.59537675E+01
       3800.0000          8.89589562E+03          7.83763209E+01          7.76918255E+01
       3900.0000          8.99553041E+03          8.01315544E+01          7.94240505E+01
       4000.0000          9.09701853E+03          8.18829407E+01          8.11524812E+01
       4100.0000          9.20015531E+03          8.36275691E+01          8.28742587E+01
       4200.0000          9.30476133E+03          8.53687379E+01          8.45926229E+01
       4300.0000          9.41067937E+03          8.71033605E+01          8.63045430E+01
       4400.0000          9.51777099E+03          8.88344931E+01          8.80130200E+01
       4500.0000          9.62591382E+03          9.05612532E+01          8.97171878E+01
       4600.0000          9.73499941E+03          9.22829830E+01          9.14164007E+01
       4700.0000          9.84493138E+03          9.39994529E+01          9.31104340E+01
       4800.0000          9.95562380E+03          9.57125958E+01          9.48011845E+01
       4900.0000          1.00669999E+04          9.74215237E+01          9.64877811E+01
       5000.0000          1.01789910E+04          9.91264870E+01          9.81704694E+01
       5100.0000          1.02915353E+04          1.00827462E+02          9.98492267E+01
       5200.0000          1.04045774E+04          1.02524534E+02          1.01524136E+02
       5300.0000          1.05180672E+04          1.04217953E+02          1.03195444E+02
       5400.0000          1.06319594E+04          1.05909043E+02          1.04864448E+02
       5500.0000          1.07462131E+04          1.07594802E+02          1.06528205E+02
       5600.0000          1.08607913E+04          1.09277022E+02          1.08188472E+02
       5700.0000          1.09756602E+04          1.10956579E+02          1.09846109E+02
       5800.0000          1.10907894E+04          1.12631317E+02          1.11499001E+02
       5900.0000          1.12061507E+04          1.14305257E+02          1.13151090E+02
       6000.0000          1.13217189E+04          1.15973848E+02          1.14797917E+02
       6100.0000          1.14366690E+04          1.17639725E+02          1.16441981E+02
       6200.0000          1.15457121E+04          1.19303811E+02          1.18083633E+02
       6300.0000          1.16684320E+04          1.20963378E+02          1.19722251E+02
       6400.0000          1.17773374E+04          1.22619251E+02          1.21355760E+02
       6500.0000          1.18995585E+04          1.24274114E+02          1.22989660E+02
       6600.0000          1.20083328E+04          1.25924919E+02          1.24618116E+02
       6700.0000          1.21300717E+04          1.27574052E+02          1.26246298E+02
       6800.0000          1.22387217E+04          1.29219127E+02          1.27869057E+02
       6900.0000          1.23599950E+04          1.30862533E+02          1.29491530E+02
       7000.0000          1.24810046E+04          1.32501934E+02          1.31110032E+02
       7100.0000          1.25893518E+04          1.34140365E+02          1.32726159E+02
       7200.0000          1.27099208E+04          1.35776439E+02          1.34341310E+02
       7300.0000          1.28302387E+04          1.37408893E+02          1.35952869E+02
       7400.0000          1.29503098E+04          1.39038623E+02          1.37561717E+02
       7500.0000          1.30582106E+04          1.40666117E+02          1.39166978E+02
       7600.0000          1.31778735E+04          1.42291986E+02          1.40771959E+02
       7700.0000          1.32973017E+04          1.43914408E+02          1.42373524E+02
       7800.0000          1.34164991E+04          1.45534742E+02          1.43973003E+02
       7900.0000          1.35240031E+04          1.47153368E+02          1.45569441E+02
       8000.0000          1.36428225E+04          1.48768223E+02          1.47163478E+02
       8100.0000          1.37614226E+04          1.50383366E+02          1.48757757E+02
       8200.0000          1.38798069E+04          1.51993963E+02          1.50347548E+02
       8300.0000          1.39979792E+04          1.53603892E+02          1.51936647E+02
       8400.0000          1.41159428E+04          1.55210501E+02          1.53522459E+02
       8500.0000          1.42337014E+04          1.56815988E+02          1.55107137E+02
       8600.0000          1.43404500E+04          1.58419932E+02          1.56688979E+02
       8700.0000          1.44578789E+04          1.60019693E+02          1.58267984E+02
       8800.0000          1.45751128E+04          1.61618554E+02          1.59846074E+02
       8900.0000          1.46921547E+04          1.63216793E+02          1.61423521E+02
       9000.0000          1.48090078E+04          1.64811452E+02          1.62997431E+02
       9100.0000          1.49256752E+04          1.66403269E+02          1.64568529E+02
       9200.0000          1.50421600E+04          1.67995419E+02          1.66139918E+02
       9300.0000          1.51584651E+04          1.69585321E+02          1.67709076E+02
       9400.0000          1.52745934E+04          1.71173247E+02          1.69276269E+02
       9500.0000          1.53905478E+04          1.72759041E+02          1.70841346E+02
       9600.0000          1.55063310E+04          1.74342236E+02          1.72403849E+02
       9700.0000          1.56219458E+04          1.75923494E+02          1.73964428E+02
       9800.0000          1.57373949E+04          1.77503410E+02          1.75523664E+02
       9900.0000          1.58526809E+04          1.79081923E+02          1.77081499E+02
      10000.0000          1.59678063E+04          1.80658803E+02          1.78637707E+02
      11000.0000          1.71199266E+04          1.96337479E+02          1.94111340E+02
      12000.0000          1.82660402E+04          2.11863655E+02          2.09434472E+02
      13000.0000          1.93983523E+04          2.27250160E+02          2.24618769E+02
      14000.0000          2.05264847E+04          2.42515963E+02          2.39684147E+02
      15000.0000          2.16430291E+04          2.57669461E+02          2.54637889E+02
      16000.0000          2.27566182E+04          2.72716250E+02          2.69486710E+02
      17000.0000          2.38602049E+04          2.87660667E+02          2.84233919E+02
      18000.0000          2.49546410E+04          3.02524467E+02          2.98900899E+02
      19000.0000          2.60475393E+04          3.17299914E+02          3.13481220E+02
      20000.0000          2.71322910E+04          3.31999381E+02          3.27986039E+02
      21000.0000          2.82094706E+04          3.46620108E+02          3.42412757E+02
      22000.0000          2.92860435E+04          3.61169721E+02          3.56769862E+02
      23000.0000          3.03493965E+04          3.75659050E+02          3.71066065E+02
      24000.0000          3.14127455E+04          3.90082422E+02          3.85297807E+02
      25000.0000          3.24700083E+04          4.04452351E+02          3.99476400E+02
      26000.0000          3.35215191E+04          4.18755024E+02          4.13588425E+02
      27000.0000          3.45735085E+04          4.33007368E+02          4.27651354E+02
      28000.0000          3.56142971E+04          4.47209729E+02          4.41663745E+02
      29000.0000          3.66559325E+04          4.61362327E+02          4.55627663E+02
      30000.0000          3.76870255E+04          4.75470741E+02          4.69546799E+02
      31000.0000          3.87192466E+04          4.89521560E+02          4.83409883E+02
      32000.0000          3.97470462E+04          5.03548941E+02          4.97249369E+02
      33000.0000          4.07706035E+04          5.17512978E+02          5.11026373E+02
      34000.0000          4.17900886E+04          5.31444825E+02          5.24771305E+02
      35000.0000          4.28056622E+04          5.45344258E+02          5.38483970E+02
      36000.0000          4.38174739E+04          5.59188462E+02          5.52142152E+02
      37000.0000          4.48256635E+04          5.73016145E+02          5.65783611E+02
      38000.0000          4.58355634E+04          5.86795974E+02          5.79378654E+02
      39000.0000          4.68368461E+04          6.00542963E+02          5.92940271E+02
      40000.0000          4.78399502E+04          6.14266845E+02          6.06479622E+02
      41000.0000          4.88347965E+04          6.27944523E+02          6.19972577E+02
      42000.0000          4.98315606E+04          6.41585757E+02          6.33430285E+02
      43000.0000          5.08253171E+04          6.55218112E+02          6.46878829E+02
      44000.0000          5.18112075E+04          6.68798055E+02          6.60274983E+02
      45000.0000          5.27991716E+04          6.82368010E+02          6.73661715E+02
      46000.0000          5.37843873E+04          6.95906775E+02          6.87017575E+02
      47000.0000          5.47669238E+04          7.09407616E+02          7.00336015E+02
      48000.0000          5.57468420E+04          7.22874972E+02          7.13621371E+02
      49000.0000          5.67242075E+04          7.36321770E+02          7.26886254E+02
      50000.0000          5.76990881E+04          7.49755855E+02          7.40138319E+02
