#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          1.63727668E+03          1.63727668E+03
          0.2000          1.00000000E+30          1.02993776E+03          1.02993776E+03
          0.3000          1.00000000E+30          7.47767884E+02          7.47767884E+02
          0.4000          1.00000000E+30          5.90868865E+02          5.90868865E+02
          0.5000          1.00000000E+30          4.89007923E+02          4.89007923E+02
          0.6000          1.00000000E+30          4.17860700E+02          4.17860700E+02
          0.7000          1.00000000E+30          3.65456008E+02          3.65456008E+02
          0.8000          1.00000000E+30          3.25284906E+02          3.25284906E+02
          0.9000          1.00000000E+30          2.93602305E+02          2.93602305E+02
          1.0000          1.00000000E+30          2.67900385E+02          2.67900385E+02
          2.0000          1.00000000E+30          1.48619669E+02          1.48619669E+02
          3.0000          1.00000000E+30          1.07060032E+02          1.07060032E+02
          4.0000          1.00000000E+30          8.56165223E+01          8.56165223E+01
          5.0000          1.00000000E+30          7.23644515E+01          7.23644515E+01
          6.0000          1.00000000E+30          6.32676612E+01          6.32676612E+01
          7.0000          1.00000000E+30          5.65823309E+01          5.65823309E+01
          8.0000          1.00000000E+30          5.14255327E+01          5.14255327E+01
          9.0000          1.00000000E+30          4.73018038E+01          4.73018038E+01
         10.0000          1.00000000E+30          4.39101949E+01          4.39101949E+01
         11.0000          1.00000000E+30          4.10577650E+01          4.10577650E+01
         12.0000          1.00000000E+30          3.86145219E+01          3.86145219E+01
         13.0000          1.00000000E+30          3.64898292E+01          3.64898292E+01
         14.0000          1.00000000E+30          3.46178542E+01          3.46178542E+01
         15.0000          1.00000000E+30          3.29499837E+01          3.29499837E+01
         16.0000          1.00000000E+30          3.14495540E+01          3.14495540E+01
         17.0000          1.00000000E+30          3.00880884E+01          3.00880884E+01
         18.0000          1.00000000E+30          2.88433470E+01          2.88433470E+01
         19.0000          1.00000000E+30          2.76975902E+01          2.76975902E+01
         20.0000          1.00000000E+30          2.66364859E+01          2.66364859E+01
         21.0000          1.00000000E+30          2.56483274E+01          2.56483274E+01
         22.0000          1.00000000E+30          2.47235038E+01          2.47235038E+01
         23.0000          1.00000000E+30          2.38540000E+01          2.38540000E+01
         24.0000          1.00000000E+30          2.30330691E+01          2.30330691E+01
         25.0000          1.00000000E+30          2.22550191E+01          2.22550191E+01
         26.0000          1.00000000E+30          2.15150023E+01          2.15150023E+01
         27.0000          1.00000000E+30          2.08088675E+01          2.08088675E+01
         28.0000          1.00000000E+30          2.01330440E+01          2.01330440E+01
         29.0000          1.00000000E+30          1.94844395E+01          1.94844395E+01
         30.0000          1.00000000E+30          1.88603740E+01          1.88603740E+01
         31.0000          1.00000000E+30          1.82585119E+01          1.82585119E+01
         32.0000          1.00000000E+30          1.76768230E+01          1.76768230E+01
         33.0000          1.00000000E+30          1.71135335E+01          1.71135335E+01
         34.0000          1.00000000E+30          1.65671014E+01          1.65671014E+01
         35.0000          1.00000000E+30          1.60361903E+01          1.60361903E+01
         36.0000          1.00000000E+30          1.55196504E+01          1.55196504E+01
         37.0000          1.00000000E+30          1.50165042E+01          1.50165042E+01
         38.0000          1.00000000E+30          1.45259359E+01          1.45259359E+01
         39.0000          1.00000000E+30          1.40472849E+01          1.40472849E+01
         40.0000          1.00000000E+30          1.35800419E+01          1.35800419E+01
         41.0000          1.00000000E+30          1.31238476E+01          1.31238476E+01
         42.0000          1.00000000E+30          1.26784926E+01          1.26784926E+01
         43.0000          1.00000000E+30          1.22439197E+01          1.22439197E+01
         44.0000          1.00000000E+30          1.18202247E+01          1.18202247E+01
