#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.2000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.3000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.4000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.5000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.6000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.7000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.8000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.9000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          1.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          2.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          3.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          4.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          5.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          6.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          7.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          8.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          9.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         10.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         11.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         12.0000          1.00000000E+30          9.75723311E+01          9.75723311E+01
         13.0000          1.00000000E+30          1.04472292E+02          1.04472292E+02
         14.0000          1.00000000E+30          1.12055708E+02          1.12055708E+02
         15.0000          1.00000000E+30          1.20028421E+02          1.20028421E+02
         16.0000          1.00000000E+30          1.28575770E+02          1.28575770E+02
         17.0000          1.00000000E+30          1.25211228E+02          1.25211228E+02
         18.0000          1.00000000E+30          1.31465541E+02          1.31465541E+02
         19.0000          1.00000000E+30          1.37379555E+02          1.37379555E+02
         20.0000          1.00000000E+30          1.44239799E+02          1.44239799E+02
         21.0000          1.00000000E+30          1.50776650E+02          1.50776650E+02
         22.0000          1.00000000E+30          1.57517328E+02          1.57517328E+02
         23.0000          1.00000000E+30          1.65388316E+02          1.65388316E+02
         24.0000          1.00000000E+30          1.73110313E+02          1.73110313E+02
         25.0000          1.00000000E+30          1.81357486E+02          1.81357486E+02
         26.0000          1.00000000E+30          1.89863618E+02          1.89863618E+02
         27.0000          1.00000000E+30          1.99282008E+02          1.99282008E+02
         28.0000          1.00000000E+30          2.08598444E+02          2.08598444E+02
         29.0000          1.00000000E+30          2.18435808E+02          2.18435808E+02
         30.0000          1.00000000E+30          2.28537131E+02          2.28537131E+02
         31.0000          1.00000000E+30          2.39590029E+02          2.39590029E+02
         32.0000          1.00000000E+30          2.50123605E+02          2.50123605E+02
         33.0000          1.00000000E+30          2.61940487E+02          2.61940487E+02
         34.0000          1.00000000E+30          2.73318105E+02          2.73318105E+02
         35.0000          1.00000000E+30          2.86019386E+02          2.86019386E+02
         36.0000          1.00000000E+30          2.99320534E+02          2.99320534E+02
         37.0000          1.00000000E+30          3.11564656E+02          3.11564656E+02
         38.0000          1.00000000E+30          3.25643316E+02          3.25643316E+02
         39.0000          1.00000000E+30          3.39230227E+02          3.39230227E+02
         40.0000          1.00000000E+30          3.53507135E+02          3.53507135E+02
         41.0000          1.00000000E+30          3.68744912E+02          3.68744912E+02
         42.0000          1.00000000E+30          3.84589743E+02          3.84589743E+02
         43.0000          1.00000000E+30          3.99248295E+02          3.99248295E+02
         44.0000          1.00000000E+30          4.16383398E+02          4.16383398E+02
         45.0000          1.00000000E+30          4.32777478E+02          4.32777478E+02
         46.0000          1.00000000E+30          4.49199013E+02          4.49199013E+02
         47.0000          1.00000000E+30          4.66563457E+02          4.66563457E+02
         48.0000          1.00000000E+30          4.84395989E+02          4.84395989E+02
         49.0000          1.00000000E+30          5.02254709E+02          5.02254709E+02
         50.0000          1.00000000E+30          5.20832777E+02          5.20832777E+02
         51.0000          1.00000000E+30          5.39331851E+02          5.39331851E+02
         52.0000          1.00000000E+30          5.58695957E+02          5.58695957E+02
         53.0000          1.00000000E+30          5.79608903E+02          5.79608903E+02
         54.0000          1.00000000E+30          5.99676901E+02          5.99676901E+02
         55.0000          1.00000000E+30          6.19561157E+02          6.19561157E+02
         56.0000          1.00000000E+30          6.40688550E+02          6.40688550E+02
         57.0000          1.00000000E+30          6.62605077E+02          6.62605077E+02
         58.0000          1.00000000E+30          6.85701749E+02          6.85701749E+02
         59.0000          1.00000000E+30          7.06053873E+02          7.06053873E+02
         60.0000          1.00000000E+30          7.28849680E+02          7.28849680E+02
         61.0000          1.00000000E+30          7.52657321E+02          7.52657321E+02
         62.0000          1.00000000E+30          7.76493582E+02          7.76493582E+02
         63.0000          1.00000000E+30          8.01794611E+02          8.01794611E+02
         64.0000          1.00000000E+30          8.25105209E+02          8.25105209E+02
         65.0000          1.00000000E+30          8.49328576E+02          8.49328576E+02
         66.0000          1.00000000E+30          8.75969806E+02          8.75969806E+02
         67.0000          1.00000000E+30          9.02313234E+02          9.02313234E+02
         68.0000          1.00000000E+30          9.28829270E+02          9.28829270E+02
         69.0000          1.00000000E+30          9.56198488E+02          9.56198488E+02
         70.0000          1.00000000E+30          9.81318585E+02          9.81318585E+02
         71.0000          1.00000000E+30          1.00986693E+03          1.00986693E+03
         72.0000          1.00000000E+30          1.03827065E+03          1.03827065E+03
         73.0000          1.00000000E+30          1.06756924E+03          1.06756924E+03
         74.0000          1.00000000E+30          1.09740399E+03          1.09740399E+03
         75.0000          1.00000000E+30          1.12401376E+03          1.12401376E+03
         76.0000          1.00000000E+30          1.15445228E+03          1.15445228E+03
         77.0000          1.00000000E+30          1.18580915E+03          1.18580915E+03
         78.0000          1.00000000E+30          1.21924100E+03          1.21924100E+03
         79.0000          1.00000000E+30          1.24910694E+03          1.24910694E+03
         80.0000          1.00000000E+30          1.28327329E+03          1.28327329E+03
         81.0000          1.00000000E+30          1.31759729E+03          1.31759729E+03
         82.0000          1.00000000E+30          1.34537993E+03          1.34537993E+03
         83.0000          1.00000000E+30          1.38109027E+03          1.38109027E+03
         84.0000          1.00000000E+30          1.41669104E+03          1.41669104E+03
         85.0000          1.00000000E+30          1.44994198E+03          1.44994198E+03
         86.0000          1.00000000E+30          1.48531596E+03          1.48531596E+03
         87.0000          1.00000000E+30          1.52277292E+03          1.52277292E+03
         88.0000          1.00000000E+30          1.56303119E+03          1.56303119E+03
         89.0000          1.00000000E+30          1.59236561E+03          1.59236561E+03
         90.0000          1.00000000E+30          1.63121255E+03          1.63121255E+03
         91.0000          1.00000000E+30          1.66940097E+03          1.66940097E+03
         92.0000          1.00000000E+30          1.70832537E+03          1.70832537E+03
         93.0000          1.00000000E+30          1.75100427E+03          1.75100427E+03
         94.0000          1.00000000E+30          1.78510129E+03          1.78510129E+03
         95.0000          1.00000000E+30          1.82688367E+03          1.82688367E+03
         96.0000          1.00000000E+30          1.86986919E+03          1.86986919E+03
         97.0000          1.00000000E+30          1.90513305E+03          1.90513305E+03
         98.0000          1.00000000E+30          1.94848015E+03          1.94848015E+03
         99.0000          1.00000000E+30          1.98924053E+03          1.98924053E+03
        100.0000          1.00000000E+30          2.03472370E+03          2.03472370E+03
        110.0000          1.00000000E+30          2.49676300E+03          2.49676300E+03
        120.0000          1.00000000E+30          3.01444312E+03          3.01444312E+03
        130.0000          1.00000000E+30          3.59643190E+03          3.59643190E+03
        140.0000          1.00000000E+30          4.23633293E+03          4.23633293E+03
        150.0000          1.00000000E+30          4.94292218E+03          4.94292218E+03
        160.0000          1.00000000E+30          5.73452913E+03          5.73452913E+03
        170.0000          1.00000000E+30          6.57586401E+03          6.57586401E+03
        180.0000          1.00000000E+30          7.51418038E+03          7.51418038E+03
        190.0000          1.00000000E+30          8.48894735E+03          8.48894735E+03
        200.0000          1.00000000E+30          9.57943005E+03          9.57943005E+03
