#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.2000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.3000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.4000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.5000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.6000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.7000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.8000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.9000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          1.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          2.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          3.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          4.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          5.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          6.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          7.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          8.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          9.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         10.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         11.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         12.0000          1.00000000E+30          8.57115630E+01          8.57115630E+01
         13.0000          1.00000000E+30          9.17727733E+01          9.17727733E+01
         14.0000          1.00000000E+30          9.84343589E+01          9.84343589E+01
         15.0000          1.00000000E+30          1.05437919E+02          1.05437919E+02
         16.0000          1.00000000E+30          1.12946264E+02          1.12946264E+02
         17.0000          1.00000000E+30          1.09990711E+02          1.09990711E+02
         18.0000          1.00000000E+30          1.15484757E+02          1.15484757E+02
         19.0000          1.00000000E+30          1.20679872E+02          1.20679872E+02
         20.0000          1.00000000E+30          1.26706193E+02          1.26706193E+02
         21.0000          1.00000000E+30          1.32448433E+02          1.32448433E+02
         22.0000          1.00000000E+30          1.38369723E+02          1.38369723E+02
         23.0000          1.00000000E+30          1.45283923E+02          1.45283923E+02
         24.0000          1.00000000E+30          1.52067244E+02          1.52067244E+02
         25.0000          1.00000000E+30          1.59311901E+02          1.59311901E+02
         26.0000          1.00000000E+30          1.66784039E+02          1.66784039E+02
         27.0000          1.00000000E+30          1.75057542E+02          1.75057542E+02
         28.0000          1.00000000E+30          1.83241483E+02          1.83241483E+02
         29.0000          1.00000000E+30          1.91883030E+02          1.91883030E+02
         30.0000          1.00000000E+30          2.00756449E+02          2.00756449E+02
         31.0000          1.00000000E+30          2.10465771E+02          2.10465771E+02
         32.0000          1.00000000E+30          2.19718899E+02          2.19718899E+02
         33.0000          1.00000000E+30          2.30099336E+02          2.30099336E+02
         34.0000          1.00000000E+30          2.40093905E+02          2.40093905E+02
         35.0000          1.00000000E+30          2.51251235E+02          2.51251235E+02
         36.0000          1.00000000E+30          2.62935511E+02          2.62935511E+02
         37.0000          1.00000000E+30          2.73691254E+02          2.73691254E+02
         38.0000          1.00000000E+30          2.86058530E+02          2.86058530E+02
         39.0000          1.00000000E+30          2.97993833E+02          2.97993833E+02
         40.0000          1.00000000E+30          3.10535258E+02          3.10535258E+02
         41.0000          1.00000000E+30          3.23920751E+02          3.23920751E+02
         42.0000          1.00000000E+30          3.37839505E+02          3.37839505E+02
         43.0000          1.00000000E+30          3.50716182E+02          3.50716182E+02
         44.0000          1.00000000E+30          3.65768364E+02          3.65768364E+02
         45.0000          1.00000000E+30          3.80169600E+02          3.80169600E+02
         46.0000          1.00000000E+30          3.94594954E+02          3.94594954E+02
         47.0000          1.00000000E+30          4.09848598E+02          4.09848598E+02
         48.0000          1.00000000E+30          4.25513431E+02          4.25513431E+02
         49.0000          1.00000000E+30          4.41201267E+02          4.41201267E+02
         50.0000          1.00000000E+30          4.57521009E+02          4.57521009E+02
         51.0000          1.00000000E+30          4.73771360E+02          4.73771360E+02
         52.0000          1.00000000E+30          4.90781589E+02          4.90781589E+02
         53.0000          1.00000000E+30          5.09152384E+02          5.09152384E+02
         54.0000          1.00000000E+30          5.26780942E+02          5.26780942E+02
         55.0000          1.00000000E+30          5.44248093E+02          5.44248093E+02
         56.0000          1.00000000E+30          5.62807267E+02          5.62807267E+02
         57.0000          1.00000000E+30          5.82059650E+02          5.82059650E+02
         58.0000          1.00000000E+30          6.02348719E+02          6.02348719E+02
         59.0000          1.00000000E+30          6.20226865E+02          6.20226865E+02
         60.0000          1.00000000E+30          6.40251643E+02          6.40251643E+02
         61.0000          1.00000000E+30          6.61165258E+02          6.61165258E+02
         62.0000          1.00000000E+30          6.82104013E+02          6.82104013E+02
         63.0000          1.00000000E+30          7.04329481E+02          7.04329481E+02
         64.0000          1.00000000E+30          7.24806472E+02          7.24806472E+02
         65.0000          1.00000000E+30          7.46085278E+02          7.46085278E+02
         66.0000          1.00000000E+30          7.69488034E+02          7.69488034E+02
         67.0000          1.00000000E+30          7.92629189E+02          7.92629189E+02
         68.0000          1.00000000E+30          8.15921969E+02          8.15921969E+02
         69.0000          1.00000000E+30          8.39964220E+02          8.39964220E+02
         70.0000          1.00000000E+30          8.62030750E+02          8.62030750E+02
         71.0000          1.00000000E+30          8.87108793E+02          8.87108793E+02
         72.0000          1.00000000E+30          9.12059792E+02          9.12059792E+02
         73.0000          1.00000000E+30          9.37796887E+02          9.37796887E+02
         74.0000          1.00000000E+30          9.64004957E+02          9.64004957E+02
         75.0000          1.00000000E+30          9.87380080E+02          9.87380080E+02
         76.0000          1.00000000E+30          1.01411853E+03          1.01411853E+03
         77.0000          1.00000000E+30          1.04166370E+03          1.04166370E+03
         78.0000          1.00000000E+30          1.07103162E+03          1.07103162E+03
         79.0000          1.00000000E+30          1.09726709E+03          1.09726709E+03
         80.0000          1.00000000E+30          1.12728023E+03          1.12728023E+03
         81.0000          1.00000000E+30          1.15743184E+03          1.15743184E+03
         82.0000          1.00000000E+30          1.18183727E+03          1.18183727E+03
         83.0000          1.00000000E+30          1.21320670E+03          1.21320670E+03
         84.0000          1.00000000E+30          1.24447988E+03          1.24447988E+03
         85.0000          1.00000000E+30          1.27368889E+03          1.27368889E+03
         86.0000          1.00000000E+30          1.30476285E+03          1.30476285E+03
         87.0000          1.00000000E+30          1.33766659E+03          1.33766659E+03
         88.0000          1.00000000E+30          1.37303111E+03          1.37303111E+03
         89.0000          1.00000000E+30          1.39879968E+03          1.39879968E+03
         90.0000          1.00000000E+30          1.43292444E+03          1.43292444E+03
         91.0000          1.00000000E+30          1.46647072E+03          1.46647072E+03
         92.0000          1.00000000E+30          1.50066352E+03          1.50066352E+03
         93.0000          1.00000000E+30          1.53815442E+03          1.53815442E+03
         94.0000          1.00000000E+30          1.56810666E+03          1.56810666E+03
         95.0000          1.00000000E+30          1.60481002E+03          1.60481002E+03
         96.0000          1.00000000E+30          1.64257027E+03          1.64257027E+03
         97.0000          1.00000000E+30          1.67354751E+03          1.67354751E+03
         98.0000          1.00000000E+30          1.71162539E+03          1.71162539E+03
         99.0000          1.00000000E+30          1.74743099E+03          1.74743099E+03
        100.0000          1.00000000E+30          1.78738529E+03          1.78738529E+03
        110.0000          1.00000000E+30          2.19325967E+03          2.19325967E+03
        120.0000          1.00000000E+30          2.64801126E+03          2.64801126E+03
        130.0000          1.00000000E+30          3.15925423E+03          3.15925423E+03
        140.0000          1.00000000E+30          3.72136971E+03          3.72136971E+03
        150.0000          1.00000000E+30          4.34206686E+03          4.34206686E+03
        160.0000          1.00000000E+30          5.03744708E+03          5.03744708E+03
        170.0000          1.00000000E+30          5.77651037E+03          5.77651037E+03
        180.0000          1.00000000E+30          6.60076620E+03          6.60076620E+03
        190.0000          1.00000000E+30          7.45704174E+03          7.45704174E+03
        200.0000          1.00000000E+30          8.41496676E+03          8.41496676E+03
