#Energy      C  Total
          0.1000          2.53797797E+01          2.53797797E+01
          0.2000          1.40204929E+01          1.40204929E+01
          0.3000          1.00643200E+01          1.00643200E+01
          0.4000          8.02155075E+00          8.02155075E+00
          0.5000          6.76348308E+00          6.76348308E+00
          0.6000          5.90600489E+00          5.90600489E+00
          0.7000          5.28161651E+00          5.28161651E+00
          0.8000          4.80528557E+00          4.80528557E+00
          0.9000          4.42912211E+00          4.42912211E+00
          1.0000          4.12403119E+00          4.12403119E+00
          2.0000          2.68870326E+00          2.68870326E+00
          3.0000          2.18013392E+00          2.18013392E+00
          4.0000          1.92182920E+00          1.92182920E+00
          5.0000          1.76917798E+00          1.76917798E+00
          6.0000          1.67163929E+00          1.67163929E+00
          7.0000          1.60671473E+00          1.60671473E+00
          8.0000          1.56278913E+00          1.56278913E+00
          9.0000          1.53322781E+00          1.53322781E+00
         10.0000          1.51395098E+00          1.51395098E+00
         11.0000          1.50230466E+00          1.50230466E+00
         12.0000          1.49648393E+00          1.49648393E+00
         13.0000          1.49521640E+00          1.49521640E+00
         14.0000          1.49757793E+00          1.49757793E+00
         15.0000          1.50288040E+00          1.50288040E+00
         16.0000          1.51060030E+00          1.51060030E+00
         17.0000          1.52033205E+00          1.52033205E+00
         18.0000          1.53175628E+00          1.53175628E+00
         19.0000          1.54461796E+00          1.54461796E+00
         20.0000          1.55871090E+00          1.55871090E+00
         21.0000          1.57386648E+00          1.57386648E+00
         22.0000          1.58994547E+00          1.58994547E+00
         23.0000          1.60683181E+00          1.60683181E+00
         24.0000          1.62442799E+00          1.62442799E+00
         25.0000          1.64265149E+00          1.64265149E+00
         26.0000          1.66143193E+00          1.66143193E+00
         27.0000          1.68070899E+00          1.68070899E+00
         28.0000          1.70043060E+00          1.70043060E+00
         29.0000          1.72055161E+00          1.72055161E+00
         30.0000          1.74103268E+00          1.74103268E+00
         31.0000          1.76183933E+00          1.76183933E+00
         32.0000          1.78294127E+00          1.78294127E+00
         33.0000          1.80431174E+00          1.80431174E+00
         34.0000          1.82592703E+00          1.82592703E+00
         35.0000          1.84776605E+00          1.84776605E+00
         36.0000          1.86980998E+00          1.86980998E+00
         37.0000          1.89204197E+00          1.89204197E+00
         38.0000          1.91444691E+00          1.91444691E+00
         39.0000          1.93701117E+00          1.93701117E+00
         40.0000          1.95972247E+00          1.95972247E+00
         41.0000          1.98256969E+00          1.98256969E+00
         42.0000          2.00554275E+00          2.00554275E+00
         43.0000          2.02863248E+00          2.02863248E+00
         44.0000          2.05183053E+00          2.05183053E+00
         45.0000          2.07512928E+00          2.07512928E+00
         46.0000          2.09852176E+00          2.09852176E+00
         47.0000          2.12200157E+00          2.12200157E+00
         48.0000          2.14556286E+00          2.14556286E+00
         49.0000          2.16920024E+00          2.16920024E+00
         50.0000          2.19290874E+00          2.19290874E+00
         51.0000          2.21668379E+00          2.21668379E+00
         52.0000          2.24052115E+00          2.24052115E+00
         53.0000          2.26441693E+00          2.26441693E+00
         54.0000          2.28836749E+00          2.28836749E+00
         55.0000          2.31236947E+00          2.31236947E+00
         56.0000          2.33641976E+00          2.33641976E+00
         57.0000          2.36051546E+00          2.36051546E+00
         58.0000          2.38465386E+00          2.38465386E+00
         59.0000          2.40883246E+00          2.40883246E+00
         60.0000          2.43304890E+00          2.43304890E+00
         61.0000          2.45730099E+00          2.45730099E+00
         62.0000          2.48158669E+00          2.48158669E+00
         63.0000          2.50590408E+00          2.50590408E+00
         64.0000          2.53025137E+00          2.53025137E+00
         65.0000          2.55462687E+00          2.55462687E+00
         66.0000          2.57902901E+00          2.57902901E+00
         67.0000          2.60345631E+00          2.60345631E+00
         68.0000          2.62790737E+00          2.62790737E+00
         69.0000          2.65238088E+00          2.65238088E+00
         70.0000          2.67687562E+00          2.67687562E+00
         71.0000          2.70139042E+00          2.70139042E+00
         72.0000          2.72592419E+00          2.72592419E+00
         73.0000          2.75047590E+00          2.75047590E+00
         74.0000          2.77504458E+00          2.77504458E+00
         75.0000          2.79962930E+00          2.79962930E+00
         76.0000          2.82422920E+00          2.82422920E+00
         77.0000          2.84884345E+00          2.84884345E+00
         78.0000          2.87347129E+00          2.87347129E+00
         79.0000          2.89811197E+00          2.89811197E+00
         80.0000          2.92276480E+00          2.92276480E+00
         81.0000          2.94742912E+00          2.94742912E+00
         82.0000          2.97210430E+00          2.97210430E+00
         83.0000          2.99678975E+00          2.99678975E+00
         84.0000          3.02148491E+00          3.02148491E+00
         85.0000          3.04618924E+00          3.04618924E+00
         86.0000          3.07090223E+00          3.07090223E+00
         87.0000          3.09562341E+00          3.09562341E+00
         88.0000          3.12035230E+00          3.12035230E+00
         89.0000          3.14508848E+00          3.14508848E+00
         90.0000          3.16983153E+00          3.16983153E+00
         91.0000          3.19458106E+00          3.19458106E+00
         92.0000          3.21933668E+00          3.21933668E+00
         93.0000          3.24409805E+00          3.24409805E+00
         94.0000          3.26886481E+00          3.26886481E+00
         95.0000          3.29363664E+00          3.29363664E+00
         96.0000          3.31841324E+00          3.31841324E+00
         97.0000          3.34319430E+00          3.34319430E+00
         98.0000          3.36797954E+00          3.36797954E+00
         99.0000          3.39276869E+00          3.39276869E+00
        100.0000          3.41756150E+00          3.41756150E+00
        110.0000          3.66564142E+00          3.66564142E+00
        120.0000          3.91387387E+00          3.91387387E+00
        130.0000          4.16213137E+00          4.16213137E+00
        140.0000          4.41033032E+00          4.41033032E+00
        150.0000          4.65841546E+00          4.65841546E+00
        160.0000          4.90635026E+00          4.90635026E+00
        170.0000          5.15411091E+00          5.15411091E+00
        180.0000          5.40168227E+00          5.40168227E+00
        190.0000          5.64905522E+00          5.64905522E+00
        200.0000          5.89622489E+00          5.89622489E+00
        210.0000          6.14318939E+00          6.14318939E+00
        220.0000          6.38994889E+00          6.38994889E+00
        230.0000          6.63650507E+00          6.63650507E+00
        240.0000          6.88286063E+00          6.88286063E+00
        250.0000          7.12901898E+00          7.12901898E+00
        260.0000          7.37498399E+00          7.37498399E+00
        270.0000          7.62075985E+00          7.62075985E+00
        280.0000          7.86635091E+00          7.86635091E+00
        287.9990          8.06266915E+00          8.06266915E+00
        288.0010          8.06271822E+00          8.06271822E+00
        290.0000          8.11176161E+00          8.11176161E+00
        300.0000          8.35699643E+00          8.35699643E+00
        310.0000          8.60205980E+00          8.60205980E+00
        320.0000          8.84695608E+00          8.84695608E+00
        330.0000          9.09168956E+00          9.09168956E+00
        340.0000          9.33626442E+00          9.33626442E+00
        350.0000          9.58068471E+00          9.58068471E+00
        360.0000          9.82495438E+00          9.82495438E+00
        370.0000          1.00690772E+01          1.00690772E+01
        380.0000          1.03130569E+01          1.03130569E+01
        390.0000          1.05568970E+01          1.05568970E+01
        400.0000          1.08006010E+01          1.08006010E+01
        410.0000          1.10441720E+01          1.10441720E+01
        420.0000          1.12876134E+01          1.12876134E+01
        430.0000          1.15309281E+01          1.15309281E+01
        440.0000          1.17741191E+01          1.17741191E+01
        450.0000          1.20171893E+01          1.20171893E+01
        460.0000          1.22601413E+01          1.22601413E+01
        470.0000          1.25029778E+01          1.25029778E+01
        480.0000          1.27457013E+01          1.27457013E+01
        490.0000          1.29883142E+01          1.29883142E+01
        500.0000          1.32308189E+01          1.32308189E+01
        510.0000          1.34732176E+01          1.34732176E+01
        520.0000          1.37155126E+01          1.37155126E+01
        530.0000          1.39577058E+01          1.39577058E+01
        540.0000          1.41997994E+01          1.41997994E+01
        550.0000          1.44417953E+01          1.44417953E+01
        560.0000          1.46836953E+01          1.46836953E+01
        570.0000          1.49255013E+01          1.49255013E+01
        580.0000          1.51672150E+01          1.51672150E+01
        590.0000          1.54088381E+01          1.54088381E+01
        600.0000          1.56503723E+01          1.56503723E+01
        610.0000          1.58918191E+01          1.58918191E+01
        620.0000          1.61331801E+01          1.61331801E+01
        630.0000          1.63744568E+01          1.63744568E+01
        640.0000          1.66156505E+01          1.66156505E+01
        650.0000          1.68567627E+01          1.68567627E+01
        660.0000          1.70977947E+01          1.70977947E+01
        670.0000          1.73387478E+01          1.73387478E+01
        680.0000          1.75796233E+01          1.75796233E+01
        690.0000          1.78204223E+01          1.78204223E+01
        700.0000          1.80611461E+01          1.80611461E+01
        710.0000          1.83017958E+01          1.83017958E+01
        720.0000          1.85423726E+01          1.85423726E+01
        730.0000          1.87828774E+01          1.87828774E+01
        740.0000          1.90233114E+01          1.90233114E+01
        750.0000          1.92636756E+01          1.92636756E+01
        760.0000          1.95039709E+01          1.95039709E+01
        770.0000          1.97441984E+01          1.97441984E+01
        780.0000          1.99843589E+01          1.99843589E+01
        790.0000          2.02244534E+01          2.02244534E+01
        800.0000          2.04644827E+01          2.04644827E+01
        810.0000          2.07044478E+01          2.07044478E+01
        820.0000          2.09443494E+01          2.09443494E+01
        830.0000          2.11841883E+01          2.11841883E+01
        840.0000          2.14239654E+01          2.14239654E+01
        850.0000          2.16636814E+01          2.16636814E+01
        860.0000          2.19033371E+01          2.19033371E+01
        870.0000          2.21429332E+01          2.21429332E+01
        880.0000          2.23824705E+01          2.23824705E+01
        890.0000          2.26219495E+01          2.26219495E+01
        900.0000          2.28613711E+01          2.28613711E+01
        910.0000          2.31007358E+01          2.31007358E+01
        920.0000          2.33400443E+01          2.33400443E+01
        930.0000          2.35792972E+01          2.35792972E+01
        940.0000          2.38184952E+01          2.38184952E+01
        950.0000          2.40576388E+01          2.40576388E+01
        960.0000          2.42967287E+01          2.42967287E+01
        970.0000          2.45357654E+01          2.45357654E+01
        980.0000          2.47747494E+01          2.47747494E+01
        990.0000          2.50136814E+01          2.50136814E+01
       1000.0000          2.52525618E+01          2.52525618E+01
       1100.0000          2.76386397E+01          2.76386397E+01
       1200.0000          3.00200704E+01          3.00200704E+01
       1300.0000          3.23972316E+01          3.23972316E+01
       1400.0000          3.47704345E+01          3.47704345E+01
       1500.0000          3.71399394E+01          3.71399394E+01
       1600.0000          3.95059660E+01          3.95059660E+01
       1700.0000          4.18687025E+01          4.18687025E+01
       1800.0000          4.42283111E+01          4.42283111E+01
       1900.0000          4.65849328E+01          4.65849328E+01
       2000.0000          4.89386913E+01          4.89386913E+01
       2100.0000          5.12896958E+01          5.12896958E+01
       2200.0000          5.36380431E+01          5.36380431E+01
       2300.0000          5.59838197E+01          5.59838197E+01
       2400.0000          5.83271034E+01          5.83271034E+01
       2500.0000          6.06679640E+01          6.06679640E+01
       2600.0000          6.30064650E+01          6.30064650E+01
       2700.0000          6.53426639E+01          6.53426639E+01
       2800.0000          6.76766133E+01          6.76766133E+01
       2900.0000          7.00083614E+01          7.00083614E+01
       3000.0000          7.23379524E+01          7.23379524E+01
