#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.2000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.3000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.4000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.5000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.6000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.7000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.8000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.9000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          1.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          2.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          3.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          4.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          5.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          6.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          7.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          8.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          9.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         10.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         11.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         12.0000          1.00000000E+30          1.98010711E+02          1.98010711E+02
         13.0000          1.00000000E+30          2.12013309E+02          2.12013309E+02
         14.0000          1.00000000E+30          2.27402893E+02          2.27402893E+02
         15.0000          1.00000000E+30          2.43582506E+02          2.43582506E+02
         16.0000          1.00000000E+30          2.60928271E+02          2.60928271E+02
         17.0000          1.00000000E+30          2.54100359E+02          2.54100359E+02
         18.0000          1.00000000E+30          2.66792695E+02          2.66792695E+02
         19.0000          1.00000000E+30          2.78794439E+02          2.78794439E+02
         20.0000          1.00000000E+30          2.92716437E+02          2.92716437E+02
         21.0000          1.00000000E+30          3.05982151E+02          3.05982151E+02
         22.0000          1.00000000E+30          3.19661504E+02          3.19661504E+02
         23.0000          1.00000000E+30          3.35634679E+02          3.35634679E+02
         24.0000          1.00000000E+30          3.51305495E+02          3.51305495E+02
         25.0000          1.00000000E+30          3.68042090E+02          3.68042090E+02
         26.0000          1.00000000E+30          3.85304211E+02          3.85304211E+02
         27.0000          1.00000000E+30          4.04417642E+02          4.04417642E+02
         28.0000          1.00000000E+30          4.23324171E+02          4.23324171E+02
         29.0000          1.00000000E+30          4.43287857E+02          4.43287857E+02
         30.0000          1.00000000E+30          4.63787215E+02          4.63787215E+02
         31.0000          1.00000000E+30          4.86217675E+02          4.86217675E+02
         32.0000          1.00000000E+30          5.07594235E+02          5.07594235E+02
         33.0000          1.00000000E+30          5.31575103E+02          5.31575103E+02
         34.0000          1.00000000E+30          5.54664541E+02          5.54664541E+02
         35.0000          1.00000000E+30          5.80440186E+02          5.80440186E+02
         36.0000          1.00000000E+30          6.07433182E+02          6.07433182E+02
         37.0000          1.00000000E+30          6.32281080E+02          6.32281080E+02
         38.0000          1.00000000E+30          6.60851942E+02          6.60851942E+02
         39.0000          1.00000000E+30          6.88424860E+02          6.88424860E+02
         40.0000          1.00000000E+30          7.17398039E+02          7.17398039E+02
         41.0000          1.00000000E+30          7.48321181E+02          7.48321181E+02
         42.0000          1.00000000E+30          7.80476263E+02          7.80476263E+02
         43.0000          1.00000000E+30          8.10223941E+02          8.10223941E+02
         44.0000          1.00000000E+30          8.44997467E+02          8.44997467E+02
         45.0000          1.00000000E+30          8.78267179E+02          8.78267179E+02
         46.0000          1.00000000E+30          9.11592609E+02          9.11592609E+02
         47.0000          1.00000000E+30          9.46831552E+02          9.46831552E+02
         48.0000          1.00000000E+30          9.83020422E+02          9.83020422E+02
         49.0000          1.00000000E+30          1.01926244E+03          1.01926244E+03
         50.0000          1.00000000E+30          1.05696428E+03          1.05696428E+03
         51.0000          1.00000000E+30          1.09450581E+03          1.09450581E+03
         52.0000          1.00000000E+30          1.13380281E+03          1.13380281E+03
         53.0000          1.00000000E+30          1.17624299E+03          1.17624299E+03
         54.0000          1.00000000E+30          1.21696846E+03          1.21696846E+03
         55.0000          1.00000000E+30          1.25732104E+03          1.25732104E+03
         56.0000          1.00000000E+30          1.30019642E+03          1.30019642E+03
         57.0000          1.00000000E+30          1.34467324E+03          1.34467324E+03
         58.0000          1.00000000E+30          1.39154501E+03          1.39154501E+03
         59.0000          1.00000000E+30          1.43284707E+03          1.43284707E+03
         60.0000          1.00000000E+30          1.47910828E+03          1.47910828E+03
         61.0000          1.00000000E+30          1.52742288E+03          1.52742288E+03
         62.0000          1.00000000E+30          1.57579556E+03          1.57579556E+03
         63.0000          1.00000000E+30          1.62714080E+03          1.62714080E+03
         64.0000          1.00000000E+30          1.67444671E+03          1.67444671E+03
         65.0000          1.00000000E+30          1.72360497E+03          1.72360497E+03
         66.0000          1.00000000E+30          1.77766998E+03          1.77766998E+03
         67.0000          1.00000000E+30          1.83113064E+03          1.83113064E+03
         68.0000          1.00000000E+30          1.88494158E+03          1.88494158E+03
         69.0000          1.00000000E+30          1.94048395E+03          1.94048395E+03
         70.0000          1.00000000E+30          1.99146201E+03          1.99146201E+03
         71.0000          1.00000000E+30          2.04939726E+03          2.04939726E+03
         72.0000          1.00000000E+30          2.10703902E+03          2.10703902E+03
         73.0000          1.00000000E+30          2.16649681E+03          2.16649681E+03
         74.0000          1.00000000E+30          2.22704265E+03          2.22704265E+03
         75.0000          1.00000000E+30          2.28104382E+03          2.28104382E+03
         76.0000          1.00000000E+30          2.34281495E+03          2.34281495E+03
         77.0000          1.00000000E+30          2.40644976E+03          2.40644976E+03
         78.0000          1.00000000E+30          2.47429548E+03          2.47429548E+03
         79.0000          1.00000000E+30          2.53490461E+03          2.53490461E+03
         80.0000          1.00000000E+30          2.60424091E+03          2.60424091E+03
         81.0000          1.00000000E+30          2.67389712E+03          2.67389712E+03
         82.0000          1.00000000E+30          2.73027849E+03          2.73027849E+03
         83.0000          1.00000000E+30          2.80274810E+03          2.80274810E+03
         84.0000          1.00000000E+30          2.87499537E+03          2.87499537E+03
         85.0000          1.00000000E+30          2.94247395E+03          2.94247395E+03
         86.0000          1.00000000E+30          3.01426097E+03          3.01426097E+03
         87.0000          1.00000000E+30          3.09027513E+03          3.09027513E+03
         88.0000          1.00000000E+30          3.17197420E+03          3.17197420E+03
         89.0000          1.00000000E+30          3.23150469E+03          3.23150469E+03
         90.0000          1.00000000E+30          3.31033965E+03          3.31033965E+03
         91.0000          1.00000000E+30          3.38783822E+03          3.38783822E+03
         92.0000          1.00000000E+30          3.46683038E+03          3.46683038E+03
         93.0000          1.00000000E+30          3.55344180E+03          3.55344180E+03
         94.0000          1.00000000E+30          3.62263740E+03          3.62263740E+03
         95.0000          1.00000000E+30          3.70742946E+03          3.70742946E+03
         96.0000          1.00000000E+30          3.79466312E+03          3.79466312E+03
         97.0000          1.00000000E+30          3.86622668E+03          3.86622668E+03
         98.0000          1.00000000E+30          3.95419413E+03          3.95419413E+03
         99.0000          1.00000000E+30          4.03691218E+03          4.03691218E+03
        100.0000          1.00000000E+30          4.12921452E+03          4.12921452E+03
        110.0000          1.00000000E+30          5.06686486E+03          5.06686486E+03
        120.0000          1.00000000E+30          6.11743121E+03          6.11743121E+03
        130.0000          1.00000000E+30          7.29850388E+03          7.29850388E+03
        140.0000          1.00000000E+30          8.59710213E+03          8.59710213E+03
        150.0000          1.00000000E+30          1.00310357E+04          1.00310357E+04
        160.0000          1.00000000E+30          1.16375019E+04          1.16375019E+04
        170.0000          1.00000000E+30          1.33448847E+04          1.33448847E+04
        180.0000          1.00000000E+30          1.52490791E+04          1.52490791E+04
        190.0000          1.00000000E+30          1.72272455E+04          1.72272455E+04
        200.0000          1.00000000E+30          1.94402423E+04          1.94402423E+04
