#Energy      C-K-shell   N-K-shell   O-K-shell   Valence  Total
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28502155E+02          2.28502155E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36403300E+02          2.36403300E+02
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44827573E+02          2.44827573E+02
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.53519508E+02          2.53519508E+02
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63100576E+02          2.63100576E+02
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72570857E+02          2.72570857E+02
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.79968069E+02          2.79968069E+02
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89852517E+02          2.89852517E+02
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00282099E+02          3.00282099E+02
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10981184E+02          3.10981184E+02
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22101983E+02          3.22101983E+02
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33515896E+02          3.33515896E+02
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45364909E+02          3.45364909E+02
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58200708E+02          3.58200708E+02
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70756509E+02          3.70756509E+02
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83794755E+02          3.83794755E+02
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97333873E+02          3.97333873E+02
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.11275794E+02          4.11275794E+02
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25825492E+02          4.25825492E+02
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.40949617E+02          4.40949617E+02
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.56049486E+02          4.56049486E+02
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.72379508E+02          4.72379508E+02
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.88446422E+02          4.88446422E+02
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.04875297E+02          5.04875297E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.22164038E+02          5.22164038E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39865384E+02          5.39865384E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57717165E+02          5.57717165E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76839122E+02          5.76839122E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95369973E+02          5.95369973E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14688652E+02          6.14688652E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35450783E+02          6.35450783E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.56000434E+02          6.56000434E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.76146043E+02          6.76146043E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.97938453E+02          6.97938453E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.20187517E+02          7.20187517E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.43674000E+02          7.43674000E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65054638E+02          7.65054638E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.89167127E+02          7.89167127E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.13955198E+02          8.13955198E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.37743649E+02          8.37743649E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.64159838E+02          8.64159838E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.88235892E+02          8.88235892E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.14613415E+02          9.14613415E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.42999573E+02          9.42999573E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.69407051E+02          9.69407051E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.97793907E+02          9.97793907E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02510542E+03          1.02510542E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05296720E+03          1.05296720E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08245654E+03          1.08245654E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11283836E+03          1.11283836E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14431616E+03          1.14431616E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17383049E+03          1.17383049E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20417006E+03          1.20417006E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23619692E+03          1.23619692E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26933808E+03          1.26933808E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30416836E+03          1.30416836E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33684153E+03          1.33684153E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37194801E+03          1.37194801E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40761516E+03          1.40761516E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44217543E+03          1.44217543E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47839575E+03          1.47839575E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51509713E+03          1.51509713E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55096135E+03          1.55096135E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58946748E+03          1.58946748E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62765599E+03          1.62765599E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66885440E+03          1.66885440E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70570847E+03          1.70570847E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74549809E+03          1.74549809E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78650112E+03          1.78650112E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82748031E+03          1.82748031E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87106341E+03          1.87106341E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91133069E+03          1.91133069E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95455823E+03          1.95455823E+03
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00016992E+03          2.00016992E+03
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04111462E+03          2.04111462E+03
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08743637E+03          2.08743637E+03
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13033911E+03          2.13033911E+03
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17907207E+03          2.17907207E+03
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67316215E+03          2.67316215E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.22948955E+03          3.22948955E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85823966E+03          3.85823966E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.54588670E+03          4.54588670E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30977290E+03          5.30977290E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15825947E+03          6.15825947E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.07678462E+03          7.07678462E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07827662E+03          8.07827662E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.14203227E+03          9.14203227E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03132607E+04          1.03132607E+04
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15469306E+04          1.15469306E+04
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28853724E+04          1.28853724E+04
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43244744E+04          1.43244744E+04
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58533528E+04          1.58533528E+04
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74934356E+04          1.74934356E+04
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92282649E+04          1.92282649E+04
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10504121E+04          2.10504121E+04
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29567663E+04          2.29567663E+04
        287.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45783675E+04          2.45783675E+04
        288.0010          3.22623239E+03          1.00000000E+30          1.00000000E+30          2.45788142E+04          2.85189115E+03
        290.0000          3.32602437E+03          1.00000000E+30          1.00000000E+30          2.50150711E+04          2.93569231E+03
        300.0000          3.78636488E+03          1.00000000E+30          1.00000000E+30          2.71075133E+04          3.32230663E+03
        310.0000          4.06113767E+03          1.00000000E+30          1.00000000E+30          2.93805556E+04          3.56795573E+03
        320.0000          4.27819419E+03          1.00000000E+30          1.00000000E+30          3.17066575E+04          3.76956502E+03
        330.0000          4.49952420E+03          1.00000000E+30          1.00000000E+30          3.41987490E+04          3.97635569E+03
        340.0000          4.76223272E+03          1.00000000E+30          1.00000000E+30          3.67598516E+04          4.21604481E+03
        350.0000          5.07918002E+03          1.00000000E+30          1.00000000E+30          3.95040638E+04          4.50053057E+03
        360.0000          5.41615839E+03          1.00000000E+30          1.00000000E+30          4.22571661E+04          4.80082954E+03
        370.0000          5.81626094E+03          1.00000000E+30          1.00000000E+30          4.52221712E+04          5.15344882E+03
        380.0000          6.20370192E+03          1.00000000E+30          1.00000000E+30          4.83206959E+04          5.49785428E+03
        390.0000          6.59991068E+03          1.00000000E+30          1.00000000E+30          5.14816362E+04          5.84995095E+03
        400.0000          6.98558378E+03          1.00000000E+30          1.00000000E+30          5.47769240E+04          6.19548664E+03
        402.9990          7.11973113E+03          1.00000000E+30          1.00000000E+30          5.57414777E+04          6.31334238E+03
        403.0010          7.11982231E+03          9.75001574E+03          1.00000000E+30          5.57422043E+04          3.83205470E+03
        410.0000          7.41931780E+03          1.00962935E+04          1.00000000E+30          5.83188974E+04          3.98443470E+03
        420.0000          7.85610515E+03          1.07066894E+04          1.00000000E+30          6.19044008E+04          4.22220571E+03
        430.0000          8.31299434E+03          1.11527457E+04          1.00000000E+30          6.55377258E+04          4.44018179E+03
        440.0000          8.79076543E+03          1.14764505E+04          1.00000000E+30          6.95167381E+04          4.64520576E+03
        450.0000          9.27597674E+03          1.18793158E+04          1.00000000E+30          7.35518271E+04          4.86425929E+03
        460.0000          9.77405050E+03          1.24042642E+04          1.00000000E+30          7.75484600E+04          5.10661777E+03
        470.0000          1.03162264E+04          1.30159860E+04          1.00000000E+30          8.20406126E+04          5.37772159E+03
        480.0000          1.09220849E+04          1.37035379E+04          1.00000000E+30          8.65570436E+04          5.67909022E+03
        490.0000          1.14842794E+04          1.43957431E+04          1.00000000E+30          9.11498608E+04          5.96974018E+03
        500.0000          1.20551493E+04          1.51475803E+04          1.00000000E+30          9.58558665E+04          6.27346360E+03
        510.0000          1.26949484E+04          1.59123695E+04          1.00000000E+30          1.00826825E+05          6.59919312E+03
        520.0000          1.33521402E+04          1.66840561E+04          1.00000000E+30          1.05834877E+05          6.93094332E+03
        530.0000          1.40356360E+04          1.75731570E+04          1.00000000E+30          1.11158609E+05          7.29137503E+03
        537.9990          1.45648302E+04          1.81807055E+04          1.00000000E+30          1.15585494E+05          7.55780708E+03
        538.0010          1.45649791E+04          1.81808890E+04          2.72039827E+04          1.15586688E+05          5.91465778E+03
        540.0000          1.47153651E+04          1.83661925E+04          2.69857710E+04          1.16649910E+05          5.95120231E+03
        550.0000          1.54223842E+04          1.91474956E+04          2.73118098E+04          1.22441101E+05          6.17862305E+03
        560.0000          1.61626125E+04          1.99512999E+04          2.81823845E+04          1.28449315E+05          6.44074413E+03
        570.0000          1.69111486E+04          2.07949807E+04          2.88803640E+04          1.34191431E+05          6.69797929E+03
        580.0000          1.76773298E+04          2.16760057E+04          2.95184272E+04          1.40471200E+05          6.95896009E+03
        590.0000          1.84886117E+04          2.26371828E+04          3.04200684E+04          1.46563381E+05          7.24855767E+03
        600.0000          1.93779413E+04          2.35315836E+04          3.14941495E+04          1.53314806E+05          7.55426210E+03
        610.0000          2.01946721E+04          2.44452660E+04          3.27061294E+04          1.59753940E+05          7.85788775E+03
        620.0000          2.10550454E+04          2.54862015E+04          3.39833085E+04          1.66752287E+05          8.18634729E+03
        630.0000          2.19564464E+04          2.65534822E+04          3.54923299E+04          1.73817773E+05          8.53731775E+03
        640.0000          2.29409064E+04          2.75761264E+04          3.68884166E+04          1.81349600E+05          8.89074606E+03
        650.0000          2.38586666E+04          2.87720525E+04          3.83966008E+04          1.88601596E+05          9.25792251E+03
        660.0000          2.49403518E+04          2.98057439E+04          3.98523353E+04          1.96376569E+05          9.63102251E+03
        670.0000          2.58686855E+04          3.10825751E+04          4.15343200E+04          2.04235973E+05          1.00198478E+04
        680.0000          2.69217035E+04          3.22469511E+04          4.30127781E+04          2.12304734E+05          1.04042519E+04
        690.0000          2.79937956E+04          3.34158601E+04          4.44782298E+04          2.20602576E+05          1.07916707E+04
        700.0000          2.92159537E+04          3.46486574E+04          4.61434783E+04          2.28968976E+05          1.12198237E+04
        710.0000          3.02689671E+04          3.60251108E+04          4.79382694E+04          2.37704300E+05          1.16465116E+04
        720.0000          3.13759371E+04          3.73107319E+04          4.93717484E+04          2.46570292E+05          1.20505687E+04
        730.0000          3.25510017E+04          3.86439551E+04          5.09175372E+04          2.55838362E+05          1.24771347E+04
        740.0000          3.38648528E+04          4.01546535E+04          5.25792099E+04          2.65079589E+05          1.29493035E+04
        750.0000          3.50496335E+04          4.14553837E+04          5.43936753E+04          2.74914337E+05          1.33913132E+04
        760.0000          3.62610096E+04          4.28288902E+04          5.60484804E+04          2.84555459E+05          1.38346059E+04
        770.0000          3.76606689E+04          4.42810472E+04          5.79614210E+04          2.94229409E+05          1.43292159E+04
        780.0000          3.89554120E+04          4.58679736E+04          5.96426961E+04          3.04595149E+05          1.48100674E+04
        790.0000          4.02972756E+04          4.73265018E+04          6.16214080E+04          3.15116111E+05          1.53029346E+04
        800.0000          4.17940883E+04          4.90222645E+04          6.35882834E+04          3.25662488E+05          1.58421979E+04
        810.0000          4.31923719E+04          5.04932118E+04          6.57635353E+04          3.36914497E+05          1.63583162E+04
        820.0000          4.46440388E+04          5.22739375E+04          6.76154718E+04          3.47818890E+05          1.68936118E+04
        830.0000          4.62658477E+04          5.38681918E+04          6.98778862E+04          3.59653889E+05          1.74614001E+04
        840.0000          4.76862426E+04          5.57719503E+04          7.22969427E+04          3.70632032E+05          1.80406074E+04
        850.0000          4.94040362E+04          5.73925167E+04          7.40801249E+04          3.82701870E+05          1.85952989E+04
        860.0000          5.08829239E+04          5.91449460E+04          7.65380054E+04          3.94531675E+05          1.91715478E+04
        870.0000          5.24779191E+04          6.11279782E+04          7.86513444E+04          4.07179780E+05          1.97687010E+04
        880.0000          5.42749959E+04          6.28733751E+04          8.12369829E+04          4.19607572E+05          2.03987891E+04
        890.0000          5.58675510E+04          6.49704765E+04          8.33805295E+04          4.32065358E+05          2.10089521E+04
        900.0000          5.77733731E+04          6.67194981E+04          8.56934497E+04          4.45791150E+05          2.16404123E+04
        910.0000          5.93727277E+04          6.88991448E+04          8.83209241E+04          4.58669057E+05          2.22919293E+04
        920.0000          6.11457861E+04          7.08089082E+04          9.07236337E+04          4.72352754E+05          2.29271445E+04
        930.0000          6.31314992E+04          7.31147553E+04          9.34894613E+04          4.86139972E+05          2.36571623E+04
        940.0000          6.49484316E+04          7.50280658E+04          9.57881835E+04          5.01334786E+05          2.42956966E+04
        950.0000          6.70334499E+04          7.74043386E+04          9.86316568E+04          5.15064228E+05          2.50517721E+04
        960.0000          6.89279182E+04          7.94359853E+04          1.01091009E+05          5.30080489E+05          2.57233105E+04
        970.0000          7.11336292E+04          8.16002580E+04          1.03983837E+05          5.44618864E+05          2.64788874E+04
        980.0000          7.29436628E+04          8.40418569E+04          1.06625842E+05          5.59443713E+05          2.71930352E+04
        990.0000          7.52219711E+04          8.62877995E+04          1.09634005E+05          5.74794149E+05          2.79766271E+04
       1000.0000          7.71543783E+04          8.88671345E+04          1.12251202E+05          5.90548778E+05          2.87226640E+04
       1100.0000          1.01092316E+05          1.14877931E+05          1.44283032E+05          7.66226441E+05          3.72678771E+04
       1200.0000          1.28901749E+05          1.46174479E+05          1.82061318E+05          9.70993771E+05          4.73450913E+04
       1300.0000          1.62524004E+05          1.82119667E+05          2.25714367E+05          1.20770979E+06          5.91638116E+04
       1400.0000          2.01033036E+05          2.23649567E+05          2.75571903E+05          1.48211484E+06          7.27319483E+04
       1500.0000          2.44448988E+05          2.71674837E+05          3.32636040E+05          1.80003690E+06          8.82337092E+04
       1600.0000          2.94957520E+05          3.25883312E+05          3.99019601E+05          2.15797608E+06          1.06062068E+05
       1700.0000          3.51296243E+05          3.87239479E+05          4.71076826E+05          2.55562226E+06          1.25895878E+05
       1800.0000          4.15475841E+05          4.55566148E+05          5.52194732E+05          3.00171586E+06          1.48234940E+05
       1900.0000          4.86484753E+05          5.32882895E+05          6.44233347E+05          3.50664530E+06          1.73323646E+05
       2000.0000          5.66397989E+05          6.19722147E+05          7.43553238E+05          4.05967018E+06          2.01191520E+05
       2100.0000          6.55366772E+05          7.12787277E+05          8.56101747E+05          4.66856894E+06          2.31959893E+05
       2200.0000          7.50906930E+05          8.13759947E+05          9.73331750E+05          5.34170129E+06          2.64887204E+05
       2300.0000          8.57735737E+05          9.29440518E+05          1.10535617E+06          6.07431787E+06          3.02015381E+05
       2400.0000          9.75568490E+05          1.04953675E+06          1.25105165E+06          6.86387641E+06          3.42130365E+05
       2500.0000          1.10353872E+06          1.18289553E+06          1.40847866E+06          7.73834789E+06          3.85985428E+05
       2600.0000          1.24213789E+06          1.32753155E+06          1.57810401E+06          8.67110613E+06          4.33399744E+05
       2700.0000          1.38590990E+06          1.48493961E+06          1.75777854E+06          9.68035639E+06          4.83751383E+05
       2800.0000          1.55232363E+06          1.66343150E+06          1.95325422E+06          1.07881636E+07          5.40533879E+05
       2900.0000          1.72324733E+06          1.83460693E+06          2.16541454E+06          1.19529504E+07          5.98500517E+05
       3000.0000          1.91059013E+06          2.03455744E+06          2.38587521E+06          1.32240855E+07          6.62401298E+05
       3100.0000          2.10603053E+06          2.24194192E+06          2.62444450E+06          1.45602315E+07          7.29617026E+05
       3200.0000          2.32787234E+06          2.47557942E+06          2.88550562E+06          1.59741516E+07          8.04710127E+05
       3300.0000          2.54835457E+06          2.70465082E+06          3.17106749E+06          1.75324961E+07          8.81420918E+05
       3400.0000          2.78930175E+06          2.95667462E+06          3.45281739E+06          1.91454763E+07          9.62852489E+05
       3500.0000          3.05296269E+06          3.23220335E+06          3.76079513E+06          2.09010497E+07          1.05187549E+06
       3600.0000          3.32336266E+06          3.50942781E+06          4.09679219E+06          2.27183158E+07          1.14422033E+06
       3700.0000          3.62395464E+06          3.81964083E+06          4.43348270E+06          2.46997330E+07          1.24410768E+06
       3800.0000          3.93945156E+06          4.13003622E+06          4.81068574E+06          2.67726027E+07          1.34917579E+06
       3900.0000          4.25257015E+06          4.47460475E+06          5.17577449E+06          2.88770132E+07          1.45672205E+06
       4000.0000          4.60369370E+06          4.83747456E+06          5.58719228E+06          3.11481411E+07          1.57474925E+06
       4100.0000          4.95456892E+06          5.19885239E+06          6.02348548E+06          3.35523174E+07          1.69490064E+06
       4200.0000          5.35183653E+06          5.60570757E+06          6.46442351E+06          3.61049832E+07          1.82604643E+06
       4300.0000          5.76262208E+06          6.02464023E+06          6.93637102E+06          3.87830998E+07          1.96282734E+06
       4400.0000          6.19064311E+06          6.44110649E+06          7.43558860E+06          4.15682370E+07          2.10379224E+06
       4500.0000          6.61255572E+06          6.89936492E+06          7.96708746E+06          4.44952670E+07          2.25144589E+06
       4600.0000          7.09013444E+06          7.37723284E+06          8.51767338E+06          4.75934690E+07          2.40959519E+06
       4700.0000          7.57819571E+06          7.89567847E+06          9.08553522E+06          5.07602924E+07          2.57483373E+06
       4800.0000          8.09144799E+06          8.42364127E+06          9.68242463E+06          5.41542449E+07          2.74690206E+06
       4900.0000          8.64010531E+06          8.97064106E+06          1.03016730E+07          5.76564880E+07          2.92714514E+06
       5000.0000          9.20469356E+06          9.54751797E+06          1.09546229E+07          6.13863599E+07          3.11569754E+06
       5100.0000          9.74927981E+06          1.01219962E+07          1.16026164E+07          6.51060693E+07          3.30127325E+06
       5200.0000          1.03733117E+07          1.07970499E+07          1.23678098E+07          6.91290000E+07          3.51691773E+06
       5300.0000          1.10053512E+07          1.14373597E+07          1.30903963E+07          7.32857221E+07          3.72668829E+06
       5400.0000          1.16625672E+07          1.20644030E+07          1.37961609E+07          7.74986246E+07          3.93669355E+06
       5500.0000          1.23521231E+07          1.28196111E+07          1.46486167E+07          8.20314893E+07          4.17676920E+06
       5600.0000          1.30731619E+07          1.35462413E+07          1.54668032E+07          8.67906135E+07          4.41519838E+06
       5700.0000          1.38272298E+07          1.42865268E+07          1.62585005E+07          9.17819368E+07          4.65725487E+06
       5800.0000          1.45860835E+07          1.50471954E+07          1.72111077E+07          9.66682591E+07          4.91490489E+06
       5900.0000          1.54707356E+07          1.59401148E+07          1.81155301E+07          1.01860042E+08          5.19773157E+06
       6000.0000          1.62226454E+07          1.67720208E+07          1.90474636E+07          1.07259397E+08          5.46182588E+06
       6100.0000          1.71559385E+07          1.76254708E+07          2.00273062E+07          1.12990202E+08          5.75350554E+06
       6200.0000          1.80382845E+07          1.85255729E+07          2.10494482E+07          1.18724784E+08          6.04788328E+06
       6300.0000          1.89367695E+07          1.94667389E+07          2.21125439E+07          1.24902239E+08          6.35297974E+06
       6400.0000          1.99105532E+07          2.04474978E+07          2.33100121E+07          1.31035294E+08          6.68172669E+06
       6500.0000          2.08719275E+07          2.15676551E+07          2.43909797E+07          1.37285813E+08          7.01459984E+06
       6600.0000          2.19748516E+07          2.25599756E+07          2.55227983E+07          1.44131696E+08          7.35555837E+06
       6700.0000          2.30094903E+07          2.35972226E+07          2.67253186E+07          1.50951948E+08          7.69938383E+06
       6800.0000          2.40821807E+07          2.47052070E+07          2.79404134E+07          1.58114212E+08          8.05692904E+06
       6900.0000          2.53213538E+07          2.58232822E+07          2.93433095E+07          1.65484614E+08          8.45027955E+06
       7000.0000          2.64608849E+07          2.69721288E+07          3.05956851E+07          1.73160594E+08          8.82407912E+06
       7100.0000          2.76585519E+07          2.82019809E+07          3.19698454E+07          1.80852814E+08          9.22317625E+06
       7200.0000          2.89077762E+07          2.94714786E+07          3.33937656E+07          1.88719875E+08          9.63684075E+06
       7300.0000          3.01451471E+07          3.08637269E+07          3.47901839E+07          1.96852194E+08          1.00606635E+07
       7400.0000          3.15876963E+07          3.21462547E+07          3.64376850E+07          2.05573541E+08          1.05180926E+07
       7500.0000          3.28937886E+07          3.36821826E+07          3.78780825E+07          2.14342258E+08          1.09701940E+07
       7600.0000          3.42901955E+07          3.50007323E+07          3.94155876E+07          2.23419201E+08          1.14180994E+07
