#Energy      C   H   N   O  Total
       7700.0000          5.94541418E+02          2.94497358E+03          9.97759486E+02          1.71500024E+03          2.77248997E+02
       7800.0000          6.01975669E+02          2.98232166E+03          1.01017570E+03          1.73622607E+03          2.80710058E+02
       7900.0000          6.09405037E+02          3.01964805E+03          1.02258341E+03          1.75743669E+03          2.84168809E+02
       8000.0000          6.16829538E+02          3.05695280E+03          1.03498265E+03          1.77863219E+03          2.87625257E+02
       8100.0000          6.24249187E+02          3.09423590E+03          1.04737346E+03          1.79981262E+03          2.91079409E+02
       8200.0000          6.31663997E+02          3.13149739E+03          1.05975587E+03          1.82097805E+03          2.94531274E+02
       8300.0000          6.39073983E+02          3.16873728E+03          1.07212990E+03          1.84212854E+03          2.97980858E+02
       8400.0000          6.46479158E+02          3.20595558E+03          1.08449558E+03          1.86326416E+03          3.01428169E+02
       8500.0000          6.53879537E+02          3.24315232E+03          1.09685295E+03          1.88438497E+03          3.04873213E+02
       8600.0000          6.61275132E+02          3.28032751E+03          1.10920203E+03          1.90549102E+03          3.08315998E+02
       8700.0000          6.68665956E+02          3.31748117E+03          1.12154284E+03          1.92658237E+03          3.11756529E+02
       8800.0000          6.76052022E+02          3.35461332E+03          1.13387542E+03          1.94765908E+03          3.15194813E+02
       8900.0000          6.83433342E+02          3.39172398E+03          1.14619979E+03          1.96872121E+03          3.18630857E+02
       9000.0000          6.90809928E+02          3.42881316E+03          1.15851598E+03          1.98976879E+03          3.22064667E+02
       9100.0000          6.98181791E+02          3.46588088E+03          1.17082400E+03          2.01080190E+03          3.25496249E+02
       9200.0000          7.05548944E+02          3.50292716E+03          1.18312389E+03          2.03182057E+03          3.28925608E+02
       9300.0000          7.12911398E+02          3.53995202E+03          1.19541567E+03          2.05282486E+03          3.32352751E+02
       9400.0000          7.20269164E+02          3.57695548E+03          1.20769936E+03          2.07381482E+03          3.35777683E+02
       9500.0000          7.27622252E+02          3.61393754E+03          1.21997498E+03          2.09479049E+03          3.39200410E+02
       9600.0000          7.34970674E+02          3.65089824E+03          1.23224256E+03          2.11575192E+03          3.42620937E+02
       9700.0000          7.42314440E+02          3.68783758E+03          1.24450211E+03          2.13669916E+03          3.46039269E+02
       9800.0000          7.49653561E+02          3.72475559E+03          1.25675367E+03          2.15763225E+03          3.49455413E+02
       9900.0000          7.56988046E+02          3.76165228E+03          1.26899724E+03          2.17855124E+03          3.52869373E+02
      10000.0000          7.64317905E+02          3.79852766E+03          1.28123286E+03          2.19945616E+03          3.56281153E+02
      11000.0000          8.37364181E+02          4.16611376E+03          1.40315555E+03          2.40774087E+03          3.90280179E+02
      12000.0000          9.09957779E+02          4.53158849E+03          1.52430254E+03          2.61466113E+03          4.24066316E+02
      13000.0000          9.82106509E+02          4.89496859E+03          1.64468958E+03          2.82024919E+03          4.57643499E+02
      14000.0000          1.05381728E+03          5.25627050E+03          1.76433041E+03          3.02453281E+03          4.91015182E+02
      15000.0000          1.12509631E+03          5.61551041E+03          1.88323725E+03          3.22753640E+03          5.24184460E+02
      16000.0000          1.19594929E+03          5.97270432E+03          2.00142109E+03          3.42928175E+03          5.57154144E+02
      17000.0000          1.26638146E+03          6.32786799E+03          2.11889200E+03          3.62978854E+03          5.89926821E+02
      18000.0000          1.33639775E+03          6.68101701E+03          2.23565927E+03          3.82907481E+03          6.22504893E+02
      19000.0000          1.40600276E+03          7.03216678E+03          2.35173156E+03          4.02715721E+03          6.54890618E+02
      20000.0000          1.47520089E+03          7.38133253E+03          2.46711703E+03          4.22405125E+03          6.87086123E+02
      21000.0000          1.54399631E+03          7.72852932E+03          2.58182336E+03          4.41977150E+03          7.19093433E+02
      22000.0000          1.61239303E+03          8.07377206E+03          2.69585789E+03          4.61433172E+03          7.50914484E+02
      23000.0000          1.68039491E+03          8.41707549E+03          2.80922761E+03          4.80774497E+03          7.82551131E+02
      24000.0000          1.74800568E+03          8.75845421E+03          2.92193924E+03          5.00002371E+03          8.14005162E+02
      25000.0000          1.81522893E+03          9.09792267E+03          3.03399926E+03          5.19117986E+03          8.45278307E+02
      26000.0000          1.88206818E+03          9.43549518E+03          3.14541393E+03          5.38122491E+03          8.76372241E+02
      27000.0000          1.94852685E+03          9.77118588E+03          3.25618929E+03          5.57016991E+03          9.07288592E+02
      28000.0000          2.01460825E+03          1.01050088E+04          3.36633124E+03          5.75802557E+03          9.38028944E+02
      29000.0000          2.08031564E+03          1.04369779E+04          3.47584551E+03          5.94480225E+03          9.68594843E+02
      30000.0000          2.14565220E+03          1.07671068E+04          3.58473767E+03          6.13051003E+03          9.98987801E+02
      31000.0000          2.21062105E+03          1.10954092E+04          3.69301318E+03          6.31515869E+03          1.02920929E+03
      32000.0000          2.27522524E+03          1.14218986E+04          3.80067736E+03          6.49875780E+03          1.05926077E+03
      33000.0000          2.33946778E+03          1.17465884E+04          3.90773544E+03          6.68131667E+03          1.08914365E+03
      34000.0000          2.40335161E+03          1.20694917E+04          4.01419253E+03          6.86284442E+03          1.11885932E+03
      35000.0000          2.46687963E+03          1.23906218E+04          4.12005365E+03          7.04334997E+03          1.14840916E+03
      36000.0000          2.53005469E+03          1.27099915E+04          4.22532371E+03          7.22284206E+03          1.17779450E+03
      37000.0000          2.59287960E+03          1.30276138E+04          4.33000757E+03          7.40132924E+03          1.20701668E+03
      38000.0000          2.65535713E+03          1.33435014E+04          4.43410997E+03          7.57881993E+03          1.23607700E+03
      39000.0000          2.71749000E+03          1.36576670E+04          4.53763560E+03          7.75532238E+03          1.26497673E+03
      40000.0000          2.77928091E+03          1.39701230E+04          4.64058908E+03          7.93084471E+03          1.29371715E+03
      41000.0000          2.84073250E+03          1.42808819E+04          4.74297494E+03          8.10539489E+03          1.32229950E+03
      42000.0000          2.90184739E+03          1.45899559E+04          4.84479765E+03          8.27898078E+03          1.35072500E+03
      43000.0000          2.96262816E+03          1.48973573E+04          4.94606163E+03          8.45161010E+03          1.37899488E+03
      44000.0000          3.02307737E+03          1.52030981E+04          5.04677123E+03          8.62329048E+03          1.40711033E+03
      45000.0000          3.08319753E+03          1.55071902E+04          5.14693073E+03          8.79402941E+03          1.43507253E+03
      46000.0000          3.14299113E+03          1.58096455E+04          5.24654438E+03          8.96383428E+03          1.46288265E+03
      47000.0000          3.20246063E+03          1.61104758E+04          5.34561636E+03          9.13271240E+03          1.49054185E+03
      48000.0000          3.26160846E+03          1.64096926E+04          5.44415079E+03          9.30067096E+03          1.51805125E+03
      49000.0000          3.32043702E+03          1.67073075E+04          5.54215175E+03          9.46771705E+03          1.54541199E+03
      50000.0000          3.37894870E+03          1.70033320E+04          5.63962327E+03          9.63385769E+03          1.57262518E+03
