#Energy      Fe-K-shell   Fe-L1-shell   Fe-L2-shell   Fe-L3-shell   Fe-M1-shell   Fe-M2-shell   Fe-M3-shell   O-K-shell   Valence  Total
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.32270348E+01          3.32270348E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21800536E+01          3.21800536E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12021737E+01          3.12021737E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02854339E+01          3.02854339E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94230504E+01          2.94230504E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86092113E+01          2.86092113E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.78389205E+01          2.78389205E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.71078248E+01          2.71078248E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64121477E+01          2.64121477E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57485650E+01          2.57485650E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51141775E+01          2.51141775E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45064026E+01          2.45064026E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39229591E+01          2.39229591E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.33618150E+01          2.33618150E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28211570E+01          2.28211570E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22993608E+01          2.22993608E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.17949673E+01          2.17949673E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13066614E+01          2.13066614E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08332583E+01          2.08332583E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03736836E+01          2.03736836E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99269634E+01          1.99269634E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94922134E+01          1.94922134E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.90686314E+01          1.90686314E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86554841E+01          1.86554841E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82521045E+01          1.82521045E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78578843E+01          1.78578843E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74722693E+01          1.74722693E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70947544E+01          1.70947544E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67248803E+01          1.67248803E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63622296E+01          1.63622296E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60064247E+01          1.60064247E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56571251E+01          1.56571251E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53140258E+01          1.53140258E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49768553E+01          1.49768553E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46453750E+01          1.46453750E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43193803E+01          1.43193803E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39986950E+01          1.39986950E+01
         58.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36834870E+01          1.36834870E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.35484738E+08          1.00000000E+30          1.36831740E+01          1.36831738E+01
         59.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.35534346E+08          1.00000000E+30          1.36828610E+01          1.36828608E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.03321098E+04          1.00000000E+30          1.33727065E+01          1.33691545E+01
         60.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77749492E+04          1.00000000E+30          1.30675124E+01          1.30579127E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82735705E+09          1.77617315E+04          1.00000000E+30          1.30672094E+01          1.30576029E+01
         61.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82746226E+09          1.77493541E+04          1.00000000E+30          1.30669064E+01          1.30572936E+01
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11836173E+05          9.63609626E+03          1.00000000E+30          1.27666319E+01          1.27482867E+01
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94804729E+04          6.23577282E+03          1.00000000E+30          1.24709545E+01          1.24421412E+01
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.14151119E+04          4.44762760E+03          1.00000000E+30          1.21801896E+01          1.21400383E+01
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38575880E+04          3.37361556E+03          1.00000000E+30          1.18943810E+01          1.18424632E+01
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.88221597E+03          2.67088748E+03          1.00000000E+30          1.16136040E+01          1.15498095E+01
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.49508952E+03          2.18172835E+03          1.00000000E+30          1.13379647E+01          1.12623997E+01
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93237692E+03          1.82575546E+03          1.00000000E+30          1.10675992E+01          1.09805502E+01
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84538994E+03          1.55718552E+03          1.00000000E+30          1.08026712E+01          1.07045450E+01
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05346563E+03          1.34878160E+03          1.00000000E+30          1.05433701E+01          1.04346614E+01
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45642997E+03          1.18338557E+03          1.00000000E+30          1.02899071E+01          1.01711855E+01
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99327847E+03          1.04947417E+03          1.00000000E+30          1.00425108E+01          9.91437635E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.62535360E+03          9.39367687E+02          1.00000000E+30          9.80142175E+00          9.66450056E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32772907E+03          8.47547105E+02          1.00000000E+30          9.56688576E+00          9.42181155E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08295630E+03          7.69986653E+02          1.00000000E+30          9.33914679E+00          9.18653480E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87881584E+03          7.03857191E+02          1.00000000E+30          9.11843958E+00          8.95889732E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70648771E+03          6.46890625E+02          1.00000000E+30          8.90498095E+00          8.73907716E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55943980E+03          5.97435277E+02          1.00000000E+30          8.69896264E+00          8.52723461E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43287268E+03          5.54178409E+02          1.00000000E+30          8.50054424E+00          8.32349092E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32297162E+03          5.16083911E+02          1.00000000E+30          8.30984725E+00          8.12792053E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22685784E+03          4.82331391E+02          1.00000000E+30          8.12695069E+00          7.94055794E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14220330E+03          4.52266178E+02          1.00000000E+30          7.95188833E+00          7.76139115E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06721670E+03          4.25343081E+02          1.00000000E+30          7.78464767E+00          7.59036182E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00041880E+03          4.01128976E+02          1.00000000E+30          7.62517074E+00          7.42737056E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.40616335E+02          3.79252838E+02          1.00000000E+30          7.47335631E+00          7.27227328E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.86831721E+02          3.59417343E+02          1.00000000E+30          7.32906349E+00          7.12489371E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.38248845E+02          3.41358583E+02          1.00000000E+30          7.19211628E+00          6.98501733E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94194250E+02          3.24870044E+02          1.00000000E+30          7.06230871E+00          6.85241051E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54098186E+02          3.09763104E+02          1.00000000E+30          6.93941022E+00          6.72681217E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17482105E+02          2.95880851E+02          1.00000000E+30          6.82317117E+00          6.60794755E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83938643E+02          2.83090330E+02          1.00000000E+30          6.71332803E+00          6.49553203E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53125050E+02          2.71278655E+02          1.00000000E+30          6.60960817E+00          6.38927641E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24738014E+02          2.60339407E+02          1.00000000E+30          6.51173424E+00          6.28888372E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.98512203E+02          2.50188215E+02          1.00000000E+30          6.41942784E+00          6.19406283E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74231899E+02          2.40746603E+02          1.00000000E+30          6.33241274E+00          6.10452561E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51704431E+02          2.31948073E+02          1.00000000E+30          6.25041745E+00          6.01999160E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.30751764E+02          2.23733480E+02          1.00000000E+30          6.17317730E+00          5.94018733E+00
         97.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11252057E+02          2.16057108E+02          1.00000000E+30          6.10050657E+00          5.86492371E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70351251E+09          5.11233297E+02          2.16049630E+02          1.00000000E+30          6.10043600E+00          5.86485049E+00
         98.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.70375985E+09          5.11214538E+02          2.16042228E+02          1.00000000E+30          6.10036542E+00          5.86477734E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16997853E+05          4.93001748E+02          2.08850023E+02          1.00000000E+30          6.03194683E+00          5.79366206E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82687764E+05          4.75954131E+02          2.02093696E+02          1.00000000E+30          5.96747346E+00          5.72639875E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20055682E+04          3.52202591E+02          1.52353603E+02          1.00000000E+30          5.49942186E+00          5.22674826E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.75712474E+03          2.79322269E+02          1.22453320E+02          1.00000000E+30          5.24951017E+00          4.93947547E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70678810E+03          2.32505606E+02          1.03000353E+02          1.00000000E+30          5.12557720E+00          4.77374602E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81468926E+03          2.00643763E+02          8.96585494E+01          1.00000000E+30          5.07838058E+00          4.68161269E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33710704E+03          1.78072690E+02          8.01649321E+01          1.00000000E+30          5.08043199E+00          4.63668114E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04786644E+03          1.61615333E+02          7.32279761E+01          1.00000000E+30          5.11553648E+00          4.62361993E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.57776405E+02          1.49357234E+02          6.80589869E+01          1.00000000E+30          5.17366005E+00          4.63303875E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.25426176E+02          1.40080380E+02          6.41513439E+01          1.00000000E+30          5.24830743E+00          4.65889840E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.29283269E+02          1.32976813E+02          6.11667867E+01          1.00000000E+30          5.33511386E+00          4.69714272E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57160282E+02          1.27493211E+02          5.88724414E+01          1.00000000E+30          5.43105145E+00          4.74494372E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.01688641E+02          1.23240431E+02          5.71039526E+01          1.00000000E+30          5.53396189E+00          4.80026630E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58175572E+02          1.19938782E+02          5.57428766E+01          1.00000000E+30          5.64227042E+00          4.86160739E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.23497831E+02          1.17383403E+02          5.47021729E+01          1.00000000E+30          5.75480474E+00          4.92783116E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95501825E+02          1.15421551E+02          5.39168432E+01          1.00000000E+30          5.86989714E+00          4.99749768E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.72658005E+02          1.13937749E+02          5.33376034E+01          1.00000000E+30          5.98107710E+00          5.06578908E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53852614E+02          1.12843260E+02          5.29265291E+01          1.00000000E+30          6.10948966E+00          5.14769261E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38257601E+02          1.12069111E+02          5.26540731E+01          1.00000000E+30          6.23029603E+00          5.22528033E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.25246172E+02          1.11561064E+02          5.24969480E+01          1.00000000E+30          6.35162105E+00          5.30427596E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.14336958E+02          1.11275947E+02          5.24365860E+01          1.00000000E+30          6.48022289E+00          5.38925798E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05155232E+02          1.11179058E+02          5.24580333E+01          1.00000000E+30          6.60200869E+00          5.47035687E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.97405729E+02          1.11242242E+02          5.25491401E+01          1.00000000E+30          6.73042945E+00          5.55677382E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.90853535E+02          1.11442458E+02          5.26999410E+01          1.00000000E+30          6.85862282E+00          5.64370344E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.85309919E+02          1.11760688E+02          5.29022030E+01          1.00000000E+30          6.98657923E+00          5.73108541E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80621866E+02          1.12181115E+02          5.31490679E+01          1.00000000E+30          7.11429227E+00          5.81886585E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76664412E+02          1.12690506E+02          5.34347866E+01          1.00000000E+30          7.24175804E+00          5.90699673E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73334505E+02          1.13277697E+02          5.37545062E+01          1.00000000E+30          7.36897456E+00          5.99543505E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70546958E+02          1.13933228E+02          5.41041059E+01          1.00000000E+30          7.49594129E+00          6.08414249E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.68230393E+02          1.14649027E+02          5.44800695E+01          1.00000000E+30          7.62265890E+00          6.17308467E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66325034E+02          1.15418177E+02          5.48793762E+01          1.00000000E+30          7.75415873E+00          6.26551524E+00
