#Energy      Ni-K-shell   Ni-L1-shell   Ni-L2-shell   Ni-L3-shell   Ni-M1-shell   Ni-M2-shell   Ni-M3-shell   Valence  Total
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.10679620E+01          3.10679620E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.02527761E+01          3.02527761E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94808613E+01          2.94808613E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.87480664E+01          2.87480664E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80507314E+01          2.80507314E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73856744E+01          2.73856744E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67500530E+01          2.67500530E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61413599E+01          2.61413599E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55573612E+01          2.55573612E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.49960634E+01          2.49960634E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44556800E+01          2.44556800E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39346061E+01          2.39346061E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34313933E+01          2.34313933E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29447376E+01          2.29447376E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24734531E+01          2.24734531E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20164640E+01          2.20164640E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15727913E+01          2.15727913E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11415458E+01          2.11415458E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.07219105E+01          2.07219105E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03131397E+01          2.03131397E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99145496E+01          1.99145496E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95255133E+01          1.95255133E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91454544E+01          1.91454544E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87738434E+01          1.87738434E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84101925E+01          1.84101925E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80540528E+01          1.80540528E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77050112E+01          1.77050112E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73626873E+01          1.73626873E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70267309E+01          1.70267309E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.66968200E+01          1.66968200E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63726633E+01          1.63726633E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60539894E+01          1.60539894E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57405510E+01          1.57405510E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54321288E+01          1.54321288E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51285201E+01          1.51285201E+01
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48295452E+01          1.48295452E+01
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45350450E+01          1.45350450E+01
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42448806E+01          1.42448806E+01
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39589332E+01          1.39589332E+01
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36771038E+01          1.36771038E+01
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33993130E+01          1.33993130E+01
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31255016E+01          1.31255016E+01
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28556301E+01          1.28556301E+01
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25896790E+01          1.25896790E+01
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23276492E+01          1.23276492E+01
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20695618E+01          1.20695618E+01
         72.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18157100E+01          1.18157100E+01
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74794363E+09          1.18154579E+01          1.18154578E+01
         73.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.74802878E+09          1.18152058E+01          1.18152057E+01
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16776330E+05          1.15653989E+01          1.15642536E+01
         74.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.12597273E+04          1.13197091E+01          1.13166044E+01
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76393209E+09          4.12335229E+04          1.13194653E+01          1.13163587E+01
         75.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.76411086E+09          4.12026450E+04          1.13192214E+01          1.13161126E+01
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54782092E+05          2.23555657E+04          1.10777574E+01          1.10717896E+01
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.99481265E+04          1.44599380E+04          1.08403924E+01          1.08309672E+01
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.87845099E+04          1.03059434E+04          1.06075042E+01          1.05942963E+01
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15533591E+04          7.81162869E+03          1.03792412E+01          1.03620647E+01
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24885847E+04          6.17809329E+03          1.01557634E+01          1.01345272E+01
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70415683E+04          5.04126885E+03          9.93724008E+00          9.91192209E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34783608E+04          4.21346029E+03          9.72384576E+00          9.69447880E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09970789E+04          3.58920575E+03          9.51575659E+00          9.48241156E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.19092040E+03          3.10487513E+03          9.31314589E+00          9.27592326E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82803288E+03          2.72043378E+03          9.11617977E+00          9.07520017E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77050350E+03          2.40921133E+03          8.92501250E+00          8.88040837E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93152158E+03          2.15333395E+03          8.73978219E+00          8.69169825E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.25220579E+03          1.93997527E+03          8.56060680E+00          8.50918877E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.69371717E+03          1.75988244E+03          8.38758052E+00          8.33297479E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22796074E+03          1.60623066E+03          8.22077114E+00          8.16311965E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83482779E+03          1.47401590E+03          8.06021804E+00          7.99966022E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49958058E+03          1.35923466E+03          7.90593119E+00          7.84259778E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.21099444E+03          1.25889581E+03          7.75789100E+00          7.69190600E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96048357E+03          1.17053420E+03          7.61604903E+00          7.54752473E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.74146063E+03          1.09229246E+03          7.48032951E+00          7.40937088E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54864224E+03          1.02261512E+03          7.35063146E+00          7.27733265E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37791051E+03          9.60250128E+02          7.22683124E+00          7.15127700E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22579124E+03          9.04192772E+02          7.10878554E+00          7.03105131E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08972916E+03          8.53565132E+02          6.99633443E+00          6.91648660E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96736214E+03          8.07675809E+02          6.88930451E+00          6.80740067E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20653482E+03          5.13445264E+02          6.07484591E+00          5.97408409E+00
        116.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.33278851E+02          4.03482521E+02          5.71531597E+00          5.60166449E+00
        117.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29611466E+10          9.33216780E+02          4.03457502E+02          5.71523158E+00          5.60157637E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09345320E+05          8.48439088E+02          3.68798622E+02          5.59857794E+00          5.47910064E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24211740E+04          6.47763383E+02          2.85643549E+02          5.32473301E+00          5.18424591E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.34305669E+03          5.22654894E+02          2.32941462E+02          5.17322801E+00          5.00961425E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39717498E+03          4.38917493E+02          1.97278487E+02          5.09867971E+00          4.91010105E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63392739E+03          3.80015154E+02          1.72007445E+02          5.07469760E+00          4.85964289E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67654381E+03          3.37060897E+02          1.53488772E+02          5.08527603E+00          4.84257437E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09163143E+03          3.04882093E+02          1.39572879E+02          5.12028417E+00          4.84908606E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70480388E+03          2.80273688E+02          1.28912234E+02          5.17305586E+00          4.87279397E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43406819E+03          2.61150076E+02          1.20621888E+02          5.23905285E+00          4.90939472E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.23639277E+03          2.46099539E+02          1.14098567E+02          5.31509299E+00          4.95589218E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08728932E+03          2.34136801E+02          1.08918905E+02          5.39888729E+00          5.01014002E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.71910281E+02          2.24555676E+02          1.04778368E+02          5.48875231E+00          5.07056032E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.80781751E+02          2.16840127E+02          1.01453678E+02          5.58342578E+00          5.13596769E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07596230E+02          2.10605755E+02          9.87779882E+01          5.68194510E+00          5.20545319E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48012150E+02          2.05561716E+02          9.66249172E+01          5.78103104E+00          5.27619795E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.98943145E+02          2.01485213E+02          9.48973638E+01          5.88350257E+00          5.35050180E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.58143127E+02          1.98203055E+02          9.35197018E+01          5.98705945E+00          5.42638956E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.23940168E+02          1.95579122E+02          9.24325399E+01          6.09935858E+00          5.51006371E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95066925E+02          1.93505416E+02          9.15884792E+01          6.20424957E+00          5.58826089E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70546889E+02          1.91895284E+02          9.09495472E+01          6.31702010E+00          5.67338949E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49617659E+02          1.90678557E+02          9.04849202E+01          6.42982032E+00          5.75901578E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31675963E+02          1.89797976E+02          9.01694110E+01          6.54261952E+00          5.84508812E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16239847E+02          1.89206409E+02          8.99822516E+01          6.65539273E+00          5.93156000E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.02920383E+02          1.88864774E+02          8.99062012E+01          6.76811971E+00          6.01838954E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91401423E+02          1.88740430E+02          8.99268428E+01          6.88078396E+00          6.10553893E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.81423000E+02          1.88805942E+02          9.00320473E+01          6.99337205E+00          6.19297392E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.72770639E+02          1.89038132E+02          9.02115369E+01          7.11163376E+00          6.28516351E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.65266137E+02          1.89417239E+02          9.04565649E+01          7.22385772E+00          6.37292260E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58759806E+02          1.89926400E+02          9.07596440E+01          7.33598580E+00          6.46089026E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53126067E+02          1.90551114E+02          9.11143271E+01          7.45332685E+00          6.55315194E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.48258330E+02          1.91278842E+02          9.15150431E+01          7.57030809E+00          6.64535670E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.44065900E+02          1.92098717E+02          9.19569541E+01          7.68179840E+00          6.73354975E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.40471393E+02          1.93001263E+02          9.24358383E+01          7.79816768E+00          6.82569744E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.37408067E+02          1.93978202E+02          9.29480009E+01          7.91419752E+00          6.91776706E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.34818381E+02          1.95022251E+02          9.34901957E+01          8.02507829E+00          7.00608261E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32652705E+02          1.96126996E+02          9.40595591E+01          8.14053159E+00          7.09805211E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.30867214E+02          1.97286768E+02          9.46535536E+01          8.25566627E+00          7.18992882E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29424265E+02          1.98496536E+02          9.52699311E+01          8.37048962E+00          7.28170965E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.28290526E+02          1.99751821E+02          9.59066882E+01          8.48500878E+00          7.37339183E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.27436699E+02          2.01048628E+02          9.65620354E+01          8.59923075E+00          7.46497301E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26836947E+02          2.02383380E+02          9.72343693E+01          8.71316239E+00          7.55645117E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26468422E+02          2.03752869E+02          9.79222536E+01          8.82681037E+00          7.64782465E+00
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.26310713E+02          2.05154205E+02          9.86243913E+01          8.94018120E+00          7.73909200E+00
