#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   F-K-shell   Valence  Total
        880.0000          1.00000000E+30          4.09439112E+02          1.94177315E+02          9.70886575E+01          3.05947479E+05          2.54197737E+01          1.74718621E+01
        890.0000          1.00000000E+30          4.12383287E+02          1.95791344E+02          9.78956720E+01          2.82325569E+05          2.56525855E+01          1.76263230E+01
        900.0000          1.00000000E+30          4.15323842E+02          1.97402602E+02          9.87013009E+01          2.61629543E+05          2.58850216E+01          1.77805183E+01
        910.0000          1.00000000E+30          4.18260822E+02          1.99011132E+02          9.95055659E+01          2.43384826E+05          2.61146395E+01          1.79332976E+01
        920.0000          1.00000000E+30          4.21194270E+02          2.00616976E+02          1.00308488E+02          2.27208596E+05          2.63463483E+01          1.80869780E+01
        930.0000          1.00000000E+30          4.24124230E+02          2.02220176E+02          1.01110088E+02          2.12792102E+05          2.65776974E+01          1.82404044E+01
        940.0000          1.00000000E+30          4.27050751E+02          2.03820771E+02          1.01910386E+02          1.99880340E+05          2.68086921E+01          1.83935805E+01
        950.0000          1.00000000E+30          4.29973875E+02          2.05418802E+02          1.02709401E+02          1.88266959E+05          2.70393373E+01          1.85465100E+01
        960.0000          1.00000000E+30          4.32893649E+02          2.07014306E+02          1.03507153E+02          1.77777142E+05          2.72696376E+01          1.86991963E+01
        970.0000          1.00000000E+30          4.35810116E+02          2.08607322E+02          1.04303661E+02          1.68267051E+05          2.74995979E+01          1.88516427E+01
        980.0000          1.00000000E+30          4.38723320E+02          2.10197886E+02          1.05098943E+02          1.59616169E+05          2.77292227E+01          1.90038527E+01
        990.0000          1.00000000E+30          4.41633307E+02          2.11786034E+02          1.05893017E+02          1.51717449E+05          2.79585163E+01          1.91558293E+01
       1000.0000          1.00000000E+30          4.44540118E+02          2.13371802E+02          1.06685901E+02          1.44488112E+05          2.81874832E+01          1.93075759E+01
       1074.9990          1.00000000E+30          4.66425544E+02          2.25230682E+02          1.12615341E+02          1.05385918E+05          2.98958553E+01          2.04404575E+01
       1075.0010          1.56196750E+13          4.66426193E+02          2.25231011E+02          1.12615506E+02          1.05385078E+05          2.98959010E+01          2.04404883E+01
       1100.0000          3.13844701E+07          4.73799598E+02          2.29181381E+02          1.14590691E+02          9.64153858E+04          3.04600782E+01          2.08155855E+01
       1200.0000          2.64673884E+06          5.03067968E+02          2.44777755E+02          1.22388878E+02          7.16467093E+04          3.27085056E+01          2.23058736E+01
       1300.0000          1.05918334E+06          5.32005625E+02          2.60254730E+02          1.30127365E+02          5.71108608E+04          3.49311894E+01          2.37795093E+01
       1400.0000          6.00692151E+05          5.60952640E+02          2.75623837E+02          1.37811918E+02          4.78418094E+04          3.71307019E+01          2.52387976E+01
       1500.0000          4.00654230E+05          5.89606179E+02          2.90831154E+02          1.45415577E+02          4.15870535E+04          3.93111326E+01          2.66837874E+01
       1600.0000          2.93850957E+05          6.18273343E+02          3.05953579E+02          1.52976790E+02          3.71917190E+04          4.14741171E+01          2.81179021E+01
       1700.0000          2.29472037E+05          6.46677456E+02          3.20937884E+02          1.60468942E+02          3.40089460E+04          4.36192108E+01          2.95391222E+01
       1800.0000          1.87399553E+05          6.75101920E+02          3.35795209E+02          1.67897605E+02          3.16514358E+04          4.57477188E+01          3.09490033E+01
       1900.0000          1.58281258E+05          7.03035041E+02          3.50592341E+02          1.75296171E+02          2.98752623E+04          4.78626878E+01          3.23496422E+01
       2000.0000          1.37254547E+05          7.31009030E+02          3.65277673E+02          1.82638837E+02          2.85204934E+04          4.99613612E+01          3.37396510E+01
       2100.0000          1.21570651E+05          7.59018421E+02          3.79858747E+02          1.89929373E+02          2.74786911E+04          5.20483625E+01          3.51213848E+01
       2200.0000          1.09571364E+05          7.86591302E+02          3.94396020E+02          1.97198010E+02          2.66743167E+04          5.41244093E+01          3.64957592E+01
       2300.0000          1.00202914E+05          8.14215008E+02          4.08786716E+02          2.04393358E+02          2.60534207E+04          5.61866422E+01          3.78599237E+01
       2400.0000          9.27667218E+04          8.41661413E+02          4.23142951E+02          2.11571476E+02          2.55766587E+04          5.82392934E+01          3.92182321E+01
       2500.0000          8.67835357E+04          8.68940834E+02          4.37415846E+02          2.18707923E+02          2.52147928E+04          6.02811441E+01          4.05689290E+01
       2600.0000          8.19147057E+04          8.96062681E+02          4.51609796E+02          2.25804898E+02          2.49457207E+04          6.23127429E+01          4.19124255E+01
       2700.0000          7.79151008E+04          9.23035559E+02          4.65728837E+02          2.32864419E+02          2.47524727E+04          6.43345772E+01          4.32490899E+01
       2800.0000          7.46036254E+04          9.49867349E+02          4.79825252E+02          2.39912626E+02          2.46218372E+04          6.63487746E+01          4.45812759E+01
       2900.0000          7.18440440E+04          9.76768288E+02          4.93804522E+02          2.46902261E+02          2.45434017E+04          6.83523902E+01          4.59056894E+01
       3000.0000          6.95322844E+04          1.00353496E+03          5.07766119E+02          2.53883060E+02          2.45088660E+04          7.03491637E+01          4.72261645E+01
       3100.0000          6.75877334E+04          1.02997528E+03          5.21664660E+02          2.60832330E+02          2.45115348E+04          7.23361213E+01          4.85397718E+01
       3200.0000          6.59472065E+04          1.05649364E+03          5.35456636E+02          2.67728318E+02          2.45459626E+04          7.43168189E+01          4.98478901E+01
       3300.0000          6.45605857E+04          1.08289468E+03          5.49237062E+02          2.74618531E+02          2.46076763E+04          7.62899679E+01          5.11519848E+01
       3400.0000          6.33877524E+04          1.10918325E+03          5.62961759E+02          2.81480879E+02          2.46929766E+04          7.82558853E+01          5.24510702E+01
       3500.0000          6.23962388E+04          1.13536388E+03          5.76632905E+02          2.88316452E+02          2.47987714E+04          8.02147785E+01          5.37453133E+01
       3600.0000          6.15595803E+04          1.16162577E+03          5.90296531E+02          2.95148266E+02          2.49224692E+04          8.21670459E+01          5.50365244E+01
       3700.0000          6.08560404E+04          1.18760029E+03          6.03865612E+02          3.01932806E+02          2.50618749E+04          8.41140405E+01          5.63222198E+01
       3800.0000          6.02675629E+04          1.21347884E+03          6.17386706E+02          3.08693353E+02          2.52151237E+04          8.60536738E+01          5.76031096E+01
       3900.0000          5.97791359E+04          1.23944334E+03          6.30904829E+02          3.15452415E+02          2.53806184E+04          8.79867032E+01          5.88811248E+01
       4000.0000          5.93781253E+04          1.26513747E+03          6.44334088E+02          3.22167044E+02          2.55569856E+04          8.99154596E+01          6.01542652E+01
       4100.0000          5.90538668E+04          1.29092019E+03          6.57762765E+02          3.28881382E+02          2.57430399E+04          9.18371257E+01          6.14243906E+01
       4200.0000          5.87973017E+04          1.31644229E+03          6.71106128E+02          3.35553064E+02          2.59377499E+04          9.37547226E+01          6.26898492E+01
       4300.0000          5.86006746E+04          1.34205476E+03          6.84450914E+02          3.42225457E+02          2.61402186E+04          9.56656183E+01          6.39525313E+01
       4400.0000          5.84573522E+04          1.36758584E+03          6.97755089E+02          3.48877545E+02          2.63496586E+04          9.75725350E+01          6.52121670E+01
       4500.0000          5.83615860E+04          1.39303764E+03          7.10979202E+02          3.55489601E+02          2.65653790E+04          9.94742095E+01          6.64671637E+01
       4600.0000          5.83084134E+04          1.41824452E+03          7.24207022E+02          3.62103511E+02          2.67867700E+04          1.01371013E+02          6.77195065E+01
       4700.0000          5.82934963E+04          1.44354579E+03          7.37397900E+02          3.68698950E+02          2.70132923E+04          1.03261914E+02          6.89684448E+01
       4800.0000          5.83130528E+04          1.46877454E+03          7.50552813E+02          3.75276407E+02          2.72444661E+04          1.05148918E+02          7.02145200E+01
       4900.0000          5.83637636E+04          1.49393267E+03          7.63672664E+02          3.81836332E+02          2.74798658E+04          1.07031665E+02          7.14576007E+01
       5000.0000          5.84427018E+04          1.51902207E+03          7.76758489E+02          3.88379245E+02          2.77191098E+04          1.08910080E+02          7.26976854E+01
       5100.0000          5.85472830E+04          1.54404456E+03          7.89811272E+02          3.94905636E+02          2.79618573E+04          1.10784046E+02          7.39347528E+01
       5200.0000          5.86752167E+04          1.56900189E+03          8.02831884E+02          4.01415942E+02          2.82078017E+04          1.12653645E+02          7.51688669E+01
       5300.0000          5.88244653E+04          1.59389571E+03          8.15821100E+02          4.07910550E+02          2.84566675E+04          1.14519178E+02          7.64001870E+01
       5400.0000          5.89932082E+04          1.61888450E+03          8.28779514E+02          4.14389757E+02          2.87082061E+04          1.16382384E+02          7.76298677E+01
       5500.0000          5.91798183E+04          1.64365471E+03          8.41707606E+02          4.20853803E+02          2.89621926E+04          1.18240021E+02          7.88557583E+01
       5600.0000          5.93828377E+04          1.66836618E+03          8.54643392E+02          4.27321696E+02          2.92184235E+04          1.20093273E+02          8.00797545E+01
       5700.0000          5.96009555E+04          1.69302035E+03          8.67513280E+02          4.33756640E+02          2.94767139E+04          1.21944086E+02          8.13007888E+01
       5800.0000          5.98329861E+04          1.71761833E+03          8.80355796E+02          4.40177898E+02          2.97368958E+04          1.23789551E+02          8.25185836E+01
       5900.0000          6.00778622E+04          1.74231224E+03          8.93171366E+02          4.46585683E+02          2.99988159E+04          1.25633904E+02          8.37353856E+01
       6000.0000          6.03346126E+04          1.76680003E+03          9.05994679E+02          4.52997339E+02          3.02623346E+04          1.27472273E+02          8.49492479E+01
       6100.0000          6.06023617E+04          1.79123610E+03          9.18755932E+02          4.59377966E+02          3.05273237E+04          1.29308582E+02          8.61604288E+01
       6200.0000          6.08803084E+04          1.81576859E+03          9.31493175E+02          4.65746588E+02          3.07936667E+04          1.31142004E+02          8.73699083E+01
       6300.0000          6.11677242E+04          1.84010095E+03          9.44238273E+02          4.72119137E+02          3.10612562E+04          1.32970383E+02          8.85768840E+01
       6400.0000          6.14639436E+04          1.86453259E+03          9.56924330E+02          4.78462165E+02          3.13299935E+04          1.34795532E+02          8.97810886E+01
       6500.0000          6.17683594E+04          1.88876555E+03          9.69621477E+02          4.84810739E+02          3.15997883E+04          1.36619431E+02          9.09845623E+01
       6600.0000          6.20804143E+04          1.91309961E+03          9.82258554E+02          4.91129277E+02          3.18705570E+04          1.38438927E+02          9.21847223E+01
       6700.0000          6.23995949E+04          1.93723756E+03          9.94909100E+02          4.97454550E+02          3.21422227E+04          1.40256237E+02          9.33838041E+01
       6800.0000          6.27254330E+04          1.96147735E+03          1.00749947E+03          5.03749733E+02          3.24147144E+04          1.42069428E+02          9.45796981E+01
       6900.0000          6.30574937E+04          1.98552411E+03          1.02010427E+03          5.10052134E+02          3.26879665E+04          1.43880480E+02          9.57745683E+01
       7000.0000          6.33953790E+04          2.00967305E+03          1.03265017E+03          5.16325084E+02          3.29619188E+04          1.45687297E+02          9.69662335E+01
       7100.0000          6.37387199E+04          2.03363211E+03          1.04521022E+03          5.22605111E+02          3.32365142E+04          1.47492560E+02          9.81571346E+01
       7200.0000          6.40871756E+04          2.05769337E+03          1.05771464E+03          5.28857318E+02          3.35117014E+04          1.49295633E+02          9.93458234E+01
       7300.0000          6.44404303E+04          2.08171137E+03          1.07023097E+03          5.35115483E+02          3.37874316E+04          1.51095578E+02          1.00533333E+02
       7400.0000          6.47981918E+04          2.10554449E+03          1.08272903E+03          5.41364513E+02          3.40636603E+04          1.52891849E+02          1.01718294E+02
       7500.0000          6.51601882E+04          2.12948012E+03          1.09516945E+03          5.47584726E+02          3.43403452E+04          1.54685413E+02          1.02900762E+02
       7600.0000          6.55261675E+04          2.15337380E+03          1.10762537E+03          5.53812686E+02          3.46174479E+04          1.56477378E+02          1.04082826E+02
       7700.0000          6.58958938E+04          2.17708786E+03          1.12006361E+03          5.60031804E+02          3.48949322E+04          1.58266104E+02          1.05262562E+02
       7800.0000          6.62691504E+04          2.20090400E+03          1.13244515E+03          5.66222574E+02          3.51529353E+04          1.60051550E+02          1.06439394E+02
       7900.0000          6.66457314E+04          2.22468058E+03          1.14484285E+03          5.72421427E+02          3.54388893E+04          1.61836501E+02          1.07616588E+02
       8000.0000          6.70254474E+04          2.24828032E+03          1.15722329E+03          5.78611644E+02          3.57244052E+04          1.63616286E+02          1.08790612E+02
       8100.0000          6.74081215E+04          2.27198287E+03          1.16958365E+03          5.84791827E+02          3.59673334E+04          1.65396802E+02          1.09964262E+02
       8200.0000          6.77935861E+04          2.29564838E+03          1.18189182E+03          5.90945912E+02          3.62523195E+04          1.67172031E+02          1.11134485E+02
       8300.0000          6.81816855E+04          2.31927659E+03          1.19421596E+03          5.97107979E+02          3.65368829E+04          1.68947116E+02          1.12304967E+02
       8400.0000          6.85722750E+04          2.34286754E+03          1.20652362E+03          6.03261810E+02          3.68210297E+04          1.70717181E+02          1.13472695E+02
       8500.0000          6.89652167E+04          2.36629183E+03          1.21881442E+03          6.09407212E+02          3.71047654E+04          1.72487955E+02          1.14639885E+02
       8600.0000          6.93603833E+04          2.38981600E+03          1.23108501E+03          6.15542504E+02          3.73880959E+04          1.74255943E+02          1.15805531E+02
       8700.0000          6.97576534E+04          2.41330611E+03          1.24334308E+03          6.21671542E+02          3.76710273E+04          1.76019169E+02          1.16968649E+02
       8800.0000          7.01569141E+04          2.43676193E+03          1.25554595E+03          6.27772973E+02          3.79535652E+04          1.77782580E+02          1.18130291E+02
       8900.0000          7.05580591E+04          2.46018326E+03          1.26776726E+03          6.33883630E+02          3.82357156E+04          1.79544415E+02          1.19291634E+02
       9000.0000          7.09609873E+04          2.48357190E+03          1.27997456E+03          6.39987280E+02          3.85174842E+04          1.81301387E+02          1.20450370E+02
       9100.0000          7.13656048E+04          2.50692929E+03          1.29216656E+03          6.46083278E+02          3.87988767E+04          1.83057215E+02          1.21608111E+02
       9200.0000          7.17718216E+04          2.53012691E+03          1.30434064E+03          6.52170322E+02          3.90798989E+04          1.84812739E+02          1.22764854E+02
       9300.0000          7.21795547E+04          2.55342255E+03          1.31649760E+03          6.58248799E+02          3.93605563E+04          1.86565445E+02          1.23920118E+02
       9400.0000          7.25887236E+04          2.57668739E+03          1.32864025E+03          6.64320124E+02          3.96408547E+04          1.88316216E+02          1.25074065E+02
       9500.0000          7.29992535E+04          2.59992195E+03          1.34076959E+03          6.70384793E+02          3.99207994E+04          1.90064080E+02          1.26226294E+02
       9600.0000          7.34110742E+04          2.62312648E+03          1.35288475E+03          6.76442376E+02          4.02003959E+04          1.91809037E+02          1.27376783E+02
       9700.0000          7.38241177E+04          2.64630122E+03          1.36498491E+03          6.82492453E+02          4.04796496E+04          1.93552595E+02          1.28526176E+02
       9800.0000          7.42383212E+04          2.66944652E+03          1.37706986E+03          6.88534928E+02          4.07585657E+04          1.95295039E+02          1.29674593E+02
       9900.0000          7.46536240E+04          2.69256282E+03          1.38913988E+03          6.94569940E+02          4.10371496E+04          1.97035853E+02          1.30821817E+02
      10000.0000          7.50699695E+04          2.71565059E+03          1.40119542E+03          7.00597708E+02          4.13154062E+04          1.98774703E+02          1.31967712E+02
      11000.0000          7.92801317E+04          2.94515669E+03          1.52099849E+03          7.60499243E+02          4.41144342E+04          2.16062892E+02          1.43359045E+02
      12000.0000          8.34891209E+04          3.17216237E+03          1.63959511E+03          8.19797556E+02          4.69125594E+04          2.33183526E+02          1.54637807E+02
      13000.0000          8.78348585E+04          3.39704237E+03          1.75709412E+03          8.78547058E+02          4.96785788E+04          2.50153588E+02          1.65815573E+02
      14000.0000          9.21452673E+04          3.62000750E+03          1.87361003E+03          9.36805015E+02          5.24449135E+04          2.66990321E+02          1.76903366E+02
      15000.0000          9.64237332E+04          3.84111178E+03          1.98919198E+03          9.94595991E+02          5.51832880E+04          2.83706158E+02          1.87907853E+02
      16000.0000          1.00755971E+05          4.06051049E+03          2.10391436E+03          1.05195718E+03          5.79229801E+04          3.00305146E+02          1.98833897E+02
      17000.0000          1.05133786E+05          4.27845937E+03          2.21786346E+03          1.10893173E+03          6.06378899E+04          3.16792380E+02          2.09686389E+02
      18000.0000          1.09396712E+05          4.49492514E+03          2.33112888E+03          1.16556444E+03          6.33550799E+04          3.33191663E+02          2.20477805E+02
      19000.0000          1.13705128E+05          4.71015387E+03          2.44367538E+03          1.22183769E+03          6.60257871E+04          3.49494623E+02          2.31204203E+02
      20000.0000          1.17981768E+05          4.92410676E+03          2.55563097E+03          1.27781549E+03          6.87008344E+04          3.65714236E+02          2.41874935E+02
      21000.0000          1.22229075E+05          5.13684411E+03          2.66695686E+03          1.33347843E+03          7.13798112E+04          3.81847783E+02          2.52487943E+02
      22000.0000          1.26516727E+05          5.34850249E+03          2.77771314E+03          1.38885657E+03          7.40174707E+04          3.97902727E+02          2.63048189E+02
      23000.0000          1.30775348E+05          5.55917678E+03          2.88795567E+03          1.44397783E+03          7.66605660E+04          4.13890945E+02          2.73562899E+02
      24000.0000          1.35006784E+05          5.76877055E+03          2.99771040E+03          1.49885520E+03          7.92871918E+04          4.29810755E+02          2.84031545E+02
      25000.0000          1.39212719E+05          5.97740505E+03          3.10698877E+03          1.55349438E+03          8.18983152E+04          4.45672760E+02          2.94459384E+02
      26000.0000          1.43394696E+05          6.18526096E+03          3.21578863E+03          1.60789432E+03          8.44948173E+04          4.61459150E+02          3.04839046E+02
      27000.0000          1.47554126E+05          6.39216666E+03          3.32412572E+03          1.66206286E+03          8.70775044E+04          4.77191806E+02          3.15180113E+02
      28000.0000          1.51751429E+05          6.59826045E+03          3.43210854E+03          1.71605427E+03          8.96672112E+04          4.92863624E+02          3.25483303E+02
      29000.0000          1.55868025E+05          6.80365364E+03          3.53968036E+03          1.76984018E+03          9.22239893E+04          5.08486769E+02          3.35751599E+02
      30000.0000          1.60022479E+05          7.00815487E+03          3.64683583E+03          1.82341791E+03          9.47884404E+04          5.24060654E+02          3.45985222E+02
      31000.0000          1.64156666E+05          7.21210045E+03          3.75359103E+03          1.87679552E+03          9.73410332E+04          5.39570496E+02          3.56178459E+02
      32000.0000          1.68271521E+05          7.41524898E+03          3.86011884E+03          1.93005942E+03          9.98632765E+04          5.55053822E+02          3.66351503E+02
      33000.0000          1.72367912E+05          7.61780376E+03          3.96626483E+03          1.98313242E+03          1.02393903E+05          5.70471535E+02          3.76484171E+02
      34000.0000          1.76446653E+05          7.81967516E+03          4.07206359E+03          2.03603179E+03          1.04932653E+05          5.85853039E+02          3.86589994E+02
      35000.0000          1.80508504E+05          8.02089447E+03          4.17752299E+03          2.08876149E+03          1.07442657E+05          6.01194279E+02          3.96667000E+02
      36000.0000          1.84554175E+05          8.22145828E+03          4.28265501E+03          2.14132750E+03          1.09943076E+05          6.16482861E+02          4.06710371E+02
      37000.0000          1.88635860E+05          8.42164831E+03          4.38762272E+03          2.19381136E+03          1.12434283E+05          6.31753123E+02          4.16740418E+02
      38000.0000          1.92650250E+05          8.62101863E+03          4.49209196E+03          2.24604598E+03          1.14934306E+05          6.46967923E+02          4.26730587E+02
      39000.0000          1.96700710E+05          8.82002673E+03          4.59649402E+03          2.29824701E+03          1.17407830E+05          6.62143883E+02          4.36700930E+02
      40000.0000          2.00686160E+05          9.01847498E+03          4.70057598E+03          2.35028799E+03          1.19890498E+05          6.77302478E+02          4.46653451E+02
      41000.0000          2.04707556E+05          9.21644870E+03          4.80435178E+03          2.40217589E+03          1.22347555E+05          6.92402594E+02          4.56570874E+02
      42000.0000          2.08666146E+05          9.41374466E+03          4.90790142E+03          2.45395071E+03          1.24813985E+05          7.07467456E+02          4.66464966E+02
      43000.0000          2.12660416E+05          9.61088985E+03          5.01111267E+03          2.50555633E+03          1.27255674E+05          7.22513273E+02          4.76341040E+02
      44000.0000          2.16641614E+05          9.80739812E+03          5.11426724E+03          2.55713362E+03          1.29706864E+05          7.37517424E+02          4.86195944E+02
      45000.0000          2.20562890E+05          1.00032822E+04          5.21701973E+03          2.60850987E+03          1.32150751E+05          7.52499053E+02          4.96028193E+02
      46000.0000          2.24519497E+05          1.01990009E+04          5.31966354E+03          2.65983177E+03          1.34587512E+05          7.67442291E+02          5.05840460E+02
      47000.0000          2.28464193E+05          1.03942503E+04          5.42207142E+03          2.71103571E+03          1.37017355E+05          7.82355938E+02          5.15632135E+02
      48000.0000          2.32397328E+05          1.05887391E+04          5.52413877E+03          2.76206939E+03          1.39424283E+05          7.97234436E+02          5.25397025E+02
      49000.0000          2.36319234E+05          1.07831488E+04          5.62620178E+03          2.81310089E+03          1.41841044E+05          8.12091905E+02          5.35152529E+02
      50000.0000          2.40230226E+05          1.09771352E+04          5.72799722E+03          2.86399861E+03          1.44251460E+05          8.26930052E+02          5.44891170E+02
