#Energy      Sr-K-shell   Sr-L1-shell   Sr-L2-shell   Sr-L3-shell   Sr-M1-shell   Sr-M2-shell   Sr-M3-shell   Sr-M4-shell   Sr-M5-shell   Sr-N1-shell   Sr-N2-shell   Sr-N3-shell   Ti-K-shell   Ti-L1-shell   Ti-L2-shell   Ti-L3-shell   Ti-M1-shell   Ti-M2-shell   Ti-M3-shell   O-K-shell   Valence  Total
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34215971E+04          3.79218197E+04          1.97370941E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68900027E+04          2.60225946E+04          1.21287307E+04          1.00000000E+30          5.44316884E+02          4.70764226E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34026060E+04          3.95422710E+04          2.04678379E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70236949E+04          2.55406105E+04          1.19729224E+04          1.00000000E+30          5.57743036E+02          4.81129741E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31689763E+04          4.13182047E+04          2.09961121E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71595204E+04          2.51807451E+04          1.17138025E+04          1.00000000E+30          5.73266181E+02          4.92676795E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.29385921E+04          4.26919191E+04          2.16878395E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.72975309E+04          2.48308798E+04          1.15357525E+04          1.00000000E+30          5.87272254E+02          5.03157091E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.30133307E+04          4.44627061E+04          2.24266984E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73988148E+04          2.44906035E+04          1.13630343E+04          1.00000000E+30          6.02912015E+02          5.14853551E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28685850E+04          4.56595677E+04          2.27621021E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75290688E+04          2.38899480E+04          1.11954117E+04          1.00000000E+30          6.19141366E+02          5.26419103E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27251031E+04          4.73394870E+04          2.34186866E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76612878E+04          2.35100900E+04          1.10326627E+04          1.00000000E+30          6.34225121E+02          5.37372763E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28493606E+04          4.85046355E+04          2.37412835E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76410971E+04          2.31421226E+04          1.08745777E+04          1.00000000E+30          6.51274503E+02          5.49304222E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27849006E+04          5.00644030E+04          2.43049716E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77292331E+04          2.27854962E+04          1.07209590E+04          1.00000000E+30          6.67164136E+02          5.60516652E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27206931E+04          5.17278187E+04          2.48960780E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78182541E+04          2.24396945E+04          1.04406917E+04          1.00000000E+30          6.84523682E+02          5.72280234E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26567367E+04          5.25473791E+04          2.51248824E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79081736E+04          2.21042318E+04          1.02829362E+04          1.00000000E+30          7.02363989E+02          5.84267261E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28811341E+04          5.40489966E+04          2.56226291E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79990053E+04          2.16705978E+04          1.01298770E+04          1.00000000E+30          7.20369422E+02          5.96466203E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28890871E+04          5.48069276E+04          2.61404961E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79121967E+04          2.13416291E+04          9.98130750E+03          1.00000000E+30          7.37780948E+02          6.07831159E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28970439E+04          5.61133893E+04          2.62989176E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79674195E+04          2.10224989E+04          9.88249318E+03          1.00000000E+30          7.57097759E+02          6.20543676E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.29050046E+04          5.74836577E+04          2.67293946E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80229839E+04          2.07127722E+04          9.75145863E+03          1.00000000E+30          7.77246621E+02          6.33671583E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.31954199E+04          5.80902142E+04          2.71741988E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80788931E+04          2.04120394E+04          9.62385345E+03          1.00000000E+30          7.93082214E+02          6.43809508E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.32673178E+04          5.92738420E+04          2.72860020E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81351502E+04          2.02622448E+04          9.49954475E+03          1.00000000E+30          8.12711024E+02          6.56257773E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.33395278E+04          6.05067076E+04          2.76525722E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81917585E+04          2.00022589E+04          9.44555817E+03          1.00000000E+30          8.33781746E+02          6.69849200E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34120519E+04          6.08766089E+04          2.80291258E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82487213E+04          1.97488604E+04          9.33999181E+03          1.00000000E+30          8.54101075E+02          6.82428281E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37441148E+04          6.19245621E+04          2.80991560E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83060420E+04          1.95018018E+04          9.23675905E+03          1.00000000E+30          8.73362294E+02          6.94184558E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38734416E+04          6.30092270E+04          2.84040594E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83637239E+04          1.94215322E+04          9.13578337E+03          1.00000000E+30          8.95076944E+02          7.07601365E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40037635E+04          6.32169137E+04          2.87156524E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84217704E+04          1.92153703E+04          9.11588338E+03          1.00000000E+30          9.16582769E+02          7.20936805E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41350920E+04          6.41079984E+04          2.90341576E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84801851E+04          1.90135393E+04          9.03356918E+03          1.00000000E+30          9.35450005E+02          7.32201224E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42674389E+04          6.50245631E+04          2.90395070E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85389714E+04          1.88159041E+04          8.95272822E+03          1.00000000E+30          9.57468727E+02          7.45044251E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.46413772E+04          6.51748737E+04          2.92934639E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85981329E+04          1.87895812E+04          8.87332131E+03          1.00000000E+30          9.79379991E+02          7.58098847E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.48221353E+04          6.59160784E+04          2.95519018E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83764154E+04          1.86303214E+04          8.87837718E+03          1.00000000E+30          1.00361038E+03          7.72286493E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50047896E+04          6.66743358E+04          2.98149403E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84131232E+04          1.84737386E+04          8.81713973E+03          1.00000000E+30          1.02447806E+03          7.84271729E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51893701E+04          6.74502413E+04          3.00827035E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84499779E+04          1.84468166E+04          8.75674126E+03          1.00000000E+30          1.04799337E+03          7.97894925E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53759076E+04          6.74295419E+04          2.99805675E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84869805E+04          1.83264682E+04          8.69716462E+03          1.00000000E+30          1.07265154E+03          8.11451016E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.57394630E+04          6.80405608E+04          3.01869689E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.85241317E+04          1.82076800E+04          8.71773220E+03          1.00000000E+30          1.09400526E+03          8.24068806E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59625794E+04          6.86627545E+04          3.03962320E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86447090E+04          1.80904218E+04          8.67536931E+03          1.00000000E+30          1.11912656E+03          8.38219679E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61884991E+04          6.92964325E+04          3.06084166E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86971341E+04          1.81016338E+04          8.63341614E+03          1.00000000E+30          1.14197474E+03          8.51087382E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64172753E+04          6.92661313E+04          3.08235844E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87498548E+04          1.80173472E+04          8.64206614E+03          1.00000000E+30          1.16717354E+03          8.65307334E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91098211E+04          7.32214918E+04          3.22552859E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96431211E+04          1.77473508E+04          8.58034488E+03          1.00000000E+30          1.43295590E+03          1.00817901E+03
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.21329259E+04          7.59640541E+04          3.34690856E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.08468581E+04          1.80100036E+04          8.70887159E+03          1.00000000E+30          1.73353523E+03          1.16015778E+03
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.53618035E+04          7.86799026E+04          3.47016667E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.23793925E+04          1.85154378E+04          9.06266323E+03          1.00000000E+30          2.07347026E+03          1.32469488E+03
        136.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.77177637E+04          8.08096790E+04          3.57079099E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35771795E+04          1.90721034E+04          9.35317216E+03          1.00000000E+30          2.33252361E+03          1.44546560E+03
        137.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.98761640E+04          4.77184980E+04          8.08103041E+04          3.57082058E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35775325E+04          1.90722419E+04          9.35325305E+03          1.00000000E+30          2.33260511E+03          1.37879203E+03
        138.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95727110E+04          4.84969857E+04          8.10343830E+04          3.60062589E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39355383E+04          1.92115514E+04          9.43476028E+03          1.00000000E+30          2.41458987E+03          1.41139450E+03
        139.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.33435429E+04          2.95724103E+04          4.84977535E+04          8.10349423E+04          3.60065597E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.39359021E+04          1.92116919E+04          9.43484258E+03          1.00000000E+30          2.41467560E+03          1.36691633E+03
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32452917E+04          2.94229868E+04          4.88843190E+04          8.13152926E+04          3.61275768E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41190189E+04          1.93815994E+04          9.47613195E+03          1.00000000E+30          2.44800617E+03          1.38002364E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50505726E+04          1.88210444E+04          5.26504730E+04          8.42323308E+04          3.76824949E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58670066E+04          2.03315506E+04          9.97910614E+03          1.00000000E+30          2.87062669E+03          1.48044158E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12855236E+04          6.31769158E+03          5.66853712E+04          8.74314880E+04          3.93515723E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76494327E+04          2.14406228E+04          1.05575808E+04          1.00000000E+30          3.33198044E+03          1.28364187E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14215421E+03          3.72368233E+03          6.11366452E+04          9.07971467E+04          4.10848920E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96413881E+04          2.27010629E+04          1.12155275E+04          1.00000000E+30          3.84611909E+03          1.09887360E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.59798070E+03          2.89463819E+03          6.53874000E+04          9.45477757E+04          4.30273751E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.16350536E+04          2.41073201E+04          1.19304426E+04          1.00000000E+30          4.39365648E+03          1.00343579E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00743578E+03          2.58377528E+03          7.00531261E+04          9.80893321E+04          4.48967232E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37292761E+04          2.57072183E+04          1.27386721E+04          1.00000000E+30          4.99371659E+03          9.70299253E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73571702E+03          2.42178778E+03          7.47792555E+04          1.02050273E+05          4.70491797E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60310198E+04          2.73328199E+04          1.35667902E+04          1.00000000E+30          5.64306062E+03          9.61271723E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55932969E+03          2.33529499E+03          7.97039342E+04          1.06314687E+05          4.90843370E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83595660E+04          2.90763426E+04          1.44540694E+04          1.00000000E+30          6.35420320E+03          9.62917171E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49763734E+03          2.30436904E+03          8.47953591E+04          1.10538522E+05          5.14693381E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09211636E+04          3.10606948E+04          1.54287659E+04          1.00000000E+30          7.09860683E+03          9.78039789E+02
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50967366E+03          2.31870882E+03          9.04001487E+04          1.15181487E+05          5.36446947E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.34635057E+04          3.29679045E+04          1.64119958E+04          1.00000000E+30          7.90326936E+03          1.00463374E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.55790121E+03          2.35827766E+03          9.58547673E+04          1.19743740E+05          5.61589432E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.60111932E+04          3.49650886E+04          1.75031449E+04          1.00000000E+30          8.77164036E+03          1.03824562E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63900641E+03          2.41926385E+03          1.01291005E+05          1.24723570E+05          5.84893153E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.88148504E+04          3.71894571E+04          1.85859334E+04          1.00000000E+30          9.68650330E+03          1.07810661E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74503457E+03          2.49631381E+03          1.07178376E+05          1.29957844E+05          6.10621664E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15630590E+04          3.97160679E+04          1.97906905E+04          1.00000000E+30          1.06795986E+04          1.12391067E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87834488E+03          2.59020721E+03          1.13171552E+05          1.34733368E+05          6.39259496E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43249638E+04          4.20196463E+04          2.09813999E+04          1.00000000E+30          1.16846343E+04          1.17472559E+03
        272.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91668014E+03          2.61900257E+03          1.15178973E+05          1.36365068E+05          6.48379046E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52498626E+04          4.27034751E+04          2.13868234E+04          1.00000000E+30          1.20241342E+04          1.19044470E+03
        273.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58372473E+04          3.91670596E+03          2.61902199E+03          1.15180336E+05          1.36366170E+05          6.43832313E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52504899E+04          4.27040161E+04          2.13870990E+04          1.00000000E+30          1.20243699E+04          1.10709358E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57694224E+04          4.03653807E+03          2.69961463E+03          1.19093736E+05          1.40096067E+05          6.63458678E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.73761999E+04          4.46849598E+04          2.23035546E+04          1.00000000E+30          1.28041015E+04          1.14295513E+03
        282.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57405376E+04          4.08370770E+03          2.73394643E+03          1.21114141E+05          1.41809005E+05          6.72239426E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83630939E+04          4.52168477E+04          2.27413640E+04          1.00000000E+30          1.31513615E+04          1.15791443E+03
        283.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63751129E+04          1.57405184E+04          4.08373953E+03          2.73396961E+03          1.21115511E+05          1.41810161E+05          6.72245359E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83637634E+04          4.52173938E+04          2.27416617E+04          1.00000000E+30          1.31516118E+04          1.12220183E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63058003E+04          1.56735177E+04          4.21655736E+03          2.81759468E+03          1.25055802E+05          1.45975581E+05          6.91331349E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04135086E+04          4.72128666E+04          2.36201113E+04          1.00000000E+30          1.39637548E+04          1.15685253E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62072253E+04          1.55787725E+04          4.41379360E+03          2.95783335E+03          1.31932799E+05          1.51086602E+05          7.22696378E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.34809584E+04          5.00691642E+04          2.50899841E+04          1.00000000E+30          1.52055266E+04          1.21088959E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61091842E+04          1.56486700E+04          4.63061678E+03          3.10463508E+03          1.38057549E+05          1.56919516E+05          7.48619852E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69526940E+04          5.28474482E+04          2.65655833E+04          1.00000000E+30          1.64783869E+04          1.26773161E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60116725E+04          1.57335715E+04          4.85105376E+03          3.25902629E+03          1.45297224E+05          1.62494332E+05          7.78700976E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.01562625E+04          5.60051522E+04          2.80595797E+04          1.00000000E+30          1.77997293E+04          1.32605786E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.59146861E+04          1.57681790E+04          5.10638265E+03          3.42977602E+03          1.51911754E+05          1.68668195E+05          8.12671718E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.38951826E+04          5.91291896E+04          2.97250104E+04          1.00000000E+30          1.92217635E+04          1.38968461E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.58182207E+04          1.58722533E+04          5.35926793E+03          3.60467802E+03          1.58501584E+05          1.75329731E+05          8.40820346E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.73245615E+04          6.22765497E+04          3.13720207E+04          1.00000000E+30          2.06906561E+04          1.45341670E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61404636E+04          1.59393231E+04          5.63812149E+03          3.80458280E+03          1.65796414E+05          1.81348791E+05          8.74166076E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.07329617E+04          6.58124896E+04          3.30375555E+04          1.00000000E+30          2.22827609E+04          1.52363443E+03
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61457856E+04          1.61726275E+04          5.94169293E+03          4.00213391E+03          1.72890005E+05          1.87384867E+05          9.05672810E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.44378992E+04          6.92817062E+04          3.48863161E+04          1.00000000E+30          2.38994700E+04          1.59588140E+03
