#Energy      Li-K-shell   Cl-K-shell   Cl-L1-shell   Cl-L2-shell   Cl-L3-shell   Valence  Total
        910.0000          3.16278489E+02          1.00000000E+30          3.84949164E+03          2.05635321E+03          1.00896379E+03          2.48373795E+01          2.21430705E+01
        920.0000          3.18589352E+02          1.00000000E+30          3.82753275E+03          2.05564034E+03          1.00875217E+03          2.50568818E+01          2.23278639E+01
        930.0000          3.20897012E+02          1.00000000E+30          3.80693731E+03          2.05526101E+03          1.00869998E+03          2.52760405E+01          2.25123651E+01
        940.0000          3.23201515E+02          1.00000000E+30          3.78762901E+03          2.05519811E+03          1.00879913E+03          2.54923803E+01          2.26946137E+01
        950.0000          3.25502908E+02          1.00000000E+30          3.76953573E+03          2.05543584E+03          1.00904198E+03          2.57108756E+01          2.28785548E+01
        960.0000          3.27801234E+02          1.00000000E+30          3.75259143E+03          2.05595922E+03          1.00942151E+03          2.59290416E+01          2.30622185E+01
        970.0000          3.30096539E+02          1.00000000E+30          3.73673578E+03          2.05675448E+03          1.00993104E+03          2.61468829E+01          2.32456095E+01
        980.0000          3.32388866E+02          1.00000000E+30          3.72190893E+03          2.05780838E+03          1.01056430E+03          2.63644038E+01          2.34287321E+01
        990.0000          3.34678260E+02          1.00000000E+30          3.70805884E+03          2.05910861E+03          1.01131549E+03          2.65816087E+01          2.36115907E+01
       1000.0000          3.36964762E+02          1.00000000E+30          3.69513365E+03          2.06064378E+03          1.01217901E+03          2.67985017E+01          2.37941894E+01
       1100.0000          3.59906878E+02          1.00000000E+30          3.60776180E+03          2.08679229E+03          1.02598289E+03          2.89534553E+01          2.56096714E+01
       1200.0000          3.82784324E+02          1.00000000E+30          3.57567447E+03          2.12755421E+03          1.04678587E+03          3.10810244E+01          2.74037134E+01
       1300.0000          4.05390408E+02          1.00000000E+30          3.57943352E+03          2.17808120E+03          1.07226846E+03          3.31863300E+01          2.91794084E+01
       1400.0000          4.27950690E+02          1.00000000E+30          3.60752639E+03          2.23537431E+03          1.10099423E+03          3.52695036E+01          3.09380621E+01
       1500.0000          4.50465182E+02          1.00000000E+30          3.65275436E+03          2.29748984E+03          1.13203126E+03          3.73366440E+01          3.26843762E+01
       1600.0000          4.72571115E+02          1.00000000E+30          3.71041089E+03          2.36311878E+03          1.16475155E+03          3.93832158E+01          3.44129304E+01
       1700.0000          4.94659364E+02          1.00000000E+30          3.77730301E+03          2.43135153E+03          1.19871844E+03          4.14147146E+01          3.61299638E+01
       1800.0000          5.16728310E+02          1.00000000E+30          3.85119635E+03          2.50153907E+03          1.23362022E+03          4.34304104E+01          3.78348915E+01
       1900.0000          5.38613305E+02          1.00000000E+30          3.93048538E+03          2.57320777E+03          1.26922939E+03          4.54332675E+01          3.95290601E+01
       2000.0000          5.60327904E+02          1.00000000E+30          4.01399009E+03          2.64600545E+03          1.30537673E+03          4.74223553E+01          4.12118092E+01
       2100.0000          5.81884191E+02          1.00000000E+30          4.10082613E+03          2.71966584E+03          1.34193430E+03          4.93985169E+01          4.28838234E+01
       2200.0000          6.03292975E+02          1.00000000E+30          4.19031941E+03          2.79398475E+03          1.37880402E+03          5.13625274E+01          4.45457322E+01
       2300.0000          6.24713158E+02          1.00000000E+30          4.28194815E+03          2.86880374E+03          1.41590976E+03          5.33169061E+01          4.62002869E+01
       2400.0000          6.45997040E+02          1.00000000E+30          4.37530349E+03          2.94399847E+03          1.45239294E+03          5.52586230E+01          4.78435331E+01
       2500.0000          6.67152450E+02          1.00000000E+30          4.47006087E+03          3.01765118E+03          1.48946928E+03          5.71918446E+01          4.94794944E+01
       2600.0000          6.88186531E+02          1.00000000E+30          4.56596043E+03          3.09219618E+03          1.52806063E+03          5.91152882E+01          5.11090059E+01
       2700.0000          7.09105812E+02          1.00000000E+30          4.66279179E+03          3.16975947E+03          1.56486470E+03          6.10294314E+01          5.27294290E+01
       2800.0000          7.30052786E+02          1.00000000E+30          4.76038341E+03          3.24379301E+03          1.60310257E+03          6.29363922E+01          5.43449884E+01
       2828.9990          7.36089033E+02          1.00000000E+30          4.78880541E+03          3.26884611E+03          1.61395774E+03          6.34875684E+01          5.48126010E+01
       2829.0010          7.36089458E+02          2.48163023E+14          4.78880737E+03          3.26884784E+03          1.61395860E+03          6.34876065E+01          5.48126335E+01
       2900.0000          7.50756920E+02          1.68458901E+08          4.85859438E+03          3.32068183E+03          1.63966147E+03          6.48331507E+01          5.59501635E+01
       3000.0000          7.71494848E+02          4.39254263E+07          4.95730805E+03          3.39722250E+03          1.67757748E+03          6.67234666E+01          5.75519139E+01
       3100.0000          7.92004058E+02          2.15281813E+07          5.05642747E+03          3.47343089E+03          1.71532759E+03          6.86059913E+01          5.91460507E+01
       3200.0000          8.12551492E+02          1.31953026E+07          5.15561190E+03          3.54932227E+03          1.75291945E+03          7.04793531E+01          6.07330342E+01
       3300.0000          8.33008994E+02          9.09056768E+06          5.25440580E+03          3.62491118E+03          1.79036033E+03          7.23472280E+01          6.23148510E+01
       3400.0000          8.53380244E+02          6.73312088E+06          5.35298005E+03          3.70021146E+03          1.82765714E+03          7.42081447E+01          6.38904800E+01
       3500.0000          8.73792490E+02          5.24004361E+06          5.45134189E+03          3.77523620E+03          1.86612181E+03          7.60623609E+01          6.54624620E+01
       3600.0000          8.93999588E+02          4.22813414E+06          5.55512036E+03          3.85261775E+03          1.90311965E+03          7.79115786E+01          6.70290754E+01
       3700.0000          9.14130092E+02          3.50691445E+06          5.65292608E+03          3.92706689E+03          1.93999254E+03          7.97533851E+01          6.85876584E+01
       3800.0000          9.34186896E+02          2.97276189E+06          5.75594462E+03          4.00381032E+03          1.97797949E+03          8.15887769E+01          7.01437600E+01
       3900.0000          9.54290741E+02          2.56484055E+06          5.85323835E+03          4.07773165E+03          2.01458973E+03          8.34186156E+01          7.16924024E+01
       4000.0000          9.74205907E+02          2.24542358E+06          5.95554748E+03          4.15388339E+03          2.05228341E+03          8.52443898E+01          7.32396248E+01
       4100.0000          9.94170835E+02          1.99012195E+06          6.05237073E+03          4.22731987E+03          2.08865234E+03          8.70630209E+01          7.47783355E+01
       4200.0000          1.01395384E+03          1.78247246E+06          6.15401814E+03          4.30292200E+03          2.12607360E+03          8.88778877E+01          7.63158494E+01
       4300.0000          1.03378854E+03          1.61106654E+06          6.25531816E+03          4.37825083E+03          2.16335954E+03          9.06874047E+01          7.78492687E+01
       4400.0000          1.05356066E+03          1.46775645E+06          6.35628206E+03          4.45331539E+03          2.20051463E+03          9.24909200E+01          7.93774817E+01
       4500.0000          1.07327194E+03          1.34657639E+06          6.45692069E+03          4.52583774E+03          2.23754313E+03          9.42907697E+01          8.09015028E+01
       4600.0000          1.09281360E+03          1.24312729E+06          6.55724454E+03          4.60042544E+03          2.27334786E+03          9.60861074E+01          8.24201217E+01
       4700.0000          1.11240994E+03          1.15404125E+06          6.65261718E+03          4.67477365E+03          2.31014796E+03          9.78762828E+01          8.39355778E+01
       4800.0000          1.13195062E+03          1.07673602E+06          6.75240595E+03          4.74888985E+03          2.34683318E+03          9.96624817E+01          8.54481563E+01
       4900.0000          1.15143717E+03          1.00919512E+06          6.85642638E+03          4.82278123E+03          2.38340706E+03          1.01444346E+02          8.69575964E+01
       5000.0000          1.17087110E+03          9.49822415E+05          6.95558821E+03          4.89645465E+03          2.41987300E+03          1.03221867E+02          8.84624522E+01
       5100.0000          1.19025385E+03          8.97340752E+05          7.05448194E+03          4.96991667E+03          2.45727169E+03          1.04995218E+02          8.99649947E+01
       5200.0000          1.20958674E+03          8.50719735E+05          7.15311584E+03          5.04527592E+03          2.49351861E+03          1.06764505E+02          9.14632163E+01
       5300.0000          1.22887106E+03          8.09115920E+05          7.25149783E+03          5.11830754E+03          2.52966695E+03          1.08529737E+02          9.29571565E+01
       5400.0000          1.24821226E+03          7.71837877E+05          7.34963551E+03          5.19114591E+03          2.56571955E+03          1.10291005E+02          9.44481932E+01
       5500.0000          1.26740172E+03          7.38308194E+05          7.45173593E+03          5.26379654E+03          2.60167916E+03          1.12048991E+02          9.59363396E+01
       5600.0000          1.28654597E+03          7.08047646E+05          7.54934527E+03          5.33626475E+03          2.63754838E+03          1.13803455E+02          9.74206373E+01
       5700.0000          1.30564621E+03          6.80650164E+05          7.64673192E+03          5.41055282E+03          2.67430349E+03          1.15553118E+02          9.89028693E+01
       5800.0000          1.32470375E+03          6.55771427E+05          7.74390231E+03          5.48264519E+03          2.70998676E+03          1.17301860E+02          1.00381875E+02
       5900.0000          1.34382037E+03          6.33119680E+05          7.84487344E+03          5.55456990E+03          2.74558695E+03          1.19044777E+02          1.01857352E+02
       6000.0000          1.36279295E+03          6.12444286E+05          7.94156995E+03          5.62827498E+03          2.78205399E+03          1.20785608E+02          1.03331482E+02
       6100.0000          1.38172560E+03          5.93529075E+05          8.04201191E+03          5.69985176E+03          2.81748201E+03          1.22523252E+02          1.04801473E+02
       6200.0000          1.40071917E+03          5.76186990E+05          8.13825908E+03          5.77127398E+03          2.85376746E+03          1.24256370E+02          1.06268864E+02
       6300.0000          1.41957240E+03          5.60255401E+05          8.23431983E+03          5.84443508E+03          2.88903167E+03          1.25987183E+02          1.07732845E+02
       6400.0000          1.43848799E+03          5.45592240E+05          8.33401585E+03          5.91553429E+03          2.92422323E+03          1.27715787E+02          1.09195332E+02
       6500.0000          1.45726572E+03          5.32073008E+05          8.42966068E+03          5.98835147E+03          2.96025153E+03          1.29440458E+02          1.10655155E+02
       6600.0000          1.47610571E+03          5.19588612E+05          8.52888343E+03          6.05914284E+03          2.99529072E+03          1.31162411E+02          1.12111842E+02
       6700.0000          1.49481115E+03          5.08042026E+05          8.62787202E+03          6.13163040E+03          3.03115615E+03          1.32880910E+02          1.13566882E+02
       6800.0000          1.51357863E+03          4.97347887E+05          8.72290217E+03          6.20212809E+03          3.06694176E+03          1.34597156E+02          1.15019110E+02
       6900.0000          1.53221435E+03          4.87430047E+05          8.82144654E+03          6.27429942E+03          3.10175912E+03          1.36310166E+02          1.16467993E+02
       7000.0000          1.55091249E+03          4.78221040E+05          8.91610986E+03          6.34631543E+03          3.13739154E+03          1.38020713E+02          1.17915816E+02
       7100.0000          1.56948058E+03          4.69660289E+05          9.01422809E+03          6.41638429E+03          3.17207316E+03          1.39727832E+02          1.19358933E+02
       7200.0000          1.58811220E+03          4.61693633E+05          9.11213401E+03          6.48810250E+03          3.20755841E+03          1.41432668E+02          1.20802385E+02
       7300.0000          1.60661474E+03          4.54272552E+05          9.20625095E+03          6.55967401E+03          3.24297119E+03          1.43133658E+02          1.22241429E+02
       7400.0000          1.62518190E+03          4.47353254E+05          9.30375568E+03          6.62934099E+03          3.27745393E+03          1.44834933E+02          1.23679632E+02
       7500.0000          1.64371652E+03          4.40896407E+05          9.40105971E+03          6.70063148E+03          3.31272781E+03          1.46532588E+02          1.25116629E+02
       7600.0000          1.66212626E+03          4.34866437E+05          9.49466633E+03          6.77178306E+03          3.34793308E+03          1.48225758E+02          1.26548800E+02
       7700.0000          1.68060030E+03          4.29230910E+05          9.59159201E+03          6.84107272E+03          3.38222906E+03          1.49919030E+02          1.27980024E+02
       7800.0000          1.69904349E+03          4.23960822E+05          9.68832765E+03          6.91195866E+03          3.41730302E+03          1.51609234E+02          1.29410443E+02
       7900.0000          1.71745517E+03          4.19029432E+05          9.78487655E+03          6.98271284E+03          3.45231189E+03          1.53295968E+02          1.30837950E+02
       8000.0000          1.73574979E+03          4.14412534E+05          9.87783496E+03          7.05333741E+03          3.48725672E+03          1.54981945E+02          1.32263420E+02
       8100.0000          1.75410671E+03          4.10088235E+05          9.97403296E+03          7.12215016E+03          3.52131667E+03          1.56663301E+02          1.33684529E+02
       8200.0000          1.77243363E+03          4.06036294E+05          1.00700538E+04          7.19252762E+03          3.55613935E+03          1.58345326E+02          1.35107542E+02
       8300.0000          1.79073228E+03          4.02238213E+05          1.01659003E+04          7.26278190E+03          3.59090117E+03          1.60022545E+02          1.36526706E+02
       8400.0000          1.80891700E+03          3.98677153E+05          1.02615756E+04          7.33291499E+03          3.62560310E+03          1.61698990E+02          1.37944462E+02
       8500.0000          1.82716392E+03          3.95337627E+05          1.03537830E+04          7.40292889E+03          3.66024613E+03          1.63373362E+02          1.39360293E+02
       8600.0000          1.84538414E+03          3.92205367E+05          1.04491376E+04          7.47118878E+03          3.69483123E+03          1.65043915E+02          1.40773033E+02
       8700.0000          1.86357633E+03          3.89267229E+05          1.05443292E+04          7.54097589E+03          3.72856339E+03          1.66714724E+02          1.42185047E+02
       8800.0000          1.88174283E+03          3.86511185E+05          1.06393605E+04          7.61064935E+03          3.76303816E+03          1.68382426E+02          1.43595641E+02
       8900.0000          1.89988516E+03          3.83926159E+05          1.07342338E+04          7.68021096E+03          3.79745765E+03          1.70046587E+02          1.45003350E+02
       9000.0000          1.91800286E+03          3.81501723E+05          1.08289518E+04          7.74966246E+03          3.83182271E+03          1.71710241E+02          1.46410383E+02
       9100.0000          1.93601039E+03          3.79228380E+05          1.09235169E+04          7.81900554E+03          3.86613421E+03          1.73372641E+02          1.47815700E+02
       9200.0000          1.95408006E+03          3.77097340E+05          1.10179313E+04          7.88824185E+03          3.90039293E+03          1.75032279E+02          1.49219210E+02
       9300.0000          1.97212552E+03          3.75100432E+05          1.11121975E+04          7.95737294E+03          3.93459966E+03          1.76688080E+02          1.50619633E+02
       9400.0000          1.99014656E+03          3.73230025E+05          1.12063176E+04          8.02640036E+03          3.96875516E+03          1.78343315E+02          1.52019348E+02
       9500.0000          2.00814367E+03          3.71479087E+05          1.13002939E+04          8.09532558E+03          4.00286016E+03          1.79997808E+02          1.53418230E+02
       9600.0000          2.02611763E+03          3.69841064E+05          1.13941285E+04          8.16415009E+03          4.03691538E+03          1.81650081E+02          1.54815214E+02
       9700.0000          2.04406907E+03          3.68309796E+05          1.14878235E+04          8.23287531E+03          4.07092154E+03          1.83300205E+02          1.56210357E+02
       9800.0000          2.06199837E+03          3.66879583E+05          1.15813810E+04          8.30150266E+03          4.10487932E+03          1.84948456E+02          1.57603863E+02
       9900.0000          2.07990575E+03          3.65545238E+05          1.16748029E+04          8.37003351E+03          4.13878941E+03          1.86594879E+02          1.58995771E+02
      10000.0000          2.09779144E+03          3.64301616E+05          1.17680912E+04          8.43846923E+03          4.17265248E+03          1.88239460E+02          1.60386071E+02
      11000.0000          2.27559141E+03          3.55969015E+05          1.26940289E+04          9.11787007E+03          4.50883329E+03          2.04590568E+02          1.74206768E+02
      12000.0000          2.45146680E+03          3.53046131E+05          1.36140388E+04          9.79186178E+03          4.84232302E+03          2.20783799E+02          1.87893601E+02
      13000.0000          2.62570377E+03          3.53626047E+05          1.45234260E+04          1.04583378E+04          5.17209861E+03          2.36833747E+02          2.01455872E+02
      14000.0000          2.79837429E+03          3.56582173E+05          1.54259418E+04          1.11180670E+04          5.49919560E+03          2.52756217E+02          2.14908158E+02
      15000.0000          2.96978857E+03          3.61211000E+05          1.63197203E+04          1.17742998E+04          5.82323767E+03          2.68559970E+02          2.28259015E+02
      16000.0000          3.13980267E+03          3.67052978E+05          1.72055579E+04          1.24235611E+04          6.14449736E+03          2.84256595E+02          2.41515311E+02
      17000.0000          3.30867731E+03          3.73796494E+05          1.80865397E+04          1.30688912E+04          6.46380730E+03          2.99850664E+02          2.54684982E+02
      18000.0000          3.47645140E+03          3.81223512E+05          1.89630831E+04          1.37106172E+04          6.78132758E+03          3.15347054E+02          2.67772308E+02
      19000.0000          3.64324152E+03          3.89177387E+05          1.98308732E+04          1.43466082E+04          7.09602226E+03          3.30764921E+02          2.80788541E+02
      20000.0000          3.80905551E+03          3.97542979E+05          2.06950814E+04          1.49796141E+04          7.40923329E+03          3.46096905E+02          2.93732625E+02
      21000.0000          3.97395636E+03          4.06233986E+05          2.15537143E+04          1.56086737E+04          7.72049462E+03          3.61348480E+02          3.06607414E+02
      22000.0000          4.13793304E+03          4.15184619E+05          2.24093217E+04          1.62351893E+04          8.03049359E+03          3.76537082E+02          3.19427557E+02
      23000.0000          4.30120831E+03          4.24343948E+05          2.32577936E+04          1.68570384E+04          8.33818948E+03          3.91653373E+02          3.32184375E+02
      24000.0000          4.46368196E+03          4.33672039E+05          2.41037481E+04          1.74767229E+04          8.64481133E+03          4.06695993E+02          3.44880165E+02
      25000.0000          4.62541651E+03          4.43137211E+05          2.49452634E+04          1.80932514E+04          8.94987487E+03          4.21684027E+02          3.57527498E+02
      26000.0000          4.78649599E+03          4.52714072E+05          2.57825715E+04          1.87067975E+04          9.25346238E+03          4.36606942E+02          3.70119559E+02
      27000.0000          4.94694486E+03          4.62382071E+05          2.66179633E+04          1.93175051E+04          9.55564400E+03          4.51488447E+02          3.82674180E+02
      28000.0000          5.10673845E+03          4.72124442E+05          2.74474212E+04          1.99265311E+04          9.85699268E+03          4.66302502E+02          3.95173058E+02
      29000.0000          5.26585111E+03          4.81927408E+05          2.82732358E+04          2.05319593E+04          1.01565727E+04          4.81063785E+02          4.07624809E+02
      30000.0000          5.42452494E+03          4.91779572E+05          2.90976052E+04          2.11359048E+04          1.04554042E+04          4.95793992E+02          4.20049396E+02
      31000.0000          5.58252402E+03          5.01671443E+05          2.99185986E+04          2.17365093E+04          1.07525921E+04          5.10459020E+02          4.32418352E+02
      32000.0000          5.74008967E+03          5.11108373E+05          3.07363304E+04          2.23357967E+04          1.10491358E+04          5.25091203E+02          4.44758407E+02
      33000.0000          5.89698013E+03          5.20975425E+05          3.15509627E+04          2.29328772E+04          1.13445781E+04          5.39655990E+02          4.57042936E+02
      34000.0000          6.05347320E+03          5.31411442E+05          3.23626276E+04          2.35278623E+04          1.16389844E+04          5.54193873E+02          4.69302968E+02
      35000.0000          6.20962212E+03          5.41217713E+05          3.31714325E+04          2.41208222E+04          1.19323938E+04          5.68708097E+02          4.81540333E+02
      36000.0000          6.36516072E+03          5.51003291E+05          3.39774946E+04          2.47118503E+04          1.22253090E+04          5.83158282E+02          4.93725834E+02
      37000.0000          6.52019612E+03          5.61322215E+05          3.47808987E+04          2.53018920E+04          1.25167892E+04          5.97567580E+02          5.05876038E+02
      38000.0000          6.67493967E+03          5.71053819E+05          3.55816710E+04          2.58891112E+04          1.28073671E+04          6.11957382E+02          5.18006782E+02
      39000.0000          6.82926999E+03          5.81298969E+05          3.63817745E+04          2.64746130E+04          1.30975543E+04          6.26314078E+02          5.30110180E+02
      40000.0000          6.98316730E+03          5.91505723E+05          3.71777256E+04          2.70593224E+04          1.33863994E+04          6.40624838E+02          5.42174551E+02
      41000.0000          7.13663427E+03          6.01157503E+05          3.79730079E+04          2.76414169E+04          1.36749110E+04          6.54904612E+02          5.54211848E+02
      42000.0000          7.28968726E+03          6.11298013E+05          3.87643585E+04          2.82228302E+04          1.39621318E+04          6.69136370E+02          5.66209371E+02
      43000.0000          7.44237777E+03          6.21403786E+05          3.95551787E+04          2.88027087E+04          1.42490837E+04          6.83368698E+02          5.78203842E+02
      44000.0000          7.59472158E+03          6.31475967E+05          4.03438639E+04          2.93800984E+04          1.45347794E+04          6.97538256E+02          5.90147660E+02
      45000.0000          7.74676891E+03          6.41031754E+05          4.11305167E+04          2.99569070E+04          1.48201936E+04          7.11689331E+02          6.02074808E+02
      46000.0000          7.89844433E+03          6.51046581E+05          4.19134299E+04          3.05323981E+04          1.51049555E+04          7.25830205E+02          6.13990339E+02
      47000.0000          8.04972665E+03          6.61030968E+05          4.26959694E+04          3.11063143E+04          1.53889718E+04          7.39907710E+02          6.25856114E+02
      48000.0000          8.20081431E+03          6.70985897E+05          4.34766509E+04          3.16789382E+04          1.56722858E+04          7.53976909E+02          6.37712607E+02
      49000.0000          8.35155115E+03          6.80912306E+05          4.42554770E+04          3.22503073E+04          1.59549933E+04          7.68009630E+02          6.49538892E+02
      50000.0000          8.50196846E+03          6.90811101E+05          4.50324722E+04          3.28203419E+04          1.62370616E+04          7.82027674E+02          6.61350675E+02
