#Energy      Mo-K-shell   Mo-L1-shell   Mo-L2-shell   Mo-L3-shell   Mo-M1-shell   Mo-M2-shell   Mo-M3-shell   Mo-M4-shell   Mo-M5-shell   Mo-N1-shell   Mo-N2-shell   Mo-N3-shell   S-K-shell   S-L1-shell   S-L2-shell   S-L3-shell   Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   O-K-shell   Valence  Total
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57315369E+03          2.87535797E+02          1.06662796E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69968208E+05          1.34984104E+05          1.00000000E+30          6.16386654E+00          5.70517238E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.82268380E+03          2.76567290E+02          1.03055822E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.53334596E+04          4.76667298E+04          1.00000000E+30          6.07461966E+00          5.61238352E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22729434E+03          2.66381447E+02          9.96857292E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16943796E+04          2.58471898E+04          1.00000000E+30          5.99182881E+00          5.52565298E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74509727E+03          2.56900156E+02          9.65314856E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34314041E+04          1.67157020E+04          1.00000000E+30          5.91504800E+00          5.44457798E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.34872315E+03          2.48059815E+02          9.35743697E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38303907E+04          1.19151953E+04          1.00000000E+30          5.84385775E+00          5.36877229E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.01819871E+03          2.39801044E+02          9.07979011E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80571799E+04          9.02858997E+03          1.00000000E+30          5.77786537E+00          5.29786292E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.73929955E+03          2.32071861E+02          8.81871845E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42793125E+04          7.13965627E+03          1.00000000E+30          5.71670469E+00          5.23150379E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50126328E+03          2.24826584E+02          8.57291080E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16509362E+04          5.82546809E+03          1.00000000E+30          5.66003526E+00          5.16937043E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.29643644E+03          2.18024444E+02          8.34115450E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73586887E+03          4.86793444E+03          1.00000000E+30          5.60754135E+00          5.11116108E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11855647E+03          2.11628644E+02          8.12240218E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.29123386E+03          4.14561693E+03          1.00000000E+30          5.55893062E+00          5.05659726E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96303676E+03          2.05606686E+02          7.91567230E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17083315E+03          3.58541657E+03          1.00000000E+30          5.51393282E+00          5.00542203E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82613197E+03          1.99929682E+02          7.72008818E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.28113242E+03          3.14056621E+03          1.00000000E+30          5.47229831E+00          4.95739661E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70488049E+03          1.94569966E+02          7.53485804E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56120721E+03          2.78060360E+03          1.00000000E+30          5.43379667E+00          4.91230122E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59688165E+03          1.89504750E+02          7.35926403E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96908925E+03          2.48454463E+03          1.00000000E+30          5.39821528E+00          4.86993403E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.50020368E+03          1.84712438E+02          7.19264111E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47542160E+03          2.23771080E+03          1.00000000E+30          5.36535799E+00          4.83010874E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41328203E+03          1.80173691E+02          7.03438772E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.05872867E+03          2.02936433E+03          1.00000000E+30          5.33504383E+00          4.79265343E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33478812E+03          1.75870029E+02          6.88396752E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.70337984E+03          1.85168992E+03          1.00000000E+30          5.30710577E+00          4.75741022E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26361670E+03          1.71785646E+02          6.74087234E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39742373E+03          1.69871187E+03          1.00000000E+30          5.28138965E+00          4.72423260E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19886710E+03          1.67905905E+02          6.60463287E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13188828E+03          1.56594414E+03          1.00000000E+30          5.25775309E+00          4.69298653E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13974536E+03          1.64217221E+02          6.47483685E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.89976576E+03          1.44988288E+03          1.00000000E+30          5.23606450E+00          4.66354858E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08560671E+03          1.60707215E+02          6.35108797E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69543055E+03          1.34771528E+03          1.00000000E+30          5.21620224E+00          4.63580369E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03588375E+03          1.57364832E+02          6.23302692E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51447360E+03          1.25723680E+03          1.00000000E+30          5.19805374E+00          4.60964644E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.90077050E+02          1.54179212E+02          6.12031914E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35323722E+03          1.17661861E+03          1.00000000E+30          5.18151479E+00          4.58497718E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77705378E+02          1.29174657E+02          5.22975154E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38551974E+03          6.92759871E+02          1.00000000E+30          5.08646241E+00          4.40327021E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09787015E+02          1.12748627E+02          4.64052801E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.51941396E+02          4.75970698E+02          1.00000000E+30          5.07924499E+00          4.30271729E+00
        120.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.97358131E+02          1.11432740E+02          4.59326693E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.22080896E+02          4.61040448E+02          1.00000000E+30          5.08182954E+00          4.29574155E+00
        121.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.97333827E+02          1.11430156E+02          4.59317402E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38713407E+10          9.22023152E+02          4.61011576E+02          1.00000000E+30          5.08183522E+00          4.29572807E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.07873616E+02          1.01531767E+02          4.23788511E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.28906703E+04          7.15741504E+02          3.57870752E+02          1.00000000E+30          5.12485367E+00          4.25098054E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.40979171E+02          9.36694844E+01          3.95687512E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36232920E+04          5.71097688E+02          2.85548844E+02          1.00000000E+30          5.20415485E+00          4.23080499E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94653599E+02          8.80621401E+01          3.75831780E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.13430496E+03          4.75438435E+02          2.37719218E+02          1.00000000E+30          5.30595167E+00          4.23235960E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61326658E+02          8.40225948E+01          3.61746507E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.56175568E+03          4.08694046E+02          2.04347023E+02          1.00000000E+30          5.42331398E+00          4.24952122E+00
        167.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41054775E+02          8.16145394E+01          3.53525515E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45838510E+03          3.68839959E+02          1.84419979E+02          1.00000000E+30          5.52532558E+00          4.27176588E+00
        168.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41050264E+02          8.16140127E+01          3.53523739E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76678848E+10          1.00000000E+30          3.45817077E+03          3.68831165E+02          1.84415583E+02          1.00000000E+30          5.52535182E+00          4.27177225E+00
        169.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36673524E+02          8.11045939E+01          3.51812137E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.29048558E+05          1.00000000E+30          3.25311339E+03          3.60291197E+02          1.80145599E+02          1.00000000E+30          5.55173789E+00          4.27828331E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36671396E+02          8.11043474E+01          3.51811311E+01          1.00000000E+30          1.00000000E+30          3.65564775E+10          6.28671076E+05          1.00000000E+30          3.25301705E+03          3.60287051E+02          1.80143525E+02          1.00000000E+30          5.55175118E+00          4.27828666E+00
        170.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36669268E+02          8.11041001E+01          3.51810486E+01          1.00000000E+30          1.00000000E+30          3.65572720E+10          6.28293996E+05          1.00000000E+30          3.25292071E+03          3.60282905E+02          1.80141452E+02          1.00000000E+30          5.55176447E+00          4.27829001E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18042985E+02          7.90078600E+01          3.44933484E+01          1.00000000E+30          1.00000000E+30          1.14442917E+05          4.15702834E+04          1.00000000E+30          2.48577264E+03          3.24153015E+02          1.62076507E+02          1.00000000E+30          5.68824159E+00          4.31545005E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03739183E+02          7.75267442E+01          3.40355910E+01          1.00000000E+30          1.00000000E+30          3.94225886E+04          1.63477048E+04          1.00000000E+30          1.99260854E+03          2.96580230E+02          1.48290115E+02          1.00000000E+30          5.82595947E+00          4.35659108E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92618805E+02          7.65153688E+01          3.37541981E+01          1.00000000E+30          1.00000000E+30          2.10892373E+04          9.17279892E+03          1.00000000E+30          1.65448421E+03          2.75176733E+02          1.37588366E+02          1.00000000E+30          5.97445869E+00          4.40666592E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83892321E+02          7.58687502E+01          3.36103089E+01          1.00000000E+30          1.00000000E+30          1.35554425E+04          6.04539524E+03          1.00000000E+30          1.41140146E+03          2.58335951E+02          1.29167975E+02          1.00000000E+30          6.12416683E+00          4.45991731E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76999113E+02          7.55097127E+01          3.35752264E+01          1.00000000E+30          1.00000000E+30          9.65106975E+03          4.37181103E+03          1.00000000E+30          1.23019636E+03          2.44942333E+02          1.22471167E+02          1.00000000E+30          6.27482448E+00          4.51595795E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71532459E+02          7.53805354E+01          3.36273926E+01          1.00000000E+30          1.00000000E+30          7.33734556E+03          3.35948007E+03          1.00000000E+30          1.09124942E+03          2.34200695E+02          1.17100348E+02          1.00000000E+30          6.43315004E+00          4.57795406E+00
        231.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70582846E+02          7.53782261E+01          3.36467656E+01          1.00000000E+30          1.00000000E+30          6.98758140E+03          3.20500354E+03          1.00000000E+30          1.06737313E+03          2.32317590E+02          1.16158795E+02          1.00000000E+30          6.46340421E+00          4.58985485E+00
        232.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70581918E+02          7.53782274E+01          3.36467864E+01          1.00000000E+30          8.97731399E+10          6.98724967E+03          3.20485667E+03          1.00000000E+30          1.06734985E+03          2.32315747E+02          1.16157873E+02          1.00000000E+30          6.46344139E+00          4.58987028E+00
        233.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69675589E+02          7.53830239E+01          3.36688553E+01          1.00000000E+30          3.74581382E+06          6.66574399E+03          3.06243493E+03          1.00000000E+30          1.04459724E+03          2.30512073E+02          1.15256036E+02          1.00000000E+30          6.49370073E+00          4.60184273E+00
        234.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.06800151E+10          1.69674703E+02          7.53830322E+01          3.36688788E+01          1.00000000E+30          3.74089920E+06          6.66543820E+03          3.06229555E+03          1.00000000E+30          1.04457503E+03          2.30510306E+02          1.15255153E+02          1.00000000E+30          6.49373785E+00          4.60185818E+00
        236.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.99747094E+05          1.68390856E+02          7.54029387E+01          3.37068378E+01          1.00000000E+30          9.44670611E+05          6.22888042E+03          2.86837432E+03          1.00000000E+30          1.01237020E+03          2.27943397E+02          1.13971698E+02          1.00000000E+30          6.54254419E+00          4.62161541E+00
        237.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.77557231E+10          6.99043889E+05          1.68390029E+02          7.54029569E+01          3.37068649E+01          1.00000000E+30          9.44193303E+05          6.22860855E+03          2.86825325E+03          1.00000000E+30          1.01234949E+03          2.27941738E+02          1.13970869E+02          1.00000000E+30          6.54258123E+00          4.62163087E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09542016E+06          2.46070951E+05          1.67191862E+02          7.54373389E+01          3.37503554E+01          1.00000000E+30          4.63266336E+05          5.83968154E+03          2.69489966E+03          1.00000000E+30          9.82276157E+02          2.25531385E+02          1.12765693E+02          1.00000000E+30          6.59136010E+00          4.64145520E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18783980E+05          5.51339287E+04          1.63751772E+02          7.56462768E+01          3.39313724E+01          1.00000000E+30          1.33966633E+05          4.80765297E+03          2.23215161E+03          1.00000000E+30          8.95238179E+02          2.18503938E+02          1.09251969E+02          1.00000000E+30          6.74306360E+00          4.70289923E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93760906E+04          2.60685705E+04          1.61040226E+02          7.59808898E+01          3.41604471E+01          1.00000000E+30          6.77078925E+04          4.06254261E+03          1.89539693E+03          1.00000000E+30          8.24670665E+02          2.12793706E+02          1.06396853E+02          1.00000000E+30          6.90723122E+00          4.77148956E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.82438727E+04          1.57518453E+04          1.58924434E+02          7.64202451E+01          3.44296439E+01          1.00000000E+30          4.22004704E+04          3.50481582E+03          1.64174218E+03          1.00000000E+30          7.66741812E+02          2.08152011E+02          1.04076006E+02          1.00000000E+30          7.06482449E+00          4.83786642E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87495843E+04          1.07820022E+04          1.57300641E+02          7.69475939E+01          3.47325922E+01          1.00000000E+30          2.94141500E+04          3.07519619E+03          1.44536680E+03          1.00000000E+30          7.18688004E+02          2.04386153E+02          1.02193077E+02          1.00000000E+30          7.22215995E+00          4.90499287E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35800183E+04          7.96487294E+03          1.56086830E+02          7.75494039E+01          3.50641290E+01          1.00000000E+30          2.19898801E+04          2.73647333E+03          1.28991317E+03          1.00000000E+30          6.78471184E+02          2.01344994E+02          1.00672497E+02          1.00000000E+30          7.38465425E+00          4.97522662E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04178960E+04          6.19541566E+03          1.55217465E+02          7.82146261E+01          3.54200311E+01          1.00000000E+30          1.72516339E+04          2.46424023E+03          1.16455523E+03          1.00000000E+30          6.44557413E+02          1.98908726E+02          9.94543630E+01          1.00000000E+30          7.54121769E+00          5.04340582E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.32623729E+03          5.00276951E+03          1.54639703E+02          7.89341778E+01          3.57968128E+01          1.00000000E+30          1.40204496E+04          2.24191411E+03          1.06189447E+03          1.00000000E+30          6.15772126E+02          1.96981337E+02          9.84906683E+01          1.00000000E+30          7.70258025E+00          5.11429361E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.86189266E+03          4.15601430E+03          1.54310526E+02          7.97005211E+01          3.61915796E+01          1.00000000E+30          1.17061323E+04          2.05787778E+03          9.76718622E+02          1.00000000E+30          5.91203589E+02          1.95485227E+02          9.77426136E+01          1.00000000E+30          7.86332869E+00          5.18537211E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79187252E+03          3.53052273E+03          1.54194626E+02          8.05073612E+01          3.66019062E+01          1.00000000E+30          9.98480590E+03          1.90377035E+03          9.05256126E+02          1.00000000E+30          5.70132812E+02          1.94357229E+02          9.71786146E+01          1.00000000E+30          8.02348085E+00          5.25659658E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.98316659E+03          3.05365073E+03          1.54262803E+02          8.13494022E+01          3.70257505E+01          1.00000000E+30          8.66539773E+03          1.77344036E+03          8.44724959E+02          1.00000000E+30          5.51988171E+02          1.93545339E+02          9.67726694E+01          1.00000000E+30          8.18305464E+00          5.32792850E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35528679E+03          2.68075831E+03          1.54490719E+02          8.22221643E+01          3.74613804E+01          1.00000000E+30          7.62895812E+03          1.66227067E+03          7.93022841E+02          1.00000000E+30          5.36309568E+02          1.93006519E+02          9.65032596E+01          1.00000000E+30          8.34206783E+00          5.39933556E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.85678144E+03          2.38297616E+03          1.54857975E+02          8.31218327E+01          3.79073194E+01          1.00000000E+30          6.79812033E+03          1.56673382E+03          7.48541820E+02          1.00000000E+30          5.22723925E+02          1.92704872E+02          9.63524360E+01          1.00000000E+30          8.50053783E+00          5.47079055E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45360575E+03          2.14092052E+03          1.55347329E+02          8.40451440E+01          3.83623030E+01          1.00000000E+30          6.12062784E+03          1.48409088E+03          7.10029498E+02          1.00000000E+30          5.10925671E+02          1.92610284E+02          9.63051418E+01          1.00000000E+30          8.65848163E+00          5.54227086E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12236461E+03          1.94120971E+03          1.55944140E+02          8.49892910E+01          3.88252421E+01          1.00000000E+30          5.56017622E+03          1.41218669E+03          6.76496604E+02          1.00000000E+30          5.00662899E+02          1.92697289E+02          9.63486443E+01          1.00000000E+30          8.81591569E+00          5.61375797E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84651064E+03          1.77429899E+03          1.56635919E+02          8.59518478E+01          3.92951937E+01          1.00000000E+30          5.09068156E+03          1.34930563E+03          6.47153567E+02          1.00000000E+30          4.91726620E+02          1.92944286E+02          9.64721430E+01          1.00000000E+30          8.97702666E+00          5.68691074E+00
