#Energy      Li   Mn   O  Total
      31000.0000          9.47672305E+03          4.44320431E+02          7.75433562E+02          2.74291921E+02
      32000.0000          9.75511515E+03          4.56144762E+02          7.97977557E+02          2.81851718E+02
      33000.0000          1.00319672E+04          4.67887794E+02          8.20393823E+02          2.89362512E+02
      34000.0000          1.03072909E+04          4.79550955E+02          8.42683479E+02          2.96825038E+02
      35000.0000          1.05810976E+04          4.91135599E+02          8.64847619E+02          3.04240000E+02
      36000.0000          1.08533987E+04          5.02643013E+02          8.86887316E+02          3.11608067E+02
      37000.0000          1.11242055E+04          5.14074419E+02          9.08803622E+02          3.18929882E+02
      38000.0000          1.13935290E+04          5.25430984E+02          9.30597570E+02          3.26206058E+02
      39000.0000          1.16613804E+04          5.36713822E+02          9.52270172E+02          3.33437186E+02
      40000.0000          1.19277703E+04          5.47924001E+02          9.73822426E+02          3.40623835E+02
      41000.0000          1.21927097E+04          5.59062542E+02          9.95255311E+02          3.47766553E+02
      42000.0000          1.24562092E+04          5.70130429E+02          1.01656979E+03          3.54865867E+02
      43000.0000          1.27182793E+04          5.81128607E+02          1.03776682E+03          3.61922288E+02
      44000.0000          1.29789304E+04          5.92057986E+02          1.05884732E+03          3.68936311E+02
      45000.0000          1.32381730E+04          6.02919444E+02          1.07981222E+03          3.75908415E+02
      46000.0000          1.34960173E+04          6.13713829E+02          1.10066244E+03          3.82839065E+02
      47000.0000          1.37524734E+04          6.24441961E+02          1.12139885E+03          3.89728711E+02
      48000.0000          1.40075514E+04          6.35104635E+02          1.14202236E+03          3.96577793E+02
      49000.0000          1.42612611E+04          6.45702621E+02          1.16253382E+03          4.03386738E+02
      50000.0000          1.45136126E+04          6.56236664E+02          1.18293410E+03          4.10155962E+02
