#Energy      Li-K-shell   Mn-K-shell   Mn-L1-shell   Mn-L2-shell   Mn-L3-shell   Mn-M1-shell   Mn-M2-shell   Mn-M3-shell   O-K-shell   Valence  Total
          0.1000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03494442E+03          2.03494442E+03
          0.2000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30269026E+03          1.30269026E+03
          0.3000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.53662771E+02          9.53662771E+02
          0.4000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.55936158E+02          7.55936158E+02
          0.5000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.26125392E+02          6.26125392E+02
          0.6000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34851619E+02          5.34851619E+02
          0.7000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67348707E+02          4.67348707E+02
          0.8000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15469450E+02          4.15469450E+02
          0.9000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.74490230E+02          3.74490230E+02
          1.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.41208224E+02          3.41208224E+02
          2.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86655716E+02          1.86655716E+02
          3.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33041305E+02          1.33041305E+02
          4.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05568790E+02          1.05568790E+02
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.87122733E+01          8.87122733E+01
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.72205090E+01          7.72205090E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.88317445E+01          6.88317445E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24031888E+01          6.24031888E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.72954864E+01          5.72954864E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31209706E+01          5.31209706E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96321826E+01          4.96321826E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.66627799E+01          4.66627799E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.40973685E+01          4.40973685E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.18519255E+01          4.18519255E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98646580E+01          3.98646580E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.80891966E+01          3.80891966E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.64894142E+01          3.64894142E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.50372566E+01          3.50372566E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.37103515E+01          3.37103515E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24906283E+01          3.24906283E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13633302E+01          3.13633302E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03164073E+01          3.03164073E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.93398004E+01          2.93398004E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84250219E+01          2.84250219E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75649286E+01          2.75649286E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.67534329E+01          2.67534329E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59853171E+01          2.59853171E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52560912E+01          2.52560912E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45618472E+01          2.45618472E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38991906E+01          2.38991906E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32651375E+01          2.32651375E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.26570795E+01          2.26570795E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20726995E+01          2.20726995E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15099495E+01          2.15099495E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09670074E+01          2.09670074E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04422489E+01          2.04422489E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99342213E+01          1.99342213E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94416227E+01          1.94416227E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89632836E+01          1.89632836E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84981540E+01          1.84981540E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80452871E+01          1.80452871E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76038309E+01          1.76038309E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71730187E+01          1.71730187E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67521624E+01          1.67521624E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63406434E+01          1.63406434E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59379096E+01          1.59379096E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55434705E+01          1.55434705E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.51568937E+01          1.51568937E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47778024E+01          1.47778024E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44058736E+01          1.44058736E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40408361E+01          1.40408361E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.36824707E+01          1.36824707E+01
         52.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33309581E+01          1.33309581E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.62128584E+08          1.00000000E+30          1.33306095E+01          1.33306092E+01
         53.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.62171975E+08          1.00000000E+30          1.33302608E+01          1.33302606E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.78609328E+04          1.00000000E+30          1.29851358E+01          1.29806838E+01
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.33782750E+04          1.00000000E+30          1.26463207E+01          1.26343776E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46119101E+09          1.33683116E+04          1.00000000E+30          1.26459847E+01          1.26340332E+01
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46128356E+09          1.33562709E+04          1.00000000E+30          1.26456487E+01          1.26336871E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50748011E+04          7.25292643E+03          1.00000000E+30          1.23131433E+01          1.22904991E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00323261E+04          4.69666500E+03          1.00000000E+30          1.19866525E+01          1.19513805E+01
         57.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.63022425E+04          3.35304942E+03          1.00000000E+30          1.16669203E+01          1.16181802E+01
         58.0000          1.68365495E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62933736E+04          3.35202317E+03          1.00000000E+30          1.16666035E+01          1.16178492E+01
         58.0010          1.68375651E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.62856040E+04          3.35108793E+03          1.00000000E+30          1.16662868E+01          1.16175198E+01
         59.0000          1.00555937E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05481755E+04          2.54451588E+03          1.00000000E+30          1.13531396E+01          1.12893432E+01
         60.0000          3.55044153E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52566596E+03          2.01604137E+03          1.00000000E+30          1.10464549E+01          1.09668548E+01
         61.0000          1.92570542E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71135782E+03          1.64829325E+03          1.00000000E+30          1.07467887E+01          1.06513560E+01
         62.0000          1.24647607E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52355207E+03          1.38046208E+03          1.00000000E+30          1.04544223E+01          1.03435093E+01
         63.0000          8.89035553E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.69734605E+03          1.17841958E+03          1.00000000E+30          1.01696719E+01          1.00438788E+01
         64.0000          6.74445671E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09561307E+03          1.02164906E+03          1.00000000E+30          9.89287946E+00          9.75296501E+00
         65.0000          5.33991740E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64173748E+03          8.97179300E+02          1.00000000E+30          9.62440138E+00          9.47122366E+00
         66.0000          4.36311034E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28956276E+03          7.96413690E+02          1.00000000E+30          9.36459587E+00          9.19905978E+00
         67.0000          3.65127969E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.00988786E+03          7.13524552E+02          1.00000000E+30          9.11380842E+00          8.93682806E+00
         68.0000          3.11460202E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.78353754E+03          6.44379252E+02          1.00000000E+30          8.87235697E+00          8.68483353E+00
         69.0000          2.69822171E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59737415E+03          5.85977821E+02          1.00000000E+30          8.64051752E+00          8.44330744E+00
         70.0000          2.36752298E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44208188E+03          5.36154243E+02          1.00000000E+30          8.41851116E+00          8.21241856E+00
         71.0000          2.10000648E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31096285E+03          4.93239963E+02          1.00000000E+30          8.20649363E+00          7.99225584E+00
         72.0000          1.87989833E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19904757E+03          4.55967844E+02          1.00000000E+30          8.00454809E+00          7.78282479E+00
         73.0000          1.69633478E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10271576E+03          4.23352735E+02          1.00000000E+30          7.81268154E+00          7.58406095E+00
         74.0000          1.54136881E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01902706E+03          3.94623297E+02          1.00000000E+30          7.63082504E+00          7.39581553E+00
         75.0000          1.40919150E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45819394E+02          3.69160132E+02          1.00000000E+30          7.45883721E+00          7.21787576E+00
         76.0000          1.29532906E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.81328632E+02          3.46472320E+02          1.00000000E+30          7.29651101E+00          7.04996414E+00
         77.0000          1.19646980E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.24188044E+02          3.26147965E+02          1.00000000E+30          7.14358179E+00          6.89175131E+00
         78.0000          1.11000838E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.73273750E+02          3.07862325E+02          1.00000000E+30          6.99973736E+00          6.74286985E+00
         79.0000          1.03385562E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.27674002E+02          2.91338149E+02          1.00000000E+30          6.86462821E+00          6.60291571E+00
         80.0000          9.66369029E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.86652988E+02          2.76349112E+02          1.00000000E+30          6.73787749E+00          6.47146810E+00
         81.0000          9.06262695E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.49587837E+02          2.62699588E+02          1.00000000E+30          6.61909050E+00          6.34809158E+00
         82.0000          8.52431828E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15966360E+02          2.50231787E+02          1.00000000E+30          6.50786302E+00          6.23234897E+00
         83.0000          8.04012868E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85360752E+02          2.38803053E+02          1.00000000E+30          6.40378858E+00          6.12380294E+00
         84.0000          7.60275310E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57397923E+02          2.28303080E+02          1.00000000E+30          6.30646441E+00          6.02203006E+00
         85.0000          7.20604666E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31778595E+02          2.18622746E+02          1.00000000E+30          6.21549622E+00          5.92661095E+00
         86.0000          6.84497299E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08239477E+02          2.09679627E+02          1.00000000E+30          6.13050186E+00          5.83715054E+00
         87.0000          6.51519229E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86541368E+02          2.01396102E+02          1.00000000E+30          6.05111402E+00          5.75326447E+00
         88.0000          6.21309925E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.66499163E+02          1.93706118E+02          1.00000000E+30          5.97698206E+00          5.67459258E+00
         88.9990          5.93568393E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.47949490E+02          1.86559867E+02          1.00000000E+30          5.90783995E+00          5.60086239E+00
         89.0000          5.93541941E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.40901236E+09          4.47931705E+02          1.86552993E+02          1.00000000E+30          5.90777309E+00          5.60079096E+00
         89.0010          5.93515493E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.40923102E+09          4.47913663E+02          1.86546120E+02          1.00000000E+30          5.90770624E+00          5.60071951E+00
         90.0000          5.67965901E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97773515E+05          4.30700603E+02          1.79885456E+02          1.00000000E+30          5.84317263E+00          5.53146363E+00
         91.0000          5.44335138E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40612128E+05          4.14672338E+02          1.73658031E+02          1.00000000E+30          5.78288467E+00          5.46632450E+00
         92.0000          5.22454922E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.62664268E+04          3.99733232E+02          1.67832253E+02          1.00000000E+30          5.72663147E+00          5.40511681E+00
         93.0000          5.02149507E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.93330764E+04          3.85781902E+02          1.62372846E+02          1.00000000E+30          5.67415312E+00          5.34758596E+00
         94.0000          4.83258270E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.51570233E+04          3.72731312E+02          1.57247810E+02          1.00000000E+30          5.62520683E+00          5.29349075E+00
         95.0000          4.65659338E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66367610E+04          3.60502122E+02          1.52430560E+02          1.00000000E+30          5.57956623E+00          5.24260936E+00
         96.0000          4.49225042E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10590320E+04          3.49024154E+02          1.47895416E+02          1.00000000E+30          5.53702048E+00          5.19473088E+00
         97.0000          4.33852267E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.71768651E+04          3.38234223E+02          1.43620216E+02          1.00000000E+30          5.49737340E+00          5.14966094E+00
         98.0000          4.19447762E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43478036E+04          3.28077431E+02          1.39584608E+02          1.00000000E+30          5.46044256E+00          5.10721844E+00
         99.0000          4.05930331E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22133926E+04          3.18502402E+02          1.35770898E+02          1.00000000E+30          5.42605838E+00          5.06723617E+00
        100.0000          3.93224298E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05579647E+04          3.09465206E+02          1.32162296E+02          1.00000000E+30          5.39406331E+00          5.02955801E+00
        110.0000          2.99071522E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.94261334E+03          2.41308702E+02          1.04666788E+02          1.00000000E+30          5.17787190E+00          4.75228578E+00
        120.0000          2.41935349E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.20116894E+03          1.98886098E+02          8.73032531E+01          1.00000000E+30          5.08949456E+00          4.59657820E+00
        130.0000          2.04547899E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.46456034E+03          1.70700973E+02          7.56702196E+01          1.00000000E+30          5.07629868E+00          4.51184154E+00
        140.0000          1.78816576E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07609668E+03          1.51133818E+02          6.75586727E+01          1.00000000E+30          5.11014640E+00          4.47168558E+00
        150.0000          1.60472366E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.43032794E+02          1.37124544E+02          6.17416691E+01          1.00000000E+30          5.17495006E+00          4.46138714E+00
        160.0000          1.47057880E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.90882924E+02          1.26869371E+02          5.74855395E+01          1.00000000E+30          5.26095797E+00          4.47217752E+00
        170.0000          1.37063203E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85530944E+02          1.19240833E+02          5.43270164E+01          1.00000000E+30          5.36196255E+00          4.49850506E+00
        180.0000          1.29514015E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09386076E+02          1.13502744E+02          5.19615845E+01          1.00000000E+30          5.47384802E+00          4.53665948E+00
        190.0000          1.23757731E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52555517E+02          1.09157813E+02          5.01825545E+01          1.00000000E+30          5.59379107E+00          4.58404583E+00
        200.0000          1.19344108E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09077670E+02          1.05860902E+02          4.88459317E+01          1.00000000E+30          5.71979868E+00          4.63878101E+00
