#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   O-K-shell   Valence  Total
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39550420E+01          1.39550420E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35821031E+01          1.35821031E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32162342E+01          1.32162342E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28573203E+01          1.28573203E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25053081E+01          1.25053081E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21602070E+01          1.21602070E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18220888E+01          1.18220888E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14910876E+01          1.14910876E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11673989E+01          1.11673989E+01
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08512746E+01          1.08512746E+01
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05430188E+01          1.05430188E+01
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02429816E+01          1.02429816E+01
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.95154627E+00          9.95154627E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.66911752E+00          9.66911752E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39610554E+00          9.39610554E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.13290829E+00          9.13290829E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.87989302E+00          8.87989302E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.63737814E+00          8.63737814E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.40561693E+00          8.40561693E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.18478444E+00          8.18478444E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.97496864E+00          7.97496864E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77616635E+00          7.77616635E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58828406E+00          7.58828406E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41114308E+00          7.41114308E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.24448824E+00          7.24448824E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.08799906E+00          7.08799906E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.94130216E+00          6.94130216E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.80398425E+00          6.80398425E+00
         76.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.67572821E+00          6.67572821E+00
         77.0000          1.00000000E+30          1.00000000E+30          3.41782468E+09          1.70891234E+09          1.00000000E+30          6.67560415E+00          6.67560411E+00
         77.0010          1.00000000E+30          1.00000000E+30          3.41798305E+09          1.70899152E+09          1.00000000E+30          6.67548009E+00          6.67548005E+00
         78.0000          1.00000000E+30          1.00000000E+30          2.34344178E+05          1.17172089E+05          1.00000000E+30          6.55570422E+00          6.55515408E+00
         79.0000          1.00000000E+30          1.00000000E+30          8.27536003E+04          4.13768002E+04          1.00000000E+30          6.44382007E+00          6.44231513E+00
         80.0000          1.00000000E+30          1.00000000E+30          4.48729758E+04          2.24364879E+04          1.00000000E+30          6.33948879E+00          6.33680307E+00
         81.0000          1.00000000E+30          1.00000000E+30          2.90199166E+04          1.45099583E+04          1.00000000E+30          6.24225549E+00          6.23822992E+00
         82.0000          1.00000000E+30          1.00000000E+30          2.06858183E+04          1.03429092E+04          1.00000000E+30          6.15167843E+00          6.14619504E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.56744197E+04          7.83720983E+03          1.00000000E+30          6.06733269E+00          6.06029514E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.23950660E+04          6.19753300E+03          1.00000000E+30          5.98881280E+00          5.98014468E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.01135207E+04          5.05676035E+03          1.00000000E+30          5.91573433E+00          5.90537159E+00
         86.0000          1.00000000E+30          1.00000000E+30          8.45115875E+03          4.22557938E+03          1.00000000E+30          5.84773473E+00          5.83562094E+00
         87.0000          1.00000000E+30          1.00000000E+30          7.19715256E+03          3.59857628E+03          1.00000000E+30          5.78447352E+00          5.77055983E+00
         88.0000          1.00000000E+30          1.00000000E+30          6.22459589E+03          3.11229794E+03          1.00000000E+30          5.72563214E+00          5.70987562E+00
         89.0000          1.00000000E+30          1.00000000E+30          5.45229685E+03          2.72614843E+03          1.00000000E+30          5.67091331E+00          5.65327346E+00
         90.0000          1.00000000E+30          1.00000000E+30          4.82737037E+03          2.41368519E+03          1.00000000E+30          5.62004023E+00          5.60047994E+00
         91.0000          1.00000000E+30          1.00000000E+30          4.31338617E+03          2.15669308E+03          1.00000000E+30          5.57275566E+00          5.55123960E+00
         92.0000          1.00000000E+30          1.00000000E+30          3.88486112E+03          1.94243056E+03          1.00000000E+30          5.52882080E+00          5.50531579E+00
         93.0000          1.00000000E+30          1.00000000E+30          3.52315348E+03          1.76157674E+03          1.00000000E+30          5.48801422E+00          5.46248748E+00
         94.0000          1.00000000E+30          1.00000000E+30          3.21469521E+03          1.60734760E+03          1.00000000E+30          5.45013070E+00          5.42255084E+00
         95.0000          1.00000000E+30          1.00000000E+30          2.94911196E+03          1.47455598E+03          1.00000000E+30          5.41498015E+00          5.38531558E+00
         96.0000          1.00000000E+30          1.00000000E+30          2.71861561E+03          1.35930780E+03          1.00000000E+30          5.38238653E+00          5.35060672E+00
         97.0000          1.00000000E+30          1.00000000E+30          2.51712314E+03          1.25856157E+03          1.00000000E+30          5.35218681E+00          5.31826197E+00
         98.0000          1.00000000E+30          1.00000000E+30          2.33975126E+03          1.16987563E+03          1.00000000E+30          5.32422998E+00          5.28812971E+00
         99.0000          1.00000000E+30          1.00000000E+30          2.18267274E+03          1.09133637E+03          1.00000000E+30          5.29837614E+00          5.26007012E+00
        100.0000          1.00000000E+30          1.00000000E+30          2.04271253E+03          1.02135627E+03          1.00000000E+30          5.27449564E+00          5.23395182E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.20269156E+03          6.01345779E+02          1.00000000E+30          5.12158550E+00          5.05698101E+00
        120.0000          1.00000000E+30          1.00000000E+30          8.26326645E+02          4.13163323E+02          1.00000000E+30          5.07511621E+00          4.98329727E+00
        120.9990          1.00000000E+30          1.00000000E+30          8.00406429E+02          4.00203214E+02          1.00000000E+30          5.07444387E+00          4.97973185E+00
        121.0010          1.00000000E+30          1.20409286E+10          8.00356305E+02          4.00178152E+02          1.00000000E+30          5.07444312E+00          4.97972531E+00
        130.0000          1.00000000E+30          3.72309723E+04          6.21294838E+02          3.10647419E+02          1.00000000E+30          5.09192250E+00          4.96906848E+00
        140.0000          1.00000000E+30          1.18256116E+04          4.95737699E+02          2.47868849E+02          1.00000000E+30          5.14870309E+00          4.99102071E+00
        150.0000          1.00000000E+30          6.19288783E+03          4.12701295E+02          2.06350648E+02          1.00000000E+30          5.23198677E+00          5.03619419E+00
        160.0000          1.00000000E+30          3.95980287E+03          3.54764255E+02          1.77382128E+02          1.00000000E+30          5.33352369E+00          5.09678370E+00
        170.0000          1.00000000E+30          2.82376066E+03          3.12744872E+02          1.56372436E+02          1.00000000E+30          5.44801554E+00          5.16796680E+00
        180.0000          1.00000000E+30          2.15775906E+03          2.81378953E+02          1.40689476E+02          1.00000000E+30          5.57192321E+00          5.24668695E+00
        190.0000          1.00000000E+30          1.72967111E+03          2.57444573E+02          1.28722287E+02          1.00000000E+30          5.70280392E+00          5.33095995E+00
        200.0000          1.00000000E+30          1.43616444E+03          2.38865404E+02          1.19432702E+02          1.00000000E+30          5.83686843E+00          5.41769276E+00
        210.0000          1.00000000E+30          1.22515802E+03          2.24246871E+02          1.12123436E+02          1.00000000E+30          5.97629405E+00          5.50897073E+00
        220.0000          1.00000000E+30          1.06786409E+03          2.12620627E+02          1.06310314E+02          1.00000000E+30          6.11706950E+00          5.60151730E+00
        230.0000          1.00000000E+30          9.47252083E+02          2.03296417E+02          1.01648208E+02          1.00000000E+30          6.26628389E+00          5.70136224E+00
        240.0000          1.00000000E+30          8.52658541E+02          1.95771078E+02          9.78855388E+01          1.00000000E+30          6.40859411E+00          5.79584863E+00
        250.0000          1.00000000E+30          7.77105780E+02          1.89670947E+02          9.48354735E+01          1.00000000E+30          6.55826106E+00          5.89681275E+00
        260.0000          1.00000000E+30          7.15850100E+02          1.84714217E+02          9.23571083E+01          1.00000000E+30          6.70787899E+00          5.99820057E+00
        270.0000          1.00000000E+30          6.65565330E+02          1.80685023E+02          9.03425116E+01          1.00000000E+30          6.86353575E+00          6.10487711E+00
        280.0000          1.00000000E+30          6.23852529E+02          1.77416094E+02          8.87080470E+01          1.00000000E+30          7.01267187E+00          6.20688753E+00
        290.0000          1.00000000E+30          5.88942576E+02          1.74776235E+02          8.73881177E+01          1.00000000E+30          7.16166886E+00          6.30934641E+00
        300.0000          1.00000000E+30          5.59503943E+02          1.72661448E+02          8.63307242E+01          1.00000000E+30          7.31597788E+00          6.41644798E+00
        310.0000          1.00000000E+30          5.34517058E+02          1.70988390E+02          8.54941952E+01          1.00000000E+30          7.46973725E+00          6.52360761E+00
        320.0000          1.00000000E+30          5.13190497E+02          1.69689702E+02          8.48448511E+01          1.00000000E+30          7.61777971E+00          6.62691542E+00
        330.0000          1.00000000E+30          4.94900143E+02          1.68710551E+02          8.43552753E+01          1.00000000E+30          7.77061594E+00          6.73434814E+00
        340.0000          1.00000000E+30          4.79149804E+02          1.68005794E+02          8.40028972E+01          1.00000000E+30          7.92293645E+00          6.84184588E+00
        350.0000          1.00000000E+30          4.65540093E+02          1.67538075E+02          8.37690377E+01          1.00000000E+30          8.07475519E+00          6.94940632E+00
        360.0000          1.00000000E+30          4.53747162E+02          1.67276233E+02          8.36381163E+01          1.00000000E+30          8.23073258E+00          7.06044434E+00
        370.0000          1.00000000E+30          4.43505763E+02          1.67194126E+02          8.35970629E+01          1.00000000E+30          8.38146652E+00          7.16800461E+00
        380.0000          1.00000000E+30          4.34597230E+02          1.67269650E+02          8.36348250E+01          1.00000000E+30          8.53174395E+00          7.27561505E+00
        390.0000          1.00000000E+30          4.26840150E+02          1.67484054E+02          8.37420272E+01          1.00000000E+30          8.68592358E+00          7.38641057E+00
        400.0000          1.00000000E+30          4.20082887E+02          1.67821281E+02          8.39106403E+01          1.00000000E+30          8.83521267E+00          7.49399867E+00
        410.0000          1.00000000E+30          4.14198099E+02          1.68267567E+02          8.41337835E+01          1.00000000E+30          8.98826159E+00          7.60460493E+00
        420.0000          1.00000000E+30          4.09077955E+02          1.68811046E+02          8.44055229E+01          1.00000000E+30          9.13662334E+00          7.71215189E+00
        430.0000          1.00000000E+30          4.04631081E+02          1.69441405E+02          8.47207025E+01          1.00000000E+30          9.28860696E+00          7.82255977E+00
        440.0000          1.00000000E+30          4.00779219E+02          1.70149685E+02          8.50748426E+01          1.00000000E+30          9.43609789E+00          7.93004538E+00
        450.0000          1.00000000E+30          3.97455344E+02          1.70928046E+02          8.54640232E+01          1.00000000E+30          9.58707687E+00          8.04024422E+00
        460.0000          1.00000000E+30          3.94601641E+02          1.71769618E+02          8.58848091E+01          1.00000000E+30          9.73754845E+00          8.15031077E+00
        470.0000          1.00000000E+30          3.92168014E+02          1.72668340E+02          8.63341699E+01          1.00000000E+30          9.88752672E+00          8.26024370E+00
        480.0000          1.00000000E+30          3.90111103E+02          1.73618861E+02          8.68094304E+01          1.00000000E+30          1.00370253E+01          8.37004196E+00
        490.0000          1.00000000E+30          3.88392789E+02          1.74616441E+02          8.73082206E+01          1.00000000E+30          1.01860572E+01          8.47970440E+00
        500.0000          1.00000000E+30          3.86980068E+02          1.75656858E+02          8.78284292E+01          1.00000000E+30          1.03346350E+01          8.58923015E+00
        510.0000          1.00000000E+30          3.85843503E+02          1.76736352E+02          8.83681758E+01          1.00000000E+30          1.04827708E+01          8.69861823E+00
        520.0000          1.00000000E+30          3.84957404E+02          1.77851554E+02          8.89257772E+01          1.00000000E+30          1.06304761E+01          8.80786792E+00
        530.0000          1.00000000E+30          3.84299076E+02          1.78999447E+02          8.94997235E+01          1.00000000E+30          1.07777621E+01          8.91697869E+00
        537.9990          1.00000000E+30          3.83922691E+02          1.79939348E+02          8.99696739E+01          1.00000000E+30          1.08939137E+01          9.00322172E+00
        538.0010          1.00000000E+30          3.83922612E+02          1.79939585E+02          8.99697925E+01          9.20112918E+11          1.08939444E+01          9.00324444E+00
        540.0000          1.00000000E+30          3.83848193E+02          1.80177319E+02          9.00886597E+01          5.79560983E+07          1.09246396E+01          9.02594863E+00
        550.0000          1.00000000E+30          3.83586785E+02          1.81382723E+02          9.06913614E+01          3.94367928E+06          1.10711189E+01          9.13476046E+00
        560.0000          1.00000000E+30          3.83498786E+02          1.82613448E+02          9.13067240E+01          1.56928716E+06          1.12172099E+01          9.24341877E+00
        570.0000          1.00000000E+30          3.83569817E+02          1.83867496E+02          9.19337481E+01          8.83477359E+05          1.13629221E+01          9.35192575E+00
        580.0000          1.00000000E+30          3.83786984E+02          1.85143055E+02          9.25715273E+01          5.80908213E+05          1.15115098E+01          9.46247481E+00
        590.0000          1.00000000E+30          3.84138686E+02          1.86438469E+02          9.32192345E+01          4.17326581E+05          1.16564448E+01          9.57064427E+00
        600.0000          1.00000000E+30          3.84614439E+02          1.87752245E+02          9.38761225E+01          3.17588747E+05          1.18010281E+01          9.67866460E+00
        610.0000          1.00000000E+30          3.85204812E+02          1.89083006E+02          9.45415030E+01          2.51689467E+05          1.19484123E+01          9.78864647E+00
        620.0000          1.00000000E+30          3.85901234E+02          1.90429502E+02          9.52147510E+01          2.05560708E+05          1.20922706E+01          9.89633416E+00
        630.0000          1.00000000E+30          3.86695935E+02          1.91790584E+02          9.58952919E+01          1.71866542E+05          1.22358013E+01          1.00038743E+01
        640.0000          1.00000000E+30          3.87581839E+02          1.93165205E+02          9.65826024E+01          1.46398721E+05          1.23820567E+01          1.01132988E+01
        650.0000          1.00000000E+30          3.88552515E+02          1.94552395E+02          9.72761977E+01          1.26617506E+05          1.25249096E+01          1.02205118E+01
        660.0000          1.00000000E+30          3.89602080E+02          1.95951267E+02          9.79756333E+01          1.10912817E+05          1.26704467E+01          1.03295667E+01
        670.0000          1.00000000E+30          3.90725168E+02          1.97361003E+02          9.86805017E+01          9.82093305E+04          1.28126511E+01          1.04364571E+01
        680.0000          1.00000000E+30          3.91916846E+02          1.98780848E+02          9.93904242E+01          8.77669042E+04          1.29574981E+01          1.05451477E+01
        690.0000          1.00000000E+30          3.93172597E+02          2.00210106E+02          1.00105053E+02          7.90677806E+04          1.30990806E+01          1.06517197E+01
        700.0000          1.00000000E+30          3.94488267E+02          2.01648132E+02          1.00824066E+02          7.17344937E+04          1.32432643E+01          1.07600520E+01
        710.0000          1.00000000E+30          3.95860039E+02          2.03094328E+02          1.01547164E+02          6.54870158E+04          1.33842502E+01          1.08663101E+01
        720.0000          1.00000000E+30          3.97284386E+02          2.04548142E+02          1.02274071E+02          6.01168755E+04          1.35277954E+01          1.09742896E+01
        730.0000          1.00000000E+30          3.98758059E+02          2.06009060E+02          1.03004530E+02          5.54609824E+04          1.36710274E+01          1.10820914E+01
        740.0000          1.00000000E+30          4.00278040E+02          2.07476607E+02          1.03738304E+02          5.13958583E+04          1.38111384E+01          1.11878712E+01
        750.0000          1.00000000E+30          4.01841566E+02          2.08950338E+02          1.04475169E+02          4.78231835E+04          1.39537659E+01          1.12953288E+01
        760.0000          1.00000000E+30          4.03446035E+02          2.10429840E+02          1.05214920E+02          4.46636051E+04          1.40960952E+01          1.14026124E+01
        770.0000          1.00000000E+30          4.05089065E+02          2.11914729E+02          1.05957365E+02          4.18545592E+04          1.42353815E+01          1.15079268E+01
        780.0000          1.00000000E+30          4.06768427E+02          2.13404646E+02          1.06702323E+02          3.93446904E+04          1.43771385E+01          1.16148756E+01
        790.0000          1.00000000E+30          4.08482050E+02          2.14899259E+02          1.07449629E+02          3.70914980E+04          1.45186105E+01          1.17216540E+01
        800.0000          1.00000000E+30          4.10228010E+02          2.16398250E+02          1.08199125E+02          3.50604834E+04          1.46571179E+01          1.18265159E+01
        810.0000          1.00000000E+30          4.12004506E+02          2.17901330E+02          1.08950665E+02          3.32223300E+04          1.47980473E+01          1.19329690E+01
        820.0000          1.00000000E+30          4.13809869E+02          2.19408225E+02          1.09704113E+02          3.15530872E+04          1.49387055E+01          1.20392563E+01
        830.0000          1.00000000E+30          4.15642524E+02          2.20918677E+02          1.10459339E+02          3.00316853E+04          1.50790953E+01          1.21453784E+01
        840.0000          1.00000000E+30          4.17501005E+02          2.22432448E+02          1.11216224E+02          2.86411262E+04          1.52192224E+01          1.22513379E+01
        850.0000          1.00000000E+30          4.19383947E+02          2.23949310E+02          1.11974655E+02          2.73662245E+04          1.53565001E+01          1.23554590E+01
        860.0000          1.00000000E+30          4.21290063E+02          2.25469054E+02          1.12734527E+02          2.61943922E+04          1.54961293E+01          1.24611093E+01
        870.0000          1.00000000E+30          4.23218141E+02          2.26991480E+02          1.13495740E+02          2.51143346E+04          1.56355066E+01          1.25666007E+01
        880.0000          1.00000000E+30          4.25167059E+02          2.28516402E+02          1.14258201E+02          2.41166618E+04          1.57746369E+01          1.26719354E+01
        890.0000          1.00000000E+30          4.27135748E+02          2.30043643E+02          1.15021821E+02          2.31929622E+04          1.59135255E+01          1.27771160E+01
        900.0000          1.00000000E+30          4.29123206E+02          2.31573040E+02          1.15786520E+02          2.23359669E+04          1.60521766E+01          1.28821444E+01
        910.0000          1.00000000E+30          4.31128506E+02          2.33104435E+02          1.16552217E+02          2.15393024E+04          1.61880988E+01          1.29854167E+01
        920.0000          1.00000000E+30          4.33150747E+02          2.34637683E+02          1.17318841E+02          2.07972953E+04          1.63262935E+01          1.30901518E+01
        930.0000          1.00000000E+30          4.35189103E+02          2.36172645E+02          1.18086323E+02          2.01050284E+04          1.64642587E+01          1.31947378E+01
        940.0000          1.00000000E+30          4.37242783E+02          2.37709193E+02          1.18854596E+02          1.94580849E+04          1.66019984E+01          1.32991763E+01
        950.0000          1.00000000E+30          4.39311045E+02          2.39247200E+02          1.19623600E+02          1.88525147E+04          1.67395161E+01          1.34034692E+01
        960.0000          1.00000000E+30          4.41393194E+02          2.40786554E+02          1.20393277E+02          1.82848716E+04          1.68768154E+01          1.35076183E+01
