#Energy      Li-K-shell   Mn-K-shell   Mn-L1-shell   Mn-L2-shell   Mn-L3-shell   Mn-M1-shell   Mn-M2-shell   Mn-M3-shell   O-K-shell   Valence  Total
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.83343611E+01          3.83343611E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.67249881E+01          3.67249881E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.52644184E+01          3.52644184E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39301003E+01          3.39301003E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27038184E+01          3.27038184E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.15706980E+01          3.15706980E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05185955E+01          3.05185955E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95373733E+01          2.95373733E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86184768E+01          2.86184768E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.77547073E+01          2.77547073E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.69399301E+01          2.69399301E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61688871E+01          2.61688871E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54370537E+01          2.54370537E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47404920E+01          2.47404920E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.40757811E+01          2.40757811E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34399141E+01          2.34399141E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28302624E+01          2.28302624E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.22444908E+01          2.22444908E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16805351E+01          2.16805351E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.11365587E+01          2.11365587E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06109239E+01          2.06109239E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.01021657E+01          2.01021657E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96089712E+01          1.96089712E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91301599E+01          1.91301599E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86646718E+01          1.86646718E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82115505E+01          1.82115505E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77699342E+01          1.77699342E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.73390468E+01          1.73390468E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69181905E+01          1.69181905E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.65067367E+01          1.65067367E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61041230E+01          1.61041230E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57098478E+01          1.57098478E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53234671E+01          1.53234671E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.49445912E+01          1.49445912E+01
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45728829E+01          1.45728829E+01
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.42080560E+01          1.42080560E+01
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38498742E+01          1.38498742E+01
         52.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34984993E+01          1.34984993E+01
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50231223E+08          1.00000000E+30          1.34981508E+01          1.34981505E+01
         53.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.50273834E+08          1.00000000E+30          1.34978022E+01          1.34978020E+01
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.71806342E+04          1.00000000E+30          1.31527486E+01          1.31480974E+01
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31378894E+04          1.00000000E+30          1.28139160E+01          1.28014302E+01
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43493581E+09          1.31281051E+04          1.00000000E+30          1.28135799E+01          1.28010854E+01
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43502670E+09          1.31162807E+04          1.00000000E+30          1.28132439E+01          1.28007388E+01
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.35461470E+04          7.12260328E+03          1.00000000E+30          1.24806074E+01          1.24569188E+01
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.94926946E+04          4.61227366E+03          1.00000000E+30          1.21538450E+01          1.21169223E+01
         57.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60093180E+04          3.29280064E+03          1.00000000E+30          1.18336733E+01          1.17826194E+01
         58.0000          1.65340244E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60006085E+04          3.29179283E+03          1.00000000E+30          1.18333559E+01          1.17822871E+01
         58.0010          1.65350218E+09          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.59929785E+04          3.29087440E+03          1.00000000E+30          1.18330386E+01          1.17819567E+01
         59.0000          9.87491122E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03586422E+04          2.49879511E+03          1.00000000E+30          1.15192534E+01          1.14523873E+01
         60.0000          3.48664594E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39044214E+03          1.97981643E+03          1.00000000E+30          1.12117013E+01          1.11282217E+01
         61.0000          1.89110366E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60873412E+03          1.61867613E+03          1.00000000E+30          1.09109087E+01          1.08107692E+01
         62.0000          1.22407895E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.44227129E+03          1.35565745E+03          1.00000000E+30          1.06171279E+01          1.05006848E+01
         63.0000          8.73061047E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.63091082E+03          1.15724532E+03          1.00000000E+30          1.03306487E+01          1.01985228E+01
         64.0000          6.62326993E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03999000E+03          1.00329171E+03          1.00000000E+30          1.00517910E+01          9.90477462E+00
         65.0000          5.24396788E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59426981E+03          8.81058465E+02          1.00000000E+30          9.78089502E+00          9.61989015E+00
         66.0000          4.28471243E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.24842308E+03          7.82103447E+02          1.00000000E+30          9.51831004E+00          9.34427362E+00
         67.0000          3.58567220E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97377349E+03          7.00703690E+02          1.00000000E+30          9.26438134E+00          9.07828554E+00
         68.0000          3.05863775E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75149031E+03          6.32800817E+02          1.00000000E+30          9.01943618E+00          8.82224473E+00
         69.0000          2.64973911E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56867196E+03          5.75448764E+02          1.00000000E+30          8.78376967E+00          8.57640373E+00
         70.0000          2.32498249E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41617004E+03          5.26520434E+02          1.00000000E+30          8.55763140E+00          8.34096069E+00
         71.0000          2.06227282E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28740701E+03          4.84377253E+02          1.00000000E+30          8.34121390E+00          8.11604051E+00
         72.0000          1.84611965E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17750266E+03          4.47774853E+02          1.00000000E+30          8.13464366E+00          7.90168960E+00
         73.0000          1.66585444E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08290177E+03          4.15745783E+02          1.00000000E+30          7.93797555E+00          7.69788820E+00
         74.0000          1.51367295E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00071682E+03          3.87532566E+02          1.00000000E+30          7.75119064E+00          7.50453305E+00
         75.0000          1.38387064E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.28824577E+02          3.62526932E+02          1.00000000E+30          7.57419749E+00          7.32145651E+00
         76.0000          1.27205413E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.65492607E+02          3.40246783E+02          1.00000000E+30          7.40683692E+00          7.14842359E+00
         77.0000          1.17497121E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.09378741E+02          3.20287622E+02          1.00000000E+30          7.24888844E+00          6.98514363E+00
         78.0000          1.09006336E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.59379294E+02          3.02330546E+02          1.00000000E+30          7.10007916E+00          6.83128324E+00
         79.0000          1.01527893E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.14598898E+02          2.86103282E+02          1.00000000E+30          6.96009327E+00          6.68646689E+00
         80.0000          9.49004968E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.74314964E+02          2.71383573E+02          1.00000000E+30          6.82858188E+00          6.55029698E+00
         81.0000          8.89978646E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.37915813E+02          2.57979309E+02          1.00000000E+30          6.70517242E+00          6.42235583E+00
         82.0000          8.37115031E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04898458E+02          2.45735533E+02          1.00000000E+30          6.58947747E+00          6.30221917E+00
         83.0000          7.89566080E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.74842783E+02          2.34512155E+02          1.00000000E+30          6.48110243E+00          6.18945806E+00
         84.0000          7.46614414E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47382400E+02          2.24200849E+02          1.00000000E+30          6.37965213E+00          6.08365386E+00
         85.0000          7.07656587E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.22223409E+02          2.14694455E+02          1.00000000E+30          6.28473625E+00          5.98438841E+00
         86.0000          6.72198009E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.99107251E+02          2.05912029E+02          1.00000000E+30          6.19597359E+00          5.89126562E+00
         87.0000          6.39812501E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.77799021E+02          1.97777345E+02          1.00000000E+30          6.11299533E+00          5.80389774E+00
         88.0000          6.10146008E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58116941E+02          1.90225538E+02          1.00000000E+30          6.03544747E+00          5.72191986E+00
         88.9990          5.82902946E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39900575E+02          1.83207694E+02          1.00000000E+30          5.96306233E+00          5.64505644E+00
         89.0000          5.82876970E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31182131E+09          4.39883110E+02          1.83200943E+02          1.00000000E+30          5.96299231E+00          5.64498197E+00
         89.0010          5.82850996E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31203604E+09          4.39865392E+02          1.83194193E+02          1.00000000E+30          5.96292230E+00          5.64490746E+00
         90.0000          5.57760489E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90626179E+05          4.22961622E+02          1.76653211E+02          1.00000000E+30          5.89530948E+00          5.57267878E+00
         91.0000          5.34554332E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38085559E+05          4.07221358E+02          1.70537682E+02          1.00000000E+30          5.83209639E+00          5.50471757E+00
         92.0000          5.13067267E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48960447E+04          3.92550684E+02          1.64816583E+02          1.00000000E+30          5.77306825E+00          5.44083491E+00
         93.0000          4.93126707E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84466423E+04          3.78850036E+02          1.59455273E+02          1.00000000E+30          5.71795784E+00          5.38076879E+00
         94.0000          4.74574915E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.45253094E+04          3.66033944E+02          1.54422326E+02          1.00000000E+30          5.66651501E+00          5.32427046E+00
         95.0000          4.57292206E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61581422E+04          3.54024493E+02          1.49691634E+02          1.00000000E+30          5.61850606E+00          5.27111079E+00
         96.0000          4.41153208E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06806359E+04          3.42752764E+02          1.45237979E+02          1.00000000E+30          5.57371294E+00          5.22107155E+00
         97.0000          4.26056656E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68682251E+04          3.32156711E+02          1.41039597E+02          1.00000000E+30          5.53193251E+00          5.17395139E+00
         98.0000          4.11910976E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40899972E+04          3.22182420E+02          1.37076502E+02          1.00000000E+30          5.49297561E+00          5.12956251E+00
         99.0000          3.98636431E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19939380E+04          3.12779438E+02          1.33331318E+02          1.00000000E+30          5.45666628E+00          5.08773133E+00
        100.0000          3.86158705E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03682555E+04          3.03904625E+02          1.29787557E+02          1.00000000E+30          5.42284081E+00          5.04829569E+00
        110.0000          2.93697700E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87177107E+03          2.36972782E+02          1.02786098E+02          1.00000000E+30          5.19244056E+00          4.75738204E+00
        120.0000          2.37588169E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.16161755E+03          1.95312442E+02          8.57345574E+01          1.00000000E+30          5.09476918E+00          4.59273390E+00
        130.0000          2.00872510E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43824460E+03          1.67633757E+02          7.43105504E+01          1.00000000E+30          5.07501037E+00          4.50166701E+00
        140.0000          1.75603536E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05676099E+03          1.48418192E+02          6.63447545E+01          1.00000000E+30          5.10390661E+00          4.45672949E+00
        150.0000          1.57588941E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.27884882E+02          1.34660641E+02          6.06322730E+01          1.00000000E+30          5.16476675E+00          4.44262695E+00
        160.0000          1.44415492E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.78468896E+02          1.24589737E+02          5.64526190E+01          1.00000000E+30          5.24749463E+00          4.45026308E+00
        170.0000          1.34600403E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75009917E+02          1.17098272E+02          5.33508493E+01          1.00000000E+30          5.34567537E+00          4.47388699E+00
        180.0000          1.27186862E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.00233246E+02          1.11463287E+02          5.10279203E+01          1.00000000E+30          5.45506247E+00          4.50966114E+00
        190.0000          1.21534008E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.44423840E+02          1.07196427E+02          4.92808566E+01          1.00000000E+30          5.57274681E+00          4.55490598E+00
        200.0000          1.17199691E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.01727218E+02          1.03958756E+02          4.79682507E+01          1.00000000E+30          5.69667704E+00          4.60768019E+00
        210.0000          1.13871324E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.68424553E+02          1.01509484E+02          4.69893684E+01          1.00000000E+30          5.81889948E+00          4.66238265E+00
        220.0000          1.11323263E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42044158E+02          9.96740533E+01          4.62709779E+01          1.00000000E+30          5.95730205E+00          4.73009623E+00
        230.0000          1.09389563E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.20884231E+02          9.83236122E+01          4.57588787E+01          1.00000000E+30          6.08832244E+00          4.79544859E+00
        240.0000          1.07946109E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03737738E+02          9.73614741E+01          4.54122991E+01          1.00000000E+30          6.22806140E+00          4.86828202E+00
