#Energy      Ga-K-shell   Ga-L1-shell   Ga-L2-shell   Ga-L3-shell   Ga-M1-shell   Ga-M2-shell   Ga-M3-shell   Ga-M4-shell   Ga-M5-shell   O-K-shell   Valence  Total
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28259704E+03          1.92985085E+03          1.12537423E+01          7.02717300E+00          1.00000000E+30          5.22231953E+00          2.36207080E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38816139E+03          1.30390980E+03          1.13624232E+01          7.11155565E+00          1.00000000E+30          5.32913365E+00          2.39615406E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42420595E+03          9.63933713E+02          1.15127969E+01          7.21968840E+00          1.00000000E+30          5.45083188E+00          2.43737080E+00
        161.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28816103E+03          9.14541811E+02          1.15468573E+01          7.24358428E+00          1.00000000E+30          5.47653849E+00          2.44627719E+00
        162.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12829123E+10          2.28802749E+03          9.14494988E+02          1.15468920E+01          7.24360853E+00          1.00000000E+30          5.47656441E+00          2.44628619E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34340644E+05          1.85891301E+03          7.56134246E+02          1.16942224E+01          7.34551951E+00          1.00000000E+30          5.58312491E+00          2.48367730E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.87130801E+04          1.49543084E+03          6.18680076E+02          1.18992078E+01          7.48477886E+00          1.00000000E+30          5.72312082E+00          2.53366987E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.95858171E+04          1.24621595E+03          5.22485389E+02          1.21223508E+01          7.63438132E+00          1.00000000E+30          5.86745736E+00          2.58613360E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22532812E+04          1.06709162E+03          4.52290409E+02          1.23596718E+01          7.79205100E+00          1.00000000E+30          6.01875340E+00          2.64116163E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.58867171E+03          9.33663227E+02          3.99402701E+02          1.26081858E+01          7.95607830E+00          1.00000000E+30          6.17115698E+00          2.69731532E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.46476684E+03          8.31473990E+02          3.58545583E+02          1.28656172E+01          8.12515823E+00          1.00000000E+30          6.32442372E+00          2.75433032E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11072893E+03          7.51468634E+02          3.26347919E+02          1.31302050E+01          8.29828061E+00          1.00000000E+30          6.47836374E+00          2.81200821E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.18784779E+03          6.87710097E+02          3.00562631E+02          1.34005703E+01          8.47465354E+00          1.00000000E+30          6.63928342E+00          2.87140753E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.52709425E+03          6.36157765E+02          2.79637749E+02          1.36756199E+01          8.65364936E+00          1.00000000E+30          6.79997020E+00          2.93107297E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03574676E+03          5.93971504E+02          2.62470203E+02          1.39544790E+01          8.83476548E+00          1.00000000E+30          6.96039099E+00          2.99093318E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65928043E+03          5.59100843E+02          2.48255059E+02          1.42364410E+01          9.01759616E+00          1.00000000E+30          7.12052277E+00          3.05093435E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36379212E+03          5.30032440E+02          2.36393304E+02          1.45209302E+01          9.20181087E+00          1.00000000E+30          7.28588383E+00          3.11204567E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.12722919E+03          5.05626330E+02          2.26430368E+02          1.48074746E+01          9.38713867E+00          1.00000000E+30          7.44517361E+00          3.17217011E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93469424E+03          4.85009086E+02          2.18016328E+02          1.50956842E+01          9.57335602E+00          1.00000000E+30          7.60932676E+00          3.23327580E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.77581211E+03          4.67502794E+02          2.10878064E+02          1.53852350E+01          9.76027731E+00          1.00000000E+30          7.76778931E+00          3.29343373E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64315222E+03          4.52574268E+02          2.04799799E+02          1.56758564E+01          9.94774772E+00          1.00000000E+30          7.93078727E+00          3.35447201E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53126424E+03          4.39799098E+02          1.99609567E+02          1.59673215E+01          1.01356376E+01          1.00000000E+30          8.09316722E+00          3.41544860E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43607968E+03          4.28836843E+02          1.95168503E+02          1.62594388E+01          1.03238377E+01          1.00000000E+30          8.25494833E+00          3.47635751E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.35448447E+03          4.19411286E+02          1.91364047E+02          1.65520464E+01          1.05099468E+01          1.00000000E+30          8.41614950E+00          3.53693264E+00
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.28407744E+03          4.11296915E+02          1.88103863E+02          1.68359372E+01          1.06956451E+01          1.00000000E+30          8.57678915E+00          3.59695652E+00
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22297015E+03          4.04308128E+02          1.85311813E+02          1.71235083E+01          1.08809432E+01          1.00000000E+30          8.74119410E+00          3.65776163E+00
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16966060E+03          3.98290803E+02          1.82924666E+02          1.74249173E+01          1.10745001E+01          1.00000000E+30          8.90065394E+00          3.71926517E+00
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12294134E+03          3.93116646E+02          1.80889526E+02          1.77110382E+01          1.12587868E+01          1.00000000E+30          9.05960720E+00          3.77894573E+00
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08183044E+03          3.88677718E+02          1.79161917E+02          1.80104249E+01          1.14510017E+01          1.00000000E+30          9.22211019E+00          3.84075044E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04552333E+03          3.84883185E+02          1.77704193E+02          1.83087446E+01          1.16425171E+01          1.00000000E+30          9.37999452E+00          3.90163756E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01335500E+03          3.81655575E+02          1.76484407E+02          1.85926670E+01          1.18252964E+01          1.00000000E+30          9.54130809E+00          3.96149802E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.84771168E+02          3.78928987E+02          1.75475178E+02          1.88891388E+01          1.20155890E+01          1.00000000E+30          9.70202851E+00          4.02268449E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.59307625E+02          3.76646902E+02          1.74652964E+02          1.91846320E+01          1.22052415E+01          1.00000000E+30          9.85838585E+00          4.08302227E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.36572855E+02          3.74760524E+02          1.73997558E+02          1.94791749E+01          1.23942727E+01          1.00000000E+30          1.00180208E+01          4.14382864E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.16234325E+02          3.73227859E+02          1.73491332E+02          1.97727950E+01          1.25827008E+01          1.00000000E+30          1.01771123E+01          4.20445134E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.98009097E+02          3.72012070E+02          1.73119063E+02          2.00655191E+01          1.27705434E+01          1.00000000E+30          1.03356757E+01          4.26489734E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.81654472E+02          3.71081339E+02          1.72867331E+02          2.03573730E+01          1.29505377E+01          1.00000000E+30          1.04937257E+01          4.32436166E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66961481E+02          3.70407650E+02          1.72724443E+02          2.06483815E+01          1.31373672E+01          1.00000000E+30          1.06477773E+01          4.38389289E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.53749699E+02          3.69966398E+02          1.72680094E+02          2.09385688E+01          1.33307258E+01          1.00000000E+30          1.08048893E+01          4.44465331E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.41862486E+02          3.69735916E+02          1.72725173E+02          2.12279580E+01          1.35163908E+01          1.00000000E+30          1.09615283E+01          4.50446171E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.31163451E+02          3.69697036E+02          1.72851622E+02          2.15165715E+01          1.37015493E+01          1.00000000E+30          1.11177066E+01          4.56412139E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.21533222E+02          3.69832701E+02          1.73052268E+02          2.18044308E+01          1.38862155E+01          1.00000000E+30          1.12767490E+01          4.62419402E+00
        537.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.14528762E+02          3.70056650E+02          1.73261867E+02          2.20408456E+01          1.40309037E+01          1.00000000E+30          1.13996496E+01          4.67147492E+00
        538.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.14527084E+02          3.70056719E+02          1.73261924E+02          2.20409074E+01          1.40309432E+01          1.04160168E+12          1.13996820E+01          4.67148750E+00
        540.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.12867361E+02          3.70127784E+02          1.73320728E+02          2.20915565E+01          1.40704030E+01          6.56084362E+07          1.14319962E+01          4.68356066E+00
        550.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.05073624E+02          3.70568730E+02          1.73651291E+02          2.23779686E+01          1.42541246E+01          4.46439007E+06          1.15868178E+01          4.74278720E+00
        560.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.98070872E+02          3.71143454E+02          1.74038851E+02          2.26744856E+01          1.44439308E+01          1.77649081E+06          1.17412245E+01          4.80308640E+00
        570.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91787136E+02          3.71841078E+02          1.74478795E+02          2.29593595E+01          1.46266579E+01          1.00012888E+06          1.18952265E+01          4.86202739E+00
        580.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.86158564E+02          3.72651834E+02          1.74967009E+02          2.32435772E+01          1.48089565E+01          6.57609475E+05          1.20519612E+01          4.92136280E+00
        590.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81128153E+02          3.73566896E+02          1.75499734E+02          2.35375951E+01          1.49971614E+01          4.72429048E+05          1.22051393E+01          4.98121000E+00
        600.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.76645216E+02          3.74578299E+02          1.76073603E+02          2.38203869E+01          1.51785380E+01          3.59522149E+05          1.23579415E+01          5.03975224E+00
        610.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.72664175E+02          3.75678832E+02          1.76685546E+02          2.41025737E+01          1.53595194E+01          2.84921739E+05          1.25103764E+01          5.09817691E+00
        620.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.69144466E+02          3.76861925E+02          1.77332777E+02          2.43942557E+01          1.55462278E+01          2.32702286E+05          1.26654424E+01          5.15810647E+00
        630.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.66049263E+02          3.78121636E+02          1.78012769E+02          2.46751177E+01          1.57263525E+01          1.94559250E+05          1.28171264E+01          5.21627826E+00
        640.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.63345491E+02          3.79452522E+02          1.78723201E+02          2.49653155E+01          1.59121106E+01          1.65728740E+05          1.29714057E+01          5.27592813E+00
        650.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.61003503E+02          3.80849628E+02          1.79461962E+02          2.52449150E+01          1.60914187E+01          1.43335676E+05          1.31223708E+01          5.33385806E+00
        660.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58995930E+02          3.82308413E+02          1.80227119E+02          2.55336895E+01          1.62762657E+01          1.25557390E+05          1.32758967E+01          5.39323954E+00
        670.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57298546E+02          3.83824727E+02          1.81016898E+02          2.58120848E+01          1.64547946E+01          1.11176576E+05          1.34261727E+01          5.45093772E+00
        680.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.55888847E+02          3.85394751E+02          1.81829670E+02          2.60994933E+01          1.66387672E+01          9.93553655E+04          1.35789751E+01          5.51006105E+00
        690.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54746750E+02          3.87014981E+02          1.82663938E+02          2.63767389E+01          1.68165520E+01          8.95076374E+04          1.37285905E+01          5.56753695E+00
        700.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53853576E+02          3.88682181E+02          1.83518318E+02          2.66628354E+01          1.69996847E+01          8.12060868E+04          1.38806967E+01          5.62641152E+00
        710.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53192543E+02          3.90393386E+02          1.84391540E+02          2.69482780E+01          1.71767581E+01          7.41337119E+04          1.40296784E+01          5.68408764E+00
        720.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52748092E+02          3.92145842E+02          1.85282424E+02          2.72238175E+01          1.73590834E+01          6.80545155E+04          1.41811141E+01          5.74230856E+00
        730.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52506109E+02          3.93937012E+02          1.86189888E+02          2.75080228E+01          1.75410062E+01          6.27838732E+04          1.43294874E+01          5.80037560E+00
        740.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52453503E+02          3.95764531E+02          1.87112916E+02          2.77916091E+01          1.77170246E+01          5.81820030E+04          1.44802768E+01          5.85817186E+00
        750.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52578270E+02          3.97626237E+02          1.88050579E+02          2.80655494E+01          1.78981850E+01          5.41376037E+04          1.46307461E+01          5.91605520E+00
        760.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.52869424E+02          3.99520085E+02          1.89002004E+02          2.83479670E+01          1.80789640E+01          5.05608447E+04          1.47782310E+01          5.97379123E+00
        770.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53316733E+02          4.01444211E+02          1.89966385E+02          2.86297979E+01          1.82593682E+01          4.73809013E+04          1.49280893E+01          6.03185335E+00
        780.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53910811E+02          4.03396855E+02          1.90942970E+02          2.89022362E+01          1.84340495E+01          4.45396375E+04          1.50776416E+01          6.08882900E+00
        790.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.54642960E+02          4.05376395E+02          1.91931063E+02          2.91829611E+01          1.86137456E+01          4.19889407E+04          1.52242879E+01          6.14625055E+00
        800.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.55505098E+02          4.07381309E+02          1.92930008E+02          2.94631292E+01          1.87930858E+01          3.96897575E+04          1.53732620E+01          6.20399229E+00
        810.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.56489814E+02          4.09410174E+02          1.93939191E+02          2.97427495E+01          1.89720762E+01          3.76089002E+04          1.55219447E+01          6.26162790E+00
        820.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.57590103E+02          4.11461671E+02          1.94958048E+02          3.00218311E+01          1.91455228E+01          3.57192560E+04          1.56703424E+01          6.31859301E+00
        830.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.58799525E+02          4.13534559E+02          1.95986043E+02          3.02918643E+01          1.93238534E+01          3.39969730E+04          1.58159289E+01          6.37523592E+00
        840.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.60112107E+02          4.15627672E+02          1.97022679E+02          3.05699336E+01          1.95018512E+01          3.24228089E+04          1.59637862E+01          6.43257083E+00
        850.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.61522233E+02          4.17739931E+02          1.98067486E+02          3.08474902E+01          1.96795213E+01          3.09795732E+04          1.61113704E+01          6.48980581E+00
        860.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.63024699E+02          4.19870315E+02          1.99120023E+02          3.11245423E+01          1.98568691E+01          2.96530160E+04          1.62586883E+01          6.54694268E+00
        870.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.64614633E+02          4.22017869E+02          2.00179883E+02          3.14010978E+01          2.00338996E+01          2.84303510E+04          1.64057461E+01          6.60398321E+00
        880.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.66287470E+02          4.24181689E+02          2.01246673E+02          3.16771644E+01          2.02056201E+01          2.73009486E+04          1.65525479E+01          6.66038585E+00
        890.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.68038960E+02          4.26360932E+02          2.02320033E+02          3.19445691E+01          2.03820544E+01          2.62552868E+04          1.66966504E+01          6.71648302E+00
        900.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.69865121E+02          4.28554801E+02          2.03399618E+02          3.22197204E+01          2.05581860E+01          2.52851366E+04          1.68429540E+01          6.77324795E+00
        910.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71762204E+02          4.30762551E+02          2.04485106E+02          3.24944052E+01          2.07340194E+01          2.43832830E+04          1.69890108E+01          6.82992152E+00
        920.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.73726714E+02          4.32983479E+02          2.05576192E+02          3.27686305E+01          2.09095592E+01          2.35433037E+04          1.71348255E+01          6.88650516E+00
        930.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.75755346E+02          4.35216914E+02          2.06672589E+02          3.30424031E+01          2.10848097E+01          2.27596320E+04          1.72804020E+01          6.94300014E+00
        940.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77844994E+02          4.37462233E+02          2.07774029E+02          3.33157298E+01          2.12597752E+01          2.20272682E+04          1.74257432E+01          6.99940761E+00
        950.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.79992781E+02          4.39718838E+02          2.08880253E+02          3.35886169E+01          2.14344598E+01          2.13417404E+04          1.75708520E+01          7.05572865E+00
        960.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82195943E+02          4.41986175E+02          2.09991018E+02          3.38610711E+01          2.16088675E+01          2.06991476E+04          1.77157312E+01          7.11196434E+00
        970.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84451898E+02          4.44263709E+02          2.11106100E+02          3.41330984E+01          2.17830025E+01          2.00959184E+04          1.78603837E+01          7.16811576E+00
        980.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.86758201E+02          4.46550938E+02          2.12225279E+02          3.44047049E+01          2.19568684E+01          1.95288660E+04          1.80048125E+01          7.22418400E+00
        990.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.89112581E+02          4.48847397E+02          2.13348352E+02          3.46758967E+01          2.21304693E+01          1.89951706E+04          1.81490206E+01          7.28017012E+00
       1000.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91512860E+02          4.51152625E+02          2.14475123E+02          3.49466795E+01          2.23038086E+01          1.84922561E+04          1.82930110E+01          7.33607520E+00
       1100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.17638378E+02          4.74603698E+02          2.25910098E+02          3.76405194E+01          2.40235832E+01          1.47364989E+04          1.97215583E+01          7.89121083E+00
       1118.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.22964464E+02          4.79125585E+02          2.28110293E+02          3.81459922E+01          2.43516402E+01          1.42169195E+04          1.99905359E+01          7.99615042E+00
       1119.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.58625326E+12          8.22965029E+02          4.79126062E+02          2.28110525E+02          3.81460469E+01          2.43516751E+01          1.42168673E+04          1.99905647E+01          7.99616165E+00
       1145.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.36924036E+06          8.30695144E+02          4.85580284E+02          2.31248809E+02          3.88682749E+01          2.48094938E+01          1.35550581E+04          2.03734779E+01          8.14465312E+00
       1146.0010          1.00000000E+30          1.00000000E+30          9.84802924E+12          8.36844428E+06          8.30695724E+02          4.85580764E+02          2.31249042E+02          3.88683294E+01          2.48095286E+01          1.35550121E+04          2.03735065E+01          8.14466430E+00
       1200.0000          1.00000000E+30          1.00000000E+30          6.32605346E+06          1.55789440E+06          8.46655573E+02          4.98575322E+02          2.37560869E+02          4.02982540E+01          2.57291950E+01          1.24529085E+04          2.11332837E+01          8.44042610E+00
       1300.0000          1.00000000E+30          1.00000000E+30          1.24891856E+06          4.46154879E+05          8.77609003E+02          5.22863394E+02          2.49113503E+02          4.29307115E+01          2.74140003E+01          1.09758213E+04          2.25299987E+01          8.98337667E+00
       1301.9990          1.00000000E+30          1.00000000E+30          1.22405870E+06          4.38594517E+05          8.78242927E+02          5.23351155E+02          2.49390891E+02          4.29841051E+01          2.74481399E+01          1.09519521E+04          2.25580690E+01          8.99439394E+00
       1302.0010          1.00000000E+30          1.44087519E+13          1.22403526E+06          4.38587294E+05          8.78243561E+02          5.23351643E+02          2.49391168E+02          4.29841585E+01          2.74481741E+01          1.09519284E+04          2.25580971E+01          8.99440496E+00
       1400.0000          1.00000000E+30          3.95754763E+06          5.72886363E+05          2.25259125E+05          9.09893154E+02          5.46743741E+02          2.60950191E+02          4.55404718E+01          2.90841212E+01          9.97904620E+03          2.39131909E+01          9.52142699E+00
       1500.0000          1.00000000E+30          1.32519944E+06          3.43602410E+05          1.41380702E+05          9.43108359E+02          5.71597581E+02          2.72964269E+02          4.81233851E+01          3.07371080E+01          9.28636542E+03          2.52822586E+01          1.00543919E+01
       1600.0000          1.00000000E+30          7.01271096E+05          2.36097138E+05          9.98071924E+04          9.76982027E+02          5.96258414E+02          2.84880802E+02          5.06880018E+01          3.23744872E+01          8.79560134E+03          2.66402894E+01          1.05826283E+01
       1700.0000          1.00000000E+30          4.49168920E+05          1.76259892E+05          7.58864024E+04          1.01132311E+03          6.20742065E+02          2.96708030E+02          5.32298549E+01          3.40011885E+01          8.44421299E+03          2.79844625E+01          1.11060642E+01
       1800.0000          1.00000000E+30          3.20058479E+05          1.39197439E+05          6.07386004E+04          1.04599468E+03          6.45552048E+02          3.08676449E+02          5.57507223E+01          3.56180553E+01          8.19220348E+03          2.93212734E+01          1.16264017E+01
       1900.0000          1.00000000E+30          2.44231956E+05          1.14500865E+05          5.04875836E+04          1.08089678E+03          6.70172056E+02          3.20551640E+02          5.82578629E+01          3.72188682E+01          8.01304535E+03          3.06459728E+01          1.21420762E+01
       2000.0000          1.00000000E+30          1.95524641E+05          9.71554569E+04          4.32055359E+04          1.11553621E+03          6.94616470E+02          3.32340697E+02          6.07410693E+01          3.88115278E+01          7.88857559E+03          3.19628145E+01          1.26541314E+01
       2100.0000          1.00000000E+30          1.62196395E+05          8.44815364E+04          3.78396775E+04          1.15017148E+03          7.18898395E+02          3.44050064E+02          6.32183117E+01          4.03932510E+01          7.80601528E+03          3.32706105E+01          1.31629327E+01
       2200.0000          1.00000000E+30          1.38298697E+05          7.49339604E+04          3.37716749E+04          1.18581933E+03          7.43457210E+02          3.55881058E+02          6.56738864E+01          4.19679878E+01          7.75615423E+03          3.45714823E+01          1.36691530E+01
       2300.0000          1.00000000E+30          1.20540170E+05          6.75660261E+04          3.06172178E+04          1.22126507E+03          7.67849821E+02          3.67440784E+02          6.81196652E+01          4.35297328E+01          7.73221358E+03          3.58627544E+01          1.41713898E+01
       2400.0000          1.00000000E+30          1.06967377E+05          6.17683988E+04          2.81261432E+04          1.25652050E+03          7.91679947E+02          3.79120594E+02          7.05457443E+01          4.50855477E+01          7.72910644E+03          3.71481454E+01          1.46710081E+01
       2500.0000          1.00000000E+30          9.63575142E+04          5.71335274E+04          2.61292076E+04          1.29159687E+03          8.16177208E+02          3.90729590E+02          7.29634679E+01          4.66326538E+01          7.74295185E+03          3.84262439E+01          1.51681433E+01
       2600.0000          1.00000000E+30          8.79101267E+04          5.33789625E+04          2.45083518E+04          1.32650478E+03          8.40130295E+02          4.02448873E+02          7.53682403E+01          4.81714876E+01          7.77074228E+03          3.96975656E+01          1.56626007E+01
       2700.0000          1.00000000E+30          8.10815803E+04          5.03037239E+04          2.31789510E+04          1.36223712E+03          8.63953929E+02          4.13923957E+02          7.77657307E+01          4.97024579E+01          7.81011693E+03          4.09624786E+01          1.61544882E+01
       2800.0000          1.00000000E+30          7.54911158E+04          4.77613077E+04          2.20789819E+04          1.39680585E+03          8.88026118E+02          4.25339902E+02          8.01463942E+01          5.12289753E+01          7.85919844E+03          4.22210029E+01          1.66439051E+01
       2900.0000          1.00000000E+30          7.08646855E+04          4.56427964E+04          2.11621439E+04          1.43216874E+03          9.11602330E+02          4.36865357E+02          8.25158437E+01          5.27452914E+01          7.91647771E+03          4.34754011E+01          1.71311270E+01
       3000.0000          1.00000000E+30          6.70007365E+04          4.38658257E+04          2.03932311E+04          1.46735197E+03          9.35424785E+02          4.48331020E+02          8.48794805E+01          5.42577176E+01          7.98072910E+03          4.47223394E+01          1.76164129E+01
       3100.0000          1.00000000E+30          6.37480391E+04          4.23670732E+04          1.97451427E+04          1.50236416E+03          9.59128690E+02          4.59579242E+02          8.72327228E+01          5.57606358E+01          8.05094814E+03          4.59655006E+01          1.80991834E+01
       3200.0000          1.00000000E+30          6.09912046E+04          4.10973060E+04          1.91967171E+04          1.53633207E+03          9.82719495E+02          4.70936052E+02          8.95760046E+01          5.72601825E+01          8.12630431E+03          4.72036165E+01          1.85802953E+01
       3300.0000          1.00000000E+30          5.86409445E+04          4.00177147E+04          1.87312480E+04          1.57190735E+03          1.00620229E+03          4.82240941E+02          9.19052064E+01          5.87536474E+01          8.20610581E+03          4.84365631E+01          1.90594163E+01
       3400.0000          1.00000000E+30          5.66271878E+04          3.90974087E+04          1.83353897E+04          1.60645311E+03          1.02958181E+03          4.93496179E+02          9.42344548E+01          6.02412677E+01          8.28977210E+03          4.96645735E+01          1.95368420E+01
