#Energy      C-K-shell   N-K-shell   O-K-shell   P-K-shell   P-L1-shell   P-L2-shell   P-L3-shell   Valence  Total
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.83976591E+00          5.83976591E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.88397888E+00          5.88397888E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.92962082E+00          5.92962082E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.97655304E+00          5.97655304E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02465234E+00          6.02465234E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07380900E+00          6.07380900E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.12392504E+00          6.12392504E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.17491277E+00          6.17491277E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.22669356E+00          6.22669356E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27919668E+00          6.27919668E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33235847E+00          6.33235847E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.38612142E+00          6.38612142E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.44043355E+00          6.44043355E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.49524776E+00          6.49524776E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.55052129E+00          6.55052129E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.60621526E+00          6.60621526E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.66229430E+00          6.66229430E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.71872610E+00          6.71872610E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77548116E+00          6.77548116E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.83253252E+00          6.83253252E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.88985545E+00          6.88985545E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.94742728E+00          6.94742728E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.00522719E+00          7.00522719E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06323603E+00          7.06323603E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.12143618E+00          7.12143618E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.17981138E+00          7.17981138E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23834666E+00          7.23834666E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.29702815E+00          7.29702815E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.35584307E+00          7.35584307E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.41477956E+00          7.41477956E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.47382666E+00          7.47382666E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.53297418E+00          7.53297418E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.59221271E+00          7.59221271E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65153348E+00          7.65153348E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.71092834E+00          7.71092834E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.77038972E+00          7.77038972E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.82991058E+00          7.82991058E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88948435E+00          7.88948435E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.94910492E+00          7.94910492E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.00876660E+00          8.00876660E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.06846406E+00          8.06846406E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.12819235E+00          8.12819235E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.18794684E+00          8.18794684E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.24772318E+00          8.24772318E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.30751735E+00          8.30751735E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.36732556E+00          8.36732556E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.42714426E+00          8.42714426E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.48697015E+00          8.48697015E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.54680014E+00          8.54680014E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.60663131E+00          8.60663131E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.66460589E+00          8.66460589E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.72483179E+00          8.72483179E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.78497643E+00          8.78497643E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.84504090E+00          8.84504090E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.90502629E+00          8.90502629E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.96493372E+00          8.96493372E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.02476422E+00          9.02476422E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.61905989E+00          9.61905989E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02116726E+01          1.02116726E+01
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08023409E+01          1.08023409E+01
        133.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10376071E+01          1.10376071E+01
        134.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.14202090E+10          1.10377314E+01          1.10377314E+01
        134.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52546121E+06          1.10951314E+01          1.10951091E+01
        135.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25463311E+11          5.50866441E+06          1.10952555E+01          1.10952332E+01
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00438501E+06          3.71353943E+05          1.13909702E+01          1.13904916E+01
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87257854E+05          8.26950662E+04          1.19732841E+01          1.19707855E+01
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.53518971E+04          3.91996869E+04          1.25498781E+01          1.25440177E+01
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.10444242E+04          2.38600706E+04          1.31251522E+01          1.31145659E+01
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49464776E+04          1.65021507E+04          1.36990998E+01          1.36823780E+01
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.59602584E+04          1.23408234E+04          1.42644053E+01          1.42401211E+01
        190.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52845810E+04          1.20262415E+04          1.43228250E+01          1.42976979E+01
        191.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39042044E+11          2.52832713E+04          1.20256061E+04          1.43229420E+01          1.42978130E+01
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32366376E+06          2.03711677E+04          9.73022853E+03          1.48288879E+01          1.47954038E+01
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.20433602E+05          1.66286406E+04          7.97132581E+03          1.53890816E+01          1.53446954E+01
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18788084E+05          1.39841891E+04          6.72289342E+03          1.59452707E+01          1.58883127E+01
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38514231E+05          1.20385096E+04          5.80108930E+03          1.65009666E+01          1.64297556E+01
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.76081132E+04          1.05609483E+04          5.09917415E+03          1.70529733E+01          1.69658758E+01
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.36130662E+04          9.41031795E+03          4.55138540E+03          1.76014988E+01          1.74969226E+01
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81937942E+04          8.49586843E+03          4.11529596E+03          1.81467326E+01          1.80231414E+01
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.76252065E+04          7.75688100E+03          3.76239717E+03          1.86888478E+01          1.85447732E+01
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00261284E+04          7.15133154E+03          3.47290052E+03          1.92280031E+01          1.90620545E+01
        287.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53699521E+04          6.74261097E+03          3.27735224E+03          1.96578174E+01          1.94734174E+01
        288.0010          1.11799010E+12          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.53689173E+04          6.74251580E+03          3.27730685E+03          1.96579268E+01          1.94735221E+01
        290.0000          5.18513433E+07          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.43559663E+04          6.64929610E+03          3.23269119E+03          1.97672317E+01          1.95780419E+01
        300.0000          3.47727115E+06          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99991047E+04          6.22894448E+03          3.03142756E+03          2.03008246E+01          2.00871286E+01
        310.0000          1.37243397E+06          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.65697738E+04          5.87398579E+03          2.86138517E+03          2.08346446E+01          2.05951726E+01
        320.0000          7.68994935E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.38171522E+04          5.57205099E+03          2.71668823E+03          2.13659178E+01          2.10995562E+01
        330.0000          5.04450520E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15707196E+04          5.31358321E+03          2.59278649E+03          2.18947502E+01          2.16004775E+01
        340.0000          3.62262470E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.97115313E+04          5.09110192E+03          2.48611634E+03          2.24212406E+01          2.20981231E+01
        350.0000          2.76001844E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81542203E+04          4.89866740E+03          2.39384552E+03          2.29454812E+01          2.25926679E+01
        360.0000          2.19258953E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.68362815E+04          4.73152326E+03          2.31370041E+03          2.34675583E+01          2.30842762E+01
        370.0000          1.79699358E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.57108360E+04          4.58581403E+03          2.24383899E+03          2.39875528E+01          2.35731016E+01
        380.0000          1.50887206E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47422039E+04          4.45839097E+03          2.18275602E+03          2.45055405E+01          2.40592874E+01
        390.0000          1.29168220E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39027828E+04          4.34666146E+03          2.12920991E+03          2.50240882E+01          2.45453675E+01
        400.0000          1.12341879E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31708317E+04          4.24847716E+03          2.08217145E+03          2.55382305E+01          2.50266196E+01
        402.9990          1.08024691E+05          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29696058E+04          4.22139515E+03          2.06920079E+03          2.56942899E+01          2.51726337E+01
        403.0010          1.08021934E+05          2.99619724E+12          1.00000000E+30          1.00000000E+30          1.29694743E+04          4.22137744E+03          2.06919229E+03          2.56943939E+01          2.51727310E+01
        410.0000          9.90066430E+04          2.50448976E+07          1.00000000E+30          1.00000000E+30          1.25291598E+04          4.16204099E+03          2.04078044E+03          2.60530092E+01          2.55079191E+01
        420.0000          8.82357393E+04          6.51722439E+06          1.00000000E+30          1.00000000E+30          1.19638950E+04          4.08584584E+03          2.00431374E+03          2.65635581E+01          2.59846210E+01
        430.0000          7.93969581E+04          3.20509604E+06          1.00000000E+30          1.00000000E+30          1.14637617E+04          4.01861921E+03          1.97216116E+03          2.70748034E+01          2.64615036E+01
        440.0000          7.20422411E+04          1.97022574E+06          1.00000000E+30          1.00000000E+30          1.10195279E+04          3.95927834E+03          1.94380363E+03          2.75843573E+01          2.69363219E+01
        450.0000          6.58495717E+04          1.35960624E+06          1.00000000E+30          1.00000000E+30          1.06235468E+04          3.90690079E+03          1.91879807E+03          2.80899098E+01          2.74069157E+01
        460.0000          6.05801425E+04          1.00750207E+06          1.00000000E+30          1.00000000E+30          1.02694450E+04          3.86069430E+03          1.89676449E+03          2.85962387E+01          2.78778716E+01
        470.0000          5.60555378E+04          7.83706117E+05          1.00000000E+30          1.00000000E+30          9.95187760E+03          3.81997916E+03          1.87737592E+03          2.91010183E+01          2.83470033E+01
        480.0000          5.21385213E+04          6.31475600E+05          1.00000000E+30          1.00000000E+30          9.66632442E+03          3.78416406E+03          1.86034862E+03          2.96042901E+01          2.88143782E+01
        490.0000          4.87230015E+04          5.22671350E+05          1.00000000E+30          1.00000000E+30          9.40894671E+03          3.75273738E+03          1.84543661E+03          3.01060942E+01          2.92800605E+01
        500.0000          4.57253350E+04          4.41867138E+05          1.00000000E+30          1.00000000E+30          9.17645889E+03          3.72525383E+03          1.83242535E+03          3.06064699E+01          2.97441109E+01
