#Energy      C-K-shell   O-K-shell   Valence  Total
          0.1000          1.00000000E+30          1.00000000E+30          7.16515306E+02          7.16515306E+02
          0.2000          1.00000000E+30          1.00000000E+30          4.51452302E+02          4.51452302E+02
          0.3000          1.00000000E+30          1.00000000E+30          3.28281689E+02          3.28281689E+02
          0.4000          1.00000000E+30          1.00000000E+30          2.59787504E+02          2.59787504E+02
          0.5000          1.00000000E+30          1.00000000E+30          2.15308143E+02          2.15308143E+02
          0.6000          1.00000000E+30          1.00000000E+30          1.84232036E+02          1.84232036E+02
          0.7000          1.00000000E+30          1.00000000E+30          1.61336088E+02          1.61336088E+02
          0.8000          1.00000000E+30          1.00000000E+30          1.43780250E+02          1.43780250E+02
          0.9000          1.00000000E+30          1.00000000E+30          1.29928892E+02          1.29928892E+02
          1.0000          1.00000000E+30          1.00000000E+30          1.18689349E+02          1.18689349E+02
          2.0000          1.00000000E+30          1.00000000E+30          6.64459737E+01          6.64459737E+01
          3.0000          1.00000000E+30          1.00000000E+30          4.81753224E+01          4.81753224E+01
          4.0000          1.00000000E+30          1.00000000E+30          3.87170757E+01          3.87170757E+01
          5.0000          1.00000000E+30          1.00000000E+30          3.28569532E+01          3.28569532E+01
          6.0000          1.00000000E+30          1.00000000E+30          2.88272470E+01          2.88272470E+01
          7.0000          1.00000000E+30          1.00000000E+30          2.58623972E+01          2.58623972E+01
          8.0000          1.00000000E+30          1.00000000E+30          2.35741260E+01          2.35741260E+01
          9.0000          1.00000000E+30          1.00000000E+30          2.17441246E+01          2.17441246E+01
         10.0000          1.00000000E+30          1.00000000E+30          2.02396171E+01          2.02396171E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.89753043E+01          1.89753043E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.78936531E+01          1.78936531E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.69544807E+01          1.69544807E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.61286290E+01          1.61286290E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.53945478E+01          1.53945478E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.47359727E+01          1.47359727E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.41402976E+01          1.41402976E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.35976779E+01          1.35976779E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.31002787E+01          1.31002787E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.26417880E+01          1.26417880E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.22170685E+01          1.22170685E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.18219172E+01          1.18219172E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.14528499E+01          1.14528499E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.11069551E+01          1.11069551E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.07817954E+01          1.07817954E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.04753151E+01          1.04753151E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.01857734E+01          1.01857734E+01
         28.0000          1.00000000E+30          1.00000000E+30          9.91169182E+00          9.91169182E+00
         29.0000          1.00000000E+30          1.00000000E+30          9.65180821E+00          9.65180821E+00
         30.0000          1.00000000E+30          1.00000000E+30          9.40504505E+00          9.40504505E+00
         31.0000          1.00000000E+30          1.00000000E+30          9.17047805E+00          9.17047805E+00
         32.0000          1.00000000E+30          1.00000000E+30          8.94731585E+00          8.94731585E+00
         33.0000          1.00000000E+30          1.00000000E+30          8.73487609E+00          8.73487609E+00
         34.0000          1.00000000E+30          1.00000000E+30          8.53257104E+00          8.53257104E+00
         35.0000          1.00000000E+30          1.00000000E+30          8.33989207E+00          8.33989207E+00
         36.0000          1.00000000E+30          1.00000000E+30          8.15639706E+00          8.15639706E+00
         37.0000          1.00000000E+30          1.00000000E+30          7.98169913E+00          7.98169913E+00
         38.0000          1.00000000E+30          1.00000000E+30          7.81545671E+00          7.81545671E+00
         39.0000          1.00000000E+30          1.00000000E+30          7.65736470E+00          7.65736470E+00
         40.0000          1.00000000E+30          1.00000000E+30          7.50714693E+00          7.50714693E+00
         41.0000          1.00000000E+30          1.00000000E+30          7.36454896E+00          7.36454896E+00
         42.0000          1.00000000E+30          1.00000000E+30          7.22933241E+00          7.22933241E+00
         43.0000          1.00000000E+30          1.00000000E+30          7.10126989E+00          7.10126989E+00
         44.0000          1.00000000E+30          1.00000000E+30          6.98014101E+00          6.98014101E+00
         45.0000          1.00000000E+30          1.00000000E+30          6.86572874E+00          6.86572874E+00
         46.0000          1.00000000E+30          1.00000000E+30          6.75781723E+00          6.75781723E+00
         47.0000          1.00000000E+30          1.00000000E+30          6.65618999E+00          6.65618999E+00
         48.0000          1.00000000E+30          1.00000000E+30          6.56062893E+00          6.56062893E+00
         49.0000          1.00000000E+30          1.00000000E+30          6.47091390E+00          6.47091390E+00
         50.0000          1.00000000E+30          1.00000000E+30          6.38682282E+00          6.38682282E+00
         51.0000          1.00000000E+30          1.00000000E+30          6.30813211E+00          6.30813211E+00
         52.0000          1.00000000E+30          1.00000000E+30          6.23461751E+00          6.23461751E+00
         53.0000          1.00000000E+30          1.00000000E+30          6.16605509E+00          6.16605509E+00
         54.0000          1.00000000E+30          1.00000000E+30          6.10222224E+00          6.10222224E+00
         55.0000          1.00000000E+30          1.00000000E+30          6.04289886E+00          6.04289886E+00
         56.0000          1.00000000E+30          1.00000000E+30          5.98786835E+00          5.98786835E+00
         57.0000          1.00000000E+30          1.00000000E+30          5.93691892E+00          5.93691892E+00
         58.0000          1.00000000E+30          1.00000000E+30          5.88984392E+00          5.88984392E+00
         59.0000          1.00000000E+30          1.00000000E+30          5.84644289E+00          5.84644289E+00
         60.0000          1.00000000E+30          1.00000000E+30          5.80652253E+00          5.80652253E+00
         61.0000          1.00000000E+30          1.00000000E+30          5.76989648E+00          5.76989648E+00
         62.0000          1.00000000E+30          1.00000000E+30          5.73638614E+00          5.73638614E+00
         63.0000          1.00000000E+30          1.00000000E+30          5.70582077E+00          5.70582077E+00
         64.0000          1.00000000E+30          1.00000000E+30          5.67803757E+00          5.67803757E+00
         65.0000          1.00000000E+30          1.00000000E+30          5.65288172E+00          5.65288172E+00
         66.0000          1.00000000E+30          1.00000000E+30          5.63020633E+00          5.63020633E+00
         67.0000          1.00000000E+30          1.00000000E+30          5.60987223E+00          5.60987223E+00
         68.0000          1.00000000E+30          1.00000000E+30          5.59174786E+00          5.59174786E+00
         69.0000          1.00000000E+30          1.00000000E+30          5.57570897E+00          5.57570897E+00
         70.0000          1.00000000E+30          1.00000000E+30          5.56163840E+00          5.56163840E+00
         71.0000          1.00000000E+30          1.00000000E+30          5.54942575E+00          5.54942575E+00
         72.0000          1.00000000E+30          1.00000000E+30          5.53896711E+00          5.53896711E+00
         73.0000          1.00000000E+30          1.00000000E+30          5.53016471E+00          5.53016471E+00
         74.0000          1.00000000E+30          1.00000000E+30          5.52292663E+00          5.52292663E+00
         75.0000          1.00000000E+30          1.00000000E+30          5.51716649E+00          5.51716649E+00
         76.0000          1.00000000E+30          1.00000000E+30          5.51280315E+00          5.51280315E+00
         77.0000          1.00000000E+30          1.00000000E+30          5.50976037E+00          5.50976037E+00
         78.0000          1.00000000E+30          1.00000000E+30          5.50796653E+00          5.50796653E+00
         79.0000          1.00000000E+30          1.00000000E+30          5.50735437E+00          5.50735437E+00
         80.0000          1.00000000E+30          1.00000000E+30          5.50786073E+00          5.50786073E+00
         81.0000          1.00000000E+30          1.00000000E+30          5.50942626E+00          5.50942626E+00
         82.0000          1.00000000E+30          1.00000000E+30          5.51199521E+00          5.51199521E+00
         83.0000          1.00000000E+30          1.00000000E+30          5.51551518E+00          5.51551518E+00
         84.0000          1.00000000E+30          1.00000000E+30          5.51993693E+00          5.51993693E+00
         85.0000          1.00000000E+30          1.00000000E+30          5.52521415E+00          5.52521415E+00
         86.0000          1.00000000E+30          1.00000000E+30          5.53130328E+00          5.53130328E+00
         87.0000          1.00000000E+30          1.00000000E+30          5.53816333E+00          5.53816333E+00
         88.0000          1.00000000E+30          1.00000000E+30          5.54575576E+00          5.54575576E+00
         89.0000          1.00000000E+30          1.00000000E+30          5.55404422E+00          5.55404422E+00
         90.0000          1.00000000E+30          1.00000000E+30          5.56299451E+00          5.56299451E+00
         91.0000          1.00000000E+30          1.00000000E+30          5.57257438E+00          5.57257438E+00
         92.0000          1.00000000E+30          1.00000000E+30          5.58275343E+00          5.58275343E+00
         93.0000          1.00000000E+30          1.00000000E+30          5.59350297E+00          5.59350297E+00
         94.0000          1.00000000E+30          1.00000000E+30          5.60479594E+00          5.60479594E+00
         95.0000          1.00000000E+30          1.00000000E+30          5.61660679E+00          5.61660679E+00
         96.0000          1.00000000E+30          1.00000000E+30          5.62891138E+00          5.62891138E+00
         97.0000          1.00000000E+30          1.00000000E+30          5.64168690E+00          5.64168690E+00
         98.0000          1.00000000E+30          1.00000000E+30          5.65491177E+00          5.65491177E+00
         99.0000          1.00000000E+30          1.00000000E+30          5.66856559E+00          5.66856559E+00
        100.0000          1.00000000E+30          1.00000000E+30          5.68262905E+00          5.68262905E+00
        110.0000          1.00000000E+30          1.00000000E+30          5.84220388E+00          5.84220388E+00
        120.0000          1.00000000E+30          1.00000000E+30          6.02751010E+00          6.02751010E+00
        130.0000          1.00000000E+30          1.00000000E+30          6.22993465E+00          6.22993465E+00
        140.0000          1.00000000E+30          1.00000000E+30          6.44403151E+00          6.44403151E+00
        150.0000          1.00000000E+30          1.00000000E+30          6.66622930E+00          6.66622930E+00
        160.0000          1.00000000E+30          1.00000000E+30          6.89411221E+00          6.89411221E+00
        170.0000          1.00000000E+30          1.00000000E+30          7.12600262E+00          7.12600262E+00
        180.0000          1.00000000E+30          1.00000000E+30          7.36070942E+00          7.36070942E+00
        190.0000          1.00000000E+30          1.00000000E+30          7.59737093E+00          7.59737093E+00
        200.0000          1.00000000E+30          1.00000000E+30          7.83535391E+00          7.83535391E+00
        210.0000          1.00000000E+30          1.00000000E+30          8.07418678E+00          8.07418678E+00
        220.0000          1.00000000E+30          1.00000000E+30          8.31351450E+00          8.31351450E+00
        230.0000          1.00000000E+30          1.00000000E+30          8.55306741E+00          8.55306741E+00
        240.0000          1.00000000E+30          1.00000000E+30          8.79215585E+00          8.79215585E+00
        250.0000          1.00000000E+30          1.00000000E+30          9.02636170E+00          9.02636170E+00
        260.0000          1.00000000E+30          1.00000000E+30          9.27099463E+00          9.27099463E+00
        270.0000          1.00000000E+30          1.00000000E+30          9.50865380E+00          9.50865380E+00
        280.0000          1.00000000E+30          1.00000000E+30          9.74522078E+00          9.74522078E+00
        287.9990          1.00000000E+30          1.00000000E+30          9.93473056E+00          9.93473056E+00
        288.0010          1.66418687E+11          1.00000000E+30          9.93478173E+00          9.93478173E+00
        290.0000          7.71834422E+06          1.00000000E+30          9.98589737E+00          9.98588445E+00
        300.0000          5.17610037E+05          1.00000000E+30          1.02202676E+01          1.02200658E+01
        310.0000          2.04293990E+05          1.00000000E+30          1.04585738E+01          1.04580384E+01
        320.0000          1.14468927E+05          1.00000000E+30          1.06957233E+01          1.06947240E+01
        330.0000          7.50901039E+04          1.00000000E+30          1.09317663E+01          1.09301750E+01
        340.0000          5.39246674E+04          1.00000000E+30          1.11667501E+01          1.11644381E+01
        350.0000          4.10843210E+04          1.00000000E+30          1.14007190E+01          1.13975563E+01
        360.0000          3.26378443E+04          1.00000000E+30          1.16337148E+01          1.16295695E+01
        370.0000          2.67491913E+04          1.00000000E+30          1.18657766E+01          1.18605153E+01
        380.0000          2.24603514E+04          1.00000000E+30          1.20969410E+01          1.20904292E+01
        390.0000          1.92273665E+04          1.00000000E+30          1.23313777E+01          1.23234741E+01
        400.0000          1.67226775E+04          1.00000000E+30          1.25607559E+01          1.25513284E+01
        410.0000          1.47376577E+04          1.00000000E+30          1.27933374E+01          1.27822415E+01
        420.0000          1.31343523E+04          1.00000000E+30          1.30210572E+01          1.30081612E+01
        430.0000          1.18186534E+04          1.00000000E+30          1.32519056E+01          1.32370633E+01
        440.0000          1.07238652E+04          1.00000000E+30          1.34819087E+01          1.34649807E+01
        450.0000          9.80205388E+03          1.00000000E+30          1.37073066E+01          1.36881649E+01
        460.0000          9.01767173E+03          1.00000000E+30          1.39357379E+01          1.39142351E+01
        470.0000          8.34416060E+03          1.00000000E+30          1.41633985E+01          1.41393982E+01
        480.0000          7.76109217E+03          1.00000000E+30          1.43903109E+01          1.43636783E+01
        490.0000          7.25267414E+03          1.00000000E+30          1.46164967E+01          1.45870989E+01
        500.0000          6.80645577E+03          1.00000000E+30          1.48419763E+01          1.48096827E+01
        510.0000          6.41254726E+03          1.00000000E+30          1.50667695E+01          1.50314520E+01
        520.0000          6.06297278E+03          1.00000000E+30          1.52908950E+01          1.52524282E+01
        530.0000          5.75127162E+03          1.00000000E+30          1.55143708E+01          1.54726325E+01
        537.9990          5.52560968E+03          1.00000000E+30          1.56913181E+01          1.56468849E+01
        538.0010          5.52555575E+03          1.04642393E+12          1.56913640E+01          1.56469301E+01
        540.0000          5.47213379E+03          6.59121799E+07          1.57372140E+01          1.56920817E+01
        550.0000          5.22116550E+03          4.48505861E+06          1.59594412E+01          1.59107505E+01
        560.0000          4.99470719E+03          1.78471534E+06          1.61810681E+01          1.61286707E+01
        570.0000          4.78969506E+03          1.00475913E+06          1.64053898E+01          1.63491247E+01
        580.0000          4.60352862E+03          6.60653974E+05          1.66258195E+01          1.65655754E+01
        590.0000          4.43399453E+03          4.74616227E+05          1.68456927E+01          1.67813412E+01
        600.0000          4.27921621E+03          3.61186609E+05          1.70650230E+01          1.69964401E+01
        610.0000          4.13756543E+03          2.86240826E+05          1.72869750E+01          1.72140143E+01
        620.0000          4.00764024E+03          2.33779615E+05          1.75052162E+01          1.74277873E+01
        630.0000          3.88822411E+03          1.95459990E+05          1.77260578E+01          1.76440202E+01
        640.0000          3.77825624E+03          1.66496005E+05          1.79432582E+01          1.78565316E+01
        650.0000          3.67680457E+03          1.43999270E+05          1.81599759E+01          1.80684560E+01
        660.0000          3.58305477E+03          1.26138676E+05          1.83792397E+01          1.82827944E+01
        670.0000          3.49628563E+03          1.11691284E+05          1.85949827E+01          1.84935459E+01
        680.0000          3.41585985E+03          9.98153455E+04          1.88132454E+01          1.87066902E+01
        690.0000          3.34120895E+03          8.99220260E+04          1.90280540E+01          1.89163235E+01
        700.0000          3.27183246E+03          8.15820421E+04          1.92453542E+01          1.91283264E+01
        710.0000          3.20727689E+03          7.44769246E+04          1.94621834E+01          1.93397733E+01
        720.0000          3.14714192E+03          6.83695837E+04          1.96756401E+01          1.95478035E+01
        730.0000          3.09106501E+03          6.30745402E+04          1.98915601E+01          1.97581816E+01
        740.0000          3.03871902E+03          5.84513650E+04          2.01041723E+01          1.99652154E+01
        750.0000          2.98981375E+03          5.43882416E+04          2.03192160E+01          2.01745695E+01
        760.0000          2.94408126E+03          5.07949235E+04          2.05338293E+01          2.03834228E+01
        770.0000          2.90128271E+03          4.76002581E+04          2.07452143E+01          2.05890223E+01
        780.0000          2.86120021E+03          4.47458402E+04          2.09589970E+01          2.07969132E+01
        790.0000          2.82363543E+03          4.21833346E+04          2.11723708E+01          2.10043324E+01
        800.0000          2.78840831E+03          3.98735070E+04          2.13853422E+01          2.12112887E+01
        810.0000          2.75535400E+03          3.77830160E+04          2.15951797E+01          2.14150982E+01
        820.0000          2.72432282E+03          3.58846234E+04          2.18073757E+01          2.16211655E+01
        830.0000          2.69517790E+03          3.41543669E+04          2.20191886E+01          2.18267953E+01
        840.0000          2.66779159E+03          3.25729150E+04          2.22306244E+01          2.20319959E+01
        850.0000          2.64204952E+03          3.11229976E+04          2.24390190E+01          2.22341532E+01
        860.0000          2.61784526E+03          2.97902989E+04          2.26497287E+01          2.24385292E+01
        870.0000          2.59508144E+03          2.85619734E+04          2.28600785E+01          2.26424984E+01
