#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   C-K-shell   Valence  Total
        970.0000          1.00000000E+30          6.40317410E+04          1.45673486E+05          7.42081334E+04          4.60892292E+04          3.66415838E+05          1.65607561E+04
        980.0000          1.00000000E+30          6.54965811E+04          1.50263588E+05          7.63530755E+04          4.72619945E+04          3.75495823E+05          1.69947245E+04
        990.0000          1.00000000E+30          6.68069079E+04          1.55294743E+05          7.89396869E+04          4.87381666E+04          3.85573151E+05          1.74864545E+04
       1000.0000          1.00000000E+30          6.82930889E+04          1.60073642E+05          8.13232882E+04          4.99902207E+04          3.95489072E+05          1.79472242E+04
       1100.0000          1.00000000E+30          8.36258778E+04          2.15315982E+05          1.09425403E+05          6.55001998E+04          5.00353097E+05          2.32521794E+04
       1200.0000          1.00000000E+30          1.00502257E+05          2.81973687E+05          1.43749236E+05          8.35186157E+04          6.22950204E+05          2.93844048E+04
       1300.0000          1.00000000E+30          1.19873515E+05          3.63694791E+05          1.85614810E+05          1.05303303E+05          7.60189848E+05          3.66420831E+04
       1400.0000          1.00000000E+30          1.41344257E+05          4.60315207E+05          2.34855303E+05          1.30254252E+05          9.17002659E+05          4.48972237E+04
       1500.0000          1.00000000E+30          1.64974846E+05          5.74904968E+05          2.93296946E+05          1.58384516E+05          1.09566264E+06          5.42390530E+04
       1600.0000          1.00000000E+30          1.90907889E+05          7.08676980E+05          3.61779519E+05          1.91110237E+05          1.29424821E+06          6.48569242E+04
       1700.0000          1.00000000E+30          2.19148641E+05          8.64960715E+05          4.41012887E+05          2.27613482E+05          1.51385598E+06          7.66828830E+04
       1800.0000          1.00000000E+30          2.50248279E+05          1.04319258E+06          5.32885849E+05          2.69197024E+05          1.75101811E+06          8.99519255E+04
       1843.9990          1.00000000E+30          2.65346569E+05          1.13258427E+06          5.77003063E+05          2.89152453E+05          1.86484734E+06          9.63455556E+04
       1844.0010          1.51585821E+04          2.65347314E+05          1.13258871E+06          5.77005229E+05          2.89153458E+05          1.86485298E+06          1.30978338E+04
       1900.0000          1.57918077E+04          2.84991313E+05          1.24857587E+06          6.38690494E+05          3.15205445E+05          2.01786468E+06          1.37235252E+04
       2000.0000          1.78132253E+04          3.20522094E+05          1.48499105E+06          7.57783583E+05          3.66983198E+05          2.30430471E+06          1.55255616E+04
       2100.0000          2.01959977E+04          3.60342779E+05          1.74595061E+06          8.92229713E+05          4.24628262E+05          2.62391475E+06          1.76306057E+04
       2200.0000          2.27129080E+04          4.02754705E+05          2.04667366E+06          1.04283146E+06          4.86531083E+05          2.96780190E+06          1.98607480E+04
       2300.0000          2.54489819E+04          4.48436037E+05          2.37660283E+06          1.21545190E+06          5.55748096E+05          3.33675800E+06          2.22881697E+04
       2400.0000          2.83388737E+04          4.97334507E+05          2.74088145E+06          1.40829370E+06          6.32094837E+05          3.73358513E+06          2.48615571E+04
       2500.0000          3.14624178E+04          5.51510518E+05          3.15774602E+06          1.61714415E+06          7.15009896E+05          4.16375964E+06          2.76464877E+04
       2600.0000          3.48799032E+04          6.06685561E+05          3.61745826E+06          1.84500755E+06          8.04811713E+05          4.62305976E+06          3.06791956E+04
       2700.0000          3.83491586E+04          6.64351009E+05          4.10950580E+06          2.10046713E+06          8.97965133E+05          5.10614562E+06          3.37720160E+04
       2800.0000          4.19780619E+04          7.28192587E+05          4.65733062E+06          2.38461804E+06          1.00578869E+06          5.64258416E+06          3.70359836E+04
       2900.0000          4.61174447E+04          7.97142675E+05          5.26428344E+06          2.69928988E+06          1.11653436E+06          6.20834658E+06          4.07242757E+04
       3000.0000          5.02540509E+04          8.65249336E+05          5.91842236E+06          3.03420103E+06          1.23791837E+06          6.80022255E+06          4.44285858E+04
       3100.0000          5.48105397E+04          9.39898608E+05          6.63854206E+06          3.40333808E+06          1.36454902E+06          7.43627469E+06          4.84956782E+04
       3200.0000          5.95217160E+04          1.02187978E+06          7.41560298E+06          3.79920680E+06          1.50828579E+06          8.09446831E+06          5.27320788E+04
       3300.0000          6.47227037E+04          1.10290271E+06          8.25574312E+06          4.23375077E+06          1.65114165E+06          8.82774766E+06          5.73609176E+04
       3400.0000          7.00372193E+04          1.19197119E+06          9.15060821E+06          4.70009847E+06          1.80725726E+06          9.58113893E+06          6.21241132E+04
       3500.0000          7.57804992E+04          1.28743115E+06          1.01692930E+07          5.20573205E+06          1.97808967E+06          1.03578001E+07          6.72709271E+04
       3600.0000          8.18748833E+04          1.37806957E+06          1.12133469E+07          5.76271656E+06          2.15328847E+06          1.11940622E+07          7.26962995E+04
       3700.0000          8.81462544E+04          1.48233276E+06          1.23588336E+07          6.37048234E+06          2.34804941E+06          1.20517364E+07          7.83321967E+04
       3800.0000          9.41592817E+04          1.59300330E+06          1.36250123E+07          6.98284819E+06          2.55246763E+06          1.29797201E+07          8.37979196E+04
       3900.0000          1.01198755E+05          1.70537841E+06          1.49122730E+07          7.65465604E+06          2.75534487E+06          1.39502068E+07          9.00881633E+04
       4000.0000          1.08686486E+05          1.81465210E+06          1.62733699E+07          8.41364411E+06          2.98284646E+06          1.49590664E+07          9.67656125E+04
       4100.0000          1.16308268E+05          1.93604640E+06          1.78112462E+07          9.15720854E+06          3.21018715E+06          1.60394985E+07          1.03588729E+05
       4200.0000          1.23740317E+05          2.06153760E+06          1.93741905E+07          9.97055292E+06          3.46758661E+06          1.71597623E+07          1.10313343E+05
       4300.0000          1.31990452E+05          2.19639278E+06          2.11246610E+07          1.08604881E+07          3.73374468E+06          1.83147132E+07          1.17737911E+05
       4400.0000          1.40527868E+05          2.33075940E+06          2.28953685E+07          1.18213395E+07          4.01107004E+06          1.94856486E+07          1.25408038E+05
       4500.0000          1.49724602E+05          2.48545661E+06          2.48526352E+07          1.27850150E+07          4.28443761E+06          2.07668897E+07          1.33666969E+05
       4600.0000          1.59382370E+05          2.63377245E+06          2.68522375E+07          1.38661949E+07          4.59387261E+06          2.20761058E+07          1.42323612E+05
       4700.0000          1.69080426E+05          2.77771659E+06          2.90290750E+07          1.50377015E+07          4.91009952E+06          2.34536659E+07          1.51020902E+05
       4800.0000          1.78619533E+05          2.93710259E+06          3.13454708E+07          1.61558062E+07          5.24264831E+06          2.48954304E+07          1.59650696E+05
       4900.0000          1.89939328E+05          3.10147112E+06          3.37955141E+07          1.74429075E+07          5.59813689E+06          2.63695711E+07          1.69757967E+05
       5000.0000          2.00891359E+05          3.27553929E+06          3.64034225E+07          1.87992576E+07          5.96394752E+06          2.78827440E+07          1.79619949E+05
       5100.0000          2.12020272E+05          3.45634022E+06          3.90431034E+07          2.02176942E+07          6.31679835E+06          2.94977151E+07          1.89640443E+05
       5200.0000          2.23890881E+05          3.64426735E+06          4.19706315E+07          2.17315822E+07          6.72112397E+06          3.11717955E+07          2.00337683E+05
       5300.0000          2.36088335E+05          3.85573179E+06          4.50095889E+07          2.31808339E+07          7.13063791E+06          3.29180619E+07          2.11370383E+05
       5400.0000          2.48854022E+05          4.04913517E+06          4.82224030E+07          2.48513192E+07          7.55646436E+06          3.46807959E+07          2.22839518E+05
       5500.0000          2.62192432E+05          4.23745322E+06          5.15201252E+07          2.66314396E+07          8.00324455E+06          3.65220012E+07          2.34781852E+05
       5600.0000          2.75400904E+05          4.46325302E+06          5.49296299E+07          2.84510481E+07          8.47042340E+06          3.84332848E+07          2.46758084E+05
       5700.0000          2.89233589E+05          4.67844382E+06          5.85985549E+07          3.02611182E+07          8.95900252E+06          4.03897241E+07          2.59225263E+05
       5800.0000          3.03793480E+05          4.89732562E+06          6.24596921E+07          3.22565882E+07          9.45068254E+06          4.25596765E+07          2.72314573E+05
       5900.0000          3.18536501E+05          5.13142585E+06          6.65341966E+07          3.43400129E+07          1.00238704E+07          4.46091364E+07          2.85668214E+05
       6000.0000          3.35349518E+05          5.37290564E+06          7.08331520E+07          3.67402047E+07          1.05110512E+07          4.67902516E+07          3.00667943E+05
       6100.0000          3.50621919E+05          5.62302861E+06          7.53809613E+07          3.90464034E+07          1.11157548E+07          4.90543076E+07          3.14550521E+05
       6200.0000          3.66966804E+05          5.90207642E+06          7.99761315E+07          4.14330058E+07          1.16874485E+07          5.14042424E+07          3.29366811E+05
       6300.0000          3.83869349E+05          6.15361181E+06          8.47980932E+07          4.37942137E+07          1.22695991E+07          5.40589021E+07          3.44567785E+05
       6400.0000          4.02997768E+05          6.41739433E+06          8.99484443E+07          4.64569757E+07          1.29005375E+07          5.64275382E+07          3.61649191E+05
       6500.0000          4.20893974E+05          6.69583200E+06          9.52276974E+07          4.94751841E+07          1.35234356E+07          5.88913785E+07          3.77803112E+05
       6600.0000          4.38479068E+05          7.00795034E+06          1.00646747E+08          5.22969900E+07          1.42380472E+07          6.15000334E+07          3.93877962E+05
       6700.0000          4.59005309E+05          7.29185380E+06          1.06583228E+08          5.50422025E+07          1.49084151E+07          6.41535021E+07          4.12204991E+05
       6800.0000          4.78163470E+05          7.58069482E+06          1.12521798E+08          5.81323445E+07          1.56034376E+07          6.71076955E+07          4.29492718E+05
       6900.0000          4.98154663E+05          7.92233536E+06          1.18666133E+08          6.16395616E+07          1.64063284E+07          6.99228216E+07          4.47720160E+05
       7000.0000          5.20901153E+05          8.23646845E+06          1.25147272E+08          6.47709543E+07          1.71446586E+07          7.28099088E+07          4.68021827E+05
       7100.0000          5.40940797E+05          8.55885174E+06          1.31941720E+08          6.85622103E+07          1.79206566E+07          7.60225210E+07          4.86241987E+05
       7200.0000          5.65564437E+05          8.89506281E+06          1.39052366E+08          7.21669374E+07          1.87300597E+07          7.90736952E+07          5.08219982E+05
       7300.0000          5.85846420E+05          9.24304465E+06          1.46199621E+08          7.58975364E+07          1.95317828E+07          8.22323844E+07          5.26732646E+05
       7400.0000          6.11885389E+05          9.63200050E+06          1.54514379E+08          7.98345038E+07          2.04664459E+07          8.55814352E+07          5.50158918E+05
       7500.0000          6.34452089E+05          9.97715010E+06          1.61664675E+08          8.39549857E+07          2.13126953E+07          8.91501913E+07          5.70572265E+05
       7600.0000          6.58190217E+05          1.03398041E+07          1.70388481E+08          8.82537932E+07          2.22174617E+07          9.24665959E+07          5.92046851E+05
       7700.0000          6.83190356E+05          1.07219321E+07          1.78718502E+08          9.30865056E+07          2.31305135E+07          9.59505742E+07          6.14635432E+05
       7800.0000          7.10960695E+05          1.11421890E+07          1.87258285E+08          9.74997882E+07          2.41727505E+07          9.95927324E+07          6.39671290E+05
       7900.0000          7.37151128E+05          1.15291257E+07          1.96537349E+08          1.02139914E+08          2.51120564E+07          1.03587711E+08          6.63277530E+05
       8000.0000          7.64336525E+05          1.19254264E+07          2.07017871E+08          1.07077165E+08          2.61321412E+07          1.07260916E+08          6.87787071E+05
       8100.0000          7.95123211E+05          1.23746751E+07          2.16480554E+08          1.12089830E+08          2.71852465E+07          1.11414362E+08          7.15421266E+05
       8200.0000          8.21861755E+05          1.27954718E+07          2.26242042E+08          1.17858267E+08          2.82708856E+07          1.15310197E+08          7.39726249E+05
       8300.0000          8.50027503E+05          1.32799039E+07          2.36605752E+08          1.23076749E+08          2.93884055E+07          1.19708090E+08          7.65423433E+05
       8400.0000          8.79840251E+05          1.37111758E+07          2.47456642E+08          1.28585909E+08          3.06022989E+07          1.23778002E+08          7.92344404E+05
       8500.0000          9.12694980E+05          1.41671217E+07          2.58740244E+08          1.35037356E+08          3.17196356E+07          1.27985967E+08          8.21792578E+05
       8600.0000          9.42808040E+05          1.46776796E+07          2.71180045E+08          1.40814330E+08          3.30315854E+07          1.32791214E+08          8.49339296E+05
       8700.0000          9.78173810E+05          1.51531937E+07          2.82642925E+08          1.46974268E+08          3.41875583E+07          1.37142475E+08          8.80909858E+05
       8800.0000          1.00858171E+06          1.57028610E+07          2.96385513E+08          1.53434254E+08          3.55766756E+07          1.41819987E+08          9.08905079E+05
       8900.0000          1.04601051E+06          1.61605730E+07          3.08502234E+08          1.60151763E+08          3.68033322E+07          1.46831019E+08          9.42187492E+05
       9000.0000          1.07784001E+06          1.67384890E+07          3.21590126E+08          1.67534881E+08          3.81041753E+07          1.51363846E+08          9.71389733E+05
       9100.0000          1.11756938E+06          1.72177160E+07          3.34810158E+08          1.74332751E+08          3.94599986E+07          1.56797757E+08          1.00672347E+06
       9200.0000          1.14987928E+06          1.77432627E+07          3.50227477E+08          1.82429246E+08          4.09522261E+07          1.61493613E+08          1.03630843E+06
       9300.0000          1.18526515E+06          1.83400769E+07          3.63832571E+08          1.89621102E+08          4.25617500E+07          1.66720142E+08          1.06867975E+06
       9400.0000          1.22570166E+06          1.88634339E+07          3.78903010E+08          1.97372756E+08          4.38760627E+07          1.72188576E+08          1.10475674E+06
       9500.0000          1.26275002E+06          1.94922300E+07          3.96051411E+08          2.05212860E+08          4.52955574E+07          1.77321302E+08          1.13851195E+06
       9600.0000          1.30152532E+06          2.00214343E+07          4.10991229E+08          2.14177081E+08          4.69575132E+07          1.83307746E+08          1.17353114E+06
       9700.0000          1.34429064E+06          2.06721868E+07          4.26609340E+08          2.22276881E+08          4.84809022E+07          1.88537853E+08          1.21207046E+06
       9800.0000          1.38996178E+06          2.12482947E+07          4.44987403E+08          2.31175645E+08          5.00172689E+07          1.94616790E+08          1.25280125E+06
       9900.0000          1.42687882E+06          2.19324402E+07          4.61612237E+08          2.41053316E+08          5.17824036E+07          2.00256133E+08          1.28692694E+06
      10000.0000          1.47446088E+06          2.25252379E+07          4.79216495E+08          2.49921806E+08          5.33589006E+07          2.06778389E+08          1.32930335E+06
      11000.0000          1.95204479E+06          2.96704973E+07          6.89282552E+08          3.61442666E+08          7.26389178E+07          2.74420593E+08          1.76175728E+06
      12000.0000          2.52480278E+06          3.82696499E+07          9.63456234E+08          5.04357995E+08          9.67836698E+07          3.54774918E+08          2.28116465E+06
      13000.0000          3.20899038E+06          4.82400315E+07          1.31358570E+09          6.90111142E+08          1.24808845E+08          4.52089108E+08          2.90032718E+06
      14000.0000          4.01267793E+06          6.01572843E+07          1.75420212E+09          9.18439259E+08          1.58819559E+08          5.64460997E+08          3.62897185E+06
      15000.0000          4.93868265E+06          7.37928651E+07          2.28882936E+09          1.20752987E+09          1.98716853E+08          6.95523364E+08          4.46888058E+06
      16000.0000          6.01243671E+06          8.91718689E+07          2.94580041E+09          1.55300972E+09          2.45351340E+08          8.45056507E+08          5.44132598E+06
      17000.0000          7.26775505E+06          1.06839140E+08          3.73353550E+09          1.97419796E+09          2.98832156E+08          1.02112098E+09          6.57661140E+06
      18000.0000          8.61469735E+06          1.27001128E+08          4.68235773E+09          2.46896704E+09          3.60719230E+08          1.21075301E+09          7.80205249E+06
      19000.0000          1.01585127E+07          1.49297610E+08          5.77935320E+09          3.07655708E+09          4.31697499E+08          1.43277321E+09          9.20385796E+06
      20000.0000          1.19156208E+07          1.74181366E+08          7.08005879E+09          3.75665431E+09          5.11928341E+08          1.67585848E+09          1.07965552E+07
      21000.0000          1.38823431E+07          2.02183221E+08          8.57309016E+09          4.56314150E+09          5.99533159E+08          1.94398370E+09          1.25789136E+07
      22000.0000          1.59597589E+07          2.32810794E+08          1.02828409E+10          5.48374742E+09          6.97367979E+08          2.24731874E+09          1.44693791E+07
      23000.0000          1.83120632E+07          2.66579447E+08          1.22595174E+10          6.53503538E+09          8.09361326E+08          2.58782567E+09          1.66067176E+07
      24000.0000          2.08998648E+07          3.03950322E+08          1.45262706E+10          7.74694462E+09          9.32318551E+08          2.94118828E+09          1.89581625E+07
      25000.0000          2.37709174E+07          3.43960106E+08          1.70468779E+10          9.13793781E+09          1.06812447E+09          3.33851282E+09          2.15613073E+07
      26000.0000          2.68019821E+07          3.90063348E+08          1.99024260E+10          1.06493365E+10          1.21222412E+09          3.78476276E+09          2.43263697E+07
      27000.0000          3.02439178E+07          4.35845999E+08          2.31743850E+10          1.23849498E+10          1.37274128E+09          4.25023077E+09          2.74374522E+07
      28000.0000          3.38357628E+07          4.90287437E+08          2.68033414E+10          1.43441946E+10          1.55664408E+09          4.76562954E+09          3.07187435E+07
      29000.0000          3.77620596E+07          5.43157421E+08          3.07494776E+10          1.64832576E+10          1.74463103E+09          5.31458344E+09          3.42733010E+07
      30000.0000          4.19658518E+07          6.04872428E+08          3.51535286E+10          1.88835725E+10          1.94649935E+09          5.90588302E+09          3.81001623E+07
      31000.0000          4.64834562E+07          6.68915199E+08          4.00287093E+10          2.15497588E+10          2.16840669E+09          6.53475161E+09          4.22055427E+07
      32000.0000          5.12671014E+07          7.39520302E+08          4.54086957E+10          2.44402610E+10          2.41539794E+09          7.22706594E+09          4.65696087E+07
      33000.0000          5.64963830E+07          8.11492364E+08          5.13315856E+10          2.77822926E+10          2.66776439E+09          7.95998467E+09          5.13123254E+07
      34000.0000          6.20982653E+07          8.93147460E+08          5.76088922E+10          3.12300941E+10          2.94615481E+09          8.76503756E+09          5.64141816E+07
      35000.0000          6.81419388E+07          9.76829996E+08          6.46799429E+10          3.50262734E+10          3.24478440E+09          9.58629915E+09          6.18984900E+07
      36000.0000          7.46222148E+07          1.06342749E+09          7.24262005E+10          3.91839502E+10          3.56446950E+09          1.05088855E+10          6.77680199E+07
      37000.0000          8.11519120E+07          1.16111269E+09          8.06178204E+10          4.37180430E+10          3.90619393E+09          1.14185480E+10          7.37317950E+07
      38000.0000          8.82582124E+07          1.26548656E+09          8.99131273E+10          4.86456312E+10          4.27114934E+09          1.24560565E+10          8.02137524E+07
      39000.0000          9.59477710E+07          1.36780110E+09          9.92703800E+10          5.39864834E+10          4.66515781E+09          1.34842327E+10          8.71797795E+07
      40000.0000          1.03776550E+08          1.47994980E+09          1.10051764E+11          5.97637642E+10          5.08247921E+09          1.46409553E+10          9.43159371E+07
      41000.0000          1.12413669E+08          1.60425923E+09          1.21126357E+11          6.60048906E+10          5.49561746E+09          1.58267152E+10          1.02169991E+08
      42000.0000          1.21002037E+08          1.73289779E+09          1.33185234E+11          7.27426230E+10          5.96238376E+09          1.71169436E+10          1.10025684E+08
      43000.0000          1.30542147E+08          1.85663631E+09          1.46208361E+11          7.98520368E+10          6.46147608E+09          1.84684767E+10          1.18662783E+08
      44000.0000          1.40677255E+08          1.99805966E+09          1.60800580E+11          8.76610216E+10          6.96049882E+09          1.97853072E+10          1.27864286E+08
      45000.0000          1.50822133E+08          2.14249539E+09          1.75041029E+11          9.60944329E+10          7.49568221E+09          2.12732203E+10          1.37106335E+08
      46000.0000          1.61648228E+08          2.29632669E+09          1.91314914E+11          1.04649282E+11          8.08251350E+09          2.27852071E+10          1.46969228E+08
      47000.0000          1.74079363E+08          2.45909811E+09          2.08094652E+11          1.14275522E+11          8.68931056E+09          2.44031025E+10          1.58208371E+08
      48000.0000          1.86243836E+08          2.62623096E+09          2.27018425E+11          1.24170405E+11          9.32272182E+09          2.61130600E+10          1.69259232E+08
      49000.0000          1.97668847E+08          2.79989926E+09          2.45533618E+11          1.34817984E+11          9.95311655E+09          2.78767130E+10          1.79728260E+08
      50000.0000          2.10934697E+08          2.98683082E+09          2.66140680E+11          1.46543380E+11          1.06595367E+10          2.98934678E+10          1.91811457E+08
