#Energy      C  Total
          0.1000          1.45927764E+01          1.45927764E+01
          0.2000          8.06145368E+00          8.06145368E+00
          0.3000          5.78674729E+00          5.78674729E+00
          0.4000          4.61220303E+00          4.61220303E+00
          0.5000          3.88884370E+00          3.88884370E+00
          0.6000          3.39581391E+00          3.39581391E+00
          0.7000          3.03680528E+00          3.03680528E+00
          0.8000          2.76292619E+00          2.76292619E+00
          0.9000          2.54664105E+00          2.54664105E+00
          1.0000          2.37122095E+00          2.37122095E+00
          2.0000          1.54594114E+00          1.54594114E+00
          3.0000          1.25352573E+00          1.25352573E+00
          4.0000          1.10500659E+00          1.10500659E+00
          5.0000          1.01723573E+00          1.01723573E+00
          6.0000          9.61153280E-01          9.61153280E-01
          7.0000          9.23823185E-01          9.23823185E-01
          8.0000          8.98566995E-01          8.98566995E-01
          9.0000          8.81569932E-01          8.81569932E-01
         10.0000          8.70486210E-01          8.70486210E-01
         11.0000          8.63789847E-01          8.63789847E-01
         12.0000          8.60443068E-01          8.60443068E-01
         13.0000          8.59714264E-01          8.59714264E-01
         14.0000          8.61072092E-01          8.61072092E-01
         15.0000          8.64120883E-01          8.64120883E-01
         16.0000          8.68559649E-01          8.68559649E-01
         17.0000          8.74155175E-01          8.74155175E-01
         18.0000          8.80723836E-01          8.80723836E-01
         19.0000          8.88119002E-01          8.88119002E-01
         20.0000          8.96222110E-01          8.96222110E-01
         21.0000          9.04936214E-01          9.04936214E-01
         22.0000          9.14181251E-01          9.14181251E-01
         23.0000          9.23890499E-01          9.23890499E-01
         24.0000          9.34007892E-01          9.34007892E-01
         25.0000          9.44485973E-01          9.44485973E-01
         26.0000          9.55284289E-01          9.55284289E-01
         27.0000          9.66368143E-01          9.66368143E-01
         28.0000          9.77707605E-01          9.77707605E-01
         29.0000          9.89276714E-01          9.89276714E-01
         30.0000          1.00105284E+00          1.00105284E+00
         31.0000          1.01301618E+00          1.01301618E+00
         32.0000          1.02514930E+00          1.02514930E+00
         33.0000          1.03743682E+00          1.03743682E+00
         34.0000          1.04986510E+00          1.04986510E+00
         35.0000          1.06242202E+00          1.06242202E+00
         36.0000          1.07509676E+00          1.07509676E+00
         37.0000          1.08787964E+00          1.08787964E+00
         38.0000          1.10076195E+00          1.10076195E+00
         39.0000          1.11373587E+00          1.11373587E+00
         40.0000          1.12679433E+00          1.12679433E+00
         41.0000          1.13993095E+00          1.13993095E+00
         42.0000          1.15313992E+00          1.15313992E+00
         43.0000          1.16641597E+00          1.16641597E+00
         44.0000          1.17975430E+00          1.17975430E+00
         45.0000          1.19315053E+00          1.19315053E+00
         46.0000          1.20660066E+00          1.20660066E+00
         47.0000          1.22010100E+00          1.22010100E+00
         48.0000          1.23364819E+00          1.23364819E+00
         49.0000          1.24723912E+00          1.24723912E+00
         50.0000          1.26087095E+00          1.26087095E+00
         51.0000          1.27454105E+00          1.27454105E+00
         52.0000          1.28824697E+00          1.28824697E+00
         53.0000          1.30198648E+00          1.30198648E+00
         54.0000          1.31575749E+00          1.31575749E+00
         55.0000          1.32955806E+00          1.32955806E+00
         56.0000          1.34338641E+00          1.34338641E+00
         57.0000          1.35724087E+00          1.35724087E+00
         58.0000          1.37111989E+00          1.37111989E+00
         59.0000          1.38502201E+00          1.38502201E+00
         60.0000          1.39894589E+00          1.39894589E+00
         61.0000          1.41289028E+00          1.41289028E+00
         62.0000          1.42685399E+00          1.42685399E+00
         63.0000          1.44083591E+00          1.44083591E+00
         64.0000          1.45483503E+00          1.45483503E+00
         65.0000          1.46885037E+00          1.46885037E+00
         66.0000          1.48288103E+00          1.48288103E+00
         67.0000          1.49692615E+00          1.49692615E+00
         68.0000          1.51098493E+00          1.51098493E+00
         69.0000          1.52505663E+00          1.52505663E+00
         70.0000          1.53914053E+00          1.53914053E+00
         71.0000          1.55323596E+00          1.55323596E+00
         72.0000          1.56734230E+00          1.56734230E+00
         73.0000          1.58145896E+00          1.58145896E+00
