#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Valence  Total
        120.9990          1.00000000E+30          1.00000000E+30          1.02846803E+03          5.13381177E+02          1.60148515E+04          3.35274302E+02
        121.0010          1.00000000E+30          3.28666839E+03          1.02847944E+03          5.13387251E+02          1.60153528E+04          3.04242099E+02
        130.0000          1.00000000E+30          3.40219282E+03          1.11195145E+03          5.56529578E+02          1.79991636E+04          3.28336517E+02
        140.0000          1.00000000E+30          3.54048130E+03          1.24623345E+03          6.24745470E+02          2.04027234E+04          3.65693519E+02
        150.0000          1.00000000E+30          3.65539086E+03          1.40730938E+03          7.06083056E+02          2.29027334E+04          4.09153373E+02
        160.0000          1.00000000E+30          3.76250940E+03          1.58712262E+03          7.97117575E+02          2.55625822E+04          4.56727186E+02
        170.0000          1.00000000E+30          3.97250550E+03          1.78270551E+03          8.95795219E+02          2.84174854E+04          5.09115299E+02
        180.0000          1.00000000E+30          4.19982565E+03          1.99867054E+03          1.00490649E+03          3.12819194E+04          5.66404554E+02
        190.0000          1.00000000E+30          4.44224127E+03          2.24090928E+03          1.12803615E+03          3.43244537E+04          6.30124020E+02
        200.0000          1.00000000E+30          4.68439771E+03          2.50616402E+03          1.26226520E+03          3.74292939E+04          6.98599957E+02
        210.0000          1.00000000E+30          4.94824277E+03          2.81827274E+03          1.41507751E+03          4.06846476E+04          7.76292902E+02
        220.0000          1.00000000E+30          5.21392900E+03          3.12063998E+03          1.57377808E+03          4.41419030E+04          8.54475298E+02
        230.0000          1.00000000E+30          5.51847318E+03          3.47711264E+03          1.74795444E+03          4.77584115E+04          9.41761033E+02
        240.0000          1.00000000E+30          5.81714654E+03          3.83616674E+03          1.93392056E+03          5.15764350E+04          1.03193265E+03
        250.0000          1.00000000E+30          6.14083180E+03          4.23350785E+03          2.13005039E+03          5.54768375E+04          1.12796399E+03
        260.0000          1.00000000E+30          6.49523346E+03          4.65075751E+03          2.35165271E+03          5.97255168E+04          1.23311570E+03
        270.0000          1.00000000E+30          6.84989369E+03          5.10957626E+03          2.56610982E+03          6.41142699E+04          1.33870475E+03
        280.0000          1.00000000E+30          7.20712910E+03          5.57092739E+03          2.81792077E+03          6.85985700E+04          1.45411403E+03
        290.0000          1.00000000E+30          7.59532669E+03          6.10163145E+03          3.07071200E+03          7.31273857E+04          1.57509426E+03
        300.0000          1.00000000E+30          7.97882050E+03          6.62073319E+03          3.34828936E+03          7.79982363E+04          1.70110481E+03
        310.0000          1.00000000E+30          8.41705902E+03          7.21062277E+03          3.63740225E+03          8.27678127E+04          1.83656723E+03
        320.0000          1.00000000E+30          8.78874240E+03          7.81965269E+03          3.94967679E+03          8.79028712E+04          1.97540110E+03
        330.0000          1.00000000E+30          9.25016127E+03          8.47533024E+03          4.27656675E+03          9.31664951E+04          2.12466863E+03
        340.0000          1.00000000E+30          9.68640876E+03          9.16712047E+03          4.64121694E+03          9.86899612E+04          2.28354078E+03
        350.0000          1.00000000E+30          1.01212941E+04          9.90904964E+03          4.98910935E+03          1.04384175E+05          2.44059578E+03
        360.0000          1.00000000E+30          1.06151432E+04          1.06428870E+04          5.38390636E+03          1.10310654E+05          2.61118041E+03
        370.0000          1.00000000E+30          1.10854537E+04          1.14491192E+04          5.79692071E+03          1.16311252E+05          2.78820048E+03
        380.0000          1.00000000E+30          1.16419319E+04          1.22891241E+04          6.22527406E+03          1.23008115E+05          2.97588753E+03
        390.0000          1.00000000E+30          1.21063326E+04          1.31945938E+04          6.65488735E+03          1.28875168E+05          3.16040679E+03
        400.0000          1.00000000E+30          1.26365975E+04          1.41008735E+04          7.13784618E+03          1.35957823E+05          3.36127308E+03
        410.0000          1.00000000E+30          1.31714663E+04          1.50813145E+04          7.64029426E+03          1.42555027E+05          3.56978704E+03
        420.0000          1.00000000E+30          1.37018468E+04          1.61020913E+04          8.14019662E+03          1.49305988E+05          3.77884095E+03
        430.0000          1.00000000E+30          1.43203335E+04          1.71788112E+04          8.68775726E+03          1.56397671E+05          4.00736580E+03
        440.0000          1.00000000E+30          1.48461921E+04          1.83074716E+04          9.26347836E+03          1.63531901E+05          4.23646827E+03
        450.0000          1.00000000E+30          1.54486640E+04          1.94944031E+04          9.87266647E+03          1.71526411E+05          4.48134975E+03
        460.0000          1.00000000E+30          1.61304052E+04          2.08463331E+04          1.05006407E+04          1.78795661E+05          4.74405692E+03
        470.0000          1.00000000E+30          1.66967058E+04          2.21029511E+04          1.11454694E+04          1.86638231E+05          4.99462089E+03
        480.0000          1.00000000E+30          1.72749489E+04          2.33789806E+04          1.18066421E+04          1.94669068E+05          5.24946050E+03
        490.0000          1.00000000E+30          1.79731593E+04          2.48217203E+04          1.25847038E+04          2.03509200E+05          5.54627650E+03
        500.0000          1.00000000E+30          1.86397470E+04          2.62677425E+04          1.33120240E+04          2.11566022E+05          5.82869407E+03
        510.0000          1.00000000E+30          1.93142440E+04          2.76839229E+04          1.40123372E+04          2.21123341E+05          6.10555207E+03
        520.0000          1.00000000E+30          1.99858469E+04          2.92413587E+04          1.47988950E+04          2.29146095E+05          6.40327086E+03
        530.0000          1.00000000E+30          2.07472811E+04          3.10002009E+04          1.56949853E+04          2.38275597E+05          6.73998052E+03
        540.0000          1.00000000E+30          2.14202626E+04          3.25703820E+04          1.64831378E+04          2.48213088E+05          7.03807201E+03
        550.0000          1.00000000E+30          2.22178691E+04          3.43637058E+04          1.73928425E+04          2.57612583E+05          7.38083640E+03
        560.0000          1.00000000E+30          2.29558653E+04          3.61776214E+04          1.83130657E+04          2.68336387E+05          7.71987738E+03
        570.0000          1.00000000E+30          2.37105942E+04          3.80737287E+04          1.92751163E+04          2.77489322E+05          8.06945063E+03
        580.0000          1.00000000E+30          2.45580608E+04          4.01929168E+04          2.03506311E+04          2.88856937E+05          8.46021686E+03
        590.0000          1.00000000E+30          2.52967515E+04          4.21395844E+04          2.13384941E+04          2.98051519E+05          8.81210904E+03
        600.0000          1.00000000E+30          2.61818473E+04          4.41456915E+04          2.23566279E+04          3.09721715E+05          9.19076772E+03
        610.0000          1.00000000E+30          2.69238997E+04          4.65019802E+04          2.34734355E+04          3.20174293E+05          9.58122113E+03
        620.0000          1.00000000E+30          2.78276062E+04          4.87686985E+04          2.46307812E+04          3.30997100E+05          9.99387638E+03
        630.0000          1.00000000E+30          2.86775410E+04          5.09759367E+04          2.59090252E+04          3.43429063E+05          1.04171017E+04
        640.0000          1.00000000E+30          2.96443140E+04          5.35671077E+04          2.70913276E+04          3.54030636E+05          1.08532558E+04
        650.0000          1.00000000E+30          3.05060779E+04          5.59852075E+04          2.83295551E+04          3.66849949E+05          1.12781596E+04
        660.0000          1.00000000E+30          3.15214281E+04          5.85082132E+04          2.96346235E+04          3.80495045E+05          1.17386687E+04
        670.0000          1.00000000E+30          3.23603721E+04          6.11636535E+04          3.09544675E+04          3.90739541E+05          1.21778448E+04
        680.0000          1.00000000E+30          3.34150231E+04          6.38488431E+04          3.24468154E+04          4.03342342E+05          1.26762636E+04
        690.0000          1.00000000E+30          3.42482709E+04          6.68996977E+04          3.38106605E+04          4.17193270E+05          1.31371957E+04
        700.0000          1.00000000E+30          3.53208366E+04          6.96709585E+04          3.53081228E+04          4.29249225E+05          1.36394338E+04
        710.0000          1.00000000E+30          3.62596302E+04          7.26969969E+04          3.70025731E+04          4.43754091E+05          1.41616472E+04
        720.0000          1.00000000E+30          3.73816181E+04          7.57941715E+04          3.84819431E+04          4.56314898E+05          1.46794539E+04
        730.0000          1.00000000E+30          3.83399926E+04          7.90056814E+04          4.00401064E+04          4.71075572E+05          1.51889113E+04
        740.0000          1.00000000E+30          3.93741730E+04          8.26205163E+04          4.16968425E+04          4.84566179E+05          1.57363289E+04
        750.0000          1.00000000E+30          4.05093753E+04          8.58344809E+04          4.35620026E+04          4.99927758E+05          1.63153301E+04
        760.0000          1.00000000E+30          4.15297869E+04          8.91943536E+04          4.52461514E+04          5.13279221E+05          1.68519939E+04
        770.0000          1.00000000E+30          4.27076382E+04          9.27515332E+04          4.69680686E+04          5.29257954E+05          1.74285843E+04
        780.0000          1.00000000E+30          4.37368744E+04          9.63382344E+04          4.89898869E+04          5.42622165E+05          1.80182205E+04
        790.0000          1.00000000E+30          4.49379236E+04          1.00386038E+05          5.08930353E+04          5.58854611E+05          1.86383241E+04
        800.0000          1.00000000E+30          4.62067990E+04          1.04066565E+05          5.28464479E+04          5.74154514E+05          1.92620663E+04
        810.0000          1.00000000E+30          4.73144532E+04          1.08049960E+05          5.48759677E+04          5.91288316E+05          1.98790145E+04
        820.0000          1.00000000E+30          4.86406864E+04          1.12500454E+05          5.71719072E+04          6.05691696E+05          2.05804145E+04
        830.0000          1.00000000E+30          4.97525080E+04          1.16636349E+05          5.91762493E+04          6.23376260E+05          2.11972257E+04
        840.0000          1.00000000E+30          5.11028882E+04          1.20943468E+05          6.12911995E+04          6.38531488E+05          2.18730597E+04
        850.0000          1.00000000E+30          5.25286173E+04          1.25869911E+05          6.35307322E+04          6.56574420E+05          2.26012080E+04
        860.0000          1.00000000E+30          5.35570667E+04          1.30090913E+05          6.59995265E+04          6.72728225E+05          2.32575920E+04
        870.0000          1.00000000E+30          5.49905841E+04          1.34556165E+05          6.82684685E+04          6.91228000E+05          2.39741901E+04
        880.0000          1.00000000E+30          5.65029516E+04          1.39302167E+05          7.09379895E+04          7.07420720E+05          2.47602988E+04
        890.0000          1.00000000E+30          5.74760695E+04          1.44542442E+05          7.32352074E+04          7.26265396E+05          2.54139486E+04
        900.0000          1.00000000E+30          5.89614224E+04          1.49337519E+05          7.57682433E+04          7.46306030E+05          2.61817407E+04
        910.0000          1.00000000E+30          6.05255838E+04          1.54975836E+05          7.86366152E+04          7.61926204E+05          2.70242931E+04
        920.0000          1.00000000E+30          6.16774643E+04          1.59830944E+05          8.12442975E+04          7.80680915E+05          2.77319605E+04
        930.0000          1.00000000E+30          6.32575770E+04          1.65188809E+05          8.39695740E+04          8.00799571E+05          2.85552017E+04
        940.0000          1.00000000E+30          6.44938875E+04          1.71205637E+05          8.70761635E+04          8.22032313E+05          2.93711885E+04
        950.0000          1.00000000E+30          6.60642569E+04          1.76723461E+05          8.97308625E+04          8.39193873E+05          3.01828534E+04
        960.0000          1.00000000E+30          6.74367570E+04          1.82486527E+05          9.30221287E+04          8.60887103E+05          3.10363461E+04
        970.0000          1.00000000E+30          6.90355535E+04          1.88959227E+05          9.57978000E+04          8.79169174E+05          3.18943380E+04
        980.0000          1.00000000E+30          7.07119998E+04          1.94595528E+05          9.88212071E+04          9.00844958E+05          3.27760424E+04
        990.0000          1.00000000E+30          7.20060765E+04          2.01422487E+05          1.02265078E+05          9.23557862E+05          3.36545275E+04
       1000.0000          1.00000000E+30          7.36957363E+04          2.07350143E+05          1.05289914E+05          9.47182341E+05          3.45477859E+04
       1100.0000          1.00000000E+30          9.05399181E+04          2.79876010E+05          1.42721036E+05          1.17006298E+06          4.44855822E+04
       1200.0000          1.00000000E+30          1.09456226E+05          3.70643007E+05          1.87660315E+05          1.43264716E+06          5.59883077E+04
       1300.0000          1.00000000E+30          1.31132556E+05          4.78949962E+05          2.43615087E+05          1.71865127E+06          6.94422272E+04
       1400.0000          1.00000000E+30          1.55314223E+05          6.09449103E+05          3.09725569E+05          2.04305961E+06          8.47636268E+04
       1500.0000          1.00000000E+30          1.82018705E+05          7.65728199E+05          3.89697583E+05          2.40747400E+06          1.02235347E+05
       1563.9990          1.00000000E+30          2.00544026E+05          8.75988272E+05          4.45738708E+05          2.65968212E+06          1.14318956E+05
       1564.0010          1.07136464E+04          2.00544680E+05          8.75992223E+05          4.45740672E+05          2.65969064E+06          9.79563119E+03
       1600.0000          1.11845450E+04          2.11376872E+05          9.44875033E+05          4.81631819E+05          2.81947379E+06          1.02428299E+04
       1700.0000          1.30082332E+04          2.43506473E+05          1.15544140E+06          5.90638327E+05          3.26385875E+06          1.19266278E+04
       1800.0000          1.50993616E+04          2.79649225E+05          1.40072584E+06          7.12934960E+05          3.74208432E+06          1.38527807E+04
       1900.0000          1.73328540E+04          3.17610342E+05          1.68146965E+06          8.56890514E+05          4.26412038E+06          1.59137707E+04
       2000.0000          1.96759144E+04          3.59254090E+05          2.00472050E+06          1.02007230E+06          4.84051013E+06          1.80855245E+04
       2100.0000          2.22970504E+04          4.05796686E+05          2.35565192E+06          1.20395685E+06          5.46656794E+06          2.05122713E+04
       2200.0000          2.50538858E+04          4.54819581E+05          2.77148216E+06          1.41198833E+06          6.14168438E+06          2.30709764E+04
       2300.0000          2.81636604E+04          5.07961783E+05          3.22651696E+06          1.65133253E+06          6.87202568E+06          2.59494777E+04
       2400.0000          3.12094052E+04          5.63440668E+05          3.73018947E+06          1.90652098E+06          7.65211802E+06          2.87854988E+04
       2500.0000          3.47795308E+04          6.26229101E+05          4.30059083E+06          2.19614782E+06          8.47233607E+06          3.20972633E+04
       2600.0000          3.84732458E+04          6.89348217E+05          4.92400397E+06          2.51786844E+06          9.37715901E+06          3.55244530E+04
       2700.0000          4.24880018E+04          7.59258882E+05          5.62348582E+06          2.87661841E+06          1.03622943E+07          3.92540323E+04
       2800.0000          4.67302745E+04          8.33343981E+05          6.39818528E+06          3.26751892E+06          1.13577733E+07          4.31969725E+04
       2900.0000          5.12452680E+04          9.09405623E+05          7.23951681E+06          3.69934013E+06          1.23998574E+07          4.73872753E+04
       3000.0000          5.61925202E+04          9.94756694E+05          8.12868191E+06          4.18085139E+06          1.35412778E+07          5.19823767E+04
       3100.0000          6.12545135E+04          1.07879727E+06          9.18408174E+06          4.67345961E+06          1.47942316E+07          5.66805446E+04
       3200.0000          6.68800506E+04          1.17481975E+06          1.02109840E+07          5.22570630E+06          1.60276088E+07          6.19002485E+04
       3300.0000          7.25208935E+04          1.26969293E+06          1.14286277E+07          5.85081258E+06          1.74159262E+07          6.71476393E+04
       3400.0000          7.84279664E+04          1.37420350E+06          1.26778892E+07          6.50084142E+06          1.87740308E+07          7.26521542E+04
       3500.0000          8.50095738E+04          1.48640995E+06          1.40480238E+07          7.21642438E+06          2.03132525E+07          7.87703695E+04
       3600.0000          9.17263385E+04          1.59294152E+06          1.55439514E+07          7.96759687E+06          2.19603400E+07          8.49968475E+04
