#Energy      Al-K-shell   Al-L1-shell   Al-L2-shell   Al-L3-shell   Valence  Total
       3600.0000          1.81676260E+05          2.23740530E+03          1.34645218E+03          6.73226092E+02          9.21743551E+01          7.39123823E+01
       3700.0000          1.74219090E+05          2.28495621E+03          1.37627006E+03          6.88135032E+02          9.43652676E+01          7.56411966E+01
       3800.0000          1.67728330E+05          2.33305766E+03          1.40622867E+03          7.03114337E+02          9.65486551E+01          7.73669139E+01
       3900.0000          1.62054748E+05          2.38024402E+03          1.43582417E+03          7.17912086E+02          9.87268254E+01          7.90848466E+01
       4000.0000          1.57076989E+05          2.42797616E+03          1.46556299E+03          7.32781493E+02          1.00897357E+02          8.07996625E+01
       4100.0000          1.52695407E+05          2.47482509E+03          1.49495174E+03          7.47475871E+02          1.03062633E+02          8.25068253E+01
       4200.0000          1.48827610E+05          2.52221323E+03          1.52448527E+03          7.62242633E+02          1.05220467E+02          8.42110359E+01
       4300.0000          1.45404978E+05          2.56943530E+03          1.55368112E+03          7.76840562E+02          1.07373973E+02          8.59091031E+01
       4400.0000          1.42370042E+05          2.61581575E+03          1.58302244E+03          7.91511219E+02          1.09521507E+02          8.76036496E+01
       4500.0000          1.39674300E+05          2.66272692E+03          1.61227115E+03          8.06135573E+02          1.11661579E+02          8.92930853E+01
       4600.0000          1.37276652E+05          2.70948719E+03          1.64143016E+03          8.20715078E+02          1.13798635E+02          9.09795239E+01
       4700.0000          1.35142062E+05          2.75610105E+03          1.67050209E+03          8.35251047E+02          1.15929256E+02          9.26608135E+01
       4800.0000          1.33240503E+05          2.80257284E+03          1.69948935E+03          8.49744677E+02          1.18054617E+02          9.43377369E+01
       4900.0000          1.31546224E+05          2.84890667E+03          1.72839424E+03          8.64197122E+02          1.20175496E+02          9.60108200E+01
       5000.0000          1.30036850E+05          2.89510649E+03          1.75721901E+03          8.78609504E+02          1.22291370E+02          9.76797586E+01
       5100.0000          1.28693089E+05          2.94117606E+03          1.78596581E+03          8.92982904E+02          1.24402299E+02          9.93446186E+01
       5200.0000          1.27498032E+05          2.98711899E+03          1.81463671E+03          9.07318356E+02          1.26508389E+02          1.01005493E+02
       5300.0000          1.26436952E+05          3.03293871E+03          1.84323368E+03          9.21616840E+02          1.28609735E+02          1.02662470E+02
       5400.0000          1.25496896E+05          3.07863852E+03          1.87175857E+03          9.35879287E+02          1.30707132E+02          1.04316078E+02
       5500.0000          1.24666474E+05          3.12422158E+03          1.90021316E+03          9.50106581E+02          1.32800745E+02          1.05966444E+02
       5600.0000          1.23935637E+05          3.17029784E+03          1.92859915E+03          9.64299573E+02          1.34888288E+02          1.07612836E+02
       5700.0000          1.23295440E+05          3.21564981E+03          1.95713183E+03          9.78565915E+02          1.36973883E+02          1.09258489E+02
       5800.0000          1.22737970E+05          3.26089369E+03          1.98538410E+03          9.92692052E+02          1.39054044E+02          1.10897904E+02
       5900.0000          1.22256167E+05          3.30662660E+03          2.01357247E+03          1.00678624E+03          1.41130627E+02          1.12534978E+02
       6000.0000          1.21843683E+05          3.35165577E+03          2.04169813E+03          1.02084907E+03          1.43201877E+02          1.14167228E+02
       6100.0000          1.21494944E+05          3.39658445E+03          2.06997049E+03          1.03498524E+03          1.45272172E+02          1.15800101E+02
       6200.0000          1.21204764E+05          3.44199632E+03          2.09797444E+03          1.04898722E+03          1.47336840E+02          1.17427414E+02
       6300.0000          1.20968624E+05          3.48672487E+03          2.12612414E+03          1.06306207E+03          1.49397634E+02          1.19052815E+02
       6400.0000          1.20782361E+05          3.53193376E+03          2.15401091E+03          1.07700545E+03          1.51455246E+02          1.20674258E+02
       6500.0000          1.20642255E+05          3.57647086E+03          2.18204408E+03          1.09102204E+03          1.53509383E+02          1.22294066E+02
       6600.0000          1.20544923E+05          3.62091845E+03          2.20981789E+03          1.10490895E+03          1.55560706E+02          1.23909516E+02
       6700.0000          1.20487280E+05          3.66583894E+03          2.23773925E+03          1.11886962E+03          1.57607793E+02          1.25524202E+02
       6800.0000          1.20466529E+05          3.71066671E+03          2.26540477E+03          1.13270238E+03          1.59651928E+02          1.27134472E+02
       6900.0000          1.20480111E+05          3.75484453E+03          2.29321821E+03          1.14660910E+03          1.61692069E+02          1.28742825E+02
       7000.0000          1.20525696E+05          3.79949274E+03          2.32078002E+03          1.16039001E+03          1.63729531E+02          1.30347633E+02
       7100.0000          1.20601145E+05          3.84350200E+03          2.34848911E+03          1.17424455E+03          1.65763661E+02          1.31950953E+02
       7200.0000          1.20704504E+05          3.88797724E+03          2.37595176E+03          1.18797588E+03          1.67793828E+02          1.33549960E+02
       7300.0000          1.20833978E+05          3.93236884E+03          2.40355972E+03          1.20177986E+03          1.69823676E+02          1.35150027E+02
       7400.0000          1.20987910E+05          3.97613334E+03          2.43112060E+03          1.21556030E+03          1.71848247E+02          1.36745548E+02
       7500.0000          1.21164774E+05          4.02036115E+03          2.45843788E+03          1.22921894E+03          1.73869474E+02          1.38337172E+02
       7600.0000          1.21363175E+05          4.06450925E+03          2.48590260E+03          1.24295130E+03          1.75888896E+02          1.39928945E+02
       7700.0000          1.21581808E+05          4.10804298E+03          2.51332193E+03          1.25666096E+03          1.77905690E+02          1.41517880E+02
       7800.0000          1.21819478E+05          4.15203589E+03          2.54050243E+03          1.27025122E+03          1.79917585E+02          1.43101975E+02
       7900.0000          1.22075071E+05          4.19595294E+03          2.56783015E+03          1.28391507E+03          1.81930330E+02          1.44687905E+02
       8000.0000          1.22347554E+05          4.23926852E+03          2.59511472E+03          1.29755736E+03          1.83937409E+02          1.46269112E+02
       8100.0000          1.22635975E+05          4.28303793E+03          2.62235556E+03          1.31117778E+03          1.85943327E+02          1.47849696E+02
       8200.0000          1.22939438E+05          4.32673542E+03          2.64936309E+03          1.32468154E+03          1.87944289E+02          1.49424823E+02
       8300.0000          1.23257122E+05          4.37036146E+03          2.67651870E+03          1.33825935E+03          1.89945746E+02          1.51001578E+02
       8400.0000          1.23588247E+05          4.41391674E+03          2.70363340E+03          1.35181670E+03          1.91940787E+02          1.52573794E+02
       8500.0000          1.23932098E+05          4.45688909E+03          2.73070706E+03          1.36535353E+03          1.93936828E+02          1.54145541E+02
       8600.0000          1.24288002E+05          4.50030944E+03          2.75773998E+03          1.37886999E+03          1.95929466E+02          1.55715273E+02
       8700.0000          1.24655327E+05          4.54366290E+03          2.78473217E+03          1.39236608E+03          1.97917557E+02          1.57281654E+02
       8800.0000          1.25033492E+05          4.58695014E+03          2.81150094E+03          1.40575047E+03          1.99906351E+02          1.58846251E+02
       8900.0000          1.25421938E+05          4.63017202E+03          2.83841721E+03          1.41920861E+03          2.01892127E+02          1.60410265E+02
       9000.0000          1.25820150E+05          4.67332953E+03          2.86529550E+03          1.43264775E+03          2.03871893E+02          1.61970035E+02
       9100.0000          1.26227646E+05          4.71642384E+03          2.89213617E+03          1.44606808E+03          2.05853634E+02          1.63530605E+02
       9200.0000          1.26643972E+05          4.75945608E+03          2.91893980E+03          1.45946990E+03          2.07831450E+02          1.65088259E+02
       9300.0000          1.27068695E+05          4.80242724E+03          2.94570686E+03          1.47285343E+03          2.09807952E+02          1.66644652E+02
       9400.0000          1.27501417E+05          4.84484571E+03          2.97243767E+03          1.48621883E+03          2.11781738E+02          1.68198307E+02
       9500.0000          1.27941755E+05          4.88769910E+03          2.99913265E+03          1.49956632E+03          2.13751021E+02          1.69749293E+02
       9600.0000          1.28389353E+05          4.93049364E+03          3.02579241E+03          1.51289621E+03          2.15718275E+02          1.71298583E+02
       9700.0000          1.28843875E+05          4.97323014E+03          3.05241761E+03          1.52620881E+03          2.17685000E+02          1.72847127E+02
       9800.0000          1.29305000E+05          5.01590941E+03          3.07900885E+03          1.53950442E+03          2.19650216E+02          1.74394317E+02
       9900.0000          1.29772431E+05          5.05853223E+03          3.10556662E+03          1.55278331E+03          2.21613195E+02          1.75939698E+02
      10000.0000          1.30245882E+05          5.10109939E+03          3.13209136E+03          1.56604568E+03          2.23573831E+02          1.77483209E+02
      11000.0000          1.35258883E+05          5.52432568E+03          3.39561081E+03          1.69780540E+03          2.43069361E+02          1.92828466E+02
      12000.0000          1.40650716E+05          5.94266704E+03          3.65638583E+03          1.82819292E+03          2.62375094E+02          2.08021123E+02
      13000.0000          1.46294943E+05          6.35708826E+03          3.91471655E+03          1.95735827E+03          2.81517777E+02          2.23082190E+02
      14000.0000          1.52111023E+05          6.76799030E+03          4.17082812E+03          2.08541406E+03          3.00509365E+02          2.38021937E+02
      15000.0000          1.58045618E+05          7.17527370E+03          4.42478908E+03          2.21239454E+03          3.19366277E+02          2.52851265E+02
      16000.0000          1.64062276E+05          7.57965043E+03          4.67692818E+03          2.33846409E+03          3.38093395E+02          2.67577377E+02
      17000.0000          1.70135444E+05          7.98097756E+03          4.92722310E+03          2.46361155E+03          3.56699207E+02          2.82205235E+02
      18000.0000          1.76148716E+05          8.37947026E+03          5.17583670E+03          2.58791835E+03          3.75204348E+02          2.96749373E+02
      19000.0000          1.82291144E+05          8.77534980E+03          5.42301581E+03          2.71150790E+03          3.93598422E+02          3.11206585E+02
      20000.0000          1.88402096E+05          9.16912901E+03          5.66852930E+03          2.83426465E+03          4.11906064E+02          3.25590233E+02
      21000.0000          1.94669253E+05          9.56060324E+03          5.91283096E+03          2.95641548E+03          4.30117488E+02          3.39899032E+02
      22000.0000          2.00715684E+05          9.95025107E+03          6.15595805E+03          3.07797902E+03          4.48230733E+02          3.54131633E+02
      23000.0000          2.06909640E+05          1.03374766E+04          6.39770713E+03          3.19885357E+03          4.66283294E+02          3.68309826E+02
      24000.0000          2.13067960E+05          1.07231229E+04          6.63843778E+03          3.31921889E+03          4.84252338E+02          3.82423454E+02
      25000.0000          2.19192871E+05          1.11069278E+04          6.87801378E+03          3.43900689E+03          5.02156156E+02          3.96482262E+02
      26000.0000          2.25446448E+05          1.14889654E+04          7.11656037E+03          3.55828019E+03          5.19982673E+02          4.10480613E+02
      27000.0000          2.31505800E+05          1.18693330E+04          7.35415973E+03          3.67707987E+03          5.37739181E+02          4.24422948E+02
      28000.0000          2.37537611E+05          1.22484575E+04          7.59081284E+03          3.79540642E+03          5.55434902E+02          4.38316125E+02
      29000.0000          2.43691445E+05          1.26257003E+04          7.82644840E+03          3.91322420E+03          5.73083034E+02          4.52167354E+02
      30000.0000          2.49813737E+05          1.30018076E+04          8.06138429E+03          4.03069214E+03          5.90657884E+02          4.65964265E+02
      31000.0000          2.55906023E+05          1.33761839E+04          8.29536839E+03          4.14768419E+03          6.08175907E+02          4.79713829E+02
      32000.0000          2.61969742E+05          1.37495448E+04          8.52852474E+03          4.26426237E+03          6.25663310E+02          4.93434518E+02
      33000.0000          2.68006244E+05          1.41216541E+04          8.76097655E+03          4.38048827E+03          6.43080121E+02          5.07102410E+02
      34000.0000          2.74016790E+05          1.44924774E+04          8.99268626E+03          4.49634313E+03          6.60450098E+02          5.20731873E+02
      35000.0000          2.80002561E+05          1.48620619E+04          9.22363181E+03          4.61181590E+03          6.77771654E+02          5.34321767E+02
      36000.0000          2.85964664E+05          1.52304386E+04          9.45403551E+03          4.72701775E+03          6.95039921E+02          5.47871352E+02
      37000.0000          2.92033017E+05          1.55982363E+04          9.68367984E+03          4.84183992E+03          7.12283331E+02          5.61397403E+02
      38000.0000          2.97948274E+05          1.59643196E+04          9.91274768E+03          4.95637384E+03          7.29447040E+02          5.74865271E+02
      39000.0000          3.03968172E+05          1.63295320E+04          1.01409212E+04          5.07046060E+03          7.46609332E+02          5.88322422E+02
      40000.0000          3.09840303E+05          1.66940614E+04          1.03686743E+04          5.18433716E+03          7.63724269E+02          6.01744411E+02
      41000.0000          3.15815227E+05          1.70572348E+04          1.05957562E+04          5.29787811E+03          7.80785699E+02          6.15124960E+02
      42000.0000          3.21768337E+05          1.74196907E+04          1.08225205E+04          5.41126027E+03          7.97798349E+02          6.28470947E+02
      43000.0000          3.27580617E+05          1.77812937E+04          1.10486053E+04          5.52430267E+03          8.14811256E+02          6.41808511E+02
      44000.0000          3.33493301E+05          1.81418222E+04          1.12739000E+04          5.63695002E+03          8.31733941E+02          6.55081027E+02
      45000.0000          3.39386254E+05          1.85014387E+04          1.14990612E+04          5.74953059E+03          8.48655655E+02          6.68350272E+02
      46000.0000          3.45260094E+05          1.88606490E+04          1.17233462E+04          5.86167308E+03          8.65556580E+02          6.81597086E+02
      47000.0000          3.51115414E+05          1.92185683E+04          1.19474219E+04          5.97371096E+03          8.82409047E+02          6.94809920E+02
      48000.0000          3.56952779E+05          1.95758242E+04          1.21709231E+04          6.08546155E+03          8.99208592E+02          7.07983129E+02
      49000.0000          3.62772728E+05          1.99324223E+04          1.23937379E+04          6.19686897E+03          9.15976901E+02          7.21129036E+02
      50000.0000          3.68575776E+05          2.02881986E+04          1.26161919E+04          6.30809594E+03          9.32736081E+02          7.34264431E+02
