#Energy      Si  Total
         67.0000          5.18734637E+00          5.18734637E+00
         68.0000          5.18960950E+00          5.18960950E+00
         69.0000          5.19241247E+00          5.19241247E+00
         70.0000          5.19573184E+00          5.19573184E+00
         71.0000          5.19954549E+00          5.19954549E+00
         72.0000          5.20383250E+00          5.20383250E+00
         73.0000          5.20857311E+00          5.20857311E+00
         74.0000          5.21374859E+00          5.21374859E+00
         75.0000          5.21934121E+00          5.21934121E+00
         76.0000          5.22533419E+00          5.22533419E+00
         77.0000          5.23171157E+00          5.23171157E+00
         78.0000          5.23845824E+00          5.23845824E+00
         79.0000          5.24555983E+00          5.24555983E+00
         80.0000          5.25300268E+00          5.25300268E+00
         81.0000          5.26077381E+00          5.26077381E+00
         82.0000          5.26886087E+00          5.26886087E+00
         83.0000          5.27725209E+00          5.27725209E+00
         84.0000          5.28593627E+00          5.28593627E+00
         85.0000          5.29490273E+00          5.29490273E+00
         86.0000          5.30414128E+00          5.30414128E+00
         87.0000          5.31364219E+00          5.31364219E+00
         88.0000          5.32339620E+00          5.32339620E+00
         89.0000          5.33339443E+00          5.33339443E+00
         90.0000          5.34362841E+00          5.34362841E+00
         91.0000          5.35409005E+00          5.35409005E+00
         92.0000          5.36477158E+00          5.36477158E+00
         93.0000          5.37566560E+00          5.37566560E+00
         94.0000          5.38676500E+00          5.38676500E+00
         95.0000          5.39806298E+00          5.39806298E+00
         96.0000          5.40955302E+00          5.40955302E+00
         97.0000          5.42122887E+00          5.42122887E+00
         98.0000          5.43308453E+00          5.43308453E+00
         99.0000          5.44511425E+00          5.44511425E+00
        100.0000          5.45731252E+00          5.45731252E+00
        103.9990          5.50767504E+00          5.50767504E+00
        104.0010          5.50770083E+00          5.50770083E+00
        110.0000          5.58749370E+00          5.58749370E+00
        120.0000          5.72980115E+00          5.72980115E+00
        130.0000          5.88121702E+00          5.88121702E+00
        140.0000          6.03959530E+00          6.03959530E+00
        150.0000          6.20337180E+00          6.20337180E+00
        153.9990          6.27010588E+00          6.27010588E+00
        154.0010          6.27013942E+00          6.27013942E+00
        160.0000          6.37138230E+00          6.37138230E+00
        170.0000          6.54274462E+00          6.54274462E+00
        180.0000          6.71677984E+00          6.71677984E+00
        190.0000          6.89295838E+00          6.89295838E+00
        200.0000          7.07086218E+00          7.07086218E+00
        210.0000          7.25015781E+00          7.25015781E+00
        220.0000          7.43057683E+00          7.43057683E+00
        230.0000          7.61190136E+00          7.61190136E+00
        240.0000          7.79395326E+00          7.79395326E+00
        250.0000          7.97658592E+00          7.97658592E+00
        260.0000          8.15967801E+00          8.15967801E+00
        270.0000          8.34312859E+00          8.34312859E+00
        280.0000          8.52685327E+00          8.52685327E+00
        290.0000          8.71078128E+00          8.71078128E+00
        300.0000          8.89485299E+00          8.89485299E+00
        310.0000          9.07901808E+00          9.07901808E+00
        320.0000          9.26323391E+00          9.26323391E+00
        330.0000          9.44746430E+00          9.44746430E+00
        340.0000          9.63167853E+00          9.63167853E+00
        350.0000          9.81585043E+00          9.81585043E+00
        360.0000          9.99995773E+00          9.99995773E+00
        370.0000          1.01839814E+01          1.01839814E+01
        380.0000          1.03679054E+01          1.03679054E+01
        390.0000          1.05517159E+01          1.05517159E+01
        400.0000          1.07354012E+01          1.07354012E+01
        410.0000          1.09189514E+01          1.09189514E+01
        420.0000          1.11023581E+01          1.11023581E+01
        430.0000          1.12856144E+01          1.12856144E+01
        440.0000          1.14687142E+01          1.14687142E+01
        450.0000          1.16516527E+01          1.16516527E+01
        460.0000          1.18344259E+01          1.18344259E+01
        470.0000          1.20170304E+01          1.20170304E+01
        480.0000          1.21994635E+01          1.21994635E+01
        490.0000          1.23817234E+01          1.23817234E+01
        500.0000          1.25638082E+01          1.25638082E+01
        510.0000          1.27457170E+01          1.27457170E+01
        520.0000          1.29274489E+01          1.29274489E+01
        530.0000          1.31090035E+01          1.31090035E+01
        540.0000          1.32903806E+01          1.32903806E+01
        550.0000          1.34715804E+01          1.34715804E+01
        560.0000          1.36526032E+01          1.36526032E+01
        570.0000          1.38334494E+01          1.38334494E+01
        580.0000          1.40141198E+01          1.40141198E+01
        590.0000          1.41946151E+01          1.41946151E+01
        600.0000          1.43749364E+01          1.43749364E+01
        610.0000          1.45550846E+01          1.45550846E+01
        620.0000          1.47350609E+01          1.47350609E+01
        630.0000          1.49148665E+01          1.49148665E+01
        640.0000          1.50945028E+01          1.50945028E+01
        650.0000          1.52739710E+01          1.52739710E+01
        660.0000          1.54532725E+01          1.54532725E+01
        670.0000          1.56324089E+01          1.56324089E+01
        680.0000          1.58113814E+01          1.58113814E+01
        690.0000          1.59901917E+01          1.59901917E+01
        700.0000          1.61688413E+01          1.61688413E+01
        710.0000          1.63473316E+01          1.63473316E+01
        720.0000          1.65256643E+01          1.65256643E+01
        730.0000          1.67038408E+01          1.67038408E+01
        740.0000          1.68818627E+01          1.68818627E+01
        750.0000          1.70597316E+01          1.70597316E+01
        760.0000          1.72374490E+01          1.72374490E+01
        770.0000          1.74150165E+01          1.74150165E+01
        780.0000          1.75924356E+01          1.75924356E+01
        790.0000          1.77697078E+01          1.77697078E+01
        800.0000          1.79468346E+01          1.79468346E+01
        810.0000          1.81238177E+01          1.81238177E+01
        820.0000          1.83006584E+01          1.83006584E+01
        830.0000          1.84773583E+01          1.84773583E+01
        840.0000          1.86539187E+01          1.86539187E+01
        850.0000          1.88303413E+01          1.88303413E+01
        860.0000          1.90066274E+01          1.90066274E+01
        870.0000          1.91827785E+01          1.91827785E+01
        880.0000          1.93587960E+01          1.93587960E+01
        890.0000          1.95346812E+01          1.95346812E+01
        900.0000          1.97104355E+01          1.97104355E+01
        910.0000          1.98860603E+01          1.98860603E+01
        920.0000          2.00615570E+01          2.00615570E+01
        930.0000          2.02369269E+01          2.02369269E+01
        940.0000          2.04121712E+01          2.04121712E+01
        950.0000          2.05872912E+01          2.05872912E+01
        960.0000          2.07622883E+01          2.07622883E+01
        970.0000          2.09371637E+01          2.09371637E+01
        980.0000          2.11119186E+01          2.11119186E+01
        990.0000          2.12865543E+01          2.12865543E+01
       1000.0000          2.14610718E+01          2.14610718E+01
       1100.0000          2.32000061E+01          2.32000061E+01
       1200.0000          2.49283314E+01          2.49283314E+01
       1300.0000          2.66469886E+01          2.66469886E+01
       1400.0000          2.83567885E+01          2.83567885E+01
       1500.0000          3.00584321E+01          3.00584321E+01
       1600.0000          3.17525285E+01          3.17525285E+01
       1700.0000          3.34396098E+01          3.34396098E+01
       1800.0000          3.51201434E+01          3.51201434E+01
       1843.9990          3.58575953E+01          3.58575953E+01
       1844.0010          3.58576288E+01          3.58576288E+01
       1900.0000          3.67945421E+01          3.67945421E+01
       2000.0000          3.84631722E+01          3.84631722E+01
       2100.0000          4.01263604E+01          4.01263604E+01
       2200.0000          4.17843994E+01          4.17843994E+01
       2300.0000          4.34375526E+01          4.34375526E+01
       2400.0000          4.50860579E+01          4.50860579E+01
       2500.0000          4.67301311E+01          4.67301311E+01
       2600.0000          4.83699684E+01          4.83699684E+01
       2700.0000          5.00057493E+01          5.00057493E+01
       2800.0000          5.16376378E+01          5.16376378E+01
       2900.0000          5.32657847E+01          5.32657847E+01
       3000.0000          5.48903288E+01          5.48903288E+01
       3100.0000          5.65113985E+01          5.65113985E+01
       3200.0000          5.81291123E+01          5.81291123E+01
       3300.0000          5.97435805E+01          5.97435805E+01
       3400.0000          6.13549054E+01          6.13549054E+01
       3500.0000          6.29631824E+01          6.29631824E+01
       3600.0000          6.45685006E+01          6.45685006E+01
       3700.0000          6.61709432E+01          6.61709432E+01
       3800.0000          6.77705883E+01          6.77705883E+01
       3900.0000          6.93675092E+01          6.93675092E+01
       4000.0000          7.09617745E+01          7.09617745E+01
       4100.0000          7.25534493E+01          7.25534493E+01
       4200.0000          7.41425945E+01          7.41425945E+01
       4300.0000          7.57292678E+01          7.57292678E+01
       4400.0000          7.73135238E+01          7.73135238E+01
       4500.0000          7.88954141E+01          7.88954141E+01
       4600.0000          8.04749876E+01          8.04749876E+01
       4700.0000          8.20522906E+01          8.20522906E+01
       4800.0000          8.36273674E+01          8.36273674E+01
       4900.0000          8.52002597E+01          8.52002597E+01
       5000.0000          8.67710075E+01          8.67710075E+01
       5100.0000          8.83396488E+01          8.83396488E+01
       5200.0000          8.99062199E+01          8.99062199E+01
       5300.0000          9.14707555E+01          9.14707555E+01
       5400.0000          9.30332884E+01          9.30332884E+01
       5500.0000          9.45938505E+01          9.45938505E+01
       5600.0000          9.61524720E+01          9.61524720E+01
       5700.0000          9.77091819E+01          9.77091819E+01
       5800.0000          9.92640079E+01          9.92640079E+01
       5900.0000          1.00816977E+02          1.00816977E+02
       6000.0000          1.02368114E+02          1.02368114E+02
       6100.0000          1.03917445E+02          1.03917445E+02
       6200.0000          1.05464992E+02          1.05464992E+02
       6300.0000          1.07010779E+02          1.07010779E+02
       6400.0000          1.08554827E+02          1.08554827E+02
       6500.0000          1.10097157E+02          1.10097157E+02
       6600.0000          1.11637791E+02          1.11637791E+02
       6700.0000          1.13176747E+02          1.13176747E+02
       6800.0000          1.14714044E+02          1.14714044E+02
       6900.0000          1.16249701E+02          1.16249701E+02
       7000.0000          1.17783735E+02          1.17783735E+02
       7100.0000          1.19316163E+02          1.19316163E+02
       7200.0000          1.20847003E+02          1.20847003E+02
       7300.0000          1.22376269E+02          1.22376269E+02
       7400.0000          1.23903978E+02          1.23903978E+02
       7500.0000          1.25430144E+02          1.25430144E+02
       7600.0000          1.26954782E+02          1.26954782E+02
       7700.0000          1.28477905E+02          1.28477905E+02
       7800.0000          1.29999528E+02          1.29999528E+02
       7900.0000          1.31519664E+02          1.31519664E+02
       8000.0000          1.33038325E+02          1.33038325E+02
       8100.0000          1.34555524E+02          1.34555524E+02
       8200.0000          1.36071274E+02          1.36071274E+02
       8300.0000          1.37585585E+02          1.37585585E+02
       8400.0000          1.39098470E+02          1.39098470E+02
       8500.0000          1.40609939E+02          1.40609939E+02
       8600.0000          1.42120003E+02          1.42120003E+02
       8700.0000          1.43628673E+02          1.43628673E+02
       8800.0000          1.45135960E+02          1.45135960E+02
       8900.0000          1.46641872E+02          1.46641872E+02
       9000.0000          1.48146420E+02          1.48146420E+02
       9100.0000          1.49649614E+02          1.49649614E+02
       9200.0000          1.51151462E+02          1.51151462E+02
       9300.0000          1.52651974E+02          1.52651974E+02
       9400.0000          1.54151158E+02          1.54151158E+02
       9500.0000          1.55649023E+02          1.55649023E+02
       9600.0000          1.57145577E+02          1.57145577E+02
       9700.0000          1.58640829E+02          1.58640829E+02
       9800.0000          1.60134786E+02          1.60134786E+02
       9900.0000          1.61627457E+02          1.61627457E+02
      10000.0000          1.63118848E+02          1.63118848E+02
      11000.0000          1.77963977E+02          1.77963977E+02
      12000.0000          1.92688472E+02          1.92688472E+02
      13000.0000          2.07297775E+02          2.07297775E+02
      14000.0000          2.21796421E+02          2.21796421E+02
      15000.0000          2.36188262E+02          2.36188262E+02
      16000.0000          2.50476616E+02          2.50476616E+02
      17000.0000          2.64664383E+02          2.64664383E+02
      18000.0000          2.78754125E+02          2.78754125E+02
      19000.0000          2.92748133E+02          2.92748133E+02
      20000.0000          3.06648472E+02          3.06648472E+02
      21000.0000          3.20457022E+02          3.20457022E+02
      22000.0000          3.34175501E+02          3.34175501E+02
      23000.0000          3.47805499E+02          3.47805499E+02
      24000.0000          3.61348486E+02          3.61348486E+02
      25000.0000          3.74805837E+02          3.74805837E+02
      26000.0000          3.88178841E+02          3.88178841E+02
      27000.0000          4.01468709E+02          4.01468709E+02
      28000.0000          4.14676589E+02          4.14676589E+02
      29000.0000          4.27803568E+02          4.27803568E+02
      30000.0000          4.40850684E+02          4.40850684E+02
      31000.0000          4.53818925E+02          4.53818925E+02
      32000.0000          4.66709238E+02          4.66709238E+02
      33000.0000          4.79522534E+02          4.79522534E+02
      34000.0000          4.92259687E+02          4.92259687E+02
      35000.0000          5.04921541E+02          5.04921541E+02
      36000.0000          5.17508912E+02          5.17508912E+02
      37000.0000          5.30022587E+02          5.30022587E+02
      38000.0000          5.42463331E+02          5.42463331E+02
      39000.0000          5.54831888E+02          5.54831888E+02
      40000.0000          5.67128977E+02          5.67128977E+02
      41000.0000          5.79355301E+02          5.79355301E+02
      42000.0000          5.91511545E+02          5.91511545E+02
      43000.0000          6.03598375E+02          6.03598375E+02
      44000.0000          6.15616444E+02          6.15616444E+02
      45000.0000          6.27566388E+02          6.27566388E+02
      46000.0000          6.39448829E+02          6.39448829E+02
      47000.0000          6.51264378E+02          6.51264378E+02
      48000.0000          6.63013632E+02          6.63013632E+02
      49000.0000          6.74697176E+02          6.74697176E+02
      50000.0000          6.86315584E+02          6.86315584E+02
