#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          1.84985925E+03          1.84985925E+03
          0.2000          1.00000000E+30          1.16215318E+03          1.16215318E+03
          0.3000          1.00000000E+30          8.42690690E+02          8.42690690E+02
          0.4000          1.00000000E+30          6.65067075E+02          6.65067075E+02
          0.5000          1.00000000E+30          5.49776456E+02          5.49776456E+02
          0.6000          1.00000000E+30          4.69266573E+02          4.69266573E+02
          0.7000          1.00000000E+30          4.09978970E+02          4.09978970E+02
          0.8000          1.00000000E+30          3.64541992E+02          3.64541992E+02
          0.9000          1.00000000E+30          3.28717494E+02          3.28717494E+02
          1.0000          1.00000000E+30          2.99661819E+02          2.99661819E+02
          2.0000          1.00000000E+30          1.65001941E+02          1.65001941E+02
          3.0000          1.00000000E+30          1.18253697E+02          1.18253697E+02
          4.0000          1.00000000E+30          9.42247119E+01          9.42247119E+01
          5.0000          1.00000000E+30          7.94293827E+01          7.94293827E+01
          6.0000          1.00000000E+30          6.93081255E+01          6.93081255E+01
          7.0000          1.00000000E+30          6.18946323E+01          6.18946323E+01
          8.0000          1.00000000E+30          5.61945822E+01          5.61945822E+01
          9.0000          1.00000000E+30          5.16508983E+01          5.16508983E+01
         10.0000          1.00000000E+30          4.79255498E+01          4.79255498E+01
         11.0000          1.00000000E+30          4.48022701E+01          4.48022701E+01
         12.0000          1.00000000E+30          4.21355210E+01          4.21355210E+01
         13.0000          1.00000000E+30          3.98240546E+01          3.98240546E+01
         14.0000          1.00000000E+30          3.77942661E+01          3.77942661E+01
         15.0000          1.00000000E+30          3.59919013E+01          3.59919013E+01
         16.0000          1.00000000E+30          3.43761301E+01          3.43761301E+01
         17.0000          1.00000000E+30          3.29152028E+01          3.29152028E+01
         18.0000          1.00000000E+30          3.15843821E+01          3.15843821E+01
         19.0000          1.00000000E+30          3.03639392E+01          3.03639392E+01
         20.0000          1.00000000E+30          2.92379372E+01          2.92379372E+01
         21.0000          1.00000000E+30          2.81933598E+01          2.81933598E+01
         22.0000          1.00000000E+30          2.72195436E+01          2.72195436E+01
         23.0000          1.00000000E+30          2.63075917E+01          2.63075917E+01
         24.0000          1.00000000E+30          2.54500067E+01          2.54500067E+01
         25.0000          1.00000000E+30          2.46404678E+01          2.46404678E+01
         26.0000          1.00000000E+30          2.38735885E+01          2.38735885E+01
         27.0000          1.00000000E+30          2.31447518E+01          2.31447518E+01
         28.0000          1.00000000E+30          2.24499820E+01          2.24499820E+01
         29.0000          1.00000000E+30          2.17858250E+01          2.17858250E+01
         30.0000          1.00000000E+30          2.11492787E+01          2.11492787E+01
         31.0000          1.00000000E+30          2.05377113E+01          2.05377113E+01
         32.0000          1.00000000E+30          1.99488214E+01          1.99488214E+01
         33.0000          1.00000000E+30          1.93805742E+01          1.93805742E+01
         34.0000          1.00000000E+30          1.88311762E+01          1.88311762E+01
         35.0000          1.00000000E+30          1.82990403E+01          1.82990403E+01
         36.0000          1.00000000E+30          1.77827615E+01          1.77827615E+01
         37.0000          1.00000000E+30          1.72810949E+01          1.72810949E+01
         38.0000          1.00000000E+30          1.67929397E+01          1.67929397E+01
         39.0000          1.00000000E+30          1.63173238E+01          1.63173238E+01
         40.0000          1.00000000E+30          1.58533945E+01          1.58533945E+01
         41.0000          1.00000000E+30          1.54004074E+01          1.54004074E+01
         42.0000          1.00000000E+30          1.49577210E+01          1.49577210E+01
         43.0000          1.00000000E+30          1.45247912E+01          1.45247912E+01
         44.0000          1.00000000E+30          1.41011688E+01          1.41011688E+01
         45.0000          1.00000000E+30          1.36864960E+01          1.36864960E+01
         46.0000          1.00000000E+30          1.32805068E+01          1.32805068E+01
         47.0000          1.00000000E+30          1.28830269E+01          1.28830269E+01
         48.0000          1.00000000E+30          1.24939741E+01          1.24939741E+01
         49.0000          1.00000000E+30          1.21133593E+01          1.21133593E+01
         50.0000          1.00000000E+30          1.17412869E+01          1.17412869E+01
         51.0000          1.00000000E+30          1.13779534E+01          1.13779534E+01
         52.0000          1.00000000E+30          1.10236449E+01          1.10236449E+01
         53.0000          1.00000000E+30          1.06787305E+01          1.06787305E+01
         54.0000          1.00000000E+30          1.03436524E+01          1.03436524E+01
         55.0000          1.00000000E+30          1.00189115E+01          1.00189115E+01
         56.0000          1.00000000E+30          9.70504666E+00          9.70504666E+00
         57.0000          1.00000000E+30          9.40261133E+00          9.40261133E+00
         58.0000          1.00000000E+30          9.11214336E+00          9.11214336E+00
         59.0000          1.00000000E+30          8.83413564E+00          8.83413564E+00
         60.0000          1.00000000E+30          8.56900698E+00          8.56900698E+00
         61.0000          1.00000000E+30          8.31707462E+00          8.31707462E+00
         62.0000          1.00000000E+30          8.07853521E+00          8.07853521E+00
         63.0000          1.00000000E+30          7.85345266E+00          7.85345266E+00
         64.0000          1.00000000E+30          7.64175506E+00          7.64175506E+00
         65.0000          1.00000000E+30          7.44324006E+00          7.44324006E+00
         66.0000          1.00000000E+30          7.25758731E+00          7.25758731E+00
         67.0000          1.00000000E+30          7.08437592E+00          7.08437592E+00
         68.0000          1.00000000E+30          6.92310473E+00          6.92310473E+00
         69.0000          1.00000000E+30          6.77321334E+00          6.77321334E+00
         70.0000          1.00000000E+30          6.63410219E+00          6.63410219E+00
         71.0000          1.00000000E+30          6.50515062E+00          6.50515062E+00
         72.0000          1.00000000E+30          6.38573228E+00          6.38573228E+00
         73.0000          1.00000000E+30          6.27522749E+00          6.27522749E+00
         74.0000          1.00000000E+30          6.17303291E+00          6.17303291E+00
         75.0000          1.00000000E+30          6.07856850E+00          6.07856850E+00
         76.0000          1.00000000E+30          5.99128240E+00          5.99128240E+00
         77.0000          1.00000000E+30          5.91065370E+00          5.91065370E+00
         78.0000          1.00000000E+30          5.83619406E+00          5.83619406E+00
         79.0000          1.00000000E+30          5.76744804E+00          5.76744804E+00
         80.0000          1.00000000E+30          5.70399266E+00          5.70399266E+00
         81.0000          1.00000000E+30          5.64543636E+00          5.64543636E+00
         82.0000          1.00000000E+30          5.59141755E+00          5.59141755E+00
         83.0000          1.00000000E+30          5.54160300E+00          5.54160300E+00
         84.0000          1.00000000E+30          5.49568597E+00          5.49568597E+00
