#Energy      C  Total
        490.0000          1.15494513E+01          1.15494513E+01
        500.0000          1.17650910E+01          1.17650910E+01
        510.0000          1.19806364E+01          1.19806364E+01
        520.0000          1.21960896E+01          1.21960896E+01
        530.0000          1.24114524E+01          1.24114524E+01
        540.0000          1.26267265E+01          1.26267265E+01
        550.0000          1.28419137E+01          1.28419137E+01
        560.0000          1.30570157E+01          1.30570157E+01
        570.0000          1.32720341E+01          1.32720341E+01
        580.0000          1.34869705E+01          1.34869705E+01
        590.0000          1.37018263E+01          1.37018263E+01
        600.0000          1.39166030E+01          1.39166030E+01
        610.0000          1.41313020E+01          1.41313020E+01
        620.0000          1.43459247E+01          1.43459247E+01
        630.0000          1.45604724E+01          1.45604724E+01
        640.0000          1.47749464E+01          1.47749464E+01
        650.0000          1.49893478E+01          1.49893478E+01
        660.0000          1.52036780E+01          1.52036780E+01
        670.0000          1.54179380E+01          1.54179380E+01
        680.0000          1.56321289E+01          1.56321289E+01
        690.0000          1.58462519E+01          1.58462519E+01
        700.0000          1.60603080E+01          1.60603080E+01
        710.0000          1.62742982E+01          1.62742982E+01
        720.0000          1.64882236E+01          1.64882236E+01
        730.0000          1.67020850E+01          1.67020850E+01
        740.0000          1.69158834E+01          1.69158834E+01
        750.0000          1.71296197E+01          1.71296197E+01
        760.0000          1.73432948E+01          1.73432948E+01
        770.0000          1.75569095E+01          1.75569095E+01
        780.0000          1.77704647E+01          1.77704647E+01
        790.0000          1.79839612E+01          1.79839612E+01
        800.0000          1.81973998E+01          1.81973998E+01
        810.0000          1.84107812E+01          1.84107812E+01
        820.0000          1.86241062E+01          1.86241062E+01
        830.0000          1.88373754E+01          1.88373754E+01
        840.0000          1.90505897E+01          1.90505897E+01
        850.0000          1.92637497E+01          1.92637497E+01
        860.0000          1.94768560E+01          1.94768560E+01
        870.0000          1.96899093E+01          1.96899093E+01
        880.0000          1.99029103E+01          1.99029103E+01
        890.0000          2.01158595E+01          2.01158595E+01
        900.0000          2.03287576E+01          2.03287576E+01
        910.0000          2.05416052E+01          2.05416052E+01
        920.0000          2.07544027E+01          2.07544027E+01
        930.0000          2.09671509E+01          2.09671509E+01
        940.0000          2.11798502E+01          2.11798502E+01
        950.0000          2.13925012E+01          2.13925012E+01
        960.0000          2.16051044E+01          2.16051044E+01
        970.0000          2.18176603E+01          2.18176603E+01
        980.0000          2.20301693E+01          2.20301693E+01
        990.0000          2.22426321E+01          2.22426321E+01
       1000.0000          2.24550490E+01          2.24550490E+01
       1100.0000          2.45767940E+01          2.45767940E+01
       1200.0000          2.66944066E+01          2.66944066E+01
       1300.0000          2.88082226E+01          2.88082226E+01
       1400.0000          3.09185190E+01          3.09185190E+01
       1500.0000          3.30255269E+01          3.30255269E+01
       1600.0000          3.51294419E+01          3.51294419E+01
       1700.0000          3.72304313E+01          3.72304313E+01
       1800.0000          3.93286392E+01          3.93286392E+01
       1900.0000          4.14241912E+01          4.14241912E+01
       2000.0000          4.35171972E+01          4.35171972E+01
       2100.0000          4.56077542E+01          4.56077542E+01
       2200.0000          4.76959485E+01          4.76959485E+01
       2300.0000          4.97818568E+01          4.97818568E+01
       2400.0000          5.18655484E+01          5.18655484E+01
       2500.0000          5.39470853E+01          5.39470853E+01
       2600.0000          5.60265239E+01          5.60265239E+01
       2700.0000          5.81039156E+01          5.81039156E+01
       2800.0000          6.01793070E+01          6.01793070E+01
       2900.0000          6.22527409E+01          6.22527409E+01
       3000.0000          6.43242566E+01          6.43242566E+01
       3100.0000          6.63938904E+01          6.63938904E+01
       3200.0000          6.84616758E+01          6.84616758E+01
       3300.0000          7.05276437E+01          7.05276437E+01
       3400.0000          7.25918230E+01          7.25918230E+01
       3500.0000          7.46542404E+01          7.46542404E+01
       3600.0000          7.67149210E+01          7.67149210E+01
       3700.0000          7.87738881E+01          7.87738881E+01
       3800.0000          8.08311637E+01          8.08311637E+01
       3900.0000          8.28867684E+01          8.28867684E+01
       4000.0000          8.49407214E+01          8.49407214E+01
       4100.0000          8.69930410E+01          8.69930410E+01
       4200.0000          8.90437443E+01          8.90437443E+01
       4300.0000          9.10928477E+01          9.10928477E+01
       4400.0000          9.31403664E+01          9.31403664E+01
       4500.0000          9.51863151E+01          9.51863151E+01
       4600.0000          9.72307075E+01          9.72307075E+01
       4700.0000          9.92735568E+01          9.92735568E+01
       4800.0000          1.01314876E+02          1.01314876E+02
       4900.0000          1.03354676E+02          1.03354676E+02
       5000.0000          1.05392968E+02          1.05392968E+02
       5100.0000          1.07429764E+02          1.07429764E+02
       5200.0000          1.09465075E+02          1.09465075E+02
       5300.0000          1.11498908E+02          1.11498908E+02
       5400.0000          1.13531276E+02          1.13531276E+02
       5500.0000          1.15562185E+02          1.15562185E+02
       5600.0000          1.17591646E+02          1.17591646E+02
       5700.0000          1.19619666E+02          1.19619666E+02
       5800.0000          1.21646254E+02          1.21646254E+02
       5900.0000          1.23671417E+02          1.23671417E+02
       6000.0000          1.25695164E+02          1.25695164E+02
       6100.0000          1.27717500E+02          1.27717500E+02
       6200.0000          1.29738433E+02          1.29738433E+02
       6300.0000          1.31757971E+02          1.31757971E+02
       6400.0000          1.33776118E+02          1.33776118E+02
       6500.0000          1.35792882E+02          1.35792882E+02
       6600.0000          1.37808269E+02          1.37808269E+02
       6700.0000          1.39822284E+02          1.39822284E+02
       6800.0000          1.41834933E+02          1.41834933E+02
       6900.0000          1.43846222E+02          1.43846222E+02
       7000.0000          1.45856156E+02          1.45856156E+02
       7100.0000          1.47864741E+02          1.47864741E+02
       7200.0000          1.49871980E+02          1.49871980E+02
       7300.0000          1.51877880E+02          1.51877880E+02
       7400.0000          1.53882445E+02          1.53882445E+02
       7500.0000          1.55885680E+02          1.55885680E+02
       7600.0000          1.57887588E+02          1.57887588E+02
       7700.0000          1.59888175E+02          1.59888175E+02
       7800.0000          1.61887445E+02          1.61887445E+02
       7900.0000          1.63885402E+02          1.63885402E+02
       8000.0000          1.65882050E+02          1.65882050E+02
       8100.0000          1.67877393E+02          1.67877393E+02
       8200.0000          1.69871435E+02          1.69871435E+02
       8300.0000          1.71864180E+02          1.71864180E+02
       8400.0000          1.73855630E+02          1.73855630E+02
       8500.0000          1.75845791E+02          1.75845791E+02
       8600.0000          1.77834666E+02          1.77834666E+02
       8700.0000          1.79822257E+02          1.79822257E+02
       8800.0000          1.81808569E+02          1.81808569E+02
       8900.0000          1.83793604E+02          1.83793604E+02
       9000.0000          1.85777366E+02          1.85777366E+02
       9100.0000          1.87759859E+02          1.87759859E+02
       9200.0000          1.89741084E+02          1.89741084E+02
       9300.0000          1.91721046E+02          1.91721046E+02
       9400.0000          1.93699747E+02          1.93699747E+02
       9500.0000          1.95677190E+02          1.95677190E+02
       9600.0000          1.97653379E+02          1.97653379E+02
       9700.0000          1.99628315E+02          1.99628315E+02
       9800.0000          2.01602002E+02          2.01602002E+02
       9900.0000          2.03574442E+02          2.03574442E+02
      10000.0000          2.05545638E+02          2.05545638E+02
      11000.0000          2.25189746E+02          2.25189746E+02
      12000.0000          2.44712117E+02          2.44712117E+02
      13000.0000          2.64114851E+02          2.64114851E+02
      14000.0000          2.83399805E+02          2.83399805E+02
      15000.0000          3.02568654E+02          3.02568654E+02
      16000.0000          3.21622925E+02          3.21622925E+02
      17000.0000          3.40564031E+02          3.40564031E+02
      18000.0000          3.59393292E+02          3.59393292E+02
      19000.0000          3.78111952E+02          3.78111952E+02
      20000.0000          3.96721190E+02          3.96721190E+02
      21000.0000          4.15222128E+02          4.15222128E+02
      22000.0000          4.33615846E+02          4.33615846E+02
      23000.0000          4.51903380E+02          4.51903380E+02
      24000.0000          4.70085733E+02          4.70085733E+02
      25000.0000          4.88163874E+02          4.88163874E+02
      26000.0000          5.06138746E+02          5.06138746E+02
      27000.0000          5.24011268E+02          5.24011268E+02
      28000.0000          5.41782333E+02          5.41782333E+02
      29000.0000          5.59452818E+02          5.59452818E+02
      30000.0000          5.77023576E+02          5.77023576E+02
      31000.0000          5.94495447E+02          5.94495447E+02
      32000.0000          6.11869252E+02          6.11869252E+02
      33000.0000          6.29145797E+02          6.29145797E+02
      34000.0000          6.46325877E+02          6.46325877E+02
      35000.0000          6.63410270E+02          6.63410270E+02
      36000.0000          6.80399743E+02          6.80399743E+02
      37000.0000          6.97295051E+02          6.97295051E+02
      38000.0000          7.14096939E+02          7.14096939E+02
      39000.0000          7.30806140E+02          7.30806140E+02
      40000.0000          7.47423376E+02          7.47423376E+02
      41000.0000          7.63949360E+02          7.63949360E+02
      42000.0000          7.80384798E+02          7.80384798E+02
      43000.0000          7.96730382E+02          7.96730382E+02
      44000.0000          8.12986799E+02          8.12986799E+02
      45000.0000          8.29154727E+02          8.29154727E+02
      46000.0000          8.45234834E+02          8.45234834E+02
      47000.0000          8.61227782E+02          8.61227782E+02
      48000.0000          8.77134224E+02          8.77134224E+02
      49000.0000          8.92954807E+02          8.92954807E+02
      50000.0000          9.08690169E+02          9.08690169E+02
