#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   Cl-K-shell   Cl-L1-shell   Cl-L2-shell   Cl-L3-shell   Valence  Total
         47.0000          1.00000000E+30          1.00000000E+30          2.60969547E+03          1.28358876E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.51280271E+03          7.22624819E+02
         48.0000          1.00000000E+30          1.00000000E+30          2.50463822E+03          1.23333851E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.43910703E+03          6.96700400E+02
         49.0000          1.00000000E+30          1.00000000E+30          2.40623840E+03          1.18615559E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32964978E+03          6.71315887E+02
         50.0000          1.00000000E+30          1.00000000E+30          2.33268057E+03          1.15110221E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25783383E+03          6.52620043E+02
         51.0000          1.00000000E+30          1.00000000E+30          2.26827708E+03          1.12019937E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.19748750E+03          6.36213566E+02
         52.0000          1.00000000E+30          1.00000000E+30          2.20321003E+03          1.08905596E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15075259E+03          6.19951343E+02
         53.0000          1.00000000E+30          1.00000000E+30          2.15905577E+03          1.06811177E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09380658E+03          6.08395195E+02
         54.0000          1.00000000E+30          1.00000000E+30          2.12239123E+03          1.05080445E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06782792E+03          5.99286863E+02
         55.0000          1.00000000E+30          1.00000000E+30          2.08101448E+03          1.03111264E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.02314639E+03          5.88608307E+02
         56.0000          1.00000000E+30          1.00000000E+30          2.05882478E+03          1.02083083E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.99465365E+03          5.82871904E+02
         57.0000          1.00000000E+30          1.00000000E+30          2.02844836E+03          1.00647624E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97380947E+03          5.75307530E+02
         58.0000          1.00000000E+30          1.00000000E+30          2.01694467E+03          1.00140274E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95450377E+03          5.72319796E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.99582892E+03          9.91563812E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93469016E+03          5.66989038E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.99429854E+03          9.91372387E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91864587E+03          5.66468788E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.98139185E+03          9.85555466E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.91380860E+03          5.63425496E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.98774226E+03          9.89116060E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90601317E+03          5.64939017E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.98256081E+03          9.87054957E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.89257006E+03          5.63566769E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.99429410E+03          9.93446930E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90906764E+03          5.66944099E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.99587888E+03          9.94771921E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90475441E+03          5.67412582E+02
         65.9990          1.00000000E+30          1.00000000E+30          2.01410343E+03          1.00404138E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90075073E+03          5.71809354E+02
         66.0000          1.00000000E+30          1.00000000E+30          2.01411176E+03          1.00404593E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90074673E+03          5.71811417E+02
         66.0010          1.00000000E+30          1.28081758E+04          2.01412008E+03          1.00405049E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90074272E+03          5.47376191E+02
         67.0000          1.00000000E+30          1.22178295E+04          2.02247520E+03          1.00862185E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.92693699E+03          5.48728613E+02
         68.0000          1.00000000E+30          1.17454353E+04          2.04336474E+03          1.01943727E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93114373E+03          5.52534855E+02
         69.0000          1.00000000E+30          1.12850306E+04          2.05773434E+03          1.02702351E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.93510327E+03          5.54817395E+02
         70.0000          1.00000000E+30          1.09525500E+04          2.07230748E+03          1.03472351E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.96480913E+03          5.57874605E+02
         71.0000          1.00000000E+30          1.06591694E+04          2.10241258E+03          1.05018048E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.98041585E+03          5.64045287E+02
         72.0000          1.00000000E+30          1.03514926E+04          2.12286094E+03          1.06084445E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.99245630E+03          5.67928677E+02
         73.0000          1.00000000E+30          1.01389713E+04          2.14371097E+03          1.07172722E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.02108555E+03          5.72451642E+02
         74.0000          1.00000000E+30          9.89397671E+03          2.17994941E+03          1.09000677E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.04591782E+03          5.79916549E+02
         75.0000          1.00000000E+30          9.73806181E+03          2.20661348E+03          1.10373772E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.06745480E+03          5.85569471E+02
         76.0000          1.00000000E+30          9.59289312E+03          2.24295948E+03          1.11781903E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.09995762E+03          5.92210937E+02
         77.0000          1.00000000E+30          9.42853960E+03          2.27461998E+03          1.13852546E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13049041E+03          6.00194737E+02
         78.0000          1.00000000E+30          9.32800370E+03          2.30718709E+03          1.15525546E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.15624424E+03          6.07222223E+02
         79.0000          1.00000000E+30          9.19907613E+03          2.34803026E+03          1.17248447E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.18244765E+03          6.14786980E+02
         80.0000          1.00000000E+30          9.07366394E+03          2.38516163E+03          1.19419357E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22164718E+03          6.23547363E+02
         81.0000          1.00000000E+30          9.03212102E+03          2.42348624E+03          1.21378396E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.25943351E+03          6.32116238E+02
         82.0000          1.00000000E+30          8.93762108E+03          2.46306256E+03          1.23402783E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.29139106E+03          6.40506508E+02
         83.0000          1.00000000E+30          8.91236178E+03          2.50871080E+03          1.25495841E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32421593E+03          6.49810679E+02
         84.0000          1.00000000E+30          8.84549231E+03          2.55237690E+03          1.27811861E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36979370E+03          6.59592600E+02
         85.0000          1.00000000E+30          8.77961881E+03          2.59759001E+03          1.30097597E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41226197E+03          6.69269138E+02
         86.0000          1.00000000E+30          8.71471920E+03          2.64667158E+03          1.32466577E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.45100901E+03          6.79275373E+02
         87.0000          1.00000000E+30          8.74713676E+03          2.69609340E+03          1.34989458E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.48667549E+03          6.90173554E+02
         88.0000          1.00000000E+30          8.70678330E+03          2.73838152E+03          1.37564553E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.52540171E+03          7.00310273E+02
         89.0000          1.00000000E+30          8.66680046E+03          2.78818899E+03          1.39765862E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.57753249E+03          7.10237775E+02
         90.0000          1.00000000E+30          8.70970569E+03          2.84281320E+03          1.42363196E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.62638338E+03          7.21938796E+02
         91.0000          1.00000000E+30          8.69091071E+03          2.89759316E+03          1.45131536E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.67106944E+03          7.33519318E+02
         92.0000          1.00000000E+30          8.67219666E+03          2.95452578E+03          1.47960210E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.71682498E+03          7.45356858E+02
         93.0000          1.00000000E+30          8.72305772E+03          2.99906477E+03          1.50901341E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.76348578E+03          7.57179433E+02
         94.0000          1.00000000E+30          8.72224293E+03          3.05557867E+03          1.53201434E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.81328090E+03          7.67805272E+02
         95.0000          1.00000000E+30          8.72142829E+03          3.11426335E+03          1.56120006E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.86188494E+03          7.80044719E+02
         96.0000          1.00000000E+30          8.72061380E+03          3.17368163E+03          1.59151939E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91531393E+03          7.92682909E+02
         97.0000          1.00000000E+30          8.79622337E+03          3.23660288E+03          1.62077795E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.96666404E+03          8.05814028E+02
         98.0000          1.00000000E+30          8.81219050E+03          3.28667072E+03          1.65284029E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.01747705E+03          8.18289819E+02
         99.0000          1.00000000E+30          8.82821570E+03          3.34873187E+03          1.68619674E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07556086E+03          8.31969703E+02
        100.0000          1.00000000E+30          8.89105494E+03          3.41318189E+03          1.71000798E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.13105598E+03          8.43783173E+02
        110.0000          1.00000000E+30          9.36313353E+03          4.08735612E+03          2.04887865E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.70862154E+03          9.85508809E+02
        120.0000          1.00000000E+30          1.00054813E+04          4.84593112E+03          2.43190337E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35840601E+03          1.14314903E+03
        130.0000          1.00000000E+30          1.08049668E+04          5.70823849E+03          2.86761604E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06615784E+03          1.31930165E+03
        140.0000          1.00000000E+30          1.16660717E+04          6.64697194E+03          3.35165584E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.84602333E+03          1.51062835E+03
        150.0000          1.00000000E+30          1.25767162E+04          7.73260037E+03          3.88606370E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.68899405E+03          1.72042260E+03
        160.0000          1.00000000E+30          1.35510883E+04          8.93856480E+03          4.47849170E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.59330273E+03          1.94856398E+03
        170.0000          1.00000000E+30          1.46294393E+04          1.02218585E+04          5.15851341E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05874555E+04          2.20026559E+03
        180.0000          1.00000000E+30          1.56900052E+04          1.16688636E+04          5.88155038E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16557514E+04          2.46760807E+03
        190.0000          1.00000000E+30          1.68874335E+04          1.32969179E+04          6.69014669E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.27964459E+04          2.76211598E+03
        200.0000          1.00000000E+30          1.79939696E+04          1.50650537E+04          7.60905390E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40324897E+04          3.08034903E+03
        205.9990          1.00000000E+30          1.88069461E+04          1.62375528E+04          8.19790538E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.47801305E+04          3.28516991E+03
        206.0010          1.00000000E+30          1.88072294E+04          1.62379751E+04          8.19812806E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08756410E+04          1.47804064E+04          2.52308698E+03
        207.9990          1.00000000E+30          1.90945613E+04          1.66711388E+04          8.35943338E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.64742392E+03          1.50501175E+04          1.94704883E+03
        208.0010          1.00000000E+30          1.90948534E+04          1.66715839E+04          8.35964510E+03          1.00000000E+30          1.00000000E+30          2.05699419E+04          4.64344437E+03          1.50504000E+04          1.77812500E+03
        210.0000          1.00000000E+30          1.92303788E+04          1.70128476E+04          8.57676284E+03          1.00000000E+30          1.00000000E+30          8.53376127E+03          2.33730415E+03          1.53377694E+04          1.19389050E+03
        220.0000          1.00000000E+30          2.05716471E+04          1.91888961E+04          9.63305059E+03          1.00000000E+30          1.00000000E+30          3.87261695E+03          1.63395986E+03          1.66592063E+04          8.81217465E+02
        230.0000          1.00000000E+30          2.19264014E+04          2.14292029E+04          1.07813698E+04          1.00000000E+30          1.00000000E+30          3.89864298E+03          1.73947553E+03          1.80963451E+04          9.33122885E+02
        240.0000          1.00000000E+30          2.34418363E+04          2.38864069E+04          1.20783950E+04          1.00000000E+30          1.00000000E+30          4.26756287E+03          1.99918769E+03          1.95934918E+04          1.04944751E+03
        250.0000          1.00000000E+30          2.49849343E+04          2.67228363E+04          1.34285419E+04          1.00000000E+30          1.00000000E+30          4.71964812E+03          2.27138860E+03          2.11524271E+04          1.17463406E+03
        260.0000          1.00000000E+30          2.65051311E+04          2.94631381E+04          1.48469593E+04          1.00000000E+30          1.00000000E+30          5.22550096E+03          2.56929401E+03          2.28278607E+04          1.30991137E+03
        270.0000          1.00000000E+30          2.81574547E+04          3.26186786E+04          1.64089497E+04          1.00000000E+30          1.00000000E+30          5.71301658E+03          2.88891430E+03          2.44734247E+04          1.45103230E+03
        276.9990          1.00000000E+30          2.94687650E+04          3.48221764E+04          1.75776048E+04          1.00000000E+30          1.00000000E+30          5.93313880E+03          2.99564822E+03          2.57220822E+04          1.51335919E+03
        277.0010          1.00000000E+30          2.94691572E+04          3.48228741E+04          1.75779656E+04          1.00000000E+30          1.66005263E+04          5.93321968E+03          2.99569691E+03          2.57224665E+04          1.38694290E+03
        280.0000          1.00000000E+30          2.98355535E+04          3.59015101E+04          1.80741551E+04          1.00000000E+30          1.64651545E+04          6.05703971E+03          3.04506699E+03          2.62789945E+04          1.41047038E+03
        290.0000          1.00000000E+30          3.16641568E+04          3.95677030E+04          1.98995019E+04          1.00000000E+30          1.62366949E+04          6.49825596E+03          3.27672420E+03          2.81667824E+04          1.50768371E+03
        300.0000          1.00000000E+30          3.35560200E+04          4.32460650E+04          2.17833087E+04          1.00000000E+30          1.63687950E+04          6.98174952E+03          3.52283017E+03          3.01195859E+04          1.61233838E+03
        310.0000          1.00000000E+30          3.54683319E+04          4.71026522E+04          2.37717979E+04          1.00000000E+30          1.67324098E+04          7.47211430E+03          3.75143629E+03          3.21583853E+04          1.71601088E+03
        320.0000          1.00000000E+30          3.73937175E+04          5.15861509E+04          2.60012234E+04          1.00000000E+30          1.73127333E+04          7.94950363E+03          4.01041097E+03          3.42937025E+04          1.82931374E+03
        330.0000          1.00000000E+30          3.94931759E+04          5.59734887E+04          2.82022834E+04          1.00000000E+30          1.80542322E+04          8.47117694E+03          4.27712037E+03          3.64998391E+04          1.94825389E+03
        340.0000          1.00000000E+30          4.16158417E+04          6.07088233E+04          3.07833683E+04          1.00000000E+30          1.87690596E+04          9.00661116E+03          4.54951262E+03          3.88052333E+04          2.07095650E+03
        350.0000          1.00000000E+30          4.37301631E+04          6.58298137E+04          3.32473475E+04          1.00000000E+30          1.95459023E+04          9.60846739E+03          4.85996917E+03          4.12428838E+04          2.20564799E+03
