#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   Cl-K-shell   Cl-L1-shell   Cl-L2-shell   Cl-L3-shell   Valence  Total
         66.0010          1.00000000E+30          7.07847335E+09          3.89813760E+02          1.94906880E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56027290E+00          5.33210280E+00
         67.0000          1.00000000E+30          4.50102220E+05          3.75436827E+02          1.87718414E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57319542E+00          5.33551902E+00
         68.0000          1.00000000E+30          1.58925467E+05          3.62089087E+02          1.81044543E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58723340E+00          5.33985499E+00
         69.0000          1.00000000E+30          8.61806867E+04          3.49682171E+02          1.74841086E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.60230350E+00          5.34505459E+00
         70.0000          1.00000000E+30          5.57621662E+04          3.38130346E+02          1.69065173E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61834008E+00          5.35106276E+00
         71.0000          1.00000000E+30          3.97481459E+04          3.27351533E+02          1.63675767E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.63528241E+00          5.35782175E+00
         72.0000          1.00000000E+30          3.01343321E+04          3.17277295E+02          1.58638647E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.65307424E+00          5.36528077E+00
         73.0000          1.00000000E+30          2.38432995E+04          3.07846117E+02          1.53923058E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.67166342E+00          5.37339200E+00
         74.0000          1.00000000E+30          1.94647153E+04          2.99004058E+02          1.49502029E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.69100157E+00          5.38211168E+00
         75.0000          1.00000000E+30          1.62768149E+04          2.90701774E+02          1.45350887E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71104374E+00          5.39139846E+00
         76.0000          1.00000000E+30          1.38719613E+04          2.82896167E+02          1.41448084E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.73174821E+00          5.40121506E+00
         77.0000          1.00000000E+30          1.20064474E+04          2.75548312E+02          1.37774156E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.75307610E+00          5.41152699E+00
         78.0000          1.00000000E+30          1.05254874E+04          2.68622907E+02          1.34311454E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.77499125E+00          5.42230202E+00
         79.0000          1.00000000E+30          9.32711619E+03          2.62088385E+02          1.31044193E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.79745992E+00          5.43351080E+00
         80.0000          1.00000000E+30          8.34143303E+03          2.55916091E+02          1.27958046E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.82045068E+00          5.44512606E+00
         81.0000          1.00000000E+30          7.51989582E+03          2.50080426E+02          1.25040213E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.84393418E+00          5.45712351E+00
         82.0000          1.00000000E+30          6.82582153E+03          2.44557537E+02          1.22278769E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86788298E+00          5.46947909E+00
         83.0000          1.00000000E+30          6.23414243E+03          2.39326237E+02          1.19663118E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.89227143E+00          5.48217254E+00
         84.0000          1.00000000E+30          5.72488946E+03          2.34366853E+02          1.17183427E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.91707554E+00          5.49518405E+00
         85.0000          1.00000000E+30          5.28256281E+03          2.29661559E+02          1.14830779E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.94227283E+00          5.50849529E+00
         86.0000          1.00000000E+30          4.89586899E+03          2.25193990E+02          1.12596995E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96784222E+00          5.52209006E+00
         87.0000          1.00000000E+30          4.55534928E+03          2.20949218E+02          1.10474609E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.99376396E+00          5.53595296E+00
         88.0000          1.00000000E+30          4.25370725E+03          2.16913227E+02          1.08456614E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.02001949E+00          5.55006952E+00
         89.0000          1.00000000E+30          3.98511434E+03          2.13073598E+02          1.06536799E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.04659139E+00          5.56442743E+00
         90.0000          1.00000000E+30          3.74469001E+03          2.09418283E+02          1.04709142E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07346327E+00          5.57901391E+00
         91.0000          1.00000000E+30          3.52845777E+03          2.05936660E+02          1.02968330E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.10061972E+00          5.59381823E+00
         92.0000          1.00000000E+30          3.33316952E+03          2.02618543E+02          1.01309272E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.12804623E+00          5.60882979E+00
         93.0000          1.00000000E+30          3.15613373E+03          1.99454714E+02          9.97273571E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.15572913E+00          5.62403934E+00
         94.0000          1.00000000E+30          2.99500995E+03          1.96436496E+02          9.82182481E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.18365554E+00          5.63943779E+00
         95.0000          1.00000000E+30          2.84794464E+03          1.93555797E+02          9.67778983E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.21181330E+00          5.65501706E+00
         96.0000          1.00000000E+30          2.71323088E+03          1.90805160E+02          9.54025800E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.24019095E+00          5.67076933E+00
         97.0000          1.00000000E+30          2.58949209E+03          1.88177643E+02          9.40888217E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.26877765E+00          5.68668770E+00
         98.0000          1.00000000E+30          2.47549158E+03          1.85666716E+02          9.28333580E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.29756316E+00          5.70276533E+00
         99.0000          1.00000000E+30          2.37023954E+03          1.83266208E+02          9.16331042E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.32653780E+00          5.71899605E+00
        100.0000          1.00000000E+30          2.27280034E+03          1.80970569E+02          9.04852847E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.35569241E+00          5.73537431E+00
        110.0000          1.00000000E+30          1.59468978E+03          1.62751744E+02          8.13758719E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65543531E+00          5.90621421E+00
        120.0000          1.00000000E+30          1.21923639E+03          1.50764329E+02          7.53821647E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.96595489E+00          6.08738582E+00
        130.0000          1.00000000E+30          9.87159570E+02          1.42771629E+02          7.13858146E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28316734E+00          6.27634158E+00
        140.0000          1.00000000E+30          8.33017671E+02          1.37444778E+02          6.87223889E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.60449371E+00          6.47129414E+00
        150.0000          1.00000000E+30          7.25455843E+02          1.33958717E+02          6.69793586E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.92825165E+00          6.67090865E+00
        160.0000          1.00000000E+30          6.47706373E+02          1.31781977E+02          6.58909884E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.25331535E+00          6.87416503E+00
        170.0000          1.00000000E+30          5.90029259E+02          1.30561039E+02          6.52805197E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.57891641E+00          7.08027624E+00
        180.0000          1.00000000E+30          5.46397196E+02          1.30053922E+02          6.50269609E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.90367613E+00          7.28806213E+00
        190.0000          1.00000000E+30          5.12893767E+02          1.30090654E+02          6.50453269E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.22571305E+00          7.49606817E+00
        200.0000          1.00000000E+30          4.86874973E+02          1.30549054E+02          6.52745271E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.55129639E+00          7.70822146E+00
        205.9990          1.00000000E+30          4.74069153E+02          1.30988073E+02          6.54940367E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.74554162E+00          7.83556172E+00
        206.0010          1.00000000E+30          4.74065187E+02          1.30988238E+02          6.54941190E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.70121469E+10          9.74561154E+00          7.83560760E+00
        207.9990          1.00000000E+30          4.70195798E+02          1.31158198E+02          6.55790990E+01          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.42414629E+06          9.81013080E+00          7.87800766E+00
        208.0010          1.00000000E+30          4.70192019E+02          1.31158374E+02          6.55791868E+01          1.00000000E+30          1.00000000E+30          1.78958850E+11          3.41879301E+06          9.81020059E+00          7.87805348E+00
        210.0000          1.00000000E+30          4.66502177E+02          1.31339443E+02          6.56697214E+01          1.00000000E+30          1.00000000E+30          7.07422510E+06          1.20774303E+06          9.87467128E+00          7.92045626E+00
        220.0000          1.00000000E+30          4.50464473E+02          1.32394761E+02          6.61973803E+01          1.00000000E+30          1.00000000E+30          4.70262683E+05          1.79596147E+05          1.01959854E+01          8.13239871E+00
        230.0000          1.00000000E+30          4.37808154E+02          1.33664030E+02          6.68320151E+01          1.00000000E+30          1.00000000E+30          1.85038035E+05          7.82525101E+04          1.05201996E+01          8.34711634E+00
        240.0000          1.00000000E+30          4.27826873E+02          1.35107887E+02          6.75539433E+01          1.00000000E+30          1.00000000E+30          1.03668159E+05          4.56639698E+04          1.08422793E+01          8.56128130E+00
        250.0000          1.00000000E+30          4.19988976E+02          1.36695543E+02          6.83477715E+01          1.00000000E+30          1.00000000E+30          6.81173299E+04          3.06797494E+04          1.11623477E+01          8.77487318E+00
        260.0000          1.00000000E+30          4.13888365E+02          1.38402606E+02          6.92013028E+01          1.00000000E+30          1.00000000E+30          4.90672621E+04          2.24132800E+04          1.14805183E+01          8.98786882E+00
        270.0000          1.00000000E+30          4.09211302E+02          1.40209541E+02          7.01047707E+01          1.00000000E+30          1.00000000E+30          3.75349374E+04          1.73141657E+04          1.17968951E+01          9.20024673E+00
        276.9990          1.00000000E+30          4.06650570E+02          1.41525045E+02          7.07625223E+01          1.00000000E+30          1.00000000E+30          3.19377159E+04          1.48102321E+04          1.20164624E+01          9.34799818E+00
        277.0010          1.00000000E+30          4.06649914E+02          1.41525426E+02          7.07627130E+01          1.00000000E+30          4.11635010E+11          3.19362739E+04          1.48096142E+04          1.20165287E+01          9.34804255E+00
        280.0000          1.00000000E+30          4.05711512E+02          1.42100546E+02          7.10502731E+01          1.00000000E+30          1.02098208E+07          2.99604026E+04          1.39207944E+04          1.21115740E+01          9.41197912E+00
        290.0000          1.00000000E+30          4.03194356E+02          1.44062720E+02          7.20313599E+01          1.00000000E+30          1.11023485E+06          2.46856998E+04          1.15345497E+04          1.24287523E+01          9.62545787E+00
        300.0000          1.00000000E+30          4.01503961E+02          1.46085435E+02          7.30427176E+01          1.00000000E+30          4.62203861E+05          2.08467377E+04          9.78466216E+03          1.27401708E+01          9.83566759E+00
        310.0000          1.00000000E+30          4.00514406E+02          1.48159885E+02          7.40799424E+01          1.00000000E+30          2.64416520E+05          1.79547478E+04          8.45849904E+03          1.30540561E+01          1.00474814E+01
        320.0000          1.00000000E+30          4.00123038E+02          1.50278701E+02          7.51393503E+01          1.00000000E+30          1.75412402E+05          1.57150380E+04          7.42645078E+03          1.33663714E+01          1.02584358E+01
        330.0000          1.00000000E+30          4.00245509E+02          1.52435694E+02          7.62178470E+01          1.00000000E+30          1.26884016E+05          1.39408383E+04          6.60564088E+03          1.36771848E+01          1.04685343E+01
        340.0000          1.00000000E+30          4.00811886E+02          1.54625626E+02          7.73128128E+01          1.00000000E+30          9.71691641E+04          1.25087972E+04          5.94087953E+03          1.39865596E+01          1.06777821E+01
        350.0000          1.00000000E+30          4.01763859E+02          1.56844043E+02          7.84220213E+01          1.00000000E+30          7.74988656E+04          1.13343709E+04          5.39417041E+03          1.42945550E+01          1.08861870E+01
