#Energy      Na-K-shell   Na-L1-shell   Na-L2-shell   Na-L3-shell   Cl-K-shell   Cl-L1-shell   Cl-L2-shell   Cl-L3-shell   Valence  Total
          0.1000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.29779292E+02          5.29779292E+02
          0.2000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.35287650E+02          3.35287650E+02
          0.3000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44855110E+02          2.44855110E+02
          0.4000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.94547154E+02          1.94547154E+02
          0.5000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.61847841E+02          1.61847841E+02
          0.6000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.38980607E+02          1.38980607E+02
          0.7000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.22116454E+02          1.22116454E+02
          0.8000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09172963E+02          1.09172963E+02
          0.9000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.89478532E+01          9.89478532E+01
          1.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.06429239E+01          9.06429239E+01
          2.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.18321085E+01          5.18321085E+01
          3.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.80834537E+01          3.80834537E+01
          4.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.08814364E+01          3.08814364E+01
          5.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.63722542E+01          2.63722542E+01
          6.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32424194E+01          2.32424194E+01
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09193344E+01          2.09193344E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91112294E+01          1.91112294E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.76532865E+01          1.76532865E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64449534E+01          1.64449534E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.54213716E+01          1.54213716E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.45387086E+01          1.45387086E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37662766E+01          1.37662766E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.30818648E+01          1.30818648E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.24690588E+01          1.24690588E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19154827E+01          1.19154827E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14116111E+01          1.14116111E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09500387E+01          1.09500387E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05249289E+01          1.05249289E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01316386E+01          1.01316386E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.76644836E+00          9.76644836E+00
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.42636699E+00          9.42636699E+00
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.10897278E+00          9.10897278E+00
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.81229665E+00          8.81229665E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.53473437E+00          8.53473437E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.27497052E+00          8.27497052E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.03191765E+00          8.03191765E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.80466551E+00          7.80466551E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.59243685E+00          7.59243685E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.39455174E+00          7.39455174E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.21039614E+00          7.21039614E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03939791E+00          7.03939791E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.88100638E+00          6.88100638E+00
         33.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.73481950E+00          6.73481950E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.01133032E+09          5.05665162E+08          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.73467901E+00          6.73467888E+00
         34.0010          1.00000000E+30          1.00000000E+30          1.01143681E+09          5.05718405E+08          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.73453854E+00          6.73453841E+00
         35.0000          1.00000000E+30          1.00000000E+30          5.76580096E+04          2.88290048E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.59987210E+00          6.59760650E+00
         36.0000          1.00000000E+30          1.00000000E+30          2.04318111E+04          1.02159056E+04          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.47603614E+00          6.46988408E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.11400761E+04          5.57003807E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.36261481E+00          6.35173151E+00
         38.0000          1.00000000E+30          1.00000000E+30          7.24999314E+03          3.62499657E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.25904678E+00          6.24287802E+00
         39.0000          1.00000000E+30          1.00000000E+30          5.20226550E+03          2.60113275E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16476935E+00          6.14293093E+00
         40.0000          1.00000000E+30          1.00000000E+30          3.97160309E+03          1.98580154E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.07922325E+00          6.05143495E+00
         41.0000          1.00000000E+30          1.00000000E+30          3.16463765E+03          1.58231882E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.00185768E+00          5.96790260E+00
         42.0000          1.00000000E+30          1.00000000E+30          2.60264361E+03          1.30132181E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.93213522E+00          5.89184784E+00
         43.0000          1.00000000E+30          1.00000000E+30          2.19255385E+03          1.09627693E+03          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86953623E+00          5.82277298E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.88264825E+03          9.41324123E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.81356235E+00          5.76020036E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.64175565E+03          8.20877825E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.76373919E+00          5.70366730E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.45007856E+03          7.25039282E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71961814E+00          5.65272911E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.29462603E+03          6.47313017E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.68077746E+00          5.60696788E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.16644380E+03          5.83221900E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64682258E+00          5.56598678E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.05927805E+03          5.29639026E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61738592E+00          5.52941787E+00
         50.0000          1.00000000E+30          1.00000000E+30          9.68585047E+02          4.84292523E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.59212622E+00          5.49691687E+00
         51.0000          1.00000000E+30          1.00000000E+30          8.91017124E+02          4.45508562E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.57072758E+00          5.46816504E+00
         52.0000          1.00000000E+30          1.00000000E+30          8.24047163E+02          4.12023582E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.55289822E+00          5.44286682E+00
         53.0000          1.00000000E+30          1.00000000E+30          7.65743941E+02          3.82871970E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53836918E+00          5.42074978E+00
         54.0000          1.00000000E+30          1.00000000E+30          7.14609415E+02          3.57304707E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52689285E+00          5.40156343E+00
         55.0000          1.00000000E+30          1.00000000E+30          6.69459005E+02          3.34729502E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51824152E+00          5.38507659E+00
         56.0000          1.00000000E+30          1.00000000E+30          6.29353896E+02          3.14676948E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51220593E+00          5.37107792E+00
         57.0000          1.00000000E+30          1.00000000E+30          5.93530207E+02          2.96765103E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50859393E+00          5.35937185E+00
         58.0000          1.00000000E+30          1.00000000E+30          5.61373754E+02          2.80686877E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50722896E+00          5.34978056E+00
         59.0000          1.00000000E+30          1.00000000E+30          5.32375419E+02          2.66187709E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.50794890E+00          5.34213978E+00
         60.0000          1.00000000E+30          1.00000000E+30          5.06114961E+02          2.53057480E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51060493E+00          5.33629925E+00
         61.0000          1.00000000E+30          1.00000000E+30          4.82243106E+02          2.41121553E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.51506022E+00          5.33212154E+00
         62.0000          1.00000000E+30          1.00000000E+30          4.60464396E+02          2.30232198E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52118903E+00          5.32947996E+00
         63.0000          1.00000000E+30          1.00000000E+30          4.40531235E+02          2.20265618E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.52887573E+00          5.32825920E+00
         64.0000          1.00000000E+30          1.00000000E+30          4.22230269E+02          2.11115134E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53801392E+00          5.32835233E+00
         65.0000          1.00000000E+30          1.00000000E+30          4.05381552E+02          2.02690776E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.54850562E+00          5.32966244E+00
         65.9990          1.00000000E+30          1.00000000E+30          3.89844106E+02          1.94922053E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56024818E+00          5.33209711E+00
         66.0000          1.00000000E+30          7.07809455E+09          3.89829110E+02          1.94914555E+02          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.56026054E+00          5.33210005E+00
