#Energy      B-K-shell   C-K-shell   Valence  Total
         16.0000          1.00000000E+30          1.00000000E+30          1.29220259E+02          1.29220259E+02
         17.0000          1.00000000E+30          1.00000000E+30          1.33377249E+02          1.33377249E+02
         18.0000          1.00000000E+30          1.00000000E+30          1.41115523E+02          1.41115523E+02
         19.0000          1.00000000E+30          1.00000000E+30          1.49071716E+02          1.49071716E+02
         20.0000          1.00000000E+30          1.00000000E+30          1.57292557E+02          1.57292557E+02
         21.0000          1.00000000E+30          1.00000000E+30          1.65533866E+02          1.65533866E+02
         22.0000          1.00000000E+30          1.00000000E+30          1.74061577E+02          1.74061577E+02
         23.0000          1.00000000E+30          1.00000000E+30          1.83684478E+02          1.83684478E+02
         24.0000          1.00000000E+30          1.00000000E+30          1.93438960E+02          1.93438960E+02
         25.0000          1.00000000E+30          1.00000000E+30          2.03307000E+02          2.03307000E+02
         26.0000          1.00000000E+30          1.00000000E+30          2.13870501E+02          2.13870501E+02
         27.0000          1.00000000E+30          1.00000000E+30          2.24919740E+02          2.24919740E+02
         28.0000          1.00000000E+30          1.00000000E+30          2.36240704E+02          2.36240704E+02
         29.0000          1.00000000E+30          1.00000000E+30          2.47556958E+02          2.47556958E+02
         30.0000          1.00000000E+30          1.00000000E+30          2.59679622E+02          2.59679622E+02
         31.0000          1.00000000E+30          1.00000000E+30          2.72418885E+02          2.72418885E+02
         32.0000          1.00000000E+30          1.00000000E+30          2.84538641E+02          2.84538641E+02
         33.0000          1.00000000E+30          1.00000000E+30          2.97953234E+02          2.97953234E+02
         34.0000          1.00000000E+30          1.00000000E+30          3.11409139E+02          3.11409139E+02
         35.0000          1.00000000E+30          1.00000000E+30          3.24968874E+02          3.24968874E+02
         36.0000          1.00000000E+30          1.00000000E+30          3.39737577E+02          3.39737577E+02
         37.0000          1.00000000E+30          1.00000000E+30          3.54370255E+02          3.54370255E+02
         38.0000          1.00000000E+30          1.00000000E+30          3.69014380E+02          3.69014380E+02
         39.0000          1.00000000E+30          1.00000000E+30          3.84353685E+02          3.84353685E+02
         40.0000          1.00000000E+30          1.00000000E+30          4.00450181E+02          4.00450181E+02
         41.0000          1.00000000E+30          1.00000000E+30          4.16149759E+02          4.16149759E+02
         42.0000          1.00000000E+30          1.00000000E+30          4.33277383E+02          4.33277383E+02
         43.0000          1.00000000E+30          1.00000000E+30          4.50027090E+02          4.50027090E+02
         44.0000          1.00000000E+30          1.00000000E+30          4.67147251E+02          4.67147251E+02
         45.0000          1.00000000E+30          1.00000000E+30          4.84887835E+02          4.84887835E+02
         46.0000          1.00000000E+30          1.00000000E+30          5.03068837E+02          5.03068837E+02
         47.0000          1.00000000E+30          1.00000000E+30          5.22142005E+02          5.22142005E+02
         48.0000          1.00000000E+30          1.00000000E+30          5.40376203E+02          5.40376203E+02
         49.0000          1.00000000E+30          1.00000000E+30          5.59935517E+02          5.59935517E+02
         50.0000          1.00000000E+30          1.00000000E+30          5.79728341E+02          5.79728341E+02
         51.0000          1.00000000E+30          1.00000000E+30          6.00197709E+02          6.00197709E+02
         52.0000          1.00000000E+30          1.00000000E+30          6.19932393E+02          6.19932393E+02
         53.0000          1.00000000E+30          1.00000000E+30          6.41689447E+02          6.41689447E+02
         54.0000          1.00000000E+30          1.00000000E+30          6.63803757E+02          6.63803757E+02
         55.0000          1.00000000E+30          1.00000000E+30          6.85410453E+02          6.85410453E+02
         56.0000          1.00000000E+30          1.00000000E+30          7.08809239E+02          7.08809239E+02
         57.0000          1.00000000E+30          1.00000000E+30          7.29990770E+02          7.29990770E+02
         58.0000          1.00000000E+30          1.00000000E+30          7.54434469E+02          7.54434469E+02
         59.0000          1.00000000E+30          1.00000000E+30          7.77263517E+02          7.77263517E+02
         60.0000          1.00000000E+30          1.00000000E+30          8.02949149E+02          8.02949149E+02
         61.0000          1.00000000E+30          1.00000000E+30          8.26046328E+02          8.26046328E+02
         62.0000          1.00000000E+30          1.00000000E+30          8.51716219E+02          8.51716219E+02
         63.0000          1.00000000E+30          1.00000000E+30          8.78738059E+02          8.78738059E+02
         64.0000          1.00000000E+30          1.00000000E+30          9.03760424E+02          9.03760424E+02
         65.0000          1.00000000E+30          1.00000000E+30          9.31643078E+02          9.31643078E+02
         66.0000          1.00000000E+30          1.00000000E+30          9.60878298E+02          9.60878298E+02
         67.0000          1.00000000E+30          1.00000000E+30          9.85426460E+02          9.85426460E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.01488378E+03          1.01488378E+03
         69.0000          1.00000000E+30          1.00000000E+30          1.04288021E+03          1.04288021E+03
         70.0000          1.00000000E+30          1.00000000E+30          1.07283799E+03          1.07283799E+03
         71.0000          1.00000000E+30          1.00000000E+30          1.10474196E+03          1.10474196E+03
         72.0000          1.00000000E+30          1.00000000E+30          1.13141153E+03          1.13141153E+03
         73.0000          1.00000000E+30          1.00000000E+30          1.16364365E+03          1.16364365E+03
         74.0000          1.00000000E+30          1.00000000E+30          1.19530236E+03          1.19530236E+03
         75.0000          1.00000000E+30          1.00000000E+30          1.22748132E+03          1.22748132E+03
         76.0000          1.00000000E+30          1.00000000E+30          1.25804797E+03          1.25804797E+03
         77.0000          1.00000000E+30          1.00000000E+30          1.29274314E+03          1.29274314E+03
         78.0000          1.00000000E+30          1.00000000E+30          1.32909591E+03          1.32909591E+03
         79.0000          1.00000000E+30          1.00000000E+30          1.35905801E+03          1.35905801E+03
         80.0000          1.00000000E+30          1.00000000E+30          1.39554311E+03          1.39554311E+03
         81.0000          1.00000000E+30          1.00000000E+30          1.43168553E+03          1.43168553E+03
         82.0000          1.00000000E+30          1.00000000E+30          1.46718225E+03          1.46718225E+03
         83.0000          1.00000000E+30          1.00000000E+30          1.50662202E+03          1.50662202E+03
         84.0000          1.00000000E+30          1.00000000E+30          1.54076128E+03          1.54076128E+03
         85.0000          1.00000000E+30          1.00000000E+30          1.57985015E+03          1.57985015E+03
         86.0000          1.00000000E+30          1.00000000E+30          1.62067560E+03          1.62067560E+03
         87.0000          1.00000000E+30          1.00000000E+30          1.65496508E+03          1.65496508E+03
         88.0000          1.00000000E+30          1.00000000E+30          1.69731982E+03          1.69731982E+03
         89.0000          1.00000000E+30          1.00000000E+30          1.73356521E+03          1.73356521E+03
         90.0000          1.00000000E+30          1.00000000E+30          1.77680471E+03          1.77680471E+03
         91.0000          1.00000000E+30          1.00000000E+30          1.81662736E+03          1.81662736E+03
         92.0000          1.00000000E+30          1.00000000E+30          1.86035089E+03          1.86035089E+03
         93.0000          1.00000000E+30          1.00000000E+30          1.90186582E+03          1.90186582E+03
         94.0000          1.00000000E+30          1.00000000E+30          1.94400071E+03          1.94400071E+03
         95.0000          1.00000000E+30          1.00000000E+30          1.99052666E+03          1.99052666E+03
         96.0000          1.00000000E+30          1.00000000E+30          2.03133030E+03          2.03133030E+03
         97.0000          1.00000000E+30          1.00000000E+30          2.07553312E+03          2.07553312E+03
         98.0000          1.00000000E+30          1.00000000E+30          2.12410750E+03          2.12410750E+03
         99.0000          1.00000000E+30          1.00000000E+30          2.16747243E+03          2.16747243E+03
        100.0000          1.00000000E+30          1.00000000E+30          2.21740202E+03          2.21740202E+03
        110.0000          1.00000000E+30          1.00000000E+30          2.72298705E+03          2.72298705E+03
        120.0000          1.00000000E+30          1.00000000E+30          3.28847780E+03          3.28847780E+03
        130.0000          1.00000000E+30          1.00000000E+30          3.92647820E+03          3.92647820E+03
        140.0000          1.00000000E+30          1.00000000E+30          4.63168477E+03          4.63168477E+03
        150.0000          1.00000000E+30          1.00000000E+30          5.41076376E+03          5.41076376E+03
        160.0000          1.00000000E+30          1.00000000E+30          6.27608974E+03          6.27608974E+03
        170.0000          1.00000000E+30          1.00000000E+30          7.22856799E+03          7.22856799E+03
        180.0000          1.00000000E+30          1.00000000E+30          8.24728636E+03          8.24728636E+03
        190.0000          1.00000000E+30          1.00000000E+30          9.36468761E+03          9.36468761E+03
        191.9990          1.00000000E+30          1.00000000E+30          9.57836571E+03          9.57836571E+03
        192.0010          5.53478128E+02          1.00000000E+30          9.57861190E+03          5.23243691E+02
        200.0000          6.94125366E+02          1.00000000E+30          1.05660138E+04          6.51336372E+02
        210.0000          7.98409255E+02          1.00000000E+30          1.18353902E+04          7.47952752E+02
        220.0000          8.80457070E+02          1.00000000E+30          1.32167086E+04          8.25466963E+02
        230.0000          9.31070199E+02          1.00000000E+30          1.47239034E+04          8.75695355E+02
        240.0000          1.00974027E+03          1.00000000E+30          1.62675610E+04          9.50727846E+02
        250.0000          1.10284834E+03          1.00000000E+30          1.79519591E+04          1.03901802E+03
        260.0000          1.20800768E+03          1.00000000E+30          1.96883442E+04          1.13817336E+03
        270.0000          1.32117312E+03          1.00000000E+30          2.16005272E+04          1.24502264E+03
        280.0000          1.44610924E+03          1.00000000E+30          2.35024169E+04          1.36228738E+03
        287.9990          1.55021489E+03          1.00000000E+30          2.51791351E+04          1.46030750E+03
        288.0010          1.55024399E+03          3.66413189E+03          2.51795933E+04          1.04417880E+03
        290.0000          1.57201506E+03          3.77746872E+03          2.55915927E+04          1.06391004E+03
        300.0000          1.71251864E+03          4.30029168E+03          2.77680238E+04          1.17303393E+03
        310.0000          1.84733350E+03          4.61235963E+03          3.00556254E+04          1.26358164E+03
        320.0000          1.99984487E+03          4.85887744E+03          3.24618484E+04          1.35749119E+03
        330.0000          2.15960567E+03          5.11024877E+03          3.49629256E+04          1.45489587E+03
        340.0000          2.31718337E+03          5.40861497E+03          3.76626166E+04          1.55520955E+03
        350.0000          2.49754909E+03          5.76858182E+03          4.04898076E+04          1.67100310E+03
        360.0000          2.67205967E+03          6.15129856E+03          4.33063607E+04          1.78602768E+03
        370.0000          2.86923797E+03          6.60570741E+03          4.63501761E+04          1.91760538E+03
        380.0000          3.07756629E+03          7.04573610E+03          4.96396587E+04          2.05335828E+03
        390.0000          3.29906166E+03          7.49572265E+03          5.29929124E+04          2.19588932E+03
        400.0000          3.51168490E+03          7.93374351E+03          5.64013819E+04          2.33351777E+03
        410.0000          3.76582283E+03          8.42634865E+03          6.01555388E+04          2.49472893E+03
        420.0000          3.99487546E+03          8.92242156E+03          6.39494593E+04          2.64525603E+03
        430.0000          4.25303906E+03          9.44132474E+03          6.76277966E+04          2.81032964E+03
        440.0000          4.52344082E+03          9.98394414E+03          7.18528674E+04          2.98374935E+03
        450.0000          4.80784349E+03          1.05350136E+04          7.60582533E+04          3.16392774E+03
        460.0000          5.09431798E+03          1.11006914E+04          8.03638542E+04          3.34644006E+03
        470.0000          5.37585785E+03          1.17164573E+04          8.50634926E+04          3.53203653E+03
        480.0000          5.68291595E+03          1.24045495E+04          8.97405506E+04          3.73517853E+03
        490.0000          5.99980899E+03          1.30430512E+04          9.45694184E+04          3.93831973E+03
        500.0000          6.33890308E+03          1.36914058E+04          9.98985038E+04          4.15274322E+03
        510.0000          6.71905538E+03          1.44180455E+04          1.05170058E+05          4.39181329E+03
        520.0000          7.06969822E+03          1.51644385E+04          1.10333922E+05          4.61987863E+03
        530.0000          7.43413687E+03          1.59407058E+04          1.16264856E+05          4.85795019E+03
        540.0000          7.82159046E+03          1.67126952E+04          1.21945559E+05          5.10500043E+03
        550.0000          8.21264723E+03          1.75156786E+04          1.27854680E+05          5.35686051E+03
        560.0000          8.61097645E+03          1.83563789E+04          1.34181510E+05          5.61607136E+03
        570.0000          9.08084456E+03          1.92065144E+04          1.40384394E+05          5.90629488E+03
        580.0000          9.51119900E+03          2.00766901E+04          1.47261184E+05          6.18280534E+03
        590.0000          9.94987006E+03          2.09980880E+04          1.53772122E+05          6.46703624E+03
        600.0000          1.04114938E+04          2.20081271E+04          1.60550825E+05          6.76983838E+03
        610.0000          1.08923305E+04          2.29357136E+04          1.68118345E+05          7.07433543E+03
        620.0000          1.13908936E+04          2.39128662E+04          1.75380640E+05          7.39044767E+03
        630.0000          1.19532920E+04          2.49366152E+04          1.82795030E+05          7.73806684E+03
        640.0000          1.24523898E+04          2.60546968E+04          1.90469384E+05          8.06862503E+03
        650.0000          1.29742708E+04          2.70970255E+04          1.98437730E+05          8.40199113E+03
        660.0000          1.35273788E+04          2.83255288E+04          2.07140556E+05          8.76765108E+03
        670.0000          1.40843626E+04          2.93798661E+04          2.15394817E+05          9.11740925E+03
        680.0000          1.47182927E+04          3.05758112E+04          2.23634866E+05          9.51295301E+03
        690.0000          1.52885959E+04          3.17934194E+04          2.32343399E+05          9.88481677E+03
        700.0000          1.59112656E+04          3.31814621E+04          2.42064906E+05          1.02968600E+04
        710.0000          1.65513946E+04          3.43774019E+04          2.51000836E+05          1.06962400E+04
        720.0000          1.72648637E+04          3.56346220E+04          2.60077262E+05          1.11322980E+04
        730.0000          1.78986804E+04          3.69691792E+04          2.70071656E+05          1.15443686E+04
        740.0000          1.85712037E+04          3.84613605E+04          2.80323992E+05          1.19883626E+04
        750.0000          1.93299296E+04          3.98069526E+04          2.90433655E+05          1.24536704E+04
        760.0000          2.00437132E+04          4.11827499E+04          3.01314969E+05          1.29045990E+04
        770.0000          2.07604341E+04          4.27723863E+04          3.11405265E+05          1.33762499E+04
        780.0000          2.15868607E+04          4.42428661E+04          3.22488572E+05          1.38835139E+04
        790.0000          2.23158744E+04          4.57668620E+04          3.34120515E+05          1.43566870E+04
        800.0000          2.31928154E+04          4.74668385E+04          3.45038507E+05          1.49070469E+04
        810.0000          2.39707645E+04          4.90549124E+04          3.57728743E+05          1.54087438E+04
        820.0000          2.49113956E+04          5.07036153E+04          3.68895355E+05          1.59806885E+04
        830.0000          2.57060034E+04          5.25455539E+04          3.81578783E+05          1.65143997E+04
        840.0000          2.65582028E+04          5.41587403E+04          3.94508102E+05          1.70496609E+04
        850.0000          2.74503564E+04          5.61096917E+04          4.06539487E+05          1.76331334E+04
        860.0000          2.84307381E+04          5.77893101E+04          4.20756708E+05          1.82301754E+04
        870.0000          2.93601955E+04          5.96007954E+04          4.33393719E+05          1.88163078E+04
        880.0000          3.04195461E+04          6.16417911E+04          4.47276611E+05          1.94809824E+04
        890.0000          3.13219588E+04          6.34505053E+04          4.61602330E+05          2.00589066E+04
        900.0000          3.22860228E+04          6.56150064E+04          4.75719122E+05          2.06972266E+04
        910.0000          3.33800882E+04          6.74314428E+04          4.90669411E+05          2.13557079E+04
        920.0000          3.44010777E+04          6.94451601E+04          5.04613100E+05          2.20019946E+04
        930.0000          3.55691040E+04          7.17003958E+04          5.21082630E+05          2.27374566E+04
        940.0000          3.65868741E+04          7.37639422E+04          5.36845568E+05          2.33908833E+04
        950.0000          3.76362168E+04          7.61319620E+04          5.51660684E+05          2.40859687E+04
        960.0000          3.88434494E+04          7.82835682E+04          5.69255090E+05          2.48292239E+04
        970.0000          3.99677343E+04          8.07886624E+04          5.84718769E+05          2.55699669E+04
        980.0000          4.12452816E+04          8.28443735E+04          6.02407114E+05          2.63323995E+04
        990.0000          4.24024876E+04          8.54319187E+04          6.18639459E+05          2.70964530E+04
       1000.0000          4.37347634E+04          8.76266133E+04          6.36662289E+05          2.78956715E+04
       1100.0000          5.74537284E+04          1.14813669E+05          8.30966303E+05          3.66052398E+04
       1200.0000          7.41417506E+04          1.46397702E+05          1.06322668E+06          4.70390810E+04
       1300.0000          9.38291123E+04          1.84583538E+05          1.33271903E+06          5.94331740E+04
       1400.0000          1.16353277E+05          2.28319435E+05          1.64853171E+06          7.36325831E+04
       1500.0000          1.42775424E+05          2.77628275E+05          2.01193018E+06          9.00659081E+04
       1600.0000          1.73197519E+05          3.34992377E+05          2.42492907E+06          1.09036028E+05
       1700.0000          2.08097016E+05          3.98978006E+05          2.89338694E+06          1.30591427E+05
       1800.0000          2.46347652E+05          4.71868761E+05          3.41794564E+06          1.54532977E+05
       1900.0000          2.90338366E+05          5.52515777E+05          4.00919101E+06          1.81699677E+05
       2000.0000          3.38425061E+05          6.43275711E+05          4.66711720E+06          2.11699697E+05
       2100.0000          3.91876860E+05          7.44320309E+05          5.39487123E+06          2.45056544E+05
       2200.0000          4.51926021E+05          8.52828221E+05          6.20801923E+06          2.81975882E+05
       2300.0000          5.16225662E+05          9.74157000E+05          7.06517213E+06          3.22039901E+05
       2400.0000          5.87538911E+05          1.10798330E+06          8.01945484E+06          3.66400708E+05
       2500.0000          6.66476313E+05          1.25332304E+06          9.07567835E+06          4.15197575E+05
       2600.0000          7.49623648E+05          1.41073441E+06          1.02049861E+07          4.67105344E+05
       2700.0000          8.41068605E+05          1.57402072E+06          1.14307478E+07          5.23077488E+05
       2800.0000          9.40817430E+05          1.76302195E+06          1.27796289E+07          5.85355714E+05
       2900.0000          1.05403161E+06          1.95714528E+06          1.41905039E+07          6.53528100E+05
       3000.0000          1.16293651E+06          2.16991629E+06          1.57310713E+07          7.22382642E+05
       3100.0000          1.28982343E+06          2.39188400E+06          1.74166886E+07          7.99490507E+05
       3200.0000          1.42177857E+06          2.64383660E+06          1.91349541E+07          8.81956333E+05
       3300.0000          1.56965949E+06          2.89424508E+06          2.10208752E+07          9.70717485E+05
       3400.0000          1.71628410E+06          3.16789625E+06          2.29881680E+07          1.06177214E+06
       3500.0000          1.87744889E+06          3.46734413E+06          2.51685718E+07          1.16174386E+06
       3600.0000          2.05209253E+06          3.77444574E+06          2.74633693E+07          1.26797488E+06
       3700.0000          2.23126012E+06          4.11583735E+06          2.98481586E+07          1.37998783E+06
       3800.0000          2.42785679E+06          4.47415696E+06          3.24314153E+07          1.50099215E+06
       3900.0000          2.62893511E+06          4.82977542E+06          3.50572346E+07          1.62349285E+06
       4000.0000          2.85343117E+06          5.22855730E+06          3.79145097E+07          1.76029144E+06
       4100.0000          3.08806725E+06          5.62705713E+06          4.09648565E+07          1.90131745E+06
       4200.0000          3.33427406E+06          6.07824624E+06          4.41647353E+07          2.05305506E+06
       4300.0000          3.57807307E+06          6.54478809E+06          4.75607587E+07          2.20604889E+06
       4400.0000          3.85453395E+06          7.03090481E+06          5.08796691E+07          2.37350322E+06
       4500.0000          4.13845227E+06          7.51008401E+06          5.45886604E+07          2.54382143E+06
       4600.0000          4.42195520E+06          8.05248493E+06          5.85250601E+07          2.72170851E+06
       4700.0000          4.73279337E+06          8.60679121E+06          6.25961087E+07          2.91159414E+06
       4800.0000          5.05742327E+06          9.18970770E+06          6.67104345E+07          3.11006491E+06
       4900.0000          5.40646297E+06          9.81283478E+06          7.11171878E+07          3.32300475E+06
       5000.0000          5.75891496E+06          1.04540551E+07          7.56971980E+07          3.53968505E+06
       5100.0000          6.16749790E+06          1.10725586E+07          8.05880607E+07          3.77554455E+06
       5200.0000          6.55951046E+06          1.17812909E+07          8.57238147E+07          4.01612695E+06
       5300.0000          6.96159178E+06          1.24991177E+07          9.09814343E+07          4.26180780E+06
       5400.0000          7.35606212E+06          1.32455382E+07          9.64552031E+07          4.50842546E+06
       5500.0000          7.80339124E+06          1.40286881E+07          1.02199309E+08          4.77973278E+06
       5600.0000          8.31164678E+06          1.48475943E+07          1.08134193E+08          5.07841458E+06
       5700.0000          8.78132704E+06          1.57040125E+07          1.14353228E+08          5.36766256E+06
       5800.0000          9.23569595E+06          1.65658661E+07          1.20884032E+08          5.65249506E+06
       5900.0000          9.79575177E+06          1.75705928E+07          1.27491719E+08          5.99369491E+06
       6000.0000          1.03284452E+07          1.84245600E+07          1.34352924E+08          6.30761785E+06
       6100.0000          1.08707779E+07          1.94845298E+07          1.41433514E+08          6.64968935E+06
       6200.0000          1.14574122E+07          2.04866375E+07          1.49395804E+08          7.00350358E+06
       6300.0000          1.20316331E+07          2.15070747E+07          1.57089408E+08          7.35421918E+06
       6400.0000          1.26619668E+07          2.26130310E+07          1.65044887E+08          7.73646987E+06
       6500.0000          1.33671535E+07          2.37048935E+07          1.73034950E+08          8.14499363E+06
       6600.0000          1.40154675E+07          2.49575185E+07          1.81934670E+08          8.55327311E+06
       6700.0000          1.46821726E+07          2.61325896E+07          1.90621433E+08          8.95879087E+06
       6800.0000          1.53863022E+07          2.73508773E+07          1.99640872E+08          9.38405267E+06
       6900.0000          1.61216960E+07          2.87582445E+07          2.09971834E+08          9.84606716E+06
       7000.0000          1.68858195E+07          3.00524452E+07          2.19374433E+08          1.03034502E+07
       7100.0000          1.77386062E+07          3.14126727E+07          2.29256837E+08          1.08025867E+07
       7200.0000          1.85117651E+07          3.28314553E+07          2.39635200E+08          1.12801498E+07
       7300.0000          1.93267661E+07          3.42367757E+07          2.49994611E+08          1.17716085E+07
       7400.0000          2.01885787E+07          3.58751235E+07          2.61965573E+08          1.23115228E+07
       7500.0000          2.11507998E+07          3.73584929E+07          2.72814264E+08          1.28679082E+07
       7600.0000          2.20355499E+07          3.89444354E+07          2.84499401E+08          1.34095408E+07
       7700.0000          2.29409220E+07          4.05449012E+07          2.96393357E+08          1.39609944E+07
       7800.0000          2.40024863E+07          4.23718126E+07          3.09477001E+08          1.45997755E+07
       7900.0000          2.49857260E+07          4.40182984E+07          3.22289028E+08          1.51875323E+07
       8000.0000          2.60028437E+07          4.58063797E+07          3.35161043E+08          1.58047812E+07
       8100.0000          2.70572487E+07          4.76523417E+07          3.48493231E+08          1.64437182E+07
       8200.0000          2.81472323E+07          4.95553314E+07          3.62870691E+08          1.71049122E+07
       8300.0000          2.92718168E+07          5.15142042E+07          3.77002739E+08          1.77849944E+07
       8400.0000          3.05276239E+07          5.36420078E+07          3.92184442E+08          1.85359754E+07
       8500.0000          3.16358309E+07          5.56005596E+07          4.06806582E+08          1.92110672E+07
       8600.0000          3.29928059E+07          5.79002437E+07          4.23570610E+08          2.00233858E+07
       8700.0000          3.41306607E+07          5.99265197E+07          4.38466036E+08          2.07181103E+07
       8800.0000          3.53680338E+07          6.23614688E+07          4.56305343E+08          2.15048321E+07
       8900.0000          3.67822190E+07          6.45116446E+07          4.72074362E+08          2.23182218E+07
       9000.0000          3.80844457E+07          6.67918601E+07          4.88888796E+08          2.31081486E+07
       9100.0000          3.94491421E+07          6.91684491E+07          5.06888936E+08          2.39352573E+07
       9200.0000          4.08635136E+07          7.17841375E+07          5.25294510E+08          2.48101669E+07
       9300.0000          4.24171493E+07          7.46054319E+07          5.45865396E+08          2.57657760E+07
       9400.0000          4.38246221E+07          7.69092578E+07          5.62941858E+08          2.65979084E+07
       9500.0000          4.54879443E+07          7.93974549E+07          5.81547726E+08          2.75495312E+07
       9600.0000          4.69619202E+07          8.23106558E+07          6.02979034E+08          2.84889117E+07
       9700.0000          4.85413382E+07          8.49809664E+07          6.22705994E+08          2.94340715E+07
       9800.0000          5.03129340E+07          8.76740253E+07          6.42802741E+08          3.04532860E+07
       9900.0000          5.19053401E+07          9.07680859E+07          6.64981692E+08          3.14596695E+07
      10000.0000          5.35438387E+07          9.35314883E+07          6.86501109E+08          3.24416912E+07
      11000.0000          7.32140836E+07          1.27326950E+08          9.38780433E+08          4.42917208E+07
      12000.0000          9.72752197E+07          1.69649685E+08          1.23924065E+09          5.88874195E+07
      13000.0000          1.26683998E+08          2.18774316E+08          1.61288587E+09          7.64258159E+07
      14000.0000          1.61473474E+08          2.78390851E+08          2.04784448E+09          9.73391559E+07
      15000.0000          2.02658401E+08          3.48325824E+08          2.57383628E+09          1.22043315E+08
      16000.0000          2.50966904E+08          4.30070255E+08          3.17379188E+09          1.50946332E+08
      17000.0000          3.06496892E+08          5.23815446E+08          3.87848262E+09          1.84176378E+08
      18000.0000          3.69717978E+08          6.32295757E+08          4.67860280E+09          2.22220162E+08
      19000.0000          4.43885672E+08          7.56711797E+08          5.57300685E+09          2.66398437E+08
      20000.0000          5.25835002E+08          8.97346443E+08          6.61557570E+09          3.15727081E+08
      21000.0000          6.17203437E+08          1.05090675E+09          7.75634033E+09          3.70274740E+08
      22000.0000          7.23135824E+08          1.22239897E+09          9.04388612E+09          4.32619225E+08
      23000.0000          8.35698473E+08          1.41870932E+09          1.04849827E+10          5.00790155E+08
      24000.0000          9.64969283E+08          1.63423798E+09          1.20543185E+10          5.77645281E+08
      25000.0000          1.10197946E+09          1.87228879E+09          1.38432678E+10          6.60588875E+08
      26000.0000          1.26432484E+09          2.12487748E+09          1.57686201E+10          7.54734962E+08
      27000.0000          1.43086368E+09          2.40624400E+09          1.78374747E+10          8.54316928E+08
      28000.0000          1.61356903E+09          2.72860265E+09          2.01657539E+10          9.65417635E+08
      29000.0000          1.81441308E+09          3.05812029E+09          2.26105666E+10          1.08416624E+09
      30000.0000          2.02657531E+09          3.41197024E+09          2.53287174E+10          1.21063915E+09
      31000.0000          2.26502724E+09          3.80094611E+09          2.82143448E+10          1.35129447E+09
      32000.0000          2.51381220E+09          4.23389091E+09          3.13579580E+10          1.50176896E+09
      33000.0000          2.79562986E+09          4.67625777E+09          3.48553186E+10          1.66600754E+09
      34000.0000          3.08915806E+09          5.16424142E+09          3.84721216E+10          1.84045152E+09
      35000.0000          3.39386829E+09          5.68770179E+09          4.22807493E+10          2.02380647E+09
      36000.0000          3.74462132E+09          6.24806983E+09          4.65007892E+10          2.22913681E+09
      37000.0000          4.09040008E+09          6.84707007E+09          5.10361846E+10          2.43833051E+09
      38000.0000          4.48190184E+09          7.48679133E+09          5.56502405E+10          2.66910437E+09
      39000.0000          4.90008322E+09          8.17743897E+09          6.07984647E+10          2.91703691E+09
      40000.0000          5.30918260E+09          8.90895126E+09          6.60589368E+10          3.16718727E+09
      41000.0000          5.77566906E+09          9.63313102E+09          7.18443144E+10          3.43799142E+09
      42000.0000          6.27367607E+09          1.04513140E+10          7.77899784E+10          3.73227559E+09
      43000.0000          6.76737611E+09          1.13261605E+10          8.40519609E+10          4.03296816E+09
      44000.0000          7.32021525E+09          1.22008851E+10          9.09030695E+10          4.35596985E+09
      45000.0000          7.90927014E+09          1.31389947E+10          9.79385087E+10          4.70027016E+09
      46000.0000          8.49190623E+09          1.41676367E+10          1.05383132E+11          5.05479966E+09
