#Energy      Sc-K-shell   Sc-L1-shell   Sc-L2-shell   Sc-L3-shell   Sc-M1-shell   Sc-M2-shell   Sc-M3-shell   Valence  Total
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.26109984E+01          1.26109984E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20149990E+01          1.20149990E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14760353E+01          1.14760353E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09850646E+01          1.09850646E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05350764E+01          1.05350764E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01205674E+01          1.01205674E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73718148E+00          9.73718148E+00
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.38144983E+00          9.38144983E+00
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.05060085E+00          9.05060085E+00
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.74240622E+00          8.74240622E+00
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.45506532E+00          8.45506532E+00
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.18711619E+00          8.18711619E+00
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.93735829E+00          7.93735829E+00
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.70478968E+00          7.70478968E+00
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.48855433E+00          7.48855433E+00
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.28789714E+00          7.28789714E+00
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.10212858E+00          7.10212858E+00
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.93059548E+00          6.93059548E+00
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.77266082E+00          6.77266082E+00
         32.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.62782751E+00          6.62782751E+00
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81846113E+08          3.90923057E+08          6.62768880E+00          6.62768863E+00
         33.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.81930630E+08          3.90965315E+08          6.62755010E+00          6.62754993E+00
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.39510406E+04          2.19755203E+04          6.49503775E+00          6.49215953E+00
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.55870519E+04          7.79352593E+03          6.37405757E+00          6.36624747E+00
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.50056371E+03          4.25028186E+03          6.26409148E+00          6.25027394E+00
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53591019E+03          2.76795510E+03          6.16448047E+00          6.14395578E+00
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.97442552E+03          1.98721276E+03          6.07456944E+00          6.04684319E+00
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.03577413E+03          1.51788707E+03          5.99371373E+00          5.95842150E+00
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42041789E+03          1.21020894E+03          5.92128559E+00          5.87814489E+00
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99159071E+03          9.95795355E+02          5.85667966E+00          5.80546321E+00
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.67879699E+03          8.39398496E+02          5.79931744E+00          5.73983356E+00
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44227622E+03          7.21138111E+02          5.74865060E+00          5.68072361E+00
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25836836E+03          6.29184181E+02          5.70416315E+00          5.62763324E+00
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11203858E+03          5.56019289E+02          5.66537236E+00          5.58008771E+00
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.93302271E+02          4.96651136E+02          5.63182907E+00          5.53763712E+00
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.95389009E+02          4.47694505E+02          5.60311711E+00          5.49986680E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.13513695E+02          4.06756847E+02          5.57885228E+00          5.46639127E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44198108E+02          3.72099054E+02          5.55868087E+00          5.43685153E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.84903320E+02          3.42451660E+02          5.54227802E+00          5.41092153E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.33695041E+02          3.16847520E+02          5.52934584E+00          5.38829804E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.89105422E+02          2.94552711E+02          5.51961156E+00          5.36870562E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.49994530E+02          2.74997265E+02          5.51282561E+00          5.35189282E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15445395E+02          2.57722698E+02          5.50875979E+00          5.33762417E+00
         54.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.84780913E+02          2.42390456E+02          5.50720584E+00          5.32570277E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61557748E+09          4.84751893E+02          2.42375946E+02          5.50720548E+00          5.32569192E+00
         55.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.61580650E+09          4.84723086E+02          2.42361543E+02          5.50720512E+00          5.32568115E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.10509463E+05          4.57328923E+02          2.28664461E+02          5.50797196E+00          5.31576699E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.43121201E+04          4.32708963E+02          2.16354481E+02          5.51088495E+00          5.30769835E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.03163954E+04          4.10502875E+02          2.05251438E+02          5.51578495E+00          5.30136197E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61004520E+04          3.90389003E+02          1.95194501E+02          5.52252603E+00          5.29662382E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86215411E+04          3.72101658E+02          1.86050829E+02          5.53097466E+00          5.29335861E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.41322090E+04          3.55415619E+02          1.77707810E+02          5.54100843E+00          5.29144914E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11930972E+04          3.40141109E+02          1.70070555E+02          5.55251511E+00          5.29078767E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.14872936E+03          3.26115699E+02          1.63057849E+02          5.56539174E+00          5.29127504E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65979864E+03          3.13201052E+02          1.56600526E+02          5.57954372E+00          5.29282029E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.53672687E+03          3.01278361E+02          1.50639180E+02          5.59488412E+00          5.29534068E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66530418E+03          2.90244768E+02          1.45122384E+02          5.61133292E+00          5.29876016E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.97327539E+03          2.80010185E+02          1.40005093E+02          5.62881643E+00          5.30300827E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.41319316E+03          2.70498513E+02          1.35249256E+02          5.64726672E+00          5.30802350E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.95254963E+03          2.61639303E+02          1.30819652E+02          5.66662107E+00          5.31374541E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.56829376E+03          2.53373757E+02          1.26686879E+02          5.68682157E+00          5.32012203E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.24385226E+03          2.45648338E+02          1.22824169E+02          5.70781466E+00          5.32710399E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.96692860E+03          2.38416109E+02          1.19208054E+02          5.72955074E+00          5.33464650E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.72856474E+03          2.31635579E+02          1.15817790E+02          5.75198389E+00          5.34270997E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52148505E+03          2.25269431E+02          1.12634716E+02          5.77507149E+00          5.35125626E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.34033968E+03          2.19284352E+02          1.09642176E+02          5.79877399E+00          5.36025177E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.18076345E+03          2.13650548E+02          1.06825274E+02          5.82305464E+00          5.36966526E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.03937453E+03          2.08341154E+02          1.04170577E+02          5.84787926E+00          5.37946856E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91339198E+03          2.03331925E+02          1.01665963E+02          5.87321602E+00          5.38963561E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80055976E+03          1.98601188E+02          9.93005941E+01          5.89903526E+00          5.40014312E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69905718E+03          1.94128918E+02          9.70644589E+01          5.92530933E+00          5.41096933E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60734301E+03          1.89897070E+02          9.49485351E+01          5.95201240E+00          5.42209434E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52414988E+03          1.85889264E+02          9.29446318E+01          5.97912036E+00          5.43350025E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.44841923E+03          1.82090523E+02          9.10452614E+01          6.00661066E+00          5.44517077E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.37922788E+03          1.78487275E+02          8.92436377E+01          6.03446218E+00          5.45709099E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31583530E+03          1.75066866E+02          8.75334330E+01          6.06265516E+00          5.46924734E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25759000E+03          1.71817601E+02          8.59088005E+01          6.09117108E+00          5.48162695E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20390011E+03          1.68729231E+02          8.43646155E+01          6.11999254E+00          5.49421896E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15430759E+03          1.65791743E+02          8.28958717E+01          6.14910324E+00          5.50701277E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10836419E+03          1.62996117E+02          8.14980586E+01          6.17848784E+00          5.51999825E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06572747E+03          1.60334134E+02          8.01670669E+01          6.20813194E+00          5.53316767E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02606706E+03          1.57798019E+02          7.88990097E+01          6.23802197E+00          5.54651267E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.89101673E+02          1.55380562E+02          7.76902810E+01          6.26814517E+00          5.56002578E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.54580439E+02          1.53075185E+02          7.65375927E+01          6.29848952E+00          5.57370050E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.22288003E+02          1.50875656E+02          7.54378279E+01          6.32904369E+00          5.58753061E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.92028041E+02          1.48776254E+02          7.43881271E+01          6.35979697E+00          5.60151056E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.63626905E+02          1.46771572E+02          7.33857859E+01          6.39073928E+00          5.61563498E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.36928253E+02          1.44856586E+02          7.24282928E+01          6.42186108E+00          5.62989889E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.11796243E+02          1.43026650E+02          7.15133248E+01          6.45315337E+00          5.64429811E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.88103749E+02          1.41277334E+02          7.06386668E+01          6.48460761E+00          5.65882814E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.65742070E+02          1.39604536E+02          6.98022678E+01          6.51621576E+00          5.67348526E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.97095317E+02          1.26343550E+02          6.31717750E+01          6.83926445E+00          5.82634769E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.92124638E+02          1.17654179E+02          5.88270896E+01          7.17134995E+00          5.98894840E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.22383240E+02          1.11904395E+02          5.59521977E+01          7.50888221E+00          6.15946621E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73966185E+02          1.08121205E+02          5.40606024E+01          7.84959923E+00          6.33650453E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.39301576E+02          1.05698819E+02          5.28494097E+01          8.19203124E+00          6.51892146E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.13926132E+02          1.04246321E+02          5.21231605E+01          8.53520033E+00          6.70576921E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.95050044E+02          1.03503177E+02          5.17515887E+01          8.87492558E+00          6.89413287E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.80851691E+02          1.03290676E+02          5.16453378E+01          9.21648228E+00          7.08686521E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70100574E+02          1.03483062E+02          5.17415312E+01          9.56117719E+00          7.28426514E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61942682E+02          1.03989763E+02          5.19948817E+01          9.90330402E+00          7.48262029E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.55771303E+02          1.04744191E+02          5.23720956E+01          1.02430405E+01          7.68177711E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51146608E+02          1.05696468E+02          5.28482340E+01          1.05805481E+01          7.88158939E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.47743930E+02          1.06808615E+02          5.34043074E+01          1.09206322E+01          8.08447707E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45319651E+02          1.08051275E+02          5.40256377E+01          1.12539210E+01          8.28508454E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43688080E+02          1.09401448E+02          5.47007241E+01          1.15897379E+01          8.48833200E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42705781E+02          1.10840900E+02          5.54204500E+01          1.19235430E+01          8.69159163E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42260539E+02          1.12355007E+02          5.61775036E+01          1.22596142E+01          8.89699485E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42263518E+02          1.13931935E+02          5.69659674E+01          1.25895988E+01          9.10001767E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.42643623E+02          1.15562005E+02          5.77810027E+01          1.29178779E+01          9.30289194E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.43343384E+02          1.17237252E+02          5.86186258E+01          1.32484055E+01          9.50757087E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.44315946E+02          1.18951057E+02          5.94755287E+01          1.35772135E+01          9.71191236E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45522746E+02          1.20697892E+02          6.03489462E+01          1.39043779E+01          9.91589505E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46931826E+02          1.22473105E+02          6.12365527E+01          1.42262994E+01          1.01176456E+01
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48516479E+02          1.24272760E+02          6.21363802E+01          1.45504507E+01          1.03209060E+01
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.50254258E+02          1.26093508E+02          6.30467541E+01          1.48766955E+01          1.05255366E+01
        360.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.52126173E+02          1.27932485E+02          6.39662426E+01          1.51979495E+01          1.07279462E+01
        370.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54116051E+02          1.29787233E+02          6.48936165E+01          1.55178712E+01          1.09299421E+01
        380.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56210066E+02          1.31655630E+02          6.58278149E+01          1.58365116E+01          1.11315205E+01
        390.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.58396314E+02          1.33535839E+02          6.67679194E+01          1.61572357E+01          1.13343116E+01
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.60664514E+02          1.35426263E+02          6.77131316E+01          1.64733895E+01          1.15350117E+01
        402.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.61359354E+02          1.35994980E+02          6.79974898E+01          1.65676529E+01          1.15949601E+01
        403.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15057760E+11          2.61359820E+02          1.35995359E+02          6.79976795E+01          1.65677178E+01          1.15950011E+01
        407.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.14857462E+06          2.62531799E+02          1.36944825E+02          6.84724123E+01          1.67267444E+01          1.16958610E+01
        408.0010          1.00000000E+30          1.00000000E+30          1.06820749E+12          7.14290483E+06          2.62532271E+02          1.36945205E+02          6.84726024E+01          1.67268093E+01          1.16959020E+01
        410.0000          1.00000000E+30          1.00000000E+30          5.87663936E+07          4.30531364E+06          2.63005733E+02          1.37325509E+02          6.86627547E+01          1.67916240E+01          1.17368338E+01
        420.0000          1.00000000E+30          1.00000000E+30          3.97474839E+06          1.12033579E+06          2.65412194E+02          1.39232360E+02          6.96161802E+01          1.71054625E+01          1.19365300E+01
        430.0000          1.00000000E+30          1.00000000E+30          1.57607945E+06          5.50968260E+05          2.67877081E+02          1.41145746E+02          7.05728729E+01          1.74213689E+01          1.21372626E+01
        440.0000          1.00000000E+30          1.00000000E+30          8.85098220E+05          3.38689336E+05          2.70394412E+02          1.43064725E+02          7.15323627E+01          1.77361528E+01          1.23374652E+01
        450.0000          1.00000000E+30          1.00000000E+30          5.81003158E+05          2.33721509E+05          2.72958911E+02          1.44988470E+02          7.24942350E+01          1.80467686E+01          1.25356581E+01
        460.0000          1.00000000E+30          1.00000000E+30          4.17061341E+05          1.73193458E+05          2.75565920E+02          1.46916245E+02          7.34581223E+01          1.83594359E+01          1.27348352E+01
        470.0000          1.00000000E+30          1.00000000E+30          3.17294838E+05          1.34722077E+05          2.78211292E+02          1.48847400E+02          7.44236998E+01          1.86710781E+01          1.29334975E+01
        480.0000          1.00000000E+30          1.00000000E+30          2.51518786E+05          1.08553070E+05          2.80891348E+02          1.50781358E+02          7.53906790E+01          1.89817245E+01          1.31316497E+01
        490.0000          1.00000000E+30          1.00000000E+30          2.05565893E+05          8.98492031E+04          2.83602804E+02          1.52620456E+02          7.63102280E+01          1.92914031E+01          1.33270751E+01
        500.0000          1.00000000E+30          1.00000000E+30          1.72043225E+05          7.59586501E+04          2.86342718E+02          1.54545988E+02          7.72729941E+01          1.96001403E+01          1.35239239E+01
        502.9990          1.00000000E+30          1.00000000E+30          1.63730447E+05          7.24783843E+04          2.87169565E+02          1.55210860E+02          7.76054298E+01          1.96913897E+01          1.35843117E+01
        503.0010          1.00000000E+30          1.98095694E+12          1.63725242E+05          7.24761965E+04          2.87170117E+02          1.55211303E+02          7.76056514E+01          1.96914524E+01          1.35843528E+01
