#Energy      V-K-shell   V-L1-shell   V-L2-shell   V-L3-shell   V-M1-shell   V-M2-shell   V-M3-shell   O-K-shell   Valence  Total
        400.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.80386382E+02          8.81903787E+01          4.28091054E+01          1.00000000E+30          8.89311908E+00          6.54927035E+00
        410.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81146371E+02          8.92184134E+01          4.33178796E+01          1.00000000E+30          9.04750635E+00          6.65151476E+00
        420.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81994776E+02          9.02587184E+01          4.38322406E+01          1.00000000E+30          9.19723275E+00          6.75144051E+00
        430.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.82922311E+02          9.13099385E+01          4.43515653E+01          1.00000000E+30          9.35054099E+00          6.85347812E+00
        440.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83920887E+02          9.23708809E+01          4.48753038E+01          1.00000000E+30          9.50330632E+00          6.95538226E+00
        450.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.84983420E+02          9.34404892E+01          4.54029712E+01          1.00000000E+30          9.65167212E+00          7.05507842E+00
        460.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.86103663E+02          9.45178294E+01          4.59341363E+01          1.00000000E+30          9.80345006E+00          7.15673245E+00
        470.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87276127E+02          9.56020696E+01          4.64684173E+01          1.00000000E+30          9.95472927E+00          7.25823760E+00
        480.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.88495937E+02          9.66924695E+01          4.70054737E+01          1.00000000E+30          1.01055235E+01          7.35959062E+00
        490.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.89758771E+02          9.77883688E+01          4.75450010E+01          1.00000000E+30          1.02558461E+01          7.46078894E+00
        500.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.91060780E+02          9.88891752E+01          4.80867268E+01          1.00000000E+30          1.04057096E+01          7.56183049E+00
        510.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.92398520E+02          9.99943575E+01          4.86304070E+01          1.00000000E+30          1.05551264E+01          7.66271371E+00
        517.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93492219E+02          1.00881221E+02          4.90665555E+01          1.00000000E+30          1.06729336E+01          7.74256005E+00
        518.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.94929916E+11          1.93492495E+02          1.00881443E+02          4.90666647E+01          1.00000000E+30          1.06729647E+01          7.74258092E+00
        520.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.05666741E+07          1.93768910E+02          1.01103439E+02          4.91758223E+01          1.00000000E+30          1.07041080E+01          7.76343554E+00
        524.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.69584257E+06          1.94465331E+02          1.01659195E+02          4.94490634E+01          1.00000000E+30          1.07784237E+01          7.81371595E+00
        525.0010          1.00000000E+30          1.00000000E+30          1.02993970E+12          4.69420678E+06          1.94465612E+02          1.01659417E+02          4.94491728E+01          1.00000000E+30          1.07784548E+01          7.81373679E+00
        530.0000          1.00000000E+30          1.00000000E+30          1.62963424E+07          2.08104953E+06          1.95169184E+02          1.02215990E+02          4.97227748E+01          1.00000000E+30          1.08526659E+01          7.86396761E+00
        537.9990          1.00000000E+30          1.00000000E+30          3.86232534E+06          9.57316807E+05          1.96309092E+02          1.03108155E+02          5.01612686E+01          1.00000000E+30          1.09698412E+01          7.94353183E+00
        538.0010          1.00000000E+30          1.00000000E+30          3.86156198E+06          9.57188584E+05          1.96309380E+02          1.03108379E+02          5.01613784E+01          1.10721702E+12          1.09698722E+01          7.94355260E+00
        540.0000          1.00000000E+30          1.00000000E+30          3.10845070E+06          8.27512715E+05          1.96596849E+02          1.03331623E+02          5.02710866E+01          6.97414165E+07          1.10008109E+01          7.96430618E+00
        550.0000          1.00000000E+30          1.00000000E+30          1.42638646E+06          4.65796287E+05          1.98049660E+02          1.04449986E+02          5.08205962E+01          4.74562275E+06          1.11485534E+01          8.06444753E+00
        560.0000          1.00000000E+30          1.00000000E+30          8.50432164E+05          3.06159455E+05          1.99525582E+02          1.05570762E+02          5.13711580E+01          1.88840023E+06          1.12959035E+01          8.16439672E+00
        570.0000          1.00000000E+30          1.00000000E+30          5.76786862E+05          2.19910182E+05          2.01022773E+02          1.06693665E+02          5.19226400E+01          1.06313165E+06          1.14461412E+01          8.26586188E+00
        580.0000          1.00000000E+30          1.00000000E+30          4.22555037E+05          1.67335310E+05          2.02539563E+02          1.07818433E+02          5.24749221E+01          6.99035352E+05          1.15926880E+01          8.36540597E+00
        590.0000          1.00000000E+30          1.00000000E+30          3.25922609E+05          1.32611290E+05          2.04074429E+02          1.08944827E+02          5.30278954E+01          5.02189549E+05          1.17388709E+01          8.46476295E+00
        600.0000          1.00000000E+30          1.00000000E+30          2.60873599E+05          1.08312671E+05          2.05625985E+02          1.10072633E+02          5.35319560E+01          3.82170120E+05          1.18846984E+01          8.56266804E+00
        610.0000          1.00000000E+30          1.00000000E+30          2.14704459E+05          9.05675209E+04          2.07192963E+02          1.11193131E+02          5.41165172E+01          3.02870284E+05          1.20333026E+01          8.66399974E+00
        620.0000          1.00000000E+30          1.00000000E+30          1.80602288E+05          7.71528119E+04          2.08774206E+02          1.12269386E+02          5.46460211E+01          2.47361284E+05          1.21783983E+01          8.76180374E+00
        630.0000          1.00000000E+30          1.00000000E+30          1.54606785E+05          6.67405346E+04          2.10368653E+02          1.13457409E+02          5.52280258E+01          2.06815442E+05          1.23231629E+01          8.86144019E+00
        632.9990          1.00000000E+30          1.00000000E+30          1.47999143E+05          6.40654063E+04          2.10849253E+02          1.13734966E+02          5.53655080E+01          1.96746061E+05          1.23683437E+01          8.89079344E+00
        633.0010          1.00000000E+30          1.79218623E+12          1.47995001E+05          6.40634780E+04          2.10849574E+02          1.13735225E+02          5.53656347E+01          1.96739820E+05          1.23683738E+01          8.89081436E+00
        640.0000          1.00000000E+30          1.87843417E+07          1.34277172E+05          5.84729804E+04          2.11975329E+02          1.14531646E+02          5.57564133E+01          1.76168764E+05          1.24706294E+01          8.96036543E+00
        650.0000          1.00000000E+30          4.92475240E+06          1.18038937E+05          5.17853978E+04          2.13593340E+02          1.15714709E+02          5.63359426E+01          1.52365057E+05          1.26147100E+01          9.05949116E+00
        660.0000          1.00000000E+30          2.43329438E+06          1.04836798E+05          4.62904578E+04          2.15221864E+02          1.16787003E+02          5.68632589E+01          1.33466834E+05          1.27614525E+01          9.15792485E+00
        670.0000          1.00000000E+30          1.50107777E+06          9.39400277E+04          4.17128334E+04          2.16860142E+02          1.17965265E+02          5.74403937E+01          1.18180106E+05          1.29048785E+01          9.25655849E+00
        680.0000          1.00000000E+30          1.03789395E+06          8.48303422E+04          3.78538023E+04          2.18507472E+02          1.19035697E+02          5.80162157E+01          1.05614222E+05          1.30509257E+01          9.35580956E+00
        690.0000          1.00000000E+30          7.70031574E+05          7.71250551E+04          3.45668690E+04          2.20163212E+02          1.20209314E+02          5.85415053E+01          9.51461394E+04          1.31937240E+01          9.45267842E+00
        700.0000          1.00000000E+30          5.99144846E+05          7.05429256E+04          3.17412618E+04          2.21826759E+02          1.21380355E+02          5.91150545E+01          8.63216356E+04          1.33391028E+01          9.55207936E+00
        710.0000          1.00000000E+30          4.82601987E+05          6.48700585E+04          2.92921039E+04          2.23497563E+02          1.22447088E+02          5.96873525E+01          7.88037389E+04          1.34812989E+01          9.64913547E+00
        720.0000          1.00000000E+30          3.99075855E+05          5.99419658E+04          2.71536905E+04          2.25175106E+02          1.23613719E+02          6.02107552E+01          7.23415857E+04          1.36260343E+01          9.74679795E+00
        730.0000          1.00000000E+30          3.36873115E+05          5.56304158E+04          2.52744337E+04          2.26858915E+02          1.24777895E+02          6.07808983E+01          6.67389211E+04          1.37704543E+01          9.84547113E+00
        740.0000          1.00000000E+30          2.89143357E+05          5.18331096E+04          2.36126976E+04          2.28548549E+02          1.25841187E+02          6.13498497E+01          6.18471578E+04          1.39117675E+01          9.94186172E+00
        750.0000          1.00000000E+30          2.51619667E+05          4.84703541E+04          2.21352631E+04          2.30243593E+02          1.27001180E+02          6.18714980E+01          5.75479830E+04          1.40555785E+01          1.00388516E+01
        760.0000          1.00000000E+30          2.21514293E+05          4.54758594E+04          2.08152059E+04          2.31943665E+02          1.28158832E+02          6.24384071E+01          5.37459073E+04          1.41990888E+01          1.01368270E+01
        770.0000          1.00000000E+30          1.96944934E+05          4.27961760E+04          1.96303990E+04          2.33648408E+02          1.29314183E+02          6.30041817E+01          5.03656445E+04          1.43395700E+01          1.02331794E+01
        780.0000          1.00000000E+30          1.76595729E+05          4.03878153E+04          1.85622713E+04          2.35357489E+02          1.30372614E+02          6.35688397E+01          4.73453963E+04          1.44825037E+01          1.03301082E+01
        790.0000          1.00000000E+30          1.59531739E+05          3.82143982E+04          1.75958584E+04          2.37070598E+02          1.31524071E+02          6.40880380E+01          4.46340192E+04          1.46251502E+01          1.04262351E+01
        800.0000          1.00000000E+30          1.45058766E+05          3.62453507E+04          1.67180382E+04          2.38787445E+02          1.32673335E+02          6.46507962E+01          4.21899998E+04          1.47648455E+01          1.05219638E+01
        810.0000          1.00000000E+30          1.32669031E+05          3.44550540E+04          1.59182244E+04          2.40507756E+02          1.33820440E+02          6.52124912E+01          3.99780596E+04          1.49069453E+01          1.06188365E+01
        820.0000          1.00000000E+30          1.21969363E+05          3.28223909E+04          1.51870963E+04          2.42231281E+02          1.34965421E+02          6.57731399E+01          3.79693779E+04          1.50487718E+01          1.07154928E+01
        830.0000          1.00000000E+30          1.12656139E+05          3.13285104E+04          1.45169549E+04          2.43957779E+02          1.36017940E+02          6.63327591E+01          3.61386003E+04          1.51903279E+01          1.08113642E+01
        840.0000          1.00000000E+30          1.04494983E+05          2.99581904E+04          1.39009550E+04          2.45687030E+02          1.37159362E+02          6.68913653E+01          3.44652724E+04          1.53316194E+01          1.09075990E+01
        850.0000          1.00000000E+30          9.72969394E+04          2.86973503E+04          1.33333486E+04          2.47418825E+02          1.38298760E+02          6.74068762E+01          3.29311205E+04          1.54700745E+01          1.10012024E+01
        860.0000          1.00000000E+30          9.09116776E+04          2.75345382E+04          1.28090253E+04          2.49152966E+02          1.39436165E+02          6.79637779E+01          3.15209973E+04          1.56108641E+01          1.10970395E+01
        870.0000          1.00000000E+30          8.52199801E+04          2.64598038E+04          1.23236435E+04          2.50889271E+02          1.40571609E+02          6.85197138E+01          3.02213110E+04          1.57514001E+01          1.11926739E+01
        880.0000          1.00000000E+30          8.01201420E+04          2.54642254E+04          1.18733688E+04          2.52627569E+02          1.41705122E+02          6.90746990E+01          2.90207623E+04          1.58916872E+01          1.12881090E+01
        890.0000          1.00000000E+30          7.55318326E+04          2.45400600E+04          1.14548525E+04          2.54367693E+02          1.42836734E+02          6.96287486E+01          2.79092293E+04          1.60317309E+01          1.13833482E+01
        900.0000          1.00000000E+30          7.13868158E+04          2.36804957E+04          1.10651020E+04          2.56109496E+02          1.43966476E+02          7.01818771E+01          2.68779648E+04          1.61715355E+01          1.14783945E+01
        910.0000          1.00000000E+30          6.76275714E+04          2.28795704E+04          1.07015283E+04          2.57852831E+02          1.45094377E+02          7.07340989E+01          2.59192993E+04          1.63111041E+01          1.15732505E+01
        920.0000          1.00000000E+30          6.42066177E+04          2.21320304E+04          1.03618041E+04          2.59544104E+02          1.46220464E+02          7.12854279E+01          2.50264058E+04          1.64479676E+01          1.16665668E+01
        930.0000          1.00000000E+30          6.10836852E+04          2.14331415E+04          1.00438903E+04          2.61292870E+02          1.47344766E+02          7.18358781E+01          2.41933670E+04          1.65870808E+01          1.17610592E+01
        940.0000          1.00000000E+30          5.82240917E+04          2.07787717E+04          9.74590948E+03          2.63039917E+02          1.48467310E+02          7.23854628E+01          2.34148682E+04          1.67259668E+01          1.18553625E+01
        950.0000          1.00000000E+30          5.55981283E+04          2.01651272E+04          9.46626008E+03          2.64785261E+02          1.49588124E+02          7.29341952E+01          2.26861559E+04          1.68646293E+01          1.19494796E+01
        960.0000          1.00000000E+30          5.31805740E+04          1.95889399E+04          9.20341979E+03          2.66528921E+02          1.50625544E+02          7.34820885E+01          2.20030831E+04          1.70030717E+01          1.20428916E+01
        970.0000          1.00000000E+30          5.09492201E+04          1.90471647E+04          8.95608942E+03          2.68270916E+02          1.51824663E+02          7.40291551E+01          2.13618537E+04          1.71412972E+01          1.21371669E+01
        980.0000          1.00000000E+30          4.88849055E+04          1.85371522E+04          8.72308411E+03          2.70011265E+02          1.52940440E+02          7.45754076E+01          2.07590800E+04          1.72793086E+01          1.22307423E+01
        990.0000          1.00000000E+30          4.69705888E+04          1.80564399E+04          8.50330951E+03          2.71749988E+02          1.54054588E+02          7.51208581E+01          2.01917647E+04          1.74171087E+01          1.23241422E+01
       1000.0000          1.00000000E+30          4.51922032E+04          1.76028381E+04          8.29578896E+03          2.73487103E+02          1.55167132E+02          7.56655186E+01          1.96571693E+04          1.75547001E+01          1.24173692E+01
       1100.0000          1.00000000E+30          3.26590557E+04          1.41968431E+04          6.73331709E+03          2.91019718E+02          1.66209321E+02          8.11065856E+01          1.56648195E+04          1.89197081E+01          1.33421380E+01
       1200.0000          1.00000000E+30          2.56359090E+04          1.21105688E+04          5.77278394E+03          3.08604274E+02          1.77254665E+02          8.64755621E+01          1.32373751E+04          2.02708574E+01          1.42555309E+01
       1300.0000          1.00000000E+30          2.13019714E+04          1.07560533E+04          5.14807149E+03          3.26000118E+02          1.88163373E+02          9.18130561E+01          1.16672393E+04          2.16054700E+01          1.51565308E+01
       1400.0000          1.00000000E+30          1.84514313E+04          9.84090948E+03          4.72585149E+03          3.43435205E+02          1.99015209E+02          9.71216123E+01          1.06076727E+04          2.29252279E+01          1.60475977E+01
       1500.0000          1.00000000E+30          1.64910185E+04          9.20561912E+03          4.43301669E+03          3.60698162E+02          2.09752369E+02          1.02374065E+02          9.87135674E+03          2.42334487E+01          1.69292230E+01
       1600.0000          1.00000000E+30          1.50984492E+04          8.75705789E+03          4.22673661E+03          3.77995400E+02          2.20445970E+02          1.07604272E+02          9.34967714E+03          2.55311863E+01          1.78040931E+01
       1700.0000          1.00000000E+30          1.40854631E+04          8.43792409E+03          4.08058350E+03          3.95135677E+02          2.31040755E+02          1.12786191E+02          8.97615321E+03          2.68173870E+01          1.86704516E+01
       1800.0000          1.00000000E+30          1.33358927E+04          8.21141186E+03          3.97754330E+03          4.12309669E+02          2.41544888E+02          1.17950846E+02          8.70826845E+03          2.80929350E+01          1.95302441E+01
       1900.0000          1.00000000E+30          1.27748841E+04          8.05301611E+03          3.90626403E+03          4.29340220E+02          2.52020603E+02          1.23046714E+02          8.51782432E+03          2.93603311E+01          2.03834134E+01
       2000.0000          1.00000000E+30          1.23524608E+04          7.94590200E+03          3.85893461E+03          4.46238109E+02          2.62415847E+02          1.28130333E+02          8.38551362E+03          3.06168120E+01          2.12299588E+01
       2100.0000          1.00000000E+30          1.20342437E+04          7.87818692E+03          3.83002911E+03          4.63012970E+02          2.72736166E+02          1.33177359E+02          8.29775245E+03          3.18663373E+01          2.20712484E+01
       2200.0000          1.00000000E+30          1.17959579E+04          7.84128342E+03          3.81555047E+03          4.79673431E+02          2.83038159E+02          1.38214716E+02          8.24475043E+03          3.31092917E+01          2.29086439E+01
       2300.0000          1.00000000E+30          1.16200688E+04          7.82885245E+03          3.81254115E+03          4.96381332E+02          2.93221585E+02          1.43194891E+02          8.21930165E+03          3.43430549E+01          2.37393367E+01
       2400.0000          1.00000000E+30          1.14936493E+04          7.83612491E+03          3.81877598E+03          5.12981517E+02          3.03392911E+02          1.48168466E+02          8.21599878E+03          3.55710045E+01          2.45667050E+01
       2500.0000          1.00000000E+30          1.14069929E+04          7.85945493E+03          3.83254982E+03          5.29480305E+02          3.13504051E+02          1.53112665E+02          8.23071637E+03          3.67920882E+01          2.53893388E+01
       2600.0000          1.00000000E+30          1.13526960E+04          7.89601194E+03          3.85253791E+03          5.45883463E+02          3.23558266E+02          1.58029074E+02          8.26025745E+03          3.80066442E+01          2.62074928E+01
       2700.0000          1.00000000E+30          1.13250229E+04          7.94356815E+03          3.87769695E+03          5.62196264E+02          3.33558539E+02          1.62941581E+02          8.30211249E+03          3.92149382E+01          2.70219933E+01
       2800.0000          1.00000000E+30          1.13194712E+04          8.00035034E+03          3.90719525E+03          5.78563453E+02          3.43553893E+02          1.67806197E+02          8.35428587E+03          4.04189972E+01          2.78332570E+01
       2900.0000          1.00000000E+30          1.13324673E+04          8.06493030E+03          3.94036251E+03          5.94706394E+02          3.53453305E+02          1.72668846E+02          8.41517343E+03          4.16156286E+01          2.86397966E+01
       3000.0000          1.00000000E+30          1.13611391E+04          8.13614607E+03          3.97665299E+03          6.10907351E+02          3.63351215E+02          1.77486533E+02          8.48347232E+03          4.28084520E+01          2.94434229E+01
       3100.0000          1.00000000E+30          1.14031564E+04          8.21304456E+03          4.01561879E+03          6.27030099E+02          3.73203465E+02          1.82303755E+02          8.55811478E+03          4.39942490E+01          3.02432350E+01
       3200.0000          1.00000000E+30          1.14566106E+04          8.29483659E+03          4.05688867E+03          6.43078092E+02          3.83011907E+02          1.87099605E+02          8.63821798E+03          4.51769167E+01          3.10405226E+01
       3300.0000          1.00000000E+30          1.15199261E+04          8.38086404E+03          4.10015285E+03          6.59054544E+02          3.92778351E+02          1.91874958E+02          8.72304655E+03          4.63544431E+01          3.18343791E+01
       3400.0000          1.00000000E+30          1.15917918E+04          8.47057414E+03          4.14515122E+03          6.74962442E+02          4.02504513E+02          1.96630648E+02          8.81198337E+03          4.75274715E+01          3.26251507E+01
       3500.0000          1.00000000E+30          1.16711071E+04          8.56349972E+03          4.19166354E+03          6.90804579E+02          4.12191981E+02          2.01367452E+02          8.90450735E+03          4.86960620E+01          3.34129045E+01
       3600.0000          1.00000000E+30          1.17569445E+04          8.65924337E+03          4.23950252E+03          7.06583567E+02          4.21842232E+02          2.06086087E+02          9.00017558E+03          4.98605687E+01          3.41978432E+01
       3700.0000          1.00000000E+30          1.18485152E+04          8.75746503E+03          4.28850798E+03          7.22301858E+02          4.31456625E+02          2.10787209E+02          9.09860979E+03          5.10221283E+01          3.49805338E+01
       3800.0000          1.00000000E+30          1.19451463E+04          8.85787275E+03          4.33854204E+03          7.38083521E+02          4.41077369E+02          2.15490907E+02          9.19948463E+03          5.21782902E+01          3.57609463E+01
       3900.0000          1.00000000E+30          1.20462592E+04          8.96021396E+03          4.38948569E+03          7.53685259E+02          4.50623280E+02          2.20158636E+02          9.30251964E+03          5.33301311E+01          3.65374213E+01
       4000.0000          1.00000000E+30          1.21513552E+04          9.06426990E+03          4.44123551E+03          7.69351918E+02          4.60137062E+02          2.24829737E+02          9.40747123E+03          5.44800166E+01          3.73130084E+01
       4100.0000          1.00000000E+30          1.22600012E+04          9.16984959E+03          4.49370153E+03          7.84845238E+02          4.69659141E+02          2.29466209E+02          9.51412774E+03          5.56248457E+01          3.80849109E+01
       4200.0000          1.00000000E+30          1.23718210E+04          9.27678621E+03          4.54680490E+03          8.00404473E+02          4.79150566E+02          2.34106772E+02          9.62230365E+03          5.67673457E+01          3.88557812E+01
       4300.0000          1.00000000E+30          1.24864844E+04          9.38493321E+03          4.60047644E+03          8.15912290E+02          4.88572611E+02          2.38714062E+02          9.73183633E+03          5.79054798E+01          3.96231046E+01
       4400.0000          1.00000000E+30          1.26037025E+04          9.49416161E+03          4.65465522E+03          8.31255196E+02          4.98005063E+02          2.43325844E+02          9.84258265E+03          5.90418021E+01          4.03893741E+01
       4500.0000          1.00000000E+30          1.27232206E+04          9.60435729E+03          4.70928726E+03          8.46665396E+02          5.07409540E+02          2.47923993E+02          9.95441606E+03          6.01736752E+01          4.11531509E+01
       4600.0000          1.00000000E+30          1.28448132E+04          9.71541918E+03          4.76432493E+03          8.62028707E+02          5.16786620E+02          2.52508801E+02          1.00672244E+04          6.13042195E+01          4.19156371E+01
       4700.0000          1.00000000E+30          1.29682804E+04          9.82725731E+03          4.81972566E+03          8.77346453E+02          5.26098611E+02          2.57080574E+02          1.01809080E+04          6.24296931E+01          4.26748465E+01
       4800.0000          1.00000000E+30          1.30934448E+04          9.93979165E+03          4.87545160E+03          8.92619863E+02          5.35423178E+02          2.61621506E+02          1.02953780E+04          6.35518848E+01          4.34316388E+01
       4900.0000          1.00000000E+30          1.32201479E+04          1.00529506E+04          4.93146901E+03          9.07850142E+02          5.44722609E+02          2.66168386E+02          1.04105550E+04          6.46728549E+01          4.41877445E+01
       5000.0000          1.00000000E+30          1.33482478E+04          1.01666699E+04          4.98774752E+03          9.23038469E+02          5.53997513E+02          2.70703305E+02          1.05263680E+04          6.57907647E+01          4.49418179E+01
       5100.0000          1.00000000E+30          1.34776173E+04          1.02808922E+04          5.04425994E+03          9.38185977E+02          5.63248497E+02          2.75226554E+02          1.06427531E+04          6.69057362E+01          4.56939304E+01
       5200.0000          1.00000000E+30          1.36081422E+04          1.03955656E+04          5.10098180E+03          9.53293744E+02          5.72476153E+02          2.79756053E+02          1.07596530E+04          6.80178508E+01          4.64446207E+01
       5300.0000          1.00000000E+30          1.37397194E+04          1.05106433E+04          5.15789103E+03          9.68362794E+02          5.81681067E+02          2.84256751E+02          1.08770158E+04          6.91271294E+01          4.71929385E+01
       5400.0000          1.00000000E+30          1.38722562E+04          1.06260834E+04          5.21496778E+03          9.83394092E+02          5.90900432E+02          2.88746639E+02          1.09947948E+04          7.02346580E+01          4.79401330E+01
       5469.9990          1.00000000E+30          1.39655561E+04          1.07070852E+04          5.25501083E+03          9.93935953E+02          5.97293317E+02          2.91872666E+02          1.10774637E+04          7.10086750E+01          4.84617582E+01
       5470.0010          1.12163108E+15          1.39655588E+04          1.07070875E+04          5.25501197E+03          9.93936257E+02          5.97293501E+02          2.91872756E+02          1.10774661E+04          7.10086970E+01          4.84617731E+01
       5500.0000          3.87892918E+09          1.40056681E+04          1.07418475E+04          5.27219395E+03          9.98388549E+02          6.00061430E+02          2.93225924E+02          1.11129476E+04          7.13402407E+01          4.86856404E+01
       5600.0000          4.27415234E+08          1.41398792E+04          1.08579012E+04          5.32955326E+03          1.01334704E+03          6.09201142E+02          2.97694827E+02          1.12314360E+04          7.24426859E+01          4.94291540E+01
       5700.0000          1.79182800E+08          1.42748201E+04          1.09742130E+04          5.38703088E+03          1.02837393E+03          6.18320080E+02          3.02153616E+02          1.13502251E+04          7.35408046E+01          5.01703813E+01
       5800.0000          1.02869766E+08          1.44104277E+04          1.10907544E+04          5.44461335E+03          1.04326247E+03          6.27418749E+02          3.06619352E+02          1.14692832E+04          7.46397250E+01          5.09116913E+01
       5900.0000          6.83204170E+07          1.45466445E+04          1.11946945E+04          5.49754634E+03          1.05811755E+03          6.36533293E+02          3.11058874E+02          1.15885815E+04          7.57342974E+01          5.16495703E+01
       6000.0000          4.93761355E+07          1.46834181E+04          1.13193392E+04          5.55902360E+03          1.07304098E+03          6.45593073E+02          3.15488665E+02          1.17080937E+04          7.68285794E+01          5.23880098E+01
       6100.0000          3.77223328E+07          1.48207007E+04          1.14301347E+04          5.61380356E+03          1.08783044E+03          6.54633509E+02          3.19925506E+02          1.18269666E+04          7.79189699E+01          5.31234498E+01
       6200.0000          2.99716778E+07          1.49584481E+04          1.15542361E+04          5.67500904E+03          1.10258894E+03          6.63690259E+02          3.24337334E+02          1.19397310E+04          7.90072101E+01          5.38579404E+01
       6300.0000          2.45266892E+07          1.50966203E+04          1.16648499E+04          5.72969091E+03          1.11741563E+03          6.72694405E+02          3.28739911E+02          1.20666390E+04          8.00945671E+01          5.45909574E+01
       6400.0000          2.05336656E+07          1.52351803E+04          1.17884256E+04          5.79063375E+03          1.13211259E+03          6.81713930E+02          3.33149880E+02          1.21792609E+04          8.11793609E+01          5.53233084E+01
       6500.0000          1.75085342E+07          1.53740939E+04          1.18988667E+04          5.84522249E+03          1.14687851E+03          6.90683396E+02          3.37535636E+02          1.23056531E+04          8.22634173E+01          5.60538690E+01
       6600.0000          1.51543739E+07          1.55133301E+04          1.20219346E+04          5.90591189E+03          1.16151619E+03          6.99667707E+02          3.41928304E+02          1.24181395E+04          8.33429839E+01          5.67828508E+01
       6700.0000          1.32823728E+07          1.56528598E+04          1.21447200E+04          5.96041249E+03          1.17622369E+03          7.08603164E+02          3.46297617E+02          1.25440330E+04          8.44225185E+01          5.75106942E+01
       6800.0000          1.17662994E+07          1.57926566E+04          1.22547902E+04          6.02085756E+03          1.19080458E+03          7.17553856E+02          3.50673778E+02          1.26563909E+04          8.54984794E+01          5.82368220E+01
       6900.0000          1.05186547E+07          1.59326958E+04          1.23770950E+04          6.08116709E+03          1.20545563E+03          7.26456703E+02          3.55027174E+02          1.27818028E+04          8.65748244E+01          5.89628689E+01
       7000.0000          9.47841710E+06          1.60729548E+04          1.24991310E+04          6.13548459E+03          1.21998214E+03          7.35374840E+02          3.59387465E+02          1.29069421E+04          8.76472208E+01          5.96864790E+01
       7100.0000          8.60093660E+06          1.61977246E+04          1.26088606E+04          6.19556328E+03          1.23457858E+03          7.44246416E+02          3.63725442E+02          1.30189869E+04          8.87191307E+01          6.04088495E+01
       7200.0000          7.85292773E+06          1.63443206E+04          1.27304425E+04          6.25551318E+03          1.24905312E+03          7.53133099E+02          3.68070626E+02          1.31436705E+04          8.97881231E+01          6.11306835E+01
       7300.0000          7.20972648E+06          1.64906437E+04          1.28517688E+04          6.30966279E+03          1.26359658E+03          7.62006030E+02          3.72408739E+02          1.32680945E+04          9.08543900E+01          6.18505418E+01
       7400.0000          6.65182004E+06          1.66172506E+04          1.29611866E+04          6.36939478E+03          1.27811542E+03          7.70831559E+02          3.76724639E+02          1.33922633E+04          9.19214775E+01          6.25697485E+01
       7500.0000          6.16461652E+06          1.67631772E+04          1.30820842E+04          6.42900449E+03          1.29251370E+03          7.79673819E+02          3.81047705E+02          1.35038464E+04          9.29879139E+01          6.32889035E+01
       7600.0000          5.73626333E+06          1.69088416E+04          1.32027390E+04          6.48849393E+03          1.30698226E+03          7.88471338E+02          3.85364460E+02          1.36275929E+04          9.40489189E+01          6.40054681E+01
       7700.0000          5.35744947E+06          1.70542477E+04          1.33231551E+04          6.54240446E+03          1.32142697E+03          7.97284985E+02          3.89659272E+02          1.37510968E+04          9.51095699E+01          6.47207346E+01
       7800.0000          5.02058194E+06          1.71993991E+04          1.34321218E+04          6.60169237E+03          1.33584727E+03          8.06084726E+02          3.93961529E+02          1.38743621E+04          9.61712385E+01          6.54367528E+01
       7900.0000          4.71954878E+06          1.73258232E+04          1.35521412E+04          6.66086611E+03          1.35015037E+03          8.14871623E+02          3.98257705E+02          1.39855349E+04          9.72262659E+01          6.61488524E+01
       8000.0000          4.44928701E+06          1.74706096E+04          1.36719339E+04          6.71992759E+03          1.36452457E+03          8.23613845E+02          4.02532902E+02          1.41084092E+04          9.82864274E+01          6.68631189E+01
       8100.0000          4.20566725E+06          1.76151523E+04          1.37915036E+04          6.77887872E+03          1.37887579E+03          8.32372153E+02          4.06815247E+02          1.42310568E+04          9.93390735E+01          6.75741140E+01
       8200.0000          3.98520333E+06          1.77594549E+04          1.39108541E+04          6.83249997E+03          1.39320386E+03          8.41118657E+02          4.11091673E+02          1.43534812E+04          1.00394703E+02          6.82856306E+01
       8300.0000          3.78497549E+06          1.79035210E+04          1.40299892E+04          6.89126833E+03          1.40741842E+03          8.49852689E+02          4.15361977E+02          1.44756863E+04          1.01442870E+02          6.89936537E+01
