#Energy      Mg   Co   Ni   Cu   Zn   O  Total
        710.0000          8.71147306E+01          7.01536609E+01          7.08710462E+01          7.17068638E+01          1.00000000E+20          3.04095891E+01          1.15375248E+01
        720.0000          8.81184362E+01          7.06382233E+01          7.13391781E+01          7.21589154E+01          1.00000000E+20          3.07945868E+01          1.16476689E+01
        730.0000          8.91213793E+01          7.11231574E+01          7.18078727E+01          7.26117398E+01          1.00000000E+20          3.11794109E+01          1.17576313E+01
        740.0000          9.01235694E+01          7.16084146E+01          7.22770733E+01          7.30652709E+01          1.00000000E+20          3.15640640E+01          1.18674144E+01
        750.0000          9.11250161E+01          7.20939497E+01          7.27467264E+01          7.35194467E+01          1.00000000E+20          3.19485487E+01          1.19770208E+01
        760.0000          9.21257285E+01          7.25797203E+01          7.32167822E+01          7.39742091E+01          1.00000000E+20          3.23328673E+01          1.20864528E+01
        770.0000          9.31257157E+01          7.30656868E+01          7.36871940E+01          7.44295034E+01          1.00000000E+20          3.27170222E+01          1.21957127E+01
        780.0000          9.41249869E+01          7.35518122E+01          7.41579179E+01          7.48852786E+01          1.00000000E+20          3.31010158E+01          1.23048029E+01
        784.9990          9.46242569E+01          7.37948749E+01          7.43933368E+01          7.51132857E+01          1.00000000E+20          3.32929144E+01          1.23592741E+01
        785.0010          9.46244566E+01          7.37949722E+01          7.43934310E+01          7.51133769E+01          1.00000000E+20          3.32929912E+01          1.23592959E+01
        790.0000          9.51235508E+01          7.40380617E+01          7.46289127E+01          7.53414865E+01          1.00000000E+20          3.34848503E+01          1.24137255E+01
        799.9990          9.61213164E+01          7.45243544E+01          7.51000929E+01          7.57980362E+01          1.00000000E+20          3.38684896E+01          1.25224718E+01
        800.0000          9.61214161E+01          7.45244030E+01          7.51001401E+01          7.57980818E+01          1.00000000E+20          3.38685279E+01          1.25224827E+01
        800.0010          9.61215159E+01          7.45244516E+01          7.51001872E+01          7.57981275E+01          1.00000000E+20          3.38685663E+01          1.25224936E+01
        810.0000          9.71185914E+01          7.50108056E+01          7.55715637E+01          7.62550223E+01          1.00000000E+20          3.42520508E+01          1.26310766E+01
        820.0000          9.81150850E+01          7.54972410E+01          7.60431496E+01          7.67122678E+01          1.00000000E+20          3.46354211E+01          1.27395092E+01
        830.0000          9.91109053E+01          7.59836826E+01          7.65148659E+01          7.71697808E+01          1.00000000E+20          3.50186408E+01          1.28477825E+01
        840.0000          1.00106060E+02          7.64701053E+01          7.69866827E+01          7.76275260E+01          1.00000000E+20          3.54017119E+01          1.29558986E+01
        850.0000          1.01100558E+02          7.69564858E+01          7.74585718E+01          7.80854700E+01          1.00000000E+20          3.57846363E+01          1.30638592E+01
        859.9990          1.02094307E+02          7.74427535E+01          7.79304596E+01          7.85435357E+01          1.00000000E+20          3.61673777E+01          1.31716555E+01
        860.0000          1.02094406E+02          7.74428021E+01          7.79305068E+01          7.85435815E+01          1.00000000E+20          3.61674160E+01          1.31716662E+01
        860.0010          1.02094505E+02          7.74428507E+01          7.79305540E+01          7.85436273E+01          1.00000000E+20          3.61674543E+01          1.31716770E+01
        870.0000          1.03087612E+02          7.79290335E+01          7.84024628E+01          7.90018310E+01          1.00000000E+20          3.65500528E+01          1.32793216E+01
        876.9990          1.03782380E+02          7.82692861E+01          7.87327847E+01          7.93226269E+01          1.00000000E+20          3.68177762E+01          1.33545802E+01
        877.0010          1.03782578E+02          7.82693833E+01          7.87328791E+01          7.93227186E+01          1.00000000E+20          3.68178527E+01          1.33546017E+01
        880.0000          1.04080185E+02          7.84151609E+01          7.88744164E+01          7.94601906E+01          1.00000000E+20          3.69325484E+01          1.33868269E+01
        890.0000          1.05072130E+02          7.89011660E+01          7.93463457E+01          7.99186341E+01          1.00000000E+20          3.73149048E+01          1.34941841E+01
        900.0000          1.06063455E+02          7.93870320E+01          7.98182299E+01          8.03771368E+01          1.00000000E+20          3.76971235E+01          1.36013947E+01
        910.0000          1.07054169E+02          7.98727428E+01          8.02900496E+01          8.08356754E+01          1.00000000E+20          3.80792062E+01          1.37084605E+01
        920.0000          1.08044277E+02          8.03582837E+01          8.07617866E+01          8.12942279E+01          1.00000000E+20          3.84611547E+01          1.38153830E+01
        930.0000          1.09033786E+02          8.08436405E+01          8.12334235E+01          8.17527735E+01          1.00000000E+20          3.88429705E+01          1.39221639E+01
        930.9990          1.09132605E+02          8.08921170E+01          8.12805340E+01          8.17985811E+01          1.00000000E+20          3.88811067E+01          1.39328236E+01
        931.0010          1.09132803E+02          8.08922141E+01          8.12806283E+01          8.17986728E+01          1.00000000E+20          3.88811830E+01          1.39328449E+01
        937.9990          1.09824868E+02          8.12317361E+01          8.16106031E+01          8.21195461E+01          1.00000000E+20          3.91482905E+01          1.40074771E+01
        938.0010          1.09825066E+02          8.12318332E+01          8.16106974E+01          8.21196378E+01          1.00000000E+20          3.91483668E+01          1.40074984E+01
        940.0000          1.10022703E+02          8.13288002E+01          8.17049443E+01          8.22112928E+01          1.00000000E+20          3.92246552E+01          1.40288047E+01
        950.0000          1.11011036E+02          8.18137505E+01          8.21763337E+01          8.26697672E+01          1.00000000E+20          3.96062103E+01          1.41353070E+01
        957.9990          1.11801186E+02          8.22015038E+01          8.25532938E+01          8.30364568E+01          1.00000000E+20          3.99113239E+01          1.42203995E+01
        958.0010          1.11801384E+02          8.22016007E+01          8.25533880E+01          8.30365485E+01          1.00000000E+20          3.99114002E+01          1.42204208E+01
        960.0000          1.11998790E+02          8.22984800E+01          8.26475773E+01          8.31281793E+01          1.00000000E+20          3.99876373E+01          1.42416723E+01
        970.0000          1.12985971E+02          8.27829777E+01          8.31186616E+01          8.35865127E+01          1.00000000E+20          4.03689376E+01          1.43479020E+01
        980.0000          1.13972587E+02          8.32672336E+01          8.35895741E+01          8.40447519E+01          1.00000000E+20          4.07501128E+01          1.44539976E+01
        990.0000          1.14958643E+02          8.37512382E+01          8.40603026E+01          8.45028823E+01          1.00000000E+20          4.11311643E+01          1.45599604E+01
       1000.0000          1.15944146E+02          8.42349827E+01          8.45308361E+01          8.49608899E+01          1.00000000E+20          4.15120933E+01          1.46657920E+01
       1014.9990          1.17421276E+02          8.49600454E+01          8.52362007E+01          8.56475974E+01          1.00000000E+20          4.20832221E+01          1.48242855E+01
       1015.0010          1.17421473E+02          8.49601420E+01          8.52362947E+01          8.56476889E+01          1.00000000E+20          4.20832982E+01          1.48243066E+01
       1023.9990          1.18307030E+02          8.53948114E+01          8.56592118E+01          8.60594857E+01          1.00000000E+20          4.24257933E+01          1.49192494E+01
       1024.0010          1.18307227E+02          8.53949080E+01          8.56593057E+01          8.60595772E+01          1.00000000E+20          4.24258695E+01          1.49192705E+01
       1046.9990          1.20568669E+02          8.65048158E+01          8.67393847E+01          8.71114669E+01          1.00000000E+20          4.33008212E+01          1.51614707E+01
       1047.0010          1.20568865E+02          8.65049122E+01          8.67394786E+01          8.71115583E+01          1.00000000E+20          4.33008973E+01          1.51614917E+01
       1100.0000          1.25769981E+02          8.90565414E+01          8.92234060E+01          8.95316847E+01          1.00000000E+20          4.53149324E+01          1.57171722E+01
       1102.9990          1.26063869E+02          8.92006600E+01          8.93637332E+01          8.96684460E+01          1.00000000E+20          4.54288054E+01          1.57485155E+01
       1103.0010          1.26064065E+02          8.92007561E+01          8.93638268E+01          8.96685372E+01          1.00000000E+20          4.54288813E+01          1.57485364E+01
       1197.9990          1.35351214E+02          9.37502389E+01          9.37950722E+01          9.39889189E+01          1.00000000E+20          4.90310684E+01          1.67360794E+01
       1198.0010          1.35351409E+02          9.37503343E+01          9.37951652E+01          9.39890096E+01          1.00000000E+20          4.90311441E+01          1.67361001E+01
       1200.0000          1.35546386E+02          9.38457315E+01          9.38881091E+01          9.40796599E+01          1.00000000E+20          4.91068441E+01          1.67567733E+01
       1300.0000          1.45277922E+02          9.85997663E+01          9.85209054E+01          9.85993985E+01          1.00000000E+20          5.28888120E+01          1.77856381E+01
       1307.9990          1.46054530E+02          9.89784853E+01          9.88900387E+01          9.89596159E+01          1.00000000E+20          5.31909276E+01          1.78675008E+01
       1308.0010          1.46054724E+02          9.89785799E+01          9.88901310E+01          9.89597059E+01          1.00000000E+20          5.31910031E+01          1.78675213E+01
       1400.0000          1.54968450E+02          1.03317676E+02          1.03119953E+02          1.03088097E+02          1.00000000E+20          5.66616522E+01          1.88046564E+01
       1500.0000          1.64621264E+02          1.07999539E+02          1.07684706E+02          1.07544523E+02          1.00000000E+20          6.04260499E+01          1.98145963E+01
       1600.0000          1.74239197E+02          1.12646030E+02          1.12215389E+02          1.11968398E+02          1.00000000E+20          6.41825867E+01          2.08161264E+01
       1700.0000          1.83824707E+02          1.17258161E+02          1.16712678E+02          1.16360027E+02          1.00000000E+20          6.79317616E+01          2.18098337E+01
       1800.0000          1.93379935E+02          1.21837117E+02          1.21177508E+02          1.20720063E+02          1.00000000E+20          7.16740062E+01          2.27962365E+01
       1900.0000          2.02906763E+02          1.26384161E+02          1.25610951E+02          1.25049364E+02          1.00000000E+20          7.54096967E+01          2.37757955E+01
       2000.0000          2.12406853E+02          1.30900574E+02          1.30014141E+02          1.29348900E+02          1.00000000E+20          7.91391636E+01          2.47489222E+01
       2100.0000          2.21881684E+02          1.35387620E+02          1.34388230E+02          1.33619694E+02          1.00000000E+20          8.28626987E+01          2.57159864E+01
       2200.0000          2.31332572E+02          1.39846521E+02          1.38734353E+02          1.37862781E+02          1.00000000E+20          8.65805618E+01          2.66773211E+01
       2300.0000          2.40760703E+02          1.44278452E+02          1.43053615E+02          1.42079186E+02          1.00000000E+20          9.02929847E+01          2.76332284E+01
       2400.0000          2.50167141E+02          1.48684529E+02          1.47347078E+02          1.46269909E+02          1.00000000E+20          9.40001758E+01          2.85839825E+01
       2500.0000          2.59552852E+02          1.53065809E+02          1.51615758E+02          1.50435916E+02          1.00000000E+20          9.77023231E+01          2.95298337E+01
       2600.0000          2.68918711E+02          1.57423291E+02          1.55860619E+02          1.54578131E+02          1.00000000E+20          1.01399597E+02          3.04710110E+01
       2700.0000          2.78265517E+02          1.61757916E+02          1.60082576E+02          1.58697437E+02          1.00000000E+20          1.05092152E+02          3.14077246E+01
       2800.0000          2.87594001E+02          1.66070569E+02          1.64282494E+02          1.62794675E+02          1.00000000E+20          1.08780129E+02          3.23401681E+01
       2900.0000          2.96904832E+02          1.70362084E+02          1.68461191E+02          1.66870641E+02          1.00000000E+20          1.12463659E+02          3.32685199E+01
       3000.0000          3.06198626E+02          1.74633245E+02          1.72619438E+02          1.70926092E+02          1.00000000E+20          1.16142859E+02          3.41929455E+01
       3100.0000          3.15475951E+02          1.78884790E+02          1.76757964E+02          1.74961742E+02          1.00000000E+20          1.19817840E+02          3.51135981E+01
       3200.0000          3.24737333E+02          1.83117412E+02          1.80877455E+02          1.78978269E+02          1.00000000E+20          1.23488702E+02          3.60306200E+01
       3300.0000          3.33983258E+02          1.87331767E+02          1.84978560E+02          1.82976314E+02          1.00000000E+20          1.27155539E+02          3.69441441E+01
       3400.0000          3.43214180E+02          1.91528469E+02          1.89061893E+02          1.86956484E+02          1.00000000E+20          1.30818439E+02          3.78542941E+01
       3500.0000          3.52430520E+02          1.95708102E+02          1.93128032E+02          1.90919355E+02          1.00000000E+20          1.34477481E+02          3.87611858E+01
       3600.0000          3.61632670E+02          1.99871214E+02          1.97177525E+02          1.94865470E+02          1.00000000E+20          1.38132742E+02          3.96649277E+01
       3700.0000          3.70820999E+02          2.04018323E+02          2.01210890E+02          1.98795347E+02          1.00000000E+20          1.41784292E+02          4.05656216E+01
       3800.0000          3.79995849E+02          2.08149920E+02          2.05228618E+02          2.02709474E+02          1.00000000E+20          1.45432197E+02          4.14633631E+01
       3900.0000          3.89157545E+02          2.12266469E+02          2.09231174E+02          2.06608315E+02          1.00000000E+20          1.49076519E+02          4.23582421E+01
       4000.0000          3.98306388E+02          2.16368409E+02          2.13218999E+02          2.10492313E+02          1.00000000E+20          1.52717316E+02          4.32503435E+01
       4100.0000          4.07442664E+02          2.20456159E+02          2.17192512E+02          2.14361887E+02          1.00000000E+20          1.56354643E+02          4.41397474E+01
       4200.0000          4.16566643E+02          2.24530114E+02          2.21152109E+02          2.18217434E+02          1.00000000E+20          1.59988551E+02          4.50265294E+01
       4300.0000          4.25678578E+02          2.28590649E+02          2.25098170E+02          2.22059335E+02          1.00000000E+20          1.63619089E+02          4.59107611E+01
       4400.0000          4.34778708E+02          2.32638122E+02          2.29031054E+02          2.25887951E+02          1.00000000E+20          1.67246304E+02          4.67925105E+01
       4500.0000          4.43867262E+02          2.36672873E+02          2.32951104E+02          2.29703626E+02          1.00000000E+20          1.70870238E+02          4.76718418E+01
       4600.0000          4.52944453E+02          2.40695226E+02          2.36858646E+02          2.33506689E+02          1.00000000E+20          1.74490933E+02          4.85488161E+01
       4700.0000          4.62010487E+02          2.44705490E+02          2.40753992E+02          2.37297453E+02          1.00000000E+20          1.78108428E+02          4.94234916E+01
       4800.0000          4.71065556E+02          2.48703960E+02          2.44637439E+02          2.41076217E+02          1.00000000E+20          1.81722761E+02          5.02959236E+01
       4900.0000          4.80109845E+02          2.52690916E+02          2.48509270E+02          2.44843268E+02          1.00000000E+20          1.85333967E+02          5.11661646E+01
       5000.0000          4.89143530E+02          2.56666627E+02          2.52369758E+02          2.48598880E+02          1.00000000E+20          1.88942079E+02          5.20342649E+01
       5100.0000          4.98166777E+02          2.60631350E+02          2.56219161E+02          2.52343314E+02          1.00000000E+20          1.92547131E+02          5.29002724E+01
       5200.0000          5.07179746E+02          2.64585331E+02          2.60057729E+02          2.56076822E+02          1.00000000E+20          1.96149152E+02          5.37642328E+01
       5300.0000          5.16182590E+02          2.68528805E+02          2.63885700E+02          2.59799643E+02          1.00000000E+20          1.99748172E+02          5.46261900E+01
       5400.0000          5.25175452E+02          2.72461997E+02          2.67703301E+02          2.63512009E+02          1.00000000E+20          2.03344219E+02          5.54861857E+01
       5500.0000          5.34158474E+02          2.76385124E+02          2.71510752E+02          2.67214140E+02          1.00000000E+20          2.06937320E+02          5.63442601E+01
       5600.0000          5.43131786E+02          2.80298393E+02          2.75308263E+02          2.70906250E+02          1.00000000E+20          2.10527501E+02          5.72004515E+01
       5700.0000          5.52095518E+02          2.84202003E+02          2.79096035E+02          2.74588542E+02          1.00000000E+20          2.14114787E+02          5.80547967E+01
       5800.0000          5.61049791E+02          2.88096146E+02          2.82874262E+02          2.78261212E+02          1.00000000E+20          2.17699200E+02          5.89073312E+01
       5900.0000          5.69994723E+02          2.91981005E+02          2.86643131E+02          2.81924450E+02          1.00000000E+20          2.21280765E+02          5.97580888E+01
       6000.0000          5.78930426E+02          2.95856756E+02          2.90402821E+02          2.85578437E+02          1.00000000E+20          2.24859502E+02          6.06071021E+01
       6100.0000          5.87857008E+02          2.99723572E+02          2.94153505E+02          2.89223348E+02          1.00000000E+20          2.28435433E+02          6.14544026E+01
       6200.0000          5.96774573E+02          3.03581614E+02          2.97895350E+02          2.92859351E+02          1.00000000E+20          2.32008579E+02          6.23000203E+01
       6300.0000          6.05683223E+02          3.07431042E+02          3.01628514E+02          2.96486608E+02          1.00000000E+20          2.35578958E+02          6.31439843E+01
       6400.0000          6.14583052E+02          3.11272006E+02          3.05353154E+02          3.00105278E+02          1.00000000E+20          2.39146590E+02          6.39863226E+01
       6500.0000          6.23474154E+02          3.15104655E+02          3.09069417E+02          3.03715510E+02          1.00000000E+20          2.42711492E+02          6.48270622E+01
       6600.0000          6.32356618E+02          3.18929130E+02          3.12777448E+02          3.07317451E+02          1.00000000E+20          2.46273683E+02          6.56662290E+01
       6700.0000          6.41230531E+02          3.22745567E+02          3.16477386E+02          3.10911241E+02          1.00000000E+20          2.49833179E+02          6.65038483E+01
       6800.0000          6.50095976E+02          3.26554098E+02          3.20169366E+02          3.14497017E+02          1.00000000E+20          2.53389996E+02          6.73399441E+01
       6900.0000          6.58953033E+02          3.30354852E+02          3.23853515E+02          3.18074910E+02          1.00000000E+20          2.56944151E+02          6.81745399E+01
       7000.0000          6.67801781E+02          3.34147951E+02          3.27529961E+02          3.21645048E+02          1.00000000E+20          2.60495659E+02          6.90076583E+01
       7100.0000          6.76642295E+02          3.37933515E+02          3.31198825E+02          3.25207554E+02          1.00000000E+20          2.64044535E+02          6.98393212E+01
       7200.0000          6.85474647E+02          3.41711659E+02          3.34860223E+02          3.28762548E+02          1.00000000E+20          2.67590792E+02          7.06695498E+01
       7300.0000          6.94298908E+02          3.45482496E+02          3.38514270E+02          3.32310144E+02          1.00000000E+20          2.71134446E+02          7.14983645E+01
       7400.0000          7.03115146E+02          3.49246133E+02          3.42161076E+02          3.35850454E+02          1.00000000E+20          2.74675509E+02          7.23257851E+01
       7500.0000          7.11923427E+02          3.53002675E+02          3.45800747E+02          3.39383588E+02          1.00000000E+20          2.78213995E+02          7.31518308E+01
       7600.0000          7.20723815E+02          3.56752225E+02          3.49433387E+02          3.42909650E+02          1.00000000E+20          2.81749916E+02          7.39765203E+01
       7700.0000          7.29516372E+02          3.60494880E+02          3.53059097E+02          3.46428742E+02          1.00000000E+20          2.85283286E+02          7.47998716E+01
       7714.9990          7.30834496E+02          3.61055653E+02          3.53602326E+02          3.46955976E+02          1.00000000E+20          2.85813036E+02          7.49232517E+01
       7715.0010          7.30834672E+02          3.61055727E+02          3.53602398E+02          3.46956046E+02          1.00000000E+20          2.85813107E+02          7.49232682E+01
       7800.0000          7.38301159E+02          3.64230737E+02          3.56677973E+02          3.49940963E+02          1.00000000E+20          2.88814115E+02          7.56219022E+01
       7900.0000          7.47078234E+02          3.67959888E+02          3.60290111E+02          3.53446410E+02          1.00000000E+20          2.92342416E+02          7.64426290E+01
       8000.0000          7.55847653E+02          3.71682423E+02          3.63895601E+02          3.56945174E+02          1.00000000E+20          2.95868200E+02          7.72620685E+01
       8100.0000          7.64609472E+02          3.75398430E+02          3.67494533E+02          3.60437348E+02          1.00000000E+20          2.99391478E+02          7.80802368E+01
       8200.0000          7.73363745E+02          3.79107993E+02          3.71086994E+02          3.63923019E+02          1.00000000E+20          3.02912261E+02          7.88971493E+01
       8300.0000          7.82110523E+02          3.82811196E+02          3.74673067E+02          3.67402272E+02          1.00000000E+20          3.06430559E+02          7.97128212E+01
       8337.9990          7.85432257E+02          3.84216725E+02          3.76034081E+02          3.68722688E+02          1.00000000E+20          3.07766828E+02          8.00224461E+01
       8338.0010          7.85432432E+02          3.84216799E+02          3.76034153E+02          3.68722757E+02          1.00000000E+20          3.07766899E+02          8.00224624E+01
       8400.0000          7.90849858E+02          3.86508119E+02          3.78252834E+02          3.70875191E+02          1.00000000E+20          3.09946383E+02          8.05272671E+01
       8500.0000          7.99581798E+02          3.90198839E+02          3.81826375E+02          3.74341856E+02          1.00000000E+20          3.13459743E+02          8.13405013E+01
       8600.0000          8.08306391E+02          3.93883433E+02          3.85393767E+02          3.77802346E+02          1.00000000E+20          3.16970649E+02          8.21525377E+01
       8700.0000          8.17023685E+02          3.97561974E+02          3.88955086E+02          3.81256738E+02          1.00000000E+20          3.20479109E+02          8.29633897E+01
       8800.0000          8.25733725E+02          4.01234534E+02          3.92510404E+02          3.84705106E+02          1.00000000E+20          3.23985134E+02          8.37730706E+01
       8900.0000          8.34436555E+02          4.04901185E+02          3.96059794E+02          3.88147524E+02          1.00000000E+20          3.27488732E+02          8.45815931E+01
       8985.9990          8.41915168E+02          4.08049792E+02          3.99107544E+02          3.91103262E+02          1.00000000E+20          3.30499857E+02          8.52759975E+01
       8986.0010          8.41915342E+02          4.08049865E+02          3.99107615E+02          3.91103331E+02          1.00000000E+20          3.30499927E+02          8.52760136E+01
       9000.0000          8.43132218E+02          4.08561992E+02          3.99603323E+02          3.91584060E+02          1.00000000E+20          3.30989912E+02          8.53889697E+01
       9100.0000          8.51820756E+02          4.12217024E+02          4.03141061E+02          3.95014785E+02          1.00000000E+20          3.34488683E+02          8.61952126E+01
       9200.0000          8.60502211E+02          4.15866345E+02          4.06673073E+02          3.98439766E+02          1.00000000E+20          3.37985053E+02          8.70003335E+01
       9300.0000          8.69176623E+02          4.19510017E+02          4.10199423E+02          4.01859068E+02          1.00000000E+20          3.41479031E+02          8.78043440E+01
       9400.0000          8.77844031E+02          4.23148103E+02          4.13720174E+02          4.05272754E+02          1.00000000E+20          3.44970625E+02          8.86072553E+01
       9500.0000          8.86504472E+02          4.26780662E+02          4.17235387E+02          4.08680888E+02          1.00000000E+20          3.48459842E+02          8.94090784E+01
       9600.0000          8.95157985E+02          4.30407753E+02          4.20745122E+02          4.12083529E+02          1.00000000E+20          3.51946691E+02          9.02098241E+01
       9662.9990          9.00606071E+02          4.32690002E+02          4.22953434E+02          4.14224366E+02          1.00000000E+20          3.54142158E+02          9.07137373E+01
       9663.0010          9.00606244E+02          4.32690075E+02          4.22953504E+02          4.14224434E+02          1.00000000E+20          3.54142228E+02          9.07137533E+01
       9700.0000          9.03804606E+02          4.34029433E+02          4.24249437E+02          4.15480737E+02          1.00000000E+20          3.55431179E+02          9.10095027E+01
       9800.0000          9.12444371E+02          4.37645758E+02          4.27748389E+02          4.18872570E+02          1.00000000E+20          3.58913313E+02          9.18081244E+01
       9900.0000          9.21077314E+02          4.41256782E+02          4.31242034E+02          4.22259085E+02          1.00000000E+20          3.62393100E+02          9.26056993E+01
      10000.0000          9.29703469E+02          4.44862559E+02          4.34730425E+02          4.25640336E+02          1.00000000E+20          3.65870549E+02          9.34022369E+01
      11000.0000          1.01559869E+03          4.80642556E+02          4.69336453E+02          4.59174619E+02          1.00000000E+20          4.00517859E+02          1.01312554E+02
      12000.0000          1.10084773E+03          5.15948172E+02          5.03468492E+02          4.92234863E+02          1.00000000E+20          4.34938200E+02          1.09128377E+02
      13000.0000          1.18547513E+03          5.50816727E+02          5.37164592E+02          5.24859825E+02          1.00000000E+20          4.69136933E+02          1.16856548E+02
      14000.0000          1.26950148E+03          5.85278934E+02          5.70456065E+02          5.57081404E+02          1.00000000E+20          5.03118679E+02          1.24502711E+02
      15000.0000          1.35294438E+03          6.19360481E+02          6.03369096E+02          5.88926272E+02          1.00000000E+20          5.36887498E+02          1.32071598E+02
      16000.0000          1.43581914E+03          6.53083145E+02          6.35925880E+02          6.20417030E+02          1.00000000E+20          5.70447012E+02          1.39567230E+02
      17000.0000          1.51813921E+03          6.86465617E+02          6.68145454E+02          6.51573063E+02          1.00000000E+20          6.03800498E+02          1.46993068E+02
      18000.0000          1.59991658E+03          7.19524107E+02          7.00044328E+02          6.82411171E+02          1.00000000E+20          6.36950955E+02          1.54352124E+02
      19000.0000          1.68116208E+03          7.52272810E+02          7.31636948E+02          7.12946051E+02          1.00000000E+20          6.69901152E+02          1.61647042E+02
      20000.0000          1.76188551E+03          7.84724264E+02          7.62936068E+02          7.43190672E+02          1.00000000E+20          7.02653672E+02          1.68880165E+02
      21000.0000          1.84209589E+03          8.16889626E+02          7.93953029E+02          7.73156559E+02          1.00000000E+20          7.35210937E+02          1.76053585E+02
      22000.0000          1.92180153E+03          8.48778896E+02          8.24697991E+02          8.02854031E+02          1.00000000E+20          7.67575235E+02          1.83169183E+02
      23000.0000          2.00101016E+03          8.80401093E+02          8.55180110E+02          8.32292382E+02          1.00000000E+20          7.99748739E+02          1.90228661E+02
      24000.0000          2.07972900E+03          9.11764398E+02          8.85407686E+02          8.61480031E+02          1.00000000E+20          8.31733521E+02          1.97233569E+02
      25000.0000          2.15796484E+03          9.42876275E+02          9.15388284E+02          8.90424646E+02          1.00000000E+20          8.63531567E+02          2.04185324E+02
      26000.0000          2.23572408E+03          9.73743561E+02          9.45128830E+02          9.19133244E+02          1.00000000E+20          8.95144784E+02          2.11085230E+02
      27000.0000          2.31301281E+03          1.00437255E+03          9.74635698E+02          9.47612275E+02          1.00000000E+20          9.26575014E+02          2.17934492E+02
      28000.0000          2.38983681E+03          1.03476908E+03          1.00391477E+03          9.75867694E+02          1.00000000E+20          9.57824036E+02          2.24734228E+02
      29000.0000          2.46620160E+03          1.06493853E+03          1.03297152E+03          1.00390502E+03          1.00000000E+20          9.88893574E+02          2.31485477E+02
      30000.0000          2.54211246E+03          1.09488594E+03          1.06181101E+03          1.03172937E+03          1.00000000E+20          1.01978530E+03          2.38189213E+02
      31000.0000          2.61757448E+03          1.12461603E+03          1.09043799E+03          1.05934555E+03          1.00000000E+20          1.05050085E+03          2.44846348E+02
      32000.0000          2.69259254E+03          1.15413319E+03          1.11885691E+03          1.08675804E+03          1.00000000E+20          1.08104182E+03          2.51457740E+02
      33000.0000          2.76717136E+03          1.18344158E+03          1.14707194E+03          1.11397103E+03          1.00000000E+20          1.11140974E+03          2.58024199E+02
      34000.0000          2.84131551E+03          1.21254510E+03          1.17508701E+03          1.14098849E+03          1.00000000E+20          1.14160614E+03          2.64546490E+02
      35000.0000          2.91502941E+03          1.24144745E+03          1.20290585E+03          1.16781416E+03          1.00000000E+20          1.17163250E+03          2.71025340E+02
      36000.0000          2.98831733E+03          1.27015214E+03          1.23053196E+03          1.19445157E+03          1.00000000E+20          1.20149028E+03          2.77461439E+02
      37000.0000          3.06118347E+03          1.29866249E+03          1.25796869E+03          1.22090406E+03          1.00000000E+20          1.23118089E+03          2.83855446E+02
      38000.0000          3.13363185E+03          1.32698166E+03          1.28521920E+03          1.24717484E+03          1.00000000E+20          1.26070574E+03          2.90207987E+02
      39000.0000          3.20566645E+03          1.35511268E+03          1.31228653E+03          1.27326691E+03          1.00000000E+20          1.29006620E+03          2.96519663E+02
      40000.0000          3.27729112E+03          1.38305843E+03          1.33917355E+03          1.29918319E+03          1.00000000E+20          1.31926362E+03          3.02791051E+02
      41000.0000          3.34850962E+03          1.41082167E+03          1.36588304E+03          1.32492642E+03          1.00000000E+20          1.34829933E+03          3.09022703E+02
      42000.0000          3.41932564E+03          1.43840504E+03          1.39241762E+03          1.35049926E+03          1.00000000E+20          1.37717464E+03          3.15215149E+02
      43000.0000          3.48974278E+03          1.46581109E+03          1.41877984E+03          1.37590424E+03          1.00000000E+20          1.40589082E+03          3.21368902E+02
      44000.0000          3.55976456E+03          1.49304227E+03          1.44497214E+03          1.40114379E+03          1.00000000E+20          1.43444915E+03          3.27484454E+02
      45000.0000          3.62939445E+03          1.52010091E+03          1.47099686E+03          1.42622025E+03          1.00000000E+20          1.46285087E+03          3.33562281E+02
      46000.0000          3.69863583E+03          1.54698930E+03          1.49685626E+03          1.45113587E+03          1.00000000E+20          1.49109722E+03          3.39602845E+02
      47000.0000          3.76749203E+03          1.57370962E+03          1.52255251E+03          1.47589283E+03          1.00000000E+20          1.51918941E+03          3.45606590E+02
      48000.0000          3.83596633E+03          1.60026399E+03          1.54808773E+03          1.50049322E+03          1.00000000E+20          1.54712863E+03          3.51573948E+02
      49000.0000          3.90406193E+03          1.62665445E+03          1.57346395E+03          1.52493907E+03          1.00000000E+20          1.57491606E+03          3.57505338E+02
      50000.0000          3.97178198E+03          1.65288300E+03          1.59868313E+03          1.54923233E+03          1.00000000E+20          1.60255288E+03          3.63401166E+02
