#Energy      O-K-shell   Valence  Total
         43.0000          1.00000000E+30          2.56349299E+01          2.56349299E+01
         44.0000          1.00000000E+30          2.51756786E+01          2.51756786E+01
         45.0000          1.00000000E+30          2.47305448E+01          2.47305448E+01
         46.0000          1.00000000E+30          2.42986343E+01          2.42986343E+01
         47.0000          1.00000000E+30          2.38791256E+01          2.38791256E+01
         48.0000          1.00000000E+30          2.34712638E+01          2.34712638E+01
         49.0000          1.00000000E+30          2.30743530E+01          2.30743530E+01
         50.0000          1.00000000E+30          2.26877519E+01          2.26877519E+01
         51.0000          1.00000000E+30          2.23108663E+01          2.23108663E+01
         52.0000          1.00000000E+30          2.19431469E+01          2.19431469E+01
         53.0000          1.00000000E+30          2.15840845E+01          2.15840845E+01
         54.0000          1.00000000E+30          2.12332064E+01          2.12332064E+01
         55.0000          1.00000000E+30          2.08900718E+01          2.08900718E+01
         56.0000          1.00000000E+30          2.05542710E+01          2.05542710E+01
         57.0000          1.00000000E+30          2.02254310E+01          2.02254310E+01
         58.0000          1.00000000E+30          1.99031924E+01          1.99031924E+01
         59.0000          1.00000000E+30          1.95872199E+01          1.95872199E+01
         60.0000          1.00000000E+30          1.92772137E+01          1.92772137E+01
         61.0000          1.00000000E+30          1.89728805E+01          1.89728805E+01
         62.0000          1.00000000E+30          1.86739505E+01          1.86739505E+01
         63.0000          1.00000000E+30          1.83801717E+01          1.83801717E+01
         64.0000          1.00000000E+30          1.80913083E+01          1.80913083E+01
         65.0000          1.00000000E+30          1.78071398E+01          1.78071398E+01
         66.0000          1.00000000E+30          1.75274600E+01          1.75274600E+01
         67.0000          1.00000000E+30          1.72520763E+01          1.72520763E+01
         68.0000          1.00000000E+30          1.69808087E+01          1.69808087E+01
         69.0000          1.00000000E+30          1.67134894E+01          1.67134894E+01
         70.0000          1.00000000E+30          1.64499618E+01          1.64499618E+01
         71.0000          1.00000000E+30          1.61900805E+01          1.61900805E+01
         72.0000          1.00000000E+30          1.59337103E+01          1.59337103E+01
         73.0000          1.00000000E+30          1.56807261E+01          1.56807261E+01
         74.0000          1.00000000E+30          1.54310125E+01          1.54310125E+01
         75.0000          1.00000000E+30          1.51844627E+01          1.51844627E+01
         76.0000          1.00000000E+30          1.49409817E+01          1.49409817E+01
         77.0000          1.00000000E+30          1.47004805E+01          1.47004805E+01
         78.0000          1.00000000E+30          1.44628801E+01          1.44628801E+01
         79.0000          1.00000000E+30          1.42281102E+01          1.42281102E+01
         80.0000          1.00000000E+30          1.39961090E+01          1.39961090E+01
         81.0000          1.00000000E+30          1.37668232E+01          1.37668232E+01
         82.0000          1.00000000E+30          1.35402082E+01          1.35402082E+01
         83.0000          1.00000000E+30          1.33162281E+01          1.33162281E+01
         84.0000          1.00000000E+30          1.30948552E+01          1.30948552E+01
         85.0000          1.00000000E+30          1.28760708E+01          1.28760708E+01
         86.0000          1.00000000E+30          1.26598648E+01          1.26598648E+01
         87.0000          1.00000000E+30          1.24462355E+01          1.24462355E+01
         88.0000          1.00000000E+30          1.22351906E+01          1.22351906E+01
         89.0000          1.00000000E+30          1.20267461E+01          1.20267461E+01
         90.0000          1.00000000E+30          1.18209266E+01          1.18209266E+01
         91.0000          1.00000000E+30          1.16177658E+01          1.16177658E+01
         92.0000          1.00000000E+30          1.14173054E+01          1.14173054E+01
         93.0000          1.00000000E+30          1.12195958E+01          1.12195958E+01
         94.0000          1.00000000E+30          1.10246948E+01          1.10246948E+01
         95.0000          1.00000000E+30          1.08326682E+01          1.08326682E+01
         96.0000          1.00000000E+30          1.06435884E+01          1.06435884E+01
         97.0000          1.00000000E+30          1.04575341E+01          1.04575341E+01
         98.0000          1.00000000E+30          1.02745893E+01          1.02745893E+01
         99.0000          1.00000000E+30          1.00948423E+01          1.00948423E+01
        100.0000          1.00000000E+30          9.91838477E+00          9.91838477E+00
        110.0000          1.00000000E+30          8.35432871E+00          8.35432871E+00
        120.0000          1.00000000E+30          7.19018820E+00          7.19018820E+00
        130.0000          1.00000000E+30          6.39579890E+00          6.39579890E+00
        140.0000          1.00000000E+30          5.87683919E+00          5.87683919E+00
        150.0000          1.00000000E+30          5.54277174E+00          5.54277174E+00
        160.0000          1.00000000E+30          5.33005236E+00          5.33005236E+00
        170.0000          1.00000000E+30          5.19815321E+00          5.19815321E+00
        180.0000          1.00000000E+30          5.12156054E+00          5.12156054E+00
        190.0000          1.00000000E+30          5.08393112E+00          5.08393112E+00
        200.0000          1.00000000E+30          5.07450870E+00          5.07450870E+00
        210.0000          1.00000000E+30          5.08600782E+00          5.08600782E+00
        220.0000          1.00000000E+30          5.11335702E+00          5.11335702E+00
        230.0000          1.00000000E+30          5.15293681E+00          5.15293681E+00
        240.0000          1.00000000E+30          5.20210537E+00          5.20210537E+00
        250.0000          1.00000000E+30          5.25889566E+00          5.25889566E+00
        260.0000          1.00000000E+30          5.32181680E+00          5.32181680E+00
        270.0000          1.00000000E+30          5.38972077E+00          5.38972077E+00
        280.0000          1.00000000E+30          5.46171100E+00          5.46171100E+00
        290.0000          1.00000000E+30          5.53707841E+00          5.53707841E+00
        300.0000          1.00000000E+30          5.61525576E+00          5.61525576E+00
        310.0000          1.00000000E+30          5.69578462E+00          5.69578462E+00
        320.0000          1.00000000E+30          5.77392931E+00          5.77392931E+00
        330.0000          1.00000000E+30          5.85909454E+00          5.85909454E+00
        340.0000          1.00000000E+30          5.94481836E+00          5.94481836E+00
        350.0000          1.00000000E+30          6.03102929E+00          6.03102929E+00
        360.0000          1.00000000E+30          6.11766599E+00          6.11766599E+00
        370.0000          1.00000000E+30          6.20467553E+00          6.20467553E+00
        380.0000          1.00000000E+30          6.29927066E+00          6.29927066E+00
        390.0000          1.00000000E+30          6.38662900E+00          6.38662900E+00
        400.0000          1.00000000E+30          6.48110204E+00          6.48110204E+00
        410.0000          1.00000000E+30          6.56871477E+00          6.56871477E+00
        420.0000          1.00000000E+30          6.66301648E+00          6.66301648E+00
        430.0000          1.00000000E+30          6.75081245E+00          6.75081245E+00
        440.0000          1.00000000E+30          6.84490963E+00          6.84490963E+00
        450.0000          1.00000000E+30          6.93883518E+00          6.93883518E+00
        460.0000          1.00000000E+30          7.03258836E+00          7.03258836E+00
        470.0000          1.00000000E+30          7.12040025E+00          7.12040025E+00
        480.0000          1.00000000E+30          7.21392064E+00          7.21392064E+00
        490.0000          1.00000000E+30          7.30726714E+00          7.30726714E+00
        500.0000          1.00000000E+30          7.40044105E+00          7.40044105E+00
        510.0000          1.00000000E+30          7.49344393E+00          7.49344393E+00
        520.0000          1.00000000E+30          7.58627758E+00          7.58627758E+00
        530.0000          1.00000000E+30          7.67894395E+00          7.67894395E+00
        537.9990          1.00000000E+30          7.75597470E+00          7.75597470E+00
        538.0010          4.29656211E+11          7.75599521E+00          7.75599521E+00
        540.0000          2.70631975E+07          7.77144513E+00          7.77144290E+00
        550.0000          1.84154168E+06          7.86872866E+00          7.86869504E+00
        560.0000          7.32794812E+05          7.96081354E+00          7.96072706E+00
        570.0000          4.12548859E+05          8.05274207E+00          8.05258489E+00
        580.0000          2.71261077E+05          8.14451656E+00          8.14427203E+00
        590.0000          1.94874948E+05          8.23613929E+00          8.23579122E+00
        600.0000          1.48301339E+05          8.33217682E+00          8.33170871E+00
        610.0000          1.17528991E+05          8.42341863E+00          8.42281496E+00
        620.0000          9.59886911E+04          8.51897457E+00          8.51821858E+00
        630.0000          8.02548531E+04          8.60985039E+00          8.60892681E+00
        640.0000          6.83623918E+04          8.70058940E+00          8.69948221E+00
        650.0000          5.91253494E+04          8.79546600E+00          8.79415778E+00
        660.0000          5.17918829E+04          8.88585933E+00          8.88433506E+00
        670.0000          4.58598591E+04          8.98029565E+00          8.97853747E+00
        680.0000          4.09836605E+04          9.07035679E+00          9.06834982E+00
        690.0000          3.69215151E+04          9.16436828E+00          9.16209413E+00
        700.0000          3.34971612E+04          9.25411008E+00          9.25155419E+00
        710.0000          3.05798370E+04          9.34771148E+00          9.34485493E+00
        720.0000          2.80721946E+04          9.43714617E+00          9.43397471E+00
        730.0000          2.58980774E+04          9.53035159E+00          9.52684576E+00
        740.0000          2.39998258E+04          9.62335339E+00          9.61949620E+00
        750.0000          2.23315285E+04          9.71231364E+00          9.70809144E+00
        760.0000          2.08561308E+04          9.80493951E+00          9.80033215E+00
        770.0000          1.95444178E+04          9.89737150E+00          9.89236197E+00
        780.0000          1.83724087E+04          9.98588387E+00          9.98045923E+00
        790.0000          1.73202573E+04          1.00779586E+01          1.00720981E+01
        800.0000          1.63718541E+04          1.01698487E+01          1.01635353E+01
        810.0000          1.55135094E+04          1.02615570E+01          1.02547739E+01
        820.0000          1.47340393E+04          1.03494878E+01          1.03422232E+01
        830.0000          1.40236050E+04          1.04408618E+01          1.04330942E+01
        840.0000          1.33742691E+04          1.05320624E+01          1.05237751E+01
        850.0000          1.27789406E+04          1.06230923E+01          1.06142687E+01
        860.0000          1.22317414E+04          1.07139538E+01          1.07045775E+01
        870.0000          1.17273974E+04          1.08011987E+01          1.07912597E+01
        880.0000          1.12615238E+04          1.08917520E+01          1.08812280E+01
        890.0000          1.08301928E+04          1.09821444E+01          1.09710195E+01
        900.0000          1.04300100E+04          1.10723784E+01          1.10606365E+01
        910.0000          1.00579993E+04          1.11624562E+01          1.11500817E+01
        920.0000          9.71151142E+03          1.12523801E+01          1.12393575E+01
        930.0000          9.38825021E+03          1.13421525E+01          1.13284663E+01
        940.0000          9.08615330E+03          1.14317754E+01          1.14174106E+01
        950.0000          8.80337605E+03          1.15212511E+01          1.15061926E+01
        960.0000          8.53830926E+03          1.16105815E+01          1.15948146E+01
        970.0000          8.28947983E+03          1.16997686E+01          1.16832788E+01
        980.0000          8.05557314E+03          1.17856269E+01          1.17684093E+01
        990.0000          7.83542611E+03          1.18745533E+01          1.18565847E+01
       1000.0000          7.62797604E+03          1.19633422E+01          1.19446088E+01
       1100.0000          6.07874236E+03          1.28470149E+01          1.28199209E+01
       1200.0000          5.13677113E+03          1.37184190E+01          1.36818798E+01
       1300.0000          4.52747903E+03          1.45816083E+01          1.45347962E+01
       1400.0000          4.11631359E+03          1.54373544E+01          1.53796762E+01
       1500.0000          3.83058576E+03          1.62838341E+01          1.62149045E+01
       1600.0000          3.62814768E+03          1.71218750E+01          1.70414534E+01
       1700.0000          3.48320150E+03          1.79545044E+01          1.78624308E+01
       1800.0000          3.37924866E+03          1.87798546E+01          1.86760641E+01
       1900.0000          3.30534671E+03          1.96006780E+01          1.94851313E+01
       2000.0000          3.25400347E+03          2.04150938E+01          2.02878113E+01
       2100.0000          3.21994769E+03          2.12235501E+01          2.10845760E+01
       2200.0000          3.19938023E+03          2.20264315E+01          2.18758253E+01
       2300.0000          3.18950481E+03          2.28260503E+01          2.26638539E+01
       2400.0000          3.18822313E+03          2.36186802E+01          2.34449973E+01
       2500.0000          3.19393430E+03          2.44085261E+01          2.42234072E+01
       2600.0000          3.20539774E+03          2.51938766E+01          2.49974013E+01
       2700.0000          3.22163961E+03          2.59768710E+01          2.57690885E+01
       2800.0000          3.24188552E+03          2.67538153E+01          2.65348353E+01
       2900.0000          3.26551297E+03          2.75268547E+01          2.72967549E+01
       3000.0000          3.29201639E+03          2.82980417E+01          2.80568660E+01
       3100.0000          3.32098145E+03          2.90656000E+01          2.88134218E+01
       3200.0000          3.35206554E+03          2.98296249E+01          2.95665161E+01
       3300.0000          3.38498332E+03          3.05886925E+01          3.03147506E+01
       3400.0000          3.41949530E+03          3.13463138E+01          3.10615741E+01
       3500.0000          3.45539929E+03          3.21025013E+01          3.18069974E+01
       3600.0000          3.49252340E+03          3.28540455E+01          3.25478689E+01
       3700.0000          3.53072085E+03          3.36028374E+01          3.32860450E+01
       3800.0000          3.56986539E+03          3.43488498E+01          3.40214987E+01
       3900.0000          3.60984819E+03          3.50937337E+01          3.47558490E+01
       4000.0000          3.65057471E+03          3.58345094E+01          3.54861726E+01
       4100.0000          3.69196283E+03          3.65742974E+01          3.62155295E+01
       4200.0000          3.73394056E+03          3.73101913E+01          3.69410696E+01
       4300.0000          3.77644478E+03          3.80451922E+01          3.76657348E+01
       4400.0000          3.81941995E+03          3.87779427E+01          3.83881937E+01
       4500.0000          3.86281697E+03          3.95069459E+01          3.91069794E+01
       4600.0000          3.90659231E+03          4.02352604E+01          3.98250889E+01
       4700.0000          3.95070731E+03          4.09616046E+01          4.05412659E+01
       4800.0000          3.99512745E+03          4.16857477E+01          4.12552840E+01
       4900.0000          4.03982196E+03          4.24080449E+01          4.19674911E+01
       5000.0000          4.08476327E+03          4.31284171E+01          4.26778092E+01
       5100.0000          4.12992658E+03          4.38468502E+01          4.33862247E+01
       5200.0000          4.17528964E+03          4.45633912E+01          4.40927834E+01
       5300.0000          4.22083236E+03          4.52780641E+01          4.47975085E+01
       5400.0000          4.26653655E+03          4.59909654E+01          4.55004946E+01
       5500.0000          4.31238582E+03          4.67023693E+01          4.62020098E+01
       5600.0000          4.35836532E+03          4.74120246E+01          4.69018082E+01
       5700.0000          4.40446148E+03          4.81212755E+01          4.76012050E+01
       5800.0000          4.45066205E+03          4.88279400E+01          4.82980649E+01
       5900.0000          4.49695582E+03          4.95323870E+01          4.89927491E+01
       6000.0000          4.54333261E+03          5.02359006E+01          4.96865138E+01
       6100.0000          4.58946131E+03          5.09388556E+01          5.03796868E+01
       6200.0000          4.63321959E+03          5.16391331E+01          5.10699377E+01
       6300.0000          4.68246631E+03          5.23381404E+01          5.17595989E+01
       6400.0000          4.72616933E+03          5.30371300E+01          5.24485517E+01
       6500.0000          4.77521588E+03          5.37329056E+01          5.31350063E+01
       6600.0000          4.81886629E+03          5.44287734E+01          5.38208702E+01
       6700.0000          4.86771933E+03          5.51220696E+01          5.45048565E+01
       6800.0000          4.91131987E+03          5.58153886E+01          5.51881945E+01
       6900.0000          4.95998606E+03          5.65061970E+01          5.58697063E+01
       7000.0000          5.00854642E+03          5.71970925E+01          5.65512826E+01
       7100.0000          5.05202547E+03          5.78855891E+01          5.72298553E+01
       7200.0000          5.10040902E+03          5.85742432E+01          5.79092009E+01
       7300.0000          5.14869184E+03          5.92614220E+01          5.85870849E+01
       7400.0000          5.19687560E+03          5.99454199E+01          5.92618408E+01
       7500.0000          5.24017548E+03          6.06302254E+01          5.99367414E+01
       7600.0000          5.28819541E+03          6.13147911E+01          6.06120158E+01
       7700.0000          5.33612117E+03          6.19952497E+01          6.12832586E+01
       7800.0000          5.38395432E+03          6.26766565E+01          6.19554100E+01
       7900.0000          5.42709500E+03          6.33576736E+01          6.26265509E+01
       8000.0000          5.47477646E+03          6.40346710E+01          6.32943607E+01
       8100.0000          5.52236991E+03          6.47138270E+01          6.39642625E+01
       8200.0000          5.56987677E+03          6.53899114E+01          6.46311468E+01
       8300.0000          5.61729852E+03          6.60673077E+01          6.52992964E+01
       8400.0000          5.66463658E+03          6.67415637E+01          6.59643620E+01
       8500.0000          5.71189232E+03          6.74147570E+01          6.66283739E+01
       8600.0000          5.75472985E+03          6.80884411E+01          6.72922569E+01
       8700.0000          5.80185333E+03          6.87593722E+01          6.79540302E+01
       8800.0000          5.84889851E+03          6.94316134E+01          6.86170679E+01
       8900.0000          5.89586666E+03          7.01026343E+01          6.92788990E+01
       9000.0000          5.94275907E+03          7.07708331E+01          6.99379595E+01
       9100.0000          5.98957696E+03          7.14388650E+01          7.05968425E+01
       9200.0000          6.03632155E+03          7.21060990E+01          7.12549324E+01
       9300.0000          6.08299402E+03          7.27732833E+01          7.19129599E+01
       9400.0000          6.12959556E+03          7.34391444E+01          7.25696816E+01
       9500.0000          6.17612730E+03          7.41033469E+01          7.32247704E+01
       9600.0000          6.22259036E+03          7.47667690E+01          7.38790840E+01
       9700.0000          6.26898583E+03          7.54299633E+01          7.45331621E+01
       9800.0000          6.31531480E+03          7.60926586E+01          7.51867404E+01
       9900.0000          6.36157832E+03          7.67545461E+01          7.58395173E+01
      10000.0000          6.40777742E+03          7.74155313E+01          7.64914008E+01
      11000.0000          6.87011586E+03          8.39822883E+01          8.29680626E+01
      12000.0000          7.33004383E+03          9.04774054E+01          8.93742267E+01
      13000.0000          7.78443334E+03          9.69117073E+01          9.57200478E+01
      14000.0000          8.23714560E+03          1.03286752E+02          1.02007664E+02
      15000.0000          8.68520761E+03          1.09609998E+02          1.08243926E+02
      16000.0000          9.13208373E+03          1.15885902E+02          1.14433741E+02
      17000.0000          9.57494596E+03          1.22117356E+02          1.20579504E+02
      18000.0000          1.00141361E+04          1.28303911E+02          1.26680841E+02
      19000.0000          1.04527091E+04          1.34453649E+02          1.32746130E+02
      20000.0000          1.08880130E+04          1.40572945E+02          1.38781169E+02
      21000.0000          1.13202781E+04          1.46651774E+02          1.44776229E+02
      22000.0000          1.17522999E+04          1.52703461E+02          1.50744760E+02
      23000.0000          1.21790166E+04          1.58719973E+02          1.56678105E+02
      24000.0000          1.26057317E+04          1.64710205E+02          1.62585811E+02
      25000.0000          1.30300044E+04          1.70674394E+02          1.68467709E+02
      26000.0000          1.34519688E+04          1.76611652E+02          1.74322956E+02
      27000.0000          1.38741254E+04          1.82523324E+02          1.80153288E+02
      28000.0000          1.42917871E+04          1.88415209E+02          1.85963565E+02
      29000.0000          1.47097887E+04          1.94276511E+02          1.91744090E+02
      30000.0000          1.51235596E+04          2.00123154E+02          1.97509600E+02
      31000.0000          1.55377833E+04          2.05949005E+02          2.03254917E+02
      32000.0000          1.59502326E+04          2.11749012E+02          2.08974746E+02
      33000.0000          1.63609796E+04          2.17538100E+02          2.14683634E+02
      34000.0000          1.67700923E+04          2.23305285E+02          2.20370896E+02
      35000.0000          1.71776355E+04          2.29052002E+02          2.26037941E+02
      36000.0000          1.75836689E+04          2.34785145E+02          2.31691495E+02
      37000.0000          1.79882489E+04          2.40497084E+02          2.37324137E+02
      38000.0000          1.83935152E+04          2.46194556E+02          2.42942802E+02
      39000.0000          1.87953235E+04          2.51873340E+02          2.48542657E+02
      40000.0000          1.91978627E+04          2.57538711E+02          2.54129571E+02
      41000.0000          1.95970881E+04          2.63191418E+02          2.59703566E+02
      42000.0000          1.99970830E+04          2.68833203E+02          2.65267053E+02
      43000.0000          2.03958711E+04          2.74464813E+02          2.70820415E+02
      44000.0000          2.07915025E+04          2.80065151E+02          2.76342766E+02
      45000.0000          2.11879661E+04          2.85679464E+02          2.81878863E+02
      46000.0000          2.15833268E+04          2.91261490E+02          2.87383325E+02
      47000.0000          2.19776124E+04          2.96820403E+02          2.92865090E+02
      48000.0000          2.23708472E+04          3.02384633E+02          2.98351840E+02
      49000.0000          2.27630577E+04          3.07926739E+02          3.03816864E+02
      50000.0000          2.31542710E+04          3.13466430E+02          3.09279354E+02
