#Energy      O-K-shell   Valence  Total
        210.0000          1.00000000E+30          1.22738191E+03          1.22738191E+03
        220.0000          1.00000000E+30          1.36825882E+03          1.36825882E+03
        230.0000          1.00000000E+30          1.52111504E+03          1.52111504E+03
        240.0000          1.00000000E+30          1.68579773E+03          1.68579773E+03
        250.0000          1.00000000E+30          1.85850037E+03          1.85850037E+03
        260.0000          1.00000000E+30          2.04636222E+03          2.04636222E+03
        270.0000          1.00000000E+30          2.23478332E+03          2.23478332E+03
        280.0000          1.00000000E+30          2.44628978E+03          2.44628978E+03
        290.0000          1.00000000E+30          2.66553619E+03          2.66553619E+03
        300.0000          1.00000000E+30          2.89944023E+03          2.89944023E+03
        310.0000          1.00000000E+30          3.13792426E+03          3.13792426E+03
        320.0000          1.00000000E+30          3.38431159E+03          3.38431159E+03
        330.0000          1.00000000E+30          3.65123312E+03          3.65123312E+03
        340.0000          1.00000000E+30          3.92694564E+03          3.92694564E+03
        350.0000          1.00000000E+30          4.22596092E+03          4.22596092E+03
        360.0000          1.00000000E+30          4.52713838E+03          4.52713838E+03
        370.0000          1.00000000E+30          4.84260898E+03          4.84260898E+03
        380.0000          1.00000000E+30          5.17839324E+03          5.17839324E+03
        390.0000          1.00000000E+30          5.51968855E+03          5.51968855E+03
        400.0000          1.00000000E+30          5.87199159E+03          5.87199159E+03
        410.0000          1.00000000E+30          6.25015547E+03          6.25015547E+03
        420.0000          1.00000000E+30          6.63483852E+03          6.63483852E+03
        430.0000          1.00000000E+30          7.02880851E+03          7.02880851E+03
        440.0000          1.00000000E+30          7.44574430E+03          7.44574430E+03
        450.0000          1.00000000E+30          7.88210365E+03          7.88210365E+03
        460.0000          1.00000000E+30          8.30620029E+03          8.30620029E+03
        470.0000          1.00000000E+30          8.79645414E+03          8.79645414E+03
        480.0000          1.00000000E+30          9.26880921E+03          9.26880921E+03
        490.0000          1.00000000E+30          9.75329984E+03          9.75329984E+03
        500.0000          1.00000000E+30          1.02613999E+04          1.02613999E+04
        510.0000          1.00000000E+30          1.07820123E+04          1.07820123E+04
        520.0000          1.00000000E+30          1.13117288E+04          1.13117288E+04
        530.0000          1.00000000E+30          1.18967447E+04          1.18967447E+04
        537.9990          1.00000000E+30          1.23427570E+04          1.23427570E+04
        538.0010          8.39629094E+02          1.23428824E+04          7.86150892E+02
        540.0000          8.32894166E+02          1.24695035E+04          7.80744718E+02
        550.0000          8.42957093E+02          1.30553289E+04          7.91830166E+02
        560.0000          8.69826682E+02          1.37127577E+04          8.17942980E+02
        570.0000          8.91369260E+02          1.43136351E+04          8.39114151E+02
        580.0000          9.11062567E+02          1.50313703E+04          8.58998054E+02
        590.0000          9.38890999E+02          1.56375413E+04          8.85712107E+02
        600.0000          9.72041652E+02          1.63872921E+04          9.17611857E+02
        610.0000          1.00944844E+03          1.70634192E+04          9.53066342E+02
        620.0000          1.04886755E+03          1.77747531E+04          9.90423788E+02
        630.0000          1.09544228E+03          1.85315743E+04          1.03430238E+03
        640.0000          1.13853138E+03          1.93392533E+04          1.07523089E+03
        650.0000          1.18508027E+03          2.01012426E+04          1.11910292E+03
        660.0000          1.23001035E+03          2.09759773E+04          1.16187893E+03
        670.0000          1.28192346E+03          2.17499874E+04          1.21057342E+03
        680.0000          1.32755488E+03          2.26031494E+04          1.25390883E+03
        690.0000          1.37278487E+03          2.35548500E+04          1.29718450E+03
        700.0000          1.42418143E+03          2.43936100E+04          1.34561961E+03
        710.0000          1.47957622E+03          2.53060183E+04          1.39784774E+03
        720.0000          1.52381940E+03          2.62911717E+04          1.44033831E+03
        730.0000          1.57152893E+03          2.72255966E+04          1.48576678E+03
        740.0000          1.62281512E+03          2.81809262E+04          1.53445276E+03
        750.0000          1.67881714E+03          2.92694838E+04          1.58774826E+03
        760.0000          1.72989137E+03          3.02338032E+04          1.63626877E+03
        770.0000          1.78893275E+03          3.13302128E+04          1.69230343E+03
        780.0000          1.84082395E+03          3.24077043E+04          1.74188152E+03
        790.0000          1.90189531E+03          3.35189869E+04          1.79977460E+03
        800.0000          1.96260134E+03          3.47135657E+04          1.85757935E+03
        810.0000          2.02973874E+03          3.57995615E+04          1.92083270E+03
        820.0000          2.08689728E+03          3.70599169E+04          1.97564582E+03
        830.0000          2.15672488E+03          3.81894358E+04          2.04143604E+03
        840.0000          2.23138712E+03          3.94159373E+04          2.11183350E+03
        850.0000          2.28642361E+03          4.07286236E+04          2.16489095E+03
        860.0000          2.36228412E+03          4.19389033E+04          2.23631941E+03
        870.0000          2.42751063E+03          4.33236317E+04          2.29870930E+03
        880.0000          2.50731429E+03          4.45742992E+04          2.37378817E+03
        890.0000          2.57347313E+03          4.59849232E+04          2.43708552E+03
        900.0000          2.64485956E+03          4.73610082E+04          2.50497033E+03
        910.0000          2.72595445E+03          4.88593182E+04          2.58190505E+03
        920.0000          2.80011215E+03          5.02239626E+04          2.65224294E+03
        930.0000          2.88547720E+03          5.16831042E+04          2.73289895E+03
        940.0000          2.95642542E+03          5.32564300E+04          2.80093694E+03
        950.0000          3.04418694E+03          5.49002958E+04          2.88425671E+03
        960.0000          3.12009286E+03          5.62822284E+04          2.95621072E+03
        970.0000          3.20937769E+03          5.80150631E+04          3.04114251E+03
        980.0000          3.29092105E+03          5.94513814E+04          3.11830767E+03
        990.0000          3.38376558E+03          6.10705352E+04          3.20612236E+03
       1000.0000          3.46454327E+03          6.27758942E+04          3.28333885E+03
       1100.0000          4.45318000E+03          8.10688689E+04          4.22130047E+03
       1200.0000          5.61917648E+03          1.02825304E+05          5.32801234E+03
       1300.0000          6.96649280E+03          1.27350187E+05          6.60516744E+03
       1400.0000          8.50530565E+03          1.56073107E+05          8.06575697E+03
       1500.0000          1.02665444E+04          1.88483704E+05          9.73622089E+03
       1600.0000          1.23154198E+04          2.25409065E+05          1.16774141E+04
       1700.0000          1.45394082E+04          2.66575680E+05          1.37874230E+04
       1800.0000          1.70430473E+04          3.12829796E+05          1.61625096E+04
       1900.0000          1.98837453E+04          3.65133718E+05          1.88568741E+04
       2000.0000          2.29491740E+04          4.20627940E+05          2.17618617E+04
       2100.0000          2.64228934E+04          4.82901604E+05          2.50521184E+04
       2200.0000          3.00411034E+04          5.51015566E+05          2.84879539E+04
       2300.0000          3.41159312E+04          6.26068883E+05          3.23529449E+04
       2400.0000          3.86127051E+04          7.07337355E+05          3.66139909E+04
       2500.0000          4.34715636E+04          7.96716123E+05          4.12223318E+04
       2600.0000          4.87069140E+04          8.89784788E+05          4.61790670E+04
       2700.0000          5.42524241E+04          9.91345231E+05          5.14374545E+04
       2800.0000          6.02856242E+04          1.09965628E+06          5.71524013E+04
       2900.0000          6.68337822E+04          1.21782734E+06          6.33567918E+04
       3000.0000          7.36381238E+04          1.34731280E+06          6.98219657E+04
       3100.0000          8.10013736E+04          1.47887170E+06          7.67951195E+04
       3200.0000          8.90588156E+04          1.61782100E+06          8.44120487E+04
       3300.0000          9.78724535E+04          1.77374399E+06          9.27544085E+04
       3400.0000          1.06568438E+05          1.93432725E+06          1.01003807E+05
       3500.0000          1.16073924E+05          2.11251751E+06          1.10028331E+05
       3600.0000          1.26444203E+05          2.28750296E+06          1.19820970E+05
       3700.0000          1.36835886E+05          2.48455338E+06          1.29693086E+05
       3800.0000          1.48477955E+05          2.69326636E+06          1.40720148E+05
       3900.0000          1.59746126E+05          2.89746933E+06          1.51399045E+05
       4000.0000          1.72444206E+05          3.12893197E+06          1.63436749E+05
       4100.0000          1.85910046E+05          3.36369055E+06          1.76173022E+05
       4200.0000          1.99519244E+05          3.61550357E+06          1.89084725E+05
       4300.0000          2.14085525E+05          3.87121170E+06          2.02866608E+05
       4400.0000          2.29493475E+05          4.14699899E+06          2.17459351E+05
       4500.0000          2.45897761E+05          4.43573345E+06          2.32982240E+05
       4600.0000          2.62891154E+05          4.74000122E+06          2.49076793E+05
       4700.0000          2.80417754E+05          5.05797537E+06          2.65687831E+05
       4800.0000          2.98840266E+05          5.39240396E+06          2.83148530E+05
       4900.0000          3.17952870E+05          5.72820306E+06          3.01232489E+05
       5000.0000          3.38105645E+05          6.11689661E+06          3.20396058E+05
       5100.0000          3.58105444E+05          6.45994261E+06          3.39296613E+05
       5200.0000          3.81722525E+05          6.85414296E+06          3.61585047E+05
       5300.0000          4.04024577E+05          7.25904240E+06          3.82722942E+05
       5400.0000          4.25807435E+05          7.67630343E+06          4.03429073E+05
       5500.0000          4.52117800E+05          8.11350189E+06          4.28253735E+05
       5600.0000          4.77370468E+05          8.61253111E+06          4.52300608E+05
       5700.0000          5.01805572E+05          9.07829197E+06          4.75520992E+05
       5800.0000          5.31207027E+05          9.53700178E+06          5.03180105E+05
       5900.0000          5.59121298E+05          1.00503501E+07          5.29655492E+05
       6000.0000          5.87884678E+05          1.06205355E+07          5.57049967E+05
       6100.0000          6.18126733E+05          1.11541528E+07          5.85670771E+05
       6200.0000          6.49674326E+05          1.17090527E+07          6.15522206E+05
       6300.0000          6.82485922E+05          1.22965347E+07          6.46598235E+05
       6400.0000          7.19444818E+05          1.28939343E+07          6.81423336E+05
       6500.0000          7.52808014E+05          1.35022887E+07          7.13052415E+05
       6600.0000          7.87740688E+05          1.41558363E+07          7.46215463E+05
       6700.0000          8.24855513E+05          1.48909555E+07          7.81562385E+05
       6800.0000          8.62358438E+05          1.55484119E+07          8.17042950E+05
       6900.0000          9.05657701E+05          1.62279865E+07          8.57786048E+05
       7000.0000          9.44311269E+05          1.69465814E+07          8.94468939E+05
       7100.0000          9.86723624E+05          1.77572966E+07          9.34780471E+05
       7200.0000          1.03067178E+06          1.85192025E+07          9.76334634E+05
       7300.0000          1.07377111E+06          1.93134403E+07          1.01721681E+06
       7400.0000          1.12461991E+06          2.01382707E+07          1.06513740E+06
       7500.0000          1.16907662E+06          2.09562114E+07          1.10730386E+06
       7600.0000          1.21653048E+06          2.19060768E+07          1.15252618E+06
       7700.0000          1.26621276E+06          2.27637827E+07          1.19949220E+06
       7800.0000          1.32141460E+06          2.36295979E+07          1.25143200E+06
       7900.0000          1.37384319E+06          2.46494466E+07          1.30131412E+06
       8000.0000          1.42538487E+06          2.55411124E+07          1.35004242E+06
       8100.0000          1.48607033E+06          2.66147065E+07          1.40748157E+06
       8200.0000          1.54032497E+06          2.76289675E+07          1.45898597E+06
       8300.0000          1.59847823E+06          2.88025707E+07          1.51443072E+06
       8400.0000          1.66373741E+06          2.97996038E+07          1.57576131E+06
       8500.0000          1.72245340E+06          3.08420327E+07          1.63134661E+06
       8600.0000          1.79304785E+06          3.20707945E+07          1.69810822E+06
       8700.0000          1.85238227E+06          3.31760955E+07          1.75442426E+06
       8800.0000          1.91852093E+06          3.44802235E+07          1.81739869E+06
       8900.0000          1.98679304E+06          3.56485021E+07          1.88190887E+06
       9000.0000          2.05707172E+06          3.68735086E+07          1.94837711E+06
       9100.0000          2.13458396E+06          3.81477375E+07          2.02147110E+06
       9200.0000          2.20358239E+06          3.95663687E+07          2.08733195E+06
       9300.0000          2.28608294E+06          4.08244294E+07          2.16485555E+06
       9400.0000          2.35738330E+06          4.23355067E+07          2.23304012E+06
       9500.0000          2.44343042E+06          4.36460004E+07          2.31389200E+06
       9600.0000          2.51930867E+06          4.52426373E+07          2.38642221E+06
       9700.0000          2.60012088E+06          4.65369821E+07          2.46253384E+06
       9800.0000          2.68997645E+06          4.82007402E+07          2.54778994E+06
       9900.0000          2.77430783E+06          4.95331562E+07          2.62716279E+06
      10000.0000          2.87050697E+06          5.12333344E+07          2.71821076E+06
      11000.0000          3.86962227E+06          6.89532348E+07          3.66400034E+06
      12000.0000          5.08413368E+06          9.09093098E+07          4.81486097E+06
      13000.0000          6.56746757E+06          1.16998172E+08          6.21840912E+06
      14000.0000          8.28365751E+06          1.47851988E+08          7.84417438E+06
      15000.0000          1.03529250E+07          1.83919933E+08          9.80121104E+06
      16000.0000          1.27265206E+07          2.25682649E+08          1.20471662E+07
      17000.0000          1.54579344E+07          2.75000696E+08          1.46352777E+07
      18000.0000          1.85110744E+07          3.29065949E+08          1.75252214E+07
      19000.0000          2.20529380E+07          3.91150567E+08          2.08759585E+07
      20000.0000          2.61016897E+07          4.62279628E+08          2.47066768E+07
      21000.0000          3.04332307E+07          5.39948032E+08          2.88094369E+07
      22000.0000          3.54084885E+07          6.29985352E+08          3.35242495E+07
      23000.0000          4.09134139E+07          7.24748208E+08          3.87271904E+07
      24000.0000          4.69453729E+07          8.33434563E+08          4.44420582E+07
      25000.0000          5.38535434E+07          9.47942851E+08          5.09585398E+07
      26000.0000          6.11316893E+07          1.07686115E+09          5.78477640E+07
      27000.0000          6.88666686E+07          1.21899260E+09          6.51841094E+07
      28000.0000          7.76181971E+07          1.37049606E+09          7.34579007E+07
      29000.0000          8.69071767E+07          1.53689866E+09          8.22558464E+07
      30000.0000          9.73842921E+07          1.71492556E+09          9.21513567E+07
      31000.0000          1.08107658E+08          1.90915136E+09          1.02314022E+08
      32000.0000          1.19824410E+08          2.12326946E+09          1.13423479E+08
      33000.0000          1.32506012E+08          2.34456055E+09          1.25417852E+08
      34000.0000          1.46149242E+08          2.57879252E+09          1.38310689E+08
      35000.0000          1.60806908E+08          2.84196179E+09          1.52195235E+08
      36000.0000          1.76747989E+08          3.12614301E+09          1.67289653E+08
      37000.0000          1.92823119E+08          3.40767125E+09          1.82496550E+08
      38000.0000          2.10378920E+08          3.71421355E+09          1.99101497E+08
      39000.0000          2.29199504E+08          4.04293785E+09          2.16902986E+08
      40000.0000          2.49453591E+08          4.39300329E+09          2.36049677E+08
      41000.0000          2.69991967E+08          4.76609936E+09          2.55517316E+08
      42000.0000          2.92470166E+08          5.16277543E+09          2.76790065E+08
      43000.0000          3.16336346E+08          5.58627466E+09          2.99383055E+08
      44000.0000          3.41516793E+08          6.01215588E+09          3.23159895E+08
      45000.0000          3.68208680E+08          6.47467491E+09          3.48395741E+08
      46000.0000          3.94444046E+08          6.96495958E+09          3.73302916E+08
      47000.0000          4.23939119E+08          7.45466797E+09          4.01127424E+08
      48000.0000          4.53751539E+08          7.98943863E+09          4.29366152E+08
      49000.0000          4.86341443E+08          8.55122264E+09          4.60169789E+08
      50000.0000          5.21079828E+08          9.13940113E+09          4.92973134E+08
