#Energy      Si-K-shell   Si-L1-shell   Si-L2-shell   Si-L3-shell   O-K-shell   Valence  Total
          7.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.62658968E+01          5.62658968E+01
          8.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11409634E+01          5.11409634E+01
          9.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70418461E+01          4.70418461E+01
         10.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.36697707E+01          4.36697707E+01
         11.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.08331660E+01          4.08331660E+01
         12.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.84029527E+01          3.84029527E+01
         13.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.62891189E+01          3.62891189E+01
         14.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.44262883E+01          3.44262883E+01
         15.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27661794E+01          3.27661794E+01
         16.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.12723743E+01          3.12723743E+01
         17.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99165888E+01          2.99165888E+01
         18.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.86767305E+01          2.86767305E+01
         19.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75351772E+01          2.75351772E+01
         20.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64776916E+01          2.64776916E+01
         21.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.54926443E+01          2.54926443E+01
         22.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.45704868E+01          2.45704868E+01
         23.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.37032567E+01          2.37032567E+01
         24.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.28842516E+01          2.28842516E+01
         25.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.21078170E+01          2.21078170E+01
         26.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.13691381E+01          2.13691381E+01
         27.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.06640916E+01          2.06640916E+01
         28.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.99891323E+01          1.99891323E+01
         29.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.93411902E+01          1.93411902E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.87176063E+01          1.87176063E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.81160646E+01          1.81160646E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.75345538E+01          1.75345538E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69713186E+01          1.69713186E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.64248364E+01          1.64248364E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.58937908E+01          1.58937908E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.53770535E+01          1.53770535E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.48736707E+01          1.48736707E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43828533E+01          1.43828533E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.39039705E+01          1.39039705E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.34365474E+01          1.34365474E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29802631E+01          1.29802631E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25349526E+01          1.25349526E+01
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21006078E+01          1.21006078E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16773783E+01          1.16773783E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12655696E+01          1.12655696E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08656364E+01          1.08656364E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04781693E+01          1.04781693E+01
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01038718E+01          1.01038718E+01
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.74352667E+00          9.74352667E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.39795141E+00          9.39795141E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.06794464E+00          9.06794464E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.75422805E+00          8.75422805E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.45738991E+00          8.45738991E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.17783733E+00          8.17783733E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.91576320E+00          7.91576320E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.67113197E+00          7.67113197E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.44368448E+00          7.44368448E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.23295861E+00          7.23295861E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.03832241E+00          7.03832241E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.85901350E+00          6.85901350E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.69417855E+00          6.69417855E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.54291124E+00          6.54291124E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.40428441E+00          6.40428441E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.27737624E+00          6.27737624E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.16128991E+00          6.16128991E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.05516768E+00          6.05516768E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.95819987E+00          5.95819987E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.86963005E+00          5.86963005E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.78875715E+00          5.78875715E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.71493541E+00          5.71493541E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.64757278E+00          5.64757278E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.58612837E+00          5.58612837E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.53010927E+00          5.53010927E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.47906711E+00          5.47906711E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.43259448E+00          5.43259448E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39032146E+00          5.39032146E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.35191221E+00          5.35191221E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.31706182E+00          5.31706182E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.28549337E+00          5.28549337E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.25695520E+00          5.25695520E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.23121842E+00          5.23121842E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.20807473E+00          5.20807473E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.18733432E+00          5.18733432E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.16882404E+00          5.16882404E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.15238583E+00          5.15238583E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.13787517E+00          5.13787517E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.12515976E+00          5.12515976E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.11411840E+00          5.11411840E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.10463985E+00          5.10463985E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09662194E+00          5.09662194E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08997068E+00          5.08997068E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08459951E+00          5.08459951E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.08042862E+00          5.08042862E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07738432E+00          5.07738432E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07539850E+00          5.07539850E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07440816E+00          5.07440816E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07435489E+00          5.07435489E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07518455E+00          5.07518455E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07684685E+00          5.07684685E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07929505E+00          5.07929505E+00
        103.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.09611475E+00          5.09611475E+00
        104.0010          1.00000000E+30          1.00000000E+30          1.38686860E+10          6.93434302E+09          1.00000000E+30          5.09612572E+00          5.09612572E+00
        110.0000          1.00000000E+30          1.00000000E+30          7.38080608E+04          3.69040304E+04          1.00000000E+30          5.13873453E+00          5.13766144E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.64571856E+04          8.22859279E+03          1.00000000E+30          5.24307743E+00          5.23807106E+00
        130.0000          1.00000000E+30          1.00000000E+30          7.84987287E+03          3.92493644E+03          1.00000000E+30          5.37541198E+00          5.36439174E+00
        140.0000          1.00000000E+30          1.00000000E+30          4.81829249E+03          2.40914624E+03          1.00000000E+30          5.52603856E+00          5.50709052E+00
        150.0000          1.00000000E+30          1.00000000E+30          3.36398505E+03          1.68199253E+03          1.00000000E+30          5.68904475E+00          5.66032715E+00
        153.9990          1.00000000E+30          1.00000000E+30          2.98385856E+03          1.49192928E+03          1.00000000E+30          5.75680016E+00          5.72367188E+00
        154.0010          1.00000000E+30          4.21533991E+10          2.98368905E+03          1.49184453E+03          1.00000000E+30          5.75683436E+00          5.72370381E+00
        160.0000          1.00000000E+30          2.73469793E+05          2.54079401E+03          1.27039700E+03          1.00000000E+30          5.85674073E+00          5.81639436E+00
        170.0000          1.00000000E+30          6.09371436E+04          2.02389695E+03          1.01194847E+03          1.00000000E+30          6.03546879E+00          5.98136523E+00
        180.0000          1.00000000E+30          2.88346428E+04          1.67547293E+03          8.37736464E+02          1.00000000E+30          6.21577864E+00          6.14605070E+00
        190.0000          1.00000000E+30          1.74964799E+04          1.42827759E+03          7.14138795E+02          1.00000000E+30          6.40428021E+00          6.31699333E+00
        200.0000          1.00000000E+30          1.20549206E+04          1.24605035E+03          6.23025175E+02          1.00000000E+30          6.59279795E+00          6.48629451E+00
        210.0000          1.00000000E+30          8.97709123E+03          1.10770154E+03          5.53850768E+02          1.00000000E+30          6.78121676E+00          6.65398568E+00
        220.0000          1.00000000E+30          7.04645982E+03          1.00021127E+03          5.00105635E+02          1.00000000E+30          6.96945529E+00          6.82014178E+00
        230.0000          1.00000000E+30          5.74595179E+03          9.15140054E+02          4.57570027E+02          1.00000000E+30          7.15745591E+00          6.98486595E+00
        240.0000          1.00000000E+30          4.82292762E+03          8.46796596E+02          4.23398298E+02          1.00000000E+30          7.35059116E+00          7.15340401E+00
        250.0000          1.00000000E+30          4.14127870E+03          7.91211386E+02          3.95605693E+02          1.00000000E+30          7.54294377E+00          7.32024978E+00
        260.0000          1.00000000E+30          3.62190768E+03          7.45537418E+02          3.72768709E+02          1.00000000E+30          7.73453285E+00          7.48557168E+00
        270.0000          1.00000000E+30          3.21615032E+03          7.07684742E+02          3.53842371E+02          1.00000000E+30          7.92537994E+00          7.64952785E+00
        280.0000          1.00000000E+30          2.89262100E+03          6.76087236E+02          3.38043618E+02          1.00000000E+30          8.12023454E+00          7.81664302E+00
        290.0000          1.00000000E+30          2.63025498E+03          6.49551874E+02          3.24775937E+02          1.00000000E+30          8.30949549E+00          7.97810745E+00
        300.0000          1.00000000E+30          2.41445675E+03          6.27156321E+02          3.13578160E+02          1.00000000E+30          8.50254211E+00          8.14268905E+00
        310.0000          1.00000000E+30          2.23482489E+03          6.08178327E+02          3.04089164E+02          1.00000000E+30          8.69033491E+00          8.30215943E+00
        320.0000          1.00000000E+30          2.08376233E+03          5.92045812E+02          2.96022906E+02          1.00000000E+30          8.88170584E+00          8.46467256E+00
        330.0000          1.00000000E+30          1.95560638E+03          5.78301308E+02          2.89150654E+02          1.00000000E+30          9.07223700E+00          8.62624058E+00
        340.0000          1.00000000E+30          1.84605157E+03          5.66575468E+02          2.83287734E+02          1.00000000E+30          9.26195997E+00          8.78694667E+00
        350.0000          1.00000000E+30          1.75177387E+03          5.56567550E+02          2.78283775E+02          1.00000000E+30          9.45090485E+00          8.94686413E+00
        360.0000          1.00000000E+30          1.67016803E+03          5.48030663E+02          2.74015332E+02          1.00000000E+30          9.63910029E+00          9.10605736E+00
        370.0000          1.00000000E+30          1.59916615E+03          5.40761277E+02          2.70380638E+02          1.00000000E+30          9.83035178E+00          9.26794196E+00
        380.0000          1.00000000E+30          1.53710870E+03          5.34589488E+02          2.67294744E+02          1.00000000E+30          1.00170405E+01          9.42576008E+00
        390.0000          1.00000000E+30          1.48264952E+03          5.29373131E+02          2.64686565E+02          1.00000000E+30          1.02030592E+01          9.58300794E+00
        400.0000          1.00000000E+30          1.43468684E+03          5.24992882E+02          2.62496441E+02          1.00000000E+30          1.03919954E+01          9.74285776E+00
        410.0000          1.00000000E+30          1.39231206E+03          5.21347152E+02          2.60673576E+02          1.00000000E+30          1.05766587E+01          9.89899358E+00
        420.0000          1.00000000E+30          1.35476894E+03          5.18349667E+02          2.59174833E+02          1.00000000E+30          1.07641615E+01          1.00576701E+01
        430.0000          1.00000000E+30          1.32142539E+03          5.15926715E+02          2.57963358E+02          1.00000000E+30          1.09509610E+01          1.02157855E+01
        440.0000          1.00000000E+30          1.29174900E+03          5.14014405E+02          2.57007202E+02          1.00000000E+30          1.11337166E+01          1.03704507E+01
        450.0000          1.00000000E+30          1.26528889E+03          5.12558049E+02          2.56279024E+02          1.00000000E+30          1.13192121E+01          1.05275680E+01
        460.0000          1.00000000E+30          1.24166175E+03          5.11509948E+02          2.55754974E+02          1.00000000E+30          1.15040655E+01          1.06841998E+01
        470.0000          1.00000000E+30          1.22053893E+03          5.10828639E+02          2.55414320E+02          1.00000000E+30          1.16882952E+01          1.08403673E+01
        480.0000          1.00000000E+30          1.20163842E+03          5.10477765E+02          2.55238882E+02          1.00000000E+30          1.18719189E+01          1.09960888E+01
        490.0000          1.00000000E+30          1.18471698E+03          5.10425498E+02          2.55212749E+02          1.00000000E+30          1.20518250E+01          1.11487048E+01
        500.0000          1.00000000E+30          1.16956342E+03          5.10643745E+02          2.55321872E+02          1.00000000E+30          1.22343246E+01          1.13036240E+01
        510.0000          1.00000000E+30          1.15599486E+03          5.11107667E+02          2.55553833E+02          1.00000000E+30          1.24162667E+01          1.14581442E+01
        520.0000          1.00000000E+30          1.14385044E+03          5.11795289E+02          2.55897645E+02          1.00000000E+30          1.25976659E+01          1.16122786E+01
        530.0000          1.00000000E+30          1.13299016E+03          5.12687011E+02          2.56343506E+02          1.00000000E+30          1.27815108E+01          1.17685610E+01
        537.9990          1.00000000E+30          1.12514399E+03          5.13535452E+02          2.56767726E+02          1.00000000E+30          1.29246056E+01          1.18902628E+01
        538.0010          1.00000000E+30          1.12514212E+03          5.13535679E+02          2.56767839E+02          1.62257105E+12          1.29246428E+01          1.18902944E+01
        540.0000          1.00000000E+30          1.12329062E+03          5.13765395E+02          2.56882697E+02          1.02202551E+08          1.29618285E+01          1.19219208E+01
        550.0000          1.00000000E+30          1.11464293E+03          5.15014800E+02          2.57507400E+02          6.95447232E+06          1.31416446E+01          1.20749112E+01
        560.0000          1.00000000E+30          1.10695089E+03          5.16421226E+02          2.58210613E+02          2.76735590E+06          1.33209718E+01          1.22275468E+01
        570.0000          1.00000000E+30          1.10012923E+03          5.17972084E+02          2.58986042E+02          1.55796615E+06          1.34998221E+01          1.23798391E+01
        580.0000          1.00000000E+30          1.09410169E+03          5.19656008E+02          2.59828004E+02          1.02440128E+06          1.36810284E+01          1.25341653E+01
        590.0000          1.00000000E+30          1.08880085E+03          5.21462759E+02          2.60731379E+02          7.35933618E+05          1.38589213E+01          1.26857614E+01
        600.0000          1.00000000E+30          1.08416601E+03          5.23383031E+02          2.61691516E+02          5.60051159E+05          1.40363708E+01          1.28370396E+01
        610.0000          1.00000000E+30          1.08014264E+03          5.25408401E+02          2.62704200E+02          4.43841223E+05          1.42133879E+01          1.29880076E+01
        620.0000          1.00000000E+30          1.07668218E+03          5.27531217E+02          2.63765609E+02          3.62495566E+05          1.43926900E+01          1.31409291E+01
        630.0000          1.00000000E+30          1.07374031E+03          5.29744489E+02          2.64872245E+02          3.03077665E+05          1.45688333E+01          1.32912608E+01
        640.0000          1.00000000E+30          1.07127744E+03          5.32041866E+02          2.66020933E+02          2.58166495E+05          1.47472389E+01          1.34435171E+01
        650.0000          1.00000000E+30          1.06925776E+03          5.34417513E+02          2.67208756E+02          2.23283355E+05          1.49225490E+01          1.35932406E+01
        660.0000          1.00000000E+30          1.06764852E+03          5.36866081E+02          2.68433040E+02          1.95588956E+05          1.51000917E+01          1.37448543E+01
        670.0000          1.00000000E+30          1.06642021E+03          5.39382703E+02          2.69691351E+02          1.73187022E+05          1.52746041E+01          1.38939930E+01
        680.0000          1.00000000E+30          1.06554578E+03          5.41962859E+02          2.70981429E+02          1.54772349E+05          1.54513194E+01          1.40449884E+01
        690.0000          1.00000000E+30          1.06500073E+03          5.44602427E+02          2.72301213E+02          1.39431899E+05          1.56250655E+01          1.41935624E+01
        700.0000          1.00000000E+30          1.06476260E+03          5.47297574E+02          2.73648787E+02          1.26500031E+05          1.58009865E+01          1.43439614E+01
        710.0000          1.00000000E+30          1.06481081E+03          5.50044803E+02          2.75022402E+02          1.15482930E+05          1.59739968E+01          1.44919902E+01
        720.0000          1.00000000E+30          1.06512656E+03          5.52840851E+02          2.76420425E+02          1.06012968E+05          1.61491527E+01          1.46418119E+01
        730.0000          1.00000000E+30          1.06569256E+03          5.55682697E+02          2.77841349E+02          9.78025443E+04          1.63214565E+01          1.47893141E+01
        740.0000          1.00000000E+30          1.06649293E+03          5.58567551E+02          2.79283776E+02          9.06339103E+04          1.64958751E+01          1.49385764E+01
        750.0000          1.00000000E+30          1.06751300E+03          5.61492836E+02          2.80746418E+02          8.43336851E+04          1.66699371E+01          1.50875660E+01
        760.0000          1.00000000E+30          1.06873923E+03          5.64456131E+02          2.82228065E+02          7.87619337E+04          1.68412085E+01          1.52342903E+01
        770.0000          1.00000000E+30          1.07015927E+03          5.67455211E+02          2.83727606E+02          7.38083280E+04          1.70145678E+01          1.53827423E+01
        780.0000          1.00000000E+30          1.07176150E+03          5.70487985E+02          2.85243993E+02          6.93823055E+04          1.71875906E+01          1.55309350E+01
        790.0000          1.00000000E+30          1.07353521E+03          5.73552514E+02          2.86776257E+02          6.54089184E+04          1.73578860E+01          1.56769173E+01
        800.0000          1.00000000E+30          1.07547058E+03          5.76646990E+02          2.88323495E+02          6.18273303E+04          1.75302390E+01          1.58245933E+01
        810.0000          1.00000000E+30          1.07755836E+03          5.79769714E+02          2.89884857E+02          5.85858428E+04          1.77022716E+01          1.59720205E+01
        820.0000          1.00000000E+30          1.07979002E+03          5.82919105E+02          2.91459552E+02          5.56422205E+04          1.78739842E+01          1.61191983E+01
        830.0000          1.00000000E+30          1.08215766E+03          5.86093688E+02          2.93046844E+02          5.29593077E+04          1.80453755E+01          1.62661249E+01
        840.0000          1.00000000E+30          1.08465381E+03          5.89292071E+02          2.94646035E+02          5.05071294E+04          1.82141278E+01          1.64109180E+01
        850.0000          1.00000000E+30          1.08727159E+03          5.92512959E+02          2.96256480E+02          4.82589068E+04          1.83849124E+01          1.65573709E+01
        860.0000          1.00000000E+30          1.09000453E+03          5.95755128E+02          2.97877564E+02          4.61924418E+04          1.85553954E+01          1.67035864E+01
        870.0000          1.00000000E+30          1.09284664E+03          5.99017437E+02          2.99508719E+02          4.42878167E+04          1.87255778E+01          1.68495648E+01
        880.0000          1.00000000E+30          1.09579225E+03          6.02298809E+02          3.01149405E+02          4.25284728E+04          1.88954625E+01          1.69953077E+01
        890.0000          1.00000000E+30          1.09883609E+03          6.05598228E+02          3.02799114E+02          4.08995769E+04          1.90628045E+01          1.71389998E+01
        900.0000          1.00000000E+30          1.10197320E+03          6.08914748E+02          3.04457374E+02          3.93883105E+04          1.92321311E+01          1.72843019E+01
        910.0000          1.00000000E+30          1.10519898E+03          6.12247462E+02          3.06123731E+02          3.79834342E+04          1.94011781E+01          1.74293814E+01
        920.0000          1.00000000E+30          1.10850903E+03          6.15595528E+02          3.07797764E+02          3.66749435E+04          1.95699480E+01          1.75742400E+01
        930.0000          1.00000000E+30          1.11189926E+03          6.18958153E+02          3.09479076E+02          3.54541669E+04          1.97384438E+01          1.77188796E+01
        940.0000          1.00000000E+30          1.11536583E+03          6.22334578E+02          3.11167289E+02          3.43133159E+04          1.99066690E+01          1.78633026E+01
        950.0000          1.00000000E+30          1.11890511E+03          6.25724092E+02          3.12862046E+02          3.32454245E+04          2.00746276E+01          1.80075120E+01
        960.0000          1.00000000E+30          1.12251366E+03          6.29126026E+02          3.14563013E+02          3.22444156E+04          2.02423240E+01          1.81515108E+01
