#Energy      C-K-shell   F-K-shell   Valence  Total
          0.1000          1.00000000E+30          1.00000000E+30          1.73172562E+03          1.73172562E+03
          0.2000          1.00000000E+30          1.00000000E+30          1.08868103E+03          1.08868103E+03
          0.3000          1.00000000E+30          1.00000000E+30          7.89943060E+02          7.89943060E+02
          0.4000          1.00000000E+30          1.00000000E+30          6.23836947E+02          6.23836947E+02
          0.5000          1.00000000E+30          1.00000000E+30          5.16009936E+02          5.16009936E+02
          0.6000          1.00000000E+30          1.00000000E+30          4.40703548E+02          4.40703548E+02
          0.7000          1.00000000E+30          1.00000000E+30          3.85241390E+02          3.85241390E+02
          0.8000          1.00000000E+30          1.00000000E+30          3.42731230E+02          3.42731230E+02
          0.9000          1.00000000E+30          1.00000000E+30          3.09208907E+02          3.09208907E+02
          1.0000          1.00000000E+30          1.00000000E+30          2.82017412E+02          2.82017412E+02
          2.0000          1.00000000E+30          1.00000000E+30          1.55907371E+02          1.55907371E+02
          3.0000          1.00000000E+30          1.00000000E+30          1.12044564E+02          1.12044564E+02
          4.0000          1.00000000E+30          1.00000000E+30          8.94536104E+01          8.94536104E+01
          5.0000          1.00000000E+30          1.00000000E+30          7.55166900E+01          7.55166900E+01
          6.0000          1.00000000E+30          1.00000000E+30          6.59653123E+01          6.59653123E+01
          7.0000          1.00000000E+30          1.00000000E+30          5.89569169E+01          5.89569169E+01
          8.0000          1.00000000E+30          1.00000000E+30          5.35591535E+01          5.35591535E+01
          9.0000          1.00000000E+30          1.00000000E+30          4.92492236E+01          4.92492236E+01
         10.0000          1.00000000E+30          1.00000000E+30          4.57097306E+01          4.57097306E+01
         11.0000          1.00000000E+30          1.00000000E+30          4.27373824E+01          4.27373824E+01
         12.0000          1.00000000E+30          1.00000000E+30          4.01952880E+01          4.01952880E+01
         13.0000          1.00000000E+30          1.00000000E+30          3.79880965E+01          3.79880965E+01
         14.0000          1.00000000E+30          1.00000000E+30          3.60465264E+01          3.60465264E+01
         15.0000          1.00000000E+30          1.00000000E+30          3.43194592E+01          3.43194592E+01
         16.0000          1.00000000E+30          1.00000000E+30          3.27683782E+01          3.27683782E+01
         17.0000          1.00000000E+30          1.00000000E+30          3.13633530E+01          3.13633530E+01
         18.0000          1.00000000E+30          1.00000000E+30          3.00810326E+01          3.00810326E+01
         19.0000          1.00000000E+30          1.00000000E+30          2.89027924E+01          2.89027924E+01
         20.0000          1.00000000E+30          1.00000000E+30          2.78135861E+01          2.78135861E+01
         21.0000          1.00000000E+30          1.00000000E+30          2.68011242E+01          2.68011242E+01
         22.0000          1.00000000E+30          1.00000000E+30          2.58553262E+01          2.58553262E+01
         23.0000          1.00000000E+30          1.00000000E+30          2.49677836E+01          2.49677836E+01
         24.0000          1.00000000E+30          1.00000000E+30          2.41314142E+01          2.41314142E+01
         25.0000          1.00000000E+30          1.00000000E+30          2.33402447E+01          2.33402447E+01
         26.0000          1.00000000E+30          1.00000000E+30          2.25891854E+01          2.25891854E+01
         27.0000          1.00000000E+30          1.00000000E+30          2.18738751E+01          2.18738751E+01
         28.0000          1.00000000E+30          1.00000000E+30          2.11905595E+01          2.11905595E+01
         29.0000          1.00000000E+30          1.00000000E+30          2.05359810E+01          2.05359810E+01
         30.0000          1.00000000E+30          1.00000000E+30          1.99073109E+01          1.99073109E+01
         31.0000          1.00000000E+30          1.00000000E+30          1.93020754E+01          1.93020754E+01
         32.0000          1.00000000E+30          1.00000000E+30          1.87181151E+01          1.87181151E+01
         33.0000          1.00000000E+30          1.00000000E+30          1.81535296E+01          1.81535296E+01
         34.0000          1.00000000E+30          1.00000000E+30          1.76066524E+01          1.76066524E+01
         35.0000          1.00000000E+30          1.00000000E+30          1.70760194E+01          1.70760194E+01
         36.0000          1.00000000E+30          1.00000000E+30          1.65603477E+01          1.65603477E+01
         37.0000          1.00000000E+30          1.00000000E+30          1.60585168E+01          1.60585168E+01
         38.0000          1.00000000E+30          1.00000000E+30          1.55695549E+01          1.55695549E+01
         39.0000          1.00000000E+30          1.00000000E+30          1.50926275E+01          1.50926275E+01
         40.0000          1.00000000E+30          1.00000000E+30          1.46270301E+01          1.46270301E+01
         41.0000          1.00000000E+30          1.00000000E+30          1.41721822E+01          1.41721822E+01
         42.0000          1.00000000E+30          1.00000000E+30          1.37276241E+01          1.37276241E+01
