#Energy      C-K-shell   O-K-shell   Valence  Total
         94.0000          1.00000000E+30          1.00000000E+30          8.76098763E+01          8.76098763E+01
         95.0000          1.00000000E+30          1.00000000E+30          8.86136219E+01          8.86136219E+01
         96.0000          1.00000000E+30          1.00000000E+30          8.96193653E+01          8.96193653E+01
         97.0000          1.00000000E+30          1.00000000E+30          9.06109650E+01          9.06109650E+01
         98.0000          1.00000000E+30          1.00000000E+30          9.16163638E+01          9.16163638E+01
         99.0000          1.00000000E+30          1.00000000E+30          9.26122115E+01          9.26122115E+01
        100.0000          1.00000000E+30          1.00000000E+30          9.36179534E+01          9.36179534E+01
        110.0000          1.00000000E+30          1.00000000E+30          9.53301662E+01          9.53301662E+01
        120.0000          1.00000000E+30          1.00000000E+30          9.68847076E+01          9.68847076E+01
        130.0000          1.00000000E+30          1.00000000E+30          1.06837281E+02          1.06837281E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.16800860E+02          1.16800860E+02
        150.0000          1.00000000E+30          1.00000000E+30          1.26783714E+02          1.26783714E+02
        160.0000          1.00000000E+30          1.00000000E+30          1.36777337E+02          1.36777337E+02
        170.0000          1.00000000E+30          1.00000000E+30          1.46780074E+02          1.46780074E+02
        180.0000          1.00000000E+30          1.00000000E+30          1.56786266E+02          1.56786266E+02
        190.0000          1.00000000E+30          1.00000000E+30          1.66793371E+02          1.66793371E+02
        200.0000          1.00000000E+30          1.00000000E+30          1.76811507E+02          1.76811507E+02
        210.0000          1.00000000E+30          1.00000000E+30          1.86829487E+02          1.86829487E+02
        220.0000          1.00000000E+30          1.00000000E+30          1.96848468E+02          1.96848468E+02
        230.0000          1.00000000E+30          1.00000000E+30          2.06872187E+02          2.06872187E+02
        240.0000          1.00000000E+30          1.00000000E+30          2.16897352E+02          2.16897352E+02
        250.0000          1.00000000E+30          1.00000000E+30          2.26925577E+02          2.26925577E+02
        260.0000          1.00000000E+30          1.00000000E+30          2.36955299E+02          2.36955299E+02
        270.0000          1.00000000E+30          1.00000000E+30          2.46978308E+02          2.46978308E+02
        280.0000          1.00000000E+30          1.00000000E+30          2.57006434E+02          2.57006434E+02
        287.9990          1.00000000E+30          1.00000000E+30          2.66984574E+02          2.66984574E+02
        288.0010          3.00491261E+03          1.00000000E+30          2.76758472E+02          2.53418153E+02
        290.0000          3.09785885E+03          1.00000000E+30          2.84629164E+02          2.60678226E+02
        300.0000          3.52661997E+03          1.00000000E+30          2.84894120E+02          2.63599522E+02
        310.0000          3.78254333E+03          1.00000000E+30          2.87089743E+02          2.66837175E+02
        320.0000          3.98470976E+03          1.00000000E+30          2.97110112E+02          2.76494014E+02
        330.0000          4.19085651E+03          1.00000000E+30          3.07138229E+02          2.86165796E+02
        340.0000          4.43554321E+03          1.00000000E+30          3.17165846E+02          2.96000197E+02
        350.0000          4.73074790E+03          1.00000000E+30          3.27196328E+02          3.06030132E+02
        360.0000          5.04460952E+03          1.00000000E+30          3.37217893E+02          3.16088284E+02
        370.0000          5.41726501E+03          1.00000000E+30          3.47243264E+02          3.26325975E+02
        380.0000          5.77812751E+03          1.00000000E+30          3.57271489E+02          3.36467150E+02
        390.0000          6.14715632E+03          1.00000000E+30          3.67297053E+02          3.46588159E+02
        400.0000          6.50637222E+03          1.00000000E+30          3.77316369E+02          3.56634486E+02
        410.0000          6.91035205E+03          1.00000000E+30          3.87346718E+02          3.66787157E+02
        420.0000          7.31717576E+03          1.00000000E+30          3.97371399E+02          3.76903052E+02
        430.0000          7.74272232E+03          1.00000000E+30          4.07390906E+02          3.87027097E+02
        440.0000          8.18771828E+03          1.00000000E+30          4.17419241E+02          3.97171009E+02
        450.0000          8.63964405E+03          1.00000000E+30          4.27443429E+02          4.07292759E+02
        460.0000          9.10354992E+03          1.00000000E+30          4.37459184E+02          4.17401500E+02
        470.0000          9.60853251E+03          1.00000000E+30          4.47491224E+02          4.27577946E+02
        480.0000          1.01728290E+04          1.00000000E+30          4.57512069E+02          4.37821516E+02
        490.0000          1.06964570E+04          1.00000000E+30          4.67532536E+02          4.47952916E+02
        500.0000          1.12281652E+04          1.00000000E+30          4.77554700E+02          4.58072046E+02
        510.0000          1.18240740E+04          1.00000000E+30          4.87574744E+02          4.68265459E+02
        520.0000          1.24361824E+04          1.00000000E+30          4.97593476E+02          4.78449857E+02
        530.0000          1.30727904E+04          1.00000000E+30          5.07618337E+02          4.88644212E+02
        537.9990          1.35656818E+04          1.00000000E+30          5.17617599E+02          4.98593081E+02
        538.0010          1.35658205E+04          1.26688937E+04          5.27525331E+02          4.88211706E+02
        540.0000          1.37058900E+04          1.25672725E+04          5.35472296E+02          4.95038884E+02
        550.0000          1.43644075E+04          1.27191088E+04          5.35589077E+02          4.96193839E+02
        560.0000          1.50538561E+04          1.31245354E+04          5.37687117E+02          4.99390992E+02
        570.0000          1.57510425E+04          1.34495845E+04          5.47702626E+02          5.09256267E+02
        580.0000          1.64646637E+04          1.37467304E+04          5.57727549E+02          5.19083899E+02
        590.0000          1.72202916E+04          1.41666247E+04          5.67741109E+02          5.29093342E+02
        600.0000          1.80486131E+04          1.46668243E+04          5.77764456E+02          5.39259103E+02
        610.0000          1.88093161E+04          1.52312432E+04          5.87779637E+02          5.49409031E+02
        620.0000          1.96106678E+04          1.58260255E+04          5.97799065E+02          5.59602540E+02
        630.0000          2.04502326E+04          1.65287767E+04          6.07817586E+02          5.69920661E+02
        640.0000          2.13671586E+04          1.71789342E+04          6.17837790E+02          5.80194673E+02
        650.0000          2.22219603E+04          1.78812956E+04          6.27853717E+02          5.90439865E+02
        660.0000          2.32294418E+04          1.85592311E+04          6.37875148E+02          6.00732196E+02
        670.0000          2.40940918E+04          1.93425313E+04          6.47890877E+02          6.10995491E+02
        680.0000          2.50748727E+04          2.00310492E+04          6.57906300E+02          6.21204308E+02
        690.0000          2.60734192E+04          2.07135100E+04          6.67926488E+02          6.31392193E+02
        700.0000          2.72117371E+04          2.14890161E+04          6.77941637E+02          6.41709524E+02
        710.0000          2.81925137E+04          2.23248503E+04          6.87956894E+02          6.51957213E+02
        720.0000          2.92235455E+04          2.29924214E+04          6.97974008E+02          6.62063260E+02
        730.0000          3.03180006E+04          2.37122952E+04          7.07990436E+02          6.72221738E+02
        740.0000          3.15417214E+04          2.44861361E+04          7.18002748E+02          6.82456058E+02
        750.0000          3.26452261E+04          2.53311326E+04          7.28023703E+02          6.92668944E+02
        760.0000          3.37735017E+04          2.61017753E+04          7.38034189E+02          7.02804222E+02
        770.0000          3.50771443E+04          2.69926316E+04          7.48049364E+02          7.13080652E+02
        780.0000          3.62830679E+04          2.77756014E+04          7.58065563E+02          7.23216927E+02
        790.0000          3.75328795E+04          2.86970875E+04          7.68079241E+02          7.33439460E+02
        800.0000          3.89270108E+04          2.96130613E+04          7.78095040E+02          7.43689037E+02
        810.0000          4.02293720E+04          3.06260760E+04          7.88108129E+02          7.53936987E+02
        820.0000          4.15814544E+04          3.14885227E+04          7.98123959E+02          7.64090795E+02
        830.0000          4.30920072E+04          3.25421290E+04          8.08137275E+02          7.74383943E+02
        840.0000          4.44149629E+04          3.36686835E+04          8.18148555E+02          7.84628784E+02
        850.0000          4.60149157E+04          3.44991114E+04          8.28162130E+02          7.94779022E+02
        860.0000          4.73923516E+04          3.56437463E+04          8.38174410E+02          8.05007160E+02
        870.0000          4.88779300E+04          3.66279282E+04          8.48188521E+02          8.15166078E+02
        880.0000          5.05517272E+04          3.78320600E+04          8.58200761E+02          8.25461974E+02
        890.0000          5.20350329E+04          3.88303095E+04          8.68212838E+02          8.35587883E+02
        900.0000          5.38101155E+04          3.99074364E+04          8.78226684E+02          8.45808990E+02
        910.0000          5.52997542E+04          4.11310511E+04          8.88238533E+02          8.56003513E+02
        920.0000          5.69511807E+04          4.22499929E+04          8.98248815E+02          8.66172214E+02
        930.0000          5.88006737E+04          4.35380387E+04          9.08261877E+02          8.76440264E+02
        940.0000          6.04929644E+04          4.46085536E+04          9.18277303E+02          8.86569044E+02
        950.0000          6.24349504E+04          4.59327590E+04          9.28288720E+02          8.96829878E+02
        960.0000          6.41994580E+04          4.70780791E+04          9.38298933E+02          9.06966796E+02
        970.0000          6.62538570E+04          4.84252692E+04          9.48310781E+02          9.17220434E+02
        980.0000          6.79397222E+04          4.96556508E+04          9.58318353E+02          9.27340810E+02
        990.0000          7.00617384E+04          5.10565521E+04          9.68330048E+02          9.37589371E+02
       1000.0000          7.18615823E+04          5.22753806E+04          9.78340306E+02          9.47701718E+02
       1100.0000          9.41573758E+04          6.71926026E+04          9.88692756E+02          9.64376261E+02
       1200.0000          1.20059079E+05          8.47859491E+04          9.98949504E+02          9.79263852E+02
       1300.0000          1.51374846E+05          1.05115172E+05          1.09897593E+03          1.07984652E+03
       1400.0000          1.87242155E+05          1.28333825E+05          1.19900685E+03          1.18041951E+03
       1500.0000          2.27679770E+05          1.54908591E+05          1.29903870E+03          1.28098780E+03
       1600.0000          2.74723413E+05          1.85823414E+05          1.39906951E+03          1.38163102E+03
       1700.0000          3.27197295E+05          2.19380461E+05          1.49909846E+03          1.48217944E+03
       1800.0000          3.86974168E+05          2.57157066E+05          1.59912657E+03          1.58274379E+03
       1900.0000          4.53111863E+05          3.00019446E+05          1.69915632E+03          1.68331055E+03
       2000.0000          5.27543046E+05          3.46272716E+05          1.79918161E+03          1.78382936E+03
       2100.0000          6.10408563E+05          3.98686552E+05          1.89920708E+03          1.88436763E+03
       2200.0000          6.99394660E+05          4.53280560E+05          1.99923182E+03          1.98480408E+03
       2300.0000          7.98895002E+05          5.14764328E+05          2.09925456E+03          2.08527118E+03
       2400.0000          9.08644420E+05          5.82614706E+05          2.19927614E+03          2.18573501E+03
       2500.0000          1.02783588E+06          6.55928460E+05          2.29929816E+03          2.28616997E+03
       2600.0000          1.15692714E+06          7.34922982E+05          2.39931735E+03          2.38657639E+03
       2700.0000          1.29083637E+06          8.18597401E+05          2.49933591E+03          2.48692761E+03
       2800.0000          1.44583411E+06          9.09630420E+05          2.59935466E+03          2.58730965E+03
       2900.0000          1.60503244E+06          1.00843347E+06          2.69937201E+03          2.68765755E+03
       3000.0000          1.77952350E+06          1.11110200E+06          2.79938994E+03          2.78797989E+03
       3100.0000          1.96155668E+06          1.22220371E+06          2.89940449E+03          2.88828348E+03
       3200.0000          2.16818013E+06          1.34377986E+06          2.99941857E+03          2.98861337E+03
       3300.0000          2.37353726E+06          1.47676601E+06          3.09943447E+03          3.08891786E+03
       3400.0000          2.59795545E+06          1.60797693E+06          3.19944752E+03          3.18917436E+03
       3500.0000          2.84352922E+06          1.75140216E+06          3.29946245E+03          3.28944859E+03
       3600.0000          3.09537974E+06          1.90787597E+06          3.39947398E+03          3.38971144E+03
       3700.0000          3.37535109E+06          2.06467273E+06          3.49948718E+03          3.48995363E+03
       3800.0000          3.66920489E+06          2.24033617E+06          3.59949914E+03          3.59020882E+03
       3900.0000          3.96084353E+06          2.41035799E+06          3.69950953E+03          3.69039846E+03
       4000.0000          4.28787998E+06          2.60195524E+06          3.79952064E+03          3.79062645E+03
       4100.0000          4.61468513E+06          2.80513697E+06          3.89953096E+03          3.89083430E+03
       4200.0000          4.98470015E+06          3.01048179E+06          3.99954134E+03          3.99103683E+03
       4300.0000          5.36730578E+06          3.23026773E+06          4.09955075E+03          4.09123366E+03
       4400.0000          5.76596454E+06          3.46275334E+06          4.19955991E+03          4.19142386E+03
       4500.0000          6.15893391E+06          3.71027234E+06          4.29956895E+03          4.29159975E+03
       4600.0000          6.60375069E+06          3.96668018E+06          4.39957788E+03          4.39178090E+03
       4700.0000          7.05833093E+06          4.23113342E+06          4.49958659E+03          4.49194609E+03
       4800.0000          7.53637407E+06          4.50910479E+06          4.59959497E+03          4.59210805E+03
       4900.0000          8.04739345E+06          4.79748873E+06          4.69960234E+03          4.69226558E+03
       5000.0000          8.57325091E+06          5.10156748E+06          4.79961100E+03          4.79241927E+03
       5100.0000          9.08047850E+06          5.40333802E+06          4.89961705E+03          4.89254071E+03
       5200.0000          9.66170176E+06          5.75968858E+06          4.99962430E+03          4.99270687E+03
       5300.0000          1.02503833E+07          6.09619708E+06          5.09963117E+03          5.09283716E+03
       5400.0000          1.08625143E+07          6.42487163E+06          5.19963773E+03          5.19294934E+03
       5500.0000          1.15047665E+07          6.82186027E+06          5.29964424E+03          5.29309398E+03
       5600.0000          1.21763421E+07          7.20288967E+06          5.39965151E+03          5.39321684E+03
       5700.0000          1.28786808E+07          7.57158309E+06          5.49965728E+03          5.49332134E+03
       5800.0000          1.35854771E+07          8.01521221E+06          5.59966242E+03          5.59344916E+03
       5900.0000          1.44094420E+07          8.43640169E+06          5.69966815E+03          5.69356945E+03
       6000.0000          1.51097707E+07          8.87040308E+06          5.79967443E+03          5.79366259E+03
       6100.0000          1.59790398E+07          9.32671574E+06          5.89967959E+03          5.89377538E+03
       6200.0000          1.68008569E+07          9.80272723E+06          5.99968468E+03          5.99387572E+03
       6300.0000          1.76377057E+07          1.02978109E+07          6.09969030E+03          6.09397317E+03
       6400.0000          1.85446878E+07          1.08554718E+07          6.19969492E+03          6.19408665E+03
       6500.0000          1.94401118E+07          1.13588783E+07          6.29969926E+03          6.29416881E+03
       6600.0000          2.04673751E+07          1.18859662E+07          6.39970395E+03          6.39426177E+03
       6700.0000          2.14310376E+07          1.24459799E+07          6.49970932E+03          6.49434812E+03
       6800.0000          2.24301413E+07          1.30118495E+07          6.59971332E+03          6.59442827E+03
       6900.0000          2.35843071E+07          1.36651782E+07          6.69971766E+03          6.69453374E+03
       7000.0000          2.46456663E+07          1.42484094E+07          6.79972145E+03          6.79460426E+03
       7100.0000          2.57611732E+07          1.48883558E+07          6.89972593E+03          6.89468409E+03
       7200.0000          2.69247006E+07          1.55514754E+07          6.99972970E+03          6.99476289E+03
       7300.0000          2.80771878E+07          1.62017874E+07          7.09973339E+03          7.09483035E+03
       7400.0000          2.94207780E+07          1.69690286E+07          7.19973744E+03          7.19492401E+03
       7500.0000          3.06372723E+07          1.76398216E+07          7.29974065E+03          7.29498370E+03
       7600.0000          3.19378856E+07          1.83558377E+07          7.39974483E+03          7.39505031E+03
       7700.0000          3.32504092E+07          1.91054776E+07          7.49974803E+03          7.49511532E+03
       7800.0000          3.47486384E+07          1.99384004E+07          7.59975107E+03          7.59519496E+03
       7900.0000          3.60989025E+07          2.07294786E+07          7.69975519E+03          7.69525550E+03
       8000.0000          3.75652876E+07          2.15071745E+07          7.79975773E+03          7.79531214E+03
       8100.0000          3.90791398E+07          2.24228379E+07          7.89976121E+03          7.89538356E+03
       8200.0000          4.06397599E+07          2.32414687E+07          7.99976448E+03          7.99543857E+03
       8300.0000          4.22462091E+07          2.41189246E+07          8.09976800E+03          8.09549719E+03
       8400.0000          4.39911965E+07          2.51035994E+07          8.19977045E+03          8.19556585E+03
       8500.0000          4.55973823E+07          2.59895461E+07          8.29977299E+03          8.29561379E+03
       8600.0000          4.74833269E+07          2.70547230E+07          8.39977643E+03          8.39568460E+03
       8700.0000          4.91450527E+07          2.79500011E+07          8.49977874E+03          8.49572577E+03
       8800.0000          5.11419266E+07          2.89479462E+07          8.59978213E+03          8.59578309E+03
       8900.0000          5.29052612E+07          2.99780821E+07          8.69978436E+03          8.69583084E+03
       9000.0000          5.47752398E+07          3.10384944E+07          8.79978679E+03          8.79587997E+03
       9100.0000          5.67242532E+07          3.22080518E+07          8.89978946E+03          8.89593559E+03
       9200.0000          5.88693493E+07          3.32491469E+07          8.99979215E+03          8.99598186E+03
       9300.0000          6.11830605E+07          3.44939713E+07          9.09979450E+03          9.09604203E+03
       9400.0000          6.30724018E+07          3.55697995E+07          9.19979708E+03          9.19607726E+03
       9500.0000          6.51129437E+07          3.68681368E+07          9.29979906E+03          9.29612644E+03
       9600.0000          6.75020264E+07          3.80130394E+07          9.39980196E+03          9.39617005E+03
       9700.0000          6.96919176E+07          3.92323889E+07          9.49980362E+03          9.49620974E+03
       9800.0000          7.19004643E+07          4.05881907E+07          9.59980619E+03          9.59625526E+03
       9900.0000          7.44378680E+07          4.18606397E+07          9.69980778E+03          9.69629748E+03
      10000.0000          7.67041027E+07          4.33121577E+07          9.79981035E+03          9.79634223E+03
      11000.0000          1.04419374E+08          5.83874875E+07          9.89985670E+03          9.89724024E+03
      12000.0000          1.39127764E+08          7.67128602E+07          9.99988912E+03          9.99786725E+03
      13000.0000          1.79414312E+08          9.90944088E+07          1.09998961E+04          1.09980010E+04
      14000.0000          2.28305150E+08          1.24989448E+08          1.19999022E+04          1.19981197E+04
      15000.0000          2.85658020E+08          1.56211961E+08          1.29999080E+04          1.29982348E+04
      16000.0000          3.52695692E+08          1.92026382E+08          1.39999132E+04          1.39983369E+04
      17000.0000          4.29575050E+08          2.33239808E+08          1.49999182E+04          1.49984300E+04
      18000.0000          5.18538511E+08          2.79307657E+08          1.59999224E+04          1.59985123E+04
      19000.0000          6.20570681E+08          3.32749699E+08          1.69999264E+04          1.69985923E+04
      20000.0000          7.35903544E+08          3.93840012E+08          1.79999302E+04          1.79986674E+04
      21000.0000          8.61836591E+08          4.59197243E+08          1.89999335E+04          1.89987285E+04
      22000.0000          1.00247540E+09          5.34267311E+08          1.99999368E+04          1.99987892E+04
      23000.0000          1.16346727E+09          6.17329362E+08          2.09999396E+04          2.09988462E+04
      24000.0000          1.34021985E+09          7.08343653E+08          2.19999423E+04          2.19988980E+04
      25000.0000          1.53544260E+09          8.12578819E+08          2.29999447E+04          2.29989492E+04
      26000.0000          1.74258770E+09          9.22396425E+08          2.39999471E+04          2.39989921E+04
      27000.0000          1.97333316E+09          1.03910704E+09          2.49999492E+04          2.49990310E+04
      28000.0000          2.23769579E+09          1.17115605E+09          2.59999512E+04          2.59990720E+04
      29000.0000          2.50792944E+09          1.31131448E+09          2.69999531E+04          2.69991065E+04
      30000.0000          2.79811773E+09          1.46940030E+09          2.79999548E+04          2.79991411E+04
      31000.0000          3.11711238E+09          1.63120173E+09          2.89999565E+04          2.89991711E+04
      32000.0000          3.47216546E+09          1.80799203E+09          2.99999581E+04          2.99992012E+04
      33000.0000          3.83494546E+09          1.99934066E+09          3.09999596E+04          3.09992283E+04
      34000.0000          4.23513526E+09          2.20519897E+09          3.19999609E+04          3.19992548E+04
      35000.0000          4.66441912E+09          2.42636379E+09          3.29999622E+04          3.29992800E+04
      36000.0000          5.12397053E+09          2.66689364E+09          3.39999635E+04          3.39993045E+04
      37000.0000          5.61520377E+09          2.90944611E+09          3.49999646E+04          3.49993254E+04
      38000.0000          6.13983185E+09          3.17433996E+09          3.59999657E+04          3.59993463E+04
      39000.0000          6.70622407E+09          3.45831770E+09          3.69999667E+04          3.69993667E+04
      40000.0000          7.30612893E+09          3.76392511E+09          3.79999677E+04          3.79993864E+04
      41000.0000          7.90002046E+09          4.07382207E+09          3.89999687E+04          3.89994028E+04
      42000.0000          8.57100298E+09          4.41298839E+09          3.99999695E+04          3.99994203E+04
      43000.0000          9.28845458E+09          4.77309752E+09          4.09999704E+04          4.09994373E+04
      44000.0000          1.00058062E+10          5.15303719E+09          4.19999712E+04          4.19994526E+04
      45000.0000          1.07751391E+10          5.55578250E+09          4.29999720E+04          4.29994676E+04
      46000.0000          1.16187166E+10          5.95163952E+09          4.39999727E+04          4.39994808E+04
