#Energy      Ca-K-shell   Ca-L1-shell   Ca-L2-shell   Ca-L3-shell   Ca-M1-shell   Ca-M2-shell   Ca-M3-shell   F-K-shell   Valence  Total
         43.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.26411674E+02          1.63205837E+02          1.00000000E+30          1.28117388E+01          1.14620714E+01
         44.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99402629E+02          1.49701315E+02          1.00000000E+30          1.23869987E+01          1.10193131E+01
         45.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.76262300E+02          1.38131150E+02          1.00000000E+30          1.19724417E+01          1.05949716E+01
         45.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.56265317E+02          1.28132659E+02          1.00000000E+30          1.15686445E+01          1.01887810E+01
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40291137E+09          2.56246791E+02          1.28123395E+02          1.00000000E+30          1.15682456E+01          1.01883837E+01
         46.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40301598E+09          2.56228118E+02          1.28114059E+02          1.00000000E+30          1.15678467E+01          1.01879857E+01
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.49169695E+04          2.38792746E+02          1.19396373E+02          1.00000000E+30          1.11747209E+01          9.79775119E+00
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64654238E+04          2.23459865E+02          1.11729932E+02          1.00000000E+30          1.07923038E+01          9.42314905E+00
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43765192E+04          2.09899243E+02          1.04949621E+02          1.00000000E+30          1.04215433E+01          9.06476896E+00
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.31869921E+03          1.97834727E+02          9.89173635E+01          1.00000000E+30          1.00630806E+01          8.72260641E+00
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65861371E+03          1.87042911E+02          9.35214556E+01          1.00000000E+30          9.71762008E+00          8.39664852E+00
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.06108852E+03          1.77341082E+02          8.86705411E+01          1.00000000E+30          9.38589091E+00          8.08688314E+00
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.01504243E+03          1.68580767E+02          8.42903837E+01          1.00000000E+30          9.06860270E+00          7.79330540E+00
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.28731171E+03          1.60637208E+02          8.03186038E+01          1.00000000E+30          8.76639729E+00          7.51587148E+00
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.75715771E+03          1.53407186E+02          7.67035928E+01          1.00000000E+30          8.47980207E+00          7.25448440E+00
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.35713348E+03          1.46804665E+02          7.34023326E+01          1.00000000E+30          8.20919036E+00          7.00897301E+00
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.04655345E+03          1.40755265E+02          7.03776324E+01          1.00000000E+30          7.95475366E+00          6.77905382E+00
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.79989012E+03          1.35195961E+02          6.75979807E+01          1.00000000E+30          7.71648753E+00          6.56433987E+00
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.60014261E+03          1.30073825E+02          6.50369126E+01          1.00000000E+30          7.49419390E+00          6.36434328E+00
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43573067E+03          1.25342288E+02          6.26711440E+01          1.00000000E+30          7.28749686E+00          6.17847267E+00
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.29854303E+03          1.20961471E+02          6.04807357E+01          1.00000000E+30          7.09586734E+00          6.00606089E+00
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18260881E+03          1.16896580E+02          5.84482900E+01          1.00000000E+30          6.91865512E+00          5.84637847E+00
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08365042E+03          1.13117433E+02          5.65587165E+01          1.00000000E+30          6.75512196E+00          5.69866372E+00
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.98363572E+02          1.09597086E+02          5.47985429E+01          1.00000000E+30          6.60447356E+00          5.56213272E+00
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.24249531E+02          1.06312442E+02          5.31562208E+01          1.00000000E+30          6.46588796E+00          5.43600961E+00
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.59365172E+02          1.03242674E+02          5.16213371E+01          1.00000000E+30          6.33853912E+00          5.31953203E+00
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          8.02181847E+02          1.00369382E+02          5.01846912E+01          1.00000000E+30          6.22161547E+00          5.21196672E+00
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.51472966E+02          9.76762717E+01          4.88381358E+01          1.00000000E+30          6.11433365E+00          5.11261709E+00
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          7.06254401E+02          9.51488184E+01          4.75744092E+01          1.00000000E+30          6.01594793E+00          5.02082842E+00
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.65732520E+02          9.27739057E+01          4.63869528E+01          1.00000000E+30          5.92575610E+00          4.93598960E+00
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          6.29253732E+02          9.05398017E+01          4.52699008E+01          1.00000000E+30          5.84310263E+00          4.85753490E+00
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.96268922E+02          8.84358564E+01          4.42179282E+01          1.00000000E+30          5.76737959E+00          4.78494183E+00
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.66332374E+02          8.64526447E+01          4.32263224E+01          1.00000000E+30          5.69802621E+00          4.71773343E+00
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.39059764E+02          8.45814927E+01          4.22907464E+01          1.00000000E+30          5.63452720E+00          4.65547150E+00
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.14134363E+02          8.28144281E+01          4.14072140E+01          1.00000000E+30          5.57641051E+00          4.59775579E+00
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.91278037E+02          8.11443811E+01          4.05721905E+01          1.00000000E+30          5.52324467E+00          4.54422263E+00
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.70261461E+02          7.95648147E+01          3.97824073E+01          1.00000000E+30          5.47463584E+00          4.49454087E+00
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.50882498E+02          7.80697629E+01          3.90348814E+01          1.00000000E+30          5.43022493E+00          4.44840894E+00
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.32968840E+02          7.66537446E+01          3.83268723E+01          1.00000000E+30          5.38968468E+00          4.40555267E+00
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.16370203E+02          7.53117155E+01          3.76558577E+01          1.00000000E+30          5.35271694E+00          4.36572248E+00
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.00955996E+02          7.40390651E+01          3.70195325E+01          1.00000000E+30          5.31904999E+00          4.32869164E+00
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.86611280E+02          7.28315740E+01          3.64157870E+01          1.00000000E+30          5.28843619E+00          4.29425398E+00
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.73235920E+02          7.16852612E+01          3.58426306E+01          1.00000000E+30          5.26064965E+00          4.26222090E+00
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.60740396E+02          7.05964962E+01          3.52982481E+01          1.00000000E+30          5.23548425E+00          4.23242080E+00
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.49046660E+02          6.95619054E+01          3.47809527E+01          1.00000000E+30          5.21275170E+00          4.20469711E+00
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.38085773E+02          6.85783667E+01          3.42891833E+01          1.00000000E+30          5.19227988E+00          4.17890691E+00
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.27795514E+02          6.76429663E+01          3.38214831E+01          1.00000000E+30          5.17391130E+00          4.15491919E+00
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.18120194E+02          6.67530549E+01          3.33765274E+01          1.00000000E+30          5.15750167E+00          4.13261467E+00
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.09010134E+02          6.59060403E+01          3.29530201E+01          1.00000000E+30          5.14291870E+00          4.11188259E+00
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.00421976E+02          6.50996154E+01          3.25498077E+01          1.00000000E+30          5.13004093E+00          4.09262274E+00
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.92314752E+02          6.43315758E+01          3.21657879E+01          1.00000000E+30          5.11875675E+00          4.07474208E+00
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84652136E+02          6.35998925E+01          3.17999462E+01          1.00000000E+30          5.10896345E+00          4.05815546E+00
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.77402274E+02          6.29026384E+01          3.14513192E+01          1.00000000E+30          5.10056643E+00          4.04278426E+00
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.70536285E+02          6.22380178E+01          3.11190089E+01          1.00000000E+30          5.09347845E+00          4.02855608E+00
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.64024793E+02          6.16043675E+01          3.08021837E+01          1.00000000E+30          5.08761895E+00          4.01540357E+00
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.57845325E+02          6.10000868E+01          3.05000434E+01          1.00000000E+30          5.08291348E+00          4.00326486E+00
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.51975247E+02          6.04236982E+01          3.02118491E+01          1.00000000E+30          5.07929316E+00          3.99208249E+00
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.46393808E+02          5.98738557E+01          2.99369278E+01          1.00000000E+30          5.07669415E+00          3.98180372E+00
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.41082582E+02          5.93491895E+01          2.96745947E+01          1.00000000E+30          5.07505727E+00          3.97237835E+00
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.36024314E+02          5.88485220E+01          2.94242610E+01          1.00000000E+30          5.07432756E+00          3.96376109E+00
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.96429091E+02          5.49357378E+01          2.74678689E+01          1.00000000E+30          5.10724098E+00          3.91388529E+00
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.70504425E+02          5.24807921E+01          2.62403960E+01          1.00000000E+30          5.19153746E+00          3.91159960E+00
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.52820319E+02          5.09758112E+01          2.54879056E+01          1.00000000E+30          5.30767396E+00          3.94008668E+00
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.40418011E+02          5.01138289E+01          2.50569145E+01          1.00000000E+30          5.44454836E+00          3.98954304E+00
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.31555012E+02          4.97016837E+01          2.48508419E+01          1.00000000E+30          5.59544477E+00          4.05386264E+00
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.25147204E+02          4.96133848E+01          2.48066924E+01          1.00000000E+30          5.75609187E+00          4.12903858E+00
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.20491940E+02          4.97640751E+01          2.48820376E+01          1.00000000E+30          5.92176729E+00          4.21137268E+00
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17118878E+02          5.00949443E+01          2.50474721E+01          1.00000000E+30          6.09243480E+00          4.29991742E+00
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14704443E+02          5.05641844E+01          2.52820922E+01          1.00000000E+30          6.27205463E+00          4.39587534E+00
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13020712E+02          5.11413987E+01          2.55706993E+01          1.00000000E+30          6.44503470E+00          4.49101065E+00
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11903611E+02          5.18040382E+01          2.59020191E+01          1.00000000E+30          6.62547497E+00          4.59180294E+00
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11232699E+02          5.25350801E+01          2.62675401E+01          1.00000000E+30          6.81210717E+00          4.69721035E+00
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10918022E+02          5.33214649E+01          2.66607325E+01          1.00000000E+30          6.99213810E+00          4.80086129E+00
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10891283E+02          5.41530308E+01          2.70765154E+01          1.00000000E+30          7.17768888E+00          4.90828829E+00
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11099875E+02          5.50217721E+01          2.75108860E+01          1.00000000E+30          7.36257117E+00          5.01638105E+00
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.11502723E+02          5.59213065E+01          2.79606532E+01          1.00000000E+30          7.54679395E+00          5.12500384E+00
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12067367E+02          5.68464957E+01          2.84232479E+01          1.00000000E+30          7.73037006E+00          5.23404507E+00
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12767864E+02          5.77931624E+01          2.88965812E+01          1.00000000E+30          7.91821506E+00          5.34564633E+00
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.13583264E+02          5.87578831E+01          2.93789415E+01          1.00000000E+30          8.10036337E+00          5.45516998E+00
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.14496494E+02          5.97378290E+01          2.98689145E+01          1.00000000E+30          8.28652961E+00          5.56696453E+00
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.15493517E+02          6.07306476E+01          3.03653238E+01          1.00000000E+30          8.46734749E+00          5.67673214E+00
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.16562703E+02          6.17343691E+01          3.08671846E+01          1.00000000E+30          8.65195116E+00          5.78853658E+00
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.17694338E+02          6.27473343E+01          3.13736672E+01          1.00000000E+30          8.83576376E+00          5.90026932E+00
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.18880262E+02          6.37681393E+01          3.18840697E+01          1.00000000E+30          9.01881428E+00          6.01190659E+00
        348.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.19988157E+02          6.46924724E+01          3.23462362E+01          1.00000000E+30          9.18169318E+00          6.11173063E+00
        349.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.09725931E+11          1.19988407E+02          6.46926784E+01          3.23463392E+01          1.00000000E+30          9.18173202E+00          6.11175400E+00
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.99975485E+07          1.20113572E+02          6.47955889E+01          3.23977945E+01          1.00000000E+30          9.20113050E+00          6.12342751E+00
        352.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.78720507E+06          1.20491776E+02          6.51048597E+01          3.25524299E+01          1.00000000E+30          9.25526395E+00          6.15666054E+00
        353.0010          1.00000000E+30          1.00000000E+30          4.33725447E+11          3.78492939E+06          1.20492030E+02          6.51050661E+01          3.25525331E+01          1.00000000E+30          9.25530272E+00          6.15668389E+00
        360.0000          1.00000000E+30          1.00000000E+30          3.39132940E+06          8.21956419E+05          1.21388394E+02          6.58286619E+01          3.29143309E+01          1.00000000E+30          9.38273892E+00          6.23476096E+00
        370.0000          1.00000000E+30          1.00000000E+30          8.80436689E+05          3.06058746E+05          1.22699707E+02          6.68664815E+01          3.34332407E+01          1.00000000E+30          9.56755979E+00          6.34760357E+00
