#Energy      Ca-K-shell   Ca-L1-shell   Ca-L2-shell   Ca-L3-shell   Ca-M1-shell   Ca-M2-shell   Ca-M3-shell   F-K-shell   Valence  Total
         46.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.12724834E+04          5.74365326E+03          1.00000000E+30          2.52169882E+02          2.36496217E+02
         46.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02958220E+04          1.12733881E+04          5.74410339E+03          1.00000000E+30          2.52173846E+02          2.31190293E+02
         47.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02277347E+04          1.20624619E+04          6.01711977E+03          1.00000000E+30          2.56195323E+02          2.35286393E+02
         48.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01604753E+04          1.26121240E+04          6.27933102E+03          1.00000000E+30          2.60731570E+02          2.39674569E+02
         49.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00940947E+04          1.31137367E+04          6.41249277E+03          1.00000000E+30          2.65157297E+02          2.43746936E+02
         50.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00285758E+04          1.33794394E+04          6.52445475E+03          1.00000000E+30          2.69923842E+02          2.47986670E+02
         51.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.96390196E+03          1.35803683E+04          6.58159032E+03          1.00000000E+30          2.74951222E+02          2.52337548E+02
         52.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.90005696E+03          1.36748056E+04          6.58401931E+03          1.00000000E+30          2.79609549E+02          2.56250240E+02
         53.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.83702493E+03          1.36585541E+04          6.54066478E+03          1.00000000E+30          2.84964535E+02          2.60622367E+02
         54.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.77479045E+03          1.35483805E+04          6.46404055E+03          1.00000000E+30          2.90765723E+02          2.65251253E+02
         55.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.71333849E+03          1.33878065E+04          6.36656777E+03          1.00000000E+30          2.95800661E+02          2.69152081E+02
         56.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.65265436E+03          1.32527807E+04          6.28739796E+03          1.00000000E+30          3.01892965E+02          2.73932459E+02
         57.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.60765725E+03          1.30082814E+04          6.16138755E+03          1.00000000E+30          3.08081706E+02          2.78617419E+02
         58.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.55213093E+03          1.28264753E+04          6.06367817E+03          1.00000000E+30          3.13878321E+02          2.83004173E+02
         59.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.49724274E+03          1.25392953E+04          5.96901943E+03          1.00000000E+30          3.20208025E+02          2.87724696E+02
         60.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.44298174E+03          1.23278262E+04          5.87727065E+03          1.00000000E+30          3.27068180E+02          2.92857537E+02
         61.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.50226939E+03          1.21233714E+04          5.78829969E+03          1.00000000E+30          3.33738537E+02          2.97898929E+02
         62.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.47171838E+03          1.19255877E+04          5.70198227E+03          1.00000000E+30          3.40427617E+02          3.02820129E+02
         63.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.44136320E+03          1.17341538E+04          5.61820142E+03          1.00000000E+30          3.47711966E+02          3.08159314E+02
         64.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.41120195E+03          1.15487687E+04          5.53684695E+03          1.00000000E+30          3.55585976E+02          3.13901446E+02
         65.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.38123280E+03          1.13691502E+04          5.45781496E+03          1.00000000E+30          3.62740783E+02          3.19023413E+02
         66.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.44607275E+03          1.10529717E+04          5.25550214E+03          1.00000000E+30          3.70179199E+02          3.23833291E+02
         67.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.43244354E+03          1.08692396E+04          5.17119292E+03          1.00000000E+30          3.78258999E+02          3.29479518E+02
         68.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.41885361E+03          1.06915159E+04          5.08954599E+03          1.00000000E+30          3.87108893E+02          3.35634017E+02
         69.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.40530277E+03          1.05766351E+04          5.04259772E+03          1.00000000E+30          3.94956007E+02          3.41167788E+02
         70.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45618683E+03          1.04233851E+04          4.97345561E+03          1.00000000E+30          4.03180733E+02          3.46856856E+02
         71.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45634234E+03          1.02745126E+04          4.90618396E+03          1.00000000E+30          4.12052888E+02          3.52886208E+02
         72.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45649785E+03          1.01298329E+04          4.87600208E+03          1.00000000E+30          4.21784197E+02          3.59656286E+02
         73.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45665337E+03          1.00749905E+04          4.82093458E+03          1.00000000E+30          4.30374666E+02          3.65498835E+02
         74.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.45680889E+03          9.95692745E+03          4.76709701E+03          1.00000000E+30          4.39448138E+02          3.71536009E+02
         75.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.52452849E+03          9.84159938E+03          4.75072714E+03          1.00000000E+30          4.49118991E+02          3.78261023E+02
         76.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.53831553E+03          9.81065958E+03          4.70902294E+03          1.00000000E+30          4.59617240E+02          3.85378438E+02
         77.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.55214254E+03          9.72138192E+03          4.66804456E+03          1.00000000E+30          4.69059406E+02          3.91588189E+02
         78.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.56600971E+03          9.63371446E+03          4.62777323E+03          1.00000000E+30          4.78994355E+02          3.98068121E+02
         79.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.64728843E+03          9.61546216E+03          4.63117976E+03          1.00000000E+30          4.89353597E+02          4.05335013E+02
         80.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.67542870E+03          9.55109369E+03          4.60222713E+03          1.00000000E+30          5.00439819E+02          4.12612232E+02
         81.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.70373361E+03          9.48758130E+03          4.57363425E+03          1.00000000E+30          5.12141758E+02          4.20224047E+02
         82.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.73220462E+03          9.42490801E+03          4.54539447E+03          1.00000000E+30          5.22337717E+02          4.26743760E+02
         83.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.76084319E+03          9.43928002E+03          4.56405914E+03          1.00000000E+30          5.34256787E+02          4.34923912E+02
         84.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.86884236E+03          9.39623868E+03          4.54633966E+03          1.00000000E+30          5.45458122E+02          4.42275711E+02
         85.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.91297822E+03          9.35358808E+03          4.52875724E+03          1.00000000E+30          5.56840261E+02          4.49549936E+02
         86.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          9.95751062E+03          9.31132292E+03          4.51131028E+03          1.00000000E+30          5.70094658E+02          4.57962985E+02
         87.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00024449E+04          9.35907445E+03          4.54045981E+03          1.00000000E+30          5.82889625E+02          4.66710387E+02
         88.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01138662E+04          9.33557739E+03          4.53269750E+03          1.00000000E+30          5.93383748E+02          4.73516124E+02
         89.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.01741611E+04          9.31219802E+03          4.52496168E+03          1.00000000E+30          6.06887899E+02          4.82062143E+02
         90.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02351792E+04          9.28893545E+03          4.51725223E+03          1.00000000E+30          6.19216021E+02          4.89793675E+02
         91.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.02969336E+04          9.35540928E+03          4.55202558E+03          1.00000000E+30          6.31654112E+02          4.98297401E+02
         92.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.03594377E+04          9.35033873E+03          4.55295558E+03          1.00000000E+30          6.45874439E+02          5.07252588E+02
         93.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.04227053E+04          9.34527367E+03          4.55388596E+03          1.00000000E+30          6.60767995E+02          5.16546667E+02
         94.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.05546363E+04          9.34021410E+03          4.55481673E+03          1.00000000E+30          6.71419816E+02          5.23358005E+02
         95.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.06318604E+04          9.41355986E+03          4.59116061E+03          1.00000000E+30          6.86130463E+02          5.33178278E+02
         96.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07102229E+04          9.42476122E+03          4.59949072E+03          1.00000000E+30          6.99326786E+02          5.41467107E+02
         97.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.07897490E+04          9.43598927E+03          4.60785112E+03          1.00000000E+30          7.14758844E+02          5.51039490E+02
         98.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.08704651E+04          9.44724410E+03          4.61624196E+03          1.00000000E+30          7.30296970E+02          5.60608584E+02
         99.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.09918560E+04          9.52103078E+03          4.65245382E+03          1.00000000E+30          7.43659827E+02          5.69590170E+02
        100.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.10827259E+04          9.54623826E+03          4.66712421E+03          1.00000000E+30          7.60040321E+02          5.79720835E+02
        110.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.21003874E+04          9.93488425E+03          4.87998250E+03          1.00000000E+30          9.19531810E+02          6.77632507E+02
        120.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.32048914E+04          1.05543405E+04          5.20141958E+03          1.00000000E+30          1.10394261E+03          7.88285038E+02
        130.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.43674627E+04          1.12592919E+04          5.56428393E+03          1.00000000E+30          1.30910804E+03          9.07429671E+02
        140.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.56738678E+04          1.20960419E+04          5.98979486E+03          1.00000000E+30          1.54250792E+03          1.03980623E+03
        150.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.69700655E+04          1.30319816E+04          6.46696961E+03          1.00000000E+30          1.79326125E+03          1.17933324E+03
        160.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.83840974E+04          1.41180641E+04          7.01514032E+03          1.00000000E+30          2.07449397E+03          1.33365311E+03
        170.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.98571607E+04          1.52450088E+04          7.58937306E+03          1.00000000E+30          2.37668409E+03          1.49594813E+03
        180.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.15193757E+04          1.64556389E+04          8.19823306E+03          1.00000000E+30          2.70927855E+03          1.67135022E+03
        190.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.32241365E+04          1.77375671E+04          8.85678861E+03          1.00000000E+30          3.06435703E+03          1.85640126E+03
        200.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.48563082E+04          1.91788722E+04          9.59669875E+03          1.00000000E+30          3.45429211E+03          2.05731956E+03
        210.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.66482522E+04          2.06436885E+04          1.03381669E+04          1.00000000E+30          3.86664761E+03          2.26594088E+03
        220.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          2.84541399E+04          2.23092603E+04          1.11022462E+04          1.00000000E+30          4.31288916E+03          2.48815821E+03
        230.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.04815268E+04          2.39492132E+04          1.19700480E+04          1.00000000E+30          4.79801230E+03          2.72833969E+03
        240.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.23167178E+04          2.56266603E+04          1.28551917E+04          1.00000000E+30          5.30876028E+03          2.97510070E+03
        250.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.44348994E+04          2.75729124E+04          1.38604591E+04          1.00000000E+30          5.85944637E+03          3.24548820E+03
        260.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.66362994E+04          2.95737057E+04          1.48807442E+04          1.00000000E+30          6.44731948E+03          3.52841576E+03
        270.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.88642687E+04          3.15536441E+04          1.58693888E+04          1.00000000E+30          7.04829717E+03          3.81220651E+03
        280.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.11047745E+04          3.37210843E+04          1.69754412E+04          1.00000000E+30          7.70411784E+03          4.12044122E+03
        290.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.35149531E+04          3.59468154E+04          1.81034782E+04          1.00000000E+30          8.37877430E+03          4.43681933E+03
        300.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.59470916E+04          3.83901538E+04          1.93716572E+04          1.00000000E+30          9.10632228E+03          4.77901512E+03
        310.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.83537287E+04          4.08824250E+04          2.06318093E+04          1.00000000E+30          9.87256402E+03          5.13081071E+03
        320.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.07645015E+04          4.34254875E+04          2.18576229E+04          1.00000000E+30          1.06809185E+04          5.49141908E+03
        330.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.34065131E+04          4.62454531E+04          2.33610808E+04          1.00000000E+30          1.15063426E+04          5.88017785E+03
        340.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.61128848E+04          4.90471623E+04          2.47835783E+04          1.00000000E+30          1.23773731E+04          6.27542944E+03
        348.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          1.00000000E+30          5.85169971E+04          5.15749648E+04          2.60477021E+04          1.00000000E+30          1.32322598E+04          6.64706722E+03
        349.0010          1.00000000E+30          1.00000000E+30          1.00000000E+30          4.13934910E+03          5.85175832E+04          5.15755937E+04          2.60480328E+04          1.00000000E+30          1.32324634E+04          2.55086354E+03
        350.0000          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.90371110E+03          5.88118276E+04          5.18916609E+04          2.62142786E+04          1.00000000E+30          1.33009091E+04          2.46444557E+03
        352.9990          1.00000000E+30          1.00000000E+30          1.00000000E+30          3.29100011E+03          5.97131977E+04          5.28642018E+04          2.66298119E+04          1.00000000E+30          1.36069303E+04          2.21943082E+03
        353.0010          1.00000000E+30          1.00000000E+30          8.43591002E+03          3.29064032E+03          5.97138080E+04          5.28648626E+04          2.66301388E+04          1.00000000E+30          1.36071391E+04          1.75704294E+03
        360.0000          1.00000000E+30          1.00000000E+30          5.59894746E+03          2.51580866E+03          6.15429406E+04          5.50170144E+04          2.77271519E+04          1.00000000E+30          1.42704491E+04          1.39536741E+03
        370.0000          1.00000000E+30          1.00000000E+30          5.04223904E+03          2.51702221E+03          6.46347743E+04          5.82454941E+04          2.93340894E+04          1.00000000E+30          1.52885035E+04          1.37408244E+03
