#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.2000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.3000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.4000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.5000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.6000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.7000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.8000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          0.9000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          1.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          2.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          3.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          4.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          5.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          6.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          7.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          8.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
          9.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         10.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         11.0000          1.00000000E+30          3.33333333E+29          1.00000000E+30
         12.0000          1.00000000E+30          2.46410665E+03          2.46410665E+03
         13.0000          1.00000000E+30          2.63835932E+03          2.63835932E+03
         14.0000          1.00000000E+30          2.82987207E+03          2.82987207E+03
         15.0000          1.00000000E+30          3.03121619E+03          3.03121619E+03
         16.0000          1.00000000E+30          3.24707226E+03          3.24707226E+03
         17.0000          1.00000000E+30          3.16210361E+03          3.16210361E+03
         18.0000          1.00000000E+30          3.32005098E+03          3.32005098E+03
         19.0000          1.00000000E+30          3.46940440E+03          3.46940440E+03
         20.0000          1.00000000E+30          3.64265405E+03          3.64265405E+03
         21.0000          1.00000000E+30          3.80773671E+03          3.80773671E+03
         22.0000          1.00000000E+30          3.97796682E+03          3.97796682E+03
         23.0000          1.00000000E+30          4.17674196E+03          4.17674196E+03
         24.0000          1.00000000E+30          4.37175445E+03          4.37175445E+03
         25.0000          1.00000000E+30          4.58002983E+03          4.58002983E+03
         26.0000          1.00000000E+30          4.79484500E+03          4.79484500E+03
         27.0000          1.00000000E+30          5.03269847E+03          5.03269847E+03
         28.0000          1.00000000E+30          5.26797717E+03          5.26797717E+03
         29.0000          1.00000000E+30          5.51641146E+03          5.51641146E+03
         30.0000          1.00000000E+30          5.77151183E+03          5.77151183E+03
         31.0000          1.00000000E+30          6.05064342E+03          6.05064342E+03
         32.0000          1.00000000E+30          6.31665997E+03          6.31665997E+03
         33.0000          1.00000000E+30          6.61508532E+03          6.61508532E+03
         34.0000          1.00000000E+30          6.90241743E+03          6.90241743E+03
         35.0000          1.00000000E+30          7.22317755E+03          7.22317755E+03
         36.0000          1.00000000E+30          7.55908677E+03          7.55908677E+03
         37.0000          1.00000000E+30          7.86830171E+03          7.86830171E+03
         38.0000          1.00000000E+30          8.22384636E+03          8.22384636E+03
         39.0000          1.00000000E+30          8.56697230E+03          8.56697230E+03
         40.0000          1.00000000E+30          8.92752352E+03          8.92752352E+03
         41.0000          1.00000000E+30          9.31234069E+03          9.31234069E+03
         42.0000          1.00000000E+30          9.71248849E+03          9.71248849E+03
         43.0000          1.00000000E+30          1.00826778E+04          1.00826778E+04
         44.0000          1.00000000E+30          1.05154103E+04          1.05154103E+04
         45.0000          1.00000000E+30          1.09294290E+04          1.09294290E+04
         46.0000          1.00000000E+30          1.13441409E+04          1.13441409E+04
         47.0000          1.00000000E+30          1.17826653E+04          1.17826653E+04
         48.0000          1.00000000E+30          1.22330108E+04          1.22330108E+04
         49.0000          1.00000000E+30          1.26840176E+04          1.26840176E+04
         50.0000          1.00000000E+30          1.31531910E+04          1.31531910E+04
         51.0000          1.00000000E+30          1.36203695E+04          1.36203695E+04
         52.0000          1.00000000E+30          1.41093936E+04          1.41093936E+04
         53.0000          1.00000000E+30          1.46375323E+04          1.46375323E+04
         54.0000          1.00000000E+30          1.51443326E+04          1.51443326E+04
         55.0000          1.00000000E+30          1.56464927E+04          1.56464927E+04
         56.0000          1.00000000E+30          1.61800471E+04          1.61800471E+04
         57.0000          1.00000000E+30          1.67335305E+04          1.67335305E+04
         58.0000          1.00000000E+30          1.73168174E+04          1.73168174E+04
         59.0000          1.00000000E+30          1.78307930E+04          1.78307930E+04
         60.0000          1.00000000E+30          1.84064819E+04          1.84064819E+04
         61.0000          1.00000000E+30          1.90077237E+04          1.90077237E+04
         62.0000          1.00000000E+30          1.96096883E+04          1.96096883E+04
         63.0000          1.00000000E+30          2.02486444E+04          2.02486444E+04
         64.0000          1.00000000E+30          2.08373338E+04          2.08373338E+04
         65.0000          1.00000000E+30          2.14490744E+04          2.14490744E+04
         66.0000          1.00000000E+30          2.21218761E+04          2.21218761E+04
         67.0000          1.00000000E+30          2.27871571E+04          2.27871571E+04
         68.0000          1.00000000E+30          2.34567972E+04          2.34567972E+04
         69.0000          1.00000000E+30          2.41479836E+04          2.41479836E+04
         70.0000          1.00000000E+30          2.47823704E+04          2.47823704E+04
         71.0000          1.00000000E+30          2.55033346E+04          2.55033346E+04
         72.0000          1.00000000E+30          2.62206465E+04          2.62206465E+04
         73.0000          1.00000000E+30          2.69605577E+04          2.69605577E+04
         74.0000          1.00000000E+30          2.77140089E+04          2.77140089E+04
         75.0000          1.00000000E+30          2.83860162E+04          2.83860162E+04
         76.0000          1.00000000E+30          2.91547153E+04          2.91547153E+04
         77.0000          1.00000000E+30          2.99466066E+04          2.99466066E+04
         78.0000          1.00000000E+30          3.07908997E+04          3.07908997E+04
         79.0000          1.00000000E+30          3.15451386E+04          3.15451386E+04
         80.0000          1.00000000E+30          3.24079810E+04          3.24079810E+04
         81.0000          1.00000000E+30          3.32748044E+04          3.32748044E+04
         82.0000          1.00000000E+30          3.39764317E+04          3.39764317E+04
         83.0000          1.00000000E+30          3.48782660E+04          3.48782660E+04
         84.0000          1.00000000E+30          3.57773333E+04          3.57773333E+04
         85.0000          1.00000000E+30          3.66170577E+04          3.66170577E+04
         86.0000          1.00000000E+30          3.75103977E+04          3.75103977E+04
         87.0000          1.00000000E+30          3.84563414E+04          3.84563414E+04
         88.0000          1.00000000E+30          3.94730299E+04          3.94730299E+04
         89.0000          1.00000000E+30          4.02138458E+04          4.02138458E+04
         90.0000          1.00000000E+30          4.11948925E+04          4.11948925E+04
         91.0000          1.00000000E+30          4.21593087E+04          4.21593087E+04
         92.0000          1.00000000E+30          4.31423116E+04          4.31423116E+04
         93.0000          1.00000000E+30          4.42201309E+04          4.42201309E+04
         94.0000          1.00000000E+30          4.50812224E+04          4.50812224E+04
         95.0000          1.00000000E+30          4.61364011E+04          4.61364011E+04
         96.0000          1.00000000E+30          4.72219639E+04          4.72219639E+04
         97.0000          1.00000000E+30          4.81125229E+04          4.81125229E+04
         98.0000          1.00000000E+30          4.92072172E+04          4.92072172E+04
         99.0000          1.00000000E+30          5.02365862E+04          5.02365862E+04
        100.0000          1.00000000E+30          5.13852252E+04          5.13852252E+04
        110.0000          1.00000000E+30          6.30536365E+04          6.30536365E+04
        120.0000          1.00000000E+30          7.61272098E+04          7.61272098E+04
        130.0000          1.00000000E+30          9.08248441E+04          9.08248441E+04
        140.0000          1.00000000E+30          1.06985003E+05          1.06985003E+05
        150.0000          1.00000000E+30          1.24829316E+05          1.24829316E+05
        160.0000          1.00000000E+30          1.44820680E+05          1.44820680E+05
        170.0000          1.00000000E+30          1.66067881E+05          1.66067881E+05
        180.0000          1.00000000E+30          1.89764266E+05          1.89764266E+05
        190.0000          1.00000000E+30          2.14381181E+05          2.14381181E+05
        200.0000          1.00000000E+30          2.41920399E+05          2.41920399E+05
