#Energy      C  Total
        210.0000          1.76609471E+02          1.76609471E+02
        220.0000          1.83703517E+02          1.83703517E+02
        230.0000          1.90791717E+02          1.90791717E+02
        240.0000          1.97874150E+02          1.97874150E+02
        250.0000          2.04950913E+02          2.04950913E+02
        260.0000          2.12022117E+02          2.12022117E+02
        270.0000          2.19087884E+02          2.19087884E+02
        280.0000          2.26148338E+02          2.26148338E+02
        287.9990          2.31792257E+02          2.31792257E+02
        288.0010          2.31793668E+02          2.31793668E+02
        290.0000          2.33203608E+02          2.33203608E+02
        300.0000          2.40253820E+02          2.40253820E+02
        310.0000          2.47299104E+02          2.47299104E+02
        320.0000          2.54339584E+02          2.54339584E+02
        330.0000          2.61375384E+02          2.61375384E+02
        340.0000          2.68406623E+02          2.68406623E+02
        350.0000          2.75433419E+02          2.75433419E+02
        360.0000          2.82455885E+02          2.82455885E+02
        370.0000          2.89474130E+02          2.89474130E+02
        380.0000          2.96488259E+02          2.96488259E+02
        390.0000          3.03498376E+02          3.03498376E+02
        400.0000          3.10504578E+02          3.10504578E+02
        410.0000          3.17506959E+02          3.17506959E+02
        420.0000          3.24505612E+02          3.24505612E+02
        430.0000          3.31500624E+02          3.31500624E+02
        440.0000          3.38492080E+02          3.38492080E+02
        450.0000          3.45480061E+02          3.45480061E+02
        460.0000          3.52464646E+02          3.52464646E+02
        470.0000          3.59445909E+02          3.59445909E+02
        480.0000          3.66423924E+02          3.66423924E+02
        490.0000          3.73398760E+02          3.73398760E+02
        500.0000          3.80370485E+02          3.80370485E+02
        510.0000          3.87339163E+02          3.87339163E+02
        520.0000          3.94304858E+02          3.94304858E+02
        530.0000          4.01267629E+02          4.01267629E+02
        540.0000          4.08227535E+02          4.08227535E+02
        550.0000          4.15184631E+02          4.15184631E+02
        560.0000          4.22138972E+02          4.22138972E+02
        570.0000          4.29090610E+02          4.29090610E+02
        580.0000          4.36039595E+02          4.36039595E+02
        590.0000          4.42985977E+02          4.42985977E+02
        600.0000          4.49929801E+02          4.49929801E+02
        610.0000          4.56871113E+02          4.56871113E+02
        620.0000          4.63809958E+02          4.63809958E+02
        630.0000          4.70746378E+02          4.70746378E+02
        640.0000          4.77680414E+02          4.77680414E+02
        650.0000          4.84612106E+02          4.84612106E+02
        660.0000          4.91541492E+02          4.91541492E+02
        670.0000          4.98468611E+02          4.98468611E+02
        680.0000          5.05393497E+02          5.05393497E+02
        690.0000          5.12316186E+02          5.12316186E+02
        700.0000          5.19236712E+02          5.19236712E+02
        710.0000          5.26155109E+02          5.26155109E+02
        720.0000          5.33071407E+02          5.33071407E+02
        730.0000          5.39985639E+02          5.39985639E+02
        740.0000          5.46897834E+02          5.46897834E+02
        750.0000          5.53808021E+02          5.53808021E+02
        760.0000          5.60716230E+02          5.60716230E+02
        770.0000          5.67622487E+02          5.67622487E+02
        780.0000          5.74526819E+02          5.74526819E+02
        790.0000          5.81429253E+02          5.81429253E+02
        800.0000          5.88329815E+02          5.88329815E+02
        810.0000          5.95228527E+02          5.95228527E+02
        820.0000          6.02125416E+02          6.02125416E+02
        830.0000          6.09020504E+02          6.09020504E+02
        840.0000          6.15913813E+02          6.15913813E+02
        850.0000          6.22805367E+02          6.22805367E+02
        860.0000          6.29695187E+02          6.29695187E+02
        870.0000          6.36583293E+02          6.36583293E+02
        880.0000          6.43469707E+02          6.43469707E+02
        890.0000          6.50354447E+02          6.50354447E+02
        900.0000          6.57237535E+02          6.57237535E+02
        910.0000          6.64118989E+02          6.64118989E+02
        920.0000          6.70998827E+02          6.70998827E+02
        930.0000          6.77877068E+02          6.77877068E+02
        940.0000          6.84753728E+02          6.84753728E+02
        950.0000          6.91628827E+02          6.91628827E+02
        960.0000          6.98502379E+02          6.98502379E+02
        970.0000          7.05374403E+02          7.05374403E+02
        980.0000          7.12244913E+02          7.12244913E+02
        990.0000          7.19113926E+02          7.19113926E+02
       1000.0000          7.25981456E+02          7.25981456E+02
       1100.0000          7.94578390E+02          7.94578390E+02
       1200.0000          8.63041722E+02          8.63041722E+02
       1300.0000          9.31382311E+02          9.31382311E+02
       1400.0000          9.99609106E+02          9.99609106E+02
       1500.0000          1.06772958E+03          1.06772958E+03
       1600.0000          1.13575007E+03          1.13575007E+03
       1700.0000          1.20367596E+03          1.20367596E+03
       1800.0000          1.27151194E+03          1.27151194E+03
       1900.0000          1.33926204E+03          1.33926204E+03
       2000.0000          1.40692983E+03          1.40692983E+03
       2100.0000          1.47451844E+03          1.47451844E+03
       2200.0000          1.54203067E+03          1.54203067E+03
       2300.0000          1.60946899E+03          1.60946899E+03
       2400.0000          1.67683564E+03          1.67683564E+03
       2500.0000          1.74413263E+03          1.74413263E+03
       2600.0000          1.81136178E+03          1.81136178E+03
       2700.0000          1.87852475E+03          1.87852475E+03
       2800.0000          1.94562305E+03          1.94562305E+03
       2900.0000          2.01265807E+03          2.01265807E+03
       3000.0000          2.07963107E+03          2.07963107E+03
       3100.0000          2.14654323E+03          2.14654323E+03
       3200.0000          2.21339562E+03          2.21339562E+03
       3300.0000          2.28018926E+03          2.28018926E+03
       3400.0000          2.34692507E+03          2.34692507E+03
       3500.0000          2.41360392E+03          2.41360392E+03
       3600.0000          2.48022661E+03          2.48022661E+03
       3700.0000          2.54679391E+03          2.54679391E+03
       3800.0000          2.61330652E+03          2.61330652E+03
       3900.0000          2.67976511E+03          2.67976511E+03
       4000.0000          2.74617030E+03          2.74617030E+03
       4100.0000          2.81252268E+03          2.81252268E+03
       4200.0000          2.87882281E+03          2.87882281E+03
       4300.0000          2.94507121E+03          2.94507121E+03
       4400.0000          3.01126837E+03          3.01126837E+03
       4500.0000          3.07741478E+03          3.07741478E+03
       4600.0000          3.14351087E+03          3.14351087E+03
       4700.0000          3.20955708E+03          3.20955708E+03
       4800.0000          3.27555379E+03          3.27555379E+03
       4900.0000          3.34150141E+03          3.34150141E+03
       5000.0000          3.40740030E+03          3.40740030E+03
       5100.0000          3.47325080E+03          3.47325080E+03
       5200.0000          3.53905326E+03          3.53905326E+03
       5300.0000          3.60480799E+03          3.60480799E+03
       5400.0000          3.67051530E+03          3.67051530E+03
       5500.0000          3.73617548E+03          3.73617548E+03
       5600.0000          3.80178883E+03          3.80178883E+03
       5700.0000          3.86735560E+03          3.86735560E+03
       5800.0000          3.93287607E+03          3.93287607E+03
       5900.0000          3.99835047E+03          3.99835047E+03
       6000.0000          4.06377906E+03          4.06377906E+03
       6100.0000          4.12916207E+03          4.12916207E+03
       6200.0000          4.19449973E+03          4.19449973E+03
       6300.0000          4.25979224E+03          4.25979224E+03
       6400.0000          4.32503982E+03          4.32503982E+03
       6500.0000          4.39024267E+03          4.39024267E+03
       6600.0000          4.45540100E+03          4.45540100E+03
       6700.0000          4.52051498E+03          4.52051498E+03
       6800.0000          4.58558480E+03          4.58558480E+03
       6900.0000          4.65061065E+03          4.65061065E+03
       7000.0000          4.71559269E+03          4.71559269E+03
       7100.0000          4.78053109E+03          4.78053109E+03
       7200.0000          4.84542602E+03          4.84542602E+03
       7300.0000          4.91027763E+03          4.91027763E+03
       7400.0000          4.97508608E+03          4.97508608E+03
       7500.0000          5.03985152E+03          5.03985152E+03
       7600.0000          5.10457409E+03          5.10457409E+03
       7700.0000          5.16925394E+03          5.16925394E+03
       7800.0000          5.23389121E+03          5.23389121E+03
       7900.0000          5.29848602E+03          5.29848602E+03
       8000.0000          5.36303851E+03          5.36303851E+03
       8100.0000          5.42754881E+03          5.42754881E+03
       8200.0000          5.49201705E+03          5.49201705E+03
       8300.0000          5.55644334E+03          5.55644334E+03
       8400.0000          5.62082781E+03          5.62082781E+03
       8500.0000          5.68517057E+03          5.68517057E+03
       8600.0000          5.74947174E+03          5.74947174E+03
       8700.0000          5.81373143E+03          5.81373143E+03
       8800.0000          5.87794975E+03          5.87794975E+03
       8900.0000          5.94212680E+03          5.94212680E+03
       9000.0000          6.00626270E+03          6.00626270E+03
       9100.0000          6.07035753E+03          6.07035753E+03
       9200.0000          6.13441141E+03          6.13441141E+03
       9300.0000          6.19842443E+03          6.19842443E+03
       9400.0000          6.26239670E+03          6.26239670E+03
       9500.0000          6.32632829E+03          6.32632829E+03
       9600.0000          6.39021932E+03          6.39021932E+03
       9700.0000          6.45406986E+03          6.45406986E+03
       9800.0000          6.51788001E+03          6.51788001E+03
       9900.0000          6.58164986E+03          6.58164986E+03
      10000.0000          6.64537949E+03          6.64537949E+03
      11000.0000          7.28048200E+03          7.28048200E+03
      12000.0000          7.91164870E+03          7.91164870E+03
      13000.0000          8.53894748E+03          8.53894748E+03
      14000.0000          9.16243841E+03          9.16243841E+03
      15000.0000          9.78217558E+03          9.78217558E+03
      16000.0000          1.03982084E+04          1.03982084E+04
      17000.0000          1.10105826E+04          1.10105826E+04
      18000.0000          1.16193408E+04          1.16193408E+04
      19000.0000          1.22245231E+04          1.22245231E+04
      20000.0000          1.28261678E+04          1.28261678E+04
      21000.0000          1.34243112E+04          1.34243112E+04
      22000.0000          1.40189881E+04          1.40189881E+04
      23000.0000          1.46102320E+04          1.46102320E+04
      24000.0000          1.51980753E+04          1.51980753E+04
      25000.0000          1.57825494E+04          1.57825494E+04
      26000.0000          1.63636848E+04          1.63636848E+04
      27000.0000          1.69415112E+04          1.69415112E+04
      28000.0000          1.75160574E+04          1.75160574E+04
      29000.0000          1.80873518E+04          1.80873518E+04
      30000.0000          1.86554221E+04          1.86554221E+04
      31000.0000          1.92202952E+04          1.92202952E+04
      32000.0000          1.97819978E+04          1.97819978E+04
      33000.0000          2.03405560E+04          2.03405560E+04
      34000.0000          2.08959954E+04          2.08959954E+04
      35000.0000          2.14483413E+04          2.14483413E+04
      36000.0000          2.19976183E+04          2.19976183E+04
      37000.0000          2.25438509E+04          2.25438509E+04
      38000.0000          2.30870632E+04          2.30870632E+04
      39000.0000          2.36272789E+04          2.36272789E+04
      40000.0000          2.41645214E+04          2.41645214E+04
      41000.0000          2.46988136E+04          2.46988136E+04
      42000.0000          2.52301784E+04          2.52301784E+04
      43000.0000          2.57586382E+04          2.57586382E+04
      44000.0000          2.62842152E+04          2.62842152E+04
      45000.0000          2.68069313E+04          2.68069313E+04
      46000.0000          2.73268081E+04          2.73268081E+04
      47000.0000          2.78438671E+04          2.78438671E+04
      48000.0000          2.83581292E+04          2.83581292E+04
      49000.0000          2.88696155E+04          2.88696155E+04
      50000.0000          2.93783466E+04          2.93783466E+04
