#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          4.46644394E+02          4.46644394E+02
          0.2000          1.00000000E+30          2.83557813E+02          2.83557813E+02
          0.3000          1.00000000E+30          2.07689348E+02          2.07689348E+02
          0.4000          1.00000000E+30          1.65468122E+02          1.65468122E+02
          0.5000          1.00000000E+30          1.38004615E+02          1.38004615E+02
          0.6000          1.00000000E+30          1.18784154E+02          1.18784154E+02
          0.7000          1.00000000E+30          1.04598270E+02          1.04598270E+02
          0.8000          1.00000000E+30          9.37017192E+01          9.37017192E+01
          0.9000          1.00000000E+30          8.50852460E+01          8.50852460E+01
          1.0000          1.00000000E+30          7.80814615E+01          7.80814615E+01
          2.0000          1.00000000E+30          4.52176731E+01          4.52176731E+01
          3.0000          1.00000000E+30          3.34687649E+01          3.34687649E+01
          4.0000          1.00000000E+30          2.72656719E+01          2.72656719E+01
          5.0000          1.00000000E+30          2.33552519E+01          2.33552519E+01
          6.0000          1.00000000E+30          2.06241101E+01          2.06241101E+01
          7.0000          1.00000000E+30          1.85848077E+01          1.85848077E+01
          8.0000          1.00000000E+30          1.69882580E+01          1.69882580E+01
          9.0000          1.00000000E+30          1.56934170E+01          1.56934170E+01
         10.0000          1.00000000E+30          1.46141269E+01          1.46141269E+01
         11.0000          1.00000000E+30          1.36947562E+01          1.36947562E+01
         12.0000          1.00000000E+30          1.28977240E+01          1.28977240E+01
         13.0000          1.00000000E+30          1.21967519E+01          1.21967519E+01
         14.0000          1.00000000E+30          1.15728991E+01          1.15728991E+01
         15.0000          1.00000000E+30          1.10122348E+01          1.10122348E+01
         16.0000          1.00000000E+30          1.05043309E+01          1.05043309E+01
         17.0000          1.00000000E+30          1.00412525E+01          1.00412525E+01
         18.0000          1.00000000E+30          9.61691395E+00          9.61691395E+00
         19.0000          1.00000000E+30          9.22660367E+00          9.22660367E+00
         20.0000          1.00000000E+30          8.86665235E+00          8.86665235E+00
         21.0000          1.00000000E+30          8.53418699E+00          8.53418699E+00
         22.0000          1.00000000E+30          8.22694506E+00          8.22694506E+00
         23.0000          1.00000000E+30          7.94312163E+00          7.94312163E+00
         24.0000          1.00000000E+30          7.68124879E+00          7.68124879E+00
         25.0000          1.00000000E+30          7.44009885E+00          7.44009885E+00
         26.0000          1.00000000E+30          7.21860268E+00          7.21860268E+00
         27.0000          1.00000000E+30          7.01578576E+00          7.01578576E+00
         28.0000          1.00000000E+30          6.83072012E+00          6.83072012E+00
         29.0000          1.00000000E+30          6.66249086E+00          6.66249086E+00
         30.0000          1.00000000E+30          6.51017747E+00          6.51017747E+00
         31.0000          1.00000000E+30          6.37284613E+00          6.37284613E+00
         32.0000          1.00000000E+30          6.24955195E+00          6.24955195E+00
         33.0000          1.00000000E+30          6.13934637E+00          6.13934637E+00
         34.0000          1.00000000E+30          6.04128871E+00          6.04128871E+00
         35.0000          1.00000000E+30          5.95445812E+00          5.95445812E+00
         36.0000          1.00000000E+30          5.87796488E+00          5.87796488E+00
