#Energy      C  Total
          0.1000          9.90977697E+01          9.90977697E+01
          0.2000          5.47443514E+01          5.47443514E+01
          0.3000          3.92970970E+01          3.92970970E+01
          0.4000          3.13209097E+01          3.13209097E+01
          0.5000          2.64086646E+01          2.64086646E+01
          0.6000          2.30605592E+01          2.30605592E+01
          0.7000          2.06225753E+01          2.06225753E+01
          0.8000          1.87626957E+01          1.87626957E+01
          0.9000          1.72939296E+01          1.72939296E+01
          1.0000          1.61026730E+01          1.61026730E+01
          2.0000          1.04982982E+01          1.04982982E+01
          3.0000          8.51254077E+00          8.51254077E+00
          4.0000          7.50396537E+00          7.50396537E+00
          5.0000          6.90792411E+00          6.90792411E+00
          6.0000          6.52707501E+00          6.52707501E+00
          7.0000          6.27357088E+00          6.27357088E+00
          8.0000          6.10205916E+00          6.10205916E+00
          9.0000          5.98663417E+00          5.98663417E+00
         10.0000          5.91136597E+00          5.91136597E+00
         11.0000          5.86589178E+00          5.86589178E+00
         12.0000          5.84316421E+00          5.84316421E+00
         13.0000          5.83821499E+00          5.83821499E+00
         14.0000          5.84743584E+00          5.84743584E+00
         15.0000          5.86813981E+00          5.86813981E+00
         16.0000          5.89828292E+00          5.89828292E+00
         17.0000          5.93628146E+00          5.93628146E+00
         18.0000          5.98088844E+00          5.98088844E+00
         19.0000          6.03110812E+00          6.03110812E+00
         20.0000          6.08613533E+00          6.08613533E+00
         21.0000          6.14531175E+00          6.14531175E+00
         22.0000          6.20809368E+00          6.20809368E+00
         23.0000          6.27402800E+00          6.27402800E+00
         24.0000          6.34273399E+00          6.34273399E+00
         25.0000          6.41388936E+00          6.41388936E+00
         26.0000          6.48721941E+00          6.48721941E+00
         27.0000          6.56248851E+00          6.56248851E+00
         28.0000          6.63949342E+00          6.63949342E+00
         29.0000          6.71805783E+00          6.71805783E+00
         30.0000          6.79802809E+00          6.79802809E+00
         31.0000          6.87926965E+00          6.87926965E+00
         32.0000          6.96166419E+00          6.96166419E+00
         33.0000          7.04510724E+00          7.04510724E+00
         34.0000          7.12950620E+00          7.12950620E+00
         35.0000          7.21477873E+00          7.21477873E+00
         36.0000          7.30085135E+00          7.30085135E+00
         37.0000          7.38765828E+00          7.38765828E+00
         38.0000          7.47514048E+00          7.47514048E+00
         39.0000          7.56324480E+00          7.56324480E+00
         40.0000          7.65192324E+00          7.65192324E+00
         41.0000          7.74113240E+00          7.74113240E+00
         42.0000          7.83083291E+00          7.83083291E+00
         43.0000          7.92098896E+00          7.92098896E+00
         44.0000          8.01156796E+00          8.01156796E+00
         45.0000          8.10254014E+00          8.10254014E+00
         46.0000          8.19387829E+00          8.19387829E+00
         47.0000          8.28555746E+00          8.28555746E+00
         48.0000          8.37755477E+00          8.37755477E+00
         49.0000          8.46984916E+00          8.46984916E+00
         50.0000          8.56242127E+00          8.56242127E+00
         51.0000          8.65525321E+00          8.65525321E+00
         52.0000          8.74832848E+00          8.74832848E+00
         53.0000          8.84163181E+00          8.84163181E+00
         54.0000          8.93514905E+00          8.93514905E+00
         55.0000          9.02886708E+00          9.02886708E+00
         56.0000          9.12277374E+00          9.12277374E+00
         57.0000          9.21685768E+00          9.21685768E+00
         58.0000          9.31110838E+00          9.31110838E+00
         59.0000          9.40551601E+00          9.40551601E+00
         60.0000          9.50007140E+00          9.50007140E+00
         61.0000          9.59476602E+00          9.59476602E+00
         62.0000          9.68959186E+00          9.68959186E+00
         63.0000          9.78454143E+00          9.78454143E+00
         64.0000          9.87960774E+00          9.87960774E+00
         65.0000          9.97478421E+00          9.97478421E+00
         66.0000          1.00700647E+01          1.00700647E+01
         67.0000          1.01654434E+01          1.01654434E+01
         68.0000          1.02609149E+01          1.02609149E+01
         69.0000          1.03564741E+01          1.03564741E+01
         70.0000          1.04521161E+01          1.04521161E+01
         71.0000          1.05478365E+01          1.05478365E+01
         72.0000          1.06436309E+01          1.06436309E+01
         73.0000          1.07394954E+01          1.07394954E+01
         74.0000          1.08354262E+01          1.08354262E+01
         75.0000          1.09314195E+01          1.09314195E+01
         76.0000          1.10274722E+01          1.10274722E+01
         77.0000          1.11235809E+01          1.11235809E+01
         78.0000          1.12197426E+01          1.12197426E+01
         79.0000          1.13159545E+01          1.13159545E+01
         80.0000          1.14122138E+01          1.14122138E+01
         81.0000          1.15085180E+01          1.15085180E+01
         82.0000          1.16048646E+01          1.16048646E+01
         83.0000          1.17012513E+01          1.17012513E+01
         84.0000          1.17976759E+01          1.17976759E+01
         85.0000          1.18941363E+01          1.18941363E+01
         86.0000          1.19906306E+01          1.19906306E+01
         87.0000          1.20871568E+01          1.20871568E+01
         88.0000          1.21837131E+01          1.21837131E+01
         89.0000          1.22802979E+01          1.22802979E+01
         90.0000          1.23769095E+01          1.23769095E+01
         91.0000          1.24735464E+01          1.24735464E+01
         92.0000          1.25702070E+01          1.25702070E+01
         93.0000          1.26668902E+01          1.26668902E+01
         94.0000          1.27635943E+01          1.27635943E+01
         95.0000          1.28603183E+01          1.28603183E+01
         96.0000          1.29570609E+01          1.29570609E+01
         97.0000          1.30538209E+01          1.30538209E+01
         98.0000          1.31505972E+01          1.31505972E+01
         99.0000          1.32473889E+01          1.32473889E+01
        100.0000          1.33441947E+01          1.33441947E+01
        110.0000          1.43128464E+01          1.43128464E+01
        120.0000          1.52820937E+01          1.52820937E+01
        130.0000          1.62514388E+01          1.62514388E+01
        140.0000          1.72205553E+01          1.72205553E+01
        150.0000          1.81892273E+01          1.81892273E+01
        160.0000          1.91573124E+01          1.91573124E+01
        170.0000          2.01247175E+01          2.01247175E+01
        180.0000          2.10913835E+01          2.10913835E+01
        190.0000          2.20572747E+01          2.20572747E+01
        200.0000          2.30223723E+01          2.30223723E+01
        210.0000          2.39866687E+01          2.39866687E+01
        220.0000          2.49501647E+01          2.49501647E+01
        230.0000          2.59128668E+01          2.59128668E+01
        240.0000          2.68747856E+01          2.68747856E+01
        250.0000          2.78359344E+01          2.78359344E+01
        260.0000          2.87963282E+01          2.87963282E+01
        270.0000          2.97559835E+01          2.97559835E+01
        280.0000          3.07149172E+01          3.07149172E+01
        287.9990          3.14814605E+01          3.14814605E+01
        288.0010          3.14816521E+01          3.14816521E+01
        290.0000          3.16731467E+01          3.16731467E+01
        300.0000          3.26306894E+01          3.26306894E+01
        310.0000          3.35875627E+01          3.35875627E+01
        320.0000          3.45437836E+01          3.45437836E+01
        330.0000          3.54993688E+01          3.54993688E+01
        340.0000          3.64543346E+01          3.64543346E+01
        350.0000          3.74086970E+01          3.74086970E+01
        360.0000          3.83624712E+01          3.83624712E+01
        370.0000          3.93156721E+01          3.93156721E+01
        380.0000          4.02683141E+01          4.02683141E+01
        390.0000          4.12204111E+01          4.12204111E+01
        400.0000          4.21719764E+01          4.21719764E+01
        410.0000          4.31230228E+01          4.31230228E+01
        420.0000          4.40735628E+01          4.40735628E+01
        430.0000          4.50236084E+01          4.50236084E+01
        440.0000          4.59731709E+01          4.59731709E+01
        450.0000          4.69222614E+01          4.69222614E+01
        460.0000          4.78708907E+01          4.78708907E+01
        470.0000          4.88190689E+01          4.88190689E+01
        480.0000          4.97668059E+01          4.97668059E+01
        490.0000          5.07141112E+01          5.07141112E+01
        500.0000          5.16609939E+01          5.16609939E+01
        510.0000          5.26074629E+01          5.26074629E+01
        520.0000          5.35535266E+01          5.35535266E+01
        530.0000          5.44991932E+01          5.44991932E+01
        540.0000          5.54444707E+01          5.54444707E+01
        550.0000          5.63893666E+01          5.63893666E+01
        560.0000          5.73338883E+01          5.73338883E+01
        570.0000          5.82780428E+01          5.82780428E+01
        580.0000          5.92218371E+01          5.92218371E+01
        590.0000          6.01652777E+01          6.01652777E+01
        600.0000          6.11083710E+01          6.11083710E+01
        610.0000          6.20511231E+01          6.20511231E+01
        620.0000          6.29935402E+01          6.29935402E+01
        630.0000          6.39356279E+01          6.39356279E+01
        640.0000          6.48773918E+01          6.48773918E+01
        650.0000          6.58188373E+01          6.58188373E+01
        660.0000          6.67599697E+01          6.67599697E+01
        670.0000          6.77007940E+01          6.77007940E+01
        680.0000          6.86413152E+01          6.86413152E+01
        690.0000          6.95815380E+01          6.95815380E+01
        700.0000          7.05214671E+01          7.05214671E+01
        710.0000          7.14611069E+01          7.14611069E+01
        720.0000          7.24004617E+01          7.24004617E+01
        730.0000          7.33395358E+01          7.33395358E+01
        740.0000          7.42783333E+01          7.42783333E+01
        750.0000          7.52168582E+01          7.52168582E+01
        760.0000          7.61551142E+01          7.61551142E+01
        770.0000          7.70931053E+01          7.70931053E+01
        780.0000          7.80308349E+01          7.80308349E+01
        790.0000          7.89683067E+01          7.89683067E+01
        800.0000          7.99055241E+01          7.99055241E+01
        810.0000          8.08424905E+01          8.08424905E+01
        820.0000          8.17792092E+01          8.17792092E+01
        830.0000          8.27156832E+01          8.27156832E+01
        840.0000          8.36519158E+01          8.36519158E+01
        850.0000          8.45879098E+01          8.45879098E+01
        860.0000          8.55236683E+01          8.55236683E+01
        870.0000          8.64591942E+01          8.64591942E+01
        880.0000          8.73944901E+01          8.73944901E+01
        890.0000          8.83295589E+01          8.83295589E+01
        900.0000          8.92644031E+01          8.92644031E+01
        910.0000          9.01990254E+01          9.01990254E+01
        920.0000          9.11334283E+01          9.11334283E+01
        930.0000          9.20676142E+01          9.20676142E+01
        940.0000          9.30015855E+01          9.30015855E+01
        950.0000          9.39353447E+01          9.39353447E+01
        960.0000          9.48688939E+01          9.48688939E+01
        970.0000          9.58022354E+01          9.58022354E+01
        980.0000          9.67353713E+01          9.67353713E+01
        990.0000          9.76683039E+01          9.76683039E+01
       1000.0000          9.86010353E+01          9.86010353E+01
       1100.0000          1.07917704E+02          1.07917704E+02
       1200.0000          1.17216227E+02          1.17216227E+02
       1300.0000          1.26498080E+02          1.26498080E+02
       1400.0000          1.35764477E+02          1.35764477E+02
       1500.0000          1.45016434E+02          1.45016434E+02
       1600.0000          1.54254811E+02          1.54254811E+02
       1700.0000          1.63480341E+02          1.63480341E+02
       1800.0000          1.72693658E+02          1.72693658E+02
       1900.0000          1.81895312E+02          1.81895312E+02
       2000.0000          1.91085786E+02          1.91085786E+02
       2100.0000          2.00265508E+02          2.00265508E+02
       2200.0000          2.09434854E+02          2.09434854E+02
       2300.0000          2.18594162E+02          2.18594162E+02
       2400.0000          2.27743737E+02          2.27743737E+02
       2500.0000          2.36883850E+02          2.36883850E+02
       2600.0000          2.46014750E+02          2.46014750E+02
       2700.0000          2.55136661E+02          2.55136661E+02
       2800.0000          2.64249790E+02          2.64249790E+02
       2900.0000          2.73354322E+02          2.73354322E+02
       3000.0000          2.82450432E+02          2.82450432E+02
       3100.0000          2.91538279E+02          2.91538279E+02
       3200.0000          3.00618009E+02          3.00618009E+02
       3300.0000          3.09689758E+02          3.09689758E+02
       3400.0000          3.18753653E+02          3.18753653E+02
       3500.0000          3.27809812E+02          3.27809812E+02
       3600.0000          3.36858345E+02          3.36858345E+02
       3700.0000          3.45899353E+02          3.45899353E+02
       3800.0000          3.54932934E+02          3.54932934E+02
       3900.0000          3.63959178E+02          3.63959178E+02
       4000.0000          3.72978169E+02          3.72978169E+02
       4100.0000          3.81989988E+02          3.81989988E+02
       4200.0000          3.90994710E+02          3.90994710E+02
       4300.0000          3.99992407E+02          3.99992407E+02
       4400.0000          4.08983145E+02          4.08983145E+02
       4500.0000          4.17966989E+02          4.17966989E+02
       4600.0000          4.26943999E+02          4.26943999E+02
       4700.0000          4.35914234E+02          4.35914234E+02
       4800.0000          4.44877748E+02          4.44877748E+02
       4900.0000          4.53834593E+02          4.53834593E+02
       5000.0000          4.62784819E+02          4.62784819E+02
       5100.0000          4.71728474E+02          4.71728474E+02
       5200.0000          4.80665604E+02          4.80665604E+02
       5300.0000          4.89596251E+02          4.89596251E+02
       5400.0000          4.98520458E+02          4.98520458E+02
       5500.0000          5.07438265E+02          5.07438265E+02
       5600.0000          5.16349710E+02          5.16349710E+02
       5700.0000          5.25254829E+02          5.25254829E+02
       5800.0000          5.34153659E+02          5.34153659E+02
       5900.0000          5.43046234E+02          5.43046234E+02
       6000.0000          5.51932586E+02          5.51932586E+02
       6100.0000          5.60812748E+02          5.60812748E+02
       6200.0000          5.69686748E+02          5.69686748E+02
       6300.0000          5.78554619E+02          5.78554619E+02
       6400.0000          5.87416386E+02          5.87416386E+02
       6500.0000          5.96272079E+02          5.96272079E+02
       6600.0000          6.05121724E+02          6.05121724E+02
       6700.0000          6.13965347E+02          6.13965347E+02
       6800.0000          6.22802972E+02          6.22802972E+02
       6900.0000          6.31634624E+02          6.31634624E+02
       7000.0000          6.40460327E+02          6.40460327E+02
       7100.0000          6.49280103E+02          6.49280103E+02
       7200.0000          6.58093974E+02          6.58093974E+02
       7300.0000          6.66901962E+02          6.66901962E+02
       7400.0000          6.75704089E+02          6.75704089E+02
       7500.0000          6.84500373E+02          6.84500373E+02
       7600.0000          6.93290835E+02          6.93290835E+02
       7700.0000          7.02075495E+02          7.02075495E+02
       7800.0000          7.10854371E+02          7.10854371E+02
       7900.0000          7.19627481E+02          7.19627481E+02
       8000.0000          7.28394843E+02          7.28394843E+02
       8100.0000          7.37156476E+02          7.37156476E+02
       8200.0000          7.45912395E+02          7.45912395E+02
       8300.0000          7.54662617E+02          7.54662617E+02
       8400.0000          7.63407159E+02          7.63407159E+02
       8500.0000          7.72146037E+02          7.72146037E+02
       8600.0000          7.80879265E+02          7.80879265E+02
       8700.0000          7.89606860E+02          7.89606860E+02
       8800.0000          7.98328835E+02          7.98328835E+02
       8900.0000          8.07045206E+02          8.07045206E+02
       9000.0000          8.15755987E+02          8.15755987E+02
       9100.0000          8.24461192E+02          8.24461192E+02
       9200.0000          8.33160834E+02          8.33160834E+02
       9300.0000          8.41854927E+02          8.41854927E+02
       9400.0000          8.50543484E+02          8.50543484E+02
       9500.0000          8.59226518E+02          8.59226518E+02
       9600.0000          8.67904042E+02          8.67904042E+02
       9700.0000          8.76576067E+02          8.76576067E+02
       9800.0000          8.85242606E+02          8.85242606E+02
       9900.0000          8.93903672E+02          8.93903672E+02
      10000.0000          9.02559275E+02          9.02559275E+02
      11000.0000          9.88817354E+02          9.88817354E+02
      12000.0000          1.07454088E+03          1.07454088E+03
      13000.0000          1.15973907E+03          1.15973907E+03
      14000.0000          1.24442010E+03          1.24442010E+03
      15000.0000          1.32859129E+03          1.32859129E+03
      16000.0000          1.41225937E+03          1.41225937E+03
      17000.0000          1.49543054E+03          1.49543054E+03
      18000.0000          1.57811059E+03          1.57811059E+03
      19000.0000          1.66030499E+03          1.66030499E+03
      20000.0000          1.74201891E+03          1.74201891E+03
      21000.0000          1.82325729E+03          1.82325729E+03
      22000.0000          1.90402485E+03          1.90402485E+03
      23000.0000          1.98432616E+03          1.98432616E+03
      24000.0000          2.06416561E+03          2.06416561E+03
      25000.0000          2.14354746E+03          2.14354746E+03
      26000.0000          2.22247586E+03          2.22247586E+03
      27000.0000          2.30095483E+03          2.30095483E+03
      28000.0000          2.37898831E+03          2.37898831E+03
      29000.0000          2.45658012E+03          2.45658012E+03
      30000.0000          2.53373404E+03          2.53373404E+03
      31000.0000          2.61045374E+03          2.61045374E+03
      32000.0000          2.68674282E+03          2.68674282E+03
      33000.0000          2.76260484E+03          2.76260484E+03
      34000.0000          2.83804327E+03          2.83804327E+03
      35000.0000          2.91306153E+03          2.91306153E+03
      36000.0000          2.98766300E+03          2.98766300E+03
      37000.0000          3.06185099E+03          3.06185099E+03
      38000.0000          3.13562876E+03          3.13562876E+03
      39000.0000          3.20899954E+03          3.20899954E+03
      40000.0000          3.28196650E+03          3.28196650E+03
      41000.0000          3.35453278E+03          3.35453278E+03
      42000.0000          3.42670145E+03          3.42670145E+03
      43000.0000          3.49847558E+03          3.49847558E+03
      44000.0000          3.56985817E+03          3.56985817E+03
      45000.0000          3.64085220E+03          3.64085220E+03
      46000.0000          3.71146060E+03          3.71146060E+03
      47000.0000          3.78168629E+03          3.78168629E+03
      48000.0000          3.85153213E+03          3.85153213E+03
      49000.0000          3.92100095E+03          3.92100095E+03
      50000.0000          3.99009557E+03          3.99009557E+03
