#Energy      Li-K-shell   F-K-shell   Valence  Total
         55.0000          1.00000000E+30          1.00000000E+30          2.39046633E+02          2.39046633E+02
         56.0000          1.00000000E+30          1.00000000E+30          2.44024255E+02          2.44024255E+02
         57.0000          1.00000000E+30          1.00000000E+30          2.49063771E+02          2.49063771E+02
         57.9990          1.00000000E+30          1.00000000E+30          2.53784099E+02          2.53784099E+02
         58.0000          1.00000000E+30          1.00000000E+30          2.53789164E+02          2.53789164E+02
         58.0010          5.36496989E+02          1.00000000E+30          2.53794230E+02          1.72290716E+02
         59.0000          5.31177883E+02          1.00000000E+30          2.58961599E+02          1.74089103E+02
         60.0000          5.25958045E+02          1.00000000E+30          2.64545728E+02          1.76014282E+02
         61.0000          5.20894426E+02          1.00000000E+30          2.69983170E+02          1.77818577E+02
         62.0000          5.18998270E+02          1.00000000E+30          2.75441381E+02          1.79942681E+02
         63.0000          5.16407495E+02          1.00000000E+30          2.81366324E+02          1.82131420E+02
         64.0000          5.19367748E+02          1.00000000E+30          2.87771916E+02          1.85171735E+02
         65.0000          5.19298778E+02          1.00000000E+30          2.93604530E+02          1.87560405E+02
         66.0000          5.25794071E+02          1.00000000E+30          2.99666310E+02          1.90878657E+02
         67.0000          5.28395070E+02          1.00000000E+30          3.06239664E+02          1.93875862E+02
         68.0000          5.36884215E+02          1.00000000E+30          3.13444202E+02          1.97903823E+02
         69.0000          5.41833813E+02          1.00000000E+30          3.19821608E+02          2.01113064E+02
         70.0000          5.51677614E+02          1.00000000E+30          3.26525872E+02          2.05119903E+02
         71.0000          5.58739416E+02          1.00000000E+30          3.33748514E+02          2.08942265E+02
         72.0000          5.69982478E+02          1.00000000E+30          3.41657034E+02          2.13613517E+02
         73.0000          5.78995058E+02          1.00000000E+30          3.48664288E+02          2.17617491E+02
         74.0000          5.88297231E+02          1.00000000E+30          3.56038699E+02          2.21803041E+02
         75.0000          6.01671184E+02          1.00000000E+30          3.63907648E+02          2.26758021E+02
         76.0000          6.12882453E+02          1.00000000E+30          3.72449966E+02          2.31666029E+02
         77.0000          6.24519466E+02          1.00000000E+30          3.80141268E+02          2.36304270E+02
         78.0000          6.39242799E+02          1.00000000E+30          3.88213961E+02          2.41531312E+02
         79.0000          6.52624976E+02          1.00000000E+30          3.96667637E+02          2.46714028E+02
         80.0000          6.66579430E+02          1.00000000E+30          4.05674269E+02          2.52192297E+02
         81.0000          6.81927008E+02          1.00000000E+30          4.15184860E+02          2.58064631E+02
         82.0000          6.97384943E+02          1.00000000E+30          4.23484664E+02          2.63484554E+02
         83.0000          7.13920542E+02          1.00000000E+30          4.33198092E+02          2.69605085E+02
         84.0000          7.31023862E+02          1.00000000E+30          4.42310528E+02          2.75573232E+02
         85.0000          7.45762770E+02          1.00000000E+30          4.51583889E+02          2.81267292E+02
         86.0000          7.63240001E+02          1.00000000E+30          4.62373199E+02          2.87938904E+02
         87.0000          7.82142806E+02          1.00000000E+30          4.72770169E+02          2.94660900E+02
         88.0000          8.01604349E+02          1.00000000E+30          4.81320173E+02          3.00741265E+02
         89.0000          8.18048225E+02          1.00000000E+30          4.92315547E+02          3.07348133E+02
         90.0000          8.37915792E+02          1.00000000E+30          5.02345746E+02          3.14060668E+02
         91.0000          8.58026762E+02          1.00000000E+30          5.12471867E+02          3.20842770E+02
         92.0000          8.79639092E+02          1.00000000E+30          5.24067057E+02          3.28409098E+02
         93.0000          9.02368317E+02          1.00000000E+30          5.36176576E+02          3.36332051E+02
         94.0000          9.19359142E+02          1.00000000E+30          5.44861701E+02          3.42109313E+02
         95.0000          9.42033318E+02          1.00000000E+30          5.56834002E+02          3.49968390E+02
         96.0000          9.65854203E+02          1.00000000E+30          5.67577883E+02          3.57497074E+02
         97.0000          9.87613555E+02          1.00000000E+30          5.80142940E+02          3.65463025E+02
         98.0000          1.01288580E+03          1.00000000E+30          5.92797493E+02          3.73944329E+02
         99.0000          1.03237321E+03          1.00000000E+30          6.03688723E+02          3.80934275E+02
        100.0000          1.05743996E+03          1.00000000E+30          6.17031487E+02          3.89659526E+02
        110.0000          1.32937066E+03          1.00000000E+30          7.47007088E+02          4.78260425E+02
        120.0000          1.64962307E+03          1.00000000E+30          8.97329728E+02          5.81186986E+02
        130.0000          2.01354270E+03          1.00000000E+30          1.06477230E+03          6.96473391E+02
        140.0000          2.43652536E+03          1.00000000E+30          1.25538430E+03          8.28507727E+02
        150.0000          2.91395520E+03          1.00000000E+30          1.46025564E+03          9.72774217E+02
        160.0000          3.45458283E+03          1.00000000E+30          1.69031277E+03          1.13497453E+03
        170.0000          4.04631958E+03          1.00000000E+30          1.93756307E+03          1.31018602E+03
        180.0000          4.70925833E+03          1.00000000E+30          2.20985819E+03          1.50406386E+03
        190.0000          5.42969606E+03          1.00000000E+30          2.50089555E+03          1.71224335E+03
        200.0000          6.23435728E+03          1.00000000E+30          2.82061706E+03          1.94199717E+03
        210.0000          7.11574141E+03          1.00000000E+30          3.15891094E+03          2.18771328E+03
        220.0000          8.02599225E+03          1.00000000E+30          3.52508607E+03          2.44932228E+03
        230.0000          9.07114549E+03          1.00000000E+30          3.92343152E+03          2.73883622E+03
        240.0000          1.01736093E+04          1.00000000E+30          4.34322026E+03          3.04379313E+03
        250.0000          1.13764894E+04          1.00000000E+30          4.79579345E+03          3.37362968E+03
        260.0000          1.26290158E+04          1.00000000E+30          5.27954572E+03          3.72310563E+03
        270.0000          1.40520461E+04          1.00000000E+30          5.77410210E+03          4.09247163E+03
        280.0000          1.55262889E+04          1.00000000E+30          6.31465572E+03          4.48896194E+03
        290.0000          1.70753360E+04          1.00000000E+30          6.87017468E+03          4.89906198E+03
        300.0000          1.87871703E+04          1.00000000E+30          7.47017703E+03          5.34492256E+03
        310.0000          2.06442075E+04          1.00000000E+30          8.10228207E+03          5.81863020E+03
        320.0000          2.25343804E+04          1.00000000E+30          8.76931825E+03          6.31270942E+03
        330.0000          2.46420959E+04          1.00000000E+30          9.45098920E+03          6.83106799E+03
        340.0000          2.67261351E+04          1.00000000E+30          1.01709787E+04          7.36726869E+03
        350.0000          2.90859757E+04          1.00000000E+30          1.09344926E+04          7.94694316E+03
        360.0000          3.14816388E+04          1.00000000E+30          1.17366709E+04          8.54937728E+03
        370.0000          3.41609199E+04          1.00000000E+30          1.25790543E+04          9.19367361E+03
        380.0000          3.67393919E+04          1.00000000E+30          1.34534744E+04          9.84746451E+03
        390.0000          3.95782277E+04          1.00000000E+30          1.43542566E+04          1.05338377E+04
        400.0000          4.25358651E+04          1.00000000E+30          1.52849823E+04          1.12443863E+04
        410.0000          4.56554379E+04          1.00000000E+30          1.62431210E+04          1.19806796E+04
        420.0000          4.92291091E+04          1.00000000E+30          1.72591210E+04          1.27789708E+04
        430.0000          5.27262202E+04          1.00000000E+30          1.83024359E+04          1.35863230E+04
        440.0000          5.60087051E+04          1.00000000E+30          1.93914653E+04          1.44043555E+04
        450.0000          5.98096110E+04          1.00000000E+30          2.05151868E+04          1.52755485E+04
        460.0000          6.38112635E+04          1.00000000E+30          2.17654958E+04          1.62296843E+04
        470.0000          6.80452523E+04          1.00000000E+30          2.29303264E+04          1.71507548E+04
        480.0000          7.23346779E+04          1.00000000E+30          2.41689186E+04          1.81159149E+04
        490.0000          7.65189881E+04          1.00000000E+30          2.54914364E+04          1.91213685E+04
        500.0000          8.11464149E+04          1.00000000E+30          2.67959665E+04          2.01440489E+04
        510.0000          8.59263821E+04          1.00000000E+30          2.81834400E+04          2.12225468E+04
        520.0000          9.09155920E+04          1.00000000E+30          2.97076828E+04          2.23911312E+04
        530.0000          9.61067365E+04          1.00000000E+30          3.10795949E+04          2.34849013E+04
        540.0000          1.01519860E+05          1.00000000E+30          3.27007098E+04          2.47337013E+04
        550.0000          1.07157473E+05          1.00000000E+30          3.41743739E+04          2.59109297E+04
        560.0000          1.13037748E+05          1.00000000E+30          3.57576498E+04          2.71645781E+04
        570.0000          1.18958278E+05          1.00000000E+30          3.75070937E+04          2.85160814E+04
        580.0000          1.25143945E+05          1.00000000E+30          3.91750763E+04          2.98353992E+04
        590.0000          1.31620802E+05          1.00000000E+30          4.10868594E+04          3.13123653E+04
        600.0000          1.38213253E+05          1.00000000E+30          4.27874700E+04          3.26727723E+04
        610.0000          1.44987807E+05          1.00000000E+30          4.45541419E+04          3.40811486E+04
        620.0000          1.52623434E+05          1.00000000E+30          4.65263935E+04          3.56566613E+04
        630.0000          1.59970161E+05          1.00000000E+30          4.85268819E+04          3.72324375E+04
        640.0000          1.67507513E+05          1.00000000E+30          5.06135289E+04          3.88689980E+04
        650.0000          1.75372207E+05          1.00000000E+30          5.26244697E+04          4.04780873E+04
        660.0000          1.83553589E+05          1.00000000E+30          5.49346983E+04          4.22807390E+04
        670.0000          1.91670989E+05          1.00000000E+30          5.69625071E+04          4.39122654E+04
        680.0000          2.00173280E+05          1.00000000E+30          5.93232603E+04          4.57614255E+04
        690.0000          2.09058583E+05          1.00000000E+30          6.13995357E+04          4.74605828E+04
        693.9990          2.12859270E+05          1.00000000E+30          6.24066950E+04          4.82582129E+04
        694.0010          2.12861206E+05          4.62457953E+03          6.24072070E+04          4.22016496E+03
        700.0000          2.18829235E+05          4.59079864E+03          6.38960067E+04          4.20084709E+03
        710.0000          2.28002524E+05          4.61564012E+03          6.62557809E+04          4.23489054E+03
        720.0000          2.37343717E+05          4.68972317E+03          6.89024468E+04          4.31111091E+03
        730.0000          2.48229143E+05          4.77367517E+03          7.12631719E+04          4.39476921E+03
        740.0000          2.58212590E+05          4.85193291E+03          7.38069484E+04          4.47377122E+03
        750.0000          2.68476380E+05          4.99312487E+03          7.65796340E+04          4.60705488E+03
        760.0000          2.79238231E+05          5.12060338E+03          7.92043730E+04          4.72821684E+03
        770.0000          2.90398760E+05          5.28669215E+03          8.21682044E+04          4.88357809E+03
        780.0000          3.02639802E+05          5.44681292E+03          8.47738538E+04          5.03286589E+03
        790.0000          3.13759241E+05          5.64439046E+03          8.78310809E+04          5.21540408E+03
        800.0000          3.26953807E+05          5.83272632E+03          9.07624464E+04          5.39017537E+03
        810.0000          3.38638690E+05          6.03625456E+03          9.38003695E+04          5.57788000E+03
        820.0000          3.51191321E+05          6.21907426E+03          9.70367812E+04          5.74882937E+03
        830.0000          3.65314553E+05          6.43306938E+03          1.00100932E+05          5.94621967E+03
        840.0000          3.77956801E+05          6.66231623E+03          1.03492004E+05          6.15739524E+03
        850.0000          3.93190272E+05          6.84068462E+03          1.06581423E+05          6.32471086E+03
        860.0000          4.05945661E+05          7.07654965E+03          1.09958465E+05          6.54152591E+03
        870.0000          4.22066789E+05          7.22833245E+03          1.13463547E+05          6.68774683E+03
        880.0000          4.35517535E+05          7.45500347E+03          1.17186914E+05          6.89809335E+03
        890.0000          4.52637150E+05          7.64157327E+03          1.20513937E+05          7.07362780E+03
        900.0000          4.66452767E+05          7.87539162E+03          1.24430320E+05          7.29084682E+03
        910.0000          4.81605940E+05          8.05207095E+03          1.27842034E+05          7.45766697E+03
        920.0000          4.99144559E+05          8.25676186E+03          1.31559979E+05          7.65009224E+03
        930.0000          5.15060308E+05          8.48616702E+03          1.35665688E+05          7.86463939E+03
        940.0000          5.31755180E+05          8.72868403E+03          1.39852888E+05          8.09089360E+03
        950.0000          5.50443953E+05          8.92489241E+03          1.43495085E+05          8.27596956E+03
        960.0000          5.70494227E+05          9.17406112E+03          1.47886996E+05          8.50935170E+03
        970.0000          5.86333944E+05          9.37269393E+03          1.51735280E+05          8.69649544E+03
        980.0000          6.03659627E+05          9.62412138E+03          1.56087453E+05          8.93105805E+03
        990.0000          6.23976051E+05          9.86955528E+03          1.60254230E+05          9.16049568E+03
       1000.0000          6.42573724E+05          1.01400025E+04          1.64869506E+05          9.41256649E+03
       1100.0000          8.63549014E+05          1.29073902E+04          2.12885959E+05          1.20004285E+04
       1200.0000          1.12745172E+06          1.60793980E+04          2.69982526E+05          1.49740315E+04
       1300.0000          1.44932599E+06          1.97864747E+04          3.35233811E+05          1.84459159E+04
       1400.0000          1.82414613E+06          2.41093707E+04          4.09440668E+05          2.24879770E+04
       1500.0000          2.26635105E+06          2.89202765E+04          4.95769276E+05          2.70006676E+04
       1600.0000          2.76768099E+06          3.43844008E+04          5.92214260E+05          3.21204162E+04
       1700.0000          3.35171146E+06          4.04818139E+04          6.99682794E+05          3.78357576E+04
       1800.0000          4.02919914E+06          4.73552365E+04          8.20207486E+05          4.42783891E+04
       1900.0000          4.77395918E+06          5.48958935E+04          9.56360462E+05          5.13573770E+04
       2000.0000          5.61695506E+06          6.32067040E+04          1.10170904E+06          5.91477298E+04
       2100.0000          6.55688031E+06          7.25234714E+04          1.26736366E+06          6.78877845E+04
       2200.0000          7.62860384E+06          8.23747054E+04          1.44041460E+06          7.71308614E+04
       2300.0000          8.77153884E+06          9.33224383E+04          1.63220275E+06          8.73956993E+04
       2400.0000          1.00692522E+07          1.05312563E+05          1.84328493E+06          9.86449611E+04
       2500.0000          1.14623964E+07          1.18189041E+05          2.07078273E+06          1.10727596E+05
       2600.0000          1.30452534E+07          1.32060368E+05          2.31489286E+06          1.23748038E+05
       2700.0000          1.47218241E+07          1.46740682E+05          2.57391794E+06          1.37529224E+05
       2800.0000          1.65648328E+07          1.63513513E+05          2.85888090E+06          1.53236542E+05
       2900.0000          1.85513673E+07          1.80130956E+05          3.16143172E+06          1.68869473E+05
       3000.0000          2.06978956E+07          1.98976112E+05          3.48414359E+06          1.86530360E+05
       3100.0000          2.29804164E+07          2.18411108E+05          3.83659551E+06          2.04805357E+05
       3200.0000          2.54899419E+07          2.38850323E+05          4.19863246E+06          2.24007996E+05
       3300.0000          2.81963971E+07          2.61675939E+05          4.59079161E+06          2.45410004E+05
       3400.0000          3.10544978E+07          2.85051916E+05          5.00941651E+06          2.67382654E+05
       3500.0000          3.42000846E+07          3.11132091E+05          5.45744525E+06          2.91839191E+05
       3600.0000          3.74359830E+07          3.36566111E+05          5.91380684E+06          3.15756979E+05
       3700.0000          4.10836146E+07          3.65399158E+05          6.40807485E+06          3.42803052E+05
       3800.0000          4.46479596E+07          3.95915808E+05          6.94110800E+06          3.71435678E+05
       3900.0000          4.87323258E+07          4.25282850E+05          7.47865513E+06          3.99104345E+05
       4000.0000          5.27601715E+07          4.58663080E+05          8.06958549E+06          4.30454594E+05
       4100.0000          5.72973833E+07          4.94111734E+05          8.68313256E+06          4.63724597E+05
       4200.0000          6.21551915E+07          5.29688663E+05          9.29700715E+06          4.97128655E+05
       4300.0000          6.70183260E+07          5.68087941E+05          9.96863100E+06          5.33183527E+05
       4400.0000          7.22287863E+07          6.06814044E+05          1.06682443E+07          5.69627785E+05
       4500.0000          7.79598654E+07          6.48691091E+05          1.14098687E+07          6.08999920E+05
       4600.0000          8.38895512E+07          6.92387845E+05          1.21883673E+07          6.50092299E+05
       4700.0000          9.00737495E+07          7.38357046E+05          1.29716196E+07          6.93216057E+05
       4800.0000          9.61800088E+07          7.86330213E+05          1.38725258E+07          7.38436572E+05
       4900.0000          1.03096132E+08          8.36687441E+05          1.47439796E+07          7.85722834E+05
       5000.0000          1.10175059E+08          8.89606750E+05          1.55921022E+07          8.35209989E+05
       5100.0000          1.17626858E+08          9.45412318E+05          1.65374443E+07          8.87539950E+05
       5200.0000          1.25602623E+08          1.00153068E+06          1.75138446E+07          9.40264118E+05
       5300.0000          1.33824458E+08          1.05653862E+06          1.86220007E+07          9.92398890E+05
       5400.0000          1.42262914E+08          1.11711587E+06          1.96910934E+07          1.04934446E+06
       5500.0000          1.51229402E+08          1.17978580E+06          2.07922591E+07          1.10825577E+06
       5600.0000          1.59831681E+08          1.25046607E+06          2.18818425E+07          1.17417969E+06
       5700.0000          1.69547824E+08          1.31770212E+06          2.30857494E+07          1.23745275E+06
       5800.0000          1.79702328E+08          1.38707461E+06          2.44241021E+07          1.30301704E+06
       5900.0000          1.90323706E+08          1.45996349E+06          2.56842667E+07          1.37148403E+06
       6000.0000          2.00939057E+08          1.53603667E+06          2.69243796E+07          1.44270204E+06
       6100.0000          2.13115146E+08          1.61526060E+06          2.83800301E+07          1.51739659E+06
       6200.0000          2.24698383E+08          1.70539826E+06          2.97869976E+07          1.60154927E+06
       6300.0000          2.36620126E+08          1.78600085E+06          3.12211116E+07          1.67738533E+06
       6400.0000          2.49181917E+08          1.87004014E+06          3.27287965E+07          1.75649639E+06
       6500.0000          2.62330511E+08          1.95972987E+06          3.44494756E+07          1.84123267E+06
       6600.0000          2.76064702E+08          2.05021978E+06          3.60153979E+07          1.92625960E+06
       6700.0000          2.89796176E+08          2.14288776E+06          3.76628614E+07          2.01344152E+06
       6800.0000          3.05857744E+08          2.24247774E+06          3.93844095E+07          2.10705722E+06
       6900.0000          3.19413383E+08          2.34539912E+06          4.11763503E+07          2.20369557E+06
       7000.0000          3.36133205E+08          2.45984940E+06          4.29560635E+07          2.31062379E+06
       7100.0000          3.51960889E+08          2.56361407E+06          4.50171716E+07          2.40888811E+06
       7200.0000          3.68139424E+08          2.67091936E+06          4.68889562E+07          2.50974872E+06
       7300.0000          3.87190849E+08          2.79641157E+06          4.88816227E+07          2.62714430E+06
       7400.0000          4.04214947E+08          2.90990804E+06          5.08921804E+07          2.73390777E+06
       7500.0000          4.21905068E+08          3.02928305E+06          5.29497183E+07          2.84602582E+06
       7600.0000          4.42934514E+08          3.15356204E+06          5.52739010E+07          2.96339208E+06
       7700.0000          4.61572977E+08          3.29488567E+06          5.74333763E+07          3.09522155E+06
       7800.0000          4.81188185E+08          3.41759628E+06          5.99457526E+07          3.21168279E+06
       7900.0000          5.01681759E+08          3.54763094E+06          6.21789121E+07          3.33384265E+06
       8000.0000          5.25003130E+08          3.68569244E+06          6.45585478E+07          3.46363525E+06
       8100.0000          5.46576971E+08          3.83829535E+06          6.72262637E+07          3.60702177E+06
       8200.0000          5.69003484E+08          3.97828255E+06          6.97266620E+07          3.73882198E+06
       8300.0000          5.92239174E+08          4.14405551E+06          7.23317814E+07          3.89372926E+06
       8400.0000          6.16257718E+08          4.28599054E+06          7.52560880E+07          4.02853893E+06
       8500.0000          6.41047775E+08          4.44363382E+06          7.78277898E+07          4.17623943E+06
       8600.0000          6.68910247E+08          4.60616726E+06          8.09462012E+07          4.32995862E+06
       8700.0000          6.93366047E+08          4.78818553E+06          8.36457984E+07          4.49954301E+06
       8800.0000          7.23605193E+08          4.94694856E+06          8.65663039E+07          4.64946254E+06
       8900.0000          7.48577112E+08          5.14164439E+06          8.98581942E+07          4.83197248E+06
       9000.0000          7.75689042E+08          5.30415288E+06          9.27835634E+07          4.98508297E+06
       9100.0000          8.04299976E+08          5.50807444E+06          9.63164096E+07          5.17658862E+06
       9200.0000          8.36072363E+08          5.68153963E+06          9.92785148E+07          5.33967343E+06
       9300.0000          8.66122433E+08          5.86695624E+06          1.02611804E+08          5.51431549E+06
       9400.0000          9.00777579E+08          6.06088096E+06          1.06340347E+08          5.69779672E+06
       9500.0000          9.30020310E+08          6.27539283E+06          1.09592515E+08          5.89787719E+06
       9600.0000          9.66928434E+08          6.50564621E+06          1.13527011E+08          6.11413958E+06
       9700.0000          9.97648421E+08          6.69126717E+06          1.16893687E+08          6.28908419E+06
       9800.0000          1.03137247E+09          6.89370519E+06          1.20971633E+08          6.48105547E+06
       9900.0000          1.07018724E+09          7.12809996E+06          1.24570570E+08          6.70008518E+06
      10000.0000          1.10398092E+09          7.34466091E+06          1.28828885E+08          6.90505820E+06
      11000.0000          1.52034085E+09          9.91864704E+06          1.72566579E+08          9.32202634E+06
      12000.0000          2.03812296E+09          1.29974921E+07          2.27470205E+08          1.22212416E+07
      13000.0000          2.66784180E+09          1.67254808E+07          2.91061744E+08          1.57233828E+07
      14000.0000          3.43036501E+09          2.11060796E+07          3.66994628E+08          1.98428199E+07
      15000.0000          4.32307000E+09          2.61949372E+07          4.56985729E+08          2.46336453E+07
      16000.0000          5.36540286E+09          3.20909103E+07          5.59739759E+08          3.01801188E+07
      17000.0000          6.60847267E+09          3.89321387E+07          6.78378251E+08          3.66150896E+07
      18000.0000          8.00500590E+09          4.67453261E+07          8.13426595E+08          4.39622235E+07
      19000.0000          9.61172112E+09          5.54862365E+07          9.70699357E+08          5.22010245E+07
      20000.0000          1.14118613E+10          6.53524165E+07          1.13980885E+09          6.14755816E+07
      21000.0000          1.34481278E+10          7.63284501E+07          1.33050036E+09          7.18017790E+07
      22000.0000          1.57394158E+10          8.88246655E+07          1.54126320E+09          8.35387875E+07
      23000.0000          1.83148579E+10          1.02262632E+08          1.78056830E+09          9.62004486E+07
      24000.0000          2.11094370E+10          1.17296566E+08          2.04302713E+09          1.10347985E+08
      25000.0000          2.44063379E+10          1.33982096E+08          2.32958269E+09          1.26041128E+08
      26000.0000          2.78486416E+10          1.52238678E+08          2.63710406E+09          1.43189645E+08
      27000.0000          3.16358150E+10          1.72144859E+08          2.99169577E+09          1.61945171E+08
      28000.0000          3.57876857E+10          1.93456301E+08          3.34695622E+09          1.81955557E+08
      29000.0000          4.01398712E+10          2.16674952E+08          3.76253729E+09          2.03836234E+08
      30000.0000          4.50567605E+10          2.41905245E+08          4.18321554E+09          2.27526378E+08
      31000.0000          5.03991325E+10          2.68383211E+08          4.65513616E+09          2.52482306E+08
      32000.0000          5.61982284E+10          2.97405758E+08          5.16616116E+09          2.79816461E+08
      33000.0000          6.22775683E+10          3.29506189E+08          5.73091227E+09          3.10039661E+08
      34000.0000          6.88762208E+10          3.62568486E+08          6.29175376E+09          3.41115706E+08
      35000.0000          7.61293156E+10          3.97784159E+08          6.90997650E+09          3.74282315E+08
      36000.0000          8.39983735E+10          4.36823539E+08          7.59061644E+09          4.11032014E+08
      37000.0000          9.18884106E+10          4.76822314E+08          8.27697059E+09          4.48648338E+08
      38000.0000          1.00489307E+11          5.20858444E+08          9.05419518E+09          4.90122852E+08
      39000.0000          1.10022781E+11          5.68201098E+08          9.81091819E+09          5.34485951E+08
      40000.0000          1.19836662E+11          6.14774201E+08          1.06745400E+10          5.78489776E+08
      41000.0000          1.30077924E+11          6.67418996E+08          1.15441861E+10          6.27895952E+08
      42000.0000          1.41289392E+11          7.21013764E+08          1.25113657E+10          6.78453175E+08
      43000.0000          1.53283807E+11          7.79909988E+08          1.34946554E+10          7.33769116E+08
      44000.0000          1.65448905E+11          8.40107913E+08          1.45415826E+10          7.90429018E+08
      45000.0000          1.79094229E+11          9.06504515E+08          1.56538735E+10          8.52802770E+08
      46000.0000          1.92325563E+11          9.75081125E+08          1.68254309E+10          9.17272098E+08
