#Energy      C-K-shell   Valence  Total
          0.1000          1.00000000E+30          6.39854426E+02          6.39854426E+02
          0.2000          1.00000000E+30          4.03766655E+02          4.03766655E+02
          0.3000          1.00000000E+30          2.94038941E+02          2.94038941E+02
          0.4000          1.00000000E+30          2.33013400E+02          2.33013400E+02
          0.5000          1.00000000E+30          1.93372476E+02          1.93372476E+02
          0.6000          1.00000000E+30          1.65668520E+02          1.65668520E+02
          0.7000          1.00000000E+30          1.45250786E+02          1.45250786E+02
          0.8000          1.00000000E+30          1.29590284E+02          1.29590284E+02
          0.9000          1.00000000E+30          1.17229258E+02          1.17229258E+02
          1.0000          1.00000000E+30          1.07196005E+02          1.07196005E+02
          2.0000          1.00000000E+30          6.04771824E+01          6.04771824E+01
          3.0000          1.00000000E+30          4.40674806E+01          4.40674806E+01
          4.0000          1.00000000E+30          3.55375081E+01          3.55375081E+01
          5.0000          1.00000000E+30          3.02329482E+01          3.02329482E+01
          6.0000          1.00000000E+30          2.65732458E+01          2.65732458E+01
          7.0000          1.00000000E+30          2.38723322E+01          2.38723322E+01
          8.0000          1.00000000E+30          2.17816779E+01          2.17816779E+01
          9.0000          1.00000000E+30          2.01049815E+01          2.01049815E+01
         10.0000          1.00000000E+30          1.87227115E+01          1.87227115E+01
         11.0000          1.00000000E+30          1.75579469E+01          1.75579469E+01
         12.0000          1.00000000E+30          1.65587569E+01          1.65587569E+01
         13.0000          1.00000000E+30          1.56888237E+01          1.56888237E+01
         14.0000          1.00000000E+30          1.49218124E+01          1.49218124E+01
         15.0000          1.00000000E+30          1.42382471E+01          1.42382471E+01
         16.0000          1.00000000E+30          1.36234207E+01          1.36234207E+01
         17.0000          1.00000000E+30          1.30659538E+01          1.30659538E+01
         18.0000          1.00000000E+30          1.25569611E+01          1.25569611E+01
         19.0000          1.00000000E+30          1.20893841E+01          1.20893841E+01
         20.0000          1.00000000E+30          1.16575504E+01          1.16575504E+01
         21.0000          1.00000000E+30          1.12568585E+01          1.12568585E+01
         22.0000          1.00000000E+30          1.08835545E+01          1.08835545E+01
         23.0000          1.00000000E+30          1.05345432E+01          1.05345432E+01
         24.0000          1.00000000E+30          1.02072555E+01          1.02072555E+01
         25.0000          1.00000000E+30          9.89955507E+00          9.89955507E+00
         26.0000          1.00000000E+30          9.60965598E+00          9.60965598E+00
         27.0000          1.00000000E+30          9.33606047E+00          9.33606047E+00
         28.0000          1.00000000E+30          9.07750986E+00          9.07750986E+00
         29.0000          1.00000000E+30          8.83294197E+00          8.83294197E+00
         30.0000          1.00000000E+30          8.60145968E+00          8.60145968E+00
         31.0000          1.00000000E+30          8.38230099E+00          8.38230099E+00
         32.0000          1.00000000E+30          8.17481717E+00          8.17481717E+00
         33.0000          1.00000000E+30          7.97844964E+00          7.97844964E+00
         34.0000          1.00000000E+30          7.79271367E+00          7.79271367E+00
         35.0000          1.00000000E+30          7.61718206E+00          7.61718206E+00
         36.0000          1.00000000E+30          7.45147161E+00          7.45147161E+00
         37.0000          1.00000000E+30          7.29523131E+00          7.29523131E+00
         38.0000          1.00000000E+30          7.14813232E+00          7.14813232E+00
         39.0000          1.00000000E+30          7.00985973E+00          7.00985973E+00
         40.0000          1.00000000E+30          6.88010622E+00          6.88010622E+00
         41.0000          1.00000000E+30          6.75856700E+00          6.75856700E+00
         42.0000          1.00000000E+30          6.64493667E+00          6.64493667E+00
         43.0000          1.00000000E+30          6.53890727E+00          6.53890727E+00
         44.0000          1.00000000E+30          6.44016771E+00          6.44016771E+00
         45.0000          1.00000000E+30          6.34840384E+00          6.34840384E+00
         46.0000          1.00000000E+30          6.26329965E+00          6.26329965E+00
         47.0000          1.00000000E+30          6.18453874E+00          6.18453874E+00
         48.0000          1.00000000E+30          6.11180622E+00          6.11180622E+00
         49.0000          1.00000000E+30          6.04479063E+00          6.04479063E+00
         50.0000          1.00000000E+30          5.98318588E+00          5.98318588E+00
         51.0000          1.00000000E+30          5.92669302E+00          5.92669302E+00
         52.0000          1.00000000E+30          5.87502182E+00          5.87502182E+00
         53.0000          1.00000000E+30          5.82789207E+00          5.82789207E+00
         54.0000          1.00000000E+30          5.78503463E+00          5.78503463E+00
         55.0000          1.00000000E+30          5.74619212E+00          5.74619212E+00
         56.0000          1.00000000E+30          5.71111946E+00          5.71111946E+00
         57.0000          1.00000000E+30          5.67958429E+00          5.67958429E+00
         58.0000          1.00000000E+30          5.65136666E+00          5.65136666E+00
         59.0000          1.00000000E+30          5.62625916E+00          5.62625916E+00
         60.0000          1.00000000E+30          5.60406686E+00          5.60406686E+00
         61.0000          1.00000000E+30          5.58460652E+00          5.58460652E+00
         62.0000          1.00000000E+30          5.56770647E+00          5.56770647E+00
         63.0000          1.00000000E+30          5.55320605E+00          5.55320605E+00
         64.0000          1.00000000E+30          5.54095504E+00          5.54095504E+00
         65.0000          1.00000000E+30          5.53081317E+00          5.53081317E+00
         66.0000          1.00000000E+30          5.52264950E+00          5.52264950E+00
         67.0000          1.00000000E+30          5.51634190E+00          5.51634190E+00
         68.0000          1.00000000E+30          5.51177650E+00          5.51177650E+00
         69.0000          1.00000000E+30          5.50884713E+00          5.50884713E+00
         70.0000          1.00000000E+30          5.50745485E+00          5.50745485E+00
         71.0000          1.00000000E+30          5.50750742E+00          5.50750742E+00
         72.0000          1.00000000E+30          5.50891886E+00          5.50891886E+00
         73.0000          1.00000000E+30          5.51160901E+00          5.51160901E+00
         74.0000          1.00000000E+30          5.51550311E+00          5.51550311E+00
         75.0000          1.00000000E+30          5.52053139E+00          5.52053139E+00
         76.0000          1.00000000E+30          5.52662881E+00          5.52662881E+00
         77.0000          1.00000000E+30          5.53373458E+00          5.53373458E+00
         78.0000          1.00000000E+30          5.54179194E+00          5.54179194E+00
         79.0000          1.00000000E+30          5.55074785E+00          5.55074785E+00
         80.0000          1.00000000E+30          5.56055273E+00          5.56055273E+00
         81.0000          1.00000000E+30          5.57116018E+00          5.57116018E+00
         82.0000          1.00000000E+30          5.58252677E+00          5.58252677E+00
         83.0000          1.00000000E+30          5.59461184E+00          5.59461184E+00
         84.0000          1.00000000E+30          5.60737729E+00          5.60737729E+00
         85.0000          1.00000000E+30          5.62078737E+00          5.62078737E+00
         86.0000          1.00000000E+30          5.63480857E+00          5.63480857E+00
         87.0000          1.00000000E+30          5.64940941E+00          5.64940941E+00
         88.0000          1.00000000E+30          5.66456032E+00          5.66456032E+00
         89.0000          1.00000000E+30          5.68023354E+00          5.68023354E+00
         90.0000          1.00000000E+30          5.69640291E+00          5.69640291E+00
